SA3_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
10102,0,0,0,7,5,10,4,0,0,26,0,6,3,56,26,23,5,4,0,127,0,0,0,8,5,13,24,26,14,92,0,5,0,13,0,0,0,0,0,27,0,31,32,153,159,234,155,90,25,880,0,4,4,50,18,9,6,0,0,92,0,4,0,12,7,3,7,0,0,38,0,0,0,23,23,19,48,34,10,154,0,0,0,3,0,11,13,26,22,75,0,0,0,6,8,9,3,0,0,27,6,34,35,429,33,34,12,5,5,591,0,6,4,30,15,9,10,0,0,74,0,3,3,11,6,4,0,0,0,26,0,0,0,4,3,0,0,0,0,4,0,0,0,12,4,15,9,9,0,46,0,0,4,7,10,31,40,57,32,177,0,4,0,7,8,3,0,0,0,27,0,0,0,25,13,3,0,0,0,49,0,0,0,10,5,5,4,0,0,22,0,0,5,22,22,17,7,10,0,76
10103,0,0,0,6,0,0,0,0,0,4,0,0,0,33,4,0,0,3,0,49,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,5,0,0,9,50,45,74,59,57,14,316,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,3,0,0,0,18,0,0,0,7,5,8,23,25,13,85,0,0,0,0,0,4,0,4,0,5,0,0,0,0,5,0,0,0,0,8,4,7,0,24,0,4,0,0,0,36,0,0,3,0,0,8,3,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,3,0,26,0,4,0,5,4,0,4,8,9,34,0,0,0,0,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,12,0,0,0,0,5,4,3,0,0,16,0,0,0,8,0,3,0,0,0,18
10104,0,0,0,5,5,4,7,7,3,25,0,0,0,23,19,6,3,4,0,60,0,0,0,0,3,18,29,21,7,70,0,0,0,0,0,3,0,3,0,8,3,14,16,79,144,426,575,377,127,1753,0,0,0,10,7,4,3,5,0,27,0,0,5,12,9,18,11,4,4,56,0,3,3,22,30,58,115,70,27,321,0,0,0,0,0,7,9,10,3,28,0,4,0,0,5,0,5,4,0,24,0,9,7,76,8,8,7,5,7,129,0,0,0,10,5,0,11,0,0,31,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,8,18,11,25,18,15,6,95,0,0,0,0,0,14,22,12,6,53,0,6,0,11,12,5,10,0,0,34,0,0,0,6,6,3,0,0,0,17,0,0,0,6,0,0,0,0,0,4,0,0,0,12,5,11,6,0,4,44
10105,0,0,0,3,3,3,4,0,0,18,0,0,5,34,17,9,9,0,0,67,0,0,0,0,0,3,6,4,0,13,0,0,0,0,0,0,4,0,0,8,0,7,8,46,56,109,121,75,25,439,0,0,0,13,10,3,0,4,0,31,0,0,3,0,0,0,5,0,0,12,0,0,0,3,4,8,23,11,5,55,0,0,0,0,0,3,0,6,0,17,0,0,0,0,0,0,5,0,0,5,3,6,9,85,4,7,8,0,3,115,0,0,0,9,9,4,0,0,0,23,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,0,4,3,4,4,0,0,22,0,0,0,0,0,3,8,8,0,25,0,0,0,4,3,0,0,0,0,3,0,0,0,18,0,0,0,0,0,25,0,3,0,3,4,0,0,0,0,14,0,0,0,10,0,7,5,0,0,30
10106,0,0,0,3,0,0,5,0,0,5,3,0,4,29,8,8,9,0,0,51,0,0,0,4,0,0,8,0,0,19,0,0,0,0,0,0,0,0,0,6,0,5,15,48,79,111,126,76,21,488,0,0,0,5,0,6,0,0,0,10,0,0,0,0,4,0,0,0,0,5,0,0,6,18,3,12,22,7,0,76,0,0,0,0,0,7,0,0,0,8,0,0,0,4,0,0,0,0,0,9,0,3,4,35,4,4,0,0,0,58,0,0,0,3,0,3,3,0,0,13,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,7,13,5,3,0,4,7,33,0,0,0,4,0,4,3,6,0,22,0,0,0,0,5,0,3,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,12,7,13,4,4,0,39,0,0,0,9,0,6,4,4,0,23
10201,0,3,0,19,28,14,28,19,6,120,0,18,26,273,166,153,125,34,13,797,0,0,0,8,8,14,17,25,9,79,3,13,0,28,4,18,21,33,14,131,13,172,204,784,682,987,950,723,347,4862,0,4,7,41,26,32,25,9,4,141,0,0,6,45,19,21,15,0,5,114,0,5,7,87,41,54,106,70,37,398,0,0,0,5,3,13,27,27,9,84,0,6,3,29,21,30,29,4,0,125,5,40,43,370,56,47,39,33,9,643,0,9,18,64,32,22,20,12,0,179,0,4,5,35,13,9,5,3,0,76,0,0,0,7,4,8,0,0,0,13,0,23,12,82,70,66,66,33,7,354,0,0,3,24,18,34,56,35,23,196,5,14,10,70,54,24,13,0,0,184,5,16,27,133,85,32,17,10,0,327,0,0,0,9,9,8,7,3,3,47,0,0,6,48,22,32,34,10,3,174
10202,0,0,0,7,20,15,26,7,0,82,0,7,3,110,70,98,74,16,4,386,0,0,0,8,12,22,13,12,3,65,0,4,0,5,3,14,11,12,9,62,9,57,89,374,375,703,682,570,216,3068,0,4,8,35,22,17,9,7,0,107,0,0,0,19,16,11,6,5,0,61,0,0,7,24,19,44,75,76,28,278,0,0,0,4,0,10,20,27,12,75,0,0,7,13,10,15,16,3,0,60,7,31,29,292,33,32,30,17,5,478,0,7,3,56,27,11,16,4,0,125,0,0,0,9,3,6,0,4,0,27,0,0,0,0,3,0,0,0,0,10,0,19,5,33,38,37,54,40,16,237,0,5,0,11,7,36,61,43,22,175,0,5,6,25,20,11,6,4,0,69,0,0,7,60,19,25,12,0,0,136,0,0,0,7,13,19,7,0,0,50,0,0,6,29,25,30,20,7,3,118
10301,0,0,0,6,0,0,4,3,0,8,0,6,4,24,12,8,13,0,0,63,0,0,0,5,6,9,4,4,0,17,0,0,0,6,0,0,5,0,0,10,0,4,20,53,64,111,116,83,33,473,0,3,6,8,10,4,9,3,0,33,0,0,0,7,6,0,0,0,0,12,0,0,0,8,4,10,22,18,6,71,0,0,0,0,0,0,0,0,3,11,0,0,0,4,0,0,0,0,0,9,0,13,12,114,8,7,4,3,0,163,0,4,0,6,3,0,3,0,0,25,0,0,0,8,3,0,4,0,0,18,0,0,0,4,0,0,0,0,0,3,0,0,0,12,7,9,14,5,3,45,0,0,0,0,0,0,5,3,9,19,0,0,4,6,11,0,0,0,3,27,0,0,4,10,7,0,0,0,0,19,0,0,0,0,0,0,6,0,0,17,0,0,0,10,16,0,6,0,0,29
10302,0,0,0,0,0,0,0,0,0,6,0,0,4,21,11,8,8,0,0,57,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,38,41,77,91,73,19,356,0,0,0,6,5,7,0,0,0,17,0,0,0,0,0,0,0,4,0,3,0,0,0,5,3,11,13,12,5,51,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,16,0,4,3,65,6,3,0,0,0,87,0,0,0,5,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,8,0,0,3,3,0,4,3,5,0,19,0,0,0,0,4,8,4,0,3,18,0,0,0,9,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,4,0,0,0,5,7,0,0,0,0,17
10303,0,0,0,8,0,3,3,0,0,18,0,0,3,15,10,6,10,0,0,53,0,0,0,0,0,5,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,6,44,75,159,154,106,36,592,0,0,0,6,5,6,3,5,0,24,0,0,0,9,0,0,0,0,0,12,0,0,0,8,5,13,35,21,10,90,0,0,0,0,4,0,8,0,0,17,0,0,0,0,0,5,4,0,0,11,0,6,7,35,11,4,6,6,0,73,0,0,0,5,5,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,3,11,4,4,0,5,4,33,0,0,0,0,0,9,8,15,6,30,0,0,0,0,3,0,0,0,0,6,0,0,0,12,0,0,0,0,0,16,0,0,0,0,6,5,0,0,0,7,0,0,5,7,4,7,3,0,0,22
