SA3_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
11001,12073,29564,996,1670,165,289,1165,1962,474,729,52,94,0,0,0,3,9,18,533,846,14,17,50,61,3,4,29,60,91,144,42,88,13908,32600,1990,..,15899,32600
11002,14002,32490,609,932,76,121,692,1048,203,271,0,0,0,0,0,4,7,12,214,283,67,110,27,37,17,31,36,93,142,266,69,115,15127,34211,2428,..,17554,34211
11003,7258,18837,723,1174,92,151,819,1327,103,150,0,0,0,0,0,0,3,3,108,159,36,64,17,30,8,11,16,33,77,136,56,114,8315,20577,1597,..,9910,20577
11004,28114,71734,2192,3442,402,668,2591,4111,467,733,22,33,27,44,0,0,23,48,540,851,82,103,45,59,8,10,33,69,165,241,131,248,31543,77196,3459,..,34997,77196
11101,39911,105939,3600,5757,2010,3918,5606,9676,1586,2356,227,339,614,1007,248,435,100,192,2779,4324,40,69,53,65,0,5,67,154,156,295,53,94,48510,120326,3071,..,51582,120326
11102,28081,74380,1525,2413,646,1254,2170,3661,545,787,87,156,77,141,0,0,82,166,794,1248,51,69,167,238,4,15,21,41,245,366,68,116,31352,79772,2266,..,33623,79772
11103,49256,128449,4672,8319,6229,13006,10900,21333,3521,5498,2299,3739,1921,3226,1386,2254,307,617,9432,15327,8,17,17,17,3,0,221,406,251,450,136,228,69987,165785,5744,..,75733,165785
11201,24905,64212,3042,5711,2562,5170,5603,10878,1273,2142,244,410,67,120,21,39,183,366,1784,3076,236,341,493,734,24,39,110,188,863,1301,160,278,33315,79747,4135,..,37444,79747
11202,23842,59460,1520,2312,566,1008,2082,3324,964,1511,88,130,0,0,0,6,91,178,1139,1823,123,173,192,245,24,50,63,136,407,602,83,160,27563,65368,2362,..,29919,65368
11203,24836,65810,4289,8024,2823,6004,7107,14029,2023,3296,1584,2791,630,1084,525,912,70,142,4828,8216,131,229,545,777,3,8,39,91,716,1102,107,192,37602,89359,3892,..,41496,89359
11301,15038,39870,514,974,78,121,595,1094,1324,2608,28,70,0,0,0,0,10,29,1366,2704,34,50,45,79,12,26,89,198,182,351,100,254,17272,44270,1683,..,18953,44270
11302,5201,12574,356,510,8,14,359,520,51,64,6,5,0,0,0,0,3,5,58,73,7,12,0,6,5,10,20,33,33,55,33,65,5687,13295,814,..,6500,13295
11303,32266,83050,1344,2042,260,447,1605,2490,2267,3467,130,169,40,54,3,6,29,50,2467,3756,34,49,19,49,7,16,120,264,181,379,93,200,36613,89866,3605,..,40220,89866
11401,37167,90213,2622,4327,843,1433,3470,5759,709,1123,32,48,11,20,0,0,115,218,865,1415,119,173,650,981,7,16,67,142,843,1314,256,386,42603,99095,12712,..,55310,99095
11402,18258,46277,942,1447,342,596,1284,2047,386,655,17,39,0,0,0,3,56,118,464,809,21,38,74,89,7,10,45,95,146,232,35,73,20186,49438,2257,..,22451,49438
11501,38489,124474,1094,2008,4713,12859,5810,14866,922,1672,1007,2228,1940,4123,909,2001,145,390,4929,10414,0,0,0,0,0,0,3,12,3,12,77,191,49311,149960,2554,..,51867,149960
11502,7758,25179,138,229,209,556,343,788,216,298,14,20,66,93,0,0,57,136,351,546,9,21,48,77,0,0,21,49,77,152,43,90,8570,26750,605,..,9170,26750
11503,8018,23792,17,18,10,21,26,42,19,30,0,0,0,0,0,0,11,36,35,69,5,11,21,30,5,13,7,14,42,64,25,62,8146,24026,702,..,8847,24026
11504,14740,49941,46,135,743,2398,792,2538,173,322,156,348,709,1553,111,237,58,125,1208,2583,31,49,26,40,3,13,4,11,64,108,29,67,16834,55235,700,..,17535,55235
11601,35606,106609,1628,3998,4713,13689,6339,17689,666,986,109,289,3057,7574,219,575,350,883,4406,10308,0,0,5,6,5,3,30,73,37,82,62,139,46456,134827,2803,..,49256,134827
11602,35651,120191,1208,3126,2889,8895,4100,12020,145,400,53,129,1906,4093,0,0,89,219,2188,4839,0,0,0,0,4,4,27,81,32,81,117,329,42087,137465,1737,..,43824,137465
11603,27540,89073,1470,3886,2785,9087,4258,12973,329,503,413,760,1302,3029,0,0,269,698,2315,4990,0,0,0,0,11,15,24,89,31,109,38,109,34185,107251,1914,..,36101,107251
11701,5755,17515,1046,2589,1203,3295,2244,5880,1804,3952,2910,6292,5021,11380,4230,9991,26,50,13998,31663,0,0,0,0,3,11,127,279,129,292,48,106,22177,55455,2520,..,24699,55455
11702,6419,18390,3998,9861,1979,5372,5976,15233,2915,5024,3215,5615,2594,4622,161,321,198,376,9078,15957,0,0,0,0,0,0,504,1028,504,1028,58,103,22044,50705,2388,..,24433,50705
11703,2273,6104,5124,11162,14655,34384,19777,45541,2771,4599,8913,14614,29845,52381,35645,67242,89,198,77262,139035,0,0,0,0,0,0,647,1296,647,1300,446,705,100396,192688,18945,..,119347,192688
11801,9418,29260,2873,7503,7563,19795,10433,27301,5644,11426,13244,25223,7975,14120,4007,7081,105,254,30971,58098,0,0,0,0,0,0,658,1265,658,1265,109,191,51592,116128,7736,..,59322,116128
11802,13789,42328,3381,8901,5215,14811,8595,23713,5462,10955,13526,25695,7188,13967,2215,4559,140,324,28523,55507,0,0,0,0,0,0,443,891,443,891,74,140,51429,122575,5932,..,57360,122575
11901,34762,114536,2441,6432,8976,28333,11414,34761,1956,3542,4076,9937,2346,5699,1121,3130,525,1516,10022,23817,0,0,0,0,0,0,291,724,291,724,120,321,56605,174160,3920,..,60528,174160
11902,22136,71911,1271,3213,3809,11511,5078,14724,8793,21571,4743,11888,4022,9706,225,506,274,809,18053,44475,5,8,0,0,0,0,175,421,179,420,95,222,45549,131756,3982,..,49529,131756
11903,23702,73957,2076,4541,3776,10548,5855,15086,1868,3635,4985,11234,5473,13078,3118,7577,271,706,15716,36228,0,0,0,0,0,0,182,447,183,448,73,159,45536,125875,3362,..,48896,125875
11904,21094,64766,3706,8618,2602,7244,6306,15860,1697,3320,5010,10782,11322,25232,6878,15654,267,644,25179,55630,68,86,3,5,0,0,396,826,463,915,127,276,53171,137449,5014,..,58185,137449
12001,12685,37958,1072,2705,2198,5514,3263,8224,3271,6489,3312,6748,6498,13519,4091,8698,93,218,17269,35676,0,0,0,0,0,0,373,791,373,791,46,85,33640,82731,3222,..,36858,82731
12002,6837,18556,3964,9645,4718,11817,8687,21465,2128,3929,2156,3524,2385,4030,349,648,61,118,7074,12245,0,0,5,11,0,0,156,315,161,327,28,55,22794,52647,2681,..,25469,52647
12003,20136,61271,2841,7093,3525,9916,6370,17013,6694,12950,9912,21178,10739,24533,5612,13301,129,304,33082,72260,0,0,0,0,0,0,570,1219,570,1219,206,391,60357,152145,6316,..,66676,152145
12101,18181,55992,1057,2726,1893,4837,2956,7561,2382,4751,6169,12768,7169,14802,7161,15155,113,279,22996,47757,0,0,0,0,0,0,81,186,83,188,59,116,44276,111620,4214,..,48487,111620
12102,18998,57245,313,652,1630,4293,1943,4945,907,1742,2992,6074,3389,7998,2525,6099,118,267,9934,22182,0,0,5,13,0,0,39,77,48,94,24,52,30954,84508,1882,..,32836,84508
12103,28826,91704,210,427,1419,3308,1630,3739,1632,2935,1702,3336,7081,15837,842,1854,88,208,11350,24167,0,0,5,9,0,0,112,256,121,262,37,89,41956,119955,3172,..,45131,119955
12104,7616,22180,1931,4756,3567,8425,5499,13181,4944,9848,10010,17860,7001,12160,7227,12495,95,180,29272,52539,0,0,11,20,0,0,166,327,171,345,101,163,42656,88413,6530,..,49185,88413
12201,6028,18874,737,1797,1573,3901,2306,5696,2071,4492,2659,5342,2016,3776,1203,2227,19,43,7966,15874,0,0,0,6,0,0,106,213,103,219,23,39,16422,40695,1996,..,18418,40695
12202,15981,47358,444,958,1761,4055,2197,5014,1383,2648,1392,2548,939,1888,13,21,123,283,3851,7390,3,14,10,18,0,8,106,232,130,266,65,136,22227,60179,2195,..,24422,60179
12203,32029,102578,923,1578,2868,6279,3794,7856,3302,6131,9707,19650,5586,10892,696,1390,377,920,19662,38987,18,40,31,40,0,0,101,246,154,329,92,207,55729,149953,3453,..,59186,149953
12301,21740,68009,620,1023,754,1602,1378,2631,176,259,0,0,35,48,0,0,54,145,265,447,20,27,32,45,0,0,9,9,60,90,35,63,23480,71232,721,..,24201,71232
12302,45158,140050,3921,8749,4787,11774,8705,20525,1023,1817,500,822,1570,3066,182,337,405,929,3674,6965,0,0,0,0,0,7,13,21,15,24,71,136,57624,167699,2893,..,60521,167699
12303,13894,41917,543,870,67,153,603,1027,99,144,4,9,0,0,0,0,59,149,164,303,0,0,66,73,9,4,35,65,106,147,35,69,14805,43466,791,..,15595,43466
12401,28054,70557,783,1256,554,972,1339,2229,584,817,195,287,31,46,0,0,131,284,943,1431,0,0,5,6,0,4,38,66,47,77,64,102,30458,74401,3469,..,33922,74401
12402,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,..,7,7
12403,42383,126772,2086,4332,4406,10154,6493,14488,1437,2154,1205,2000,2067,3650,831,1480,174,390,5717,9675,27,42,93,120,3,13,15,46,142,226,77,160,54809,151320,3070,..,57879,151320
12404,10421,29276,1627,3071,519,1097,2151,4164,308,464,100,174,21,32,0,0,38,99,464,765,0,0,0,0,4,3,31,84,35,90,41,90,13112,34371,720,..,13833,34371
12405,15231,44794,636,1368,1776,4975,2412,6346,296,532,323,589,241,447,0,0,109,279,974,1845,0,0,0,0,0,5,22,39,19,40,23,53,18663,53072,902,..,19569,53072
12501,11307,39603,423,1049,2835,9042,3255,10092,2325,5679,2037,5679,6930,16300,7481,17579,352,1061,19120,46300,0,0,0,0,0,0,97,301,99,302,141,319,33926,96612,4095,..,38018,96612
12502,14170,43748,837,1848,4629,13305,5465,15152,611,956,977,1987,2511,6348,865,2256,106,264,5071,11810,0,0,0,0,0,0,24,39,24,39,34,78,24765,70831,2097,..,26862,70831
12503,30292,103056,1968,4472,5014,16233,6976,20700,2245,4245,4387,10039,3663,9132,502,1160,532,1683,11330,26261,7,12,0,0,8,15,141,385,153,408,170,409,48924,150830,4232,..,53164,150830
12504,19645,59752,2360,5777,4841,13678,7203,19453,4748,10327,7426,17163,8095,19607,6545,15513,186,480,27000,63093,5,24,0,0,0,0,164,435,165,462,144,292,54151,143052,6094,..,60245,143052
12601,11316,35249,509,1183,1114,2975,1624,4158,217,353,1460,3476,2950,7204,1024,2420,98,224,5747,13678,0,0,0,0,0,0,10,25,10,25,37,89,18738,53190,1365,..,20103,53190
12602,23658,72544,2833,6887,5123,12925,7961,19813,1746,2971,6994,12969,8174,17061,6380,12886,154,347,23453,46235,4,3,0,4,0,3,123,249,133,264,105,185,55301,139039,5460,..,60766,139039
12701,36722,126584,742,2002,2013,6002,2754,8000,464,753,265,398,25,66,0,0,275,759,1030,1981,0,8,88,124,0,4,14,38,103,173,145,415,40758,137148,1880,..,42637,137148
12702,41629,143307,1414,3492,5821,18572,7230,22067,2103,4796,2431,5652,1941,4515,554,1325,792,2321,7825,18603,59,74,0,0,9,9,53,127,116,212,171,471,56981,184667,3130,..,60108,184667
12703,26802,90320,819,1865,4334,11601,5151,13465,1188,2199,3815,8154,1778,4467,3322,7439,273,727,10376,22983,0,0,0,0,0,0,28,65,36,71,97,246,42456,127085,3347,..,45800,127085
12801,23190,70636,1380,2713,5602,13027,6983,15741,2371,3960,5694,10539,4124,7658,1564,2877,101,243,13852,25265,61,90,10,12,0,0,135,288,201,388,61,125,44287,112148,3523,..,47806,112148
12802,27293,84008,1266,2851,3307,8141,4576,10988,1294,2269,3038,5636,2201,4126,199,398,71,151,6803,12586,3,9,30,46,0,0,49,94,80,151,50,88,38809,107825,1830,..,40639,107825
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
