SA3_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
10304,..,22,65,18,15,4,9,14,7,10,152,..,13,61,16,23,23,26,4,4,5,165,..,0,0,0,0,0,5,5,0,0,11,..,0,0,0,0,0,0,0,0,0,3,..,13,61,19,19,19,25,6,6,8,182,..,0,0,0,0,0,0,0,0,0,0,..,37,126,32,34,29,35,19,9,16,338,27,55,25,9,3,5,4,3,0,9,142,12,54,47,7,21,22,20,6,0,6,194,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,54,47,7,21,22,25,14,0,6,195,0,0,0,0,0,0,0,0,0,0,0,40,101,74,17,20,30,28,16,0,11,339,104,34,53,15,18,13,20,9,0,14,291,26,75,192,64,75,77,56,26,4,6,602,0,9,12,0,5,5,7,5,0,0,39,0,0,0,0,0,0,0,0,0,0,3,26,86
10401,..,11,46,11,8,4,3,4,9,3,103,..,5,16,10,8,5,4,5,4,0,60,..,0,0,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,5,16,10,8,5,6,11,3,0,62,..,0,0,0,0,0,0,0,0,0,0,..,21,56,15,15,13,13,11,7,7,168,10,20,12,0,9,0,6,0,0,3,56,0,13,8,3,3,5,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,3,3,5,3,0,0,0,43,0,0,0,0,0,0,0,0,0,18,18,12,32,23,3,11,5,8,0,0,19,115,37,20,32,7,10,13,12,6,5,8,134,14,28,47,15,21,24,16,5,0,0,161,0,0,4,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,28
10402,..,56,122,21,40,30,20,10,6,15,323,..,17,96,39,69,79,90,20,4,25,448,..,0,6,0,4,14,35,11,0,6,75,..,0,0,0,0,0,5,0,0,0,3,..,17,100,42,71,94,128,30,5,35,523,..,0,0,0,0,0,0,0,0,5,3,..,76,223,64,109,121,145,42,7,54,853,67,149,46,13,11,18,14,9,7,16,338,20,62,122,41,58,56,87,14,4,7,478,0,4,5,3,7,12,20,5,0,0,71,0,0,0,0,0,0,0,0,0,0,3,23,65,128,46,67,74,109,26,5,13,550,0,0,0,0,0,0,5,0,0,0,5,83,215,175,55,79,85,118,31,13,24,892,159,81,118,35,26,37,41,21,9,13,532,47,145,242,80,99,121,183,49,37,20,1022,17,6,35,19,33,62,112,20,7,7,315,0,0,0,4,0,0,0,0,5,5,18,63,148
10501,..,0,5,3,0,0,4,0,3,0,22,..,0,5,0,0,17,0,0,0,4,36,..,0,0,0,0,0,4,0,4,3,8,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,0,17,5,0,11,8,46,..,0,0,0,0,0,0,0,0,0,0,..,0,9,9,3,16,9,7,14,11,73,5,10,4,0,3,0,3,4,0,0,27,0,10,4,0,0,8,9,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,8,9,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,9,15,11,0,9,3,13,10,0,4,71,20,18,24,3,5,4,5,3,3,4,89,11,32,44,16,25,20,35,20,5,0,204,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,32
10502,..,11,15,10,0,3,7,3,0,0,46,..,0,3,0,4,5,6,5,0,0,30,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,4,5,8,8,6,0,37,..,0,0,0,0,0,0,0,0,0,0,..,13,18,8,3,7,13,14,0,0,79,3,9,6,0,0,0,0,0,0,0,17,0,6,3,0,4,8,3,0,4,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,8,3,0,4,5,24,0,0,0,0,0,0,0,0,0,0,0,3,10,9,0,0,8,3,0,4,5,45,12,6,12,4,5,4,7,0,0,3,48,3,5,13,5,8,14,15,3,3,0,67,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5
10503,..,6,45,14,8,20,15,11,6,17,136,..,12,57,30,22,36,47,10,0,5,221,..,0,0,0,0,3,0,3,7,0,17,..,0,0,0,0,0,0,0,0,0,0,..,12,59,30,22,45,46,10,10,4,235,..,0,0,0,0,0,0,0,0,0,0,..,22,102,42,38,60,62,20,16,22,377,14,34,28,4,0,7,9,4,4,9,118,9,26,54,22,28,18,18,10,9,9,191,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,26,54,22,24,24,19,7,12,6,201,0,0,0,0,0,0,0,0,0,5,5,27,70,78,28,30,26,27,11,19,20,326,68,41,67,15,15,13,23,15,9,14,278,42,149,455,173,203,171,130,38,30,23,1404,0,0,5,3,5,12,4,4,0,0,45,0,0,5,0,0,0,0,0,0,0,5,46,155
10601,..,31,54,7,5,21,14,9,9,3,146,..,0,33,7,10,7,12,9,0,4,85,..,0,0,0,0,0,5,6,0,0,13,..,0,0,0,0,0,0,0,0,0,4,..,0,33,7,10,7,16,14,8,7,104,..,0,0,0,0,0,0,0,0,0,0,..,31,88,19,11,26,29,25,10,14,250,44,100,39,8,5,12,4,5,5,9,222,8,33,32,8,9,5,16,5,3,0,134,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,33,32,8,9,11,18,4,3,0,133,0,0,0,0,0,0,0,0,0,14,14,55,136,71,13,17,20,25,6,9,22,375,133,82,82,16,3,14,11,10,5,11,368,21,71,96,38,32,51,52,10,10,3,379,8,0,7,4,3,11,14,7,0,0,59,0,0,0,0,0,0,0,0,0,0,0,38,70
10602,..,28,93,29,13,16,23,9,0,10,230,..,26,83,4,16,23,26,9,8,8,196,..,0,3,0,0,0,3,3,0,3,19,..,0,0,0,0,0,0,0,0,0,0,..,26,84,4,15,23,29,18,6,6,213,..,0,0,0,0,0,0,0,0,0,0,..,54,176,39,30,43,49,24,8,18,445,51,119,53,8,0,3,0,4,0,6,254,14,97,85,15,7,25,20,7,4,0,269,0,0,5,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,97,84,13,11,22,18,7,6,5,278,0,0,0,0,0,0,0,0,0,0,0,70,217,138,23,11,27,24,16,5,11,533,192,73,90,12,10,21,13,10,5,10,432,57,122,235,76,55,74,59,7,10,4,694,4,10,14,6,7,12,20,3,0,0,78,0,0,0,0,0,0,0,0,0,0,0,61,128
10603,..,20,102,15,10,19,19,28,16,17,238,..,6,25,7,7,3,13,13,4,0,80,..,0,0,0,0,0,3,0,4,0,6,..,0,0,0,0,0,0,0,0,0,0,..,6,25,7,7,8,15,14,3,0,90,..,0,0,0,0,0,0,0,0,0,0,..,24,125,23,15,24,39,39,18,21,333,64,107,53,0,11,0,5,4,0,8,253,4,20,18,6,18,14,12,3,0,3,94,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,23,18,3,18,18,9,4,0,4,107,0,0,0,0,0,0,0,0,0,0,0,71,129,64,4,28,20,21,11,0,9,359,88,47,60,12,9,11,17,14,5,8,271,18,41,64,22,41,49,39,14,3,6,302,0,5,6,0,0,8,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,20,44
10604,..,4,27,13,10,5,15,0,0,0,73,..,4,9,5,8,9,23,3,3,6,70,..,0,0,0,0,0,7,4,4,0,8,..,0,0,0,0,0,0,0,0,0,0,..,4,9,5,8,9,30,8,4,5,86,..,0,0,0,0,0,0,0,0,0,0,..,7,37,22,10,18,42,7,4,3,153,13,19,23,0,3,5,14,0,4,6,87,4,13,16,7,9,9,16,8,4,0,68,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,13,16,9,9,9,17,3,7,0,69,0,0,0,0,0,0,0,0,0,10,7,16,34,40,9,9,16,24,12,8,6,165,35,32,70,23,15,22,26,12,4,5,245,11,26,54,11,26,36,57,11,10,0,244,0,0,6,0,0,6,12,11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,17,28
10701,..,22,98,7,18,9,18,5,4,0,186,..,21,133,28,25,37,21,6,5,8,284,..,0,5,0,0,3,4,5,3,0,18,..,0,0,0,0,0,0,0,0,0,0,..,21,137,31,25,44,24,10,4,10,310,..,0,0,0,0,0,0,0,0,0,0,..,46,234,43,44,48,45,15,3,18,497,54,89,40,4,3,4,7,10,4,5,228,48,105,113,28,12,35,36,5,3,6,389,0,0,0,5,5,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,48,102,113,28,13,39,34,5,3,6,401,0,0,0,0,0,0,0,0,0,0,0,100,194,155,34,21,43,44,11,10,15,630,186,72,87,22,18,20,19,9,0,9,447,118,104,192,42,38,43,39,13,0,6,600,0,11,14,8,0,12,11,6,0,0,59,0,0,0,0,0,0,0,0,0,0,5,124,114
10702,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,..,43,108,18,35,31,29,14,7,9,288,..,14,66,6,17,16,25,8,5,0,167,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,17,68,6,17,23,26,14,5,5,173,..,0,0,0,0,0,0,0,0,0,0,..,57,174,30,55,52,54,23,8,15,466,73,128,57,6,7,6,10,5,3,3,300,15,47,51,11,12,8,10,7,0,5,174,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,15,53,56,11,12,14,12,5,0,4,183,0,0,0,0,0,0,0,0,0,0,0,84,178,115,19,22,19,22,13,3,12,478,204,77,123,26,14,27,24,13,0,10,519,62,68,129,35,42,39,36,4,8,3,428,0,8,12,3,0,0,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,62,77
10704,..,77,219,48,46,41,45,28,16,27,543,..,56,211,89,63,107,105,39,3,27,708,..,0,7,5,3,9,30,16,19,5,101,..,0,0,0,0,0,0,0,0,0,6,..,56,220,101,68,118,136,50,21,35,808,..,0,5,0,0,0,0,0,0,0,3,..,131,442,144,118,165,181,83,33,64,1357,233,254,140,17,26,25,58,54,14,18,837,93,187,256,141,130,171,267,184,0,24,1451,0,0,3,9,12,11,14,3,0,0,60,0,0,0,0,0,0,0,0,0,0,4,95,187,259,146,139,184,289,183,0,22,1514,0,0,0,0,0,0,0,0,0,4,10,326,443,396,170,171,211,347,241,12,43,2362,407,117,286,58,73,102,96,49,10,29,1228,281,244,716,279,330,382,448,194,13,41,2929,8,19,44,31,21,25,39,9,0,3,191,0,0,0,0,0,0,0,0,0,0,0,282,263
10801,..,10,10,0,0,3,4,0,0,5,42,..,0,5,0,0,7,6,0,0,5,33,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,0,7,13,3,0,5,34,..,0,0,0,0,0,0,0,0,0,0,..,8,16,3,0,12,16,3,0,11,78,14,14,5,0,0,0,0,0,0,4,41,5,8,4,4,3,5,4,0,0,0,27,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,4,4,3,4,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,15,19,5,3,3,8,6,0,0,4,70,22,10,21,0,3,5,6,7,0,4,74,11,13,51,15,24,18,22,9,0,3,168,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,17
10802,..,14,41,12,4,7,13,6,3,9,98,..,3,3,10,3,4,7,7,0,0,39,..,0,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,3,3,10,5,9,11,10,3,0,50,..,0,0,0,0,0,0,0,0,0,3,..,15,45,13,10,10,15,16,9,9,149,13,20,10,4,0,7,0,0,0,3,51,3,10,11,6,3,7,8,0,0,0,45,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,10,11,6,3,6,13,0,0,0,51,0,0,0,0,0,0,0,0,0,9,9,17,27,21,9,3,9,13,0,0,15,111,42,20,33,11,6,5,8,5,0,12,136,15,15,30,16,20,13,29,12,0,0,146,0,3,0,0,5,4,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,15,14
10803,..,0,0,0,0,5,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,13,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10804,..,33,99,26,36,21,33,3,3,14,275,..,9,33,11,11,10,18,8,7,9,113,..,0,0,0,0,0,0,0,3,0,12,..,0,0,0,0,0,0,0,0,0,3,..,9,34,11,16,16,21,8,7,5,119,..,0,0,0,0,0,0,0,0,0,0,..,46,129,33,45,37,54,12,19,14,394,67,103,49,8,11,7,8,7,4,8,262,14,36,44,3,9,8,16,4,0,7,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,40,45,3,9,8,17,4,0,7,148,0,0,0,0,0,0,0,0,0,0,0,81,145,94,16,22,16,21,12,4,14,415,139,60,61,21,14,20,13,5,5,14,355,20,45,116,43,63,54,56,25,3,4,431,0,0,9,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,22,46
10805,..,17,14,3,9,3,7,12,6,0,78,..,3,26,5,0,7,15,11,4,0,70,..,0,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,3,26,5,0,7,17,11,0,5,76,..,0,0,0,0,0,0,0,0,0,0,..,20,37,8,11,7,30,19,7,4,157,12,32,8,3,0,0,0,0,0,4,65,5,12,11,9,4,10,4,0,0,0,52,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,17,11,9,4,11,5,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,14,51,19,10,4,11,7,3,0,7,124,49,12,16,3,8,4,5,3,6,6,105,5,27,64,14,14,27,28,16,9,0,202,0,0,0,0,0,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,5,33
10901,..,25,50,11,4,9,12,11,5,9,154,..,9,81,23,33,46,40,14,3,10,257,..,0,0,3,0,5,9,6,3,0,26,..,0,0,0,0,0,0,0,0,0,4,..,9,78,24,35,52,51,14,3,8,282,..,0,0,0,0,0,0,0,0,0,0,..,34,133,41,44,65,61,31,12,19,439,39,76,24,8,3,9,3,0,4,4,172,11,69,106,29,41,52,46,3,0,9,359,0,0,6,0,3,8,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,11,73,106,31,43,51,47,3,3,9,380,0,0,0,0,0,0,0,0,0,0,0,51,148,136,33,43,57,52,9,7,14,546,118,49,47,8,13,19,12,10,6,3,282,31,146,388,96,123,90,73,24,3,5,983,0,3,31,9,12,9,9,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,31,147
10902,..,0,4,3,0,0,3,5,0,0,13,..,0,5,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,3,6,6,4,0,3,4,0,4,31,4,6,10,0,0,0,0,0,0,5,28,0,0,4,0,0,0,4,3,0,0,28,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,4,7,3,0,35,0,0,0,0,0,0,0,0,0,0,0,8,6,10,0,0,4,7,7,9,3,59,5,5,6,0,0,4,5,0,0,0,36,3,7,26,15,8,14,18,9,6,8,115,0,0,4,4,5,12,5,0,0,0,38,0,0,0,0,0,0,0,0,0,0,5,3,10
10903,..,0,26,3,0,4,5,4,0,3,52,..,0,12,4,4,7,15,6,3,3,69,..,0,0,0,0,0,0,3,0,0,13,..,0,0,0,0,0,0,0,0,0,0,..,0,12,4,4,7,17,10,5,5,74,..,0,0,0,0,0,0,0,0,0,0,..,10,40,8,4,8,25,16,6,9,125,7,21,9,0,4,0,3,0,0,3,48,0,9,5,0,3,0,9,3,0,0,35,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,3,0,10,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,11,30,14,0,6,5,10,0,0,0,87,26,28,19,7,8,3,18,0,0,4,118,13,13,60,26,22,28,48,14,3,10,223,0,4,6,0,0,6,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,12,13
11001,..,16,48,11,15,10,8,7,0,3,111,..,8,36,11,20,84,129,9,0,13,318,..,0,0,0,0,10,40,9,5,0,74,..,0,0,0,0,0,4,0,0,0,7,..,8,40,11,24,93,168,20,5,15,391,..,0,0,0,0,0,0,0,0,0,0,..,23,89,24,37,105,178,32,5,18,507,35,65,24,3,0,3,0,9,8,9,157,14,50,31,20,22,57,86,27,0,5,309,0,0,0,0,0,15,37,9,4,0,62,0,0,0,0,0,0,0,0,0,0,0,14,50,31,20,23,70,124,38,4,4,375,0,0,0,0,0,0,0,0,0,3,3,44,113,58,20,26,77,128,41,9,18,530,56,19,30,10,19,8,19,9,0,5,176,20,39,104,46,68,144,195,35,13,16,666,4,3,0,0,5,8,35,0,7,0,61,0,0,0,0,0,0,0,0,0,0,0,23,39
11002,..,7,12,3,13,3,16,0,0,3,55,..,5,15,4,9,0,11,3,0,5,51,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,5,15,4,9,0,11,3,0,8,58,..,0,0,0,0,0,0,0,0,3,3,..,5,27,11,17,3,26,7,9,12,114,23,14,10,0,0,0,0,0,6,6,69,0,9,20,0,0,6,14,4,9,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,5,13,4,9,3,75,0,0,0,0,0,0,0,0,0,0,0,23,29,38,4,3,9,18,4,12,9,144,37,25,28,3,14,8,4,0,0,5,121,7,19,21,9,17,35,34,18,23,6,191,0,0,0,0,3,0,10,0,0,0,26,0,0,0,0,0,0,0,0,0,5,5,7,21
11003,..,6,19,0,4,3,0,0,0,4,39,..,0,8,0,10,5,3,3,0,0,32,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,8,0,10,5,5,8,4,0,36,..,0,0,0,0,0,0,0,0,0,0,..,6,25,0,13,5,5,8,5,4,75,0,14,0,5,0,4,4,0,0,0,19,0,6,8,0,5,4,18,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,5,4,18,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,14,6,3,5,0,19,0,0,0,61,8,16,29,8,3,5,6,7,0,0,88,9,17,35,15,12,28,32,21,0,4,174,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,17
11004,..,28,55,18,22,16,22,5,0,9,166,..,5,49,26,39,48,56,11,0,14,254,..,0,0,3,3,11,18,6,4,4,50,..,0,0,0,0,0,0,0,0,0,3,..,5,45,33,36,61,75,18,3,19,300,..,0,0,0,0,0,0,0,0,4,4,..,29,104,41,63,72,98,26,9,22,471,16,35,26,4,8,4,6,7,0,13,112,5,22,75,24,28,21,31,23,11,3,236,0,0,0,3,3,6,6,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,5,22,75,28,33,28,36,19,11,3,258,0,0,0,0,0,0,0,0,0,3,3,26,55,98,30,40,28,43,29,7,20,374,86,38,79,19,23,11,28,10,7,10,315,36,83,251,97,135,145,156,55,30,14,999,7,8,26,21,46,56,67,9,0,7,245,0,0,0,0,0,0,0,0,0,3,7,38,93
