SA3_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
10102,0,0,0,4,0,0,0,4,25,0,29,0,0,0,0,0,0,0,0,3,0,3,0,8,3,7,0,4,4,14,17,0,30,0,6,4,3,0,0,3,7,32,0,43,0,12,0,18,5,4,7,22,52,0,77,5,31,6,44,6,8,14,60,76,0,129,9,39,0,53,3,4,11,65,46,0,106,37,47,3,90,9,3,7,102,84,0,184,77,45,8,136,3,3,6,137,60,0,197,87,38,9,129,3,3,5,133,44,0,180,101,41,13,150,0,0,0,151,45,0,200,122,25,8,151,0,0,0,155,32,0,186,241,30,10,277,4,0,4,283,51,0,333,90,19,9,111,0,0,0,111,29,0,140,89,14,4,105,0,0,0,105,13,0,124,35,5,3,44,0,0,0,44,9,0,48,92,13,6,111,0,0,0,108,15,0,125,95,14,11,116,0,4,5,120,51,0,176,9,0
10103,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4,0,5,0,4,0,4,0,3,3,4,5,0,7,0,10,0,13,0,5,5,17,24,0,40,0,16,7,24,0,0,0,23,26,0,54,4,29,0,33,3,0,4,40,18,0,54,15,32,3,45,0,0,0,47,45,0,92,24,13,0,41,0,0,0,42,26,0,63,30,17,0,47,0,0,0,47,13,0,68,27,11,0,35,0,0,0,39,9,0,46,22,3,0,31,0,0,0,31,10,0,40,39,14,7,59,0,0,0,59,14,0,69,16,8,0,26,0,0,0,26,6,0,35,14,6,0,23,0,0,0,23,0,0,23,11,0,0,8,0,0,0,8,6,0,15,15,6,0,18,0,0,0,18,0,0,21,16,14,5,31,0,0,0,29,15,3,49,0,0
10104,3,0,4,3,0,0,0,7,31,0,37,0,3,0,3,0,0,0,6,20,0,20,0,8,0,8,3,0,3,11,28,0,40,5,16,3,24,9,0,12,33,53,4,89,4,30,0,34,4,5,12,48,101,0,149,7,91,9,111,9,12,21,128,135,0,260,35,100,14,153,6,5,9,164,118,0,283,63,131,22,212,0,0,3,218,195,4,418,93,117,6,218,0,4,4,222,168,0,398,104,90,10,205,0,0,0,206,114,5,331,75,51,5,126,0,0,0,130,63,0,193,80,42,3,127,5,0,0,128,45,0,175,123,50,11,186,0,0,0,186,47,0,227,46,18,4,64,0,0,0,67,21,3,95,30,6,0,36,0,0,0,36,4,0,38,17,4,0,14,0,0,0,14,7,0,23,25,4,0,31,0,4,4,34,12,0,45,62,77,8,144,0,0,3,150,105,7,266,0,4
10105,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,4,7,0,11,0,3,4,4,0,0,0,5,10,0,23,0,3,0,10,5,9,7,10,24,0,38,0,18,0,17,5,3,6,22,45,0,66,11,39,3,53,0,4,10,59,66,0,128,20,51,6,80,0,8,9,85,67,0,153,30,61,4,99,0,8,10,106,86,0,196,60,42,10,115,4,0,0,120,81,0,199,69,48,11,128,3,0,5,135,52,0,186,47,22,0,74,0,0,0,74,43,0,120,46,15,0,66,0,0,3,65,32,0,94,86,29,3,121,0,0,0,124,40,0,163,39,10,4,57,0,0,0,56,7,0,67,29,3,3,38,0,0,0,37,7,0,43,6,0,0,7,0,0,0,6,4,0,16,12,3,0,17,0,0,0,17,0,0,24,30,19,5,50,0,0,0,54,41,0,96,3,0
10106,0,3,0,9,0,0,0,8,19,4,29,0,0,0,0,0,0,0,0,6,0,9,0,6,3,8,0,0,0,7,18,0,29,0,10,7,6,7,0,10,17,14,3,30,0,11,0,11,0,4,7,14,35,0,52,4,27,8,40,4,6,5,43,71,0,123,10,53,5,63,3,0,8,69,48,0,116,41,49,4,92,6,0,3,93,82,0,173,37,41,4,77,0,0,4,87,67,3,153,39,26,3,71,0,0,0,74,41,0,114,53,23,4,79,0,0,0,81,30,0,108,46,14,0,59,0,0,0,61,11,0,68,69,38,5,112,0,0,0,111,22,0,139,35,4,6,43,0,0,0,40,13,0,57,22,0,0,27,0,0,0,27,9,0,29,11,3,3,17,0,0,0,17,3,0,15,27,8,0,33,0,0,0,38,4,0,37,39,21,0,66,0,4,0,70,29,0,103,7,0
10201,5,6,3,15,4,5,12,27,86,0,114,0,6,0,7,8,0,8,13,23,0,34,4,8,6,18,4,5,8,26,57,0,79,0,27,5,35,4,4,8,43,108,0,159,7,34,14,60,7,4,13,75,205,3,283,12,140,31,185,10,20,29,216,318,0,532,38,210,74,319,10,24,35,355,333,0,688,113,231,66,413,10,11,24,435,409,0,847,225,253,67,545,10,10,19,559,400,6,961,243,238,36,520,8,3,14,535,333,3,875,241,155,29,427,10,0,10,439,181,5,620,258,154,29,439,4,5,14,448,150,0,600,502,162,45,708,5,0,14,721,201,0,919,199,74,17,290,4,0,3,289,102,0,394,151,45,5,209,0,0,0,205,41,0,250,63,17,8,80,0,0,0,80,12,0,93,158,35,12,205,0,0,0,205,50,0,258,192,103,43,335,8,7,19,352,187,14,560,8,8
10202,3,0,5,12,12,3,14,23,128,3,153,0,0,4,4,0,3,4,10,23,0,36,0,18,6,22,5,4,10,28,76,0,99,0,27,6,36,6,8,14,49,141,4,194,0,59,25,83,16,18,34,115,259,0,383,23,163,62,244,21,34,62,302,475,4,781,57,268,84,406,29,21,49,453,461,0,913,130,289,102,522,20,18,41,562,641,13,1208,279,320,94,690,15,12,28,721,555,6,1284,288,262,75,622,12,14,29,648,410,3,1055,253,158,37,455,4,6,11,460,220,4,682,239,116,50,403,3,3,8,414,163,0,577,445,186,54,688,7,0,6,695,184,0,884,201,75,15,292,4,0,0,297,91,0,390,131,35,4,172,0,0,0,174,16,0,191,53,12,4,74,0,0,0,74,13,0,86,93,14,11,118,4,0,6,121,28,0,151,194,118,41,352,8,3,12,365,208,21,591,10,14
10301,0,0,3,3,0,0,0,5,24,0,28,0,0,0,4,3,0,3,4,7,0,12,0,6,0,3,0,0,5,8,8,0,23,0,7,4,10,6,5,10,16,34,0,57,4,21,4,23,3,5,12,31,53,0,82,8,47,3,60,3,5,13,76,84,0,164,16,62,10,95,3,8,12,108,80,0,185,57,80,8,151,11,0,10,157,121,3,282,99,79,12,189,0,9,9,192,91,0,282,90,54,7,152,0,0,6,160,56,0,222,77,48,3,128,0,0,0,131,32,0,167,70,34,3,112,0,0,0,112,33,0,141,167,34,3,205,0,0,0,210,39,0,243,56,17,5,70,0,0,0,73,25,0,92,34,8,0,44,0,0,0,40,10,0,51,14,6,0,14,0,0,0,14,3,0,15,20,8,3,31,3,0,0,38,0,0,42,62,32,5,97,6,0,3,98,58,4,161,8,3
10302,0,0,0,4,3,0,6,9,22,0,26,0,0,0,0,0,0,0,0,6,0,6,0,3,3,6,4,5,6,16,18,3,30,0,10,0,13,5,9,11,25,40,0,71,7,26,0,34,7,14,19,54,78,0,137,10,63,4,77,11,16,26,101,110,5,213,33,85,14,130,4,10,16,146,119,0,266,64,91,3,159,4,3,12,170,162,4,332,93,74,10,177,5,6,13,186,127,0,316,81,42,6,123,5,0,6,127,65,0,200,62,38,6,96,0,0,7,98,40,0,143,60,17,6,85,0,0,0,79,33,0,117,100,23,8,131,0,0,0,130,37,0,164,26,8,0,38,0,0,0,36,17,0,55,26,5,3,33,0,0,0,33,5,0,40,4,6,0,11,0,0,0,11,0,0,16,21,3,0,31,0,0,0,31,13,0,37,55,44,5,106,5,0,7,112,68,6,187,0,0
10303,0,0,0,5,0,0,0,3,25,0,30,0,3,0,3,0,0,0,7,11,0,11,0,10,0,3,0,0,0,11,21,0,28,4,11,0,20,3,4,8,30,38,0,65,4,28,4,35,4,3,6,35,80,0,118,3,51,8,63,6,8,17,77,98,4,178,16,84,11,113,8,3,9,123,97,0,219,41,80,10,129,6,3,8,143,149,0,295,50,66,5,122,4,6,4,128,111,0,243,55,48,10,110,0,5,7,113,68,0,186,56,27,4,92,3,0,3,94,44,3,139,39,21,3,66,0,0,0,62,25,0,92,97,20,3,121,0,0,4,120,39,0,160,35,11,4,44,0,0,0,47,19,0,67,32,7,6,45,4,0,4,46,11,4,54,5,3,0,8,0,0,0,8,0,0,12,24,7,3,36,0,0,0,36,10,0,47,31,28,0,62,0,3,3,71,63,4,137,0,3
