SA3_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
10304,4,0,5,3,0,0,0,0,0,16,0,10,16,33,27,19,10,0,3,119,0,13,3,16,0,8,0,0,0,40,0,0,0,4,3,0,0,0,0,7,0,4,7,19,8,0,0,0,0,40,0,0,0,6,0,0,0,0,0,7,0,3,10,28,3,9,12,0,3,71,0,0,3,13,10,0,0,0,0,28,0,0,0,6,5,0,9,5,0,20,0,6,3,20,16,8,4,0,0,59,0,22,16,93,45,40,37,23,10,286,85,226,209,427,243,231,237,143,68,1867,2177,4660,3585,7096,3684,3535,3082,1692,557,30057,0,0,0,3,0,0,0,0,0,4,1767,3957,3090,6398,3259,3109,2667,1496,627,26368,0,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,4,0,0,28,10,0,0,0,0,46
10401,0,0,0,0,4,0,0,0,0,10,0,0,0,11,16,11,8,9,4,58,0,0,0,4,4,5,3,3,0,20,0,0,0,3,0,3,0,0,0,10,0,3,0,3,0,0,0,0,0,14,0,0,0,4,3,0,0,0,0,8,0,5,0,15,7,14,20,6,0,65,0,0,0,14,6,0,0,0,0,18,0,0,0,4,3,9,7,7,0,25,0,0,4,0,3,5,0,0,0,16,0,9,11,38,23,39,35,33,7,199,77,200,202,412,256,358,307,161,58,2026,1271,3146,2697,5302,3118,4112,4194,2291,681,26823,0,0,0,0,0,0,0,0,0,0,1187,2612,2163,4308,2765,3440,3299,1915,876,22562,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,8,0,0,0,10,6,6,9,0,0,35
10402,0,0,0,6,3,5,3,0,0,22,0,17,18,60,56,42,35,8,0,244,0,3,4,7,4,0,4,3,0,27,0,0,3,17,0,0,0,0,0,26,0,14,19,13,5,5,0,0,0,52,0,0,0,5,5,0,0,0,0,5,3,13,0,42,17,25,45,8,0,159,0,8,5,17,10,11,3,0,0,39,0,0,3,6,8,11,14,3,5,46,0,0,0,6,6,7,10,0,0,35,7,64,81,263,115,117,87,80,26,832,105,305,275,707,388,382,350,239,125,2870,2330,5921,4695,9838,5521,6080,6049,3164,1075,44679,0,0,8,12,10,0,0,0,0,30,2138,5046,3801,7795,4769,5246,4792,2610,1156,37365,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,19,0,4,0,0,0,29,0,4,0,9,0,0,0,0,0,9,0,5,3,45,25,22,18,10,0,134
10501,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,0,0,0,10,0,0,6,26,9,14,30,18,8,113,117,246,201,421,206,281,230,130,24,1863,781,1441,1198,2383,1275,1630,1294,681,169,10850,0,0,0,0,0,0,0,0,0,0,587,1122,900,1928,1013,1136,771,495,197,8153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,0,0,0,5
10502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,6,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,4,0,14,9,8,8,7,0,50,58,117,135,220,111,114,128,58,39,981,560,1165,1115,2210,1171,1410,1286,614,218,9753,0,0,0,0,0,0,0,0,0,0,496,1003,878,1969,977,1300,1043,632,287,8580,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
10503,0,0,0,0,4,0,0,0,0,3,0,5,4,16,17,8,4,6,0,67,0,12,5,43,13,12,4,3,0,102,0,0,0,12,0,0,0,0,0,12,0,3,4,11,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,4,4,16,3,0,8,5,0,39,0,0,0,24,7,7,4,0,0,34,0,0,0,0,0,0,6,0,0,8,0,3,8,17,15,6,3,0,0,51,0,12,16,80,26,32,38,32,8,254,219,565,431,912,445,471,399,272,117,3837,2545,5238,4131,9318,4168,4523,3836,2234,719,36712,0,0,0,0,0,0,0,0,0,0,2218,4267,3423,7077,3599,3929,3206,1969,860,30550,0,3,0,54,5,3,0,0,0,73,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,10,5,0,6,0,0,22
10601,0,0,0,0,0,3,0,0,0,3,0,16,13,44,45,22,13,6,0,162,0,0,0,8,3,3,0,0,0,19,0,0,0,5,0,0,0,0,0,7,0,5,7,24,10,0,0,0,0,54,0,0,0,5,0,0,0,0,0,7,5,3,8,28,8,15,9,3,0,83,0,4,5,48,4,10,0,0,0,64,0,0,0,3,5,13,11,6,0,32,0,0,0,8,8,0,0,0,0,27,0,9,19,97,35,49,57,29,6,310,126,293,377,670,316,369,317,190,53,2708,3234,6856,6279,12765,6188,6155,5042,2380,630,49527,0,0,0,0,0,0,0,0,0,0,2941,6149,5088,10916,5274,5131,4024,1902,882,42310,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,10,3,0,0,36
10602,0,5,0,3,6,0,0,0,0,15,0,18,27,66,40,27,9,3,0,199,0,3,0,12,6,3,0,0,0,30,0,0,0,15,0,0,0,0,0,19,0,15,7,17,3,0,0,0,0,32,0,0,0,5,0,0,0,0,0,3,5,5,11,28,9,13,15,7,0,89,0,0,3,22,5,0,0,0,0,37,0,0,0,5,5,9,5,3,0,35,0,3,7,30,20,3,0,0,0,70,0,19,27,108,57,49,49,35,9,362,90,235,186,507,184,170,142,103,65,1685,3091,6469,5331,11749,5092,4497,3747,1904,516,42401,0,0,0,7,0,0,0,0,0,8,2809,5693,4876,10531,4664,4217,3422,1829,728,38773,0,0,0,21,3,0,0,0,0,26,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,8,0,0,0,7,3,0,0,0,0,15,0,5,0,22,7,4,9,0,0,49
10603,0,4,0,5,11,0,0,3,0,18,0,8,23,30,35,24,25,27,5,182,0,0,0,7,0,0,3,0,0,16,0,0,0,4,0,0,0,0,0,4,0,13,4,17,4,9,0,0,0,39,0,0,0,0,4,0,3,0,0,14,4,7,10,17,10,20,20,12,0,103,4,0,3,9,4,3,3,0,0,23,0,0,0,5,8,8,13,21,0,60,0,0,5,0,4,6,7,0,0,20,3,13,14,57,30,72,105,74,14,389,47,226,187,376,263,310,312,279,84,2080,1744,4644,4150,7080,4539,5492,5701,3497,862,37701,0,0,0,0,0,0,0,0,0,0,1649,4073,3424,6181,3945,4657,4515,2539,882,31866,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,13,3,0,0,0,0,19,0,0,0,7,0,0,0,0,0,7,0,0,0,23,21,7,17,8,0,69
10604,0,0,0,0,0,0,0,0,0,0,0,0,8,22,10,0,3,4,0,55,0,0,0,5,9,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,9,6,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,4,7,0,4,0,0,0,26,0,0,0,13,11,0,0,0,0,25,0,0,0,0,0,4,0,0,0,9,0,5,3,12,3,4,0,0,0,23,0,18,11,94,18,10,7,9,3,168,48,125,109,270,149,156,129,77,28,1091,940,2277,1775,3924,1959,1991,1583,814,248,15516,0,0,0,0,0,0,0,0,0,0,794,1873,1489,3086,1627,1585,1237,737,319,12751,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,3,11,3,0,0,0,0,18
10701,0,0,4,0,0,3,0,0,0,4,0,6,6,42,10,3,11,6,0,88,0,0,0,16,4,3,3,0,0,33,0,0,0,6,0,0,0,0,0,9,0,0,14,13,0,6,0,0,0,40,0,0,4,25,17,26,7,13,0,100,0,0,17,33,19,15,13,0,0,93,0,8,7,26,20,30,18,5,0,109,0,0,3,0,10,29,17,13,3,77,0,0,7,8,7,0,0,0,0,21,9,68,94,226,193,275,260,189,94,1404,90,214,190,460,220,190,165,164,55,1752,2549,5233,4939,9737,4838,4871,3855,2380,842,39249,0,0,0,0,0,0,0,0,0,3,2302,4548,4200,8085,3738,3226,2232,1331,652,30318,0,0,0,11,4,0,0,0,0,14,0,0,0,20,11,18,7,9,0,61,0,0,0,13,8,4,0,0,0,24,0,0,0,3,4,4,0,0,0,10,0,3,0,26,12,7,3,0,3,51
