SA3_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_05_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_05_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_05_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_05_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_05_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_05_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_05_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_05_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_05_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_05_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_05_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_05_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_05_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_05_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_05_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_05_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_05_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_05_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
10102,485,189,226,209,128,29,3,18,1600,0,0,0,0,0,0,0,0,0,4,0,329,299,568,209,241,219,149,44,8,32,2099,405,140,103,16,13,12,13,4,3,16,729,275,476,330,51,63,48,42,13,3,8,1310,5,8,6,5,5,3,5,0,0,0,42,0,0,0,0,0,0,0,0,0,0,3,274,480,340,61,61,53,44,15,7,10,1348,0,0,0,0,0,0,0,0,0,0,3,679,623,445,80,76,65,57,20,8,25,2077,800,125,73,3,6,3,8,3,3,23,1045,366,185,104,12,11,0,7,5,3,12,697,15,16,7,0,3,3,6,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,379,204,107,14,12,3,11,3,3,14,756,0,0,0,0,0,0,0,0,0,0,0,1177,324,188,18,15,8,16,7,6,37,1800,1110,70,28,3,7,3,4,0,0,25,1243,437,41,19,7
10103,29,20,21,36,101,33,3,12,281,0,0,0,0,0,0,0,0,0,9,9,63,45,55,23,35,52,134,37,8,20,469,82,28,25,0,3,0,0,3,0,0,151,22,32,36,13,17,8,23,14,9,4,160,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,22,32,36,12,17,10,20,14,11,6,172,0,0,0,0,0,0,0,0,0,10,11,104,64,60,12,16,14,21,15,12,13,331,220,33,19,6,3,0,5,0,0,8,289,37,24,11,0,0,3,3,4,0,0,91,0,0,0,3,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,42,24,11,4,0,3,8,5,3,0,103,0,0,0,0,0,0,0,0,0,8,8,261,53,35,8,3,3,11,7,5,12,397,324,12,3,0,0,0,0,0,0,16,355,69,6,0,0
10104,75,41,36,39,44,15,3,4,313,0,0,0,0,0,0,0,0,0,0,6,115,73,115,55,51,50,57,22,4,13,561,231,105,58,13,5,6,10,0,0,11,446,52,84,71,31,28,28,18,12,0,6,320,5,4,3,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,56,93,75,25,28,28,25,12,0,6,345,0,0,0,0,0,0,0,0,0,0,0,286,197,140,37,32,35,32,12,0,15,790,613,80,35,0,5,6,4,3,0,31,783,134,57,28,7,3,3,5,3,0,0,245,10,8,4,5,0,0,3,0,3,3,34,0,0,0,0,0,0,0,0,0,0,0,145,63,33,14,3,3,5,5,3,3,277,0,0,0,0,0,0,0,0,0,0,0,757,143,70,15,9,14,13,7,3,34,1065,1630,47,26,4,9,4,0,0,0,59,1780,187,11,7,0
10105,124,28,49,58,50,10,13,6,427,0,0,0,0,0,0,0,0,0,25,31,72,86,156,37,53,60,62,16,18,41,594,94,40,24,7,6,0,6,3,5,5,198,60,91,88,23,11,13,30,4,6,10,321,6,10,9,0,0,0,6,0,4,0,40,0,0,0,0,0,0,0,0,0,0,0,61,99,96,23,11,17,33,4,14,5,364,0,0,0,0,0,0,0,0,0,22,20,158,140,122,35,19,20,35,5,15,33,578,228,42,13,0,3,0,7,0,0,6,306,89,42,15,0,0,0,3,0,0,0,151,4,7,12,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,96,48,31,3,0,0,3,0,0,3,178,0,0,0,0,0,0,0,0,0,23,23,323,89,39,4,3,0,5,6,0,29,505,453,14,5,0,0,0,0,0,0,20,491,104,3,3,3
10106,71,17,13,17,27,6,0,0,196,0,0,0,0,0,0,0,0,0,0,6,98,44,107,20,16,30,33,12,0,12,378,144,63,35,0,0,0,0,0,6,5,249,68,57,59,12,7,6,18,0,4,0,232,4,3,3,6,0,0,9,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,72,58,60,20,7,6,30,3,4,0,262,0,0,0,0,0,0,0,0,0,0,0,219,118,93,18,9,8,34,3,5,13,507,312,47,23,5,0,4,0,0,0,10,403,75,28,14,4,0,0,0,0,0,4,122,5,3,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,80,31,17,4,7,0,0,0,0,4,139,0,0,0,0,0,0,0,0,0,0,0,390,75,35,3,7,4,3,0,0,15,539,454,23,13,0,0,0,0,0,0,17,506,96,6,3,0
10201,554,171,166,188,135,64,8,28,1756,0,0,0,0,0,0,0,0,0,9,3,753,477,848,253,246,238,200,103,26,73,3212,1274,815,549,68,37,44,42,25,9,41,2886,519,821,635,133,107,70,70,36,16,20,2422,22,46,49,8,6,8,12,3,0,7,154,0,4,3,0,0,0,0,0,0,0,6,541,868,692,138,112,78,85,43,10,23,2589,3,0,0,0,0,0,0,0,0,4,11,1809,1681,1240,201,152,123,129,62,22,66,5484,2722,663,253,36,28,13,17,8,4,58,3804,834,374,219,31,22,25,24,6,0,20,1553,51,52,42,17,14,5,9,0,0,4,193,0,0,0,0,0,0,0,0,0,0,3,887,420,260,43,34,28,32,6,0,25,1746,0,0,0,0,0,0,0,0,0,5,11,3609,1085,514,80,59,43,55,12,6,87,5558,3924,237,102,8,9,13,10,9,7,78,4401,949,92,39,10
10202,354,100,94,92,87,22,17,26,1041,0,0,0,0,0,0,0,0,0,3,5,516,318,530,139,138,113,115,38,19,50,1976,890,307,230,27,34,15,13,6,4,24,1559,289,438,380,39,55,43,46,13,3,18,1327,15,31,27,5,3,5,12,8,0,0,101,0,3,0,0,0,0,0,0,0,0,3,301,474,406,44,62,44,56,23,3,22,1432,0,0,0,0,0,0,0,0,0,4,7,1189,782,637,69,90,65,73,27,8,53,2992,1735,260,119,11,5,10,8,8,3,43,2198,500,204,118,13,5,9,9,4,5,8,877,32,17,25,3,10,3,3,0,0,3,103,0,0,3,0,0,0,0,0,0,0,3,539,219,146,20,17,13,17,8,5,13,990,0,0,0,0,0,0,0,0,0,0,9,2272,480,263,25,26,18,22,13,3,62,3189,2753,115,38,4,7,3,8,3,0,57,2994,651,66,31,0
10301,144,50,68,70,43,21,3,9,496,0,0,0,0,0,0,0,0,0,56,56,101,106,171,56,87,85,51,27,5,68,761,143,59,33,4,3,9,10,0,0,8,261,62,125,125,16,24,20,32,9,0,0,416,0,5,7,0,3,0,5,4,0,0,35,0,0,0,0,0,0,0,0,0,0,3,69,139,137,16,23,22,37,13,3,3,457,0,0,0,0,0,0,0,0,0,39,39,209,199,166,18,28,30,50,13,3,46,760,318,44,27,3,7,3,0,0,0,11,421,104,52,28,8,5,8,3,0,0,0,221,15,0,3,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,112,55,36,8,8,16,7,3,0,0,244,0,0,0,0,0,0,0,0,0,44,47,437,107,64,12,9,19,6,3,0,62,713,477,22,10,0,0,0,0,0,0,13,535,116,23,5,3
10302,71,34,43,45,49,15,8,6,313,0,0,0,0,0,0,0,0,0,0,0,50,37,118,52,55,50,66,21,10,7,468,83,41,31,5,4,7,4,4,0,13,191,34,60,76,13,16,16,17,8,3,0,255,3,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,35,59,77,18,21,18,22,12,3,0,266,0,0,0,0,0,0,0,0,0,0,3,126,102,106,22,21,29,24,13,8,13,468,190,26,10,0,0,4,0,0,0,9,242,41,57,31,8,7,6,0,0,0,0,156,4,4,3,0,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,51,58,38,5,9,6,11,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,233,81,48,13,11,15,8,0,0,15,422,336,15,12,0,4,0,0,0,0,15,382,56,14,4,0
10303,71,20,29,18,35,5,3,0,229,0,0,0,0,0,0,0,0,0,20,20,59,43,114,35,39,29,49,9,3,28,412,121,48,33,0,3,12,4,3,0,9,220,44,68,52,12,8,13,14,12,0,6,219,4,8,6,4,0,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,45,77,57,16,7,13,18,10,0,0,247,0,0,0,0,0,0,0,0,0,8,8,164,116,84,19,19,22,23,15,7,17,477,324,40,20,0,0,3,3,0,0,13,409,86,23,14,4,0,0,3,0,0,0,133,5,3,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,89,30,17,4,4,0,3,0,0,0,149,0,0,0,0,0,0,0,0,0,3,6,417,71,35,4,4,5,6,0,0,16,560,607,24,7,0,0,0,0,0,0,30,679,115,9,8,0
