SA3_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
11702,475,416,892,1307,1189,2496,203,211,416,102,87,189,1615,1486,3109,798,688,1486,253,306,561,264,200,468,1329,1193,2519,84,114,194,170,183,351,129,79,205,324,415,734,4,8,7,708,794,1495,632,820,1457,433,507,941,110,145,256,465,727,1191,3,4,3,1638,2205,3844,2344,3005,5349,74,89,165,149,192,343,3,0,8,231,281,515,1387,1157,2543,7384,7544,14926
11703,1161,1044,2204,2192,2137,4327,421,405,822,434,441,871,3042,2988,6026,1122,1062,2182,356,471,825,585,538,1122,2065,2075,4142,381,499,878,1275,1707,2982,385,348,732,1747,2125,3874,9,16,20,3795,4691,8490,5225,6273,11500,3072,3165,6237,476,538,1017,2347,2588,4933,26,15,45,11148,12578,23723,14960,17292,32250,1176,1545,2725,1514,1910,3421,24,16,37,2715,3472,6184,8309,6760,15066,32251,33621,65869
11801,1282,1222,2498,2115,2033,4144,436,526,964,1725,1568,3292,4285,4127,8412,650,621,1268,504,731,1234,2488,2271,4754,3651,3630,7277,83,115,204,200,348,546,159,132,291,669,956,1623,7,3,9,1116,1555,2673,1596,1923,3521,504,771,1276,195,245,438,735,1173,1906,14,14,23,3040,4126,7162,4164,5689,9851,114,164,282,450,670,1122,10,4,16,575,843,1419,3420,3744,7163,17370,19254,36625
11802,1345,1186,2531,2466,2386,4848,1234,1218,2448,947,904,1848,4644,4514,9157,1067,1021,2087,1423,1395,2812,1246,1191,2437,3728,3614,7341,183,197,379,249,416,666,381,208,589,755,1094,1847,4,10,7,1567,1922,3492,2885,3051,5938,1168,1184,2351,243,301,547,799,1206,2007,18,12,21,5113,5750,10868,6692,7680,14373,242,219,457,409,587,993,12,10,14,658,811,1469,4464,3599,8064,21537,21409,42944
11901,2075,1846,3923,5019,4551,9575,1937,1918,3852,1628,1623,3250,8603,8107,16711,3965,3739,7706,1742,1694,3436,1240,1380,2618,6962,6826,13792,411,367,775,405,673,1080,698,275,968,649,980,1627,13,21,35,2184,2306,4488,2616,3198,5818,779,769,1544,357,363,724,533,750,1283,14,6,20,4302,5088,9390,6502,7414,13913,418,377,792,441,621,1060,16,7,23,872,1009,1878,6366,6435,12802,31378,31638,63018
11902,1370,1281,2646,3579,3157,6735,1311,1240,2552,883,878,1762,5785,5289,11072,2531,2435,4967,1345,1240,2590,678,641,1318,4564,4328,8892,376,303,679,694,577,1268,409,191,599,633,892,1521,10,7,22,2125,1965,4090,2092,2192,4280,1068,843,1910,234,316,554,513,607,1124,13,9,24,3920,3970,7892,6057,5951,12015,681,416,1103,479,540,1023,16,10,29,1179,970,2146,5347,4852,10200,24298,22667,46968
11903,1304,1064,2368,3408,3041,6450,1043,974,2015,458,535,986,4911,4559,9473,2376,2085,4462,1021,1168,2188,606,681,1287,4017,3934,7946,378,251,629,381,487,869,470,209,681,588,866,1452,13,3,21,1828,1822,3650,2420,2576,4991,860,934,1796,293,325,614,475,682,1160,12,7,18,4057,4519,8578,5909,6354,12267,465,399,862,374,495,862,13,20,29,850,907,1756,2948,3181,6131,19939,20001,39943
11904,1378,1245,2626,3159,2894,6052,1097,1133,2231,486,492,977,4746,4532,9278,2190,1927,4116,978,1139,2116,591,552,1144,3774,3617,7394,432,294,721,607,748,1359,489,252,740,923,1307,2236,13,12,23,2460,2615,5083,2307,2416,4719,1031,1052,2085,309,298,603,594,915,1507,11,11,26,4260,4688,8946,6740,7317,14056,551,511,1066,660,828,1486,10,5,13,1222,1343,2563,4264,4112,8369,22123,22171,44293
12001,905,800,1704,1642,1635,3268,1049,991,2039,351,412,768,3049,3040,6091,829,793,1623,1049,1042,2093,605,671,1276,2488,2507,4998,90,134,221,164,262,425,221,111,338,345,571,912,3,5,9,827,1082,1905,1128,1317,2447,438,525,960,176,175,360,470,693,1156,5,7,13,2224,2715,4936,3046,3808,6857,132,139,263,263,372,638,0,3,4,391,511,903,1709,1882,3588,11589,12553,24141
12002,673,609,1286,1703,1545,3251,348,415,764,248,249,496,2302,2211,4511,678,593,1276,380,508,884,571,467,1044,1635,1572,3206,49,61,109,82,102,183,82,46,132,222,319,537,0,0,4,434,529,961,621,799,1420,234,338,573,97,116,215,403,680,1082,7,4,7,1364,1932,3300,1800,2465,4271,45,47,91,129,209,341,0,0,0,179,258,439,1155,1122,2274,7744,8237,15981
12003,1281,1201,2479,3259,3176,6434,999,1012,2012,496,561,1055,4768,4756,9523,1915,2122,4038,1121,1038,2159,987,941,1930,4027,4106,8137,646,453,1102,734,894,1631,498,279,784,882,1206,2093,9,9,16,2780,2846,5629,3629,3656,7285,1597,1655,3259,521,433,962,1014,1378,2395,22,20,41,6786,7147,13939,9586,10012,19594,892,763,1654,790,950,1737,20,9,28,1702,1719,3421,4049,3796,7849,25413,25588,51000
12101,1440,1267,2707,3678,3522,7204,893,818,1711,690,688,1379,5272,5030,10304,1431,1715,3149,1253,875,2129,1464,1374,2836,4147,3973,8119,114,114,230,189,337,520,199,101,301,478,901,1376,4,0,8,979,1454,2436,2046,1918,3961,551,712,1266,222,259,481,708,1010,1719,8,12,20,3534,3909,7441,4523,5366,9891,173,213,386,370,517,886,3,6,11,553,733,1281,1824,2091,3915,17764,18457,36223
12102,1108,979,2096,3490,3170,6663,491,485,976,377,309,688,4362,3976,8339,2096,1877,3975,583,732,1321,585,535,1128,3274,3151,6430,146,154,301,170,232,407,329,164,493,394,807,1201,0,0,0,1045,1357,2402,1198,1354,2548,334,458,790,183,182,368,469,704,1179,7,4,9,2187,2701,4893,3234,4063,7294,121,127,243,189,299,492,5,5,8,313,425,741,1142,1175,2323,13441,13776,27216
12103,1409,1326,2734,4176,3827,8001,532,546,1078,1616,1620,3237,6336,5991,12334,2187,1723,3908,783,968,1748,2943,2975,5922,5916,5672,11591,100,101,198,117,196,306,216,119,338,358,715,1075,0,0,3,791,1133,1921,2720,2769,5495,412,526,945,287,272,561,607,936,1544,7,9,15,4042,4517,8557,4838,5651,10492,107,126,228,257,366,622,3,6,4,366,496,863,1365,1544,2906,20225,20683,40911
12104,884,787,1670,1834,1801,3638,399,449,852,603,619,1221,2838,2876,5717,843,779,1623,498,434,929,1083,990,2070,2431,2205,4635,87,102,190,131,237,366,124,87,214,361,652,1014,0,3,6,707,1079,1788,1160,1323,2477,391,596,983,170,200,374,766,1094,1861,4,7,10,2494,3218,5712,3211,4296,7506,82,121,205,244,422,668,0,5,5,331,541,878,1751,1991,3743,11443,12699,24144
12201,500,541,1037,1242,1224,2465,305,290,593,234,214,449,1788,1725,3510,565,485,1050,425,417,840,503,633,1138,1501,1535,3034,28,36,65,36,79,116,98,54,152,181,276,455,0,0,0,346,441,786,602,646,1249,109,185,298,71,89,157,235,343,578,4,6,5,1018,1267,2285,1368,1709,3072,32,39,70,96,144,234,0,0,0,127,184,305,719,709,1424,5997,6393,12391
12202,737,671,1406,2133,2003,4132,323,318,640,362,327,686,2820,2644,5460,1347,1305,2651,493,555,1046,638,599,1240,2481,2464,4941,67,63,131,47,64,109,403,153,560,218,377,599,5,0,9,735,666,1401,643,830,1469,85,170,252,115,133,248,211,402,616,0,3,3,1059,1534,2589,1795,2204,3998,27,42,69,98,186,281,4,4,3,132,226,358,1218,1442,2662,9174,9649,18824
12203,1983,1802,3790,5216,4950,10164,1049,871,1917,864,746,1609,7134,6576,13706,3183,3011,6194,1639,1433,3070,1412,1360,2775,6244,5811,12056,256,238,497,212,289,504,753,355,1107,742,1018,1763,7,4,15,1977,1912,3884,1944,2160,4099,392,544,935,296,378,671,598,1149,1747,5,11,12,3228,4240,7466,5211,6163,11368,156,178,338,383,497,884,0,0,5,546,680,1223,2395,2539,4935,23505,23568,47074
12301,1133,1070,2208,2660,2591,5244,749,816,1569,481,492,978,3898,3905,7804,1563,1461,3023,904,940,1846,498,486,979,2969,2890,5856,94,125,225,54,106,151,512,252,763,246,480,733,7,6,4,915,970,1878,558,842,1403,101,219,318,104,171,267,229,486,717,0,0,6,984,1720,2703,1899,2696,4592,75,84,152,109,185,294,0,0,0,184,266,454,1069,1191,2260,11149,12024,23174
12302,2057,1813,3869,6247,5952,12201,1132,1185,2318,1136,1078,2211,8540,8225,16767,4142,3923,8063,1371,1372,2743,760,790,1552,6287,6101,12386,261,340,606,328,583,911,638,326,970,685,1149,1833,9,8,13,1923,2409,4330,1583,2036,3624,578,848,1422,239,310,554,528,883,1411,9,14,21,2940,4092,7037,4883,6526,11407,263,338,606,343,536,879,6,5,10,610,885,1494,5235,5462,10695,27607,29007,56619
12303,667,599,1263,1635,1405,3042,345,327,675,317,345,658,2302,2079,4378,904,839,1741,375,396,763,357,406,765,1632,1642,3272,56,61,118,27,58,82,390,166,554,148,264,412,0,0,3,630,550,1170,208,440,646,59,128,179,28,73,106,112,217,335,0,0,0,408,854,1264,1040,1401,2441,37,36,73,56,89,134,0,0,0,87,124,211,1157,1176,2334,6886,7017,13903
12401,841,793,1631,2328,2266,4592,422,390,817,495,442,933,3242,3101,6346,1689,1642,3333,519,485,1005,584,521,1105,2792,2650,5449,121,136,261,101,157,257,381,198,581,316,610,924,3,3,6,926,1099,2024,520,632,1147,185,351,529,126,129,256,436,887,1320,0,8,8,1265,2002,3268,2194,3109,5305,71,89,160,128,225,353,3,3,6,198,317,514,1243,1346,2591,10512,11319,21830
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,2181,1900,4076,5425,5072,10494,1352,1410,2760,854,782,1634,7643,7273,14913,2712,2795,5503,1800,1867,3662,828,763,1591,5347,5430,10774,258,384,636,182,396,583,927,467,1401,601,1105,1708,11,4,12,1978,2364,4341,1076,1588,2668,383,608,993,208,346,554,507,1059,1567,5,5,7,2182,3609,5791,4165,5977,10144,191,170,366,278,402,688,8,3,12,477,578,1057,3870,4123,7993,23687,25279,48961
12404,437,401,836,1022,988,2014,323,348,675,110,115,222,1458,1457,2913,629,595,1220,366,323,689,152,178,331,1148,1100,2249,56,70,126,43,94,137,246,125,372,133,267,404,0,0,4,474,565,1038,180,344,520,77,181,253,42,57,106,93,210,303,0,3,3,388,791,1180,870,1356,2223,51,46,94,56,99,156,0,0,5,109,147,254,1779,1377,3156,5804,5840,11640
12405,634,571,1202,1961,1815,3776,405,409,812,226,211,439,2595,2441,5036,1304,1286,2590,442,406,845,205,153,361,1955,1843,3804,73,98,170,82,166,251,255,145,402,216,386,600,0,6,4,627,803,1430,380,552,936,132,186,318,72,92,159,140,252,389,0,3,7,722,1089,1809,1352,1896,3245,71,80,155,100,177,269,0,4,8,168,262,428,2024,2044,4067,8729,9052,17779
12501,866,782,1643,2224,2149,4369,583,586,1169,542,566,1111,3364,3318,6686,1430,1469,2897,489,414,905,483,493,967,2409,2379,4786,452,332,785,615,659,1272,285,180,460,589,793,1382,8,3,13,1954,1965,3919,1842,1996,3841,1070,1048,2123,275,274,547,455,567,1027,22,14,31,3663,3895,7562,5635,5880,11511,736,596,1332,686,621,1304,12,6,23,1432,1227,2658,4789,3055,7844,18491,16630,35127
12502,849,770,1615,2745,2425,5172,641,634,1279,229,248,475,3625,3309,6933,1633,1469,3100,702,583,1289,339,331,664,2677,2379,5055,122,90,211,162,275,437,205,110,322,354,621,976,4,4,8,845,1107,1951,1284,1242,2518,357,376,739,163,146,317,340,436,773,3,9,12,2144,2211,4355,2994,3321,6314,141,111,256,190,260,454,0,4,3,332,376,714,1538,1455,2995,12017,11612,23631
12503,1654,1448,3098,4282,4180,8458,1882,1818,3697,861,919,1776,7052,6928,13981,3393,3091,6481,1726,1824,3553,681,749,1437,5816,5675,11490,477,399,880,476,714,1193,521,284,809,641,939,1582,6,11,20,2126,2351,4476,2307,2632,4941,772,838,1616,313,336,645,398,612,1008,18,12,33,3810,4433,8237,5958,6803,12764,557,464,1019,457,570,1032,26,22,43,1039,1052,2092,7739,6697,14432,29255,28601,57862
12504,1677,1549,3224,5286,4982,10266,1051,1045,2098,309,309,614,6653,6340,12994,2594,2469,5059,962,993,1954,429,382,806,3992,3844,7835,377,301,678,540,681,1218,346,207,555,675,1250,1922,7,5,14,1944,2447,4387,2263,2392,4654,1287,1246,2539,275,314,587,732,956,1683,17,10,28,4575,4920,9496,6539,7379,13919,819,585,1404,529,594,1121,7,11,16,1356,1187,2539,4389,4149,8534,24604,24451,49059
12601,557,536,1089,2242,2191,4430,196,191,385,227,206,424,2661,2588,5247,1355,1507,2861,235,319,557,443,368,816,2035,2197,4231,64,70,135,102,165,264,113,60,163,239,432,663,0,0,0,512,727,1234,1067,1204,2263,329,365,691,147,107,253,294,392,686,9,8,7,1838,2073,3915,2345,2803,5151,71,101,168,143,201,349,0,0,0,213,305,515,745,796,1543,8559,9217,17779
12602,1556,1394,2948,3919,3606,7522,1163,1150,2316,521,456,980,5612,5222,10836,2136,1921,4054,1463,1188,2654,787,765,1551,4393,3882,8281,194,218,413,365,546,914,322,145,470,750,1237,1988,3,3,11,1638,2152,3791,2921,3022,5937,1151,1319,2473,357,346,703,824,1185,2007,20,16,31,5275,5882,11158,6920,8043,14956,268,289,551,461,601,1060,3,5,10,730,892,1624,2958,3150,6108,22166,22587,44751
12701,1885,1628,3509,4685,4302,8986,1708,1662,3371,1162,1163,2320,7578,7143,14722,3211,2977,6189,1626,1589,3219,894,938,1830,5744,5520,11267,272,286,565,205,430,633,607,241,843,501,767,1272,10,3,11,1598,1732,3327,1509,2246,3755,317,542,857,243,296,541,400,735,1139,8,17,24,2478,3837,6316,4086,5586,9670,206,241,444,287,420,701,5,15,23,498,673,1169,3702,3610,7311,23494,24158,47646
12702,1450,1264,2719,5543,5069,10610,1805,1745,3551,472,450,925,7848,7283,15130,5658,5239,10901,1432,1661,3099,463,526,994,7583,7446,15023,475,497,973,516,851,1366,615,254,867,716,1106,1823,14,11,24,2339,2717,5057,2707,3389,6093,546,605,1153,355,386,738,318,489,810,11,12,33,3937,4885,8822,6297,7636,13929,437,555,997,550,938,1491,26,26,52,1015,1523,2536,6099,5915,12014,30289,31065,61354
12703,1483,1378,2862,4111,3839,7947,1435,1463,2897,953,985,1935,6510,6301,12810,2831,2673,5504,1231,1201,2430,926,925,1857,5006,4811,9814,268,309,578,341,555,897,508,201,709,510,890,1398,5,15,26,1634,1971,3606,1587,2147,3736,520,668,1181,242,307,549,483,690,1176,15,14,24,2838,3816,6660,4498,5818,10314,284,318,600,344,480,825,9,8,16,638,811,1447,4607,4516,9125,22746,23633,46376
12801,1384,1270,2653,3593,3229,6823,966,927,1890,236,232,465,4795,4395,9192,2579,2416,4999,916,936,1849,443,494,937,3936,3852,7789,134,177,313,135,185,320,768,258,1026,478,688,1166,7,9,9,1521,1319,2839,1084,1517,2596,235,341,577,188,256,447,475,770,1243,3,0,6,1980,2884,4866,3501,4209,7714,75,83,159,191,346,533,0,0,6,269,428,697,2222,2326,4548,16112,16482,32595
12802,1503,1376,2877,3658,3315,6973,1266,1208,2479,313,304,619,5248,4825,10078,2582,2522,5102,1203,1199,2406,434,453,882,4223,4183,8397,140,223,359,101,158,265,843,309,1151,424,708,1128,6,3,10,1514,1401,2915,1105,1562,2664,221,308,531,194,234,427,465,807,1266,3,4,8,1988,2909,4901,3508,4317,7821,78,76,157,185,250,437,3,0,8,269,332,604,1486,1721,3203,16231,16753,32984
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,37,31,72,109,126,237,14,12,30,20,17,36,146,161,310,73,93,167,15,15,34,19,8,29,107,124,229,13,16,31,11,34,46,16,20,31,38,54,96,0,0,0,84,123,205,37,60,96,25,50,74,10,7,17,23,44,67,0,0,3,97,158,254,176,286,459,14,19,31,14,24,37,0,0,0,28,43,68,2245,1516,3758,2746,2157,4898
