SA3_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
10102,181,0,0,0,184,23,0,203,4628,426,116,18,5181,35,4,41,5223,204,9,5435,3362,391,76,28,3854,22,5,27,3885,95,8,3993,703,63,74,18,850,3,0,3,859,18,0,876,44,0,0,49,89,0,0,0,90,7,3,101,8732,876,264,109,9984,63,11,76,10059,314,28,10397,67,0,0,0,68,7,0,7,78,0,0,83,81,17,3,0,104,0,0,0,104,5,4,108,151,21,0,0,174,13,0,13,180,12,4,191,8886,900,267,109,10157,72,11,84,10240,322,31,10589,1195,147,33,14,1383,20,0,17,1406,157,0,1558,6,0,0,6,12,0,0,0,12,0,22,35,10086,1042,298,129,11554,89,14,102,11659,479,49,12184
10103,29,0,0,0,29,3,0,33,891,91,17,5,1008,3,0,6,1011,68,4,1081,973,173,24,3,1177,8,0,6,1185,37,3,1222,85,14,9,0,110,0,0,0,110,0,0,110,11,3,0,9,21,0,0,0,21,3,3,28,1955,280,55,20,2313,11,6,10,2323,106,11,2441,10,0,0,0,10,0,0,0,10,0,0,10,17,0,0,0,16,0,0,0,19,0,0,19,30,0,0,0,30,0,0,0,34,0,0,34,1987,280,55,20,2339,11,6,12,2355,106,11,2469,286,77,4,9,373,3,0,5,381,75,0,456,0,0,0,0,5,0,0,0,5,0,9,10,2273,358,61,31,2718,13,8,19,2740,182,18,2937
10104,49,0,0,0,49,0,0,46,2058,384,46,22,2511,28,7,33,2548,152,3,2707,2758,623,82,40,3503,23,7,28,3531,206,8,3743,312,63,53,3,432,4,0,4,442,35,0,478,33,9,3,81,122,0,0,0,122,7,0,131,5160,1084,176,150,6573,52,17,66,6645,404,10,7062,14,9,0,0,16,3,5,4,20,3,0,25,29,7,0,0,34,5,5,5,44,14,0,50,37,12,0,0,47,8,8,13,63,17,0,75,5198,1095,179,150,6623,59,22,86,6706,416,10,7137,787,248,51,41,1139,24,5,27,1168,378,0,1547,11,0,0,12,26,0,0,0,26,4,25,62,6004,1343,236,207,7786,83,28,115,7901,800,41,8739
10105,38,0,0,0,38,6,0,40,1567,174,25,9,1781,17,3,15,1796,84,3,1880,1706,220,70,12,2013,18,0,19,2027,111,0,2139,223,29,21,0,276,3,0,3,279,19,0,298,33,0,0,32,63,5,0,5,72,3,0,76,3519,421,121,56,4126,35,4,43,4169,218,6,4392,11,0,0,0,12,5,0,5,20,3,0,21,40,5,0,0,51,5,0,5,52,6,0,62,55,10,0,0,64,8,0,8,74,8,0,80,3579,433,121,56,4193,41,4,45,4236,229,6,4474,624,145,27,29,819,27,20,42,860,162,0,1032,6,0,0,6,10,0,0,0,10,0,23,42,4211,577,151,89,5027,65,22,90,5116,391,32,5542
10106,60,0,0,0,60,7,0,72,1991,218,22,7,2237,10,4,11,2247,87,6,2349,2115,262,35,19,2434,12,4,12,2448,79,0,2535,277,12,45,3,340,7,4,8,346,19,0,360,27,8,0,37,68,0,0,0,68,0,8,78,4411,496,100,67,5081,25,11,35,5114,189,19,5322,13,0,0,0,13,0,0,0,16,5,0,23,47,0,5,0,55,9,0,9,60,0,0,60,60,0,5,0,68,6,0,6,73,5,0,78,4471,503,106,73,5147,34,11,43,5188,193,19,5402,726,143,46,25,940,30,22,51,987,204,12,1202,3,4,0,7,20,0,0,0,20,0,26,41,5196,641,152,109,6100,57,34,96,6195,395,59,6640
10201,600,6,0,10,607,94,0,698,6136,1130,324,40,7626,94,26,120,7751,528,9,8281,8666,1943,507,78,11195,107,26,136,11329,516,17,11863,1789,419,414,20,2641,10,6,15,2666,128,0,2793,108,17,6,89,223,10,0,10,233,18,18,268,16698,3511,1251,235,21692,220,63,283,21972,1184,46,23206,103,38,0,4,146,11,10,25,170,23,0,193,204,54,15,4,280,10,7,16,296,28,0,326,303,93,19,9,431,27,14,37,463,44,0,515,17004,3603,1268,247,22118,248,73,321,22437,1228,46,23721,3474,772,280,66,4588,91,33,123,4710,738,21,5469,18,7,0,24,55,0,0,0,55,7,64,125,20498,4387,1544,340,26765,336,113,442,27207,1972,129,29309
10202,393,4,0,3,399,46,0,441,4871,912,338,24,6143,84,33,118,6264,443,12,6711,6820,1565,481,62,8926,65,11,75,9003,412,19,9435,1678,435,394,27,2528,22,3,23,2550,111,0,2663,117,14,11,110,251,5,0,5,252,22,20,290,13480,2924,1222,223,17852,175,50,224,18077,980,54,19109,85,25,0,8,121,20,3,24,152,13,0,159,172,66,14,3,255,13,8,11,268,12,0,283,259,92,17,9,378,29,13,36,419,28,0,447,13739,3015,1238,231,18230,202,57,262,18492,1009,54,19552,3247,820,326,125,4516,124,36,153,4671,955,19,5644,35,0,0,36,66,0,0,0,66,5,76,150,17021,3840,1568,390,22818,324,93,417,23232,1972,143,25352
10301,77,0,0,0,77,10,0,83,2370,237,44,10,2660,19,5,20,2685,102,0,2782,2413,271,51,28,2763,10,7,13,2779,95,5,2875,342,33,44,0,423,0,4,4,420,11,0,432,23,11,0,20,47,0,0,0,52,0,9,59,5152,551,140,51,5890,31,13,41,5929,203,17,6147,25,6,0,0,33,13,0,13,41,0,0,42,47,9,5,3,59,12,0,12,75,4,0,81,70,18,5,3,96,23,0,25,122,4,0,122,5226,562,141,50,5985,55,14,70,6046,206,17,6272,796,182,19,29,1022,27,10,41,1062,222,6,1285,7,4,0,6,12,0,0,0,12,0,18,31,6025,745,160,88,7015,81,23,105,7126,435,40,7596
10302,36,0,0,0,31,8,0,37,2222,177,33,15,2447,23,8,31,2475,73,0,2547,2791,251,38,26,3098,6,8,11,3114,105,7,3216,277,43,29,3,351,0,3,3,359,7,0,363,45,3,6,51,103,0,0,0,104,4,0,109,5328,473,109,95,6003,35,16,50,6051,183,7,6238,28,0,3,0,36,20,0,20,50,0,0,50,30,8,7,0,51,13,9,25,68,0,0,69,60,11,13,0,80,32,9,35,123,0,0,122,5386,481,119,95,6087,59,29,87,6178,182,7,6364,954,131,21,61,1165,37,11,46,1217,285,0,1501,10,0,0,0,10,0,0,0,10,0,23,38,6353,616,138,152,7263,99,41,139,7400,468,33,7903
10303,34,0,0,0,34,5,0,42,1588,123,33,17,1762,22,7,26,1790,61,8,1862,2432,274,87,24,2813,34,6,38,2855,101,0,2956,345,34,48,4,432,3,0,3,433,21,0,456,41,10,3,41,90,0,0,0,90,6,0,96,4409,442,168,75,5100,59,6,68,5164,191,14,5367,28,4,0,0,31,9,0,11,44,0,0,46,47,4,0,0,50,3,3,9,60,3,0,69,75,9,0,0,85,14,0,18,102,6,0,115,4480,450,170,78,5182,69,9,85,5269,193,14,5483,896,164,61,34,1146,23,9,35,1175,248,5,1428,14,0,0,3,14,0,0,0,14,0,23,32,5391,612,227,115,6344,99,17,116,6464,444,40,6944
