SA4_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
101,227,171,201,344,311,309,93,23,3,1688,8473,4881,4202,6881,8394,8872,6784,4157,1647,54296,0,0,0,0,0,0,0,0,0,4,438,241,223,278,368,327,247,117,56,2301,131,85,44,54,40,17,23,4,3,416,11873,7045,5541,7658,8503,7432,5415,3042,1015,57530,20,8,5,13,19,22,19,4,4,116,458,286,294,464,394,369,304,144,39,2747,154,75,84,118,132,128,81,44,18,840,62,43,34,28,32,20,24,6,3,262,126,92,108,168,259,268,249,191,52,1505,11,6,13,3,7,6,0,0,0,48,27,24,24,38,52,31,24,15,9,246,265,143,134,158,177,142,70,21,9,1115,464,341,348,668,1146,1421,1173,662,282,6500,112,70,61,72,118,113,75,40,12,679,115,52,57,62,57,79,38,24,9,502,1207,780,576,1040,1498,1629,1372,795,348,9243,833,430,371,457,520,463,294,104,32,3515,26,16,21,31,30,41,30,12,0,209
102,433,288,410,567,525,359,120,23,14,2740,13421,8920,7751,11465,12704,12680,10722,7748,3515,88920,4,0,0,0,0,4,0,0,0,5,1154,642,565,713,764,751,625,425,222,5860,43,35,31,17,13,19,6,20,4,193,17109,10777,8082,10622,11661,9758,7778,5064,1824,82668,71,56,27,67,71,70,47,47,19,472,394,211,166,335,297,248,260,161,36,2107,281,144,182,206,191,199,130,81,37,1445,238,118,113,101,83,101,57,31,12,861,116,104,83,144,173,172,221,168,50,1237,21,14,20,12,22,13,12,0,0,115,411,203,180,226,184,137,128,49,25,1537,642,507,377,397,426,409,172,67,29,3015,761,501,538,1165,1619,1834,1657,1318,534,9915,136,103,82,95,151,161,145,98,46,1024,317,174,173,191,227,198,136,75,24,1513,1797,1468,978,1351,1840,1898,1785,1357,623,13087,1848,1058,864,912,1010,734,397,191,76,7091,84,38,45,68,54,70,39,20,9,429
103,145,126,156,190,178,146,60,16,0,1007,9127,5437,5006,6799,7698,7721,6107,3948,1469,53311,0,0,0,0,0,0,0,0,0,0,541,387,303,343,393,364,286,130,53,2797,318,188,187,98,115,82,38,41,18,1089,14396,8291,6196,7578,8209,7029,5221,3029,1002,60951,23,20,11,16,27,29,16,9,0,143,119,56,73,112,98,106,67,50,12,695,128,57,67,93,95,103,64,39,11,669,45,36,31,26,39,33,20,0,4,241,144,79,74,111,131,139,127,102,34,941,14,12,11,3,10,5,0,0,0,61,126,39,41,70,63,43,38,6,3,433,361,251,140,197,253,180,112,55,10,1561,977,613,607,1101,1439,1664,1239,924,394,8950,104,72,69,90,111,128,92,54,18,731,65,43,50,55,47,61,57,32,17,423,1855,1358,1128,1418,1982,2113,1600,1082,477,13021,930,528,433,469,474,458,277,120,39,3725,12,15,15,14,24,17,15,9,0,121
104,170,145,146,227,290,261,63,18,5,1328,4853,3052,2232,4017,5384,5982,4893,3190,1272,34870,0,0,0,0,0,0,0,0,0,0,439,186,166,249,258,306,186,132,47,1969,0,0,0,0,0,0,4,9,0,7,5378,3337,2363,3354,4319,4032,3018,1809,562,28164,33,9,3,22,26,15,12,6,4,127,44,41,22,29,45,42,21,17,4,264,137,97,95,108,113,122,65,44,11,788,33,21,18,30,27,32,27,11,3,203,57,34,29,72,93,112,101,66,17,589,13,0,4,6,0,0,0,0,0,27,23,17,14,20,37,31,19,11,7,183,404,235,188,200,279,252,105,53,15,1744,641,477,319,670,1151,1291,1079,695,323,6663,74,54,40,56,84,97,73,51,14,543,66,37,28,42,60,74,48,45,12,412,723,480,361,586,956,1156,1021,620,290,6185,766,468,273,372,461,451,239,85,37,3150,27,22,8,14,24,30,15,14,5,154
105,69,49,70,83,83,46,22,3,3,424,5508,3066,2925,3884,4596,4582,3406,2075,755,30803,0,0,0,0,0,0,0,0,0,0,262,152,162,171,233,254,174,91,41,1551,14,14,3,13,12,7,9,0,0,76,7985,4503,3636,4196,4701,3807,2894,1711,504,33938,21,14,9,12,22,22,18,4,4,123,73,32,29,47,61,65,63,39,12,413,56,35,32,28,48,56,46,23,8,327,35,18,25,12,20,16,9,4,0,143,124,80,75,80,122,114,92,52,8,754,10,0,12,0,5,0,0,0,0,31,35,17,29,26,19,20,25,7,0,183,231,149,88,105,153,104,65,31,4,937,508,313,386,545,858,936,680,436,173,4833,85,71,42,69,107,91,71,33,11,581,59,44,45,52,40,65,47,34,9,400,1106,762,655,889,1260,1362,1065,778,295,8173,474,239,205,230,269,202,108,71,16,1812,7,7,3,6,7,10,10,3,0,60
106,176,139,203,226,235,148,48,11,0,1193,13652,8313,7991,10447,10864,10842,7819,4629,1726,76288,0,0,0,0,0,0,0,0,0,0,932,515,478,636,642,562,405,187,67,4425,84,81,51,26,36,14,12,10,6,316,13689,8343,7054,8219,8490,6945,4901,2638,814,61092,17,33,20,25,37,50,47,23,5,253,127,83,69,110,101,117,76,25,22,715,118,106,117,93,118,130,88,43,9,827,126,58,56,59,49,43,23,15,6,444,88,80,77,116,136,131,101,62,31,833,12,4,10,3,9,7,7,0,0,45,114,68,71,73,80,78,33,34,14,561,478,270,188,261,268,203,114,49,10,1850,917,592,718,1216,1570,1726,1348,814,289,9197,189,155,88,133,163,170,127,70,26,1123,135,57,95,91,92,95,80,41,16,694,2160,1603,1328,1897,2493,2554,1892,1161,454,15548,1270,644,596,662,633,486,288,100,32,4714,36,23,20,34,35,45,29,26,6,245
107,442,522,619,580,520,401,131,53,9,3278,9948,6328,6052,8590,9051,8611,6669,4619,2010,61871,0,0,0,0,0,0,0,0,0,7,421,365,312,342,418,334,271,172,60,2696,87,46,36,38,22,18,20,7,7,281,15512,10938,8591,10234,11487,8928,6666,4984,1527,78880,93,49,26,67,63,81,73,29,3,491,2593,1534,1774,2250,1822,1927,1472,898,212,14469,232,117,167,176,178,167,124,71,41,1271,122,42,58,66,51,31,28,18,3,426,170,135,131,173,348,323,270,289,120,1956,51,25,32,26,18,16,4,0,0,176,82,68,61,66,67,62,53,34,23,506,635,449,420,358,339,259,133,45,13,2652,720,729,518,909,1472,1523,1322,866,387,8441,150,169,104,105,155,145,152,91,59,1125,63,56,46,39,56,33,29,18,6,346,2302,1596,1070,1321,1895,1725,1571,1042,457,12979,1112,724,604,628,640,452,238,101,22,4515,35,26,23,36,49,33,34,14,10,256
108,198,131,167,237,328,320,62,12,3,1473,8021,4501,3772,6623,8607,10342,9763,6379,2559,60573,0,0,0,0,0,0,0,0,0,0,422,239,191,286,418,507,452,329,124,2971,4,0,0,6,0,0,3,5,7,17,9121,5073,3355,5211,6492,6362,5590,3255,995,45448,47,19,21,29,40,57,55,39,25,327,77,38,28,71,87,74,67,39,16,500,282,141,152,181,204,200,144,71,33,1416,51,27,21,39,52,52,56,53,11,377,74,38,28,63,96,135,192,99,18,750,19,0,11,6,3,6,4,0,0,45,73,38,18,54,46,50,50,36,16,383,339,182,152,175,284,276,177,67,19,1663,597,398,363,787,1354,1774,1795,1257,483,8804,217,116,98,123,172,234,202,150,56,1367,341,217,121,177,234,192,162,145,28,1614,1524,1023,724,1185,1878,2287,2152,1398,630,12806,993,595,412,550,712,574,380,213,66,4487,16,10,15,13,27,42,20,17,10,163
109,102,89,116,122,108,68,25,11,0,653,3358,2046,1832,2875,3646,3973,3201,2036,769,23727,0,0,0,0,0,0,0,0,0,0,301,139,109,184,162,176,142,68,29,1309,20,33,17,6,13,10,8,8,0,119,6684,4031,3160,3793,4341,3762,2806,1707,546,30830,15,13,6,14,21,24,21,28,11,156,87,44,47,83,69,58,54,51,16,516,62,25,38,37,33,48,26,21,20,305,32,17,17,24,21,19,18,4,0,148,600,371,262,383,440,419,320,241,108,3152,7,0,8,4,0,0,0,0,0,22,34,12,22,6,20,6,6,0,0,118,240,154,122,129,143,134,68,19,0,1002,556,398,325,615,980,1246,1038,686,313,6150,53,39,25,31,49,60,50,25,8,349,60,32,36,45,43,65,46,18,5,358,986,787,568,845,1351,1453,1130,757,316,8184,462,280,183,226,255,232,142,52,21,1858,15,5,3,10,16,12,5,0,0,61
110,84,129,122,151,140,106,44,9,0,789,10749,6644,5583,7435,8888,8768,6937,4082,1546,60638,0,0,0,0,0,0,0,0,0,0,335,180,169,188,224,261,174,76,41,1642,111,88,24,41,38,13,16,15,3,347,9903,5951,4675,5482,5851,5034,3861,2189,656,43594,9,21,9,11,26,29,12,8,3,123,39,25,28,46,42,46,32,26,8,289,148,88,96,108,118,120,69,51,21,822,47,31,25,32,27,27,23,7,5,219,119,79,76,107,123,90,87,55,11,752,4,6,8,0,0,0,3,0,0,24,53,33,30,26,36,28,19,11,5,236,355,152,182,178,220,177,88,35,6,1397,906,688,597,1129,1682,1838,1463,964,384,9651,295,142,108,166,175,179,111,51,9,1243,134,77,61,82,77,106,61,39,15,654,1309,866,699,917,1378,1396,1180,742,304,8800,777,411,342,383,408,413,260,105,29,3126,35,14,10,22,23,29,20,4,0,163
