region_id,C01_Budh_0_14_yrs,C01_Budh_15_24,C01_Budh_25_34,C01_Budh_35_44,C01_Budh_45_54,C01_Budh_55_64,C01_Budh_65_74,C01_Budh_75_84,C01_Budh_85ov,C01_Budh_Tot,C01_C_Ang_0_14,C01_C_Ang_15_24,C01_C_Ang_25_34,C01_C_Ang_35_44,C01_C_Ang_45_54,C01_C_Ang_55_64,C01_C_Ang_65_74,C01_C_Ang_75_84,C01_C_Ang_85ov,C01_C_Ang_Tot,C01_C_As_Apo_0_14,C01_C_As_Apo_15_24,C01_C_As_Apo_25_34,C01_C_As_Apo_35_44,C01_C_As_Apo_45_54,C01_C_As_Apo_55_64,C01_C_As_Apo_65_74,C01_C_As_Apo_75_84,C01_C_As_Apo_85ov,C01_C_As_Apo_Tot,C01_C_Bap_0_14,C01_C_Bap_15_24,C01_C_Bap_25_34,C01_C_Bap_35_44,C01_C_Bap_45_54,C01_C_Bap_55_64,C01_C_Bap_65_74,C01_C_Bap_75_84,C01_C_Bap_85ov,C01_C_Bap_Tot,C01_C_Breth_0_14,C01_C_Breth_15_24,C01_C_Breth_25_34,C01_C_Breth_35_44,C01_C_Breth_45_54,C01_C_Breth_55_64,C01_C_Breth_65_74,C01_C_Breth_75_84,C01_C_Breth_85ov,C01_C_Breth_To,C01_C_Cath_0_14,C01_C_Cath_15_24,C01_C_Cath_25_34,C01_C_Cath_35_44,C01_C_Cath_45_54,C01_C_Cath_55_64,C01_C_Cath_65_74,C01_C_Cath_75_84,C01_C_Cath_85ov,C01_C_Cath_Tot,C01_C_Ch_Chr_0_14,C01_C_Ch_Chr_15_24,C01_C_Ch_Chr_25_34,C01_C_Ch_Chr_35_44,C01_C_Ch_Chr_45_54,C01_C_Ch_Chr_55_64,C01_C_Ch_Chr_65_74,C01_C_Ch_Chr_75_84,C01_C_Ch_Chr_85ov,C01_C_Ch_Chr_Tot,C01_C_E_Orth_0_14,C01_C_E_Orth_15_24,C01_C_E_Orth_25_34,C01_C_E_Orth_35_44,C01_C_E_Orth_45_54,C01_C_E_Orth_55_64,C01_C_E_Orth_65_74,C01_C_E_Orth_75_84,C01_C_E_Orth_85ov,C01_C_E_Orth_To,C01_C_Jeh_Wit_0_14,C01_C_Jeh_Wit_15_24,C01_C_Jeh_Wit_25_34,C01_C_Jeh_Wit_35_44,C01_C_Jeh_Wit_45_54,C01_C_Jeh_Wit_55_64,C01_C_Jeh_Wit_65_74,C01_C_Jeh_Wit_75_84,C01_C_Jeh_Wit_85ov,C01_C_Jeh_Wit_Tot,C01_C_La_Da_Sai_0_14,C01_C_La_Da_Sai_15_24,C01_C_La_Da_Sai_25_34,C01_C_La_Da_Sai_35_44,C01_C_La_Da_Sai_45_54,C01_C_La_Da_Sai_55_64,C01_C_La_Da_Sai_65_74,C01_C_La_Da_Sai_75_84,C01_C_La_Da_Sai_85ov,C01_C_La_Da_Sai_Tot,C01_C_Luth_0_14,C01_C_Luth_15_24,C01_C_Luth_25_34,C01_C_Luth_35_44,C01_C_Luth_45_54,C01_C_Luth_55_64,C01_C_Luth_65_74,C01_C_Luth_75_84,C01_C_Luth_85ov,C01_C_Luth_Tot,C01_C_Ori_Orth_0_14,C01_C_Ori_Orth_15_24,C01_C_Ori_Orth_25_34,C01_C_Ori_Orth_35_44,C01_C_Ori_Orth_45_54,C01_C_Ori_Orth_55_64,C01_C_Ori_Orth_65_74,C01_C_Ori_Orth_75_84,C01_C_Ori_Orth_85ov,C01_C_Ori_Orth_To,C01_C_Oth_Prot_0_14,C01_C_Oth_Prot_15_24,C01_C_Oth_Prot_25_34,C01_C_Oth_Prot_35_44,C01_C_Oth_Prot_45_54,C01_C_Oth_Prot_55_64,C01_C_Oth_Prot_65_74,C01_C_Oth_Prot_75_84,C01_C_Oth_Prot_85ov,C01_C_Oth_Prot_Tot,C01_C_Pentec_0_14,C01_C_Pentec_15_24,C01_C_Pentec_25_34,C01_C_Pentec_35_44,C01_C_Pentec_45_54,C01_C_Pentec_55_64,C01_C_Pentec_65_74,C01_C_Pentec_75_84,C01_C_Pentec_85ov,C01_C_Pentec_Tot,C01_C_Pres_Ref_0_14,C01_C_Pres_Ref_15_24,C01_C_Pres_Ref_25_34,C01_C_Pres_Ref_35_44,C01_C_Pres_Ref_45_54,C01_C_Pres_Ref_55_64,C01_C_Pres_Ref_65_74,C01_C_Pres_Ref_75_84,C01_C_Pres_Ref_85ov,C01_C_Pres_Ref_Tot,C01_C_Sal_Army_0_14,C01_C_Sal_Army_15_24,C01_C_Sal_Army_25_34,C01_C_Sal_Army_35_44,C01_C_Sal_Army_45_54,C01_C_Sal_Army_55_64,C01_C_Sal_Army_65_74,C01_C_Sal_Army_75_84,C01_C_Sal_Army_85ov,C01_C_Sal_Army_Tot,C01_C_Se_da_Adv_0_14,C01_C_Se_da_Adv_15_24,C01_C_Se_da_Adv_25_34,C01_C_Se_da_Adv_35_44,C01_C_Se_da_Adv_45_54,C01_C_Se_da_Adv_55_64,C01_C_Se_da_Adv_65_74,C01_C_Se_da_Adv_75_84,C01_C_Se_da_Adv_85ov,C01_C_Se_da_Adv_Tot,C01_C_Uni_Ch_0_14,C01_C_Uni_Ch_15_24,C01_C_Uni_Ch_25_34,C01_C_Uni_Ch_35_44,C01_C_Uni_Ch_45_54,C01_C_Uni_Ch_55_64,C01_C_Uni_Ch_65_74,C01_C_Uni_Ch_75_84,C01_C_Uni_Ch_85ov,C01_C_Uni_Ch_Tot,C01_C_Chi_nfd_0_14,C01_C_Chi_nfd_15_24,C01_C_Chi_nfd_25_34,C01_C_Chi_nfd_35_44,C01_C_Chi_nfd_45_54,C01_C_Chi_nfd_55_64,C01_C_Chi_nfd_65_74,C01_C_Chi_nfd_75_84,C01_C_Chi_nfd_85ov,C01_C_Chi_nfd_Tot,C01_C_Oth_Chr_0_14,C01_C_Oth_Chr_15_24,C01_C_Oth_Chr_25_34,C01_C_Oth_Chr_35_44,C01_C_Oth_Chr_45_54,C01_C_Oth_Chr_55_64,C01_C_Oth_Chr_65_74,C01_C_Oth_Chr_75_84,C01_C_Oth_Chr_85ov,C01_C_Oth_Chr_Tot
101,185,128,163,237,246,92,28,8,5,1092,10731,5937,6517,8517,8452,7265,6040,3668,1098,58225,0,0,0,0,0,0,0,0,0,0,460,264,238,312,268,235,164,115,20,2076,26,9,14,5,11,9,3,7,0,84,14081,7469,6966,8630,7350,5898,4460,2272,583,57709,23,21,27,13,43,27,14,14,0,182,520,341,425,426,375,351,194,107,20,2759,191,163,134,150,129,92,66,34,8,967,71,46,38,35,41,26,13,12,0,282,155,121,133,227,241,280,248,119,21,1545,23,5,4,6,7,3,3,0,3,54,42,23,29,37,33,23,14,5,3,209,336,187,141,205,168,91,54,12,0,1194,676,522,702,1189,1281,1215,1007,707,210,7509,215,77,73,112,110,65,52,28,9,741,89,71,47,66,76,41,30,22,9,451,2111,1177,1040,1617,1713,1605,1273,810,255,11601,581,275,252,357,325,189,89,53,17,2138,36,23,20,22,43,25,20,8,4,201
102,145,159,228,313,238,89,32,9,6,1219,16844,9491,10648,13258,12384,10050,10064,8229,2442,93410,0,0,0,0,0,0,0,0,0,0,1285,710,666,850,813,570,523,480,95,5992,36,17,17,16,17,13,31,15,7,169,18154,8955,9044,11571,9193,7202,6618,4090,968,75795,117,64,66,73,92,44,55,40,11,562,286,154,225,256,223,185,191,78,19,1617,289,172,182,191,161,119,87,48,15,1264,191,117,87,103,93,55,43,26,7,722,152,90,104,157,194,199,187,122,18,1223,5,7,6,6,5,6,9,3,0,47,234,93,101,149,96,94,54,31,13,865,810,473,338,507,453,184,92,46,10,2913,1071,716,1137,1616,1791,1538,1714,1424,415,11422,246,126,128,165,159,122,120,93,32,1191,295,136,186,210,175,101,96,68,15,1282,3304,1768,1425,2110,2021,1682,1713,1519,473,16015,1102,543,477,621,480,235,170,93,22,3743,62,34,53,44,53,45,31,13,8,343
103,78,119,94,117,102,56,13,6,0,585,11032,6681,6653,8122,8117,6658,5082,3206,1108,56659,0,0,0,0,0,3,0,0,0,3,727,408,367,445,386,305,133,115,28,2914,169,126,71,66,51,38,27,34,7,589,15889,8150,7421,8664,7363,5767,4096,2330,738,60418,52,26,22,33,44,18,6,5,0,206,108,63,100,105,107,85,65,35,8,676,146,93,75,106,91,66,49,23,8,657,64,49,39,39,29,28,7,3,0,258,159,103,102,152,157,143,123,82,23,1044,13,7,3,10,7,0,0,0,0,40,74,32,60,53,41,42,18,11,3,334,494,244,182,258,192,108,74,34,6,1592,1262,897,1080,1534,1714,1303,1202,799,253,10044,215,119,101,133,138,121,80,45,13,965,98,40,51,54,52,46,29,25,14,409,3318,2012,1607,2262,2342,1833,1398,1020,362,16154,642,320,261,333,297,176,85,49,17,2180,15,10,10,14,28,19,10,5,3,114
104,134,64,87,168,187,44,21,12,0,717,6542,3416,3433,5246,5529,4810,4496,2959,814,37245,0,0,0,0,0,0,0,0,0,0,403,221,200,258,262,213,180,110,39,1886,4,4,0,5,0,4,7,0,3,27,6555,3086,2711,4174,3749,3111,2566,1303,376,27631,33,18,19,29,23,17,23,15,5,182,42,17,25,33,37,24,24,12,3,217,167,89,86,93,100,75,55,21,12,698,59,34,26,30,31,23,16,14,3,236,60,22,43,85,98,112,84,45,4,553,0,0,3,0,3,3,3,0,0,12,43,39,29,39,34,33,25,23,5,270,480,302,180,296,335,136,76,33,4,1842,909,490,637,1073,1119,1069,1101,743,205,7346,139,69,55,73,95,84,57,30,11,613,84,57,49,52,72,47,58,37,10,466,1182,692,582,988,1140,1146,1029,693,225,7677,602,232,201,358,276,149,78,37,10,1943,16,11,14,17,24,19,15,17,3,136
105,20,21,42,62,38,12,14,3,3,215,7303,3790,4506,5221,5160,4211,3156,1827,586,35760,0,0,0,0,0,0,0,0,0,0,396,219,202,256,276,196,131,74,35,1785,36,8,12,5,12,6,6,0,3,88,9901,4536,4749,5278,4383,3583,2666,1248,370,36714,24,20,17,22,16,25,15,12,3,154,79,43,52,77,99,102,73,19,4,548,50,40,33,43,53,39,38,24,7,327,31,37,20,19,24,17,8,3,3,162,155,110,109,133,121,135,117,35,9,924,7,0,3,7,0,3,0,0,0,20,37,31,22,20,35,8,6,7,3,169,353,152,116,196,147,113,46,6,3,1132,730,506,726,984,1037,824,720,408,124,6059,159,82,82,105,89,77,68,38,16,716,72,42,66,46,50,49,37,19,6,387,1998,1117,1082,1604,1648,1429,1184,703,240,11005,368,182,172,197,156,99,52,21,5,1252,20,16,9,22,11,12,13,6,0,109
106,88,99,90,146,126,51,27,13,3,643,14900,8544,9219,10735,10482,7858,6053,3685,1106,72582,0,0,0,0,0,0,3,0,0,3,959,565,484,654,564,387,230,144,48,4035,34,19,7,26,12,6,8,10,0,122,13733,7182,6934,8231,6848,4903,3643,1960,521,53955,92,41,40,62,71,57,33,22,11,429,121,60,87,106,108,84,33,47,7,653,203,134,103,115,108,94,46,24,13,840,91,75,44,66,49,24,29,9,0,387,108,54,101,127,130,111,90,65,8,794,4,3,3,7,0,4,0,0,0,21,91,54,56,63,62,46,47,33,10,462,404,227,168,263,208,94,53,25,6,1448,1012,831,1116,1490,1624,1340,1150,733,217,9513,336,164,179,177,181,118,99,46,12,1312,103,80,56,85,86,65,52,23,12,562,3382,1974,1833,2546,2525,1932,1482,1038,364,17076,652,326,273,391,297,167,86,44,10,2246,30,22,22,25,32,31,17,6,4,189
107,275,490,440,426,366,112,59,20,8,2196,11022,7634,8589,9531,9177,7137,5895,4154,1255,64394,3,0,0,0,0,0,0,0,0,3,495,386,292,426,339,281,232,149,57,2657,48,24,29,10,14,11,10,17,3,166,17256,10626,9718,11855,9406,7026,6370,3367,738,76362,116,61,77,92,125,85,39,30,8,633,2414,1963,2283,1929,2129,1657,1200,422,83,14080,251,195,184,168,187,119,87,70,17,1278,89,75,60,55,33,40,21,7,5,385,274,193,220,393,350,290,389,250,42,2401,27,29,10,20,13,7,3,3,0,112,96,70,59,68,54,78,39,29,10,503,486,360,247,332,246,161,67,32,6,1937,1156,806,980,1521,1559,1341,1176,888,260,9687,345,210,140,193,157,155,132,90,36,1458,81,57,52,51,39,27,29,20,4,360,3651,2074,1477,2119,1904,1625,1356,966,349,15521,877,539,491,499,318,153,80,54,19,3030,45,19,36,39,34,32,22,8,0,235
108,96,68,106,168,204,68,21,11,3,745,9775,5352,5474,8026,8722,8858,8582,5810,1516,62115,3,0,0,0,0,0,0,0,0,3,535,294,231,424,411,423,386,239,59,3002,0,0,0,3,0,3,6,8,3,23,10054,4274,3906,5952,5292,5178,4399,2322,605,41982,89,38,41,59,95,90,96,60,17,585,59,35,43,59,67,50,49,22,10,394,273,188,151,178,179,117,111,63,21,1281,77,36,33,46,56,54,59,30,9,400,49,36,33,76,90,158,153,59,17,671,3,0,3,3,5,0,3,0,0,17,47,28,31,28,46,30,57,35,6,308,505,238,150,291,266,143,108,37,6,1744,856,523,728,1212,1493,1673,1649,1117,361,9612,311,180,101,202,219,162,166,91,27,1459,374,152,123,204,161,113,144,78,25,1374,2670,1342,1126,1899,2130,2124,2108,1640,422,15461,725,297,259,462,344,209,144,63,19,2522,31,17,13,23,37,20,27,18,6,192
109,69,62,67,90,58,37,11,5,5,404,4639,2695,2957,3815,4115,3206,2673,1700,560,26360,0,0,0,0,0,0,0,0,0,0,277,156,132,166,176,147,74,61,21,1210,26,28,12,6,9,8,7,3,0,99,7823,3999,3746,4563,3811,2932,2304,1222,349,30749,38,24,22,42,40,36,40,22,11,275,82,36,76,62,55,66,57,33,7,474,49,44,41,28,43,27,21,17,0,270,46,20,19,28,19,16,13,3,3,167,660,362,365,436,421,358,283,219,94,3198,0,0,3,0,3,0,0,0,0,6,20,10,25,17,9,11,12,3,0,107,247,117,109,136,110,57,32,10,0,818,767,541,712,1039,1160,972,882,663,235,6971,90,54,33,47,62,52,31,12,17,398,72,38,44,41,67,39,22,18,9,350,2047,1157,963,1569,1624,1239,1045,713,234,10591,282,166,136,187,180,101,41,14,9,1116,4,5,5,8,11,15,3,3,0,54
110,68,93,90,85,113,46,16,8,3,522,13435,7839,7786,9332,9322,7667,5695,3565,1163,65804,0,3,0,0,0,0,0,0,0,3,351,232,198,256,259,202,118,87,33,1736,88,22,37,30,10,12,7,9,3,218,11324,6131,5507,6240,5312,4317,3091,1589,510,44021,50,26,18,37,37,28,20,14,8,238,52,43,48,49,63,62,42,21,4,384,164,135,80,108,89,53,45,38,15,727,88,53,42,33,39,20,10,0,3,288,126,93,92,113,81,98,92,43,8,746,0,3,3,0,0,3,0,0,0,9,45,37,24,28,25,19,16,16,4,214,375,246,133,240,202,111,49,20,4,1380,1362,959,1228,1790,1884,1621,1312,853,323,11332,402,216,185,177,181,114,63,45,20,1403,180,101,100,91,83,85,55,38,8,741,2133,1311,1028,1540,1587,1380,1038,626,229,10872,580,316,256,335,297,167,85,40,28,2104,27,16,12,18,32,15,10,4,5,139
