SOSR_CODE_2021,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
SOSR101,671,124,0,797,730,190,105,13,1035,213,67,287,1320,217,0,1541,30963,6247,3110,429,40748,979,254,1237,41986,4085,43,46106,6872,1881,1128,215,10097,317,128,446,10541,5756,26,16326,32,14,9,54,113,3,0,3,118,18,109,244,37868,8142,4248,698,50953,1303,385,1690,52642,9858,176,62681,8361,1256,581,46,10244,227,69,293,10538,1246,15,11803,5284,1683,508,48,7518,141,32,180,7698,1015,5,8720,874,275,529,20,1697,25,6,32,1726,257,0,1986,51,13,21,84,167,6,0,13,178,45,14,241,14574,3224,1638,194,19627,402,113,512,20140,2569,40,22746,158,51,20,4,233,98,10,101,337,44,0,381,185,57,27,3,271,46,41,86,360,94,0,451,346,107,49,11,505,138,52,193,696,138,0,836,14913,3327,1691,203,20136,538,166,704,20835,2701,38,23584,3656,1181,689,126,5656,192,79,271,5926,4014,23,9964,15,8,6,41,64,0,0,0,64,11,96,171,18592,4516,2383,365
SOSR102,72,7,0,77,80,10,4,0,96,7,4,9,109,16,0,127,5314,817,277,32,6437,81,22,96,6535,437,11,6984,690,141,52,15,898,16,9,23,928,252,4,1183,3,0,0,3,8,0,0,0,8,0,0,17,6010,963,329,50,7347,94,28,124,7472,694,16,8179,1137,144,53,6,1339,15,3,18,1354,126,0,1480,952,189,54,5,1193,16,0,16,1206,107,3,1320,119,30,33,0,179,0,0,0,180,26,0,204,4,0,0,7,21,0,0,0,21,3,0,21,2209,359,133,18,2726,33,3,36,2760,265,5,3030,3,0,4,0,8,4,0,4,8,0,0,15,22,3,0,0,24,3,0,3,25,3,0,33,21,5,4,0,32,3,0,3,39,8,0,49,2234,371,134,18,2758,35,3,42,2798,267,5,3068,349,69,24,4,444,5,8,15,458,180,0,637,0,0,0,0,0,0,0,0,0,0,0,4,2586,434,158,26
SOSR111,7,0,0,8,9,0,0,0,9,5,0,5,14,0,0,15,725,87,21,0,837,8,0,8,851,39,0,880,96,34,3,4,131,4,0,3,137,46,0,180,0,0,0,0,0,0,0,0,0,3,0,8,823,120,21,6,971,17,0,15,986,77,0,1069,129,21,6,0,160,6,0,6,172,15,0,186,118,20,4,0,151,0,0,0,150,4,0,152,7,0,0,0,12,0,0,0,12,0,0,11,0,0,0,0,4,0,0,0,4,0,0,4,258,45,9,0,321,14,0,14,330,22,0,358,4,0,0,0,4,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,4,0,0,3,6,0,0,0,6,0,0,0,5,0,0,7,268,45,9,0,322,12,0,12,338,24,0,363,35,8,3,0,46,0,0,0,46,29,0,75,0,0,0,0,0,0,0,0,0,0,0,4,302,57,13,0
SOSR112,12,0,0,9,15,0,0,0,16,8,0,8,26,0,0,31,1572,233,46,13,1857,22,0,20,1879,107,3,1991,160,50,10,5,226,11,0,14,234,128,0,366,4,0,0,0,3,0,0,0,3,0,4,7,1738,279,58,17,2083,33,6,35,2120,234,6,2361,262,42,4,3,310,8,0,6,319,27,0,341,180,44,5,0,233,5,0,4,237,21,0,261,12,3,8,0,17,0,0,0,17,3,0,20,0,0,0,0,4,0,0,0,4,0,0,5,452,87,22,8,565,10,5,10,580,50,0,625,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,7,0,0,0,7,0,0,7,4,0,0,0,5,0,0,0,9,0,0,9,456,88,18,10,572,9,5,16,584,50,0,640,72,17,6,0,98,4,3,3,105,79,0,184,0,0,0,0,0,0,0,0,0,0,0,0,531,109,24,9
SOSR113,4,0,0,0,3,3,0,0,10,0,0,0,10,0,0,9,538,110,27,6,684,14,0,12,699,49,0,748,59,17,4,0,84,3,0,3,85,36,0,130,0,0,0,0,0,0,0,0,0,0,4,4,602,131,32,8,768,14,3,17,784,81,8,879,79,10,0,0,92,0,0,0,92,5,0,98,67,15,3,0,85,0,0,0,85,9,0,91,3,0,5,0,13,0,0,0,13,0,0,13,0,0,0,0,5,0,0,0,5,0,0,5,148,34,8,0,185,0,0,0,185,15,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,34,10,0,189,0,0,0,189,15,0,206,20,3,0,0,23,0,0,0,23,19,0,42,0,0,0,0,0,0,0,0,0,0,0,0,166,33,10,0
SOSR114,6,0,0,6,10,0,0,0,10,4,0,4,9,0,0,9,643,118,23,6,795,8,0,9,805,56,3,860,73,16,8,0,96,6,0,6,101,31,0,128,0,0,0,0,0,0,0,0,0,0,0,4,721,134,31,10,891,8,0,14,902,83,3,996,120,10,4,0,138,3,0,3,145,12,0,152,70,19,4,0,95,0,0,0,95,15,0,107,5,0,5,0,10,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,196,31,10,0,243,3,0,3,249,30,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,6,198,31,10,0,246,5,0,4,252,30,0,284,25,10,4,0,25,0,0,0,25,11,0,43,0,0,0,0,0,0,0,0,0,0,0,0,223,38,18,0
SOSR115,6,4,0,8,8,0,0,0,11,0,0,0,13,4,0,17,935,177,53,21,1183,15,9,23,1210,92,3,1307,93,25,3,3,126,4,0,4,127,39,0,164,0,0,0,0,5,0,0,0,5,3,0,6,1029,201,57,23,1308,16,12,26,1341,135,4,1478,174,24,3,0,202,0,0,0,205,19,0,230,103,37,9,0,145,0,3,5,148,19,0,167,8,0,0,0,10,0,0,0,10,0,0,11,0,0,0,3,4,0,0,0,4,0,0,4,287,66,12,0,364,7,3,7,373,35,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,64,12,0,365,7,3,7,371,37,0,413,30,6,0,0,44,0,0,0,44,15,0,60,0,0,0,0,0,0,0,0,0,0,0,0,318,75,14,0
SOSR121,6,0,0,10,7,0,0,0,7,0,0,0,7,0,0,11,348,62,19,3,425,3,3,6,432,22,0,456,43,6,0,0,50,0,0,0,53,20,0,68,0,0,0,0,0,0,0,0,0,0,3,3,389,70,19,3,483,0,3,4,487,45,3,530,55,9,4,0,71,0,0,0,68,8,0,76,40,6,0,0,49,0,0,0,50,5,0,55,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,97,18,9,0,124,3,0,3,125,11,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,18,9,0,124,3,0,3,125,11,0,140,13,5,0,0,23,0,0,0,23,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,111,26,10,0
SOSR122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,18,5,0,144,3,0,3,148,17,0,162,18,3,0,0,19,0,0,0,19,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,128,24,5,0,168,3,0,3,165,20,0,191,30,4,0,0,31,0,0,0,31,0,0,32,23,4,0,0,33,0,0,0,33,6,0,34,7,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,7,0,0,68,0,0,0,68,6,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7,0,0,62,0,0,0,62,6,0,71,7,0,0,0,10,0,0,0,10,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,65,12,0,6
SOSR131,17,0,0,18,22,3,0,4,28,4,0,3,32,3,0,40,2601,436,110,55,3200,31,10,45,3242,186,7,3440,311,63,22,10,403,11,0,9,414,127,0,546,3,0,0,0,10,0,0,0,10,0,3,12,2920,496,136,65,3616,41,9,50,3661,322,14,4004,527,41,20,10,594,6,0,6,596,39,0,638,366,112,18,4,497,0,0,8,498,41,0,544,34,9,16,0,58,0,0,0,58,11,0,68,7,0,0,13,21,0,0,0,21,0,0,21,934,161,50,28,1170,4,0,9,1180,92,3,1272,5,0,0,0,4,0,0,3,5,5,0,8,5,0,0,0,7,0,0,0,11,0,0,11,6,3,0,0,17,0,4,3,18,6,0,21,943,167,53,28,1184,13,9,16,1198,93,3,1292,120,27,10,8,161,0,0,0,161,86,0,249,5,0,0,0,5,0,0,0,5,0,3,5,1064,188,62,33
