POA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
POA2000,29,0,0,0,31,13,0,39,0,0,0,0,0,0,0,0,0,0,0,0,66,17,8,0,93,4,0,4,98,26,0,120,19,3,0,0,22,0,0,0,22,0,0,26,8,6,0,0,13,0,0,0,16,0,0,16,3,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,12,6,0,47,0,0,0,44,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,6,0,46,0,0,0,47,0,0,50,7,0,0,0,12,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,43,13,6,0,56,0,0,0,63,8,0,70,32,4,0,0,35,4,0,4,36,6,0,42,9,5,0,0,13,0,0,0,13,0,0,13
POA2007,9,0,0,0,9,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,18,9,3,0,32,0,0,0,32,5,0,40,3,0,0,0,3,0,0,0,5,0,0,5,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,10,0,0,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,10,0,0,0,9,0,0,14,6,0,0,0,6,0,0,0,6,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,14,0,0,0,18,9,0,19,7,0,0,0,4,0,0,0,4,0,0,11,0,0,0,0,3,0,0,0,3,0,0,3
POA2008,6,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,8,4,0,27,4,0,4,32,0,0,29,3,0,0,0,7,0,0,0,9,3,0,11,5,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,9,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0,18,3,0,20,4,0,0,0,4,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,15,0,0,0,14,5,0,22,9,0,0,0,13,0,0,0,13,0,0,13,6,0,0,0,7,0,0,0,7,0,0,8
POA2009,18,0,0,0,18,20,0,39,0,0,0,0,0,0,0,0,0,0,0,0,79,11,3,0,99,0,0,3,100,26,0,126,20,5,0,0,26,0,0,0,26,0,0,28,5,0,3,0,14,0,0,0,18,6,0,23,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,9,3,0,41,0,0,0,45,11,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,30,9,3,0,42,4,0,4,45,11,0,58,11,5,0,0,12,0,0,0,12,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,43,7,8,0,55,4,0,4,60,19,0,79,14,3,0,0,16,0,0,0,18,5,0,25,10,3,4,0,20,0,0,0,20,8,0,26
POA2010,13,0,0,0,17,4,0,18,0,0,0,0,0,0,0,0,0,0,4,3,98,22,9,0,132,6,5,3,133,9,4,146,33,4,0,0,44,0,0,0,44,0,0,44,16,0,0,0,16,0,0,0,16,3,0,19,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,52,4,4,0,64,0,0,6,62,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,6,4,0,66,0,0,6,62,3,0,67,9,0,0,0,4,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,60,6,4,0,72,0,0,6,73,8,0,80,34,8,0,0,48,0,0,0,51,0,0,52,13,5,0,0,17,0,0,0,20,3,0,16
POA2011,12,0,0,0,12,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,36,7,0,0,46,0,0,0,51,13,0,66,6,0,0,0,8,0,0,0,8,0,0,5,8,5,0,0,6,0,0,0,6,0,0,13,0,0,6,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,0,21,0,0,0,21,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,0,21,0,0,0,21,4,0,20,6,0,0,0,6,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,5,6,0,23,0,0,0,27,5,0,28,10,0,0,0,8,0,0,0,13,3,0,14,3,3,0,0,5,0,0,0,5,3,0,7
POA2015,14,0,0,3,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,95,27,9,4,128,3,0,5,137,7,0,147,27,8,5,0,32,0,0,0,32,0,0,30,12,4,0,0,18,0,0,0,16,0,0,18,3,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,43,13,3,0,53,0,0,0,52,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13,3,0,57,0,0,0,53,3,0,58,6,0,0,0,11,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,50,8,3,0,66,0,0,0,65,3,0,63,25,13,0,0,36,0,0,0,40,3,0,39,20,8,0,0,24,0,0,0,22,0,0,28
POA2016,12,0,0,0,12,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,64,14,0,0,86,0,0,4,88,13,0,97,13,6,0,0,25,0,0,0,25,8,0,26,21,13,0,0,28,0,0,0,28,0,0,32,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,0,0,54,0,0,0,54,8,0,65,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,34,17,0,0,51,0,0,0,51,8,0,64,4,0,0,0,6,0,0,0,8,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,38,19,0,0,61,0,0,0,61,11,0,74,20,5,0,0,32,0,0,0,28,3,0,34,9,8,0,0,16,0,0,0,16,0,0,16
POA2017,28,0,0,0,28,17,0,51,0,0,0,0,0,0,0,0,0,0,0,0,77,35,9,3,117,7,0,7,118,25,0,148,18,9,0,0,29,0,0,0,28,0,0,28,9,0,0,0,17,0,0,0,16,8,0,16,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,33,13,0,0,47,0,0,3,50,8,0,54,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,31,13,0,0,48,0,0,3,50,8,0,54,9,3,3,0,15,0,0,0,18,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,45,12,0,4,63,0,0,5,66,11,0,77,15,0,0,0,17,0,0,8,21,0,0,25,22,7,0,0,27,0,0,0,24,4,0,33
POA2018,68,0,0,0,69,29,0,100,0,0,0,0,0,0,0,0,0,0,0,0,214,74,10,5,303,10,0,10,308,50,0,359,56,14,9,0,76,0,0,4,74,6,0,84,27,9,4,0,40,0,0,0,40,6,0,48,5,3,0,0,10,0,0,0,10,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,94,22,10,3,122,0,0,5,127,17,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,5,0,0,5,96,25,10,3,129,0,0,5,130,17,0,150,16,5,0,0,23,0,0,0,23,17,0,41,4,0,0,0,9,0,0,0,9,0,0,10,112,30,7,0,161,0,0,5,164,32,3,193,83,19,4,0,105,0,0,0,111,14,0,118,55,15,4,0,79,3,0,3,78,9,0,85
