POA_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA2843,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,0,0,4,206,204,1046,13,0,14,206,1262
POA2844,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,6,0,6,0,6,..,25,0,26,0,26,..,0,0,0,124,123,1158,29,0,31,124,1312
POA2845,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,15,0,15,..,61,15,69,0,75,..,8,0,6,78,85,1859,70,12,81,80,2019
POA2846,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,9,0,9,..,0,0,0,22,22,224,3,0,9,22,253
POA2847,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,22,0,22,..,55,5,65,0,65,..,16,0,16,215,227,2155,66,5,74,215,2447
POA2848,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,5,6,0,6,..,9,0,9,0,9,..,44,12,53,0,53,..,3,0,3,168,175,1314,52,12,57,168,1540
POA2849,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,40,0,42,0,45,..,0,0,0,160,162,1407,46,0,47,160,1610
POA2850,0,4,0,4,..,22,0,27,0,27,..,0,0,0,0,0,..,17,4,17,0,17,..,123,25,147,3,152,..,618,74,687,9,706,..,55,0,59,1294,1350,17091,676,73,750,1305,19146
POA2852,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,27,0,27,..,65,0,68,4,66,..,8,0,8,290,294,3370,69,0,72,293,3734
POA2864,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,58,58,760,5,0,5,58,824
POA2865,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,15,0,15,..,0,0,0,66,70,843,19,0,23,66,927
POA2866,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,3,21,0,21,..,43,5,47,0,47,..,8,0,8,235,241,2827,49,5,54,235,3112
POA2867,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,54,59,577,3,0,3,54,636
POA2868,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,12,0,12,0,12,..,0,0,0,36,36,535,12,0,12,36,579
POA2869,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,8,..,29,5,39,0,36,..,6,0,6,227,238,1257,35,5,43,233,1528
POA2870,0,0,0,0,..,5,3,12,0,8,..,5,0,5,0,5,..,10,5,13,0,13,..,89,11,98,0,94,..,405,47,447,8,450,..,25,4,30,741,768,10819,426,45,471,747,12036
POA2871,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,22,0,18,0,21,..,176,19,195,4,199,..,13,0,13,726,741,8027,191,19,215,725,8965
POA2873,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,13,0,12,..,0,0,0,65,65,487,9,3,13,65,560
POA2874,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,49,49,310,4,0,4,49,369
POA2875,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,17,0,17,..,3,0,3,61,64,727,19,0,22,61,802
POA2876,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,61,61,428,0,0,0,61,494
POA2877,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,33,0,35,0,35,..,141,11,151,0,153,..,12,0,12,403,422,3006,155,11,168,408,3575
POA2878,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,58,58,220,3,0,3,58,286
POA2879,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,5,0,11,0,11,..,0,0,0,110,115,452,9,0,10,110,577
POA2880,4,7,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,12,0,12,0,12,..,125,15,140,0,135,..,543,60,601,5,608,..,51,0,52,1500,1554,15933,591,65,651,1507,18097
POA2898,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,15,0,15,..,27,6,34,0,32,..,0,0,0,34,34,382,27,6,34,37,445
