SA3_CODE_2021,C16_F_65_69_Tot_LF,C16_F_65_69_Not_LF,C16_F_65_69_LF_NS,C16_F_65_69_Tot,C16_F_70_74_Em_FT,C16_F_70_74_Em_PT,C16_F_70_74_Em_AFW,C16_F_70_74_Em_Hrs_NS,C16_F_70_74_Em_Tot,C16_F_70_74_Unem_Look_FT,C16_F_70_74_Unem_Look_PT,C16_F_70_74_Unem_Tot,C16_F_70_74_Tot_LF,C16_F_70_74_Not_LF,C16_F_70_74_LF_NS,C16_F_70_74_Tot,C16_F_75over_Em_FT,C16_F_75over_Em_PT,C16_F_75over_Emp_A_fr_wo,C16_F_75over_Em_Hou_wor_ns,C16_F_75over_Em_Tot,C16_F_75over_Unem_Lo_ft_wor,C16_F_75over_Unem_Lo_pt_wor,C16_F_75over_Unem_Tot,C16_F_75over_Tot_LF,C16_F_75over_N_lab_forc,C16_F_75over_LF_NS,C16_F_75over_Tot,C16_F_Tot_Em_FT,C16_F_Tot_Em_PT,C16_F_Tot_Em_AFW,C16_F_Tot_Em_Hrs_NS,C16_F_Tot_Em_Tot,C16_F_Tot_Unem_Look_FT,C16_F_Tot_Unem_Look_PT,C16_F_Tot_Unem_Tot,C16_F_Tot_Tot_labo_for,C16_F_Tot_Not_LF,C16_F_Tot_LF_NS,C16_F_Tot_Tot,C21_F_15_19_Em_FT,C21_F_15_19_Em_PT,C21_F_15_19_Em_AFW,C21_F_15_19_Em_Hrs_NS,C21_F_15_19_Em_Tot,C21_F_15_19_Unem_Look_FT,C21_F_15_19_Unem_Look_PT,C21_F_15_19_Unem_Tot,C21_F_15_19_Tot_LF,C21_F_15_19_Not_LF,C21_F_15_19_LF_NS,C21_F_15_19_Tot,C21_F_20_24_Em_FT,C21_F_20_24_Em_PT,C21_F_20_24_Em_AFW,C21_F_20_24_Em_Hrs_NS,C21_F_20_24_Em_Tot,C21_F_20_24_Unem_Look_FT,C21_F_20_24_Unem_Look_PT,C21_F_20_24_Unem_Tot,C21_F_20_24_Tot_LF,C21_F_20_24_Not_LF,C21_F_20_24_LF_NS,C21_F_20_24_Tot,C21_F_25_29_Em_FT,C21_F_25_29_Em_PT,C21_F_25_29_Em_AFW,C21_F_25_29_Em_Hrs_NS,C21_F_25_29_Em_Tot,C21_F_25_29_Unem_Look_FT,C21_F_25_29_Unem_Look_PT,C21_F_25_29_Unem_Tot,C21_F_25_29_Tot_LF,C21_F_25_29_Not_LF,C21_F_25_29_LF_NS,C21_F_25_29_Tot,C21_F_30_34_Em_FT,C21_F_30_34_Em_PT,C21_F_30_34_Em_AFW,C21_F_30_34_Em_Hrs_NS,C21_F_30_34_Em_Tot,C21_F_30_34_Unem_Look_FT,C21_F_30_34_Unem_Look_PT,C21_F_30_34_Unem_Tot,C21_F_30_34_Tot_LF,C21_F_30_34_Not_LF,C21_F_30_34_LF_NS,C21_F_30_34_Tot,C21_F_35_39_Em_FT,C21_F_35_39_Em_PT,C21_F_35_39_Em_AFW,C21_F_35_39_Em_Hrs_NS,C21_F_35_39_Em_Tot,C21_F_35_39_Unem_Look_FT,C21_F_35_39_Unem_Look_PT,C21_F_35_39_Unem_Tot,C21_F_35_39_Tot_LF,C21_F_35_39_Not_LF,C21_F_35_39_LF_NS,C21_F_35_39_Tot,C21_F_40_44_Em_FT,C21_F_40_44_Em_PT,C21_F_40_44_Em_AFW,C21_F_40_44_Em_Hrs_NS,C21_F_40_44_Em_Tot,C21_F_40_44_Unem_Look_FT,C21_F_40_44_Unem_Look_PT,C21_F_40_44_Unem_Tot,C21_F_40_44_Tot_LF,C21_F_40_44_Not_LF,C21_F_40_44_LF_NS,C21_F_40_44_Tot,C21_F_45_49_Em_FT,C21_F_45_49_Em_PT,C21_F_45_49_Em_AFW,C21_F_45_49_Em_Hrs_NS,C21_F_45_49_Em_Tot,C21_F_45_49_Unem_Look_FT,C21_F_45_49_Unem_Look_PT,C21_F_45_49_Unem_Tot,C21_F_45_49_Tot_LF,C21_F_45_49_Not_LF,C21_F_45_49_LF_NS,C21_F_45_49_Tot,C21_F_50_54_Em_FT,C21_F_50_54_Em_PT,C21_F_50_54_Em_AFW,C21_F_50_54_Em_Hrs_NS,C21_F_50_54_Em_Tot,C21_F_50_54_Unem_Look_FT,C21_F_50_54_Unem_Look_PT,C21_F_50_54_Unem_Tot,C21_F_50_54_Tot_LF,C21_F_50_54_Not_LF,C21_F_50_54_LF_NS,C21_F_50_54_Tot,C21_F_55_59_Em_FT,C21_F_55_59_Em_PT,C21_F_55_59_Em_AFW,C21_F_55_59_Em_Hrs_NS,C21_F_55_59_Em_Tot,C21_F_55_59_Unem_Look_FT,C21_F_55_59_Unem_Look_PT,C21_F_55_59_Unem_Tot,C21_F_55_59_Tot_LF,C21_F_55_59_Not_LF,C21_F_55_59_LF_NS,C21_F_55_59_Tot,C21_F_60_64_Em_FT,C21_F_60_64_Em_PT,C21_F_60_64_Em_AFW,C21_F_60_64_Em_Hrs_NS,C21_F_60_64_Em_Tot,C21_F_60_64_Unem_Look_FT,C21_F_60_64_Unem_Look_PT,C21_F_60_64_Unem_Tot,C21_F_60_64_Tot_LF,C21_F_60_64_Not_LF,C21_F_60_64_LF_NS,C21_F_60_64_Tot,C21_F_65_69_Em_FT,C21_F_65_69_Em_PT,C21_F_65_69_Em_AFW,C21_F_65_69_Em_Hrs_NS,C21_F_65_69_Em_Tot,C21_F_65_69_Unem_Look_FT,C21_F_65_69_Unem_Look_PT,C21_F_65_69_Unem_Tot,C21_F_65_69_Tot_LF,C21_F_65_69_Not_LF,C21_F_65_69_LF_NS,C21_F_65_69_Tot,C21_F_70_74_Em_FT,C21_F_70_74_Em_PT,C21_F_70_74_Em_AFW,C21_F_70_74_Em_Hrs_NS,C21_F_70_74_Em_Tot,C21_F_70_74_Unem_Look_FT,C21_F_70_74_Unem_Look_PT,C21_F_70_74_Unem_Tot,C21_F_70_74_Tot_LF,C21_F_70_74_Not_LF,C21_F_70_74_LF_NS,C21_F_70_74_Tot,C21_F_75over_Em_FT,C21_F_75over_Em_PT,C21_F_75over_Emp_Aw_fr_w,C21_F_75over_Emp_Hou_w_ns,C21_F_75over_Em_Tot,C21_F_75over_Unem_Lo_ft_wor,C21_F_75over_Unem_Lo_pt_wor,C21_F_75over_Unemp_Tot,C21_F_75over_Tot_lab_for,C21_F_75over_N_lab_forc,C21_F_75over_LF_NS,C21_F_75over_yr_Tot,C21_F_Tot_Em_FT,C21_F_Tot_Em_PT,C21_F_Tot_Em_AFW,C21_F_Tot_Em_Hrs_NS
10102,294,872,114,1281,31,52,3,0,91,0,3,3,96,703,76,871,14,24,0,5,48,0,3,3,45,1240,141,1433,8290,5209,735,214,14449,260,315,573,15020,6450,1636,23110,140,728,54,15,935,22,66,92,1027,585,62,1679,757,521,44,27,1349,31,23,60,1410,169,81,1668,1166,459,145,30,1797,30,30,57,1860,256,137,2256,1194,669,232,24,2124,28,24,51,2178,299,116,2590,1146,699,149,35,2024,24,15,41,2064,247,109,2425,1171,590,82,23,1862,27,24,55,1915,195,106,2217,1348,475,64,18,1902,19,23,38,1945,221,87,2249,1345,571,93,14,2021,25,23,47,2067,315,97,2488,946,504,81,17,1549,20,12,29,1581,477,114,2167,461,431,64,5,957,16,7,16,983,788,90,1857,151,202,32,8,396,3,16,19,412,988,74,1481,41,92,10,3,143,0,3,3,149,963,70,1182,12,45,7,0,56,0,0,0,60,1594,147,1797,9893,5978,1051,215
10103,176,373,46,603,28,43,4,9,81,0,0,0,81,335,42,456,16,17,0,7,40,0,0,0,40,655,143,836,2252,1926,166,95,4444,71,77,144,4586,2533,684,7801,58,228,20,7,312,0,21,18,334,187,47,560,194,203,15,6,417,9,8,18,435,55,43,534,241,213,29,11,497,3,9,16,508,74,60,644,212,236,36,4,482,0,6,6,486,92,57,638,236,190,12,9,449,0,12,8,456,104,42,604,247,192,18,5,457,6,0,12,469,53,36,558,311,209,16,3,543,3,5,14,552,82,52,683,316,233,24,9,586,3,4,10,598,97,52,739,300,235,13,3,562,0,4,4,566,124,48,741,183,202,26,0,412,6,9,14,425,265,48,738,65,108,15,3,186,0,0,0,190,345,35,567,31,58,7,5,98,0,0,0,94,398,43,544,22,25,3,5,56,0,0,0,55,777,85,923,2413,2332,233,76
10104,488,2528,248,3262,37,108,16,8,166,0,0,6,172,2134,214,2513,18,30,5,11,64,5,0,5,69,3794,614,4473,4984,7098,654,248,12978,342,404,749,13729,14690,2475,30892,131,680,70,35,909,18,52,67,983,584,143,1715,343,451,46,26,864,21,30,53,917,230,103,1245,462,483,89,21,1057,17,26,40,1097,277,98,1472,497,605,113,31,1241,14,24,33,1278,301,136,1713,538,652,92,21,1303,12,22,34,1338,294,136,1766,625,718,64,20,1421,19,10,29,1456,270,127,1855,809,740,67,22,1637,21,19,36,1679,359,155,2184,875,862,104,34,1880,33,26,56,1942,488,161,2589,768,1028,117,35,1946,22,36,56,2001,995,209,3209,536,1049,106,17,1704,14,41,58,1761,1879,211,3851,184,504,74,19,780,5,18,21,798,2748,202,3747,57,171,12,10,245,0,4,4,249,2793,184,3219,25,69,9,11,111,0,4,4,114,4510,533,5154,5851,8023,950,292
10105,239,783,85,1108,25,60,0,5,91,0,0,0,94,733,82,910,18,27,0,5,56,4,0,4,59,1368,327,1751,3362,3380,352,129,7229,218,224,436,7667,5682,1178,14525,97,374,41,15,525,17,31,51,581,355,66,1003,360,255,39,16,666,17,18,27,696,146,53,891,415,275,66,19,783,15,18,30,815,181,80,1085,397,374,80,13,863,13,11,25,886,214,63,1168,435,364,40,16,855,8,17,17,876,189,82,1141,434,309,29,10,776,14,18,30,814,152,76,1044,515,316,32,9,878,13,15,34,912,186,78,1178,478,362,38,17,897,15,12,31,928,247,59,1231,432,400,52,3,886,20,17,33,925,366,75,1372,264,352,53,8,690,4,17,19,710,529,72,1316,109,183,25,7,324,0,3,3,329,868,75,1274,45,75,9,9,131,0,0,0,132,911,83,1123,21,33,9,5,61,0,0,0,63,1755,175,1990,4006,3682,515,144
10106,294,805,86,1181,45,61,10,4,122,0,0,0,122,658,89,869,32,38,9,7,77,0,0,0,77,1265,273,1618,3695,3535,396,163,7789,153,180,328,8118,5482,1131,14733,114,406,33,24,574,7,53,63,640,449,47,1137,321,257,39,16,630,15,8,34,661,146,59,868,368,242,48,16,670,17,12,28,699,172,58,933,304,323,99,16,733,4,10,18,756,180,61,1005,435,389,65,15,898,14,13,27,926,180,71,1167,491,390,32,11,924,14,8,19,946,159,71,1176,592,368,31,3,1001,16,13,29,1025,176,50,1250,607,421,53,6,1084,15,9,23,1114,244,85,1438,449,366,50,16,878,11,11,24,900,326,78,1301,274,361,30,14,680,7,19,22,704,498,90,1296,128,208,20,7,361,0,4,8,368,748,67,1179,54,95,9,8,175,0,0,0,173,917,92,1185,28,67,8,10,111,0,0,0,111,1546,176,1835,4155,3884,527,156
10201,1006,4274,291,5575,69,229,21,13,336,0,10,10,346,3863,300,4510,22,64,10,19,112,6,5,9,124,8515,1198,9833,15791,18161,1607,545,36104,990,1322,2314,38412,29875,4189,72475,212,1757,590,44,2598,59,236,299,2896,1876,173,4944,1167,1527,573,55,3317,100,92,189,3507,784,194,4487,1707,1022,414,63,3210,60,63,122,3332,706,216,4251,1581,1461,606,45,3694,75,49,121,3818,970,229,5015,1711,1941,528,59,4238,62,71,133,4369,1002,249,5623,1919,1930,371,47,4271,51,82,129,4401,1053,248,5694,2251,1887,358,52,4539,75,71,145,4688,1012,250,5955,2224,1894,373,49,4543,63,61,127,4667,1180,184,6033,1836,1876,377,39,4131,61,74,138,4263,1684,245,6201,1142,1613,343,27,3130,40,79,118,3246,2838,220,6304,378,791,150,15,1329,15,24,42,1371,4235,260,5864,74,277,60,6,419,0,6,6,428,4970,295,5696,34,131,37,18,216,3,4,11,231,9362,1360,10950,16235,18102,4775,528
10202,687,4013,358,5055,37,154,16,8,207,7,0,8,215,3663,327,4208,8,50,0,12,67,0,9,8,76,7264,1220,8559,13536,15884,1448,540,31407,1228,1310,2539,33954,28884,4399,67234,244,1509,576,38,2365,97,285,378,2741,1832,243,4812,1202,1359,583,50,3193,126,107,229,3423,952,243,4614,1650,1250,544,79,3523,88,86,168,3695,1093,279,5067,1419,1534,617,69,3637,47,62,111,3743,1144,279,5169,1512,1727,456,59,3762,55,71,134,3894,1053,259,5206,1646,1524,345,51,3571,57,56,117,3685,984,255,4923,1934,1575,360,44,3918,77,57,135,4053,1081,257,5396,1810,1564,368,51,3787,81,69,152,3936,1277,202,5414,1461,1533,343,30,3376,66,66,130,3506,1736,235,5476,889,1308,304,21,2529,34,63,97,2627,2762,227,5614,282,560,144,18,996,12,14,20,1023,3990,262,5270,59,158,48,9,278,0,7,7,282,4372,310,4966,16,61,20,12,111,0,0,3,115,8030,1375,9515,14126,15659,4704,544
10301,308,903,114,1328,30,74,6,3,113,0,0,0,118,797,82,999,9,29,5,7,52,0,0,0,52,1608,286,1948,4630,4637,481,191,9937,255,319,573,10512,6830,1461,18806,138,602,46,23,807,23,61,82,890,554,70,1509,502,538,64,17,1117,26,44,72,1190,188,93,1468,574,400,72,24,1067,13,19,33,1107,271,77,1455,575,490,114,16,1197,18,22,42,1234,242,80,1554,525,480,62,10,1087,17,26,42,1130,201,64,1393,610,408,34,16,1067,16,9,25,1094,191,90,1375,723,431,36,9,1189,15,10,29,1221,211,96,1524,699,444,45,8,1195,16,22,37,1230,282,86,1599,566,431,56,11,1067,21,17,35,1099,376,59,1529,365,403,48,9,829,8,16,23,856,627,83,1571,137,226,25,5,394,0,3,3,404,911,84,1396,54,88,16,3,154,0,0,6,155,1045,82,1282,14,48,4,10,74,0,0,0,74,1988,205,2270,5486,4983,625,150
10302,379,1226,163,1767,62,93,12,6,171,0,0,0,171,1082,166,1417,48,72,12,23,147,0,5,3,153,2649,466,3270,4567,4898,521,246,10231,361,298,664,10886,9519,2150,22556,155,496,31,30,712,25,46,73,783,559,130,1478,481,341,38,15,877,29,28,60,940,245,112,1302,516,407,83,16,1016,25,32,59,1076,287,114,1475,413,503,89,15,1019,23,26,47,1064,252,149,1467,514,488,57,10,1077,14,14,23,1107,269,146,1519,502,441,35,21,1001,24,25,47,1051,232,111,1389,627,484,38,19,1169,23,15,44,1212,252,117,1576,644,505,36,15,1206,19,21,39,1248,327,134,1713,569,560,36,12,1186,17,22,40,1224,474,146,1844,375,486,56,9,911,10,14,31,947,784,130,1857,185,267,27,9,487,7,9,13,499,1124,105,1730,67,136,8,8,218,0,0,0,218,1307,125,1653,49,80,17,16,157,0,3,8,165,2798,346,3306,5095,5192,551,208
10303,258,1089,188,1532,32,82,6,8,128,0,0,0,133,1002,140,1275,33,39,3,11,83,0,0,0,83,1851,296,2230,3447,4333,402,165,8338,309,287,595,8931,7997,1912,18845,101,400,55,18,573,21,59,77,647,483,66,1201,324,295,52,19,691,25,21,44,738,176,74,986,432,352,98,16,902,28,19,50,952,229,80,1262,362,492,104,21,972,21,11,36,1011,290,105,1403,363,486,67,15,940,13,17,30,969,257,88,1312,397,472,49,21,940,19,12,29,972,236,98,1297,552,484,41,13,1094,15,20,33,1124,270,110,1505,523,486,57,20,1084,18,24,43,1128,345,103,1576,484,509,76,17,1076,12,17,28,1104,530,117,1745,300,440,54,16,804,18,24,42,850,718,106,1675,110,205,21,5,345,0,5,6,352,1052,103,1505,37,87,8,6,137,0,3,3,145,1203,102,1440,27,53,10,8,99,0,0,0,99,2221,263,2589,4025,4749,710,185
