SA4_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
111,43407,4752,2114,265,37,50577,46221,3079,1654,40,26,51020,16180,5760,5356,183,70,27548,2470,1939,1737,3,9,6153,406,466,459,6,6,1343,5332,1081,937,49,34,7430,633,180,124,64,27,1015,122,39,46,0,0,212,25142,9456,8661,307,139,43711,1312,1056,340,19,19,2743,1177,330,240,25,32,1804,117250,18679,13011,653,257,149852
112,31839,4690,2096,1119,121,39865,25011,2779,1031,84,35,28943,7049,3726,2620,81,42,13520,897,829,361,0,4,2095,301,404,180,6,4,887,5122,1285,806,156,54,7418,610,229,123,382,50,1393,100,61,28,9,3,203,14078,6538,4118,627,152,25519,1455,500,335,75,22,2391,1191,291,178,82,30,1768,73590,14791,7760,1986,356,98479
113,20262,472,429,106,60,21330,17863,201,199,53,33,18348,6339,1084,2314,93,23,9849,1483,97,234,0,3,1822,156,122,128,0,0,407,3153,218,281,33,20,3714,929,56,98,58,22,1164,81,24,32,0,3,140,12143,1604,3080,186,73,17088,1332,203,92,15,28,1678,903,72,92,26,25,1121,52498,2562,3892,394,225,59571
114,25552,1412,266,686,113,28035,17448,435,134,47,22,18091,6478,1395,533,37,12,8453,692,255,69,0,0,1019,595,329,111,0,0,1044,2476,223,89,36,8,2830,575,52,18,115,26,783,52,28,10,4,4,90,10861,2278,829,182,58,14211,826,505,65,25,33,1454,734,119,33,46,75,1000,55428,4749,1330,992,293,62790
115,24313,1635,1323,80,38,27390,33532,2478,1438,19,54,37513,7691,1837,2612,14,36,12185,52,88,25,0,7,165,35,56,147,0,6,245,1668,223,280,8,17,2201,279,49,36,54,4,416,30,11,27,0,3,72,9759,2268,3120,67,65,15280,815,510,537,10,5,1880,588,91,97,4,9,791,69009,6977,6517,181,173,82862
116,22819,1501,405,10,11,24743,44781,5564,2162,29,91,52622,19765,4369,4455,52,62,28696,4466,1758,881,0,5,7113,356,256,181,0,0,791,3582,471,417,6,22,4502,658,108,72,0,5,843,152,52,37,0,3,242,28976,7012,6047,55,90,42182,831,364,105,0,8,1307,1400,266,197,0,18,1874,98799,14701,8917,100,213,122728
117,5832,6370,11281,103,39,23614,5045,8382,18465,104,41,32032,2231,8244,53634,747,259,65120,204,2084,5176,6,16,7489,89,202,1554,21,20,1893,614,1904,6236,207,76,9035,57,160,1111,37,35,1403,11,43,229,0,0,287,3207,12642,67934,1024,418,85223,181,325,1272,22,15,1818,186,282,1382,30,51,1929,14445,27999,100334,1282,556,144616
118,11528,6461,10576,192,15,28767,8004,6633,9779,131,18,24566,2121,3874,29073,586,55,35711,97,510,2564,0,8,3181,45,81,494,4,5,626,705,869,4482,126,22,6200,116,149,322,17,23,628,21,16,129,5,0,171,3099,5496,37067,735,114,46515,314,239,1301,25,10,1895,262,202,777,13,19,1274,23204,19029,59501,1097,185,103014
119,43395,7380,8731,158,24,59693,34679,9887,15775,144,54,60541,12786,5914,32451,540,173,51862,2414,2279,4065,3,13,8772,348,675,1131,11,9,2171,4075,1198,3644,150,55,9123,844,285,638,50,28,1851,117,61,203,8,5,391,20584,10416,42137,756,278,74172,1465,505,1113,33,16,3122,1577,464,1212,28,42,3326,101700,28653,68968,1112,424,200853
120,18581,5429,7921,123,16,32072,13668,6475,12649,150,24,32961,4760,4392,28896,628,134,38813,175,538,1698,0,4,2411,105,98,699,3,6,908,1280,846,3149,136,30,5445,158,142,608,25,22,957,28,16,136,3,0,180,6504,6024,35183,798,195,48709,488,245,982,23,8,1751,421,144,690,12,29,1293,39660,18317,57425,1105,276,116784
121,32808,4370,14582,52,26,51836,30562,3684,15683,71,24,50025,6761,2629,34548,210,88,44229,105,191,909,0,9,1215,88,150,777,3,7,1024,1829,554,4178,55,24,6646,170,45,412,14,13,655,31,14,139,5,0,185,8982,3590,40954,285,142,53949,800,275,1680,12,11,2781,464,96,655,10,23,1251,73621,12023,73552,428,228,159847
122,22679,2942,7100,83,35,32841,23438,2091,7357,56,26,32976,4627,1248,12434,155,50,18512,176,339,394,0,0,911,113,256,292,0,0,659,1888,389,2326,40,29,4675,149,111,160,17,10,452,53,28,75,0,0,154,6996,2367,15682,223,96,25365,500,758,990,11,4,2262,424,136,352,9,15,938,54040,8299,31478,388,177,94377
123,21111,1746,505,64,25,23453,38734,2708,776,6,30,42256,13157,2758,1805,45,37,17809,2892,1836,254,0,3,4987,271,305,112,0,6,694,2462,368,186,5,15,3033,356,55,38,42,4,495,80,32,9,0,0,125,19211,5356,2409,97,61,27138,814,655,322,3,10,1806,926,211,94,3,18,1263,80800,10684,4107,179,145,95914
124,31167,2035,736,121,38,34092,41074,3310,1326,13,26,45743,15919,4362,4214,64,56,24621,1480,1119,538,0,3,3141,421,520,462,10,3,1423,3392,496,372,18,27,4294,449,60,51,11,10,585,94,34,31,0,4,165,21761,6592,5662,100,106,34228,1057,280,231,4,12,1588,1035,182,143,0,30,1393,96097,12396,8104,241,207,117044
125,27260,3642,5031,40,21,35990,26352,7775,13782,73,63,48042,12067,6150,32962,201,221,51601,2330,2536,3253,0,19,8136,246,539,1298,0,6,2088,3609,1011,3030,68,61,7781,1014,396,664,23,37,2124,154,62,213,4,5,442,19423,10686,41419,294,349,72169,1085,374,1226,17,16,2723,1294,424,1074,14,39,2845,75417,22904,62524,443,487,161771
126,15586,2549,3200,9,9,21351,13225,2809,6554,17,16,22619,3709,2646,15602,78,41,22079,208,504,554,0,0,1270,135,238,482,0,14,868,1206,412,1549,16,25,3210,145,75,197,6,19,446,33,24,65,0,0,124,5438,3898,18448,104,100,27994,418,223,690,3,9,1334,308,103,313,13,13,743,34975,9579,29197,141,147,74041
127,31879,2027,1998,102,31,36043,42346,4383,3041,10,103,49881,18264,4282,9378,52,144,32129,3025,2393,1850,0,19,7280,436,523,690,0,8,1659,4173,621,1002,16,40,5852,1779,225,342,44,26,2416,196,52,104,0,3,357,27875,8099,13364,113,244,49695,1345,366,359,11,18,2095,1701,267,470,10,19,2470,105155,15142,19230,255,412,140189
128,21913,4072,4194,64,26,30269,22921,3856,5386,21,20,32207,3368,2035,8164,95,27,13696,212,639,670,0,0,1518,91,158,223,0,0,471,1050,336,978,40,11,2411,114,141,54,39,8,356,22,10,36,4,0,70,4852,3317,10121,184,53,18524,383,173,737,5,5,1297,419,143,213,8,14,800,50484,11559,20649,285,115,83097
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
