SA4_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
111,4497,4141,8639,11615,10642,22258,2638,2583,5219,1699,1638,3339,15978,14885,30861,7941,7647,15580,1979,2091,4063,1835,1804,3640,11754,11557,23312,591,656,1246,482,735,1216,1891,1094,2988,1759,2591,4353,14,16,30,4738,5091,9833,4256,5621,9877,1703,2175,3878,650,916,1566,1942,3359,5308,14,9,24,8568,12078,20650,13331,17189,30518,339,348,690,646,1044,1693,9,12,26,1003,1404,2406,8539,8580,17122,55098,57760,112854
112,2386,2183,4573,6052,5592,11644,2312,2263,4576,1362,1371,2734,9752,9238,18989,4168,3895,8068,2153,2216,4369,1323,1286,2613,7663,7411,15074,298,387,689,317,655,978,930,633,1560,1041,1813,2855,20,19,38,2610,3511,6121,701,1223,1918,507,982,1494,244,423,668,791,1871,2664,14,23,36,2255,4517,6779,4876,8043,12913,170,225,398,412,764,1179,18,17,25,599,1003,1603,9847,10086,19928,35118,37964,73082
113,1867,1790,3656,4725,4330,9054,1863,1911,3767,503,467,968,7092,6710,13810,3002,3032,6036,1688,1776,3461,588,610,1195,5286,5422,10702,260,216,476,164,296,467,877,551,1422,660,1194,1857,11,7,14,1972,2266,4235,604,1307,1907,235,471,709,139,291,428,474,1071,1550,7,6,13,1457,3141,4597,3433,5414,8843,199,158,360,214,394,616,9,6,11,428,561,991,6852,5676,12525,24955,25565,50524
114,1648,1490,3139,4404,4082,8487,679,674,1348,797,844,1639,5894,5606,11497,2761,2587,5351,892,939,1835,874,1115,1994,4537,4653,9188,162,221,386,123,237,356,742,403,1144,579,1145,1728,8,12,23,1620,2023,3643,441,732,1174,231,456,693,94,171,267,399,852,1248,7,3,5,1177,2217,3390,2798,4242,7038,138,128,262,162,381,548,9,11,13,310,516,824,5541,4839,10385,20727,21346,42073
115,3161,2959,6124,9852,8979,18828,2026,1975,3998,1831,1713,3548,13725,12681,26409,5697,5186,10885,2689,2749,5443,2785,2621,5412,11184,10575,21754,343,466,808,273,491,764,1321,527,1850,899,1683,2579,14,3,17,2852,3172,6022,3955,4505,8465,754,943,1705,614,631,1243,1086,1628,2718,14,12,29,6428,7723,14152,9293,10909,20200,305,289,588,482,681,1163,0,15,20,792,975,1766,3756,3805,7557,41914,41906,83814
116,4864,4444,9306,14323,13379,27697,4078,4149,8224,2079,2105,4181,20516,19660,40172,8628,8328,16956,3973,3771,7743,1903,1793,3701,14526,13919,28446,836,780,1619,857,1383,2241,1276,785,2062,1659,2797,4450,25,17,39,4651,5760,10408,4673,5616,10291,1458,2038,3500,672,786,1464,1373,2057,3433,19,28,48,8205,10526,18733,12883,16342,29225,1145,903,2050,1056,1340,2396,27,25,54,2228,2267,4501,12338,10923,23256,67359,67551,134907
117,2173,1970,4146,4551,4331,8885,1248,1234,2476,689,664,1360,6499,6237,12733,2559,2365,4929,1258,1377,2632,1022,903,1925,4861,4648,9508,599,773,1368,1683,2201,3885,713,557,1273,2499,3069,5570,15,20,39,5502,6626,12130,6930,8237,15175,4030,4169,8196,685,824,1515,3088,3716,6803,37,21,60,14777,16971,31747,20300,23629,43927,1492,1893,3388,2034,2503,4541,28,15,41,3562,4408,7970,11455,9568,21020,48848,50468,99314
118,2624,2408,5028,4580,4413,8992,1666,1741,3405,2668,2470,5144,8934,8643,17572,1712,1644,3356,1920,2123,4041,3731,3468,7192,7376,7243,14621,265,312,576,446,766,1215,538,337,880,1419,2049,3467,10,15,21,2683,3479,6160,4479,4979,9461,1672,1957,3626,441,539,982,1535,2377,3910,26,21,45,8151,9877,18029,10858,13371,24224,354,382,738,860,1260,2122,18,14,30,1237,1656,2889,7883,7348,15228,38906,40662,79570
119,6125,5436,11563,15161,13648,28815,5390,5263,10656,3444,3530,6974,24046,22488,46529,11070,10184,21254,5088,5242,10333,3113,3251,6361,19320,18706,38023,1592,1215,2804,2092,2484,4579,2068,928,2990,2798,4044,6837,52,47,97,8596,8709,17304,9429,10382,19811,3745,3595,7336,1198,1296,2497,2124,2949,5074,46,37,88,16537,18269,34804,25208,27034,52247,2117,1703,3818,1951,2478,4426,51,43,95,4112,4231,8345,18928,18579,37506,97740,96472,194216
120,2852,2611,5466,6601,6352,12953,2393,2420,4819,1104,1218,2323,10119,10003,20120,3430,3509,6937,2547,2586,5135,2167,2081,4249,8158,8187,16342,785,645,1427,982,1258,2242,809,445,1253,1447,2100,3547,15,8,31,4034,4461,8493,5385,5776,11156,2270,2522,4790,804,729,1530,1884,2750,4632,33,32,63,10375,11798,22170,14437,16281,30715,1066,939,2007,1182,1533,2719,17,16,35,2273,2488,4761,6910,6802,13711,44746,46379,91121
121,4845,4360,9202,13184,12318,25499,2317,2298,4616,3288,3236,6528,18811,17878,36688,6551,6100,12658,3115,3003,6121,6077,5885,11959,15767,15003,30774,453,466,920,602,1004,1606,866,471,1345,1591,3074,4670,8,4,14,3527,5021,8549,7120,7361,14478,1695,2293,3986,869,911,1783,2555,3748,6295,23,31,52,12261,14341,26602,15805,19380,35178,484,579,1064,1061,1602,2662,11,16,26,1557,2200,3757,6083,6802,12887,62871,65616,128492
122,3225,3010,6237,8590,8173,16760,1674,1477,3148,1461,1285,2750,11741,10935,22675,5101,4801,9896,2557,2402,4964,2555,2590,5149,10223,9804,20031,350,337,686,290,437,733,1252,563,1817,1138,1673,2813,12,8,19,3054,3024,6078,3179,3638,6819,589,889,1479,484,594,1078,1046,1893,2940,8,20,23,5304,7042,12348,8370,10073,18444,222,259,483,574,823,1399,6,0,8,796,1087,1884,4325,4695,9018,38681,39611,78289
123,3856,3483,7344,10547,9944,20491,2230,2331,4562,1936,1914,3848,14747,14212,28953,6600,6229,12830,2648,2705,5356,1616,1679,3293,10885,10633,21514,417,533,943,405,748,1148,1540,749,2283,1085,1892,2976,20,14,29,3457,3925,7384,2344,3320,5666,732,1191,1925,372,553,928,871,1593,2462,10,11,28,4339,6667,11000,7817,10621,18436,372,455,832,502,809,1315,6,3,15,884,1272,2158,7457,7828,15287,45646,48048,93699
124,4089,3657,7747,10737,10141,20879,2499,2563,5060,1678,1544,3226,14937,14272,29201,6333,6320,12651,3130,3075,6202,1770,1614,3384,11246,11026,22269,503,683,1187,410,813,1223,1814,940,2761,1268,2371,3638,17,16,28,4008,4830,8841,2155,3113,5272,774,1324,2097,443,626,1074,1173,2406,3582,8,16,27,4556,7491,12050,8586,12336,20920,381,388,768,561,904,1463,14,13,25,955,1302,2257,8917,8896,17811,48727,51485,100213
125,5039,4542,9589,14544,13731,28268,4155,4088,8241,1943,2041,3982,20695,19896,40590,9050,8497,17543,3883,3813,7694,1928,1950,3879,14889,14274,29169,1435,1129,2563,1789,2324,4114,1358,786,2146,2260,3601,5864,27,28,48,6869,7863,14730,7693,8264,15958,3500,3512,7012,1027,1068,2093,1919,2568,4489,56,45,96,14193,15460,29652,21130,23386,44512,2252,1750,3999,1862,2045,3909,48,35,86,4166,3839,8004,18451,15353,33811,84373,81295,165672
126,2114,1927,4041,6156,5793,11950,1361,1342,2704,748,660,1409,8274,7813,16086,3489,3425,6916,1696,1511,3205,1233,1134,2365,6426,6082,12510,254,288,546,463,714,1181,432,200,634,982,1668,2649,3,6,17,2146,2876,5023,3985,4223,8208,1475,1686,3160,509,453,958,1119,1578,2699,27,22,41,7116,7952,15066,9268,10846,20111,335,381,722,607,804,1405,6,5,14,944,1194,2137,3705,3949,7644,30725,31804,62528
127,4821,4265,9092,14334,13207,27540,4950,4866,9820,2586,2598,5183,21933,20732,42665,11702,10891,22590,4287,4454,8742,2286,2388,4677,18326,17779,36106,1024,1086,2116,1061,1832,2896,1730,696,2422,1723,2766,4494,31,39,68,5570,6419,11988,5802,7780,13584,1377,1819,3194,841,992,1830,1200,1920,3114,30,42,75,9249,12542,21792,14874,19037,33911,930,1111,2044,1178,1842,3021,45,47,91,2157,3001,5152,14410,14042,28453,76521,78856,155375
128,2882,2649,5533,7249,6543,13792,2234,2139,4371,553,532,1089,10047,9225,19267,5162,4944,10098,2117,2136,4254,872,952,1823,8164,8033,16192,272,398,674,239,348,586,1612,564,2176,904,1397,2295,10,11,21,3036,2718,5752,2189,3077,5266,458,646,1109,381,487,870,936,1571,2511,8,9,11,3974,5796,9770,7011,8523,15537,148,162,312,379,594,974,8,5,11,536,760,1299,3707,4043,7754,32347,33231,65578
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,37,31,72,109,126,237,14,12,30,20,17,36,146,161,310,73,93,167,15,15,34,19,8,29,107,124,229,13,16,31,11,34,46,16,20,31,38,54,96,0,0,0,84,123,205,37,60,96,25,50,74,10,7,17,23,44,67,0,0,3,97,158,254,176,286,459,14,19,31,14,24,37,0,0,0,28,43,68,2245,1516,3758,2746,2157,4898
