SA4_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
111,191024,199494,390519,10863,10376,21240,23912,22470,46382,11440,11018,22461,13392,13019,26409,25795,26202,51995,23791,24749,48540,23587,24609,48194,22868,24563,47431,19845,21827,41675,11539,13781,25316,3991,6888,10881,182804,192046,374849,8226,7451,15674,9519,9683,19202,174,171,347,160,157,323,9854,10015,19871,159619,166217,325835,23518,25405,48930,168671,175875,344550,14052,15277,29322,173916,182153,356062,3612,3452,7061,22776,21434,44204,8386,8442,16831,5271,6016,11285,6465,9787,16257,74430,83483,157912,11505,10134,21639,43625,44314,87938,11931,13150,25079,5632,5850,11479,631,681,1310,178655,186948,365600,10176,10983,21162
112,124435,132624,257061,6283,5978,12261,15739,14824,30559,7067,6668,13741,5689,5582,11273,12195,13567,25763,14186,15808,29993,15829,17344,33175,17933,19570,37504,17291,17945,35234,9007,10213,19222,3212,5124,8337,118948,127511,246456,5488,5119,10602,5237,5492,10734,230,206,434,329,319,648,5788,6021,11809,97834,103371,201202,16664,19133,35793,108714,115252,223964,6124,7586,13712,109349,116482,225834,1895,1812,3708,14208,13379,27588,4771,4768,9536,1357,1800,3158,3006,6091,9094,45029,53217,98248,7904,7813,15717,28147,29412,57558,7618,7486,15105,4440,4099,8539,294,294,588,113185,121031,234222,12065,12574,24641
113,81361,82302,163656,5153,5056,10215,11141,10644,21787,5390,5079,10463,5102,4933,10028,10566,10387,20957,9448,9604,19057,9598,9751,19343,10113,10311,20423,8481,8555,17036,4772,5323,10095,1594,2660,4250,77724,79204,156929,3631,3096,6729,5248,5239,10493,100,79,181,81,78,161,5426,5402,10822,65509,67129,132633,9789,9438,19228,66639,69141,135786,7976,7720,15700,69358,71971,141325,1456,1477,2929,10196,9724,19913,3518,3576,7100,1122,1713,2832,1797,3390,5183,23889,29227,53116,5136,4996,10138,19755,18366,38124,5537,5095,10630,3814,3093,6908,465,529,993,72367,74923,147288,9928,7709,17632
114,78909,82094,161006,4095,3897,7999,9255,8845,18105,4342,4072,8411,3604,3294,6898,7883,7874,15749,8073,8377,16449,9197,9816,19016,11094,12184,23275,11921,12922,24844,7274,7720,14997,2168,3093,5266,75095,78700,153801,3819,3391,7204,4043,3917,7952,81,72,152,70,76,154,4193,4062,8257,62396,64668,127062,11612,12487,24099,69347,72771,142120,4200,4775,8976,70246,73788,144032,1323,1220,2541,8519,8182,16705,2965,2978,5944,835,1031,1872,1518,3081,4593,27418,31800,59213,4671,4600,9274,19500,19847,39346,5589,5556,11144,2849,2630,5478,236,193,427,72164,76259,148419,7109,6392,13501
115,130838,133529,264371,7422,7055,14477,20547,18946,39492,9541,8733,18272,8268,7423,15695,12638,13243,25876,18740,20478,39217,18399,19362,37757,15257,15885,31141,11728,12546,24274,6282,6844,13127,2000,3020,5023,128243,131171,259415,2594,2361,4951,1331,1272,2608,30,18,45,36,25,61,1394,1313,2716,80900,80112,161016,46819,50316,97138,83665,82817,166485,43284,46787,90072,113953,114807,228758,2591,2499,5092,19843,18324,38174,8219,7742,15962,3987,4000,7984,3467,5492,8962,68482,73437,141918,5516,5073,10593,18148,18001,36147,4602,4419,9019,2172,2281,4451,442,614,1057,126435,129044,255478,3744,4406,8155
116,200107,200894,400997,15582,14713,30296,31144,29637,60788,12713,11798,24508,14003,12680,26679,29238,30979,60222,34363,33967,68328,24114,23831,47949,18686,19412,38101,12850,14402,27249,5840,6700,12543,1569,2770,4339,196772,197915,394688,3332,2980,6312,5571,5780,11349,103,121,219,136,129,267,5800,6029,11835,101497,99764,201256,88022,90811,178836,95523,94318,189840,91630,94957,186579,158940,159872,318806,4207,3963,8173,28779,27433,56216,9751,9571,19316,5451,5613,11071,6726,9945,16672,93578,97794,191368,8368,7769,16135,26188,25079,51268,7346,7376,14718,5235,6244,11484,1632,2329,3963,188426,190326,378758,11322,10470,21794
117,170509,160839,331340,7039,6556,13593,9904,9328,19229,4990,5183,10170,15119,16034,31157,48734,47081,95819,31732,27437,59167,20560,17551,38106,15617,13673,29296,10108,10113,20220,5139,5585,10722,1566,2297,3864,163705,154078,317790,6803,6750,13556,2401,2401,4805,67,55,121,54,65,121,2520,2531,5049,83946,76514,160464,75642,75275,150908,103357,90425,193782,55441,60540,115981,118961,110865,229826,1883,1808,3691,9208,8739,17945,4065,4427,8487,8070,9090,17161,14128,16780,30906,117726,112922,230648,5920,4647,10568,11400,9689,21083,2818,2738,5555,2823,3413,6236,1341,1742,3086,152509,145636,298147,21126,15216,36351
118,126084,135328,261410,6777,6484,13267,13598,13156,26754,6387,6050,12440,7711,8369,16077,23714,26626,50336,19508,20477,39986,16525,17501,34027,13135,13750,26890,9967,11289,21255,6207,7641,13846,2553,3986,6538,120707,129411,250114,5380,5920,11294,1399,1288,2688,36,32,73,40,57,90,1471,1377,2853,71917,75139,147059,47886,53870,101760,90346,95103,185450,27814,32945,60760,98918,106954,205874,2181,2117,4293,12887,12509,25396,5524,5419,10940,4300,4659,8959,6090,8572,14662,80136,89322,169459,4224,4001,8218,8904,9546,18452,2585,2702,5283,1742,2181,3918,448,569,1020,114061,124051,238111,9721,8870,18594
119,301606,303505,605118,19082,17677,36759,37176,34848,72027,17534,16132,33668,22407,20323,42735,49056,47425,96482,42209,42217,84427,35979,38350,74330,33625,35109,68740,24305,26240,50540,14268,16349,30611,5962,8839,14802,295112,297171,592284,6494,6341,12836,1980,2149,4132,78,78,158,47,79,124,2102,2310,4410,149377,147065,296441,135551,140454,276008,112991,108356,221348,169416,175823,345241,233121,238537,471661,5304,4881,10187,34218,32190,66403,14229,13801,28027,11103,10291,21393,13797,16598,30396,154935,157824,312752,11742,10586,22327,34816,34111,68926,9730,10034,19771,11458,13941,25402,5152,6905,12053,283304,284886,568189,16909,17368,34281
120,148502,156267,304771,8005,7583,15584,15195,15010,30206,6876,6655,13528,11632,10827,22463,28465,28691,57158,23027,23454,46480,18562,20774,39339,15994,17608,33603,11551,13458,25007,6502,7902,14410,2701,4294,7002,144537,152056,296590,3968,4215,8180,1004,1045,2041,46,45,86,41,37,82,1091,1120,2210,78793,82071,160859,63284,67934,131221,81792,82962,164752,59650,66292,125936,113492,121417,234905,2510,2328,4834,14457,14365,28827,6023,6041,12064,6674,6234,12913,8114,10552,18672,92998,98810,191806,5017,4441,9456,11878,13091,24968,3377,3508,6884,3700,4799,8496,1374,1932,3297,139643,147305,286948,7882,7950,15826
121,204179,219868,424045,11192,10490,21684,27991,26520,54512,12543,11740,24286,11377,10928,22306,24907,27434,52341,31365,35097,66457,28692,31910,60609,23257,25256,48514,17682,20721,38403,11000,13097,24095,4163,6679,10839,197850,213011,410860,6323,6859,13187,772,712,1483,37,32,71,17,24,43,830,768,1600,116506,118908,235420,82025,94734,176754,135851,138576,274429,61821,74074,135902,168961,177725,346683,3992,3748,7736,27101,25711,52807,11480,10909,22389,6637,6433,13070,7517,11966,19481,132565,144043,276608,6570,7114,13683,12859,16305,29164,4186,4709,8891,2140,2548,4683,676,1028,1702,194518,208927,403444,7660,9232,16889
122,128929,134623,263554,7237,6930,14169,17828,16735,34559,8455,7811,16263,7175,6568,13740,14025,14847,28875,16976,18526,35504,19374,20634,40004,16041,16436,32479,11509,12706,24219,7559,8939,16501,2746,4499,7243,124781,130482,255264,4149,4142,8292,859,743,1600,33,27,58,32,16,52,917,791,1706,87047,88827,175873,37981,41698,79681,105476,107883,213359,18975,22075,41049,111868,116365,228235,2614,2513,5125,17217,16158,33374,7298,6994,14299,3574,3430,7001,3623,5795,9418,72668,77322,149994,5774,5488,11260,15102,16797,31897,3768,3987,7752,1888,2040,3920,421,510,925,122663,127790,250446,4691,5482,10172
123,146172,151122,297292,11249,10807,22056,22668,21623,44287,9924,9383,19300,9528,9020,18548,19609,21602,41205,21206,22092,43295,18125,18559,36693,15445,16806,32242,11703,12758,24464,5419,6100,11516,1305,2372,3676,142889,147991,290878,3280,3138,6412,5612,6008,11625,105,101,198,88,90,185,5806,6202,12008,100855,102815,203669,38529,41266,79795,102112,103908,206014,36444,39045,75485,127716,131173,258886,3219,2990,6207,21080,20094,41171,7247,7308,14552,2921,3368,6290,3657,6393,10052,55242,62980,118222,8206,7521,15732,29876,28153,58031,7675,7706,15378,3993,4214,8208,815,1086,1905,138830,143214,282047,6814,7462,14275
124,163198,168862,332056,11415,10601,22020,22939,21833,44777,10537,9883,20422,10590,9985,20581,22259,23544,45804,22427,23317,45750,20695,21612,42308,18613,20148,38760,14801,16254,31058,7046,8305,15357,1858,3370,5235,159004,164979,323988,4188,3884,8072,7329,7489,14815,131,109,233,103,105,213,7558,7701,15262,121920,124860,246776,33385,35793,69180,130260,133456,263716,23954,26340,50298,144113,148967,293080,3354,3136,6490,21446,20387,41834,7678,7584,15260,3122,3594,6718,4164,7836,11998,61819,71812,133632,9376,8673,18051,35611,33713,69319,8683,8437,17123,4501,4577,9081,710,835,1549,153599,159281,312881,9240,9481,18726
125,251582,241931,493515,16976,15915,32892,31484,30113,61601,13071,12104,25171,19333,16711,36044,48038,44316,92360,41971,37869,79837,27963,27662,55620,23899,24695,48592,16706,17808,34513,8948,10057,19004,3190,4676,7867,246821,237541,484364,4759,4390,9143,1799,1700,3495,78,80,157,37,47,93,1915,1829,3742,104488,101691,206180,131361,126310,257673,82065,77657,159729,150314,147735,298045,173185,173505,346689,4430,4142,8568,28724,27553,56275,10578,10267,20847,9719,8858,18581,12314,14990,27305,132055,129021,261081,8810,7606,16415,24680,23431,48110,7503,7413,14914,8149,8730,16881,4991,5677,10667,233746,226591,460337,17679,14953,32629
126,98378,103659,202038,5431,5327,10759,12185,11486,23661,5321,5009,10329,6629,6330,12954,15762,16598,32358,15631,16348,31980,12028,12897,24919,10826,11905,22731,8217,9222,17441,4394,5375,9771,1960,3173,5131,95765,100873,196640,2615,2786,5399,395,389,785,18,18,41,16,19,29,428,424,860,49461,49105,98562,45775,51305,97075,48561,47937,96502,45948,51602,97548,75938,78171,154107,1805,1725,3529,11701,11053,22755,4852,4597,9447,3873,3808,7679,4771,6635,11403,62421,65814,128241,3026,2959,5984,7248,8514,15769,2200,2474,4672,1609,2098,3710,643,941,1584,93404,98310,191715,4386,4752,9140
127,234934,239498,474430,16581,15534,32111,34479,32407,66887,16584,15533,32117,16709,15974,32683,33171,34839,68011,31785,33683,65464,28957,30555,59513,27154,27572,54724,17915,19334,37252,8733,9739,18477,2865,4325,7189,230040,234974,465020,4892,4526,9418,2944,3194,6138,68,65,130,60,61,124,3071,3328,6396,114387,110226,224620,107911,117165,225072,85085,80512,165599,134581,143601,278177,192056,195028,387076,4155,3845,8002,31536,29792,61327,12753,12845,25603,6404,7176,13577,7100,10983,18077,99610,105120,204738,11189,9736,20931,31180,28552,59729,9910,10167,20073,11761,14333,26101,7707,11174,18884,221578,226718,448294,12880,12342,25225
128,112258,117352,229604,6805,6477,13283,15129,14002,29130,7231,6769,14006,6626,6287,12920,12886,13459,26347,14641,15853,30496,15403,16407,31812,13833,14640,28471,10933,11948,22879,6318,7521,13841,2445,3988,6432,109201,114538,223743,3049,2818,5869,1596,1525,3122,46,25,74,32,37,66,1677,1586,3258,88278,90598,178874,20719,23575,44294,93960,96269,190233,14575,17112,31685,103234,107293,210523,2388,2283,4673,14581,13553,28133,6120,5938,12056,2673,2857,5530,2845,4532,7383,53821,59483,113301,5835,4815,10651,20651,21035,41685,4273,5014,9287,1944,2230,4176,341,377,715,107474,112280,219755,3571,4306,7881
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,32
199,6375,4997,11371,258,203,460,382,412,798,253,279,532,411,418,829,1164,1022,2187,1108,749,1859,1010,666,1678,949,698,1648,648,404,1055,166,104,277,19,32,49,0,0,0,6375,4997,11371,670,510,1175,11,7,20,24,11,35,712,527,1236,3314,2601,5912,971,936,1908,3530,2889,6417,576,579,1150,3621,2947,6569,33,29,65,210,218,425,78,108,188,59,75,130,121,208,337,1648,1674,3320,293,234,526,1083,798,1883,351,226,576,225,103,332,41,28,75,0,0,0,0,0,0
