SA4_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
121,17,20,95,125,220,395,868,923,722,3382,3,13,186,225,208,268,308,261,220,1696,522,643,2028,2133,1644,1419,1592,1595,1494,13080,7918,22278,52312,66430,60576,48473,38361,24075,10835,331257
122,16,23,64,141,168,338,687,907,645,2995,6,15,53,111,161,142,138,156,139,923,396,435,1224,1215,1204,1024,1054,1279,1186,9015,5712,13721,28865,35488,39979,32464,24193,16486,7238,204156
123,65,70,319,471,747,1513,2166,1507,666,7522,14,29,167,190,271,402,395,287,140,1898,890,933,2223,2249,1725,1514,1542,1421,867,13370,8783,18519,41150,43228,36639,32204,24431,11511,3674,220143
124,87,68,342,415,715,1479,2497,1727,879,8223,15,27,146,194,230,252,305,257,122,1547,977,1219,2982,2696,2156,1782,1767,1675,1172,16438,9234,20547,45778,45728,42284,38735,31032,15343,5233,253931
125,50,173,1044,1604,2145,2883,3770,3067,1533,16276,35,228,1385,1478,1659,2057,1768,1311,733,10666,1480,2824,7797,6043,3778,3163,2497,1919,1380,30878,10899,35840,92174,79691,55498,48469,34417,18956,7854,383805
126,10,16,65,115,172,433,860,918,695,3281,7,34,203,167,159,250,261,276,225,1584,254,495,1507,1251,827,839,778,797,898,7644,3862,12943,32336,31962,24902,22695,17398,9760,5123,160965
127,129,274,1321,2515,3483,5283,6018,4340,2040,25406,43,283,1403,1820,2964,4675,3837,2438,1405,18867,1697,1825,4270,4172,3370,3377,2743,2095,1295,24844,14063,32437,67829,65292,59322,54553,37151,18442,7185,356270
128,20,9,54,93,173,353,910,1065,776,3455,6,18,47,74,68,99,143,168,101,716,307,335,970,975,918,781,873,1052,1127,7340,5628,12908,26341,30493,31803,28452,22855,13830,6426,178732
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,12,7,37,52,60,50,73,33,0,318,0,3,9,15,7,14,10,5,4,75,176,272,752,787,651,467,208,66,18,3408,409,824,2186,1856,1677,1649,1055,277,49,9981
