SA4_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
101,123,108,1162,1216,311,2024,161,1415,137,6661,431,756,1901,1578,895,1016,410,1138,146,8272,2399,4341,3939,2670,2497,1396,1125,2077,467,20916,4068,4846,3002,2466,2926,1154,1109,1793,443,21812,5001,4831,2957,2732,3691,1390,1456,1960,477,24506,4014,3816,2350,2374,3078,1372,1614,2224,404,21250,1839,1252,588,515,867,443,500,613,156,6761,559,137,63,33,78,55,50,93,62,1124,70,17,6,0,11,0,0,5,15,123,18509,20098,15965,13591,14350,8853,6422,11323,2311,111423
102,173,177,1380,1502,285,3265,522,2353,158,9822,587,1379,2679,2770,1152,1951,733,1729,221,13198,2783,6842,5283,3917,3350,2061,1463,2407,494,28595,5014,8130,4676,3538,4283,1934,1616,2216,552,31960,5313,7268,4119,4005,4978,2176,2098,2742,564,33265,3586,5175,3139,3209,4430,1856,2049,2574,350,26378,943,1568,707,636,1137,537,490,580,135,6729,166,187,67,30,124,71,46,55,66,815,17,9,4,0,3,6,0,0,30,73,18585,30741,22054,19613,19738,13860,9014,14666,2564,150834
103,113,115,1022,1130,232,1760,204,1452,122,6157,377,789,1760,1669,637,931,536,1124,128,7955,1945,3992,3504,2529,1811,1312,1615,1834,293,18837,2858,3908,2689,2148,2185,1047,1662,1617,331,18450,3479,3589,2460,2260,2686,1061,1941,1911,336,19736,3132,2778,1970,1765,2442,965,1785,2073,230,17133,1802,937,514,404,690,314,545,577,130,5907,627,105,55,34,82,48,71,92,77,1194,93,4,8,3,7,4,0,10,25,151,14418,16221,13982,11938,10779,7439,8364,10694,1672,95519
104,77,39,571,662,127,1333,135,937,63,3935,200,321,897,931,363,646,191,674,85,4296,937,2185,1818,1656,1028,775,522,1358,190,10459,1601,2705,1527,1673,1393,742,552,1203,213,11613,2008,2764,1544,1788,1801,866,736,1383,232,13121,1625,2256,1283,1637,1678,900,849,1417,162,11811,690,754,303,303,476,256,258,378,65,3493,171,62,19,16,38,18,28,34,31,413,15,5,0,0,4,4,3,3,15,45,7321,11078,7952,8659,6904,5548,3280,7392,1056,59192
105,47,38,485,512,85,902,111,671,65,2924,211,446,805,774,329,388,255,562,86,3853,1089,2321,1717,1810,1078,734,801,1231,200,10987,1451,1854,1249,1335,1051,543,691,868,186,9232,1836,1603,1048,1239,1217,518,786,930,175,9358,1932,1329,940,1092,1235,573,894,1013,174,9188,984,420,286,255,366,191,326,331,71,3237,340,42,23,14,54,27,30,59,43,635,52,6,0,0,3,5,3,4,16,86,7947,8059,6562,7048,5432,3870,3904,5672,1013,49502
106,156,136,1454,1565,293,2769,373,2158,156,9055,500,893,2780,2525,1004,1536,791,1655,197,11892,2295,4562,6020,3736,2966,1936,2730,3010,494,27743,3393,4758,4737,3211,3314,1606,3340,2433,491,27278,3691,4168,4081,3264,3741,1699,3538,2676,500,27361,2813,3175,2991,2355,2953,1449,2735,2398,340,21230,1032,971,529,466,742,329,655,558,120,5410,266,119,46,30,89,46,67,70,48,777,45,3,5,4,3,4,0,6,20,85,14197,18787,22649,17155,15114,11377,14224,14962,2359,130822
107,121,208,1537,1548,399,2611,343,1855,122,8748,621,2110,2904,3316,1524,2025,685,1498,243,14921,2908,9177,5332,4071,3388,1853,1716,2039,478,30958,4478,8519,4098,3361,3921,1611,2043,1886,483,30415,4526,6952,3741,3481,4565,1722,2197,2293,480,29962,2915,4789,2846,2544,3340,1367,1911,2209,322,22235,665,1303,508,433,765,328,385,478,82,4946,101,144,38,24,50,27,32,53,32,498,13,3,6,4,0,6,3,0,8,48,16349,33202,21006,18777,17957,11553,9314,12310,2260,142732
108,103,70,869,1156,189,2005,163,1388,125,6073,286,533,1305,1506,505,883,283,849,116,6266,1177,3000,2467,2289,1311,1077,652,1526,228,13725,2078,3575,2319,2292,1788,1108,756,1491,291,15694,2690,3793,2454,2955,2518,1384,1182,1932,323,19237,2517,3336,2118,2627,2555,1421,1419,2171,296,18458,1121,1117,569,510,697,422,403,572,127,5550,346,114,50,29,84,37,45,72,96,870,34,8,3,4,3,4,0,6,28,100,10356,15554,12155,13373,9651,8340,4899,10014,1630,85976
109,92,40,615,620,129,1151,81,814,80,3620,264,420,1038,952,364,523,241,665,85,4549,1201,2222,1967,1432,962,686,695,1146,170,10473,1869,2302,1457,1175,1238,576,679,1047,174,10517,2203,1956,1313,1297,1610,722,840,1199,198,11343,2056,1617,1117,1095,1529,697,1039,1315,194,10667,970,515,329,283,488,252,367,397,86,3699,271,54,27,12,62,30,39,74,52,615,37,5,0,0,0,5,0,5,13,64,8953,9128,7874,6876,6389,4639,3989,6652,1054,55555
110,130,94,826,866,204,1617,202,1202,112,5255,347,664,1250,1175,540,791,446,1191,108,6515,1605,3209,2492,2048,1488,1050,1252,2314,258,15719,2364,3197,2004,1698,1704,871,1182,1817,216,15053,3094,2938,1609,1874,2046,1018,1291,1771,248,15890,2988,2409,1497,1548,1972,918,1452,1837,243,14862,1840,851,444,355,622,281,484,560,123,5565,605,91,58,24,85,34,76,87,74,1142,89,4,3,0,4,0,5,9,23,142,13063,13456,10176,9603,8680,6589,6380,10800,1408,80142
