SA4_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
111,..,114,32,142,0,142,..,2679,866,3542,34,3578,..,278,42,322,0,321,..,554,16,571,13,585,..,835,30,859,20,880,..,918,148,1066,8,1071,..,427,37,466,3,468,..,232,19,250,0,250,..,664,36,695,8,703,..,671,43,708,7,714,..,576,40,615,7,626,..,235,11,247,0,247,..,637,36,668,15,682,..,119,0,121,0,121,..,3560,219,3777,38,3820,..,1063,113,1173,18,1185,..,345,41,390,3,390,..,119,34,150,0,150,..,482,145,632,3,634,..,1290,225,1514,9,1522,..,665,57,721,8,730,..,334,33,364,4,364,..,451,40,494,4,501,..,415,28,441,9,450,..,255,32,287,6,291,..,329,24,351,4,359,..,302,69,368,8,373,..,525,19,548,3,551,..,329,34,360,4,359,..,669,22,690,8,698,..,289,14,308,6,314,..,1812,96,1903,21,1922,..,1064,103,1165,12,1176,..,393
112,..,21,5,26,0,26,..,544,156,699,12,710,..,50,7,53,0,53,..,862,36,896,18,910,..,1131,23,1153,16,1165,..,191,4,198,5,207,..,39,0,43,0,43,..,52,4,51,0,51,..,149,5,154,0,154,..,156,3,158,0,164,..,590,65,653,12,665,..,43,0,45,0,45,..,48,3,52,0,52,..,35,0,33,0,33,..,1104,89,1196,12,1207,..,845,71,916,13,926,..,596,117,713,6,721,..,25,0,32,0,28,..,79,23,112,3,107,..,22,0,26,0,26,..,155,10,170,0,171,..,52,8,60,0,60,..,134,9,139,0,138,..,911,31,944,10,957,..,136,11,146,0,146,..,44,0,44,0,44,..,34,3,37,0,37,..,307,9,315,6,316,..,139,9,149,0,147,..,322,15,335,3,339,..,98,5,105,0,105,..,867,35,903,5,914,..,1166,52,1220,8,1225,..,47
113,..,19,19,38,0,39,..,677,579,1258,9,1275,..,38,3,42,0,42,..,93,3,97,0,99,..,142,8,157,0,155,..,140,13,151,0,151,..,139,11,149,5,150,..,740,334,1071,7,1082,..,246,33,280,0,280,..,231,11,240,0,245,..,1226,283,1512,16,1531,..,146,7,149,0,149,..,229,19,253,0,250,..,60,4,62,0,62,..,3018,701,3719,34,3755,..,1454,257,1710,20,1730,..,48,5,53,0,52,..,8,3,15,0,15,..,60,22,82,0,87,..,19,0,22,0,22,..,603,58,661,5,674,..,74,9,82,5,89,..,32,0,32,0,29,..,64,6,65,0,65,..,39,0,39,0,39,..,375,39,418,12,435,..,21,3,27,0,31,..,445,17,465,3,464,..,62,5,70,0,70,..,441,21,463,5,463,..,295,93,389,3,391,..,1246,136,1379,7,1388,..,285,38,318,0,318,..,180
114,..,23,6,27,0,27,..,533,187,720,12,736,..,191,19,213,0,212,..,266,3,275,4,272,..,462,14,473,0,473,..,442,62,500,10,505,..,55,5,55,0,55,..,122,15,137,0,140,..,196,10,204,3,202,..,566,26,593,3,601,..,218,30,242,0,242,..,60,0,59,3,65,..,93,0,95,0,100,..,18,0,19,0,18,..,1324,87,1405,15,1419,..,544,34,577,4,584,..,119,15,132,4,136,..,26,4,31,3,35,..,74,33,105,0,104,..,110,6,116,0,121,..,165,21,181,0,181,..,60,12,73,0,73,..,102,12,118,0,115,..,120,4,120,0,123,..,81,9,92,4,91,..,31,0,31,0,31,..,84,14,94,0,94,..,192,5,197,3,204,..,86,3,85,0,85,..,332,5,338,0,340,..,76,3,82,0,82,..,677,18,698,4,705,..,458,44,501,10,513,..,56
115,..,590,116,711,4,716,..,22045,6039,28084,258,28341,..,760,61,824,15,838,..,418,4,422,6,432,..,531,12,544,6,549,..,1094,107,1205,3,1209,..,1148,42,1192,8,1198,..,1687,83,1769,10,1786,..,6197,198,6392,47,6439,..,710,49,754,7,767,..,3001,211,3211,13,3222,..,2348,78,2429,17,2444,..,2534,72,2601,18,2620,..,1109,32,1141,5,1152,..,18738,763,19501,122,19626,..,1802,165,1967,11,1981,..,400,37,440,3,442,..,64,7,75,0,75,..,3618,1130,4750,27,4781,..,93,6,101,3,104,..,886,18,900,6,909,..,3563,439,4007,38,4044,..,578,29,605,4,608,..,369,31,398,4,400,..,617,68,684,0,685,..,56,7,61,0,61,..,401,27,428,0,428,..,1080,16,1094,5,1098,..,1200,103,1308,11,1315,..,1746,32,1772,9,1786,..,228,7,232,0,235,..,4251,150,4405,29,4428,..,1825,139,1964,10,1979,..,3401
116,..,286,77,370,3,372,..,7927,3653,11582,92,11677,..,1143,179,1321,10,1330,..,611,39,646,8,659,..,370,11,385,0,389,..,1665,297,1964,7,1976,..,4301,266,4567,43,4608,..,8949,760,9714,89,9803,..,16855,827,17675,123,17797,..,4141,423,4565,56,4618,..,18823,1746,20569,195,20761,..,2829,112,2943,10,2950,..,7837,709,8547,108,8658,..,3045,131,3173,28,3204,..,66782,4978,71759,647,72406,..,1408,161,1569,9,1583,..,197,15,209,4,217,..,139,39,176,0,181,..,1834,954,2789,19,2806,..,200,46,244,6,246,..,2870,127,2992,31,3025,..,2144,459,2597,22,2624,..,785,147,925,0,929,..,434,65,503,7,508,..,592,66,660,8,665,..,3653,442,4095,32,4124,..,761,197,962,0,967,..,7476,228,7705,56,7758,..,1658,181,1841,25,1861,..,14418,546,14962,76,15040,..,987,62,1053,7,1057,..,24545,1017,25562,160,25720,..,2701,484,3185,17,3201,..,7689
117,..,989,246,1233,5,1239,..,26901,6339,33241,214,33448,..,539,59,595,0,596,..,2611,92,2696,33,2727,..,1412,26,1440,15,1453,..,5059,1443,6500,48,6551,..,1611,132,1744,13,1758,..,251,10,264,4,265,..,2301,34,2338,16,2351,..,690,29,717,3,720,..,377,4,384,0,387,..,344,10,354,0,354,..,527,22,542,8,545,..,391,9,399,6,401,..,6491,241,6738,43,6779,..,2890,218,3113,22,3127,..,1766,270,2034,21,2052,..,161,33,195,0,195,..,2015,524,2540,19,2554,..,516,128,642,0,647,..,370,11,381,0,385,..,1031,52,1081,5,1089,..,790,46,838,10,850,..,3607,595,4200,32,4230,..,2093,511,2610,14,2620,..,133,4,137,4,144,..,801,112,913,6,914,..,1102,20,1117,15,1128,..,6649,718,7360,57,7417,..,1499,36,1535,12,1545,..,1225,125,1345,12,1359,..,10470,892,11361,91,11450,..,6998,740,7732,63,7796,..,591
118,..,371,72,438,0,438,..,9801,2042,11845,75,11914,..,390,43,431,4,436,..,4139,163,4298,38,4339,..,1642,48,1685,20,1703,..,4880,606,5485,26,5519,..,412,28,437,0,440,..,127,7,135,0,135,..,732,10,738,7,746,..,228,9,235,0,235,..,162,4,167,0,167,..,156,7,159,0,162,..,166,0,173,4,173,..,152,4,155,0,155,..,2141,61,2204,11,2214,..,2870,183,3054,39,3093,..,857,73,935,6,939,..,40,17,54,0,54,..,603,100,706,3,707,..,133,6,135,0,133,..,154,0,156,0,156,..,523,36,554,0,559,..,834,65,891,7,901,..,3617,284,3901,30,3929,..,3005,463,3473,15,3485,..,51,4,56,0,56,..,523,54,572,4,575,..,495,17,510,3,511,..,1865,232,2102,15,2111,..,785,31,819,9,827,..,374,14,387,3,387,..,3512,297,3814,27,3846,..,4796,367,5165,42,5215,..,250
119,..,1294,697,1992,13,2003,..,49312,27672,76983,549,77527,..,2086,317,2403,10,2416,..,1105,56,1159,8,1167,..,614,14,631,8,640,..,27321,5242,32559,175,32737,..,10688,1162,11851,102,11950,..,641,46,685,9,693,..,4125,176,4306,31,4336,..,16608,777,17379,144,17525,..,1343,113,1453,10,1463,..,386,11,401,5,410,..,8846,712,9560,105,9668,..,839,38,882,3,882,..,43473,3043,46513,411,46922,..,6410,931,7347,53,7397,..,1082,155,1235,11,1250,..,224,62,287,0,287,..,2528,1615,4138,24,4165,..,9127,1768,10893,45,10940,..,677,35,708,7,717,..,623,91,711,5,718,..,858,96,947,10,958,..,4497,1008,5505,43,5542,..,1366,216,1582,12,1595,..,995,88,1085,4,1087,..,1611,219,1833,15,1844,..,2687,67,2758,32,2789,..,6035,918,6952,80,7033,..,4704,175,4876,39,4918,..,1169,174,1343,16,1354,..,14595,1336,15933,168,16100,..,6688,1010,7697,53,7757,..,919
120,..,887,330,1219,10,1224,..,28495,11193,39689,280,39969,..,966,112,1081,3,1081,..,1057,28,1086,18,1107,..,786,24,813,11,821,..,4953,1189,6144,24,6174,..,895,39,937,5,940,..,485,27,508,3,517,..,3268,109,3381,27,3404,..,8705,201,8908,58,8959,..,594,27,627,3,633,..,332,13,343,0,344,..,1002,72,1070,13,1082,..,641,33,671,3,680,..,15925,520,16442,117,16558,..,9506,1722,11222,51,11275,..,897,122,1015,11,1024,..,116,16,128,0,128,..,5060,2518,7578,45,7618,..,278,24,300,4,305,..,613,29,641,10,651,..,688,76,760,0,768,..,701,59,762,8,766,..,1515,344,1860,25,1885,..,828,88,917,7,927,..,92,0,92,0,92,..,627,67,698,8,695,..,1199,19,1218,13,1233,..,1297,107,1403,12,1411,..,1554,43,1598,18,1616,..,404,31,436,0,433,..,4454,198,4658,41,4695,..,3640,426,4068,44,4112,..,2946
121,..,1073,248,1318,3,1322,..,47939,11868,59805,461,60266,..,720,64,784,3,786,..,2164,53,2222,40,2257,..,1903,46,1945,17,1964,..,1453,106,1566,13,1571,..,761,37,796,7,803,..,636,29,662,4,667,..,5015,151,5163,35,5200,..,2721,139,2863,25,2885,..,1192,68,1260,7,1267,..,988,20,1012,4,1015,..,968,37,1003,14,1020,..,1118,29,1152,11,1161,..,13399,504,13906,105,14014,..,2249,194,2433,27,2461,..,4275,784,5059,42,5095,..,92,11,106,0,103,..,6045,1754,7797,39,7838,..,272,17,293,0,293,..,840,23,860,8,871,..,4211,364,4578,38,4616,..,1142,60,1205,9,1211,..,1622,96,1726,35,1755,..,1905,205,2110,19,2134,..,55,0,55,0,55,..,528,21,547,3,553,..,1479,39,1514,13,1533,..,1526,134,1660,18,1670,..,1874,57,1927,21,1946,..,435,26,462,5,468,..,5310,255,5566,50,5614,..,4160,267,4424,52,4472,..,1565
122,..,120,34,151,0,151,..,4222,1225,5449,25,5479,..,660,87,747,3,751,..,2430,61,2487,32,2521,..,2165,59,2224,35,2256,..,877,69,940,9,950,..,118,7,125,0,125,..,77,3,76,0,82,..,500,18,517,0,521,..,956,41,994,3,999,..,583,43,627,0,625,..,44,0,45,0,45,..,87,4,88,0,88,..,34,0,35,3,34,..,2403,114,2514,8,2519,..,2833,321,3150,26,3176,..,1018,109,1126,8,1139,..,51,9,64,0,67,..,534,198,730,11,742,..,119,10,131,0,132,..,87,4,93,3,94,..,577,49,627,6,635,..,496,22,524,5,530,..,3230,205,3435,55,3492,..,660,68,728,7,737,..,64,7,72,0,74,..,1078,144,1218,3,1220,..,446,13,460,0,459,..,384,30,411,3,418,..,758,17,773,8,782,..,116,10,123,6,124,..,1693,76,1765,17,1779,..,2900,178,3077,45,3128,..,95
123,..,163,47,213,0,213,..,2947,1335,4283,29,4316,..,903,99,1007,10,1017,..,460,13,480,5,484,..,364,12,376,3,382,..,1230,133,1359,15,1374,..,7044,533,7579,64,7646,..,382,40,423,10,425,..,4078,194,4271,30,4301,..,4042,386,4427,84,4508,..,2086,234,2317,23,2347,..,512,24,537,3,537,..,2541,146,2693,18,2706,..,1373,78,1446,9,1456,..,22059,1631,23692,240,23929,..,1420,114,1530,15,1548,..,140,11,146,0,147,..,529,203,733,5,741,..,217,67,285,3,288,..,512,53,560,5,569,..,1409,70,1476,9,1488,..,319,59,377,9,383,..,643,75,712,0,717,..,396,60,454,0,461,..,468,78,548,3,550,..,3073,346,3421,39,3453,..,794,117,912,5,918,..,1441,47,1486,11,1500,..,839,93,933,11,943,..,2893,117,3010,17,3025,..,442,31,471,0,471,..,5613,288,5897,39,5931,..,3292,444,3730,30,3763,..,878
124,..,101,27,127,0,127,..,2304,853,3152,48,3206,..,924,115,1043,14,1053,..,527,19,550,8,565,..,689,23,708,11,722,..,1256,186,1441,10,1453,..,642,50,699,3,701,..,1052,92,1146,11,1151,..,2445,114,2562,17,2582,..,1124,141,1272,15,1284,..,3043,341,3387,31,3418,..,628,24,650,9,664,..,1264,102,1369,17,1386,..,345,17,359,7,367,..,10552,895,11443,106,11544,..,1228,137,1372,9,1384,..,311,27,338,3,338,..,154,56,210,5,212,..,522,229,751,0,751,..,304,44,351,0,346,..,957,45,1002,0,1003,..,500,108,607,3,611,..,544,51,596,3,598,..,296,43,339,6,340,..,418,52,466,0,466,..,1243,125,1372,9,1379,..,408,33,446,0,444,..,1554,50,1600,9,1618,..,408,27,438,10,448,..,2760,86,2842,8,2857,..,341,15,360,4,368,..,5069,181,5248,43,5294,..,1740,187,1927,26,1951,..,853
125,..,1307,693,2000,10,2007,..,41812,24107,65923,488,66416,..,1750,297,2049,9,2059,..,644,30,673,11,684,..,422,14,441,9,449,..,2510,530,3046,31,3073,..,3198,205,3403,27,3430,..,6931,536,7472,61,7528,..,13140,615,13752,98,13852,..,13598,567,14166,88,14249,..,5346,423,5772,51,5826,..,1469,70,1537,10,1553,..,8622,652,9272,106,9379,..,2995,143,3135,41,3173,..,55301,3202,58506,476,58985,..,2480,376,2859,24,2883,..,602,120,719,6,725,..,388,105,497,0,495,..,10609,5866,16477,94,16572,..,244,60,309,0,309,..,2785,233,3015,41,3057,..,4217,1390,5606,32,5632,..,731,101,830,3,834,..,650,95,749,11,759,..,953,141,1093,11,1102,..,826,92,920,8,929,..,822,154,977,6,979,..,2696,86,2780,28,2812,..,1965,192,2154,19,2175,..,4385,118,4505,22,4531,..,787,97,879,3,888,..,9833,490,10326,79,10402,..,3339,570,3907,41,3950,..,11350
126,..,731,245,971,3,969,..,34745,9976,44727,355,45080,..,443,38,484,5,491,..,502,16,519,9,523,..,457,13,470,9,474,..,1385,161,1545,8,1554,..,1051,36,1091,16,1104,..,462,21,484,7,488,..,3517,70,3590,23,3618,..,987,31,1014,6,1018,..,734,43,772,3,773,..,879,21,904,16,916,..,1071,47,1121,7,1125,..,775,16,792,5,797,..,9480,286,9765,83,9846,..,2346,311,2661,29,2691,..,924,109,1034,9,1043,..,54,9,64,0,64,..,6777,2801,9582,70,9651,..,161,21,185,0,185,..,685,16,698,11,710,..,1948,241,2184,16,2205,..,375,30,402,4,402,..,536,46,578,3,584,..,745,77,820,7,825,..,21,0,24,0,24,..,348,33,386,3,386,..,1103,26,1126,8,1134,..,1392,115,1509,19,1524,..,1436,31,1466,16,1478,..,369,16,392,0,392,..,4301,190,4490,42,4532,..,1705,139,1843,18,1858,..,1750
127,..,2590,1215,3808,21,3825,..,13511,8371,21883,142,22024,..,3515,720,4232,17,4252,..,633,42,672,4,680,..,356,12,366,8,375,..,3482,529,4005,28,4034,..,2342,151,2493,26,2515,..,536,48,585,15,599,..,9659,480,10139,63,10198,..,2754,255,3006,41,3047,..,2304,231,2536,31,2572,..,424,17,436,4,444,..,4340,297,4634,39,4673,..,1610,77,1690,11,1700,..,23967,1556,25523,230,25751,..,6856,1264,8124,44,8162,..,170,15,192,0,192,..,5794,3517,9313,66,9380,..,356,129,482,3,484,..,3028,544,3573,18,3592,..,1630,84,1712,19,1731,..,860,247,1109,3,1112,..,1073,162,1233,5,1238,..,829,147,978,8,986,..,505,116,621,4,624,..,3809,409,4216,58,4274,..,7145,2017,9162,53,9219,..,2007,54,2064,11,2078,..,1291,182,1475,21,1500,..,3908,126,4031,26,4057,..,637,93,731,7,738,..,7846,452,8301,69,8377,..,8529,1814,10346,72,10421,..,1292
128,..,164,38,207,0,207,..,4810,1420,6237,45,6278,..,600,51,651,7,662,..,600,13,613,6,616,..,633,5,639,5,646,..,3837,372,4209,29,4236,..,143,7,146,0,146,..,162,10,165,3,170,..,405,8,411,3,419,..,273,18,285,3,292,..,158,10,167,0,169,..,81,0,83,0,82,..,94,9,99,0,102,..,54,0,54,0,54,..,1359,55,1417,16,1435,..,1430,127,1560,9,1567,..,412,33,446,10,453,..,55,22,75,0,75,..,212,65,273,3,272,..,1198,121,1313,5,1320,..,119,10,127,0,129,..,186,16,198,0,198,..,542,43,584,0,582,..,959,98,1054,16,1074,..,1197,183,1380,5,1382,..,62,0,62,0,62,..,398,32,429,5,433,..,326,12,341,3,344,..,358,31,392,5,396,..,460,15,482,6,480,..,80,0,81,0,76,..,1224,62,1285,11,1298,..,1780,164,1945,31,1974,..,99
197,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
199,..,8,0,7,0,7,..,153,55,210,0,213,..,10,0,12,0,12,..,68,3,71,4,72,..,22,0,22,0,22,..,35,4,37,0,37,..,4,0,4,0,4,..,4,0,4,0,4,..,30,0,30,0,30,..,14,0,14,0,14,..,15,0,12,0,12,..,3,3,8,0,8,..,10,0,10,0,10,..,7,0,7,0,7,..,79,7,88,0,88,..,24,4,28,0,25,..,9,6,12,0,12,..,0,0,0,0,0,..,12,7,20,0,24,..,12,0,12,0,12,..,5,0,5,0,5,..,17,6,20,0,20,..,14,0,15,0,15,..,18,0,18,0,18,..,8,5,16,0,15,..,10,0,13,0,13,..,6,0,6,4,12,..,14,0,14,0,14,..,30,3,31,0,31,..,14,0,14,0,14,..,28,0,28,0,30,..,83,3,84,0,84,..,62,5,67,0,67,..,13
