SA4_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_05_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_05_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_05_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_05_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_05_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_05_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_05_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_05_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_05_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_05_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_05_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_05_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_05_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_05_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_05_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_05_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_05_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_05_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
101,787,296,341,353,344,96,26,43,2827,0,0,0,0,0,0,0,0,0,40,46,677,542,1008,346,394,404,432,133,38,121,4090,964,374,240,38,31,30,27,7,13,40,1764,466,733,580,132,112,100,124,46,23,27,2347,17,30,27,16,3,8,26,3,7,0,144,4,0,0,0,0,0,0,0,0,0,5,484,766,608,146,115,107,152,49,28,32,2494,5,0,0,0,0,0,0,0,0,31,36,1450,1141,853,181,149,137,178,58,36,103,4297,2177,330,166,17,9,15,19,10,7,75,2818,703,328,179,25,14,13,21,10,4,11,1314,33,30,26,4,7,6,12,3,5,10,141,0,0,0,0,0,0,0,0,0,0,0,736,358,199,32,22,20,31,13,11,21,1452,0,0,0,0,0,0,0,0,0,24,24,2911,687,367,48,37,31,55,22,15,125,4295,3968,162,73,4,11,13,3,7,0,140,4386,884,71,37,8
102,903,271,263,276,228,87,24,55,2800,0,0,0,0,0,0,0,0,0,7,12,1272,799,1378,392,383,348,311,141,45,117,5186,2161,1123,773,92,68,59,59,30,10,63,4443,806,1261,1015,169,160,111,115,49,20,39,3752,30,75,80,11,14,9,24,7,0,6,257,0,0,3,0,0,0,0,0,0,0,4,836,1334,1096,183,176,125,139,58,15,43,4017,3,5,0,0,0,0,0,0,0,10,13,3005,2460,1875,273,239,185,200,96,30,118,8472,4455,921,373,43,36,24,31,10,8,104,5998,1340,573,338,41,34,30,33,11,3,28,2435,86,68,67,22,20,7,14,0,0,12,294,0,0,5,0,0,0,0,0,0,0,9,1425,642,408,64,53,41,48,14,3,39,2734,3,0,0,0,0,0,0,0,0,5,11,5884,1569,784,107,85,62,78,27,13,144,8747,6685,353,148,15,16,18,15,10,7,135,7397,1597,159,68,13
103,489,173,225,214,184,71,21,20,1676,0,0,0,0,0,0,0,0,0,81,81,341,311,661,224,277,262,244,90,27,134,2576,542,216,164,8,25,29,19,7,8,42,1060,203,433,449,78,77,90,102,44,8,7,1495,15,31,31,8,10,6,17,10,0,0,138,0,0,0,0,0,0,0,0,0,0,6,214,471,484,86,95,96,115,51,9,9,1639,0,0,4,0,0,0,0,0,0,52,53,762,693,645,100,116,124,137,58,14,98,2751,1193,167,90,11,8,11,10,3,0,55,1546,340,214,129,29,18,26,21,7,0,6,786,30,18,21,7,3,5,9,8,0,0,104,0,0,0,0,0,0,0,0,0,0,0,370,236,155,33,19,30,25,15,0,6,894,0,0,0,0,0,0,0,0,0,46,51,1564,402,247,39,31,47,35,17,0,104,2486,1988,85,47,4,9,5,3,3,0,76,2221,411,63,28,9
104,332,118,149,203,309,79,51,30,1519,0,0,0,0,0,0,0,0,0,61,66,271,274,479,163,181,251,357,100,58,114,2253,478,290,187,29,16,19,15,11,0,25,1082,158,423,232,73,66,59,57,32,19,15,1131,19,39,72,13,36,43,58,13,0,7,305,0,0,0,0,0,0,0,0,3,4,11,172,463,304,90,97,100,113,45,29,29,1450,0,0,0,0,0,0,0,0,0,48,54,650,763,495,114,117,122,134,58,30,102,2580,1186,189,107,15,18,10,12,9,3,48,1593,321,156,82,20,21,20,15,14,4,16,667,34,46,53,3,24,12,25,12,0,4,210,0,0,0,0,0,0,0,0,0,0,3,352,201,136,27,42,27,42,23,4,19,878,0,0,0,0,0,0,0,0,0,32,38,1536,393,242,42,60,38,52,31,10,109,2511,2114,125,47,9,10,6,0,0,0,73,2385,369,54,29,8
105,519,199,237,217,178,68,34,25,1733,0,0,0,0,0,0,0,0,4,43,40,163,259,615,218,265,236,214,90,48,84,2191,168,92,67,12,10,13,11,4,3,14,388,79,342,289,72,79,83,65,29,21,16,1065,5,6,14,3,0,3,3,5,4,0,36,0,4,0,0,0,0,0,0,0,0,3,82,349,305,78,79,80,71,29,26,20,1112,0,0,0,0,0,0,0,0,0,50,50,247,433,367,87,88,97,76,32,29,80,1547,336,49,39,6,0,0,0,6,0,27,457,112,141,82,18,8,15,16,0,0,0,401,9,16,4,0,4,0,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,126,156,83,18,14,17,21,4,0,8,444,0,0,0,0,0,0,0,0,0,26,27,462,205,119,21,20,21,19,13,0,60,935,612,32,15,0,0,6,0,0,0,38,712,165,34,9,0
106,480,154,165,240,252,63,38,25,1827,0,0,0,0,0,0,0,0,0,72,79,577,506,772,221,211,312,319,100,56,131,3220,966,409,302,40,21,39,38,25,11,40,1907,309,634,531,83,82,75,96,34,12,22,1875,13,43,46,15,16,16,23,9,0,6,183,0,0,0,0,0,0,0,0,0,0,3,320,679,578,92,99,90,117,40,16,29,2060,0,0,0,0,0,0,0,0,0,88,89,1290,1095,888,137,117,125,159,68,28,151,4056,2007,381,213,29,10,19,9,9,7,69,2755,444,358,178,15,18,14,18,9,5,17,1074,37,35,24,3,14,5,14,7,0,3,145,0,0,0,0,0,0,0,0,0,0,0,481,390,202,21,35,19,31,10,5,19,1215,4,0,0,0,0,0,0,0,0,69,73,2490,768,415,53,41,43,44,22,10,158,4046,3246,174,95,13,11,9,14,6,0,101,3682,579,99,22,0
107,1107,398,434,504,576,228,29,57,4242,0,0,5,0,0,0,0,0,0,11,11,1266,713,1598,511,552,646,713,298,40,117,6450,1571,730,482,63,53,49,47,26,7,60,3087,1116,1129,968,181,131,163,132,62,15,37,3938,47,89,118,48,21,27,43,13,7,0,407,0,0,0,0,0,0,0,0,0,0,3,1167,1217,1081,236,156,189,177,73,23,40,4353,0,0,0,0,0,0,0,0,0,5,13,2736,1950,1561,290,206,241,221,100,36,108,7452,3678,501,238,26,27,24,21,16,4,72,4601,2112,445,309,50,42,35,42,12,4,38,3084,170,66,103,21,13,23,18,3,0,9,434,6,0,0,0,0,0,0,0,0,0,8,2287,517,408,72,56,56,60,14,7,53,3532,0,0,0,0,0,0,0,0,0,8,9,5964,1012,643,100,82,77,81,30,4,133,8141,6411,202,61,11,9,3,12,3,4,138,6852,2877,151,59,13
108,272,94,133,127,149,53,15,15,1018,0,0,0,0,0,0,0,0,0,39,43,303,208,411,134,159,155,182,82,26,89,1746,618,289,205,23,23,23,32,11,9,53,1291,181,345,273,77,69,66,71,27,10,22,1135,3,19,26,4,6,5,4,0,0,0,74,0,0,4,0,0,0,0,0,0,0,4,184,369,303,76,77,74,75,27,10,21,1210,0,0,0,0,0,3,0,0,0,33,33,806,659,510,99,97,100,107,36,15,111,2537,1628,228,135,15,17,19,17,13,4,64,2130,335,153,115,26,23,21,11,3,3,15,700,29,13,11,0,11,10,8,0,4,9,93,0,0,0,0,0,0,0,0,0,0,0,366,165,129,24,33,30,23,11,5,20,799,3,0,0,0,0,0,0,0,0,12,17,1997,395,264,42,47,51,38,21,12,96,2949,3263,130,58,12,10,6,13,9,6,141,3638,423,51,26,5
109,511,149,171,160,152,48,18,28,1450,0,0,0,0,0,0,0,0,0,3,7,196,250,586,165,187,190,194,59,22,43,1888,300,120,100,6,7,15,11,11,9,21,597,96,373,269,72,56,72,51,23,14,25,1043,7,21,42,7,15,19,12,6,0,9,136,0,5,0,0,0,0,0,0,0,0,0,102,396,311,80,73,92,65,23,14,28,1183,0,0,3,0,0,0,0,0,0,0,5,405,513,408,90,77,109,75,33,19,50,1782,601,81,49,9,6,9,7,9,0,27,801,177,127,80,10,18,9,8,4,0,5,452,17,24,55,10,12,14,20,5,0,10,171,0,0,0,0,0,0,0,0,0,0,3,198,158,134,20,32,22,33,13,3,16,631,0,0,0,0,0,0,0,0,0,0,0,796,244,183,26,41,31,39,19,7,42,1430,1131,63,20,6,4,5,5,3,0,44,1284,204,42,20,0
110,437,190,286,418,546,139,68,51,2379,0,0,0,0,0,0,0,0,0,22,21,276,266,600,235,345,451,602,165,79,82,3104,342,194,100,18,27,12,31,15,3,17,748,146,389,396,93,113,127,136,59,25,24,1513,6,28,19,15,24,58,32,11,5,6,203,0,0,0,0,0,0,0,4,0,3,6,153,413,417,107,134,188,172,74,35,28,1721,0,0,0,0,0,0,0,0,0,18,14,494,609,514,124,155,199,198,82,32,64,2481,818,101,60,7,12,12,10,11,0,39,1078,198,195,152,27,20,25,26,7,8,5,653,17,20,6,5,7,16,35,5,0,7,115,0,0,0,0,0,0,0,0,0,0,0,214,214,158,27,21,41,58,11,8,15,769,4,0,0,0,0,0,0,0,0,10,12,1033,315,222,42,35,53,73,25,8,61,1861,1268,56,48,7,9,0,14,0,3,57,1466,247,60,37,0
