SA4_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
111,168671,..,..,..,..,168671,..,254,5,256,0,258,..,542,102,647,0,649,..,152,0,157,0,153,..,383,104,489,0,496,..,805,344,1145,14,1163,..,45,12,57,0,57,..,1235,464,1698,20,1718,..,137,19,154,0,155,..,265,13,276,4,279,..,379,15,391,10,401,..,452,57,508,3,511,..,225,14,243,3,241,..,129,9,135,0,140,..,354,10,360,5,361,..,366,22,388,0,391,..,339,24,362,3,361,..,122,6,125,0,129,..,426,16,443,7,453,..,58,3,61,0,63,..,2016,103,2118,24,2143,..,525,40,567,7,571,..,153,16,173,0,172,..,56,14,67,0,67,..,220,70,292,0,295,..,662,83,741,3,742,..,334,30,365,6,368,..,173,16,189,3,193,..,182,12,196,0,195,..,203,9,215,8,222,..,99,13,106,0,106,..,178,19,198,0,201,..,163,31,192,6,198,..,162
112,108714,..,..,..,..,108714,..,82,4,87,0,87,..,65,5,72,4,75,..,178,7,182,7,185,..,79,31,112,0,112,..,138,36,169,3,171,..,9,0,10,0,10,..,224,66,292,3,296,..,20,0,17,0,17,..,398,24,421,11,428,..,516,8,522,9,533,..,105,0,110,5,113,..,24,0,22,0,22,..,28,0,25,0,25,..,84,0,85,0,85,..,83,3,89,0,88,..,308,34,344,7,344,..,25,0,25,0,25,..,25,0,31,0,31,..,19,0,19,0,19,..,595,43,637,5,643,..,438,23,464,3,465,..,240,49,292,5,297,..,9,0,7,0,7,..,35,11,51,0,51,..,11,0,14,0,14,..,77,4,85,0,82,..,27,4,35,0,35,..,52,0,52,0,52,..,425,15,442,13,448,..,46,3,47,0,47,..,26,0,26,0,26,..,14,4,17,0,17,..,80
113,66639,..,..,..,..,66639,..,149,0,154,3,151,..,198,15,216,5,217,..,137,7,142,0,142,..,76,34,109,0,109,..,245,263,507,9,521,..,11,7,25,0,24,..,334,307,642,12,657,..,19,0,19,0,19,..,50,3,51,0,48,..,60,3,67,0,70,..,63,3,64,0,64,..,67,0,71,0,70,..,417,157,573,3,573,..,140,12,154,0,154,..,125,0,127,5,130,..,677,141,821,11,828,..,73,3,77,0,77,..,131,11,140,0,142,..,33,0,30,0,36,..,1660,331,1994,17,2012,..,710,85,797,7,804,..,21,3,21,0,22,..,4,0,4,0,4,..,25,14,35,0,39,..,11,0,11,0,11,..,307,26,338,5,342,..,42,0,44,0,45,..,13,0,13,0,13,..,29,0,31,0,31,..,17,0,17,0,17,..,180,27,205,6,217,..,10,3,13,0,19,..,220
114,69347,..,..,..,..,69347,..,59,0,62,0,62,..,115,17,139,0,138,..,57,0,56,4,64,..,76,41,115,0,111,..,129,43,174,3,179,..,5,4,7,0,7,..,209,85,302,4,306,..,81,9,89,0,95,..,124,3,126,0,128,..,210,6,210,0,210,..,225,26,255,5,259,..,26,0,26,0,26,..,58,8,64,0,64,..,111,3,116,0,114,..,308,18,322,5,328,..,110,19,130,0,130,..,21,0,26,0,26,..,57,0,61,0,60,..,10,0,13,0,13,..,712,46,756,6,763,..,275,19,298,4,300,..,46,8,55,0,56,..,8,3,11,5,18,..,43,15,60,0,60,..,53,0,55,0,59,..,79,13,95,0,95,..,34,4,39,0,39,..,46,5,52,0,52,..,52,5,62,0,62,..,29,0,36,0,35,..,13,0,13,0,13,..,36,11,44,0,44,..,73
115,83665,..,..,..,..,83665,..,551,5,560,6,563,..,2200,118,2321,15,2338,..,11,0,11,0,11,..,3423,582,4006,35,4038,..,6996,1991,8990,95,9086,..,283,49,329,0,332,..,10699,2622,13326,132,13452,..,381,27,408,7,414,..,196,0,195,5,198,..,248,7,256,0,258,..,544,45,587,0,590,..,576,15,587,4,594,..,844,23,869,5,876,..,3100,60,3157,26,3189,..,344,19,364,5,365,..,1558,83,1642,5,1648,..,1164,27,1192,8,1198,..,1308,27,1335,13,1344,..,546,11,563,4,569,..,9444,264,9707,65,9773,..,881,63,949,8,953,..,152,17,165,3,168,..,23,3,29,0,29,..,1797,463,2260,10,2276,..,44,3,49,0,51,..,431,11,440,0,442,..,1738,196,1937,11,1949,..,260,10,271,0,271,..,172,11,185,0,185,..,287,23,305,0,305,..,34,7,37,0,37,..,194,9,203,0,203,..,467
116,95523,..,..,..,..,95523,..,230,6,237,0,235,..,4991,820,5812,40,5856,..,63,0,66,0,63,..,1396,524,1929,13,1939,..,2288,1058,3341,41,3383,..,141,35,175,0,175,..,3830,1612,5446,52,5496,..,529,82,610,4,614,..,271,16,285,4,291,..,167,6,176,0,176,..,813,121,938,9,943,..,2214,82,2298,22,2317,..,4676,287,4966,44,5007,..,8450,298,8744,64,8807,..,2121,167,2293,34,2322,..,10293,794,11081,105,11190,..,1446,41,1484,10,1489,..,4150,253,4405,52,4458,..,1515,39,1554,14,1569,..,34864,1960,36827,333,37157,..,665,76,745,0,746,..,82,3,86,0,91,..,57,12,68,0,66,..,934,422,1354,13,1366,..,100,18,109,0,112,..,1427,48,1472,12,1486,..,1072,191,1269,15,1283,..,345,51,400,0,399,..,222,30,246,0,251,..,260,33,299,3,301,..,1742,279,2014,16,2033,..,385,94,476,0,481,..,3401
117,103357,..,..,..,..,103357,..,150,0,152,0,158,..,1505,131,1636,3,1647,..,101,3,103,0,103,..,3219,722,3948,33,3976,..,8593,1882,10476,59,10536,..,475,109,582,4,590,..,12284,2718,15009,96,15104,..,251,22,276,0,272,..,1355,51,1407,16,1425,..,726,17,745,7,750,..,2564,550,3114,27,3138,..,892,47,935,10,946,..,147,8,151,4,151,..,1268,16,1287,5,1294,..,416,11,433,0,437,..,225,0,225,0,225,..,180,5,181,0,181,..,356,7,363,0,363,..,213,3,220,6,219,..,3696,94,3790,19,3810,..,1654,92,1750,8,1754,..,748,113,868,15,880,..,78,18,91,0,91,..,836,232,1069,10,1071,..,264,53,311,0,316,..,210,5,212,0,214,..,543,21,564,3,564,..,349,23,372,3,374,..,1871,271,2139,17,2156,..,913,196,1114,9,1116,..,64,0,67,0,70,..,382,50,426,4,429,..,500
118,90346,..,..,..,..,90346,..,95,0,96,0,99,..,597,49,652,3,652,..,48,0,48,0,48,..,1553,266,1813,7,1824,..,2775,518,3288,25,3315,..,164,25,188,0,188,..,4495,803,5292,33,5326,..,172,9,186,0,190,..,1956,72,2029,19,2048,..,755,21,779,13,788,..,2277,226,2510,13,2518,..,221,10,232,0,235,..,67,0,70,0,73,..,383,5,382,0,392,..,143,3,144,0,144,..,83,3,85,0,85,..,74,0,72,0,72,..,105,5,107,0,108,..,82,0,84,0,84,..,1161,31,1189,10,1195,..,1452,81,1531,22,1552,..,331,24,354,3,358,..,18,3,24,0,24,..,231,43,276,0,281,..,63,0,61,0,61,..,77,0,76,0,76,..,251,14,263,0,264,..,358,23,379,6,384,..,1751,135,1888,21,1906,..,1281,182,1462,6,1471,..,32,0,35,0,35,..,219,23,243,4,245,..,186
119,112991,..,..,..,..,112991,..,83,7,86,0,86,..,31895,4421,36317,291,36614,..,61,0,59,0,59,..,10106,4628,14735,100,14832,..,13088,7850,20939,181,21118,..,628,313,942,9,948,..,23826,12789,36617,283,36904,..,1010,135,1146,7,1149,..,521,26,546,7,550,..,281,9,290,0,292,..,13289,2093,15381,92,15469,..,6120,458,6578,52,6631,..,358,15,372,7,381,..,2125,60,2188,22,2207,..,9456,373,9826,83,9907,..,752,45,797,3,798,..,190,3,195,0,195,..,5505,297,5804,65,5867,..,421,13,428,4,434,..,24929,1262,26190,230,26423,..,3020,381,3401,25,3425,..,396,65,468,9,472,..,94,16,111,0,111,..,1190,720,1905,18,1925,..,4625,739,5369,25,5396,..,335,10,351,3,354,..,341,36,377,4,380,..,401,41,444,3,449,..,2215,492,2710,15,2724,..,598,91,688,6,692,..,475,55,523,4,523,..,780,107,886,5,888,..,1146
120,81792,..,..,..,..,81792,..,53,0,53,0,52,..,3013,274,3287,14,3308,..,27,0,29,0,33,..,4376,1215,5581,46,5627,..,8209,3542,11755,104,11855,..,434,133,565,5,573,..,13015,4890,17907,149,18055,..,449,47,502,0,501,..,520,15,530,12,547,..,352,15,369,7,374,..,2366,471,2837,10,2844,..,488,17,504,4,506,..,250,10,261,5,264,..,1738,42,1784,14,1797,..,5202,99,5299,44,5336,..,317,13,327,5,334,..,174,6,175,0,175,..,603,27,634,3,641,..,324,12,332,5,338,..,9101,223,9321,71,9395,..,4494,672,5170,23,5194,..,350,64,412,5,420,..,49,0,56,0,56,..,2430,1106,3529,28,3557,..,126,10,134,3,138,..,314,13,327,5,336,..,355,42,393,0,393,..,311,18,335,0,335,..,733,177,902,12,916,..,340,28,369,5,369,..,46,0,46,0,46,..,290,26,312,6,316,..,485
121,135851,..,..,..,..,135851,..,511,10,527,0,527,..,879,73,948,5,960,..,10,0,10,0,10,..,7418,1179,8601,59,8653,..,13875,3482,17358,191,17549,..,467,89,558,0,561,..,21758,4750,26509,253,26758,..,356,31,385,5,391,..,1023,30,1060,20,1082,..,912,15,933,9,935,..,678,42,722,7,728,..,381,12,396,4,396,..,322,12,329,0,333,..,2495,51,2547,20,2569,..,1452,59,1506,10,1516,..,646,27,675,4,683,..,471,3,476,0,482,..,509,17,523,5,531,..,533,9,545,11,550,..,6811,189,7001,60,7059,..,1118,82,1195,15,1210,..,1838,328,2166,16,2186,..,38,8,43,0,43,..,2799,722,3526,19,3541,..,136,7,147,0,147,..,417,17,430,5,434,..,2096,155,2246,16,2266,..,508,30,537,4,544,..,740,30,772,18,793,..,835,87,922,9,930,..,33,0,33,0,33,..,231,11,239,3,241,..,605
122,105476,..,..,..,..,105476,..,268,0,265,0,266,..,262,20,279,0,279,..,13,0,15,0,15,..,669,141,808,3,815,..,1185,345,1528,12,1540,..,50,13,62,0,62,..,1900,505,2402,14,2417,..,303,38,339,3,347,..,1150,28,1174,17,1187,..,968,25,989,22,1012,..,415,29,447,3,446,..,67,0,73,0,73,..,38,0,36,0,36,..,268,14,276,0,278,..,561,20,581,3,582,..,322,15,338,0,338,..,25,0,29,0,29,..,62,4,60,0,60,..,15,0,18,0,18,..,1351,51,1406,5,1407,..,1386,129,1512,13,1527,..,395,39,441,7,443,..,26,3,29,0,29,..,222,81,312,4,315,..,57,9,61,0,64,..,56,4,57,3,64,..,283,20,300,4,306,..,201,3,205,4,209,..,1517,101,1615,29,1647,..,283,30,307,0,310,..,33,4,37,0,41,..,519,78,592,0,592,..,157
123,102112,..,..,..,..,102112,..,159,3,164,0,164,..,3886,501,4385,28,4412,..,52,0,51,0,51,..,473,198,671,11,679,..,803,384,1183,14,1197,..,66,19,80,0,80,..,1344,594,1940,22,1961,..,452,50,503,6,508,..,212,3,217,3,219,..,157,8,165,0,164,..,598,59,660,4,661,..,3640,163,3798,37,3837,..,200,20,215,0,220,..,1988,58,2043,18,2061,..,2113,155,2275,34,2308,..,1128,93,1219,7,1226,..,241,9,251,0,248,..,1353,58,1413,10,1424,..,690,27,720,9,722,..,11351,577,11930,120,12053,..,706,55,760,7,765,..,51,7,53,0,53,..,252,74,322,3,327,..,103,27,129,0,133,..,245,26,269,3,275,..,724,28,748,3,749,..,167,22,190,0,190,..,302,27,336,0,336,..,188,25,216,0,218,..,213,36,247,0,247,..,1446,199,1642,20,1661,..,387,64,445,0,450,..,627
124,130260,..,..,..,..,130260,..,87,0,87,0,87,..,1911,191,2102,14,2120,..,121,3,125,3,131,..,330,109,438,3,439,..,643,252,886,24,912,..,46,15,56,0,56,..,1011,373,1381,25,1409,..,439,56,495,5,500,..,252,10,258,8,262,..,304,10,313,7,319,..,630,77,706,9,718,..,338,22,361,3,359,..,534,34,568,4,573,..,1193,40,1230,7,1242,..,594,61,656,11,666,..,1612,150,1763,19,1780,..,312,7,320,5,323,..,691,39,732,10,740,..,171,10,182,0,179,..,5446,355,5804,57,5867,..,618,52,672,4,675,..,122,7,128,0,131,..,68,18,95,0,93,..,255,87,340,0,340,..,163,19,184,0,186,..,478,14,493,0,493,..,270,39,311,0,313,..,244,21,268,0,275,..,131,19,148,0,148,..,182,21,205,0,205,..,554,77,630,0,634,..,193,18,205,0,205,..,699
125,82065,..,..,..,..,82065,..,94,0,95,0,95,..,20987,3692,24681,171,24858,..,37,5,39,0,39,..,7787,3117,10904,72,10978,..,11899,8388,20286,184,20468,..,634,302,943,6,945,..,20319,11813,32131,258,32393,..,830,124,958,5,962,..,301,12,316,3,321,..,204,8,209,3,212,..,1257,193,1453,18,1467,..,1684,79,1765,11,1772,..,3828,186,4012,43,4056,..,7043,253,7299,58,7353,..,7545,277,7825,48,7873,..,3098,204,3300,29,3330,..,748,25,773,9,781,..,5118,267,5387,56,5441,..,1569,55,1622,24,1642,..,30626,1347,31973,273,32243,..,1176,159,1334,16,1348,..,240,44,288,6,291,..,180,30,209,0,209,..,5375,2659,8039,46,8083,..,113,24,139,0,139,..,1395,118,1515,21,1536,..,2308,729,3040,14,3055,..,325,43,362,5,365,..,306,43,350,5,352,..,428,40,473,6,476,..,388,52,437,3,439,..,374,71,443,3,449,..,1137
126,48561,..,..,..,..,48561,..,98,0,99,0,99,..,1228,100,1325,15,1344,..,9,0,9,0,9,..,5805,1198,7001,39,7042,..,10233,2933,13167,131,13298,..,314,95,408,3,407,..,16350,4223,20576,179,20749,..,224,9,229,6,239,..,271,9,279,5,281,..,224,9,228,4,233,..,697,65,761,6,762,..,553,17,569,12,581,..,229,8,230,8,233,..,1829,21,1844,15,1861,..,505,10,520,0,522,..,396,15,413,0,414,..,438,4,448,10,454,..,597,29,624,0,628,..,381,8,388,4,396,..,4933,107,5042,46,5085,..,1129,133,1260,11,1269,..,369,39,412,0,412,..,24,0,27,0,27,..,3297,1206,4502,34,4533,..,79,8,87,0,87,..,345,5,353,8,360,..,1026,113,1139,8,1150,..,177,11,188,0,188,..,256,19,280,0,285,..,342,31,371,3,378,..,15,0,15,0,15,..,169,9,184,3,187,..,461
127,85085,..,..,..,..,85085,..,75,5,77,0,77,..,18855,5318,24179,190,24367,..,43,3,47,0,52,..,3191,1710,4895,29,4921,..,2340,1470,3815,40,3857,..,1323,491,1814,11,1827,..,6855,3672,10527,78,10605,..,1715,300,2018,13,2029,..,308,17,328,3,331,..,159,4,163,4,168,..,1709,203,1913,21,1930,..,1206,50,1255,14,1265,..,277,22,297,5,301,..,4682,155,4838,34,4871,..,1429,110,1537,26,1562,..,1249,101,1352,19,1371,..,206,3,213,0,209,..,2271,121,2389,21,2414,..,820,31,844,3,846,..,12133,585,12723,127,12849,..,3281,500,3782,20,3801,..,60,5,70,0,70,..,2972,1338,4309,32,4344,..,160,55,218,3,215,..,1590,232,1825,11,1833,..,800,36,836,20,850,..,462,122,582,0,584,..,493,66,561,0,561,..,424,72,492,4,498,..,213,40,255,4,260,..,1738,241,1981,31,2007,..,3463,983,4442,37,4484,..,874
128,93960,..,..,..,..,93960,..,105,0,110,0,110,..,1037,70,1107,9,1116,..,18,0,23,0,25,..,855,216,1071,12,1082,..,1302,363,1666,19,1683,..,69,23,86,0,86,..,2223,597,2821,27,2856,..,296,19,315,0,315,..,273,7,281,0,283,..,268,4,268,3,273,..,1848,162,2015,17,2023,..,80,0,83,0,83,..,83,3,83,3,85,..,193,0,194,3,206,..,150,8,159,0,160,..,96,4,97,0,101,..,43,0,43,0,47,..,41,4,49,0,49,..,22,0,22,0,22,..,709,19,729,12,742,..,666,51,718,7,720,..,159,17,170,0,175,..,20,7,27,0,27,..,86,28,113,3,115,..,586,52,644,0,644,..,67,0,62,0,68,..,95,7,101,0,107,..,249,25,277,0,277,..,471,40,505,15,523,..,558,65,623,0,623,..,33,0,33,0,33,..,186,10,192,0,194,..,129
197,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
199,3530,..,..,..,..,3530,..,0,0,0,0,0,..,43,4,48,3,54,..,3,0,6,0,6,..,25,3,27,0,27,..,34,16,50,0,50,..,0,0,0,0,0,..,57,26,80,0,80,..,7,0,7,0,7,..,37,0,39,4,41,..,14,0,14,0,14,..,20,4,24,0,24,..,0,0,0,0,0,..,3,0,3,0,3,..,20,0,20,0,20,..,4,0,4,0,4,..,8,0,8,0,8,..,3,0,3,0,3,..,4,0,4,0,4,..,4,0,4,0,4,..,42,4,47,0,47,..,12,0,11,0,11,..,5,0,7,0,7,..,0,0,0,0,0,..,8,0,12,0,8,..,9,0,9,0,12,..,3,0,3,0,3,..,10,4,10,0,10,..,4,0,8,0,8,..,9,0,9,0,9,..,5,0,7,0,7,..,7,0,7,0,7,..,3,0,3,4,5,..,6
