SA4_CODE_2021,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
111,1044,1029,2077,9512,9034,18547,308,313,615,10863,10376,21240,1168,1062,2229,10500,9769,20266,414,392,805,12080,11226,23303,1117,1054,2168,10295,9828,20119,423,364,791,11832,11244,23079,1033,989,2022,9977,9574,19554,435,451,886,11440,11018,22461,928,927,1855,11853,11558,23414,612,528,1136,13392,13019,26409,799,806,1604,11689,11721,23404,562,487,1052,13050,13017,26063,652,680,1334,11566,12052,23618,526,453,977,12743,13188,25934,555,591,1151,11445,11822,23268,481,447,928,12481,12855,25336,447,491,930,10387,11027,21416,478,376,856,11310,11892,23198,444,508,952,10906,11517,22417,455,423,881,11804,12447,24253,444,470,908,10925,11382,22312,408,306,711,11784,12154,23933,379,410,789,10661,11416,22079,428,393,822,11470,12221,23689,300,324,624,10727,11661,22392,379,355,732,11403,12339,23745,547,672,1221,33361,39842,73205,1461,1978,3445,35378,42492,77870,9854,10015,19871,173807,182201,356010,7367,7277,14640,191024,199494,390519
112,565,520,1085,5274,5032,10311,445,426,867,6283,5978,12261,628,636,1266,6232,5922,12152,612,577,1182,7465,7133,14602,765,665,1428,6890,6441,13327,619,579,1198,8276,7683,15957,602,597,1193,5965,5601,11561,504,472,974,7067,6668,13741,476,468,938,4758,4664,9421,456,455,913,5689,5582,11273,353,390,741,4963,5341,10298,487,499,981,5796,6230,12025,317,332,645,5583,6457,12043,497,552,1049,6401,7340,13736,289,356,643,6235,6916,13153,594,585,1175,7116,7855,14970,277,305,572,6227,7074,13299,575,578,1150,7073,7957,15028,307,369,674,6999,7700,14701,614,612,1231,7925,8686,16607,322,328,648,7010,7815,14824,581,514,1099,7906,8662,16572,250,305,553,7688,8470,16156,597,598,1189,8535,9370,17906,253,279,539,8533,9361,17892,613,551,1163,9400,10195,19593,401,475,872,27338,30844,58184,1772,1959,3734,29517,33282,62796,5788,6021,11809,109694,117640,227336,8956,8959,17916,124435,132624,257061
113,645,647,1291,4226,4124,8348,287,289,574,5153,5056,10215,673,578,1251,4522,4230,8748,371,355,723,5556,5165,10724,610,609,1225,4588,4496,9083,384,370,754,5586,5474,11061,515,528,1043,4503,4228,8735,370,321,688,5390,5079,10463,477,492,965,4240,4123,8369,376,317,694,5102,4933,10028,435,391,825,4534,4485,9015,347,300,651,5313,5179,10493,348,321,671,4609,4601,9211,290,289,584,5257,5213,10470,289,285,574,4305,4486,8797,309,305,613,4905,5082,9985,256,250,507,3983,3988,7972,308,281,592,4548,4527,9072,254,278,531,4161,4209,8373,341,303,644,4757,4789,9551,229,248,470,4282,4441,8725,335,268,604,4839,4959,9801,202,248,442,4499,4527,9021,311,257,564,5006,5023,10033,192,191,380,4603,4787,9383,313,319,627,5105,5287,10392,306,335,643,13544,15111,28655,985,1095,2081,14842,16541,31383,5426,5402,10822,70601,71841,142446,5328,5059,10389,81361,82302,163656
114,510,442,954,3356,3249,6606,228,207,435,4095,3897,7999,490,460,950,3731,3500,7231,273,262,539,4492,4222,8715,421,491,913,4037,3887,7923,313,245,551,4766,4619,9387,381,378,765,3698,3455,7150,264,237,500,4342,4072,8411,378,292,672,3006,2798,5810,217,194,414,3604,3294,6898,308,246,554,3313,3217,6533,213,214,427,3839,3681,7515,279,236,515,3545,3730,7274,222,220,440,4043,4191,8234,203,218,418,3648,3761,7409,229,242,473,4089,4218,8302,176,198,374,3582,3739,7327,228,220,449,3986,4158,8146,187,193,380,4037,4216,8247,277,234,506,4497,4636,9136,191,204,392,4252,4730,8979,257,247,502,4703,5176,9877,170,180,352,4783,5251,10032,255,273,519,5208,5701,10908,168,179,351,5417,6041,11456,303,263,563,5890,6484,12372,331,326,663,19955,22199,42151,1075,1212,2291,21359,23738,45102,4193,4062,8257,70373,73763,144135,4343,4269,8612,78909,82094,161006
115,134,140,275,7147,6781,13929,144,134,278,7422,7055,14477,158,134,293,9517,8976,18501,226,210,434,9902,9320,19227,167,149,314,10260,9280,19538,229,190,418,10643,9621,20266,166,129,292,9144,8452,17599,231,151,382,9541,8733,18272,127,136,265,7962,7142,15111,177,146,322,8268,7423,15695,99,90,185,5956,5583,11539,177,192,367,6231,5867,12093,85,75,161,6160,7126,13295,159,167,325,6407,7375,13785,79,74,152,8627,9810,18439,211,243,452,8917,10125,19041,68,61,128,9527,10075,19605,227,215,436,9827,10349,20176,69,79,157,9370,9716,19091,206,203,410,9651,10003,19654,49,78,125,8503,9119,17613,197,169,364,8747,9365,18107,55,60,114,7841,8046,15887,176,182,358,8073,8291,16362,53,37,88,7009,7419,14423,127,141,270,7184,7593,14780,94,78,169,19457,21818,41270,464,526,987,20014,22416,42426,1394,1313,2716,126490,129351,255840,2953,2865,5815,130838,133529,264371
116,740,725,1462,14109,13294,27405,733,694,1426,15582,14713,30296,745,680,1426,14600,14088,28687,815,793,1609,16159,15569,31723,702,662,1366,13503,12662,26162,782,753,1535,14985,14079,29059,601,622,1222,11474,10624,22103,636,551,1186,12713,11798,24508,547,500,1050,12671,11510,24178,786,666,1458,14003,12680,26679,522,490,1014,12838,12693,25537,891,837,1718,14254,14015,28266,348,421,767,13828,15725,29545,815,824,1640,14985,16969,31950,275,330,606,17032,17604,34634,869,906,1775,18172,18838,37018,244,276,521,15262,14157,29415,681,696,1377,16190,15120,31312,243,295,543,12217,11692,23912,611,548,1160,13076,12538,25613,259,318,587,10298,10522,20819,481,453,927,11042,11295,22336,187,217,407,9464,9625,19094,409,355,761,10060,10197,20257,139,175,306,8126,8673,16802,367,366,730,8626,9217,17836,240,322,561,19090,22360,41451,924,1186,2113,20253,23876,44130,5800,6029,11835,184504,185235,369741,9795,9629,19426,200107,200894,400997
117,169,164,330,6587,6130,12715,276,267,549,7039,6556,13593,181,174,357,4713,4547,9256,284,253,541,5174,4981,10152,173,160,328,4325,4004,8331,235,187,418,4731,4347,9076,189,168,356,4557,4746,9300,251,267,519,4990,5183,10170,275,302,574,13777,14702,28480,1070,1027,2093,15119,16034,31157,285,299,586,22217,22630,44850,1602,1389,2996,24105,24324,48428,251,201,452,22971,21314,44287,1410,1238,2652,24632,22757,47387,183,142,324,17203,15237,32442,1051,829,1880,18434,16208,34644,147,152,298,12363,10485,22846,786,590,1380,13292,11224,24520,160,135,298,9976,8775,18752,672,445,1119,10807,9362,20166,141,186,325,9006,7624,16627,606,381,991,9755,8189,17937,109,143,252,7882,6759,14640,570,358,923,8560,7261,15817,109,108,217,6482,6005,12482,469,306,779,7062,6415,13477,148,198,349,15559,16753,32312,1108,1037,2147,16816,17993,34804,2520,2531,5049,157609,149717,307323,10382,8590,18973,170509,160839,331340
118,77,85,159,6461,6150,12612,246,246,488,6777,6484,13267,122,112,232,6311,6163,12472,280,260,536,6713,6525,13238,129,115,241,6504,6280,12783,252,232,488,6880,6635,13518,135,116,255,5955,5696,11646,297,243,540,6387,6050,12440,152,152,305,7103,7802,14900,457,418,872,7711,8369,16077,166,118,286,10492,12325,22813,659,718,1377,11320,13153,24477,113,110,230,11584,12718,24305,690,642,1331,12388,13472,25855,89,86,172,9828,10424,20253,514,515,1028,10432,11019,21455,95,71,170,8546,8973,17517,428,415,842,9069,9454,18530,99,84,189,8156,8607,16759,347,332,673,8597,9022,17624,73,75,148,7504,8066,15567,355,337,689,7933,8474,16404,68,60,127,6762,6909,13664,302,257,565,7133,7224,14358,53,56,113,5721,6249,11969,233,218,449,6002,6526,12529,100,134,230,17723,21440,39166,908,1341,2252,18734,22913,41646,1471,1377,2853,118642,127789,246436,5965,6159,12123,126084,135328,261410
119,209,196,406,17957,16625,34584,918,858,1776,19082,17677,36759,182,196,376,17801,16620,34419,1060,933,1995,19037,17752,36791,205,220,424,17009,16022,33033,923,855,1779,18137,17097,35238,200,182,384,16491,15171,31665,842,778,1617,17534,16132,33668,203,221,425,21020,19079,40097,1187,1025,2213,22407,20323,42735,210,198,405,23258,21879,45139,1447,1347,2791,24916,23416,48332,137,148,282,22574,22516,45088,1436,1340,2779,24141,24007,48148,123,144,261,21354,21147,42498,1300,1234,2538,22774,22524,45297,87,113,201,18312,18628,36940,1041,946,1987,19440,19690,39125,113,141,254,17386,18317,35705,897,905,1801,18390,19367,37760,100,143,247,16674,18048,34723,811,790,1599,17589,18984,36572,100,107,206,16835,17267,34109,807,767,1565,17742,18138,35884,91,92,188,15119,16256,31375,680,620,1295,15888,16972,32856,151,209,356,42118,48450,90573,2255,2769,5027,44528,51425,95958,2102,2310,4410,283906,286033,569942,15599,15172,30768,301606,303505,605118
120,65,79,149,7701,7278,14979,237,222,463,8005,7583,15584,85,88,171,7372,7216,14584,269,252,520,7730,7557,15283,81,84,166,7172,7168,14342,217,204,418,7466,7457,14924,90,82,176,6570,6372,12941,210,198,414,6876,6655,13528,123,144,267,10887,10226,21114,617,464,1079,11632,10827,22463,120,106,219,13346,13320,26667,727,663,1390,14187,14085,28276,85,84,176,13560,13899,27459,625,619,1245,14272,14604,28880,78,66,142,12178,12159,24332,512,457,971,12762,12686,25450,62,53,113,9807,10351,20162,392,359,750,10263,10767,21032,66,61,134,9289,10322,19611,315,332,651,9674,10722,20393,66,66,127,8525,9695,18222,300,295,597,8890,10060,18947,52,67,122,8261,9126,17385,282,272,555,8595,9463,18061,39,46,79,7085,7866,14951,272,235,509,7397,8150,15544,75,95,165,19668,24219,43889,1009,1346,2358,20758,25657,46414,1091,1120,2210,141428,149213,290641,5986,5932,11914,148502,156267,304771
121,65,56,124,10856,10196,21049,272,245,515,11192,10490,21684,49,43,95,13567,12679,26248,291,283,570,13904,13010,26907,61,62,130,13741,13186,26926,285,262,548,14091,13507,27603,77,75,152,12210,11409,23621,262,253,509,12543,11740,24286,71,84,159,11014,10571,21588,288,266,559,11377,10928,22306,99,63,158,11124,11855,22979,366,373,738,11590,12293,23884,52,63,115,12822,14611,27430,445,469,916,13314,15144,28460,56,46,107,15235,17239,32478,473,481,953,15764,17776,33541,45,44,89,15161,16887,32048,396,389,786,15601,17322,32925,71,57,127,14506,16068,30574,347,371,721,14923,16501,31422,44,43,89,13413,15044,28455,315,322,637,13773,15411,29178,35,39,77,12110,13039,25152,283,290,575,12434,13364,25799,36,20,58,10513,11609,22118,275,259,535,10822,11891,22710,57,65,124,31696,38886,70578,1086,1550,2636,32840,40501,73338,830,768,1600,197962,213281,411241,5389,5821,11204,204179,219868,424045
122,79,69,146,6973,6690,13663,179,174,354,7237,6930,14169,87,74,159,8109,7604,15721,208,195,401,8402,7877,16274,90,64,152,9110,8579,17685,224,219,442,9430,8862,18291,97,83,185,8142,7536,15680,215,193,410,8455,7811,16263,83,66,149,6904,6315,13222,193,183,371,7175,6568,13740,56,58,114,6282,6412,12692,203,265,468,6548,6729,13280,56,57,110,7159,7808,14968,274,258,525,7483,8120,15599,48,43,94,7704,8758,16463,263,260,528,8021,9060,17078,40,41,84,8643,9179,17813,280,249,524,8954,9462,18426,61,63,116,9648,10229,19870,263,264,527,9969,10551,20517,59,46,106,9087,9787,18876,259,246,507,9403,10080,19492,53,41,87,8396,8600,16989,234,198,428,8672,8835,17513,43,34,71,7119,7355,14475,207,212,420,7372,7603,14968,78,59,136,20960,25122,46084,773,964,1738,21816,26144,47957,917,791,1706,124238,129964,254201,3774,3874,7647,128929,134623,263554
123,795,702,1501,10012,9650,19661,441,458,899,11249,10807,22056,738,718,1456,10342,9857,20201,539,529,1068,11622,11101,22725,772,717,1488,9771,9293,19069,499,510,1009,11043,10518,21566,675,616,1290,8799,8362,17160,445,407,846,9924,9383,19300,532,551,1086,8593,8102,16692,405,372,775,9528,9020,18548,396,485,880,8561,9119,17679,425,457,884,9384,10062,19446,314,382,697,9437,10658,20100,472,494,964,10225,11535,21760,257,373,632,10373,11113,21486,492,522,1017,11129,12007,23133,264,347,611,9372,9327,18693,441,414,857,10074,10089,20159,236,315,557,8933,9105,18037,430,388,815,9605,9798,19409,231,253,482,7955,8206,16162,341,300,641,8521,8759,17284,176,212,386,7493,8192,15687,318,310,623,7987,8713,16700,157,209,368,7064,7640,14705,238,235,468,7455,8086,15545,243,326,571,17453,20013,37473,728,886,1611,18426,21232,39654,5806,6202,12008,134164,138641,272804,6206,6278,12480,146172,151122,297292
124,940,890,1832,9990,9250,19241,484,459,950,11415,10601,22020,945,815,1757,10070,9653,19721,547,587,1132,11555,11046,22605,832,827,1664,10022,9461,19481,525,505,1025,11384,10785,22169,848,684,1533,9207,8785,17988,488,412,901,10537,9883,20422,751,730,1479,9313,8767,18085,533,490,1020,10590,9985,20581,591,671,1260,9765,10004,19771,570,589,1165,10927,11272,22192,493,554,1046,10288,11145,21427,555,578,1140,11337,12277,23607,395,444,837,10665,11255,21914,533,567,1099,11589,12259,23849,336,382,714,9995,10198,20195,514,475,991,10844,11059,21896,358,421,787,9855,10110,19966,461,444,906,10669,10976,21646,291,363,657,9307,9868,19175,425,406,831,10023,10632,20661,241,295,533,8867,9410,18274,399,351,753,9504,10057,19564,219,207,427,8566,9589,18155,317,293,612,9103,10094,19198,328,421,752,22270,25909,48179,1109,1604,2715,23710,27932,51650,7558,7701,15262,148178,153402,301577,7456,7763,15217,163198,168862,332056
125,165,155,318,15924,14931,30855,890,822,1715,16976,15915,32892,149,133,282,15535,15031,30565,986,930,1917,16663,16097,32764,153,170,320,13775,13058,26837,892,786,1679,14825,14018,28838,150,151,303,12221,11303,23527,697,651,1352,13071,12104,25171,182,179,356,17954,15607,33565,1192,932,2124,19333,16711,36044,197,161,364,22153,19710,41864,1533,1303,2838,23891,21179,45070,155,139,297,22513,21731,44246,1474,1277,2749,24150,23142,47294,129,132,261,22006,20221,42229,1398,1229,2626,23530,21583,45111,115,102,220,17241,15280,32516,1084,909,1991,18441,16281,34730,130,110,245,13692,13456,27150,826,698,1520,14650,14268,28914,103,91,200,12460,12713,25181,744,588,1334,13310,13395,26709,90,91,176,11888,12331,24218,634,571,1210,12613,12998,25605,62,71,128,10668,11100,21770,552,533,1086,11289,11701,22991,135,135,271,27258,30652,57911,1456,1748,3206,28847,32540,61387,1915,1829,3742,235307,227121,462434,14360,12982,27336,251582,241931,493515
126,31,33,61,5240,5136,10371,166,157,322,5431,5327,10759,34,26,66,6099,5744,11845,178,161,337,6313,5935,12248,49,40,88,5671,5382,11052,152,125,277,5868,5547,11419,45,61,102,5152,4836,9990,125,111,236,5321,5009,10329,48,47,89,6380,6075,12450,202,209,409,6629,6330,12954,41,42,79,7001,7316,14320,293,285,580,7335,7640,14979,33,34,68,8112,8621,16733,279,305,581,8426,8959,17385,25,24,48,8109,8562,16671,289,289,574,8421,8875,17292,24,25,46,6967,7256,14224,218,198,419,7214,7477,14690,22,27,47,6144,6433,12576,152,152,303,6321,6607,12926,18,18,36,5529,6133,11660,157,137,297,5705,6288,11992,25,13,39,5588,6006,11589,162,134,299,5770,6161,11931,9,20,23,4931,5595,10522,123,135,258,5056,5743,10803,30,26,57,14124,17177,31299,416,572,990,14572,17772,32344,428,424,860,95043,100265,195307,2905,2971,5875,98378,103659,202038
127,364,376,745,15400,14370,29770,812,781,1596,16581,15534,32111,403,337,734,16049,15053,31105,970,892,1866,17423,16283,33702,393,354,754,15762,14998,30760,903,773,1673,17055,16124,33184,323,299,624,15418,14522,29940,842,721,1558,16584,15533,32117,266,286,550,15616,14990,30604,827,703,1530,16709,15974,32683,251,312,560,15668,15712,31378,871,868,1743,16783,16888,33673,186,214,399,15366,16859,32223,839,873,1708,16386,17944,34332,150,206,356,15697,16659,32360,900,887,1791,16748,17755,34505,135,169,304,14096,14950,29051,804,803,1607,15034,15929,30961,116,163,273,13816,14780,28592,740,673,1416,14667,15617,30284,119,154,271,13581,14198,27778,592,594,1181,14290,14940,29229,107,144,248,13601,13477,27077,709,552,1259,14411,14171,28581,89,120,208,12139,12771,24906,509,510,1022,12739,13403,26140,169,206,372,27722,31450,59175,1624,1744,3372,29515,33402,62922,3071,3328,6396,219934,224789,444716,11934,11388,23323,234934,239498,474430
128,162,148,312,6477,6163,12644,166,163,328,6805,6477,13283,173,124,295,7106,6563,13667,203,182,388,7477,6866,14346,184,174,360,7282,6831,14106,183,135,317,7651,7135,14780,194,185,376,6885,6465,13351,152,124,279,7231,6769,14006,137,136,272,6316,6014,12330,175,140,312,6626,6287,12920,112,122,233,6001,5962,11967,205,180,385,6322,6264,12586,101,99,203,6230,6860,13092,231,237,468,6562,7197,13762,92,94,183,6918,7640,14564,233,222,456,7241,7959,15200,77,100,180,7109,7611,14717,212,189,399,7397,7896,15294,99,92,193,7668,8186,15854,204,201,412,7973,8479,16453,103,80,179,7121,7668,14790,210,171,384,7435,7927,15359,70,67,140,6839,7250,14085,194,140,333,7103,7459,14561,56,54,112,6521,6983,13507,149,144,293,6730,7180,13908,115,112,226,18987,22502,41486,600,840,1437,19703,23454,43154,1677,1586,3258,107448,112702,220154,3128,3067,6197,112258,117352,229604
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,66,50,119,131,97,230,59,60,118,258,203,460,41,44,82,96,98,195,70,86,155,199,227,428,32,25,57,86,91,178,63,70,136,185,185,369,50,49,94,152,183,334,57,51,106,253,279,532,56,56,116,296,314,612,56,43,101,411,418,829,67,67,129,436,400,832,87,68,152,586,533,1118,67,50,121,448,387,829,62,58,123,574,495,1068,66,51,117,424,288,710,67,54,125,562,392,954,55,43,97,422,266,689,66,53,111,542,357,902,65,40,99,411,237,648,72,60,125,540,332,877,50,21,66,348,275,627,77,33,107,473,333,801,37,14,46,378,289,662,74,61,129,480,359,844,25,10,32,369,295,664,73,37,114,470,339,808,28,23,49,704,449,1153,106,66,176,842,535,1373,712,527,1236,4689,3676,8364,980,800,1771,6375,4997,11371
