SA4_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
101,45,1733,797,320,2013,0.8,1544,2.4
102,43,2000,727,400,1954,0.8,1507,2.5
103,41,1517,738,290,1898,0.7,1434,2.4
104,46,1595,637,350,1541,0.8,1254,2.4
105,39,1300,743,250,1787,0.8,1377,2.4
106,40,1733,733,350,1925,0.8,1557,2.5
107,40,2167,753,400,2109,0.8,1684,2.5
108,50,1521,591,330,1421,0.7,1132,2.3
109,44,1300,724,250,1780,0.7,1341,2.3
110,41,1361,702,270,1719,0.7,1328,2.4
111,40,1950,793,390,2129,0.8,1676,2.5
112,46,1733,682,380,1700,0.8,1329,2.4
113,39,1387,776,270,1898,0.8,1480,2.5
114,48,1820,683,360,1722,0.7,1357,2.4
115,39,2905,988,580,2893,0.8,2703,3.1
116,34,2383,833,400,2252,0.9,2109,3.1
117,34,2700,1174,550,2887,1.1,2207,2.1
118,37,3298,1296,600,3404,1,2513,2.3
119,37,2300,706,440,1972,1,1734,2.8
120,37,2780,1032,500,2757,1,2250,2.5
121,40,3000,1218,560,3309,0.9,2623,2.5
122,41,3124,1109,625,3131,0.9,2592,2.7
123,35,2167,804,400,2136,0.8,1916,2.9
124,37,2167,853,400,2194,0.8,1854,2.7
125,34,2200,741,430,2027,1.1,1828,2.8
126,38,2670,982,480,2641,1,2206,2.6
127,35,2200,620,405,1850,1,1713,3.2
128,41,2618,1017,500,2757,0.9,2286,2.7
197,56,0,1649,0,0,0,0,0
199,0,0,0,0,0,0,0,0
