SA4_CODE_2021,M_Neg_Nil_income_15_19_yrs,M_Neg_Nil_income_20_24_yrs,M_Neg_Nil_income_25_34_yrs,M_Neg_Nil_income_35_44_yrs,M_Neg_Nil_income_45_54_yrs,M_Neg_Nil_income_55_64_yrs,M_Neg_Nil_income_65_74_yrs,M_Neg_Nil_income_75_84_yrs,M_Negtve_Nil_incme_85_yrs_ovr,M_Neg_Nil_income_Tot,M_1_149_15_19_yrs,M_1_149_20_24_yrs,M_1_149_25_34_yrs,M_1_149_35_44_yrs,M_1_149_45_54_yrs,M_1_149_55_64_yrs,M_1_149_65_74_yrs,M_1_149_75_84_yrs,M_1_149_85ov,M_1_149_Tot,M_150_299_15_19_yrs,M_150_299_20_24_yrs,M_150_299_25_34_yrs,M_150_299_35_44_yrs,M_150_299_45_54_yrs,M_150_299_55_64_yrs,M_150_299_65_74_yrs,M_150_299_75_84_yrs,M_150_299_85ov,M_150_299_Tot,M_300_399_15_19_yrs,M_300_399_20_24_yrs,M_300_399_25_34_yrs,M_300_399_35_44_yrs,M_300_399_45_54_yrs,M_300_399_55_64_yrs,M_300_399_65_74_yrs,M_300_399_75_84_yrs,M_300_399_85ov,M_300_399_Tot,M_400_499_15_19_yrs,M_400_499_20_24_yrs,M_400_499_25_34_yrs,M_400_499_35_44_yrs,M_400_499_45_54_yrs,M_400_499_55_64_yrs,M_400_499_65_74_yrs,M_400_499_75_84_yrs,M_400_499_85ov,M_400_499_Tot,M_500_649_15_19_yrs,M_500_649_20_24_yrs,M_500_649_25_34_yrs,M_500_649_35_44_yrs,M_500_649_45_54_yrs,M_500_649_55_64_yrs,M_500_649_65_74_yrs,M_500_649_75_84_yrs,M_500_649_85ov,M_500_649_Tot,M_650_799_15_19_yrs,M_650_799_20_24_yrs,M_650_799_25_34_yrs,M_650_799_35_44_yrs,M_650_799_45_54_yrs,M_650_799_55_64_yrs,M_650_799_65_74_yrs,M_650_799_75_84_yrs,M_650_799_85ov,M_650_799_Tot,M_800_999_15_19_yrs,M_800_999_20_24_yrs,M_800_999_25_34_yrs,M_800_999_35_44_yrs,M_800_999_45_54_yrs,M_800_999_55_64_yrs,M_800_999_65_74_yrs,M_800_999_75_84_yrs,M_800_999_85ov,M_800_999_Tot,M_1000_1249_15_19_yrs,M_1000_1249_20_24_yrs,M_1000_1249_25_34_yrs,M_1000_1249_35_44_yrs,M_1000_1249_45_54_yrs,M_1000_1249_55_64_yrs,M_1000_1249_65_74_yrs,M_1000_1249_75_84_yrs,M_1000_1249_85ov,M_1000_1249_Tot,M_1250_1499_15_19_yrs,M_1250_1499_20_24_yrs,M_1250_1499_25_34_yrs,M_1250_1499_35_44_yrs,M_1250_1499_45_54_yrs,M_1250_1499_55_64_yrs,M_1250_1499_65_74_yrs,M_1250_1499_75_84_yrs,M_1250_1499_85ov,M_1250_1499_Tot,M_1500_1749_15_19_yrs,M_1500_1749_20_24_yrs,M_1500_1749_25_34_yrs,M_1500_1749_35_44_yrs,M_1500_1749_45_54_yrs,M_1500_1749_55_64_yrs,M_1500_1749_65_74_yrs,M_1500_1749_75_84_yrs,M_1500_1749_85ov,M_1500_1749_Tot,M_1750_1999_15_19_yrs,M_1750_1999_20_24_yrs,M_1750_1999_25_34_yrs,M_1750_1999_35_44_yrs,M_1750_1999_45_54_yrs,M_1750_1999_55_64_yrs,M_1750_1999_65_74_yrs,M_1750_1999_75_84_yrs,M_1750_1999_85ov,M_1750_1999_Tot,M_2000_2999_15_19_yrs,M_2000_2999_20_24_yrs,M_2000_2999_25_34_yrs,M_2000_2999_35_44_yrs,M_2000_2999_45_54_yrs,M_2000_2999_55_64_yrs,M_2000_2999_65_74_yrs,M_2000_2999_75_84_yrs,M_2000_2999_85ov,M_2000_2999_Tot,M_3000_3499_15_19_yrs,M_3000_3499_20_24_yrs,M_3000_3499_25_34_yrs,M_3000_3499_35_44_yrs,M_3000_3499_45_54_yrs,M_3000_3499_55_64_yrs,M_3000_3499_65_74_yrs,M_3000_3499_75_84_yrs,M_3000_3499_85ov,M_3000_3499_Tot,M_3500_more_15_19_yrs,M_3500_more_20_24_yrs,M_3500_more_25_34_yrs,M_3500_more_35_44_yrs,M_3500_more_45_54_yrs,M_3500_more_55_64_yrs,M_3500_more_65_74_yrs,M_3500_more_75_84_yrs,M_3500_more_85ov,M_3500_more_Tot,M_PI_NS_15_19_yrs,M_PI_NS_ns_20_24_yrs,M_PI_NS_ns_25_34_yrs,M_PI_NS_ns_35_44_yrs,M_PI_NS_ns_45_54_yrs,M_PI_NS_ns_55_64_yrs,M_PI_NS_ns_65_74_yrs,M_PI_NS_ns_75_84_yrs,M_PI_NS_ns_85_yrs_ovr,M_PI_NS_ns_Tot,M_Tot_15_19_yrs,M_Tot_20_24_yrs,M_Tot_25_34_yrs,M_Tot_35_44_yrs,M_Tot_45_54_yrs,M_Tot_55_64_yrs,M_Tot_65_74_yrs,M_Tot_75_84_yrs,M_Tot_85ov,M_Tot_Tot,F_Neg_Nil_income_15_19_yrs,F_Neg_Nil_income_20_24_yrs,F_Neg_Nil_income_25_34_yrs,F_Neg_Nil_income_35_44_yrs,F_Neg_Nil_income_45_54_yrs,F_Neg_Nil_income_55_64_yrs,F_Neg_Nil_income_65_74_yrs,F_Neg_Nil_income_75_84_yrs,F_Neg_Nil_incme_85_yrs_ovr,F_Neg_Nil_income_Tot,F_1_149_15_19_yrs,F_1_149_20_24_yrs,F_1_149_25_34_yrs,F_1_149_35_44_yrs,F_1_149_45_54_yrs,F_1_149_55_64_yrs,F_1_149_65_74_yrs,F_1_149_75_84_yrs,F_1_149_85ov,F_1_149_Tot,F_150_299_15_19_yrs,F_150_299_20_24_yrs,F_150_299_25_34_yrs,F_150_299_35_44_yrs,F_150_299_45_54_yrs,F_150_299_55_64_yrs,F_150_299_65_74_yrs,F_150_299_75_84_yrs,F_150_299_85ov,F_150_299_Tot
111,4266,874,668,450,587,1050,1048,374,116,9436,2300,398,153,119,198,360,462,215,58,4260,1330,1088,648,409,520,727,1056,618,179,6566,588,1072,930,650,893,1424,3067,2678,814,12129,602,1042,903,699,923,1413,2673,2121,956,11327,869,1455,1136,714,866,1250,2174,1367,345,10172,455,1664,1449,808,839,1196,1641,918,243,9219,253,1903,2616,1522,1561,1792,1497,663,169,11977,118,1484,3622,2510,2417,2486,1755,589,98,15082,32,822,3160,2348,2046,1880,943,303,55,11579,19,386,2823,2388,2097,1845,716,249,62,10586,5,178,2023,2217,2056,1553,433,108,25,8603,0,167,3174,4969,4338,2790,665,135,35,16274,0,22,510,1138,1118,670,164,41,7,3668,8,22,559,1626,1927,1336,401,111,31,6020,591,817,1431,1219,1196,1102,1150,1052,793,9357,11440,13392,25795,23791,23587,22868,19845,11539,3991,156252,3242,604,1196,1233,1189,2412,1456,525,201,12066,2824,380,315,381,405,818,745,301,117,6285,1717,982,774,734,726,1156,1495,831,239,8652
112,2448,313,323,332,408,813,740,294,112,5782,1443,136,75,90,134,293,447,168,59,2861,719,446,370,307,391,712,993,483,143,4563,313,374,576,486,744,1346,2743,1985,659,9229,430,412,518,484,807,1448,2633,1609,674,9008,455,603,704,625,887,1396,2148,1183,325,8329,286,836,1051,820,924,1324,1340,759,225,7573,186,950,1694,1398,1537,1837,1234,474,140,9457,64,574,1942,1845,1971,2034,1361,478,87,10359,12,257,1292,1481,1490,1301,706,217,34,6784,8,126,922,1275,1237,1163,520,145,50,5449,4,50,566,1010,1000,734,287,84,24,3765,6,47,700,1642,1731,1199,411,94,16,5836,0,0,115,352,360,282,100,31,5,1251,9,14,154,643,809,626,298,91,20,2668,681,547,1203,1377,1403,1427,1320,924,639,9521,7067,5689,12195,14186,15829,17933,17291,9007,3212,102417,1895,246,576,712,690,1390,946,383,169,7001,1823,152,220,309,311,526,541,201,81,4166,932,454,545,578,624,1052,1188,580,165,6122
113,1770,270,271,211,256,440,423,177,61,3869,914,103,58,47,72,129,196,102,30,1636,453,274,224,191,229,333,434,255,80,2465,213,255,272,252,348,520,1240,1055,332,4484,301,233,346,261,360,587,1104,846,358,4399,450,389,380,345,355,508,835,508,155,3926,310,645,668,460,422,625,718,386,85,4324,233,956,1422,969,936,1020,681,273,73,6563,149,744,1754,1346,1232,1338,668,232,32,7489,59,350,1263,983,938,934,416,101,19,5066,6,172,1022,956,869,827,307,96,39,4302,6,71,679,765,690,622,198,65,5,3104,8,56,836,1157,1265,857,252,66,11,4517,0,4,111,217,260,190,58,22,7,872,5,10,120,290,384,343,151,62,19,1388,513,558,1145,1003,990,834,788,529,286,6648,5390,5102,10566,9448,9598,10113,8481,4772,1594,65059,1617,233,589,443,489,902,592,224,73,5155,1200,171,206,167,147,264,261,116,39,2568,605,395,412,328,334,511,577,343,138,3641
114,1502,204,204,185,275,562,602,280,97,3916,901,82,45,61,82,198,298,161,45,1876,407,225,179,157,204,422,624,380,108,2710,184,220,269,256,340,746,1929,1623,428,5990,239,226,322,245,415,762,1586,1215,418,5423,365,344,335,332,399,783,1337,783,214,4895,193,493,506,382,478,727,997,658,141,4583,116,557,921,656,787,993,849,426,119,5427,50,431,1174,980,1012,1146,936,382,84,6204,15,247,900,796,847,859,602,221,39,4522,9,113,757,740,738,750,415,155,46,3715,0,48,594,643,677,562,252,90,17,2890,0,39,673,1151,1238,1007,335,129,30,4594,0,3,84,245,269,232,105,45,4,987,3,10,108,448,658,621,295,119,20,2285,359,352,822,792,781,719,742,606,357,5531,4342,3604,7883,8073,9197,11094,11921,7274,2168,65553,1331,162,414,443,564,1206,880,317,153,5468,1087,96,155,173,196,430,456,215,62,2868,494,233,280,306,322,722,934,472,123,3883
115,4876,835,499,381,514,864,1220,589,171,9947,1443,342,93,83,107,208,413,197,57,2940,843,637,218,143,133,306,661,418,126,3486,382,532,292,200,273,428,1135,1062,343,4648,391,526,307,255,251,418,864,749,298,4065,559,741,419,338,419,508,883,644,195,4705,350,920,558,497,559,679,845,522,124,5049,206,963,929,787,803,923,869,413,78,5971,98,1011,1551,1305,1320,1331,1020,409,51,8103,31,715,1511,1399,1324,1215,710,238,41,7173,18,386,1570,1655,1538,1305,658,174,26,7333,8,160,1137,1611,1429,1156,473,113,20,6108,8,159,2104,4716,4171,2597,763,162,20,14714,0,20,405,1767,1530,825,241,34,10,4837,4,12,499,2960,3369,1996,494,102,18,9449,328,312,542,639,663,504,470,445,437,4346,9541,8268,12638,18740,18399,15257,11728,6282,2000,102863,4067,613,996,1895,1559,2188,1951,682,286,14246,1753,358,219,418,419,620,730,283,70,4876,1079,663,371,550,479,727,999,553,153,5565
116,6786,1548,1171,882,825,1410,1678,655,164,15120,1415,431,166,121,165,250,389,145,32,3109,1170,931,541,461,482,694,842,405,88,5613,466,827,819,676,803,1116,2537,1631,339,9203,466,860,790,632,657,891,1536,1013,344,7198,624,1339,1152,867,767,787,984,543,155,7213,422,1623,1682,1235,1100,1046,786,391,79,8371,267,1847,3187,2535,2096,1830,751,180,51,12744,132,1655,4492,4048,3021,2398,852,157,19,16769,43,916,3831,3644,2505,1769,545,59,10,13325,20,438,2820,3500,2418,1545,404,47,15,11212,15,185,2011,2949,1894,1144,277,18,3,8497,0,142,2901,6891,3832,1905,332,26,0,16029,0,15,471,1783,871,343,62,9,0,3556,0,27,414,1788,1050,421,85,23,11,3823,882,1231,2783,2359,1635,1136,776,534,262,11589,12713,14003,29238,34363,24114,18686,12850,5840,1569,153377,5945,1275,3334,3496,2317,3289,2433,777,295,23154,1745,472,475,643,475,588,495,139,39,5076,1323,1073,1018,1051,853,1105,989,422,99,7932
117,2384,2366,1880,783,651,790,771,388,119,10130,687,404,218,121,155,216,201,119,39,2161,487,795,526,313,385,518,490,303,101,3918,240,902,1015,654,700,934,1082,968,330,6825,193,904,1101,573,596,853,1255,777,279,6537,263,1449,2152,839,589,765,852,429,92,7434,160,1405,2721,1066,708,703,560,281,75,7689,113,1411,3806,1643,1019,986,635,249,58,9926,54,1515,5408,2403,1515,1213,695,226,42,13071,18,1052,5017,2223,1357,982,489,133,24,11294,13,649,4648,2390,1474,980,414,118,22,10716,5,376,3839,2240,1330,879,374,91,22,9153,7,410,8050,6678,3591,1963,553,165,26,21443,8,98,1854,2334,1280,626,174,60,11,6442,9,95,2710,5230,3692,1964,645,165,26,14533,349,1290,3784,2251,1523,1230,913,652,305,12298,4990,15119,48734,31732,20560,15617,10108,5139,1566,153568,2196,2259,2461,1550,1052,1306,1018,446,159,12450,855,468,355,307,250,342,286,110,38,3017,646,932,730,505,477,575,564,378,120,4915
118,3403,986,628,385,463,584,605,386,190,7636,1010,323,125,66,83,157,201,159,63,2182,464,604,228,157,178,284,327,330,121,2697,270,572,377,257,316,410,770,730,285,3977,205,467,344,217,294,421,735,660,331,3677,278,672,739,277,310,495,715,510,176,4180,159,725,904,441,402,509,578,415,130,4259,93,670,1479,716,572,690,646,406,114,5385,49,764,2378,1107,951,947,784,365,100,7441,18,541,2314,1079,855,803,532,249,65,6448,15,302,2411,1344,1045,830,530,229,55,6758,14,163,2026,1277,920,769,443,220,55,5877,12,203,4479,3704,2468,1660,812,347,81,13766,5,51,1153,1540,1125,723,313,126,44,5077,3,64,2156,5477,5430,2989,1273,443,138,17977,391,599,1978,1463,1118,867,694,647,603,8367,6387,7711,23714,19508,16525,13135,9967,6207,2553,105703,3029,791,922,1248,1135,1096,981,613,245,10064,1174,355,199,262,275,324,326,200,72,3181,613,705,312,336,338,436,546,416,161,3856
119,9497,2642,2595,1691,1592,2567,2810,1312,526,25232,2034,776,337,243,256,555,693,394,151,5426,1687,1708,955,799,923,1435,1595,1154,452,10701,739,1408,1586,1310,1547,2501,4538,3832,1420,18882,595,1580,1832,1329,1357,1978,2960,2212,1167,15009,818,2497,2827,1896,1793,2165,2024,1202,410,15641,505,2605,3724,2545,2194,2311,1551,817,263,16514,249,2614,5765,3739,3224,3049,1416,625,181,20859,144,2326,7015,5020,4167,3631,1552,450,97,24398,41,1243,5230,4032,3186,2621,1000,258,56,17664,25,624,4248,3670,2890,2241,797,201,50,14752,4,257,2845,2849,2367,1731,533,96,23,10708,15,223,4288,5982,4558,2761,728,125,34,18710,0,28,787,1612,1232,692,168,43,14,4580,0,31,837,2322,2289,1286,331,108,35,7243,1188,1839,4185,3163,2400,2114,1616,1450,1071,19033,17534,22407,49056,42209,35979,33625,24305,14268,5962,245348,8497,2285,5147,4639,3969,5120,3702,1577,650,35578,2382,845,751,898,850,1096,960,475,133,8383,1829,1850,1729,1904,1698,2357,2041,1203,438,15052
120,3769,1174,1175,633,656,962,984,604,235,10189,1067,343,211,128,152,263,334,201,88,2786,553,680,436,240,254,428,570,378,176,3717,308,755,766,433,448,705,1155,1297,575,6444,219,900,821,392,430,642,1045,833,448,5724,292,1484,1329,590,539,788,979,575,217,6792,169,1463,1803,832,632,792,752,445,141,7025,92,1391,2681,1191,979,1062,781,324,93,8598,56,1124,3676,1820,1380,1406,947,308,61,10767,17,735,2949,1755,1276,1070,667,234,41,8739,16,375,2677,1826,1366,1105,572,171,37,8149,10,157,1969,1704,1171,959,433,128,28,6561,8,155,4037,4604,3114,2151,749,177,42,15034,0,23,799,1618,1226,740,249,75,9,4739,0,31,1271,4012,4099,2171,652,146,31,12416,293,832,1871,1251,840,753,683,611,482,7609,6876,11632,28465,23027,18562,15994,11551,6502,2701,125306,3485,1026,1991,1831,1450,1933,1567,782,387,14445,1226,387,279,362,371,487,461,226,97,3892,664,759,548,468,515,719,828,523,217,5239
121,7294,1255,823,767,874,1234,1478,771,334,14825,2206,612,169,128,210,385,480,302,101,4586,983,1077,315,240,302,480,765,526,233,4918,478,897,475,317,436,610,1135,1095,478,5914,352,817,469,344,420,624,1088,920,479,5517,396,1112,739,531,548,763,1186,937,327,6536,236,1110,1004,727,646,860,1052,802,306,6749,123,1084,1552,1076,966,1130,1225,844,268,8263,53,1151,2633,1775,1529,1445,1396,887,228,11100,15,826,2667,1785,1313,1272,1088,644,165,9784,11,445,2616,2132,1519,1374,1070,580,151,9892,3,219,2167,2135,1584,1327,812,449,121,8816,7,244,5014,7165,4891,3367,1651,715,176,23223,9,47,1235,3000,2356,1461,586,212,57,8955,5,52,1911,8041,10149,6149,1951,680,191,29133,371,427,1126,1203,948,781,717,637,550,6765,12543,11377,24907,31365,28692,23257,17682,11000,4163,164993,6139,897,1586,3180,2704,2717,2319,1087,607,21246,2537,555,304,713,709,840,922,459,193,7225,1144,1039,428,749,739,949,1270,901,310,7534
122,3856,535,353,275,455,662,621,403,171,7327,1779,264,73,53,120,174,289,167,67,2977,744,468,177,129,145,262,461,407,153,2951,322,484,227,180,223,366,851,966,383,4002,343,494,240,169,246,403,865,800,332,3892,526,839,430,248,327,559,860,787,291,4879,329,971,704,396,442,672,842,681,217,5243,138,949,1182,632,754,910,914,551,175,6216,57,907,1871,1165,1166,1343,1108,650,127,8402,19,482,1699,1209,1229,1220,864,372,94,7175,5,246,1569,1443,1412,1251,679,332,73,7009,5,95,1172,1269,1299,1112,541,225,47,5776,3,106,2272,3421,3289,2275,906,340,79,12687,3,19,533,1432,1471,890,286,96,21,4764,6,27,849,4212,6061,3273,850,290,70,15623,309,282,685,739,728,658,577,499,456,4933,8455,7175,14025,16976,19374,16041,11509,7559,2746,103861,3232,342,628,1225,1286,1264,1075,636,285,9973,2098,268,147,296,383,473,538,321,107,4627,880,523,278,392,433,600,798,617,219,4746
123,4673,869,755,573,597,921,995,347,83,9810,1214,296,153,173,104,173,299,106,27,2558,839,620,405,314,327,505,691,362,53,4119,376,567,562,535,567,796,2149,1486,304,7338,512,539,528,443,514,702,1383,896,249,5762,726,808,683,680,573,657,1074,509,136,5846,472,1185,1041,884,796,867,842,401,69,6563,295,1400,2036,1823,1554,1417,799,244,45,9611,114,1256,3118,2590,2194,2012,905,185,30,12399,31,676,2633,2506,2054,1526,595,110,13,10127,12,349,2249,2384,1926,1310,438,72,14,8749,10,171,1473,1897,1568,1051,256,36,6,6471,3,163,2121,3547,2849,1827,375,48,7,10939,3,17,323,729,624,373,78,10,3,2155,0,9,271,837,868,527,164,28,10,2721,638,608,1267,1288,1016,784,660,567,255,7088,9924,9528,19609,21206,18125,15445,11703,5419,1305,112256,4107,777,1908,1941,1529,2467,1413,426,124,14692,1592,313,381,525,383,489,444,134,45,4301,1197,713,791,849,670,941,946,382,69,6564
124,4630,775,727,480,636,1012,1000,355,90,9719,1477,288,122,111,129,206,429,136,33,2935,978,627,415,307,364,478,815,392,106,4488,404,629,691,547,610,868,2216,1570,389,7925,522,515,506,488,597,843,1765,1162,367,6773,793,881,797,583,626,882,1478,800,175,7015,533,1306,1139,828,781,904,1143,653,126,7410,306,1675,2171,1655,1465,1512,1105,400,78,10359,137,1424,3397,2682,2398,2263,1300,357,47,13995,51,849,2927,2553,2173,1821,841,186,26,11422,26,463,2549,2458,2180,1766,630,125,25,10225,10,189,1860,2218,1933,1372,375,52,11,8015,4,173,2518,4156,3586,2433,549,83,9,13503,3,21,366,845,794,483,121,29,6,2675,0,19,333,929,1111,769,220,56,12,3451,673,754,1749,1585,1296,1006,830,692,352,8945,10537,10590,22259,22427,20695,18613,14801,7046,1858,128840,4034,678,1572,1681,1446,2494,1576,495,171,14154,1876,290,388,448,394,653,637,193,47,4936,1301,674,697,782,668,970,1126,523,138,6874
125,7144,2115,2493,1581,1346,1946,2139,913,260,19942,1589,655,302,231,245,438,494,236,66,4260,1208,1317,891,764,826,1114,1130,706,228,8187,514,1280,1569,1197,1241,1876,2919,2356,780,13734,433,1412,1749,1118,1156,1467,2088,1351,632,11406,515,2214,2745,1545,1366,1412,1360,789,242,12185,325,2260,3531,2159,1665,1502,1056,607,163,13258,192,2366,5527,3328,2410,2104,987,365,102,17381,115,1847,6460,4604,2960,2536,1018,335,55,19933,35,1018,5041,3734,2371,1748,694,173,35,14841,16,514,4127,3429,2242,1587,513,105,19,12550,9,216,2653,3095,1836,1139,328,62,11,9350,3,181,4608,7428,3597,2090,494,86,19,18505,3,25,742,1895,890,504,98,19,5,4185,0,28,714,2097,1464,714,206,50,9,5275,961,1892,4890,3770,2336,1721,1183,806,560,18122,13071,19333,48038,41971,27963,23899,16706,8948,3190,203119,6224,1843,5969,5042,3197,4041,2779,1075,371,30542,1803,638,739,881,654,800,686,331,90,6629,1445,1445,1562,1719,1382,1643,1435,767,252,11658
126,3031,940,754,470,397,673,904,398,155,7724,821,331,126,91,104,200,313,138,48,2174,518,582,244,127,196,295,481,296,142,2883,221,502,385,258,238,448,823,669,356,3894,152,441,393,260,276,402,659,508,313,3404,172,684,672,418,364,514,622,452,187,4087,117,644,867,510,433,557,514,323,118,4081,65,633,1224,781,635,708,546,262,83,4926,25,618,1946,1250,844,927,681,294,105,6682,9,472,1816,1169,756,753,493,181,54,5695,4,246,1769,1326,880,716,386,134,43,5508,5,106,1293,1178,780,646,285,103,22,4412,5,111,2420,3694,2286,1564,576,143,26,10821,4,15,472,1172,899,535,152,51,9,3310,0,11,520,2214,2427,1418,426,111,28,7152,175,298,861,716,522,481,343,326,281,4005,5321,6629,15762,15631,12028,10826,8217,4394,1960,80762,2545,800,1490,1679,1117,1582,1389,586,243,11432,995,314,238,382,303,527,491,194,79,3527,530,608,340,443,420,588,745,407,163,4248
127,8393,2051,1959,1352,1520,2198,2017,854,266,20609,2099,631,198,188,227,335,418,174,55,4308,1778,1460,900,931,1129,1739,1243,602,200,9975,675,1154,1515,1479,1744,2689,4475,2933,753,17407,576,1026,1269,1355,1508,1750,2282,1340,532,11642,783,1450,1676,1481,1540,1583,1390,661,200,10752,483,1805,2057,1683,1801,1815,1024,501,114,11286,337,2027,3408,2762,2877,2566,957,243,53,15231,190,1885,4729,3746,3687,2998,953,170,24,18376,51,1028,3834,3185,2698,2101,611,84,15,13604,21,538,3208,2914,2291,1818,496,77,13,11383,13,233,2181,2363,1798,1208,279,34,0,8102,5,193,2931,4179,2864,1725,337,42,8,12288,0,21,422,864,590,353,75,20,5,2349,3,16,393,956,812,454,124,41,8,2813,1180,1201,2486,2336,1895,1810,1250,961,619,13746,16584,16709,33171,31785,28957,27154,17915,8733,2865,183872,7587,1768,3756,3779,3566,4453,2741,1070,445,29173,2479,679,583,637,610,665,524,183,52,6420,2065,1765,1707,1914,1794,2047,1361,590,199,13445
128,3220,478,299,296,314,656,706,355,132,6457,1315,201,57,50,76,196,318,146,56,2411,637,394,170,85,138,287,532,390,152,2790,280,366,204,163,247,422,996,1063,419,4156,344,398,245,163,262,413,870,796,421,3913,593,628,349,236,270,495,933,719,257,4478,368,825,480,300,411,584,888,580,178,4615,142,967,929,612,655,919,870,482,136,5710,45,900,1507,1117,1183,1375,1156,488,86,7858,17,555,1641,1184,1206,1167,860,268,56,6961,8,302,1699,1401,1436,1224,677,168,34,6945,5,152,1317,1399,1480,1078,421,115,31,5990,8,171,2374,3648,3421,2315,660,131,40,12763,4,13,465,1139,1179,662,200,51,12,3731,0,16,549,2245,2502,1515,419,113,30,7384,253,262,603,610,627,514,433,466,401,4169,7231,6626,12886,14641,15403,13833,10933,6318,2445,90325,2759,313,601,952,886,1410,1177,495,181,8781,1591,201,144,266,279,535,617,269,87,3989,898,474,294,334,365,615,880,584,199,4644
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,56,28,59,51,51,75,40,7,0,367,16,4,12,14,13,23,11,0,0,104,41,38,61,57,76,57,26,8,0,368,11,49,77,111,103,105,102,26,0,588,9,19,49,45,74,84,167,40,3,492,12,24,48,39,38,51,59,12,0,287,13,37,59,30,27,54,33,17,0,270,7,39,82,47,34,42,18,9,0,275,0,19,90,44,48,43,30,5,0,275,0,8,59,44,35,19,12,0,0,185,0,0,46,33,18,25,9,0,0,135,0,3,35,29,14,17,7,0,0,104,0,4,57,46,29,20,6,5,0,174,0,0,11,15,6,7,0,4,0,42,0,0,19,21,21,14,0,3,0,79,89,138,397,466,415,309,124,36,6,1992,253,411,1164,1108,1010,949,648,166,19,5734,55,36,59,46,52,88,26,7,5,372,29,12,21,16,14,25,6,6,0,123,55,38,53,37,47,62,23,4,0,323
