SA4_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
101,3563,4116,10568,11256,12763,10550,2898,364,42,56116,2163,748,2059,1843,2410,6244,11681,7203,2977,37338,364,328,873,855,864,1039,933,684,425,6374,6085,5199,13501,13960,16034,17838,15513,8257,3448,99836,1735,4820,13553,14626,16768,12198,2829,429,35,66989,4337,2950,5653,5870,6414,7601,3391,577,65,36848,406,311,1252,932,980,1168,409,61,6,5531,180,190,460,384,346,285,136,56,12,2049,6661,8272,20916,21812,24506,21250,6761,1124,123,111423,185,281,457,354,471,401,61,4,0,2216,447,204,272,197,233,306,126,5,0,1791,631,481,729,556,700,700,186,10,0,4005,7295,8759,21643,22362,25206,21950,6953,1136,127,115425,4709,1413,3290,3089,4380,11215,22356,13755,4953,69160,782,707,1822,1670,1866,2208,1958,1266,698,12973,12785,10876,26755,27123,31454,35370,31264,16162,5776,197558
102,5635,6929,14587,16348,17350,13639,3100,314,30,77935,3707,1740,3911,4093,4549,9027,17566,12187,5210,61981,412,433,1008,1005,896,927,1125,1347,1387,8546,9754,9107,19505,21445,22793,23597,21797,13850,6619,148463,1760,5649,16197,18710,20348,14053,2402,163,15,79291,5922,5277,8381,9970,9901,9554,3408,494,27,52926,1967,2020,3415,2805,2570,2511,826,107,9,16228,173,253,608,482,453,269,95,50,19,2398,9822,13198,28595,31960,33265,26378,6729,815,73,150834,416,661,913,677,827,676,78,4,4,4246,1016,394,400,410,378,469,131,15,3,3216,1433,1056,1308,1085,1204,1139,210,22,5,7463,11252,14255,29902,33047,34470,27520,6934,836,75,158296,8128,3340,6127,6304,7750,15487,31684,22610,8424,109849,896,899,2086,2009,1967,1877,2071,2259,2043,16097,20276,18486,38119,41358,44183,44882,40693,25702,10545,284248
103,3333,4076,9555,9463,10265,8513,2439,379,55,48089,2327,899,2196,1922,2245,4660,9030,6415,2963,32665,352,379,834,800,841,830,791,715,403,5940,6010,5354,12591,12185,13355,14006,12259,7516,3417,86692,1791,4820,12319,12272,13674,10453,2733,439,36,58548,3837,2619,4981,5176,5123,5585,2727,613,79,30750,359,322,1161,695,656,864,325,69,11,4460,163,191,367,305,278,231,125,74,20,1765,6157,7955,18837,18450,19736,17133,5907,1194,151,95519,236,372,467,407,436,362,38,0,0,2317,421,241,279,231,214,266,77,15,4,1741,658,614,744,639,646,625,115,12,3,4057,6810,8570,19573,19086,20381,17760,6024,1205,154,99573,5091,1770,3598,3313,4080,8339,16946,11965,4718,59825,787,824,1678,1720,1743,1818,1683,1315,629,12196,12689,11161,24861,24125,26203,27917,24652,14480,5504,171594
104,2268,2255,5452,6219,7163,6345,1578,128,12,31423,1335,622,1630,1463,1780,4165,8254,5340,2246,26838,241,200,539,559,529,549,566,571,456,4207,3849,3073,7617,8243,9471,11056,10399,6036,2718,62467,784,2206,5905,6809,8077,6008,1274,130,8,31206,2812,1799,3715,4120,4349,4964,1944,229,26,23965,249,162,572,457,494,663,216,19,0,2834,96,137,265,222,203,168,58,34,11,1194,3935,4296,10459,11613,13121,11811,3493,413,45,59192,193,268,414,321,354,345,37,6,0,1940,386,150,239,214,230,294,57,5,4,1581,576,420,654,535,584,646,94,7,4,3520,4516,4715,11118,12147,13706,12457,3585,421,47,62713,2941,1228,2818,2678,3271,7641,15934,10078,3737,50320,496,422,1100,1149,1130,1158,1123,999,686,8258,7950,6369,15030,15975,18106,21252,20649,11492,4473,121293
105,1600,2009,5650,4815,4906,4645,1358,233,24,25237,1178,598,1415,1025,1201,2303,4219,3189,1420,16564,345,335,845,794,740,716,631,554,318,5283,3133,2945,7914,6641,6852,7663,6204,3973,1761,47084,926,2536,7323,6310,6748,6007,1707,295,24,31876,1776,1060,2728,2404,2162,2598,1268,266,42,14310,133,137,654,326,289,395,178,37,4,2163,87,118,287,186,168,176,75,42,7,1150,2924,3853,10987,9232,9358,9188,3237,635,86,49502,164,179,300,239,261,212,28,0,0,1392,192,124,147,106,99,142,53,4,0,871,360,303,450,345,363,352,86,4,0,2265,3284,4153,11443,9580,9721,9537,3318,641,86,51763,2468,1113,2354,1886,2276,4194,8022,5859,2282,30459,785,719,1695,1512,1462,1489,1285,998,500,10441,6541,5979,15489,12978,13463,15228,12627,7498,2866,92669
106,5156,6156,13997,13854,14056,10304,2261,241,28,66060,2876,1311,3559,3145,3636,7818,13563,8187,3111,47209,355,386,869,796,751,741,750,703,524,5879,8383,7855,18420,17801,18448,18866,16575,9129,3668,119155,2398,6657,17455,17392,17855,12145,2150,211,21,76279,5525,4201,7739,8020,7836,7306,2690,459,42,43803,940,768,1987,1422,1281,1483,451,61,9,8405,197,261,562,450,393,291,124,43,17,2332,9055,11892,27743,27278,27361,21230,5410,777,85,130822,481,582,808,603,634,528,57,0,0,3695,830,374,442,356,322,358,101,7,0,2791,1310,955,1249,952,960,887,164,12,4,6487,10360,12848,28990,28231,28318,22112,5569,789,90,137309,6401,2480,5639,5335,6298,13238,25556,15590,5051,85594,819,854,1888,1662,1617,1650,1530,1351,784,12147,17584,16178,36516,35227,36228,37003,32654,17724,5922,235041
107,5179,8070,15623,15365,15324,10872,2184,171,13,72809,3846,1963,3559,3631,4160,8641,13936,9662,4166,53562,398,456,908,783,667,653,716,785,862,6234,9419,10487,20093,19780,20156,20163,16842,10615,5039,132598,1742,6384,18010,18232,18879,12292,1784,128,8,77454,5141,6025,8887,9355,8587,7664,2488,286,27,48452,1732,2240,3489,2475,2176,2057,605,63,7,14846,137,269,575,358,316,228,68,22,3,1982,8748,14921,30958,30415,29962,22235,4946,498,48,142732,367,727,884,607,620,448,53,8,0,3712,960,645,508,350,326,364,88,7,0,3242,1323,1369,1389,957,947,808,146,9,0,6950,10071,16285,32349,31372,30906,23048,5088,513,47,149685,8247,4074,5770,5598,6892,14759,25836,17796,6813,95788,804,967,1871,1603,1473,1350,1383,1437,1366,12252,19124,21328,39997,38572,39273,39152,32307,19744,8227,257723
108,3491,3339,7303,8473,10485,10002,2492,319,34,45930,2093,903,2199,2132,2809,7482,15347,10352,4299,47611,361,284,721,705,720,905,1057,987,809,6546,5942,4529,10220,11306,14011,18396,18899,11656,5138,100094,1377,3194,7863,9210,11717,9249,2025,226,17,44874,4149,2564,4745,5505,6442,7810,3025,510,44,34778,371,315,795,674,742,1087,384,52,10,4434,178,197,324,306,336,317,118,83,23,1883,6073,6266,13725,15694,19237,18458,5550,870,100,85976,292,408,617,488,516,544,83,4,0,2952,522,275,313,256,325,491,136,11,5,2330,814,686,927,750,838,1036,218,11,9,5283,6886,6947,14656,16443,20074,19497,5762,888,105,91257,4533,1792,3734,3765,5208,13379,29620,19904,7199,89140,783,616,1385,1418,1527,1923,2145,1776,1230,12804,12206,9356,19774,21625,26807,34795,37531,22565,8536,193195
109,2013,2344,5260,5430,5929,5405,1551,214,18,28166,1234,512,1165,1113,1177,2753,5887,4141,1730,19720,236,216,520,503,478,581,573,539,283,3935,3485,3073,6944,7048,7584,8737,8014,4889,2032,51818,944,2668,6720,6717,7695,6318,1604,220,19,32905,2369,1596,2947,3266,3086,3680,1790,307,26,19072,202,181,590,390,400,526,238,41,6,2564,104,110,216,147,160,142,77,50,12,1017,3620,4549,10473,10517,11343,10667,3699,615,64,55555,136,192,257,223,241,238,28,5,0,1315,256,138,156,131,101,176,59,0,0,1024,384,332,411,348,339,420,89,4,0,2338,4009,4881,10889,10867,11688,11085,3790,620,65,57892,2573,863,1696,1673,2064,4743,11178,7721,2861,35373,513,476,1103,1039,1064,1192,1188,941,489,7994,7090,6222,13683,13574,14812,17022,16158,9280,3413,101262
110,2949,3361,8082,7843,8400,7552,2403,387,35,41001,2208,1107,2160,1675,1879,3991,7468,5799,2418,28696,631,582,1064,967,1021,1008,869,792,447,7388,5790,5044,11307,10485,11300,12547,10739,6981,2895,77085,1516,3977,10436,10126,11141,9186,2688,431,52,49547,3328,2104,4118,4164,4028,4714,2465,561,49,25529,245,258,812,523,488,704,286,63,16,3396,166,178,353,249,233,263,119,88,27,1666,5255,6515,15719,15053,15890,14862,5565,1142,142,80142,228,384,549,354,443,386,45,0,0,2382,401,248,295,216,207,237,66,11,3,1688,625,628,842,571,652,628,116,11,3,4076,5883,7146,16566,15626,16541,15489,5677,1147,145,84212,4453,1861,3222,2744,3414,7024,14080,10566,3812,51183,1222,1202,2163,1957,2073,2073,1814,1432,719,14663,11556,10211,21953,20328,22031,24586,21574,13144,4669,150057
