SA4_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
111,5,100,10388,10490,181,1625,9994,11797,5995,6706,10811,23501,12478,3608,5891,21979,12576,2743,6590,21901,12660,1965,6546,21175,12137,1023,4866,18026,7239,344,2732,10315,1718,51,1284,3054,64983,18162,59103,142242,4,182,9704,9891,330,2406,8653,11388,8216,6967,9126,24307,13418,3580,6372,23376,13218,2704,7448,23375,12969,1883,8130,22982,11379,797,7887,20061,5593,255,6441,12290,839,28,3776,4644,65960,18812,67530,152304,5,280,20086,20382,506,4032,18650,23185,14203,13676,19933,47812,25899,7194,12263,45350,25793,5444,14039,45273,25626,3851,14675,44157,23520,1818,12748,38087,12839,595,9170,22608,2557,78,5061,7696,130944,36973,126633,294544
112,0,48,6332,6378,68,636,4191,4894,2438,2938,5262,10640,6211,2618,3666,12499,7218,2319,4502,14041,8423,2083,5492,15997,9243,1350,4773,15363,5367,388,2317,8068,1434,60,1008,2505,40405,12437,37535,90386,0,121,5869,5993,146,902,3759,4807,3460,3441,5100,12003,7203,2677,4384,14261,7871,2335,5573,15775,8898,1949,6801,17646,8508,1068,6602,16178,4090,249,4717,9047,720,30,2844,3591,40889,12763,45650,99305,0,166,12204,12371,214,1540,7947,9702,5899,6380,10366,22647,13408,5293,8048,26754,15090,4656,10074,29815,17321,4032,12291,33648,17758,2418,11372,31542,9458,630,7031,17114,2154,85,3851,6095,81301,25201,83185,189690
113,5,58,4422,4491,107,741,3169,4020,2863,2278,3783,8927,4851,1130,2208,8190,5044,957,2420,8422,5624,783,2586,8989,5025,384,2023,7432,2855,124,1137,4118,698,17,474,1192,27074,6477,22224,55773,9,129,4125,4260,234,1079,2809,4119,3709,2314,3351,9368,5327,1153,2350,8834,5377,946,2666,8988,5750,703,2905,9355,4546,300,2770,7619,2193,80,2340,4611,325,7,1434,1768,27452,6724,24740,58918,14,193,8549,8754,340,1820,5978,8143,6570,4592,7135,18294,10173,2286,4559,17023,10421,1904,5084,17412,11371,1485,5487,18343,9568,686,4795,15046,5046,201,3474,8726,1019,27,1908,2955,54524,13203,46966,114692
114,4,39,3882,3923,61,497,2538,3087,2036,1813,2934,6788,4058,1142,1850,7049,4614,1175,2405,8192,6044,1141,2815,9997,7320,793,2640,10758,4640,269,1641,6549,1035,44,669,1742,29810,6915,21370,58091,4,79,3517,3601,109,698,2084,2888,2793,1877,2474,7143,4477,1218,2022,7720,5108,1182,2788,9077,6489,1087,3577,11159,7217,670,3959,11843,3472,177,3303,6956,456,20,1718,2191,30129,7008,25441,62579,3,115,7403,7528,172,1189,4622,5976,4835,3693,5408,13934,8539,2360,3874,14767,9720,2360,5191,17275,12535,2229,6392,21152,14539,1462,6603,22601,8117,454,4942,13506,1490,65,2387,3937,59937,13925,46810,120677
115,4,26,9195,9221,81,365,7432,7876,4188,1692,6115,11993,14418,1192,2435,18038,14298,1142,2284,17729,11917,761,1989,14664,9268,368,1519,11154,4701,117,1002,5814,945,23,509,1475,59808,5680,32477,97966,3,43,8436,8479,176,549,6340,7054,6146,1847,4617,12611,16044,1165,2656,19868,14517,1122,3171,18811,11421,660,3221,15299,8258,289,3422,11964,3243,73,2908,6232,430,12,1474,1909,60233,5752,36250,102226,3,66,17632,17700,255,910,13770,14931,10334,3536,10738,24604,30455,2357,5092,37904,28814,2264,5462,36539,23336,1419,5205,29965,17525,652,4942,23120,7948,186,3907,12043,1375,35,1979,3390,120041,11428,68724,200195
116,0,75,11843,11920,278,862,11690,12831,9833,3589,13163,26583,23858,2084,6118,32055,15852,1649,5084,22584,12265,998,4390,17659,8828,376,2955,12158,3774,111,1446,5335,679,9,519,1206,75367,9752,57207,142329,8,116,10990,11113,733,1265,9755,11758,14972,3668,10292,28940,24018,2119,6024,32161,14809,1557,6291,22660,11201,842,6445,18486,7464,277,5808,13544,2282,74,3663,6018,281,4,1506,1784,75771,9921,60767,146461,5,191,22830,23029,1012,2133,21441,24585,24802,7260,23461,55525,47877,4194,12138,64215,30660,3203,11381,45244,23466,1839,10830,36137,16291,654,8767,25703,6052,191,5108,11348,956,13,2017,2989,151135,19675,117978,288789
117,4,52,4192,4246,143,1857,10381,12381,6426,14063,22590,43084,10896,7331,10336,28562,7283,3734,7216,18227,5757,2114,5796,13667,4301,908,3581,8788,2464,233,1691,4393,674,25,556,1257,37943,30320,66336,134601,0,86,4107,4189,263,2521,10348,13133,8176,13606,20274,42055,10530,5085,9381,24997,6891,2319,6874,16079,5166,1222,6089,12475,3787,471,4863,9116,1717,106,3094,4918,263,9,1438,1715,36787,25433,66461,128680,4,134,8294,8435,396,4385,20730,25505,14604,27679,42867,85145,21429,12426,19709,53564,14169,6053,14087,34305,10919,3333,11886,26145,8081,1377,8448,17907,4180,339,4787,9309,937,33,1992,2970,74729,55751,132802,263282
118,0,25,5577,5595,35,484,5729,6250,2984,7272,10584,20842,8988,4008,4550,17546,9254,2097,3690,15040,7271,1296,3354,11919,5745,696,2545,8989,3686,281,1502,5466,1158,39,729,1931,39123,16205,38254,93576,0,30,5231,5261,90,839,6002,6933,4342,8026,11527,23891,10016,3377,5453,18847,9264,1767,5263,16296,6947,956,4883,12780,5315,504,4569,10380,2774,162,3902,6834,445,8,2270,2726,39182,15664,49101,103946,0,49,10808,10858,127,1325,11735,13183,7324,15300,22108,44731,19004,7386,10002,36389,18514,3868,8946,31329,14219,2249,8234,24701,11058,1198,7115,19371,6456,439,5405,12300,1603,53,3001,4656,78301,31864,87352,197526
119,4,23,16527,16559,638,850,19376,20864,14050,5629,25585,45268,24643,3294,11245,39185,21730,2263,9685,33681,20774,1705,9091,31567,15790,806,6052,22648,9301,240,3311,12843,2909,32,1754,4699,109833,14847,102629,227304,40,66,15104,15214,1847,1302,15711,18857,19714,5886,18242,43845,25693,3080,10721,39500,22266,2199,11746,36219,19416,1405,12414,33227,13808,508,10292,24602,6356,119,8129,14600,1199,23,4998,6224,110333,14589,107355,232279,47,92,31628,31769,2478,2148,35089,39721,33771,11515,43827,89108,50333,6379,21969,78682,43996,4464,21433,69894,40187,3109,21501,64795,29593,1311,16342,47244,15651,355,11434,27446,4108,55,6758,10912,220169,29435,209975,459581
120,0,18,6503,6519,259,796,9612,10670,6785,5947,13591,26324,12970,3186,5442,21599,10890,2003,4509,17400,9497,1399,3965,14861,7095,768,2710,10570,4096,209,1515,5819,1311,30,751,2092,52901,14355,48599,115852,3,42,6217,6268,525,1163,8225,9913,9072,6330,11224,26620,13225,2948,5942,22119,11331,1920,6463,19718,9078,1284,6326,16687,6549,625,5414,12586,2922,119,4014,7056,504,11,2398,2907,53212,14441,56217,123873,3,59,12723,12788,788,1958,17837,20578,15856,12274,24810,52942,26196,6136,11380,43715,22216,3924,10973,37116,18579,2683,10292,31547,13647,1389,8120,23154,7017,333,5528,12878,1814,38,3154,5000,106115,28802,104814,239725
121,0,19,11821,11845,116,707,9813,10632,6563,6142,10608,23310,20812,3410,5613,29835,20142,2202,4970,27313,15949,1674,4312,21944,12506,877,3076,16460,7724,355,2031,10111,2152,57,1120,3336,85964,15446,53365,154773,0,45,11017,11059,225,1033,8816,10072,9208,6552,9905,25662,22857,3142,7479,33479,20452,2099,7953,30508,15196,1281,7491,23961,11663,645,7102,19413,5736,180,6007,11924,1040,15,3601,4659,86362,14991,69373,170729,0,60,22836,22900,334,1738,18627,20703,15769,12700,20513,48979,43665,6551,13095,63309,40595,4304,12927,57820,31142,2962,11798,45903,24173,1519,10179,35873,13460,532,8042,22027,3199,76,4720,7989,172330,30439,122739,325501
122,0,16,8070,8086,68,386,6223,6678,2973,3921,6182,13080,10252,2713,3076,16041,12880,2104,3396,18385,10419,1410,3262,15094,7691,673,2268,10634,5145,272,1512,6928,1366,31,787,2185,50788,11533,34779,97099,0,23,7378,7402,142,635,5319,6094,4364,4427,5062,13851,11655,2723,3254,17631,13296,1944,4458,19698,9872,1201,4451,15532,7177,532,4201,11914,3960,135,4056,8146,660,19,2493,3168,51129,11637,40677,103447,0,34,15450,15485,209,1020,11543,12774,7336,8350,11244,26931,21908,5439,6333,33679,26174,4045,7855,38078,20297,2616,7716,30627,14866,1208,6468,22542,9103,404,5571,15075,2025,53,3280,5354,101919,23170,75456,200545
123,0,43,9304,9357,179,895,7745,8813,6492,3595,8123,18206,13261,2173,4426,19866,11365,1687,3966,17017,10106,1103,3419,14629,8042,476,2517,11044,3438,139,1344,4920,586,19,426,1030,53477,10139,41274,104890,7,92,8738,8829,408,1264,6665,8340,9507,3810,6890,20207,13876,2117,4865,20860,10956,1659,5034,17647,9808,984,5197,15995,6816,372,4826,12013,2327,86,2990,5399,247,7,1304,1555,53957,10385,46508,110852,9,133,18044,18188,590,2159,14408,17158,16000,7403,15011,38415,27141,4292,9293,40727,22323,3342,9000,34668,19916,2086,8621,30628,14860,849,7345,23057,5765,226,4332,10327,834,24,1730,2587,107431,20527,87784,215747
124,0,90,9737,9829,216,1311,8156,9676,6619,4805,8809,20238,12561,2894,5220,20676,11679,2326,5217,19224,11055,1541,4873,17478,9530,721,3642,13889,4361,226,1811,6398,836,24,619,1480,56857,13943,48091,118897,4,173,9064,9242,430,1750,6906,9092,8924,5081,7721,21725,13293,2923,5635,21846,11919,2137,6394,20447,11066,1444,6602,19107,8400,598,6316,15312,3054,136,4246,7442,368,16,1862,2245,57459,14254,54743,126456,4,261,18800,19072,647,3063,15060,18766,15543,9891,16532,41964,25854,5815,10859,42522,23596,4459,11616,39675,22123,2985,11475,36582,17928,1318,9959,29205,7417,361,6062,13837,1205,42,2476,3723,114320,28195,102835,245353
125,6,38,12150,12193,610,855,16174,17635,14834,4500,24299,43631,25679,2332,10431,38435,16664,1445,7602,25704,14676,1014,6591,22270,10836,459,4176,15473,5911,153,2044,8112,1494,27,991,2512,90713,10803,84454,185969,30,62,11201,11295,1625,1229,12505,15359,21100,4646,15215,40956,24627,2155,8502,35282,16276,1340,8367,25988,13530,844,8841,23212,9295,330,6989,16610,3906,93,4975,8969,603,14,2786,3398,90990,10707,79389,181080,36,97,23351,23485,2233,2080,28679,32992,35929,9141,39516,84588,50305,4481,18928,73718,32937,2786,15968,51695,28206,1852,15431,45489,20132,790,11165,32088,9822,238,7026,17081,2103,42,3775,5914,181697,21511,163846,367052
126,0,15,4947,4967,89,475,5450,6015,4699,2962,7080,14742,10452,1206,3211,14867,8281,788,2361,11430,7449,503,2267,10215,5895,268,1566,7732,3025,111,870,3998,977,14,548,1537,40868,6340,28298,75505,0,30,4634,4668,172,640,4870,5682,6425,3098,6072,15592,10928,1146,3532,15602,8314,730,3330,12371,7304,426,3640,11372,5252,212,3259,8720,2263,49,2520,4832,441,6,1725,2172,41093,6347,33580,81013,0,44,9585,9630,265,1116,10318,11699,11125,6061,13145,30328,21377,2352,6741,30471,16593,1513,5690,23800,14748,933,5905,21587,11145,479,4823,16450,5284,162,3389,8832,1417,22,2270,3713,81957,12683,61875,156518
127,9,59,15497,15565,427,669,14361,15455,10091,3319,17268,30679,18977,2154,8446,29579,18269,1791,7121,27177,17693,1205,6645,25540,12444,480,3894,16814,5826,115,1989,7931,1365,19,827,2211,85100,9810,76043,170951,29,104,14554,14692,1223,1001,12723,14950,15241,3547,13706,32488,20843,2254,8537,31632,18268,1679,9121,29065,15821,990,9384,26204,10163,320,7714,18203,3522,62,5120,8707,467,12,2654,3141,85586,9980,83520,179079,43,165,30055,30258,1655,1670,27086,30406,25331,6871,30972,63170,39819,4408,16983,61215,36534,3467,16245,56241,33511,2202,16026,51738,22615,797,11602,35011,9347,182,7110,16635,1834,36,3481,5353,170680,19791,159559,350035
128,0,20,6985,6994,67,414,5745,6233,3463,3300,5306,12075,9465,1882,2579,13931,10216,1457,2994,14672,9328,997,2862,13181,7872,478,1944,10309,4455,147,1226,5826,1196,29,720,1944,46077,8722,30360,85160,0,33,6484,6516,119,745,5059,5924,4788,3419,4544,12744,10463,1863,2871,15202,10629,1392,3816,15835,9225,860,3976,14068,7210,359,3693,11265,3372,112,3338,6822,616,5,2074,2696,46423,8787,35855,91064,0,46,13463,13512,189,1161,10806,12158,8246,6718,9848,24815,19934,3741,5452,29129,20845,2847,6811,30501,18555,1854,6834,27246,15086,842,5644,21569,7830,259,4563,12646,1810,37,2793,4644,92502,17508,66215,176223
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
