SA4_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
111,2021,180,73,3,0,2271,797,70,21,0,0,891,647,68,44,3,0,757,1181,109,46,5,0,1342,1640,111,82,0,6,1835,5162,420,258,10,3,5849,7234,660,312,0,0,8211,11792,677,393,5,4,12862,6304,279,127,3,4,6718,4313,203,108,7,0,4626,2683,141,110,3,3,2944,2452,168,91,4,5,2718,46221,3079,1654,40,26,51020
112,1328,146,65,5,3,1547,541,86,33,5,0,653,505,71,26,9,0,612,912,141,55,10,3,1111,1268,158,83,6,7,1522,3532,453,215,16,5,4219,3853,557,185,3,4,4609,5191,545,163,17,8,5927,2659,212,60,4,0,2933,2187,142,53,3,0,2389,1510,68,43,5,0,1624,1530,193,59,8,5,1794,25011,2779,1031,84,35,28943
113,856,19,12,4,6,905,461,7,7,3,0,473,460,9,10,0,0,472,994,17,27,10,0,1047,1510,24,38,8,0,1588,4114,56,55,14,7,4241,3429,35,29,0,5,3501,2880,15,17,5,4,2909,872,3,4,0,0,881,722,4,0,3,3,737,523,6,4,4,8,536,1038,8,8,3,4,1060,17863,201,199,53,33,18348
114,984,36,19,7,0,1040,387,8,0,0,0,399,291,25,0,5,0,327,544,19,7,10,0,577,819,28,16,0,0,861,2248,89,23,3,3,2367,2607,84,15,8,7,2712,3790,68,31,0,0,3886,1939,23,9,4,7,1985,1576,20,10,0,0,1613,1223,9,7,0,5,1239,1042,31,3,5,0,1085,17448,435,134,47,22,18091
115,1620,99,46,0,0,1769,353,25,13,0,0,394,266,31,10,0,0,312,453,39,22,0,0,523,609,40,22,3,0,670,1729,139,91,0,0,1964,2075,186,134,0,7,2399,4166,411,434,3,3,5021,3942,412,281,5,13,4651,7062,612,206,3,15,7896,8851,348,105,0,11,9317,2393,137,71,0,3,2604,33532,2478,1438,19,54,37513
116,1728,164,52,0,0,1945,408,37,27,0,0,467,396,42,16,0,0,455,694,79,28,0,0,802,939,111,48,0,0,1103,3128,405,233,0,0,3775,4114,723,463,8,3,5304,8776,1673,821,8,12,11287,8611,1033,218,3,42,9906,8905,641,92,6,16,9663,4046,285,61,0,7,4393,3032,363,109,5,6,3511,44781,5564,2162,29,91,52622
117,283,432,842,10,0,1564,67,88,145,3,0,306,43,70,127,4,0,240,72,97,258,0,0,427,96,159,352,3,0,612,276,393,1253,3,0,1930,297,450,1558,9,4,2323,525,859,3538,16,8,4946,473,814,3130,3,0,4420,903,1636,3493,13,14,6056,1670,2989,2753,22,13,7450,337,398,1009,11,3,1760,5045,8382,18465,104,41,32032
118,630,363,555,17,0,1565,53,74,90,3,0,218,47,54,96,3,0,200,75,72,139,0,0,284,120,94,216,5,0,430,295,255,582,4,0,1135,267,277,697,15,0,1254,522,490,1378,15,3,2407,378,435,1302,12,0,2124,854,920,1908,15,5,3694,4024,3139,2182,38,9,9391,759,457,638,8,0,1865,8004,6633,9779,131,18,24566
119,1995,505,680,5,0,3187,469,137,198,5,0,801,446,116,167,0,0,729,609,175,357,4,0,1149,830,273,496,4,3,1604,2370,748,1536,23,0,4676,2457,916,2457,18,4,5853,4954,1808,4494,40,13,11310,3937,1496,2389,19,5,7841,6578,1886,1407,10,12,9899,7057,1127,690,7,7,8893,2981,698,911,16,0,4605,34679,9887,15775,144,54,60541
120,838,335,508,14,5,1686,158,66,104,0,0,332,130,52,109,0,0,288,186,72,206,0,0,466,246,122,249,3,0,622,667,300,902,7,3,1874,682,322,1207,18,0,2227,1266,711,3080,30,7,5097,997,594,2193,29,0,3817,2041,1240,2065,14,0,5361,5437,2288,1335,29,6,9100,1016,373,697,7,0,2096,13668,6475,12649,150,24,32961
121,1913,239,727,5,0,2888,308,33,135,0,0,472,245,33,131,0,0,406,354,33,208,0,0,595,433,46,290,0,0,771,1423,166,1010,5,0,2600,1372,181,1253,0,5,2808,2871,399,3219,18,4,6508,2280,345,2653,7,4,5281,4509,615,2781,13,8,7923,12897,1396,2413,17,3,16726,1976,200,868,7,4,3051,30562,3684,15683,71,24,50025
122,1162,111,287,5,4,1572,240,29,82,0,0,348,201,25,78,0,0,305,271,42,122,0,0,442,388,39,172,0,0,598,1052,94,494,8,0,1651,1027,117,633,9,3,1783,2083,227,1378,12,5,3700,1867,213,1217,8,0,3296,3992,374,1398,16,4,5774,9575,679,1090,12,11,11364,1581,145,410,0,6,2140,23438,2091,7357,56,26,32976
123,1326,100,31,0,0,1457,438,33,8,0,0,486,377,53,11,0,0,444,692,83,28,0,0,801,973,96,22,0,0,1091,3226,392,126,0,5,3749,4358,605,170,0,0,5138,9221,734,187,0,11,10154,7323,269,58,0,8,7656,5509,123,41,0,0,5674,2884,59,27,0,0,2978,2406,150,65,0,3,2630,38734,2708,776,6,30,42256
124,1614,119,47,0,3,1779,540,40,16,0,0,599,453,42,18,0,0,509,874,69,34,0,0,984,1152,100,61,0,0,1315,3603,389,243,0,6,4241,5050,669,411,4,9,6143,9691,1063,272,5,5,11033,7284,376,92,0,5,7755,5668,191,47,0,0,5900,2794,78,28,0,5,2908,2345,176,58,0,3,2578,41074,3310,1326,13,26,45743
125,1551,325,487,4,7,2371,343,84,110,0,0,538,302,78,133,0,0,514,448,121,213,0,0,783,680,167,336,4,0,1185,1894,576,1197,7,0,3671,2243,749,2202,10,6,5205,4213,1772,4362,21,14,10384,3478,1437,2211,11,9,7146,4876,1255,1127,12,9,7272,4180,668,582,3,7,5435,2147,557,833,6,3,3538,26352,7775,13782,73,63,48042
126,951,164,269,3,0,1385,138,40,57,0,0,232,131,19,42,0,0,185,190,33,97,0,0,323,241,49,142,0,0,434,648,167,425,0,4,1244,631,187,651,0,0,1476,1363,422,1727,4,0,3520,1087,377,1277,0,3,2745,1996,553,1014,3,3,3567,4806,628,483,0,5,5928,1043,162,365,0,3,1579,13225,2809,6554,17,16,22619
127,1997,189,155,0,3,2344,522,59,59,0,0,646,465,61,53,0,0,574,734,97,109,6,0,944,1081,125,149,0,0,1349,3242,441,580,0,0,4265,3986,637,680,0,6,5308,8534,1244,651,0,26,10454,7632,699,187,0,26,8550,7484,381,135,0,16,8020,3554,156,93,0,6,3816,3116,285,208,0,3,3616,42346,4383,3041,10,103,49881
128,956,157,180,0,0,1297,260,39,55,0,0,352,212,37,61,0,0,314,317,70,93,3,0,481,444,81,145,0,0,674,1287,226,409,0,0,1927,1448,298,682,3,0,2432,3014,645,1502,3,3,5173,2851,620,1005,4,4,4476,5060,888,643,0,7,6596,5687,594,326,3,3,6623,1385,206,274,3,0,1863,22921,3856,5386,21,20,32207
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
