SA4_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
101,550,1440,2192,1795,1906,2574,2566,1253,399,14674,354,1731,3117,2425,2635,2979,2058,930,216,16443,171,1386,3594,2942,3251,3687,2208,686,150,18060,47,866,2780,2465,2628,2506,1245,350,75,12968,20,403,2603,2460,2574,2280,1029,285,94,11756,10,165,1712,2048,2257,1795,598,143,44,8763,7,133,2227,3974,4402,2935,768,180,50,14670,0,13,301,769,946,642,197,55,14,2932,12,21,335,1068,1709,1182,434,146,35,4940,1069,861,2222,2021,2277,2551,2368,1700,1095,16159,12785,10876,26755,27123,31454,35370,31264,16162,5776,197558
102,742,2776,3381,3007,3172,3423,3398,1948,578,22431,366,2729,4577,3746,3942,4146,2676,1176,377,23736,178,1958,5395,4542,5006,4756,2395,812,248,25283,62,1014,4213,4017,3892,3308,1449,388,116,18461,13,413,3242,3585,3611,2640,986,345,118,14945,5,176,2228,3078,2987,2170,631,163,33,11476,15,126,2670,5280,5321,3385,814,194,41,17850,0,15,385,1133,1168,712,216,62,26,3716,3,29,373,1596,1980,1357,437,213,78,6070,1174,1055,2364,2331,2364,2263,2584,2867,2584,19585,20276,18486,38119,41358,44183,44882,40693,25702,10545,284248
103,545,1395,2088,1734,1786,1981,1940,1057,292,12805,361,1720,2806,2204,2458,2467,1566,637,185,14413,166,1309,3226,2657,2813,2871,1472,464,95,15077,58,764,2549,2114,2095,1928,869,220,37,10637,30,434,1991,1874,1994,1675,649,273,65,8988,13,209,1457,1565,1734,1283,403,79,35,6781,8,213,2117,3071,3136,2104,498,101,27,11265,0,29,369,566,613,387,119,42,16,2142,9,32,310,777,956,704,322,122,31,3262,1150,1096,2345,2276,2175,2200,2129,1739,938,16049,12689,11161,24861,24125,26203,27917,24652,14480,5504,171594
104,260,933,1528,1388,1434,1689,1761,913,254,10178,136,932,1960,1797,1920,2054,1334,560,145,10842,61,601,1916,1883,2149,2142,1246,387,72,10462,17,286,1231,1362,1442,1277,605,148,54,6416,5,116,949,1095,1264,1081,467,181,53,5217,0,44,582,796,1007,821,252,63,15,3571,3,37,628,1347,1664,1057,314,84,22,5158,0,7,79,213,273,213,73,30,10,900,8,13,117,321,462,334,168,66,23,1514,686,636,1645,1550,1461,1438,1395,1233,939,10985,7950,6369,15030,15975,18106,21252,20649,11492,4473,121293
105,294,721,1169,853,861,964,862,485,143,6358,183,846,1810,1237,1225,1349,736,310,98,7794,114,705,2082,1461,1411,1519,680,217,42,8228,39,408,1467,1065,1087,1043,427,109,20,5666,24,213,1238,1020,909,865,285,112,36,4705,7,122,832,763,839,618,208,50,18,3462,0,117,1077,1383,1353,1053,249,42,14,5282,0,9,139,222,258,229,50,12,0,918,9,16,177,296,365,286,142,61,16,1374,977,846,2161,1886,1751,1787,1599,1301,702,13013,6541,5979,15489,12978,13463,15228,12627,7498,2866,92669
106,803,2206,3204,2526,2530,2523,2666,1374,329,18142,456,2591,4133,3278,3338,3139,2013,784,167,19903,216,1879,4981,4008,4066,3616,1851,584,94,21292,66,1028,3571,3084,2933,2466,1001,260,48,14457,28,500,2959,2806,2696,2135,774,243,74,12220,3,235,2085,2353,2306,1649,432,121,28,9212,5,252,3195,4675,4569,2929,610,142,39,16408,5,31,530,982,950,663,169,44,3,3377,6,39,381,1013,1305,989,339,123,47,4247,1166,1196,2655,2385,2267,2106,2090,1790,1061,16723,17584,16178,36516,35227,36228,37003,32654,17724,5922,235041
107,673,2822,3204,2575,2566,2637,2612,1504,417,19017,321,2807,4268,3161,3382,3146,2206,875,246,20415,138,2256,5249,4132,3993,3798,2155,639,116,22476,56,1169,4310,3446,3319,2832,1187,311,53,16686,11,541,3882,3321,3245,2560,861,297,75,14804,10,222,2673,3015,2794,2050,511,126,35,11430,7,193,3661,5825,5550,3480,788,160,22,19691,0,23,541,1211,1265,769,170,37,12,4031,11,26,509,1681,1942,1258,379,166,45,6019,1030,1180,2129,1859,1795,1658,1761,1777,1605,14790,19124,21328,39997,38572,39273,39152,32307,19744,8227,257723
108,443,1404,2089,1975,2266,2863,2955,1776,505,16280,198,1377,2571,2457,2920,3294,2142,1055,307,16319,97,882,2568,2604,3110,3196,1925,755,206,15340,24,392,1697,1792,2105,2138,1044,347,81,9624,9,144,1232,1492,1776,1550,686,304,133,7326,7,52,829,1158,1402,1143,383,128,26,5131,0,39,785,1753,2264,1604,465,133,30,7079,0,12,111,289,389,303,126,42,9,1283,14,25,143,446,690,545,324,160,49,2383,1104,838,1916,1831,1868,2340,2606,2330,1664,16489,12206,9356,19774,21625,26807,34795,37531,22565,8536,193195
109,293,1022,1227,1040,1109,1280,1256,687,215,8125,183,1011,1913,1458,1475,1669,1081,437,162,9384,76,739,2080,1705,1899,1939,977,287,56,9760,28,368,1462,1374,1335,1238,534,148,29,6512,10,139,1138,1150,1176,1088,404,118,50,5278,4,75,633,831,906,799,234,66,9,3553,3,57,694,1306,1460,1000,257,68,17,4869,0,5,94,213,218,198,75,23,10,841,3,16,130,310,434,361,214,68,20,1567,688,521,1185,1136,1260,1414,1511,1218,639,9565,7090,6222,13683,13574,14812,17022,16158,9280,3413,101262
110,449,1224,1936,1605,1611,1758,1570,975,296,11425,305,1466,2888,2133,2249,2372,1315,551,158,13438,150,1115,3105,2567,2539,2516,1325,450,74,13840,40,620,1966,1794,1740,1600,700,204,46,8706,21,265,1536,1486,1470,1247,513,249,58,6842,12,139,1083,1141,1188,983,331,104,26,4999,6,144,1326,2031,2165,1390,414,110,23,7605,3,11,206,342,386,275,117,37,13,1387,17,35,211,455,600,585,244,109,35,2282,1480,1302,2394,2195,2310,2428,2192,1753,989,17041,11556,10211,21953,20328,22031,24586,21574,13144,4669,150057
