region_id,Sme_Usl_ad_1_yr_ago_as_2011_M,Sme_Usl_ad_1_yr_ago_as_2011_F,Sme_Usl_ad_1_yr_ago_as_2011_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL101001,1528526,1589560,3118086,51120,52078,103198,157398,162089,319487,3907,3698,7605,4381,4611,8992,1077,1029,2106,1512,1524,3036,313,324,637,435,355,790,1285,1228,2513,49,27,76,170357,174885,345242,35731,40004,75735,2819,2706,5525,260027,269673,529700,110110,97105,207215,1898663,1956338,3855001
UCL102001,13984,14093,28077,482,531,1013,1214,1210,2424,91,80,171,139,128,267,25,28,53,37,32,69,6,9,15,21,19,40,516,567,1083,4,0,4,2053,2073,4126,212,233,445,22,23,45,2769,2860,5629,931,701,1632,17684,17654,35338
UCL102002,116042,125303,241345,4582,5244,9826,12283,13334,25617,174,192,366,448,515,963,47,50,97,104,126,230,36,45,81,27,40,67,61,46,107,0,0,0,13180,14348,27528,732,762,1494,351,356,707,18845,20710,39555,6665,6586,13251,141552,152599,294151
UCL102003,20909,23026,43935,1198,1347,2545,1356,1610,2966,98,109,207,855,1024,1879,23,36,59,32,39,71,32,22,54,23,23,46,13,5,18,0,3,3,2432,2871,5303,190,198,388,56,38,94,3876,4454,8330,1342,1414,2756,26127,28894,55021
UCL102004,121976,127894,249870,4073,4370,8443,13924,14768,28692,258,235,493,584,574,1158,85,67,152,154,123,277,46,48,94,89,87,176,106,92,198,0,0,0,15246,15994,31240,1141,1232,2373,288,270,558,20748,21866,42614,6328,5725,12053,149052,155485,304537
UCL103001,99716,102943,202659,4138,4308,8446,8911,9374,18285,141,142,283,323,321,644,52,61,113,82,72,154,27,21,48,32,41,73,103,118,221,0,0,0,9671,10150,19821,1145,1168,2313,178,146,324,15132,15772,30904,4966,4498,9464,119814,123213,243027
UCL111001,17184,18356,35540,820,965,1785,1603,1821,3424,554,696,1250,98,111,209,32,35,67,21,30,51,13,18,31,27,30,57,32,47,79,0,0,0,2380,2788,5168,176,216,392,52,38,90,3428,4007,7435,1083,987,2070,21695,23350,45045
UCL111002,26620,27923,54543,1253,1389,2642,2601,2748,5349,59,62,121,172,158,330,16,27,43,49,41,90,7,6,13,43,37,80,26,20,46,0,0,0,2973,3099,6072,143,123,266,40,47,87,4409,4658,9067,1348,1222,2570,32377,33803,66180
UCL112001,11489,11911,23400,1016,1132,2148,1352,1486,2838,22,19,41,66,59,125,4,6,10,13,17,30,7,4,11,13,13,26,23,15,38,0,0,0,1500,1619,3119,74,78,152,34,16,50,2624,2845,5469,1250,746,1996,15363,15502,30865
UCL112002,10992,12058,23050,461,549,1010,978,1125,2103,25,23,48,46,51,97,5,0,5,13,14,27,10,6,16,8,9,17,5,15,20,0,0,0,1090,1243,2333,63,63,126,23,16,39,1637,1871,3508,962,948,1910,13591,14877,28468
UCL112003,7415,7996,15411,596,655,1251,580,663,1243,7,3,10,34,33,67,8,4,12,15,3,18,10,9,19,3,3,6,4,3,7,0,0,0,661,721,1382,36,32,68,44,24,68,1337,1432,2769,1018,521,1539,9770,9949,19719
UCL112004,16697,18290,34987,1115,1277,2392,2048,2290,4338,70,68,138,240,250,490,9,21,30,40,35,75,6,16,22,20,24,44,30,31,61,0,0,0,2463,2735,5198,175,193,368,75,73,148,3828,4278,8106,963,970,1933,21488,23538,45026
UCL112005,11936,13226,25162,638,770,1408,1581,1780,3361,32,26,58,100,97,197,9,13,22,10,18,28,0,8,8,11,7,18,9,17,26,0,0,0,1752,1966,3718,63,67,130,33,54,87,2486,2857,5343,693,607,1300,15115,16690,31805
UCL112006,8178,8634,16812,751,813,1564,530,521,1051,19,16,35,40,51,91,5,4,9,5,0,5,3,9,12,3,6,9,90,99,189,0,0,0,695,706,1401,34,51,85,16,28,44,1496,1598,3094,936,356,1292,10610,10588,21198
UCL112007,10181,11163,21344,688,762,1450,1197,1354,2551,19,19,38,155,178,333,12,9,21,11,16,27,11,3,14,8,9,17,6,9,15,0,0,0,1419,1597,3016,87,86,173,34,20,54,2228,2465,4693,557,530,1087,12966,14158,27124
UCL112008,845,809,1654,39,46,85,20,21,41,52,68,120,5,3,8,5,4,9,0,0,0,0,3,3,3,3,6,3,0,3,0,0,0,88,102,190,0,4,4,0,0,0,127,152,279,60,47,107,1032,1008,2040
UCL112009,10382,11162,21544,766,811,1577,1073,1129,2202,25,45,70,86,102,188,5,13,18,24,24,48,8,4,12,12,13,25,28,33,61,3,0,3,1264,1363,2627,46,54,100,25,22,47,2101,2250,4351,835,830,1665,13318,14242,27560
UCL112010,12776,13751,26527,882,925,1807,1542,1667,3209,59,64,123,138,162,300,34,27,61,43,42,85,18,20,38,12,11,23,21,28,49,0,0,0,1867,2021,3888,108,108,216,32,26,58,2889,3080,5969,1020,890,1910,16685,17721,34406
UCL112011,15239,17161,32400,1147,1306,2453,1738,1950,3688,54,63,117,173,163,336,18,20,38,27,19,46,12,16,28,12,12,24,24,24,48,0,0,0,2058,2267,4325,84,92,176,32,44,76,3321,3709,7030,847,797,1644,19407,21667,41074
UCL112012,13213,14211,27424,846,936,1782,1741,1896,3637,30,23,53,127,147,274,15,11,26,8,6,14,7,15,22,14,17,31,8,11,19,0,0,0,1950,2126,4076,57,66,123,53,39,92,2906,3167,6073,1084,1006,2090,17203,18384,35587
UCL112013,17442,18864,36306,1072,1176,2248,2114,2410,4524,135,147,282,209,191,400,25,36,61,21,28,49,7,8,15,62,52,114,66,60,126,0,0,0,2639,2932,5571,183,188,371,53,33,86,3947,4329,8276,812,817,1629,22201,24010,46211
UCL113001,6733,7433,14166,919,1063,1982,631,831,1462,25,23,48,108,109,217,12,13,25,18,14,32,3,10,13,5,12,17,6,8,14,0,0,0,808,1020,1828,183,198,381,14,18,32,1924,2299,4223,553,632,1185,9210,10364,19574
UCL113002,5861,6694,12555,502,531,1033,501,518,1019,16,29,45,100,120,220,3,4,7,3,5,8,5,7,12,3,6,9,3,4,7,0,0,0,634,693,1327,28,51,79,23,47,70,1187,1322,2509,386,378,764,7434,8394,15828
UCL113003,4024,4500,8524,302,329,631,469,505,974,24,28,52,22,21,43,7,9,16,4,9,13,4,0,4,0,0,0,56,63,119,0,0,0,586,635,1221,18,12,30,16,15,31,922,991,1913,412,361,773,5358,5852,11210
UCL113004,7515,8564,16079,382,448,830,681,848,1529,11,19,30,30,32,62,3,4,7,8,5,13,8,0,8,0,0,0,10,11,21,0,0,0,751,919,1670,53,76,129,15,13,28,1201,1456,2657,390,413,803,9106,10433,19539
UCL113005,7225,7706,14931,569,611,1180,193,187,380,40,40,80,43,29,72,95,99,194,6,11,17,11,10,21,15,13,28,3,3,6,0,0,0,406,392,798,29,17,46,14,17,31,1018,1037,2055,640,623,1263,8883,9366,18249
UCL113006,1613,1679,3292,88,101,189,33,35,68,162,194,356,5,3,8,4,4,8,5,0,5,0,0,0,3,4,7,0,0,0,0,0,0,212,240,452,4,8,12,0,0,0,304,349,653,117,93,210,2034,2121,4155
UCL113007,7066,7767,14833,520,579,1099,674,743,1417,23,21,44,62,63,125,3,5,8,5,9,14,5,10,15,3,0,3,8,10,18,0,0,0,783,861,1644,30,35,65,10,12,22,1343,1487,2830,529,586,1115,8938,9840,18778
UCL113008,6085,6743,12828,631,745,1376,399,442,841,17,17,34,67,87,154,0,3,3,8,8,16,0,4,4,3,4,7,7,5,12,0,0,0,501,570,1071,17,26,43,32,28,60,1181,1369,2550,605,405,1010,7871,8517,16388
UCL113009,6688,6992,13680,664,693,1357,338,312,650,55,53,108,37,27,64,14,9,23,8,4,12,3,4,7,8,0,8,0,11,11,0,0,0,463,420,883,88,89,177,20,18,38,1235,1220,2455,685,556,1241,8608,8768,17376
UCL113010,3716,4159,7875,339,436,775,215,261,476,9,5,14,18,33,51,4,3,7,0,0,0,0,4,4,9,3,12,7,3,10,0,0,0,262,312,574,8,12,20,9,8,17,618,768,1386,667,262,929,5001,5189,10190
UCL113011,5188,5394,10582,267,301,568,465,470,935,14,19,33,22,18,40,0,0,0,12,11,23,0,0,0,3,3,6,20,21,41,0,0,0,536,542,1078,50,41,91,6,10,16,859,894,1753,202,167,369,6249,6455,12704
UCL113012,5342,5471,10813,324,363,687,360,441,801,3,6,9,18,13,31,7,3,10,6,0,6,0,0,0,0,7,7,0,3,3,0,0,0,394,473,867,12,9,21,13,11,24,743,856,1599,212,247,459,6297,6574,12871
UCL113013,4420,4594,9014,340,371,711,276,263,539,5,5,10,22,27,49,4,0,4,3,3,6,0,0,0,3,0,3,0,3,3,0,0,0,313,301,614,12,11,23,13,5,18,678,688,1366,324,285,609,5422,5567,10989
UCL113014,6719,7156,13875,342,378,720,632,650,1282,17,21,38,48,52,100,5,5,10,14,5,19,3,3,6,4,4,8,11,10,21,0,0,0,734,750,1484,51,60,111,23,6,29,1150,1194,2344,307,239,546,8176,8589,16765
UCL113015,4108,4035,8143,408,463,871,416,383,799,14,19,33,95,64,159,10,3,13,33,29,62,3,0,3,13,10,23,3,0,3,0,0,0,587,508,1095,30,28,58,12,16,28,1037,1015,2052,352,306,658,5497,5356,10853
UCL113016,4054,4444,8498,414,462,876,318,357,675,21,25,46,51,46,97,12,6,18,8,14,22,0,0,0,10,5,15,13,10,23,0,0,0,433,463,896,47,59,106,11,7,18,905,991,1896,322,249,571,5281,5684,10965
UCL113017,3764,4035,7799,355,393,748,255,240,495,10,8,18,40,43,83,3,3,6,4,7,11,5,11,16,3,6,9,5,4,9,0,0,0,325,322,647,26,22,48,3,7,10,709,744,1453,312,316,628,4785,5095,9880
