CED_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
CED101,4053,3,0,0,0,0,3,328,4391,4749,123,38,9,0,0,0,380,5304,4151,614,262,70,19,3,5,400,5527,2590,1369,1038,324,87,18,9,341,5781,1379,1283,2051,674,171,43,38,320,5966,936,961,2171,859,244,60,48,208,5484,856,902,2169,973,284,74,41,236,5539,739,927,2142,939,283,93,45,204,5382,739,1025,2109,885,323,83,54,187,5411,669,1119,1804,914,318,95,64,222,5201,513,858,1430,801,307,109,53,220,4285,353,520,1394,763,299,76,43,189,3650,245,279,986,603,239,72,51,224,2698,127,179,800,487,219,78,83,230,2204,165,228,731,573,300,148,125,529,2801,22269,10405,19135,8874,3091,957,661,4213,69611
CED102,3557,10,0,0,3,0,0,301,3875,5699,147,30,5,0,0,0,575,6453,6637,788,322,68,14,0,0,744,8580,4904,1927,1055,276,76,13,10,631,8895,2589,1757,1986,621,138,45,14,431,7586,1491,1098,1960,749,201,74,24,323,5918,1289,1035,1985,795,284,79,35,296,5801,1112,1024,1966,793,265,90,41,268,5567,918,994,1857,752,246,98,60,252,5186,763,1066,1558,722,246,99,77,215,4741,547,898,1361,727,239,81,77,212,4140,362,494,1322,673,281,76,74,203,3478,233,282,1077,557,220,72,58,217,2711,157,187,895,501,203,71,74,251,2330,179,247,715,452,218,111,114,543,2581,30448,11947,18091,7696,2624,917,652,5467,77837
CED103,4227,3,0,0,0,0,0,251,4479,5588,55,13,3,0,0,0,404,6060,6453,541,174,41,7,0,0,503,7710,5133,2035,1202,196,35,3,3,440,9052,2606,2221,2873,579,101,14,7,362,8761,1427,1548,2866,821,176,21,9,255,7121,1130,1197,2570,834,191,35,20,187,6167,960,1223,2266,857,180,38,12,199,5732,869,1200,2325,874,198,44,19,171,5702,776,1260,1941,835,256,58,36,190,5351,601,1155,1648,737,242,53,38,145,4629,436,579,1395,712,246,74,40,171,3663,282,257,951,524,216,81,36,152,2504,192,173,703,534,270,98,65,185,2218,226,215,637,586,337,149,145,417,2710,30898,13658,21564,8128,2457,669,431,4038,81856
CED104,4830,3,0,0,0,0,0,239,5080,3857,47,9,6,0,0,0,189,4109,2333,242,117,30,3,0,0,122,2857,1392,870,756,201,34,12,0,124,3393,774,1056,2065,617,142,21,17,136,4838,548,934,2816,993,223,46,24,124,5712,581,841,2729,1142,321,65,21,124,5820,621,804,2657,1205,313,65,32,133,5819,533,835,2373,1128,342,59,29,119,5421,490,797,2033,1080,310,72,43,99,4924,378,709,1690,1006,314,76,44,123,4342,327,455,1576,907,324,69,36,126,3814,257,245,1078,775,297,58,40,140,2886,143,136,654,593,257,94,42,182,2104,170,181,628,566,327,107,89,427,2491,17234,8153,21187,10248,3217,736,428,2398,63609
CED105,4898,13,4,0,0,0,0,669,5583,5687,404,181,24,8,0,0,823,7128,4404,1164,819,326,88,19,5,765,7587,2271,1381,1610,876,375,123,40,659,7351,1164,959,1686,1156,569,212,119,575,6445,739,713,1474,1074,608,252,174,482,5520,684,769,1572,959,509,245,174,445,5363,668,779,1611,919,498,236,183,384,5285,609,780,1578,922,480,229,193,400,5191,573,765,1431,851,451,205,204,345,4828,439,574,1141,727,400,176,194,306,3956,315,307,906,657,336,157,159,276,3122,167,216,612,478,222,124,142,219,2179,107,117,443,304,190,89,176,211,1633,124,148,434,311,215,128,282,465,2114,22849,9093,15511,9591,4952,2201,2047,7025,73283
CED106,5249,0,0,0,0,0,0,237,5485,4271,32,3,0,0,0,0,222,4526,3087,303,75,13,0,0,0,184,3662,2211,1212,751,126,17,4,0,173,4500,1392,1786,2466,516,85,7,0,198,6455,953,1437,3088,975,130,21,10,132,6747,765,1308,3023,1136,224,29,14,147,6649,726,1086,2789,1285,290,47,20,142,6383,611,1000,2305,1051,251,60,17,119,5410,525,974,1903,887,232,45,18,113,4696,449,967,1622,795,242,53,15,136,4281,396,602,1640,908,255,49,33,125,4004,327,314,1300,814,265,68,32,124,3244,190,172,821,710,302,85,38,181,2499,275,273,871,792,461,145,124,371,3309,21430,11457,22652,10010,2751,618,328,2608,71856
CED107,4257,49,9,0,0,0,0,489,4805,3242,437,183,34,6,0,0,388,4297,2578,860,713,305,88,25,11,354,4943,1451,977,1409,720,231,65,42,376,5274,869,673,1596,1013,370,122,86,334,5057,594,537,1546,1082,433,115,117,340,4768,654,575,1727,1191,473,149,111,373,5267,681,555,1824,1233,505,159,106,357,5420,697,557,1791,1321,547,164,99,352,5532,658,520,1754,1343,634,187,73,354,5531,480,422,1591,1231,536,133,86,327,4811,412,375,1542,1142,578,166,84,394,4686,281,224,974,876,434,163,88,348,3393,191,113,516,552,370,140,134,272,2293,218,149,504,529,384,209,195,337,2522,17263,7031,17696,12574,5597,1791,1251,5410,68606
CED108,5317,66,12,0,0,0,0,678,6078,5168,486,216,60,16,0,6,677,6627,4158,1266,848,318,120,37,14,695,7453,2379,2241,2086,808,313,90,65,627,8618,1255,1836,3208,1162,486,200,135,620,8907,797,1137,2409,1195,532,190,209,467,6940,682,823,1973,1162,530,216,219,408,6013,576,772,1828,1119,546,256,202,353,5654,524,615,1739,1156,549,221,187,272,5257,431,538,1517,1120,563,193,176,297,4840,294,404,1299,963,512,199,155,264,4088,210,306,1019,849,464,172,160,300,3456,110,161,560,535,311,116,137,212,2136,79,92,313,292,227,114,137,187,1440,100,154,306,243,181,119,204,329,1634,22074,10890,19322,10985,5334,2146,2008,6395,79150
CED109,3917,4,0,0,0,0,0,243,4165,3781,71,16,0,0,0,0,248,4115,3501,452,160,33,11,0,4,263,4420,2244,1087,965,244,41,14,0,278,4861,1228,1026,1814,657,127,19,6,226,5098,823,757,1960,895,212,38,13,204,4908,792,789,2206,1039,234,46,15,208,5331,793,801,2138,1037,298,44,20,197,5325,767,729,1932,1021,259,62,23,153,4948,664,588,1842,1062,282,55,21,175,4694,483,515,1657,988,311,50,31,158,4187,348,375,1600,950,300,59,27,177,3835,260,266,1192,830,264,79,36,227,3158,148,188,801,608,281,78,43,203,2345,202,237,848,734,377,127,111,499,3133,19943,7878,19135,10094,2987,676,343,3464,64530
CED110,4183,43,7,0,0,0,0,508,4737,2922,343,160,28,0,0,0,339,3802,2160,720,520,188,58,18,6,353,4030,1321,865,1115,498,187,58,34,347,4423,806,723,1534,790,315,95,61,329,4657,702,618,1537,896,342,135,93,317,4643,686,638,1846,1088,461,150,88,328,5288,770,711,1956,1139,436,164,87,326,5583,905,694,2066,1297,535,175,110,371,6149,957,728,2271,1554,610,176,94,399,6792,829,645,2129,1542,623,146,78,369,6361,678,554,2137,1468,565,169,92,438,6094,463,351,1489,1195,495,142,94,428,4650,248,206,853,772,485,188,113,379,3245,287,268,809,749,530,224,179,605,3654,17925,8101,20435,13205,5639,1832,1137,5846,74113
