CED_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
CED101,27352,19744,22154,21813,20440,20222,14776,8552,4311,159367,14,6,10,6,12,17,24,17,10,125,252,271,397,235,213,222,163,91,59,1912,7,10,5,3,4,3,5,4,0,34,0,7,3,3,6,10,15,3,4,55,0,0,0,0,3,4,0,0,0,19,0,0,0,0,0,3,4,0,0,7,0,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,264,301,421,255,230,248,188,103,67,2060,273,305,430,266,239,261,216,118,79,2190,27632,20052,22582,22077,20680,20480,14994,8670,4391,161551
CED102,27066,21470,34428,26724,21556,18807,14292,9054,4247,177637,15,12,16,25,22,27,28,44,29,216,347,376,538,414,360,366,324,280,208,3211,0,5,16,12,7,7,9,0,0,60,9,14,14,5,20,6,8,3,0,78,0,7,0,3,3,5,6,0,0,19,0,3,5,3,5,5,4,0,0,23,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,5,3,8,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,348,407,580,447,395,381,358,291,215,3421,370,417,601,467,422,406,384,329,241,3638,27434,21890,35020,27195,21974,19215,14672,9384,4486,181273
CED103,32194,21041,31928,30771,22445,20554,15336,8304,4208,186773,0,23,21,19,37,50,45,25,55,271,304,474,661,447,316,352,279,178,115,3128,0,10,23,10,9,14,8,3,0,88,3,9,12,13,11,13,14,0,0,84,0,7,3,0,0,0,3,0,0,15,3,0,0,3,3,4,8,0,0,23,0,3,3,0,0,4,10,0,0,17,0,0,3,0,3,0,0,0,0,6,0,13,7,3,0,6,3,0,0,34,0,0,0,0,0,0,0,0,0,0,318,525,711,473,351,393,326,193,115,3399,315,547,732,492,385,445,369,209,174,3670,32509,21586,32658,31263,22832,20994,15705,8510,4382,190447
CED104,28377,18851,12045,19642,22254,19687,15261,9226,3934,149270,12,9,13,15,10,12,15,17,3,97,265,316,350,219,210,190,188,128,74,1947,3,8,11,6,0,11,7,3,0,53,8,10,0,5,6,16,12,10,0,60,0,3,4,0,0,4,5,0,0,11,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,271,346,374,237,227,223,214,143,81,2112,282,350,387,253,228,234,231,158,84,2213,28659,19202,12431,19899,22489,19919,15488,9385,4018,151481
CED105,38093,26586,30953,24379,21061,19720,13590,7223,3370,184967,28,27,39,30,21,23,33,21,7,232,439,337,534,353,309,310,229,173,146,2839,3,4,7,3,0,3,0,0,0,32,6,7,5,3,7,13,3,0,0,46,0,3,3,4,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,450,357,551,371,328,328,238,176,148,2951,477,384,588,406,353,351,269,200,158,3187,38575,26970,31542,24779,21414,20071,13857,7420,3526,188150
CED106,31783,19881,15368,24279,24128,19111,14956,10190,5199,164899,11,5,5,3,8,0,19,11,18,73,351,463,480,336,266,332,303,240,265,3046,0,10,7,8,4,3,11,6,6,54,6,7,5,11,13,16,16,9,4,85,0,0,0,0,0,5,8,6,0,17,0,0,0,0,0,8,4,0,0,13,0,0,0,5,0,0,3,0,0,15,3,0,4,0,0,0,0,0,0,5,3,24,12,3,5,4,5,0,0,62,0,0,0,0,0,0,0,0,0,0,360,511,508,363,289,371,357,273,274,3308,367,513,514,370,301,371,369,283,293,3380,32151,20400,15878,24649,24432,19478,15330,10472,5490,168278
CED107,32237,18121,19373,18812,20173,20793,17963,10393,3851,161725,40,68,38,60,41,67,59,67,33,469,791,1419,1041,793,834,878,695,377,139,6952,12,22,30,20,22,18,17,0,0,142,20,27,43,55,79,57,20,5,0,311,0,10,9,6,6,10,6,0,0,49,3,5,0,3,6,0,4,0,0,27,0,3,3,0,5,0,3,0,0,14,0,0,3,0,5,0,0,0,0,10,4,26,18,20,5,15,14,4,0,105,0,0,0,0,0,0,0,0,0,0,824,1512,1146,896,968,978,750,389,147,7611,860,1578,1185,956,1006,1045,806,458,177,8073,33103,19700,20560,19770,21183,21835,18775,10852,4029,169796
CED108,46098,25890,30170,31298,22871,19466,13898,6443,2403,198537,35,23,24,38,29,27,36,18,4,238,542,436,488,350,274,250,177,112,57,2680,5,6,12,5,0,3,5,0,0,39,23,8,9,12,9,11,17,4,0,92,0,3,3,0,0,0,0,0,0,12,0,0,0,4,3,0,0,0,0,11,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,566,467,527,372,290,271,208,119,56,2869,600,491,545,407,317,300,245,140,58,3109,46702,26378,30714,31709,23184,19772,14138,6581,2464,201646
CED109,25181,16352,17453,18847,20180,18296,14639,9673,4836,145443,8,4,10,13,17,5,17,30,49,159,305,327,436,304,331,261,227,234,207,2634,4,0,7,7,6,13,3,0,0,47,9,14,11,0,15,20,21,5,4,101,0,0,3,0,0,0,0,0,0,7,0,4,3,0,3,11,6,3,0,31,0,0,0,0,0,0,4,0,0,5,4,0,0,0,0,0,0,0,0,9,0,5,0,6,6,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,324,353,468,317,358,307,263,247,207,2840,336,356,475,328,377,307,280,281,254,3002,25515,16710,17925,19169,20561,18602,14921,9956,5095,148446
CED110,27473,16473,15850,17112,19761,23085,23106,14268,5815,162937,52,52,37,40,54,80,79,65,33,505,865,1071,941,811,889,1289,1346,549,197,7952,12,19,28,22,22,80,256,160,10,615,22,39,60,27,56,64,40,11,3,335,4,0,6,6,8,7,12,6,0,49,0,6,3,5,3,12,24,6,0,54,8,0,3,5,9,18,21,10,0,75,3,0,0,4,4,3,0,0,0,12,9,8,10,4,5,9,27,15,3,85,0,0,0,0,0,0,0,0,0,3,907,1142,1050,886,991,1486,1733,760,224,9179,961,1199,1093,926,1044,1569,1815,827,255,9682,28434,17671,16939,18037,20803,24656,24921,15092,6073,172620
