CED_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
CED117,17,111,0,5092,16,0,6,6,7,15,0,8,0,23,467,551,11,0,8,4,4,3,0,0,0,43,57,138,6142,789,168,2388,627,1685,292,930,263,3079,565,16936
CED118,10,26,3,1414,10,0,9,3,8,9,0,7,8,37,296,398,15,0,6,5,0,4,0,3,9,63,76,189,3247,482,232,1426,709,1630,329,800,392,4506,445,14202
CED119,13,64,4,1841,12,4,4,6,7,10,0,3,4,48,295,403,3,0,7,3,0,6,6,9,3,65,41,146,2833,509,131,1458,556,1292,253,931,299,5369,377,14007
CED120,15,86,5,1473,14,5,11,6,13,24,4,6,8,49,449,590,12,4,15,12,7,6,0,8,8,109,100,279,3460,752,225,2366,572,1639,283,1167,357,6013,639,17467
CED121,20,104,0,1287,3,4,0,9,12,16,3,15,4,61,635,766,6,3,9,11,4,5,0,0,0,153,109,299,3269,768,136,2333,379,1664,232,1268,294,7862,827,19035
CED122,15,131,5,3606,17,0,12,10,13,13,11,12,5,39,544,677,15,3,19,4,0,3,0,5,5,66,95,216,5314,883,228,2252,746,1759,374,1198,347,4592,722,18408
CED123,4,34,0,1041,17,6,6,7,6,12,3,11,7,43,395,520,9,0,4,6,0,7,3,4,3,89,81,212,3380,560,219,1856,702,1640,299,908,335,4892,548,15341
CED124,12,118,3,954,21,4,11,9,5,26,3,19,8,91,672,859,15,3,18,16,4,8,3,6,9,260,168,507,2323,1052,164,2121,267,1428,202,1842,322,12008,1017,22739
CED125,9,34,3,1100,10,4,3,4,7,14,5,13,9,20,359,452,9,0,13,3,4,6,3,0,4,76,100,219,3205,532,276,1669,858,1738,348,902,454,5225,534,15740
CED126,14,363,3,2942,10,0,6,10,12,13,4,8,11,53,372,505,10,3,10,9,0,5,0,5,3,74,76,187,2792,914,164,1773,440,1264,261,1361,277,6228,513,15980
CED127,12,102,6,1561,11,6,10,10,10,19,0,11,0,29,375,477,10,7,8,0,11,5,4,7,4,82,55,190,2619,862,189,1962,555,1568,318,1292,385,5873,491,16117
CED128,10,37,3,604,4,4,11,0,10,15,4,8,12,44,268,364,3,0,5,7,0,7,0,4,12,94,109,244,1587,319,174,921,420,1218,187,749,393,5504,476,11957
CED129,17,93,0,2391,10,3,11,9,0,8,6,8,4,46,358,466,4,6,9,7,8,0,0,3,5,52,72,163,3153,591,151,1537,509,1519,226,1046,320,6099,475,15634
CED130,5,56,8,1018,23,0,8,12,0,29,5,13,8,59,629,781,30,10,11,20,3,9,0,5,6,140,133,360,3802,889,153,2609,271,1489,183,1299,233,6554,901,18388
CED131,17,108,0,1932,6,5,4,9,6,9,3,5,9,41,578,674,4,0,9,10,0,5,0,4,3,70,80,185,3905,991,119,2647,364,1306,218,1254,203,5274,719,16998
CED132,31,478,5,6457,15,0,5,6,11,9,0,6,7,25,515,602,12,3,0,0,3,10,0,6,0,35,66,148,6248,897,142,2253,579,2017,264,1315,237,4642,636,19230
CED133,16,91,0,863,16,9,9,8,6,16,5,11,5,72,685,837,23,5,17,12,3,10,0,7,4,148,122,353,2882,1191,157,2568,247,1521,220,1698,283,8905,978,20640
CED134,9,58,4,1023,17,4,7,16,7,31,5,10,10,56,702,864,43,14,11,17,5,16,3,6,13,162,158,453,3929,662,168,2376,293,1399,127,957,197,4787,970,15863
CED135,3,38,4,1554,13,0,10,8,5,5,8,4,19,35,449,563,14,0,8,3,5,4,3,6,3,63,125,230,3650,767,300,1725,657,1959,346,1072,424,4965,650,16517
CED136,14,107,0,1068,7,0,4,14,8,9,8,13,5,79,643,784,24,7,10,9,3,6,0,4,9,142,119,327,3275,794,140,2414,376,1630,204,1361,277,8614,865,19950
CED137,13,185,0,3842,17,4,16,9,10,19,8,9,17,36,577,732,8,3,11,0,4,0,4,0,8,52,105,195,5812,1196,419,2580,850,2401,437,1537,544,6064,785,22609
CED138,11,166,0,1314,6,6,4,9,0,12,8,15,10,74,657,809,13,5,9,11,0,8,0,8,0,158,130,344,2288,1359,155,2470,269,1310,280,1734,292,8532,908,19585
CED139,4,77,3,1029,22,3,7,12,7,20,3,18,5,64,718,882,34,9,16,6,3,7,0,3,12,155,150,408,3702,809,179,2583,247,1494,157,1285,214,6302,985,17946
CED140,7,163,0,1696,10,4,0,5,3,18,3,12,6,60,413,548,4,4,4,9,6,12,3,4,5,121,85,245,2344,833,172,1857,528,1492,282,1290,333,7465,597,17188
CED141,16,91,3,1129,6,5,0,7,5,12,5,11,9,49,466,567,0,5,3,3,0,3,6,6,0,142,103,271,2490,685,104,2039,333,1290,181,1261,288,8133,662,17466
CED142,31,218,13,9366,29,0,10,6,24,25,4,10,10,22,818,967,19,5,8,4,0,0,0,9,5,32,119,205,11278,1391,470,3732,1298,3122,628,1705,451,3807,1017,28894
CED143,24,534,3,5222,10,0,0,9,4,7,5,6,4,36,377,469,4,3,7,5,10,0,5,9,0,64,41,134,4645,815,110,1989,498,1526,236,1333,237,4521,454,16361
CED144,7,34,6,828,4,0,9,3,6,12,0,10,17,51,324,426,0,0,15,6,0,7,3,0,8,84,141,257,1694,491,314,1008,447,1297,302,889,518,5391,558,12902
CED145,34,551,9,6635,12,4,8,6,7,9,0,5,5,35,457,559,8,9,17,7,7,9,0,10,12,69,67,217,5521,899,191,2092,509,1619,247,1282,259,3433,571,16623
CED146,7,31,5,670,4,10,9,7,7,12,6,9,9,37,260,357,8,0,6,0,6,3,0,0,0,80,113,227,1872,332,232,908,526,1257,249,720,409,4526,445,11470
CED147,14,145,4,1290,5,0,9,5,4,9,3,11,7,67,478,608,4,8,4,9,4,4,0,0,3,135,121,295,2667,752,178,2074,511,1559,276,1326,371,8396,716,18819
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
