CED_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
CED111,43652,45240,88890,4844,4871,9710,17567,18746,36316,365,388,753,422,451,875,82,99,175,144,153,302,46,53,103,57,54,110,244,281,518,0,5,5,18929,20228,39154,3227,2932,6162,525,467,995,27523,28490,56020,3859,4142,7994,75042,77871,152910
CED112,41484,43771,85260,4938,5493,10431,20029,21901,41935,209,238,444,410,534,945,63,59,118,90,109,197,36,46,83,37,49,87,89,93,178,0,0,0,20964,23024,43988,1130,1261,2394,691,670,1361,27729,30444,58177,4544,4992,9539,73756,79209,152968
CED113,42155,41871,84028,6757,7166,13920,11282,11646,22929,1340,1332,2669,1097,1103,2202,231,227,457,355,342,698,72,86,159,229,223,452,4745,4915,9663,9,10,24,19371,19881,39255,1895,1957,3849,533,428,962,28558,29429,57980,5684,5000,10684,76400,76294,152690
CED114,44287,44768,89056,8976,9647,18622,9512,10375,19894,5642,5924,11565,829,891,1725,257,250,511,234,241,476,118,127,246,140,141,280,173,205,379,0,3,4,16914,18164,35077,2363,2300,4662,560,441,998,28808,30551,59358,7430,7024,14460,80534,82344,162875
CED115,48384,50100,98489,4126,4320,8447,15022,15200,30222,263,250,511,202,211,414,87,81,173,77,66,139,13,11,21,26,16,41,41,32,69,0,0,0,15721,15872,31588,5935,6438,12367,561,523,1077,26337,27151,53485,5920,5900,11821,80639,83145,163787
CED116,42015,43299,85307,7322,7999,15311,16458,17841,34299,553,621,1174,697,747,1444,104,113,217,252,227,481,59,76,140,94,107,205,1023,1030,2054,21,20,42,19269,20775,40044,1122,1238,2359,499,401,903,28212,30414,58620,6355,5555,11908,76580,79261,155841
CED117,33328,35983,69317,3992,4020,8010,21154,22258,43415,722,751,1469,549,606,1152,166,164,333,260,286,545,42,63,113,61,62,121,245,281,526,0,3,4,23202,24479,47679,4816,5111,9931,608,645,1244,32609,34256,66867,3642,3219,6856,69584,73455,143038
CED118,47959,48448,96410,3397,3449,6842,27178,26963,54139,397,367,771,474,472,948,178,183,360,245,237,483,23,22,45,71,43,113,116,108,223,0,0,0,28684,28397,57081,7834,8286,16128,567,437,1003,40483,40571,81055,5449,4003,9450,93891,93024,186916
CED119,45878,47305,93181,3777,3985,7759,14284,14911,29195,241,198,440,554,457,1006,95,81,175,128,131,262,35,35,65,83,54,138,102,74,174,3,3,5,15519,15934,31455,1449,1659,3108,350,311,666,21106,21887,42989,2382,2470,4856,69366,71668,141032
CED120,45689,45987,91677,6008,6479,12489,19892,21078,40968,231,246,477,430,470,904,58,57,118,127,128,247,34,36,72,43,29,72,383,445,828,0,0,0,21195,22491,43684,986,1048,2027,571,552,1124,28762,30569,59329,4855,4391,9244,79303,80941,160244
CED121,43780,44525,88303,7655,8452,16101,19864,20943,40806,334,326,662,979,925,1906,142,133,271,220,197,417,72,55,126,104,80,180,103,97,201,0,0,0,21821,22750,44580,1045,1122,2165,787,756,1543,31307,33078,64387,6515,4653,11169,81604,82254,163859
CED122,38969,41963,80931,4399,4471,8864,21827,22619,44439,630,689,1320,797,813,1610,162,194,356,336,339,679,53,38,91,83,75,161,298,293,593,8,3,13,24194,25059,49256,10253,10690,20940,791,637,1425,39637,40853,80492,6008,4948,10952,84613,87762,172371
CED123,46165,47277,93444,4846,5051,9901,24429,26166,50596,245,270,515,492,513,1005,84,92,172,117,122,240,33,34,66,47,51,92,69,88,161,0,0,0,25512,27338,52847,2135,2419,4555,777,595,1374,33278,35406,68683,6034,5943,11975,85475,88631,174106
CED124,41127,42461,83588,7312,8083,15394,16712,17840,34548,370,421,787,794,900,1688,60,61,122,149,174,323,59,55,118,98,96,196,132,150,279,4,6,7,18380,19703,38079,651,773,1423,500,487,982,26845,29036,55881,5480,5558,11037,73447,77059,150506
CED125,47184,48338,95519,4134,4469,8611,31076,32547,63623,258,282,540,453,442,893,96,87,186,125,123,251,33,37,68,52,41,93,74,81,157,5,3,3,32173,33646,65818,3207,3616,6822,821,645,1464,40338,42371,82707,5031,5193,10221,92548,95905,188457
CED126,43514,45839,89349,4113,4081,8198,17059,17997,35064,230,242,469,258,257,517,64,60,118,114,89,205,13,18,33,25,22,47,55,62,117,0,0,0,17813,18746,36568,3253,3399,6654,430,391,817,25610,26621,52238,2701,3045,5739,71829,75506,147329
CED127,41998,43788,85782,5204,5475,10684,14747,15456,30209,210,220,432,302,290,593,56,52,111,87,80,163,35,41,74,41,35,73,90,90,175,0,0,0,15569,16266,31833,1000,1113,2117,454,458,913,22225,23314,45537,2979,2990,5967,67204,70089,137296
CED128,49520,50800,100324,4095,4226,8323,15068,14979,30045,243,228,470,194,196,394,83,63,146,87,67,150,26,23,53,12,16,23,28,26,55,0,0,0,15733,15598,31329,6259,6270,12525,496,426,917,26577,26515,53089,5505,5242,10744,81601,82558,164158
CED129,47067,49008,96077,2627,2754,5375,27475,28520,55995,350,388,736,420,435,857,194,181,371,183,199,383,38,38,82,41,40,80,149,113,260,0,0,0,28858,29908,58768,5200,5772,10968,405,372,774,37083,38800,75887,2338,2429,4769,86484,90248,176730
CED130,39088,40327,79413,9039,9777,18819,12665,13879,26539,349,355,702,1613,1875,3479,109,121,225,165,169,329,64,67,126,98,114,210,78,92,169,0,0,4,15130,16667,31799,2190,2290,4477,478,466,944,26842,29192,56033,7208,7231,14439,73132,76752,149882
CED131,39452,40687,80144,4274,4381,8652,22889,24563,47448,554,615,1169,762,820,1573,173,170,338,215,202,419,78,92,176,159,163,326,315,304,619,9,8,17,25151,26926,52081,3298,3286,6582,803,704,1504,33527,35299,68827,4244,4258,8502,77223,80245,157469
CED132,36314,39983,76294,4726,5035,9759,21751,22916,44667,667,730,1396,595,620,1215,166,170,332,284,271,558,62,48,108,47,41,85,264,265,530,0,0,4,23831,25058,48895,7473,8384,15861,474,456,928,36509,38934,75443,3032,3580,6612,75850,82500,158347
CED133,44081,44522,88606,8193,9221,17411,13516,14620,28135,777,841,1614,2478,2700,5177,131,133,259,225,260,487,96,86,175,172,186,359,110,133,241,4,12,15,17506,18965,36471,1235,1404,2637,644,609,1253,27576,30195,57772,7525,6621,14151,79188,81344,160527
CED134,39499,39494,78993,7932,8820,16747,10428,11425,21850,441,400,839,1079,1115,2191,299,309,605,208,219,427,53,62,113,98,93,188,69,74,146,0,0,0,12673,13697,26367,1277,1319,2601,536,508,1045,22418,24345,46766,9560,9466,19027,71479,73303,144782
CED135,42405,43082,85487,5235,4985,10221,22984,21258,44242,624,489,1111,512,447,962,213,200,417,301,215,518,53,32,89,47,42,85,137,136,278,0,4,8,24878,22829,47703,16581,15343,31921,737,602,1343,47436,43755,91188,6800,5930,12728,96641,92769,189410
CED136,42531,43798,86327,7224,7817,15048,22048,24053,46103,461,474,941,992,1065,2054,219,218,439,223,214,433,74,76,153,223,200,419,192,205,401,8,5,14,24434,26514,50946,1131,1308,2439,732,700,1433,33524,36340,69864,4432,4209,8644,80486,84345,164831
CED137,40832,44134,84964,6023,6293,12313,24929,25144,50070,605,622,1229,711,648,1361,184,209,392,302,270,569,58,45,108,53,36,92,218,206,424,0,0,6,27063,27180,54242,13908,13610,27513,861,710,1567,47852,47792,95635,5853,4712,10567,94535,96633,191168
CED138,39720,42150,81870,6759,7461,14218,13687,15458,29139,1474,1733,3203,4468,4960,9433,156,191,350,257,306,570,70,89,156,148,172,317,125,140,261,6,6,13,20394,23045,43441,2347,2892,5235,778,718,1490,30276,34110,64388,6376,6828,13204,76374,83087,159459
CED139,41185,42147,83328,8521,9411,17927,12907,14223,27129,817,913,1726,1101,1036,2139,255,254,508,212,234,446,60,67,120,136,122,255,503,502,1005,0,0,0,15994,17340,33336,1771,1687,3461,517,434,953,26810,28872,55679,6726,5706,12434,74718,76719,151439
CED140,39787,42411,82197,4820,5000,9821,17693,19253,36949,306,325,630,371,408,778,65,59,120,152,160,314,45,50,87,41,39,81,77,88,165,0,0,3,18744,20386,39131,1741,1896,3633,492,443,938,25803,27724,53526,3894,4408,8307,69486,74545,144029
CED141,42744,44290,87040,4507,4776,9279,16791,18435,35221,283,300,586,430,492,921,53,64,122,126,130,263,39,60,94,64,62,131,101,124,230,0,0,0,17891,19667,37562,871,1063,1928,501,429,924,23761,25933,49698,3381,3594,6969,69893,73818,143707
CED142,30795,27851,58649,6396,5707,12112,31867,28442,60310,1819,1529,3346,1693,1542,3232,520,468,991,836,684,1521,119,109,224,89,82,176,648,661,1305,0,4,6,37589,33516,71109,18925,19266,38190,1283,966,2247,64192,59453,123646,8124,6483,14607,103112,93792,196901
CED143,36641,39686,76329,5097,5336,10432,16919,18130,35050,382,479,866,386,397,784,82,89,164,183,208,394,27,32,64,24,22,42,127,150,276,0,4,4,18140,19507,37646,5789,6459,12247,466,551,1016,29489,31851,61335,2483,2635,5113,68611,74174,142781
CED144,48361,49517,97882,4917,4513,9429,17606,17036,34644,248,254,494,269,235,509,86,76,166,157,106,260,22,25,47,41,20,63,68,81,152,0,3,3,18495,17839,36331,8170,6704,14880,594,465,1056,32177,29525,61699,6264,5718,11979,86800,84758,171562
CED145,30020,32716,62735,4837,5069,9900,17119,18644,35764,852,880,1734,732,788,1522,172,219,394,321,372,696,33,38,71,42,37,80,219,257,483,3,3,5,19499,21238,40738,7398,8465,15862,521,530,1053,32249,35304,67552,4057,4478,8532,66326,72499,138820
CED146,54788,55919,110711,2841,2945,5788,22792,23553,46347,299,287,579,400,361,758,100,100,203,144,125,269,19,14,40,48,50,95,47,51,100,3,0,8,23847,24546,48398,3889,4356,8242,529,503,1031,31104,32346,63456,5443,5456,10897,91339,93723,185069
CED147,44607,46771,91369,6179,6649,12826,19349,20953,40294,255,271,525,403,450,859,67,69,132,123,126,248,32,44,79,48,43,93,146,211,358,4,8,3,20423,22170,42588,1153,1332,2488,563,535,1099,28321,30679,59002,4126,4305,8434,77049,81756,158808
CED194,761,424,1186,221,160,382,1929,1707,3632,110,138,249,225,214,438,30,35,62,37,47,83,14,16,31,19,16,38,33,33,65,0,0,0,2400,2195,4597,373,438,814,56,35,95,3046,2835,5882,2307,1536,3835,6115,4793,10906
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
