LGA_CODE_2016,C16_SH_Tot_NPGH_6_mor,C16_SH_T_T,C16_SDRTHT_0b_NPGH_2,C16_SDRTHT_0b_NPGH_3,C16_SDRTHT_0b_NPGH_4,C16_SDRTHT_0b_NPGH_5,C16_SDRTHT_0b_NPGH_6_mor,C16_SDRTHT_0bTotal,C16_SDRTHT_1b_NPGH_2,C16_SDRTHT_1b_NPGH_3,C16_SDRTHT_1b_NPGH_4,C16_SDRTHT_1b_NPGH_5,C16_SDRTHT_1b_NPGH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPGH_2,C16_SDRTHT_2b_NPGH_3,C16_SDRTHT_2b_NPGH_4,C16_SDRTHT_2b_NPGH_5,C16_SDRTHT_2b_NPGH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPGH_2,C16_SDRTHT_3b_NPGH_3,C16_SDRTHT_3b_NPGH_4,C16_SDRTHT_3b_NPGH_5,C16_SDRTHT_3b_NPGH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPGH_2,C16_SDRTHT_4mb_NPGH_3,C16_SDRTHT_4mb_NPGH_4,C16_SDRTHT_4mb_NPGH_5,C16_SDRTHT_4mb_NPGH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPGH_2,C16_SDRTHT_NB_NS_NPGH_3,C16_SDRTHT_NB_NS_NPGH_4,C16_SDRTHT_NB_NS_NPGH_5,C16_SDRTHT_NB_NS_NPGH_6_mor,C16_SDRTHT_NB_NS_T,C16_SDRTHT_Tot_NPGH_2,C16_SDRTHT_Tot_NPGH_3,C16_SDRTHT_Tot_NPGH_4,C16_SDRTHT_Tot_NPGH_5,C16_SDRTHT_Tot_NPGH_6_mor,C16_SDRTHT_T_T,C16_FUA_0b_NPGH_2,C16_FUA_0b_NPGH_3,C16_FUA_0b_NPGH_4,C16_FUA_0b_NPGH_5,C16_FUA_0b_NPGH_6_mor,C16_FUA_0bTotal,C16_FUA_1b_NPGH_2,C16_FUA_1b_NPGH_3,C16_FUA_1b_NPGH_4,C16_FUA_1b_NPGH_5,C16_FUA_1b_NPGH_6_mor,C16_FUA_1b_Tot,C16_FUA_2b_NPGH_2,C16_FUA_2b_NPGH_3,C16_FUA_2b_NPGH_4,C16_FUA_2b_NPGH_5,C16_FUA_2b_NPGH_6_mor,C16_FUA_2b_Tot,C16_FUA_3b_NPGH_2,C16_FUA_3b_NPGH_3,C16_FUA_3b_NPGH_4,C16_FUA_3b_NPGH_5,C16_FUA_3b_NPGH_6_mor,C16_FUA_3b_Tot,C16_FUA_4mb_NPGH_2,C16_FUA_4mb_NPGH_3,C16_FUA_4mb_NPGH_4,C16_FUA_4mb_NPGH_5,C16_FUA_4mb_NPGH_6_mor,C16_FUA_4mb_Tot,C16_FUA_NB_NS_NPGH_2,C16_FUA_NB_NS_NPGH_3,C16_FUA_NB_NS_NPGH_4,C16_FUA_NB_NS_NPGH_5,C16_FUA_NB_NS_NPGH_6_mor,C16_FUA_NB_NS_T,C16_FUA_Tot_NPGH_2,C16_FUA_Tot_NPGH_3,C16_FUA_Tot_NPGH_4,C16_FUA_Tot_NPGH_5,C16_FUA_Tot_NPGH_6_mor,C16_FUA_T_T,C16_OD_0b_NPGH_2,C16_OD_0b_NPGH_3,C16_OD_0b_NPGH_4,C16_OD_0b_NPGH_5,C16_OD_0b_NPGH_6_mor,C16_OD_0bTotal,C16_OD_1b_NPGH_2,C16_OD_1b_NPGH_3,C16_OD_1b_NPGH_4,C16_OD_1b_NPGH_5,C16_OD_1b_NPGH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPGH_2,C16_OD_2b_NPGH_3,C16_OD_2b_NPGH_4,C16_OD_2b_NPGH_5,C16_OD_2b_NPGH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPGH_2,C16_OD_3b_NPGH_3,C16_OD_3b_NPGH_4,C16_OD_3b_NPGH_5,C16_OD_3b_NPGH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPGH_2,C16_OD_4mb_NPGH_3,C16_OD_4mb_NPGH_4,C16_OD_4mb_NPGH_5,C16_OD_4mb_NPGH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPGH_2,C16_OD_NB_NS_NPGH_3,C16_OD_NB_NS_NPGH_4,C16_OD_NB_NS_NPGH_5,C16_OD_NB_NS_NPGH_6_mor,C16_OD_NB_NS_T,C16_OD_Tot_NPGH_2,C16_OD_Tot_NPGH_3,C16_OD_Tot_NPGH_4,C16_OD_Tot_NPGH_5,C16_OD_Tot_NPGH_6_mor,C16_OD_T_T,C16_DS_NS_NPGH_2,C16_DS_NS_NPGH_3,C16_DS_NS_NPGH_4,C16_DS_NS_NPGH_5,C16_DS_NS_NPGH_6_mor,C16_DS_NS_T,C16_Tot_NPGH_2,C16_Tot_NPGH_3,C16_Tot_NPGH_4,C16_Tot_NPGH_5,C16_Tot_NPGH_6_mor,C16_T_T
LGA10850,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,0,46
LGA10900,8,753,0,0,0,0,0,0,3,0,0,0,0,3,24,0,0,0,0,24,15,3,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,47,3,0,0,0,47,0,0,0,0,0,0,4,3,0,0,0,4,19,3,0,0,0,26,5,3,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6,34,9,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,732,80,22,14,8,854
LGA10950,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,19
LGA11100,9,171,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,24,20,18,3,0,0,41,0,5,11,0,3,26,0,0,0,0,0,0,48,24,15,0,3,91,3,0,0,0,0,8,43,3,0,0,0,39,458,104,33,15,3,616,46,85,26,10,7,171,0,5,3,5,0,17,25,0,0,0,0,34,576,204,72,27,10,885,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,12,3,3,0,0,0,3,723,272,106,45,18,1161
LGA11150,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14
LGA11200,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,22
LGA11250,0,178,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,13,3,0,0,182
LGA11300,34,268,0,0,0,0,0,0,0,0,0,0,0,3,13,3,3,3,0,23,24,9,4,0,0,42,6,7,7,8,4,29,3,0,0,0,0,3,48,23,13,10,3,98,6,3,0,0,0,8,48,10,3,0,0,62,297,182,59,23,10,572,45,81,65,14,14,217,0,0,9,7,4,26,17,7,7,4,0,41,414,282,148,46,27,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,12,3,0,0,0,16,578,369,197,84,69,1301
LGA11350,3,702,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,22,42,22,8,3,0,74,3,3,0,0,0,9,0,0,0,0,0,3,65,32,7,3,0,107,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,20,8,0,0,0,25,0,0,0,0,0,0,4,0,0,0,0,5,47,9,3,0,0,52,0,0,0,0,0,0,6,0,0,0,0,6,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,17,10,3,0,0,0,13,597,193,67,34,10,896
LGA11400,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,8,0,0,0,74
LGA11450,3,329,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,9,0,0,0,0,9,3,3,0,0,0,5,3,0,0,0,0,3,21,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,285,51,17,7,3,360
LGA11500,12,826,0,0,0,0,0,0,3,0,0,0,0,3,99,4,0,0,0,105,77,11,3,3,0,90,9,4,3,0,0,15,7,0,0,0,0,8,195,22,7,3,0,229,0,0,0,0,0,0,8,0,0,0,0,8,69,3,0,0,0,74,11,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,90,7,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,939,141,51,24,12,1161
LGA11520,13,302,0,0,0,0,0,0,4,0,0,0,0,4,30,4,0,0,0,31,23,15,5,0,0,45,3,3,0,0,3,7,3,0,0,0,0,5,59,25,4,0,5,94,6,0,0,0,0,8,85,11,0,0,0,97,776,202,62,7,15,1066,121,176,53,21,0,365,4,4,7,4,3,26,27,10,6,5,0,48,1022,407,130,37,16,1608,0,0,0,0,0,0,3,0,0,0,0,3,20,0,3,0,0,26,5,5,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,30,5,3,0,0,41,4,4,0,0,0,11,1281,515,177,54,33,2052
LGA11570,75,1370,0,0,0,0,0,0,20,3,0,0,0,21,106,14,3,0,0,122,125,32,6,4,3,173,51,22,13,9,11,116,23,3,5,4,0,34,328,72,33,20,16,470,9,0,0,0,0,12,61,6,3,0,0,70,861,206,130,35,29,1258,76,59,41,14,17,207,7,4,5,6,0,27,53,13,12,9,7,99,1069,293,191,65,49,1675,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,18,8,10,4,3,0,24,0,0,0,0,0,3,0,0,0,0,0,3,29,9,6,3,0,49,10,9,4,4,0,25,2288,627,345,175,144,3589
LGA11600,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,30,3,0,0,0,34
LGA11650,11,2731,0,0,0,0,0,0,3,0,0,0,0,3,179,3,0,0,0,186,210,40,0,3,0,247,14,7,0,3,0,25,15,4,0,0,0,18,426,49,4,6,3,487,3,0,0,0,0,3,14,0,0,0,0,14,236,11,6,0,0,252,103,28,4,0,0,138,11,0,3,0,0,13,12,0,0,0,0,10,377,42,9,0,0,434,3,0,0,0,0,3,6,0,0,0,0,6,26,0,0,0,0,30,4,3,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,44,3,0,0,0,49,15,0,0,0,0,10,3102,424,124,50,19,3712
LGA11700,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,13
LGA11720,0,454,0,0,0,0,0,0,5,0,0,0,0,5,29,0,0,0,0,29,15,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,0,0,51,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,460,42,9,3,0,523
LGA11730,0,512,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,18,18,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,3,20,0,0,0,0,25,6,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,37,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,5,22,3,0,0,0,22,3,0,0,0,0,3,559,47,13,4,3,617
LGA11750,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,0,36
LGA11800,10,648,0,0,0,0,0,0,5,0,0,0,0,5,67,3,0,0,0,67,48,9,5,0,0,71,7,0,0,0,0,9,3,0,0,0,0,3,133,17,12,0,0,154,4,0,0,0,0,4,10,0,0,0,0,10,99,8,0,0,0,110,30,9,0,0,3,45,5,0,0,0,0,8,3,0,0,0,0,7,155,26,4,3,3,183,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,22,0,0,0,0,22,16,0,0,0,0,19,846,117,44,10,12,1025
