LGA_CODE_2016,C16_CFNC_1F1P_1000_1499,C16_CFNC_1F1P_1500_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000m,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_T,C16_CFNC_1E1A_N,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_299,C16_CFNC_1E1A_300_399,C16_CFNC_1E1A_400_499,C16_CFNC_1E1A_500_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_999,C16_CFNC_1E1A_1000_1499,C16_CFNC_1E1A_1500_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000m,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_T,C16_CFNC_1F1NW_N,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_299,C16_CFNC_1F1NW_300_399,C16_CFNC_1F1NW_400_499,C16_CFNC_1F1NW_500_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_999,C16_CFNC_1F1NW_1000_1499,C16_CFNC_1F1NW_1500_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000m,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_N,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_299,C16_CFNC_1P1NW_300_399,C16_CFNC_1P1NW_400_499,C16_CFNC_1P1NW_500_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_999,C16_CFNC_1P1NW_1000_1499,C16_CFNC_1P1NW_1500_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000_mr,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_N,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_299,C16_CFNC_1A1NW_300_399,C16_CFNC_1A1NW_400_499,C16_CFNC_1A1NW_500_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_999,C16_CFNC_1A1NW_1000_1499,C16_CFNC_1A1NW_1500_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000m,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_T,C16_CFNC_BA_N,C16_CFNC_BA_1_149,C16_CFNC_BA_150_299,C16_CFNC_BA_300_399,C16_CFNC_BA_400_499,C16_CFNC_BA_500_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_999,C16_CFNC_BA_1000_1499,C16_CFNC_BA_1500_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000m,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_N,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_299,C16_CFNC_BNW_300_399,C16_CFNC_BNW_400_499,C16_CFNC_BNW_500_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_999,C16_CFNC_BNW_1000_1499,C16_CFNC_BNW_1500_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000m,C16_CFNC_BNW_Ns,C16_CFNC_BNW_T,C16_CFNC_LFns_N,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_299,C16_CFNC_LFns_300_399,C16_CFNC_LFns_400_499,C16_CFNC_LFns_500_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_999,C16_CFNC_LFns_1000_1499,C16_CFNC_LFns_1500_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000mo,C16_CFNC_LFns_Ns,C16_CFNC_LFns_T,C16_CFNC_T_N,C16_CFNC_T_1_149,C16_CFNC_T_150_299,C16_CFNC_T_300_399,C16_CFNC_T_400_499,C16_CFNC_T_500_649,C16_CFNC_T_650_799,C16_CFNC_T_800_999,C16_CFNC_T_1000_1499,C16_CFNC_T_1500_1999,C16_CFNC_T_2000_2499,C16_CFNC_T_2500_2999,C16_CFNC_T_3000_3999,C16_CFNC_T_4000m,C16_CFNC_T_Ns,C16_CFNC_T_T,C16_CF_BFT_N,C16_CF_BFT_1_149,C16_CF_BFT_150_299,C16_CF_BFT_300_399,C16_CF_BFT_400_499,C16_CF_BFT_500_649,C16_CF_BFT_650_799,C16_CF_BFT_800_999,C16_CF_BFT_1000_1499,C16_CF_BFT_1500_1999,C16_CF_BFT_2000_2499,C16_CF_BFT_2500_2999,C16_CF_BFT_3000_3999,C16_CF_BFT_4000_mr,C16_CF_BFT_Ns,C16_CF_BFT_Tot,C16_CF_BPT_N,C16_CF_BPT_1_149,C16_CF_BPT_150_299,C16_CF_BPT_300_399,C16_CF_BPT_400_499,C16_CF_BPT_500_649,C16_CF_BPT_650_799,C16_CF_BPT_800_999,C16_CF_BPT_1000_1499,C16_CF_BPT_1500_1999,C16_CF_BPT_2000_2499,C16_CF_BPT_2500_2999,C16_CF_BPT_3000_3999,C16_CF_BPT_4000_mr,C16_CF_BPT_Ns,C16_CF_BPT_Tot,C16_CF_1F1P_N,C16_CF_1F1P_1_149,C16_CF_1F1P_150_299,C16_CF_1F1P_300_399,C16_CF_1F1P_400_499,C16_CF_1F1P_500_649,C16_CF_1F1P_650_799,C16_CF_1F1P_800_999,C16_CF_1F1P_1000_1499,C16_CF_1F1P_1500_1999,C16_CF_1F1P_2000_2499,C16_CF_1F1P_2500_2999,C16_CF_1F1P_3000_3999,C16_CF_1F1P_4000mo,C16_CF_1F1P_Ns,C16_CF_1F1P_T,C16_CF_1E1A_N,C16_CF_1E1A_1_149,C16_CF_1E1A_150_299,C16_CF_1E1A_300_399,C16_CF_1E1A_400_499,C16_CF_1E1A_500_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_999,C16_CF_1E1A_1000_1499,C16_CF_1E1A_1500_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000_mr,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot
LGA10850,33,22,24,11,8,5,3,131,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,16,0,0,3,0,0,6,3,12,18,21,11,0,4,4,3,76,0,0,6,0,3,3,6,14,21,8,0,0,0,0,4,57,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,4,3,4,3,21,6,77,28,48,4,3,0,7,3,13,232,0,0,0,0,0,0,7,0,3,0,0,0,0,0,48,57,6,10,9,6,39,22,106,64,169,94,86,53,44,29,76,800,0,0,0,0,0,0,0,3,11,18,35,27,56,25,14,191,0,0,0,0,0,0,0,0,8,7,0,0,4,3,5,28,0,0,0,0,0,3,0,3,33,52,51,46,41,30,24,269,0,0,0,0,0,0,0,0,4,3,3,5,4,3,7,35
LGA10900,195,222,222,187,111,86,14,1089,0,0,0,0,0,0,5,4,17,19,33,29,26,23,9,154,0,0,3,0,3,13,22,53,200,165,163,60,91,42,15,824,0,4,13,8,20,58,96,108,214,105,50,21,22,7,15,739,0,0,0,0,0,3,9,8,19,20,8,6,5,3,3,84,0,0,0,0,0,3,0,3,10,3,3,6,8,0,7,44,63,35,34,21,222,95,692,409,817,247,117,56,43,45,86,2980,3,0,0,0,0,3,6,3,3,0,0,0,0,0,409,433,68,43,48,29,257,195,891,680,1680,1035,934,674,668,455,594,8250,4,0,0,0,0,0,3,3,42,96,251,315,575,555,170,2020,0,0,0,0,4,6,12,23,103,80,75,52,34,24,36,438,0,0,0,0,3,4,10,24,239,426,568,586,509,408,221,3009,0,0,0,0,0,0,0,4,29,49,73,90,88,60,25,426
LGA10950,5,7,6,5,0,3,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,6,4,7,0,0,3,3,0,23,0,0,0,0,3,4,3,3,6,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,7,28,12,3,9,3,0,0,3,8,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,3,0,7,0,17,7,41,23,28,28,34,21,23,19,30,282,0,0,0,0,0,0,0,0,7,3,16,4,10,5,21,73,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,11,12,12,14,6,6,15,77,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6
LGA11100,99,115,89,40,37,33,6,435,0,0,0,0,0,0,3,0,10,12,16,16,12,12,6,94,0,0,0,0,3,16,28,34,116,95,50,18,37,19,10,430,0,0,0,13,20,24,20,30,49,10,13,3,0,0,5,190,0,0,0,0,3,3,3,0,13,0,4,3,0,0,0,36,0,0,0,0,0,0,0,3,0,6,8,4,9,0,3,36,102,26,19,15,143,41,326,97,156,42,17,10,3,6,50,1043,0,0,0,0,0,0,5,0,7,3,0,0,0,0,252,269,108,29,22,21,172,102,402,196,580,427,503,339,442,300,344,4000,0,0,0,0,0,0,0,9,48,127,207,246,369,373,104,1478,0,0,0,0,3,0,16,14,43,30,27,31,23,20,14,220,0,0,0,0,0,0,3,9,149,233,236,220,258,259,85,1459,0,0,0,0,0,0,0,3,19,25,39,33,61,50,14,248
LGA11150,9,5,8,4,5,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,7,3,3,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,16,7,11,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,3,0,0,0,4,3,21,14,30,16,30,15,16,5,35,206,0,0,0,0,0,0,0,0,3,6,9,13,14,10,18,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,12,6,8,5,0,9,53,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8
LGA11200,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,11,9,3,0,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,0,0,0,9,0,18,10,20,21,15,3,6,3,16,124,0,0,0,0,0,0,0,0,7,3,3,3,5,3,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA11250,49,46,44,27,14,10,0,204,0,0,0,0,0,0,0,4,7,5,5,9,3,0,3,37,0,0,0,0,3,3,9,24,43,39,33,6,8,11,4,180,0,0,0,0,7,10,26,37,25,5,3,0,0,0,0,126,0,0,0,0,0,0,4,3,9,3,8,0,0,0,3,36,0,0,0,0,0,0,3,0,3,4,3,0,0,0,3,16,12,6,11,3,101,33,294,69,140,19,14,0,0,3,65,781,0,0,0,0,4,0,4,3,5,3,0,0,0,0,122,143,16,6,15,7,124,51,360,161,339,173,196,127,93,53,208,1921,0,0,0,0,0,0,0,3,14,29,43,53,89,59,39,331,0,0,0,0,0,3,0,3,6,10,6,0,8,3,5,47,0,0,0,0,0,0,3,4,50,74,64,66,52,32,29,375,0,0,0,0,0,0,0,0,7,17,17,12,13,7,8,77
LGA11300,114,92,55,43,31,22,6,377,3,0,0,0,0,0,0,0,9,14,12,4,0,6,4,59,0,0,0,0,4,20,21,44,91,62,49,18,16,17,13,346,0,7,19,14,29,37,31,14,56,12,14,5,6,5,6,242,0,0,0,0,0,0,0,3,6,3,3,0,0,4,0,27,0,0,0,0,0,0,3,0,0,5,3,0,3,3,3,20,177,50,29,14,114,37,248,87,117,36,32,13,8,12,25,990,0,0,0,0,0,0,3,0,0,0,0,0,0,0,172,180,188,56,51,23,148,102,334,187,496,364,325,202,211,176,240,3099,0,0,0,0,0,0,3,3,33,84,123,108,188,357,68,968,0,0,3,0,0,4,4,13,39,26,26,17,15,19,19,180,0,0,3,0,0,5,4,15,92,122,120,141,144,203,46,891,0,0,0,0,0,3,0,3,13,6,20,20,33,32,14,139
LGA11350,101,101,60,50,31,28,10,408,0,0,0,0,0,0,0,3,16,20,14,14,7,7,0,83,0,0,0,0,3,8,7,29,59,34,20,13,12,18,8,216,0,0,6,7,18,16,53,42,82,39,18,9,11,14,10,326,0,0,0,0,4,0,5,0,5,3,0,0,3,3,0,33,0,0,0,0,0,0,0,0,4,5,8,0,0,3,3,25,25,8,15,12,70,38,225,107,238,85,52,16,17,26,49,979,0,0,0,0,0,0,5,3,4,3,3,3,4,0,236,259,34,15,29,11,104,73,341,238,668,394,279,166,147,162,327,2995,0,0,0,0,0,3,5,9,40,60,87,66,71,53,48,436,0,0,0,0,8,15,12,24,101,54,48,27,19,16,32,354,0,0,0,0,0,0,3,12,108,161,162,104,80,86,75,798,0,0,0,0,0,3,3,0,18,23,21,9,11,8,17,113
LGA11400,68,43,39,16,18,16,9,227,0,0,0,0,0,0,3,0,11,6,7,4,4,0,3,40,0,0,0,0,0,7,8,19,41,19,21,4,3,3,6,145,0,0,0,0,4,15,12,22,20,8,7,3,0,3,3,99,0,0,0,0,0,0,5,3,8,4,0,0,0,0,3,26,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,14,20,6,9,3,46,15,163,41,79,19,6,3,3,10,35,454,0,0,0,0,0,0,3,0,0,0,0,0,0,0,86,96,27,12,5,6,65,42,215,126,290,160,149,77,91,63,155,1476,0,0,0,0,0,0,4,5,30,32,63,71,88,64,54,406,0,0,0,0,0,0,0,0,20,7,9,9,3,3,9,57,0,0,4,0,0,0,10,14,65,112,101,86,74,61,41,550,0,0,0,0,0,0,0,6,10,8,11,6,19,5,5,79
LGA11450,128,176,207,124,81,59,9,815,0,0,0,0,0,0,0,5,19,24,36,36,18,8,14,165,3,0,0,0,0,12,25,57,169,145,122,37,39,27,21,652,0,3,8,7,15,17,41,50,94,36,17,6,4,3,12,318,0,0,0,0,3,3,4,3,20,16,11,3,4,3,3,72,0,0,0,0,0,0,0,0,7,7,11,4,8,3,7,47,95,23,22,11,166,61,543,190,372,90,64,12,19,21,99,1782,0,0,0,0,3,0,8,3,3,3,3,0,3,0,244,273,103,30,33,10,207,106,637,352,925,720,1062,750,658,320,445,6358,4,0,0,0,0,0,0,3,70,207,498,602,929,756,246,3322,0,0,0,0,5,0,10,15,49,54,62,31,36,23,24,307,0,3,0,0,3,0,6,23,277,611,759,697,660,450,191,3688,0,0,3,0,0,3,3,5,39,76,122,136,164,78,51,689
LGA11500,324,383,282,168,90,40,19,1367,0,0,0,0,0,3,3,4,37,51,44,24,18,9,10,207,0,0,0,4,9,40,91,212,533,337,212,52,54,26,31,1609,7,14,18,20,50,76,124,117,180,81,39,11,17,5,30,779,0,0,0,0,4,6,12,17,38,28,12,7,0,3,12,142,0,0,0,0,0,0,0,0,13,10,16,11,9,3,9,77,243,63,50,47,436,194,1248,406,662,149,82,11,16,11,189,3812,4,3,3,3,6,3,13,9,19,3,4,3,0,0,494,562,260,82,81,75,518,339,1534,859,2109,1614,1568,871,635,252,841,11647,4,0,0,3,0,0,10,22,179,524,1004,877,1086,722,365,4792,0,0,0,0,9,9,21,42,146,103,107,56,47,27,36,612,0,0,3,0,0,9,17,61,639,922,895,672,597,373,257,4445,0,0,0,0,0,3,6,13,70,125,163,125,131,55,57,748
LGA11520,155,189,174,143,138,156,14,997,0,0,0,0,0,0,3,5,12,27,25,28,17,46,4,179,6,0,0,3,9,20,58,74,228,175,182,60,122,111,12,1051,0,7,22,18,33,43,62,61,127,64,60,31,23,44,10,606,0,0,3,0,4,0,8,8,13,12,10,5,11,9,4,84,0,0,0,0,3,0,0,3,6,3,12,4,10,14,10,63,272,84,39,12,261,90,523,220,436,173,122,78,54,82,82,2517,0,0,0,0,6,0,4,5,4,3,3,0,0,0,531,567,288,92,61,41,320,179,704,428,1176,887,1059,824,1224,1403,718,9405,0,0,0,0,0,0,4,4,55,108,250,280,603,1248,179,2728,0,0,0,0,0,4,15,25,60,46,42,35,36,63,37,380,3,0,0,0,3,7,9,15,174,247,372,384,522,1034,172,2944,0,0,0,0,0,3,0,3,13,37,65,54,124,181,33,526
LGA11570,626,605,402,229,154,109,36,2327,0,0,0,0,10,7,17,15,64,66,67,43,32,23,32,374,3,5,7,5,31,126,221,404,860,498,298,105,108,43,77,2792,11,21,71,84,133,208,238,239,336,117,80,31,17,13,37,1634,4,9,7,10,24,19,38,36,56,29,20,9,6,0,23,282,0,0,0,0,0,0,11,5,25,28,18,14,12,7,26,147,867,287,197,125,1446,432,3056,779,1167,257,147,44,39,39,377,9255,14,3,3,0,12,3,39,22,32,9,8,4,3,5,1300,1454,910,334,297,223,1681,834,3769,1769,3853,2380,2278,1301,1234,766,2000,23619,14,0,3,0,4,6,22,49,432,882,1478,1256,1772,1594,499,8005,5,3,8,4,21,40,100,162,452,289,201,137,118,81,102,1724,4,3,4,4,5,25,66,163,1201,1445,1533,1290,1270,1094,446,8549,0,0,0,0,4,5,16,20,147,203,256,169,257,189,110,1382
LGA11600,19,20,12,3,3,0,4,67,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,9,8,3,4,3,0,0,36,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,5,0,24,7,3,4,0,0,0,0,9,57,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18,20,3,0,0,0,10,6,41,22,50,49,37,24,19,17,34,298,0,0,0,0,0,0,0,0,10,4,18,6,3,7,14,63,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,17,0,0,0,0,0,3,0,7,16,21,21,4,11,7,12,93,0,0,0,0,0,0,0,0,7,5,0,0,3,0,3,20
LGA11650,835,932,765,490,313,249,67,3822,0,0,0,0,0,9,13,20,89,92,107,67,74,40,29,538,10,0,8,8,21,56,148,359,823,595,443,125,200,101,83,2989,10,38,47,28,96,175,314,424,635,261,118,75,41,54,54,2352,4,4,4,5,7,7,32,47,95,40,23,11,10,12,27,324,0,0,0,0,3,0,10,10,34,35,29,30,34,17,20,219,394,183,136,91,1276,502,4770,1810,3186,702,414,177,120,162,701,14610,11,7,0,5,24,7,83,33,54,12,12,0,0,3,1753,1990,435,242,207,135,1481,809,5539,2973,6569,3695,3493,2065,1817,1195,2846,33499,13,4,0,0,3,3,23,36,249,680,1206,1247,1769,1290,693,7213,0,5,3,0,3,14,37,84,340,281,224,139,136,72,136,1472,3,8,3,3,12,21,37,131,1285,2191,2530,2002,1650,1188,858,11921,0,0,0,0,4,3,20,41,165,250,326,292,268,156,133,1651
LGA11700,3,3,6,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,18,3,6,3,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,3,7,0,0,9,5,16,13,15,9,8,3,9,3,25,118,0,0,0,0,0,0,0,0,3,3,13,4,0,4,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,14,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4
LGA11720,154,163,123,85,41,25,19,648,0,0,0,0,0,3,0,3,23,19,23,16,4,6,5,108,3,0,3,0,3,13,21,59,155,111,78,15,19,12,12,515,3,9,10,6,25,42,61,74,82,43,20,3,8,7,8,399,0,0,0,0,0,0,6,9,21,12,3,0,6,0,3,54,0,0,0,0,0,0,4,0,6,4,8,3,8,0,0,39,53,31,26,15,228,92,805,244,350,66,51,18,8,24,107,2120,0,0,0,0,3,0,9,3,5,7,7,0,0,0,247,278,60,42,44,24,274,165,943,441,962,589,581,300,247,160,434,5256,0,0,0,0,0,0,0,3,48,117,193,175,232,158,103,1040,0,0,0,0,3,10,9,18,47,42,39,26,10,9,17,228,0,0,0,0,0,0,7,15,222,359,322,307,223,163,107,1729,3,0,0,0,0,0,3,3,34,44,52,46,37,24,19,274
LGA11730,182,165,129,70,27,24,11,696,0,0,0,0,0,3,9,7,27,20,17,10,8,3,9,104,0,3,0,0,4,10,34,75,134,82,55,27,20,11,11,466,3,3,5,7,28,52,93,104,122,46,15,5,10,4,7,500,0,0,0,0,7,10,8,16,17,13,9,4,4,0,4,80,0,0,0,0,0,0,0,3,17,4,6,3,0,0,3,44,57,49,31,23,373,129,1196,399,619,122,74,29,11,21,164,3298,0,0,0,0,9,0,17,9,10,0,3,0,0,0,331,386,66,64,46,31,447,226,1442,702,1354,618,479,235,168,105,562,6554,3,3,0,0,3,0,8,8,63,115,142,139,124,66,85,763,0,0,0,0,4,7,14,21,72,47,31,13,13,3,29,252,0,0,0,0,3,7,8,40,237,293,201,120,88,57,102,1154,0,0,0,0,0,0,3,11,46,36,30,19,14,0,14,189
LGA11750,10,15,21,12,5,4,3,68,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,8,0,0,0,0,0,0,3,4,16,14,12,0,3,3,3,61,0,0,0,0,0,4,4,3,6,0,0,0,0,4,0,21,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,4,15,3,41,11,15,3,4,3,0,0,5,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,3,10,0,4,15,11,60,35,62,52,61,39,45,31,54,468,0,0,0,0,0,0,0,0,10,11,13,17,28,19,14,110,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,11,14,19,29,23,23,13,122,0,0,0,0,0,0,0,0,4,3,3,0,8,8,0,31
LGA11800,289,270,193,97,56,47,21,1018,0,0,0,0,0,3,3,8,32,25,28,23,11,10,7,142,0,0,0,3,6,10,47,88,181,101,79,41,22,19,18,621,3,7,12,9,33,62,103,129,175,55,34,7,5,11,18,657,0,0,0,0,3,11,9,9,13,10,10,3,4,0,11,78,0,0,0,0,0,0,3,5,14,5,5,3,0,4,8,48,85,27,37,20,360,139,1148,465,798,195,105,49,32,21,134,3613,0,0,0,0,7,0,15,3,12,3,0,0,0,0,440,490,93,33,49,34,429,244,1392,833,1790,963,755,424,305,218,669,8228,4,0,0,0,0,4,9,19,86,195,305,249,290,155,146,1463,0,0,0,0,3,3,19,21,139,77,56,30,28,13,36,433,0,4,0,0,5,3,15,31,331,494,444,289,250,146,146,2152,0,0,0,0,0,0,7,10,45,62,58,40,36,16,30,292
LGA12000,27,7,7,3,4,3,0,49,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,4,4,18,6,3,0,5,0,0,47,0,0,0,0,0,4,4,10,6,6,0,0,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,33,13,77,8,27,3,7,0,0,0,18,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,3,3,0,3,30,21,92,38,105,48,39,19,30,11,52,496,0,0,0,0,0,0,0,0,9,19,24,18,22,12,18,114,0,0,0,0,0,0,0,0,3,5,4,3,0,0,0,15,0,0,0,0,0,0,3,5,26,19,19,16,16,16,19,130,0,0,0,0,0,0,0,0,6,6,4,5,0,3,3,29
LGA12150,14,9,9,3,3,3,0,47,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,11,3,0,0,0,0,0,0,4,9,3,5,0,3,0,3,32,0,0,0,0,0,7,5,4,7,0,0,0,0,0,0,21,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,15,0,50,3,21,4,0,0,0,0,6,107,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,28,10,0,0,0,13,10,61,24,78,39,38,22,21,12,36,378,0,0,0,0,0,0,0,0,8,7,9,10,11,3,20,75,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,3,4,3,14,16,9,3,7,3,11,69,0,0,0,0,0,0,0,0,5,8,3,6,0,0,0,30
LGA12350,69,41,31,11,5,7,3,188,0,0,0,0,0,0,0,0,8,4,3,6,3,0,3,29,0,0,0,0,0,11,18,18,52,23,9,5,3,0,6,146,0,0,3,7,4,5,21,28,33,8,9,7,0,0,3,120,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,6,12,12,5,65,18,236,63,106,13,15,3,4,3,43,616,0,0,0,0,0,0,3,0,3,0,3,0,0,0,73,87,10,12,20,11,80,40,298,143,344,146,129,57,52,34,143,1518,0,0,3,0,0,5,0,0,27,39,60,31,47,17,39,274,0,0,0,0,4,0,0,3,16,12,3,3,0,0,3,41,0,0,0,0,4,0,8,8,76,90,65,40,29,21,24,366,0,0,0,0,0,0,3,0,9,7,10,8,3,4,4,49
LGA12380,485,391,271,142,84,33,27,1521,0,0,0,0,0,3,9,16,41,51,56,24,15,19,14,249,6,0,5,6,23,60,199,315,591,361,188,51,52,33,36,1938,4,13,37,61,80,126,177,124,202,69,29,15,3,8,24,971,5,3,6,3,11,15,22,31,34,17,3,6,0,0,17,179,0,0,0,0,0,3,3,3,24,15,13,12,7,0,12,98,640,165,122,72,726,223,1456,441,661,134,98,24,23,17,215,5021,5,5,0,3,9,5,20,15,16,9,3,0,3,0,748,844,665,187,180,144,877,473,2018,1114,2522,1601,1503,786,695,341,1144,14249,5,0,3,0,3,3,17,26,277,584,982,898,1140,859,270,5073,3,3,0,9,19,22,64,99,263,148,107,81,51,37,70,965,3,0,3,0,3,16,49,89,732,875,873,673,603,460,235,4615,0,0,0,0,4,3,6,27,97,106,150,121,129,90,58,790
LGA12700,46,40,30,15,14,16,4,166,0,0,0,0,0,0,4,3,4,6,3,0,7,3,0,30,0,0,0,0,0,3,7,10,25,23,18,4,5,3,9,107,0,3,4,0,7,4,10,15,24,0,6,0,0,3,3,80,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,15,11,4,0,50,16,139,48,89,16,7,3,0,3,23,419,0,0,0,0,0,0,3,0,3,0,0,0,0,0,47,55,15,14,4,3,57,35,173,82,233,126,114,48,56,42,86,1097,0,0,0,0,0,0,0,5,11,9,40,33,52,29,24,205,0,0,0,0,0,0,0,9,15,8,10,3,5,0,8,57,0,0,3,0,0,3,3,3,40,78,55,51,32,28,30,318,0,0,0,0,0,0,3,0,6,7,4,4,4,6,3,41
