LGA_CODE_2016,C11_CF_LFns_N,C11_CF_LFns_1_149,C11_CF_LFns_150_299,C11_CF_LFns_300_399,C11_CF_LFns_400_499,C11_CF_LFns_500_649,C11_CF_LFns_650_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000_more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_149,C11_C_f_c_T_Fi_150_299,C11_C_f_c_T_Fi_300_399,C11_C_f_c_T_Fi_400_499,C11_C_f_c_T_Fi_500_649,C11_CF_c_T_Fi_650_799,C11_CF_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_3999,C11_CF_c_T_Fi_4000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_149,C11_1PF_F_150_299,C11_1PF_F_300_399,C11_1PF_F_400_499,C11_1PF_F_500_649,C11_1PF_F_650_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_149,C11_1PF_P_150_299,C11_1PF_P_300_399,C11_1PF_P_400_499,C11_1PF_P_500_649,C11_1PF_P_650_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_149,C11_1PF_A_150_299,C11_1PF_A_300_399,C11_1PF_A_400_499,C11_1PF_A_500_649,C11_1PF_A_650_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_149,C11_1PF_U_150_299,C11_1PF_U_300_399,C11_1PF_U_400_499,C11_1PF_U_500_649,C11_1PF_U_650_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_299,C11_1PF_N_lf_Fi_300_399,C11_1PF_N_lf_Fi_400_499,C11_1PF_N_lf_Fi_500_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_149,C11_1PF_LFns_150_299,C11_1PF_LFns_300_399,C11_1PF_LFns_400_499,C11_1PF_LFns_500_649,C11_1PF_lf_ns_Fi_650_799,C11_1PF_LFns_800_999,C11_1PF_LFns_1000_1499,C11_1PF_LFns_1500_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_lf_ns_Fi_3000_3999,C11_1PF_LFns_4000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_149,C11_1PF_TFI_150_299,C11_1PF_TFI_300_399,C11_1PF_TFI_400_499,C11_1PF_TFI_500_649,C11_1PF_T_Fi_650_799,C11_1PF_T_Fi_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_T_Fi_3000_3999,C11_1PF_TFI_4000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_149,C11_TFI_150_299,C11_TFI_300_399,C11_TFI_400_499,C11_TFI_500_649,C11_TFI_650_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_3999,C11_TFI_4000_more,C11_TFI_Ns,C11_T_T,C16_CFNC_BF_N,C16_CFNC_BF_1_149,C16_CFNC_BF_150_299,C16_CFNC_BF_300_399,C16_CFNC_BF_400_499,C16_CFNC_BF_500_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_999,C16_CFNC_BF_1000_1499,C16_CFNC_BF_1500_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999,C16_CFNC_BF_4000_mr,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_N,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_299,C16_CFNC_BPT_300_399,C16_CFNC_BPT_400_499,C16_CFNC_BPT_500_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_999,C16_CFNC_BPT_1000_1499,C16_CFNC_BPT_1500_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000mo,C16_CFNC_BPT_Ns,C16_CFNC_BPT_T,C16_CFNC_1F1P_N,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_299,C16_CFNC_1F1P_300_399,C16_CFNC_1F1P_400_499,C16_CFNC_1F1P_500_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_999
LGA10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,3,0,3,4,3,13,21,40,140,161,92,83,99,25,104,801,0,0,0,0,0,0,8,11,16,8,3,3,0,0,19,75,0,0,5,11,14,0,16,7,3,4,0,0,0,0,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,3,3,5,7,26,11,17,11,22,3,0,3,0,0,16,116,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,9,7,24,41,15,37,31,44,16,3,8,3,3,44,280,11,10,25,35,48,160,130,160,296,264,160,118,146,50,217,1830,0,0,0,0,0,0,4,0,18,29,43,27,23,16,3,168,0,0,0,0,5,3,3,3,13,7,3,4,0,4,0,46,0,0,0,0,0,0,3,13
LGA10900,0,0,0,0,0,3,0,3,5,4,0,3,0,0,437,463,20,13,27,30,31,122,212,376,1281,1458,1335,1241,1299,535,1251,9220,4,4,0,10,20,5,46,92,230,206,74,88,27,3,149,946,4,3,14,50,132,30,169,123,155,47,20,10,6,0,86,854,3,0,3,0,11,3,15,12,21,17,5,3,0,0,7,101,0,0,15,22,39,8,16,8,8,5,0,0,0,0,5,129,19,14,50,95,199,73,168,119,149,68,35,4,6,4,112,1111,0,0,0,0,0,0,3,0,0,0,0,0,0,0,21,27,27,24,82,178,407,121,415,355,556,339,131,108,35,7,390,3178,96,49,225,272,505,1130,1267,1582,3140,2721,2328,1899,1983,775,2237,20211,0,0,0,0,3,3,5,17,74,164,300,275,341,230,23,1433,3,0,3,0,5,13,36,56,140,80,42,35,17,14,14,458,0,0,0,0,0,4,14,26
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,3,0,6,0,3,9,15,15,57,56,28,29,21,4,63,318,0,0,0,0,0,0,3,5,11,11,3,0,0,0,5,31,0,0,0,3,3,0,6,4,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,0,0,3,10,5,0,9,7,5,3,0,0,0,0,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,0,4,16,13,4,14,12,21,11,3,0,0,0,28,128,11,4,21,17,25,57,56,57,111,99,51,39,30,15,130,721,0,0,0,0,3,0,0,6,7,8,15,13,14,7,5,87,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,15,0,0,0,0,0,0,0,0
LGA11100,0,0,0,0,0,0,6,3,3,3,0,0,0,0,219,248,36,18,29,25,56,122,214,272,793,735,614,559,634,298,591,5003,0,3,0,3,16,10,48,70,131,93,55,52,24,8,53,566,0,4,13,20,66,14,56,36,57,26,12,6,7,0,31,343,0,0,0,0,7,0,9,3,8,7,0,0,3,0,3,46,0,0,9,8,10,8,8,4,10,3,0,0,0,0,3,57,18,15,44,57,84,57,96,74,139,67,29,6,9,3,85,781,0,0,0,0,0,0,3,0,5,3,0,0,0,0,20,36,19,22,62,83,176,92,213,186,352,190,98,72,42,8,203,1826,116,52,175,141,287,740,668,739,1570,1250,1052,810,951,430,1084,10079,0,0,3,0,0,3,0,3,70,122,290,236,339,221,11,1294,5,0,0,0,3,8,16,22,69,26,12,7,3,4,0,170,0,0,0,0,0,0,0,9
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,0,0,3,4,4,6,15,12,36,36,33,19,13,6,68,261,0,0,0,0,0,0,3,3,10,0,4,0,0,0,3,32,0,0,0,0,3,0,0,4,3,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,3,0,7,9,3,0,10,3,7,0,0,0,0,0,12,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,0,9,9,11,6,9,14,23,0,4,0,0,0,37,123,4,4,18,15,21,43,41,53,102,66,56,32,34,13,139,624,3,0,0,0,0,0,0,3,8,9,19,10,12,3,3,63,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,3,3,5,12,17,11,23,23,8,6,6,0,33,152,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,3,0,4,0,4,3,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,3,8,13,10,4,14,4,7,0,0,0,0,0,8,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,8,16,17,5,20,10,12,0,4,0,0,0,15,121,5,3,15,28,18,36,41,33,51,37,27,9,15,0,70,396,4,0,0,0,0,0,0,3,5,12,9,0,4,0,0,39,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,139,9,3,3,6,27,41,72,101,293,251,199,143,162,46,277,1640,0,0,0,0,15,4,31,30,61,29,8,4,3,0,26,224,0,4,4,20,47,0,45,26,18,8,3,0,0,0,13,192,0,0,0,6,4,0,4,3,0,0,0,0,0,0,0,38,0,10,16,19,22,0,11,4,4,0,0,0,0,0,3,85,9,6,31,74,81,52,80,47,37,10,0,0,0,0,63,481,0,0,0,3,3,0,0,0,5,0,0,0,0,0,24,32,12,19,54,114,169,64,169,109,120,49,14,5,3,0,132,1047,33,26,91,135,215,614,485,453,673,495,370,214,253,64,654,4784,0,0,0,0,0,0,4,7,26,40,73,77,66,29,9,331,0,0,0,0,0,0,3,9,29,6,3,3,3,3,0,59,0,0,0,0,0,4,3,7
LGA11300,0,0,0,0,3,0,0,0,4,0,0,0,0,0,216,226,34,12,36,35,60,99,143,229,550,482,399,421,498,369,512,3874,3,0,3,7,8,7,33,32,91,53,23,34,15,5,35,346,0,3,14,10,26,9,26,32,39,14,12,9,3,0,23,217,0,0,3,0,3,0,0,0,5,5,3,0,0,0,8,37,7,3,9,7,3,3,5,7,7,0,0,3,0,0,7,59,62,15,34,26,48,42,60,52,90,41,22,10,10,8,59,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,75,27,57,57,87,57,124,126,228,113,58,54,27,15,154,1250,228,50,170,136,202,569,471,593,1111,894,691,611,688,465,888,7770,0,0,0,0,0,0,0,0,40,113,155,113,137,105,9,669,0,0,3,0,5,10,23,25,61,24,13,3,7,5,12,187,0,0,0,0,0,0,3,12
LGA11350,0,0,0,0,0,0,0,0,0,3,0,0,0,0,213,228,21,4,21,33,40,101,159,270,592,399,277,177,175,73,516,2854,0,0,0,3,14,9,36,27,75,37,7,21,0,0,36,273,0,3,19,44,144,31,121,66,67,19,4,9,0,0,59,585,0,0,0,3,9,0,4,8,10,3,0,3,0,0,5,41,3,6,16,25,34,13,7,8,3,0,0,0,0,0,13,118,10,8,29,79,138,50,101,76,52,11,7,0,0,0,85,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,20,20,68,148,342,94,274,181,207,76,13,30,0,0,207,1686,78,28,140,226,417,613,702,814,1327,754,493,308,310,126,993,7340,4,0,0,0,3,0,5,5,51,66,81,53,57,41,4,378,0,0,0,0,3,3,32,28,108,45,24,8,13,16,7,290,0,0,0,0,7,7,8,18
LGA11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,99,6,0,15,12,10,26,59,103,280,239,208,133,154,47,252,1547,3,0,0,0,7,3,12,19,30,17,4,6,0,0,13,113,0,0,3,15,15,0,12,11,14,4,3,0,0,0,9,86,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,18,0,0,3,6,7,0,0,0,0,0,0,0,0,0,3,22,4,3,13,26,33,15,23,15,25,9,5,0,0,0,11,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,21,42,68,21,45,44,72,25,17,11,0,0,49,417,40,8,71,68,105,304,246,321,615,417,354,207,242,75,460,3539,0,0,0,0,11,0,11,9,43,54,59,38,50,25,11,308,0,0,0,0,0,7,0,9,23,12,9,3,0,3,3,66,3,0,0,0,0,3,8,14
LGA11450,0,0,0,0,0,0,3,0,10,3,4,0,0,0,319,346,30,13,29,20,41,72,143,281,1058,1454,1449,1147,1264,526,975,8494,3,4,0,0,17,9,68,92,234,162,92,65,37,3,83,861,4,3,8,22,65,14,89,67,86,40,14,3,5,0,49,474,0,3,0,3,10,0,9,14,13,10,8,5,0,0,8,76,3,3,6,21,20,3,23,4,7,4,0,0,0,0,6,96,7,12,47,50,104,29,75,57,95,51,19,9,6,4,69,639,0,0,0,0,0,0,4,0,0,0,0,0,0,0,21,31,13,29,66,91,207,61,264,228,434,272,131,84,50,9,237,2182,101,44,171,148,295,694,748,900,2055,2322,2295,1636,1693,664,1544,15311,0,0,0,0,8,3,0,6,72,201,565,510,472,186,36,2059,0,0,0,0,12,0,12,16,44,21,27,13,11,4,0,174,0,0,0,0,0,3,6,16
LGA11500,3,0,0,0,5,8,17,18,26,13,7,6,3,4,845,958,93,46,124,94,168,503,743,1080,3421,3173,2813,1835,1693,763,2461,19014,19,7,3,10,62,29,221,298,648,429,212,132,71,20,260,2425,4,18,28,95,252,67,283,182,220,110,56,20,7,6,167,1515,3,5,5,12,36,10,27,27,39,28,15,3,5,0,51,267,8,17,51,89,108,44,57,31,34,11,5,11,3,0,46,518,61,67,290,515,695,267,472,291,465,147,77,34,14,11,419,3832,3,3,3,7,6,3,3,6,10,0,0,0,0,0,128,167,95,119,392,723,1165,426,1060,835,1427,723,357,195,97,37,1068,8717,352,193,741,925,1463,2510,2664,2869,6664,5389,4463,2613,2349,922,4393,38503,4,0,0,0,3,4,3,9,199,500,843,569,429,145,43,2744,0,0,3,0,3,7,29,42,105,75,39,12,7,4,5,341,3,0,0,0,0,11,10,36
LGA11520,3,0,0,0,0,5,3,0,5,7,3,3,0,0,533,557,46,15,52,32,67,104,212,291,919,1023,942,1444,1807,1372,1222,9544,0,3,3,3,12,4,43,63,210,183,82,157,59,13,102,935,3,3,12,25,57,16,68,55,85,66,21,29,16,0,49,496,0,0,0,0,3,0,6,12,8,11,6,8,0,0,11,70,5,8,3,8,12,4,8,5,4,7,0,3,0,0,6,70,47,23,43,45,80,59,78,78,153,79,46,50,29,8,93,931,0,0,0,0,0,0,0,5,3,0,0,0,0,0,31,42,62,36,63,81,153,82,203,210,471,353,167,247,112,21,285,2544,287,64,276,186,295,959,815,1022,2235,2152,1956,2401,3097,2194,2162,20119,0,0,0,0,0,0,8,13,91,191,439,449,814,907,39,2952,4,0,0,0,15,12,32,27,104,56,44,26,32,28,10,395,0,0,0,0,0,3,10,16
LGA11570,11,4,12,12,19,21,28,42,51,36,24,6,12,4,2021,2296,350,198,583,548,893,2043,2609,3347,7760,5996,4665,3415,3636,1660,5549,43262,19,9,16,30,128,44,335,377,860,597,303,232,133,30,375,3491,11,29,117,172,365,121,370,291,402,173,82,55,21,7,213,2436,6,8,11,11,39,16,44,33,66,31,19,12,4,0,79,370,42,35,107,128,135,60,62,43,68,26,11,8,0,0,66,794,266,164,495,721,951,597,982,702,1242,505,272,151,83,33,810,7980,8,4,4,3,8,7,7,13,21,4,0,0,0,0,275,362,346,246,747,1060,1622,841,1816,1464,2653,1340,684,457,244,82,1828,15433,1339,553,2194,1976,3008,7676,6617,7106,13496,9453,7100,4777,4892,2123,9290,81607,4,0,0,0,3,0,17,33,359,637,1157,796,851,498,75,4421,0,7,8,0,25,33,104,134,324,143,87,26,18,18,11,929,6,3,0,0,6,11,35,104
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,0,0,0,3,3,12,16,17,49,35,42,12,12,3,73,287,0,0,0,0,3,0,0,3,5,0,0,0,0,0,3,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,3,5,4,5,0,0,0,0,0,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,9,6,9,6,16,0,0,0,0,0,20,85,16,3,18,11,20,60,55,63,110,79,68,20,25,9,117,672,0,0,0,0,0,0,3,3,5,20,13,14,12,12,0,83,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,11,0,0,0,0,0,0,3,3
LGA11650,6,0,0,0,3,5,3,7,18,16,3,5,8,4,1888,1975,108,48,150,123,189,634,1105,1720,6432,6128,4905,3737,3489,1160,5009,34941,19,10,21,35,129,35,414,495,1140,708,296,208,99,18,619,4237,8,33,103,182,676,180,760,525,584,190,58,47,18,0,417,3774,5,0,13,23,66,14,73,66,82,39,19,15,0,0,84,516,18,15,107,134,304,74,108,67,47,19,5,0,0,3,113,1024,85,92,383,618,1276,520,1020,696,853,242,110,53,24,10,697,6672,4,0,7,3,6,6,18,10,18,3,0,0,0,0,227,296,143,154,631,991,2462,825,2389,1850,2718,1198,495,323,139,34,2157,16525,550,266,1450,1401,2986,7494,6872,7521,13957,10689,8168,5469,5090,1703,9810,83427,3,7,0,0,16,5,15,51,416,840,1429,1028,967,508,90,5376,0,3,3,0,40,35,101,124,405,194,154,67,58,59,37,1280,5,3,3,0,8,12,46,98
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,3,0,6,18,15,15,36,16,12,11,8,5,23,162,0,0,0,0,0,0,5,3,8,4,0,0,0,0,3,26,0,0,3,0,0,0,3,0,3,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,12,14,7,14,5,6,0,0,0,0,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,13,8,17,13,20,5,4,0,0,0,11,118,3,3,23,15,22,61,51,53,74,37,26,10,14,7,72,467,0,0,0,0,3,0,0,3,3,7,3,3,8,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA11720,0,0,0,0,0,4,0,0,7,3,0,5,0,0,284,308,19,17,17,22,33,118,206,312,1054,985,697,704,591,193,785,5755,0,0,3,6,25,13,76,79,142,101,36,40,19,0,73,603,0,3,19,38,134,28,111,77,77,26,8,0,3,0,48,566,0,0,0,3,8,0,11,13,13,6,3,3,0,0,8,73,6,0,27,27,48,12,15,15,13,6,0,0,0,0,8,191,16,14,82,173,242,101,222,106,141,39,13,3,0,8,135,1299,0,0,0,0,0,0,3,4,8,0,0,0,0,0,50,61,24,25,130,248,461,152,436,297,384,167,64,48,25,10,326,2798,87,42,257,309,552,1337,1110,1101,2148,1676,1193,1037,896,269,1580,13603,0,0,0,0,3,0,8,10,102,148,243,152,144,72,11,904,0,4,0,0,3,6,11,20,65,19,24,11,3,7,8,199,0,0,0,0,3,4,11,18
LGA11730,0,0,0,0,0,0,0,0,4,3,0,0,0,0,292,304,26,9,36,29,48,228,307,438,1099,787,446,233,200,54,708,4655,3,3,0,9,18,10,61,55,118,45,14,22,3,0,61,421,0,6,16,41,120,30,101,70,54,20,3,3,0,0,53,525,0,5,5,4,3,3,9,3,10,3,3,0,0,0,10,59,7,9,21,39,53,27,18,13,8,3,3,0,0,0,14,215,11,13,86,158,250,91,183,127,107,27,10,3,3,0,125,1193,0,4,0,3,4,5,0,3,0,0,0,0,0,0,36,50,18,35,127,252,450,167,367,274,300,96,32,26,6,0,303,2457,100,67,343,360,606,2023,1445,1599,2375,1344,777,406,348,107,1589,13494,5,3,0,0,10,3,16,12,137,124,143,74,81,36,14,660,3,0,3,0,5,11,39,45,97,43,27,14,10,3,10,318,0,4,0,0,4,12,25,42
LGA11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,7,0,0,3,0,11,14,18,65,62,44,96,69,22,85,500,0,0,0,0,0,0,4,3,15,7,3,3,3,0,4,49,0,0,3,7,3,0,3,3,3,0,0,0,0,0,4,29,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14,3,0,8,7,12,5,7,8,6,3,0,0,0,0,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,17,14,25,10,18,14,28,19,3,3,3,0,18,175,21,0,25,24,34,97,60,73,143,118,103,134,118,38,174,1160,0,3,0,0,0,0,4,3,14,17,22,22,29,26,3,139,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8
LGA11800,0,0,0,0,0,3,3,0,6,3,0,0,0,0,459,475,29,15,39,31,52,225,351,521,1488,1249,869,520,436,150,1016,6975,7,3,3,10,39,13,111,120,248,103,33,26,5,3,82,802,3,9,19,39,177,50,198,133,139,23,8,13,0,0,70,874,0,0,3,5,19,5,20,7,9,4,0,0,0,0,22,93,4,4,22,48,70,27,27,11,21,3,0,0,0,0,27,262,28,18,90,147,340,111,226,141,141,48,8,6,5,0,160,1468,0,0,0,0,3,0,0,3,3,0,0,0,0,0,49,57,44,32,137,248,643,206,575,408,556,185,54,47,13,3,406,3553,130,57,347,364,799,1964,1813,1963,3423,2236,1530,815,729,233,2068,18474,0,0,3,0,8,0,15,20,122,238,270,190,165,92,19,1145,0,0,0,0,12,11,29,63,151,63,38,10,11,7,9,410,0,0,0,0,3,5,8,37
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,4,3,3,4,3,6,22,27,109,67,46,23,31,9,81,444,0,0,0,0,0,0,7,3,7,7,0,3,0,0,3,29,0,0,0,3,8,3,3,0,3,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,13,16,4,11,8,8,0,0,0,0,0,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,18,27,12,20,11,20,6,0,0,0,0,11,143,12,3,22,28,46,143,97,101,192,117,78,42,46,22,134,1085,0,0,0,0,0,0,3,3,16,11,21,15,17,4,0,94,0,0,0,0,0,0,3,4,10,8,3,0,0,0,0,21,0,0,0,0,0,0,0,0
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,3,0,3,6,6,14,21,25,72,48,39,17,15,7,88,358,0,0,0,0,4,0,6,11,12,4,0,0,0,0,10,50,0,0,0,7,4,3,3,3,3,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,10,0,0,7,18,26,10,21,17,18,0,0,0,3,0,15,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,3,3,9,25,36,17,36,29,30,7,0,0,3,0,43,235,15,3,20,40,44,105,95,118,176,93,74,32,35,16,180,1036,5,0,0,0,0,0,4,0,22,20,17,15,8,4,0,103,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,15,0,0,0,0,0,0,3,3
LGA12350,0,0,0,0,0,0,0,0,3,0,0,0,0,0,67,70,6,3,6,5,14,55,59,99,302,192,124,67,56,16,209,1206,0,0,0,0,0,0,12,9,26,3,6,0,0,0,6,74,0,0,3,13,22,4,22,20,13,3,0,0,0,0,11,107,0,0,0,0,0,5,0,3,5,0,0,0,0,0,0,15,0,0,0,6,14,5,4,0,0,0,0,0,0,0,4,33,3,6,15,28,41,16,22,29,24,8,7,0,0,0,16,209,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,17,3,4,17,53,72,33,66,63,72,13,11,0,0,0,51,456,22,13,73,68,108,444,272,378,612,321,209,110,100,39,408,3166,3,0,0,0,3,0,9,11,39,45,53,20,25,19,0,228,0,0,0,0,3,0,11,9,27,7,8,0,0,3,3,69,0,0,0,0,0,3,9,7
LGA12380,4,3,7,3,6,22,17,28,42,19,10,6,6,0,1248,1419,267,109,410,376,517,1377,1680,2058,4625,3626,2761,2010,1916,915,3297,25957,5,5,8,11,63,39,200,252,500,322,174,139,80,14,185,2001,9,18,49,95,189,60,206,137,226,114,46,12,15,3,95,1282,3,3,8,13,26,11,18,17,36,32,11,11,0,0,46,237,22,20,55,62,66,34,41,29,42,12,3,3,4,0,34,442,162,91,292,398,532,301,534,366,649,286,139,97,45,13,450,4365,3,3,3,7,3,8,16,7,7,0,7,0,3,0,154,223,206,143,416,591,877,455,1012,810,1458,774,378,265,153,35,966,8542,902,328,1295,1211,1720,4159,3982,4244,8117,5763,4331,2909,2706,1138,5380,48179,3,0,0,0,9,0,19,21,220,489,796,496,486,216,45,2800,0,0,3,0,10,22,92,87,247,78,44,14,12,11,13,624,0,0,3,0,0,8,23,58
LGA12700,0,0,0,0,0,0,0,3,0,0,0,0,0,0,59,67,3,0,8,6,4,25,42,48,171,158,139,97,101,22,161,983,0,0,0,0,3,0,9,9,14,10,6,0,0,0,9,68,0,0,5,9,20,9,15,7,11,3,0,0,0,0,18,91,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,14,0,0,3,18,33,13,16,12,10,0,3,0,0,0,16,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,31,54,25,41,26,43,17,9,3,0,3,47,322,19,5,38,54,85,228,193,195,390,290,220,154,146,41,289,2349,0,0,0,0,0,0,3,7,18,17,44,21,31,13,3,164,0,0,0,0,0,4,4,3,16,11,5,0,0,3,0,58,0,0,0,0,0,0,3,5
