LGA_CODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
LGA10850,512,796,325,334,183,99,2249,32,7,7,3,0,0,45,0,0,0,0,0,0,3,32,6,5,8,0,0,45,46,22,7,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,45,23,5,3,0,0,77,4,0,0,0,0,0,8,0,3,0,0,0,0,3,5,7,0,0,0,0,12,11,9,3,3,0,0,25,0,0,0,0,0,0,0,598,833,338,347,188,99,2398,587,875,326,328,191,96,2416,30,14,3,0,0,0,50,0,5,0,0,0,0,3,30,17,3,4,0,0,54,45,10,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,49,10,3,0,0,0,60,10,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,3,0,0,0,11,16,0,3,0,0,0,18,0,0,0,0
LGA10900,5798,8805,4083,4226,1886,773,25563,435,191,44,25,5,0,701,88,79,36,11,3,0,221,523,272,81,40,6,0,922,372,115,31,8,3,0,529,71,28,0,0,0,0,103,9,3,0,0,0,0,8,53,16,3,0,0,0,74,500,160,34,7,4,0,708,5,8,4,3,0,0,18,0,0,0,0,0,0,3,15,6,0,0,0,0,28,22,19,7,3,0,0,51,0,0,0,0,0,0,0,6841,9252,4207,4277,1895,776,27254,6000,8998,4194,4187,1791,803,25974,513,315,69,36,12,3,951,251,140,44,20,7,4,470,767,460,111,55,21,8,1416,284,93,25,6,0,0,417,56,20,4,3,0,0,73,4,0,0,0,0,0,4,47,23,8,4,0,0,79,396,131,31,16,0,3,576,9,4,0,0,0,0,13,0,0,0,0,0,0,3,13,9,7,0,3,0,30,23,13,7,0,3,0,47,6,10,0,0
LGA10950,235,367,134,147,82,39,1008,5,3,0,0,0,0,7,0,0,0,0,0,0,0,5,3,0,0,0,0,7,31,8,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,36,11,0,0,0,0,51,3,3,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0,10,11,7,0,0,0,0,24,0,0,0,0,0,0,0,289,386,136,146,86,39,1084,263,323,137,138,80,38,972,18,3,3,3,0,0,24,0,0,0,0,0,0,0,18,3,3,3,0,0,24,24,7,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,0,0,30,9,3,0,0,0,0,11,0,0,0,0,0,0,0,4,4,0,0,0,0,9,13,6,0,0,0,0,23,0,0,0,0
LGA11100,934,1555,1082,1185,555,240,5559,331,336,214,162,50,31,1118,189,242,174,173,59,27,856,517,579,388,331,107,54,1977,459,220,105,62,19,9,886,882,979,688,498,132,45,3231,530,520,211,97,27,15,1393,4,4,0,3,3,0,14,1871,1724,1010,661,186,67,5519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,15,6,9,6,85,26,22,15,6,7,6,85,0,3,0,0,0,0,7,3350,3881,2488,2187,858,373,13147,911,1516,1029,1258,571,294,5576,251,343,211,205,65,26,1103,179,238,223,207,87,27,959,429,580,441,411,152,57,2067,441,249,117,86,21,11,926,927,1023,703,498,140,41,3337,713,792,326,192,53,16,2100,0,0,0,0,0,0,6,2086,2066,1150,783,215,71,6371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,15,10,3,9,74,13,23,15,10,3,9,74,18,7,8,0
LGA11150,233,291,140,116,89,72,933,9,0,0,0,0,0,10,0,0,0,0,0,0,3,10,3,0,0,0,0,12,20,6,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,31,17,5,0,0,0,0,22,4,0,0,0,0,0,7,10,3,0,0,0,0,10,35,7,0,0,0,0,47,0,0,0,0,0,0,0,295,305,140,117,89,71,1027,255,294,103,107,72,52,888,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,29,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,4,14,0,0,3,0,0,13,0,0,0,0
LGA11200,115,172,77,69,39,62,526,3,3,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,9,19,10,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,3,0,0,0,29,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,8,5,7,0,0,0,0,13,0,0,0,0,0,0,0,142,184,77,69,44,62,579,150,152,80,61,32,52,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,3,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,3,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0
LGA11250,2194,2578,998,830,371,161,7124,88,63,31,27,3,4,214,3,3,0,0,0,0,8,94,65,31,27,3,4,222,185,48,17,8,0,0,265,0,0,0,0,0,0,0,9,0,0,0,0,0,15,8,0,0,0,0,0,14,209,51,17,12,4,0,295,9,12,5,0,0,0,24,0,0,0,0,0,0,3,12,3,3,0,0,0,27,24,16,8,3,0,0,50,0,3,0,0,0,0,7,2523,2708,1044,869,380,170,7694,2243,2554,962,769,330,157,7018,53,13,0,0,3,0,74,0,0,0,0,0,0,0,58,13,0,0,3,0,74,169,49,14,8,8,0,243,0,0,0,0,0,0,0,25,28,9,7,0,0,65,0,0,0,0,0,0,3,192,74,19,21,10,5,315,7,6,0,0,0,0,17,0,0,0,0,0,0,0,3,3,0,0,0,0,8,13,16,0,0,3,0,26,0,0,0,0
LGA11300,894,1550,1003,1233,613,394,5682,157,212,134,87,38,25,653,80,96,65,62,19,7,330,234,306,205,150,60,28,982,334,251,144,86,34,10,860,403,437,293,196,61,18,1412,339,381,274,166,51,13,1217,3,0,3,0,3,0,11,1081,1072,713,447,141,49,3502,0,0,0,0,0,0,3,3,0,0,0,0,0,3,9,7,9,14,0,0,41,10,9,9,14,0,0,45,0,0,0,0,0,0,0,2224,2937,1935,1844,819,471,10216,850,1523,989,1255,623,392,5631,231,231,135,126,52,16,794,101,86,67,102,28,16,400,326,322,201,235,84,30,1201,301,267,166,85,39,10,870,366,461,363,245,57,27,1512,324,443,335,223,68,24,1417,14,3,0,7,0,0,26,1009,1176,867,559,165,52,3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,6,3,8,3,60,20,22,6,3,8,3,60,7,3,3,0
LGA11350,1850,3212,1533,1344,572,189,8706,154,156,73,29,5,0,421,108,140,62,30,5,4,362,262,299,138,62,16,4,783,334,197,52,30,4,0,611,47,22,9,0,0,0,79,0,0,0,0,0,0,0,35,6,6,4,0,0,52,413,228,65,30,10,0,743,201,85,14,17,4,0,319,93,0,0,0,0,0,100,28,13,8,11,0,0,57,324,98,26,26,4,0,477,0,0,0,0,0,0,5,2851,3842,1765,1463,594,198,10713,2129,3364,1541,1394,536,237,9194,205,154,59,34,8,3,467,176,218,105,43,8,6,559,382,372,168,78,18,8,1022,266,146,47,20,0,0,476,37,23,4,0,0,0,63,0,3,0,0,0,0,7,33,16,7,0,0,0,59,334,188,56,22,0,3,604,188,85,14,6,0,0,291,10,0,0,0,0,0,10,30,16,3,0,0,0,49,230,96,18,7,0,0,352,10,5,4,3
LGA11400,918,1652,608,614,369,179,4345,16,3,0,0,0,0,17,0,0,0,0,0,0,0,16,3,0,0,0,0,24,53,9,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,53,10,0,0,0,0,57,29,8,3,0,0,0,43,4,0,0,0,0,0,6,12,16,3,3,0,0,42,46,30,3,8,0,0,89,0,0,0,0,0,0,0,1036,1694,614,623,368,184,4515,973,1737,616,617,375,193,4504,37,6,0,0,0,0,51,5,6,0,0,0,0,16,44,8,0,0,3,0,65,48,12,3,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,11,3,3,0,0,70,25,0,0,4,0,0,33,7,4,0,3,0,0,11,9,10,0,0,3,0,18,38,11,0,8,3,0,65,0,5,0,0
LGA11450,1704,4203,2854,3641,1702,739,14844,197,119,16,9,3,0,342,52,72,24,8,3,0,164,250,194,40,17,4,3,502,172,44,9,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,0,0,23,184,48,13,9,0,0,252,79,19,3,0,3,0,105,0,0,0,0,0,0,0,16,3,0,0,0,0,18,87,28,3,0,4,0,126,0,0,0,0,0,0,4,2227,4475,2915,3661,1712,740,15722,1882,4737,2985,4065,1806,918,16397,313,185,51,60,25,12,642,95,125,54,66,15,9,377,415,313,101,131,40,20,1018,166,58,7,3,0,0,233,12,11,0,0,0,0,22,0,0,0,0,0,0,0,14,5,3,3,0,0,20,183,69,12,3,0,0,278,102,37,3,0,0,0,139,0,0,0,0,0,0,0,3,3,4,3,0,0,12,108,39,7,3,0,0,155,6,12,0,5
LGA11500,5074,10089,7499,8123,4016,2275,37077,1365,1194,651,436,175,109,3928,925,1028,640,443,199,194,3428,2289,2221,1292,875,377,305,7359,494,240,76,45,11,5,868,69,71,20,3,3,0,177,89,61,20,4,0,0,173,4,12,0,0,0,0,18,662,384,114,54,18,5,1238,3,7,0,4,0,0,17,3,0,0,0,0,0,3,16,7,3,6,0,0,28,23,9,7,11,0,3,50,3,3,0,6,0,4,18,8047,12713,8913,9064,4424,2593,45743,5501,10607,7518,7905,3829,2690,38052,1333,1180,588,372,157,69,3699,1024,998,670,464,226,210,3589,2354,2172,1256,843,381,277,7282,602,257,80,48,6,3,1012,201,182,41,12,0,0,438,119,124,31,7,3,0,287,34,17,3,0,0,0,57,955,581,153,77,11,3,1783,3,0,0,0,0,0,3,0,0,0,0,0,0,0,31,38,22,30,4,11,140,40,38,23,30,4,11,146,7,4,4,3
LGA11520,2204,3825,2421,2812,1149,439,12847,267,367,161,133,25,13,955,338,625,338,259,55,26,1642,601,998,496,387,81,33,2599,1060,886,310,141,31,5,2432,1013,1335,418,219,36,10,3037,973,1528,499,244,53,19,3308,19,16,5,3,0,0,42,3065,3760,1235,609,122,32,8820,9,6,3,0,0,0,11,0,3,0,0,0,0,4,29,47,19,18,4,0,113,29,51,27,16,4,4,136,3,4,0,0,0,0,7,5901,8641,4179,3828,1357,513,24413,1990,3572,2442,3020,1260,477,12752,254,377,210,176,43,16,1075,526,814,490,367,85,19,2299,777,1193,697,540,127,31,3371,920,789,281,159,30,8,2190,1053,1410,520,284,60,15,3342,1641,2597,1160,574,141,24,6134,13,17,3,6,0,0,37,3628,4820,1967,1013,231,49,11699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,50,30,15,4,0,138,41,50,30,15,4,0,135,18,30,7,0
LGA11570,10349,17440,11204,12531,6871,5085,63470,1664,1411,889,766,402,247,5381,1371,1865,1451,1376,612,375,7044,3039,3280,2333,2136,1012,618,12419,4873,3457,2121,1469,552,262,12739,2292,2305,1398,959,360,129,7437,769,754,444,307,99,33,2403,44,21,13,14,9,3,102,7975,6530,3981,2750,1016,423,22679,38,20,8,11,9,6,91,8,0,3,0,0,0,19,108,107,68,53,23,26,387,152,128,85,66,29,29,491,42,7,0,3,0,3,54,21553,27385,17609,17487,8930,6165,99124,10076,16770,11317,12725,7293,5538,63719,1596,1350,827,803,365,263,5207,1550,2167,1793,1799,947,592,8849,3150,3517,2616,2603,1308,856,14054,4483,3709,2449,1782,644,307,13385,2262,2283,1560,1102,439,164,7808,900,990,634,485,179,71,3264,96,46,21,26,8,11,209,7749,7023,4669,3394,1266,552,24658,38,7,3,0,3,3,53,6,3,6,3,0,3,25,116,113,68,70,34,21,417,160,125,78,77,33,22,493,66,60,51,30
LGA11600,225,323,146,140,77,43,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,3,0,0,0,39,24,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,7,3,3,0,0,41,0,0,0,0,0,0,0,283,338,152,145,77,44,1027,238,339,118,122,64,43,917,7,3,0,0,0,0,5,0,0,0,0,0,0,0,7,3,0,0,0,0,5,19,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,26,16,8,0,0,0,0,27,3,0,0,0,0,0,6,0,0,0,0,0,0,3,18,9,0,0,0,0,30,0,0,0,0
LGA11650,18370,31283,14735,15530,7219,2922,90060,3723,2666,558,318,114,27,7404,1703,1671,556,355,115,41,4439,5429,4338,1118,671,229,72,11851,3393,1484,327,137,47,12,5392,466,365,75,28,3,3,933,356,358,72,27,4,4,820,130,47,16,16,0,0,209,4341,2254,495,199,56,20,7358,949,380,44,25,6,4,1408,23,4,0,0,0,0,31,66,46,17,7,10,0,143,1038,429,58,38,13,7,1582,23,19,4,3,0,0,59,29195,38326,16414,16442,7512,3018,110907,19337,32019,15275,16118,7199,3347,93306,4412,3008,723,440,137,59,8777,1857,1799,725,455,175,62,5072,6267,4807,1440,899,318,124,13848,3417,1577,305,161,48,19,5530,673,494,125,41,15,3,1353,587,641,157,65,9,8,1467,150,63,10,12,0,0,228,4831,2781,595,278,73,27,8575,786,294,23,37,0,10,1147,5,5,0,0,0,0,7,77,54,19,22,8,7,188,864,350,44,53,12,16,1339,65,41,17,4
LGA11700,220,212,75,58,30,50,637,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,3,0,0,0,0,10,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,14,24,3,0,0,0,0,30,10,0,0,0,0,0,6,3,3,0,0,0,0,8,40,4,0,3,0,0,48,0,0,0,0,0,0,0,262,225,80,61,30,53,701,202,198,69,62,37,38,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,3,0,0,0,42,11,7,0,0,0,0,19,0,0,0,0,0,0,0,14,7,0,0,0,0,22,27,11,0,0,0,0,41,11,10,13,3
LGA11720,3324,5497,2528,2565,1186,560,15660,146,95,25,3,8,0,277,27,10,0,3,0,0,45,174,112,24,10,4,0,323,341,104,29,17,3,5,503,4,0,0,0,0,0,5,6,0,0,3,4,0,9,0,3,0,0,0,0,4,349,112,36,23,7,3,522,51,23,10,8,3,0,89,0,0,0,0,3,0,3,9,4,7,6,4,0,36,59,29,12,10,6,0,129,3,10,6,7,3,0,31,3906,5761,2606,2612,1205,574,16664,3533,5830,2811,2621,1287,626,16707,404,266,76,53,17,6,828,31,20,4,0,0,0,53,432,287,84,57,21,6,880,336,143,38,15,4,3,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,0,0,20,338,153,45,13,4,4,553,20,12,0,3,0,0,45,0,0,3,0,0,0,4,13,9,7,3,0,0,24,36,19,13,3,4,0,69,3,5,3,0
LGA11730,3468,6366,2237,2120,1044,521,15761,276,220,62,53,7,8,628,110,83,25,11,3,0,232,389,304,81,63,12,8,854,594,298,78,35,10,4,1010,32,16,3,0,0,0,50,47,8,0,0,0,0,58,23,7,0,5,0,0,31,686,334,84,41,6,4,1153,298,156,20,20,10,3,497,23,13,5,0,0,0,32,26,22,9,6,10,0,72,342,188,25,29,15,3,604,0,3,0,3,0,0,6,4894,7190,2432,2251,1074,541,18379,3893,6864,2382,2099,998,567,16802,300,172,32,15,0,0,516,131,84,40,12,6,3,272,427,254,71,29,4,3,794,599,287,67,31,9,0,999,41,24,3,4,0,0,75,8,0,0,3,0,0,12,14,5,0,0,0,0,18,659,324,75,32,12,4,1103,261,123,16,6,3,3,413,26,4,3,3,0,0,37,31,28,3,14,0,3,82,318,150,21,22,4,4,527,22,7,0,0
LGA11750,348,509,246,253,115,70,1535,3,3,0,0,0,0,13,0,0,0,0,0,0,0,8,3,0,0,0,0,13,109,32,4,3,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,32,4,3,0,0,146,13,15,0,4,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,3,14,16,0,4,0,0,35,0,0,0,0,0,0,0,477,562,252,261,113,71,1732,396,543,204,216,117,55,1533,12,10,0,0,0,0,21,0,0,0,0,0,0,0,12,10,0,0,0,0,21,84,30,7,3,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,30,7,3,0,0,127,21,9,0,0,0,0,29,0,0,0,0,0,0,0,5,0,0,0,0,0,10,27,9,0,0,0,3,37,3,0,0,0
LGA11800,3278,7017,3041,3090,1467,620,18522,804,596,141,85,16,4,1653,369,425,148,84,28,11,1055,1171,1026,287,167,44,13,2707,1088,646,165,65,22,5,1998,131,108,24,6,0,0,272,117,123,17,9,0,0,265,46,20,11,3,0,0,81,1390,890,218,87,29,12,2612,385,212,40,15,6,0,662,44,0,0,0,0,0,51,15,27,8,9,0,0,62,448,238,54,29,8,0,777,4,3,0,0,0,0,5,6285,9174,3598,3368,1545,650,24623,3731,7660,3187,3137,1456,693,19864,857,601,129,75,21,13,1685,452,465,153,84,24,8,1184,1311,1061,283,159,43,19,2877,1178,568,167,61,23,14,2000,107,94,22,9,0,0,231,118,91,20,3,0,3,236,37,22,3,7,0,0,72,1438,769,213,81,24,14,2541,418,256,35,12,0,0,724,10,0,0,0,0,0,12,22,15,6,3,0,0,45,445,276,42,15,3,0,778,5,0,0,0
LGA12000,317,520,176,191,125,73,1405,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,23,5,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,0,0,31,7,3,0,0,0,0,14,0,0,0,0,0,0,0,3,3,3,0,0,0,9,13,5,3,0,0,0,24,3,3,0,0,0,0,5,366,535,175,195,130,73,1467,327,540,169,184,128,63,1407,6,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,4,38,20,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,20,0,0,0,0,60,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0,11,6,8,0,0,0,0,18,0,0,0,0
LGA12150,392,525,195,187,104,77,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72,7,3,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,7,3,0,0,0,87,7,7,3,0,0,0,12,0,0,0,0,0,0,0,3,4,0,0,0,0,10,14,12,3,0,0,0,26,0,0,0,0,0,0,0,480,547,202,189,105,75,1602,395,549,183,159,94,66,1451,21,10,3,0,0,0,28,0,0,0,0,0,0,0,21,10,3,0,0,0,28,32,6,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,0,0,0,39,3,0,0,0,0,0,6,3,0,0,0,0,0,3,5,0,0,0,0,0,7,11,0,0,0,0,0,18,0,0,0,0
LGA12350,1001,1709,609,558,309,171,4363,67,16,3,0,0,0,90,6,5,0,0,0,0,20,79,25,4,0,0,0,109,159,44,10,6,4,0,221,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,162,52,15,6,4,0,238,22,15,0,0,0,0,37,5,3,3,3,0,0,16,3,0,0,3,0,0,11,27,15,8,8,0,0,62,0,0,0,0,0,0,0,1274,1801,638,572,315,174,4766,1166,1668,563,515,284,134,4333,88,31,3,0,0,0,128,11,3,0,0,0,0,20,98,36,3,0,3,0,146,150,36,4,0,3,0,196,8,0,0,0,0,0,7,4,0,0,0,0,0,4,0,0,0,0,0,0,0,162,38,4,0,3,0,214,12,7,0,0,0,0,19,3,0,0,0,0,0,3,8,3,0,0,3,0,18,24,16,0,0,7,0,44,8,0,0,0
