LGA_CODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
LGA17550,11,13,21,44,204,418,232,60,36,20,1089,13,0,8,9,15,17,99,255,160,57,30,11,677,8,0,3,4,8,9,23,97,65,35,17,5,268,9,0,4,6,3,11,22,72,61,34,26,19,267,3,0,0,0,0,0,3,18,24,16,37,4,110,24,3,13,20,14,47,109,206,123,40,30,24,647,7,0,39,36,20,33,41,29,8,0,3,60,283,352,59,548,602,458,832,2053,2676,1154,337,258,336,9669
LGA17620,8,15,18,41,51,14,0,0,3,17,204,20,0,5,10,8,20,20,15,5,0,0,3,108,11,0,0,3,3,9,6,13,3,0,0,6,58,4,0,0,0,4,9,8,17,3,0,0,3,60,7,0,0,0,0,3,6,6,4,0,0,0,30,25,0,6,3,9,18,14,8,0,0,0,10,95,4,0,6,6,4,4,3,0,0,0,0,4,45,224,17,119,203,162,313,259,109,28,4,11,88,1523
LGA17640,7,8,3,9,16,0,0,0,0,0,61,6,0,0,3,0,8,0,3,0,0,0,3,34,5,0,0,0,0,0,3,0,0,0,0,0,12,6,0,0,0,0,8,3,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,4,0,0,7,0,0,0,0,0,30,4,0,0,3,0,0,0,0,0,0,0,0,8,129,15,53,55,59,80,70,15,7,3,8,21,515
LGA17650,3,7,6,8,12,0,3,0,0,4,43,8,0,0,3,0,3,3,8,0,0,0,3,30,0,0,0,3,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,7,3,0,0,0,0,6,31,5,0,0,7,0,3,0,0,0,0,0,0,17,84,9,47,102,44,82,68,19,4,3,0,29,483
LGA17750,17,52,41,168,321,228,39,4,10,19,914,25,0,7,42,19,88,216,172,38,3,4,13,627,8,3,0,13,8,56,99,89,17,0,0,6,302,8,4,5,13,7,21,61,89,39,4,5,11,263,4,0,7,4,3,5,18,29,17,0,4,0,104,8,3,22,40,21,86,128,92,30,4,0,21,458,3,0,39,35,12,29,23,12,4,0,0,44,201,270,103,586,1041,576,1299,2074,1130,245,35,34,223,7616
LGA17850,4,3,3,5,0,0,0,0,0,4,39,3,0,0,0,0,0,3,0,0,0,0,3,20,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,0,3,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,5,77,6,59,65,39,30,7,0,0,0,0,24,303
LGA17900,6,15,12,4,0,0,0,0,3,9,93,34,3,12,10,0,7,3,0,0,0,0,0,69,19,3,0,3,3,3,0,0,0,0,0,3,29,16,0,3,3,0,0,0,0,0,0,0,0,26,9,3,0,0,0,0,0,0,0,0,0,0,14,21,0,4,11,11,8,0,3,0,0,0,8,67,11,0,4,13,6,0,0,0,0,0,0,4,40,280,29,135,233,109,55,18,8,0,3,9,67,953
LGA17950,4,3,0,3,0,0,0,0,0,3,30,4,3,7,4,9,3,0,0,0,0,0,0,29,3,0,0,3,0,4,0,0,0,0,0,0,15,5,0,3,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,3,0,0,0,0,3,24,4,0,11,0,0,0,0,0,0,0,0,3,15,68,14,77,63,32,24,9,0,3,0,3,19,310
LGA18020,8,21,12,6,5,0,0,0,0,3,66,13,0,9,4,6,11,4,0,0,0,0,4,58,9,0,0,3,4,5,0,0,0,0,0,0,23,4,0,3,4,0,0,0,0,0,0,0,0,19,0,0,0,0,4,0,0,0,0,0,0,0,6,9,0,6,16,11,9,3,0,0,0,0,0,55,0,4,4,10,0,0,0,0,0,0,0,4,27,161,26,164,266,134,76,21,11,3,3,7,48,924
LGA18050,3,5,8,12,47,171,266,303,378,24,1242,17,0,3,3,5,9,26,134,319,394,536,31,1466,14,0,0,3,0,6,9,34,154,211,424,15,871,24,0,3,3,3,8,20,54,172,345,1186,22,1847,21,0,3,3,5,0,11,17,65,193,1591,31,1940,14,0,3,4,3,12,21,46,123,195,702,55,1180,7,0,11,12,0,3,9,27,24,33,69,25,227,292,32,262,141,86,132,375,1095,1684,2132,5545,348,12132
LGA18100,3,3,3,3,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,5,8,0,3,7,0,3,0,0,0,0,0,0,14,0,0,6,3,0,0,0,0,0,0,0,0,9,76,8,66,54,45,18,4,0,0,0,0,12,292
LGA18200,4,12,6,3,0,3,0,0,3,0,44,9,0,0,0,6,0,0,4,0,0,0,0,27,3,0,0,0,0,6,0,3,0,0,0,0,12,3,0,0,0,0,0,3,3,0,0,0,0,12,3,0,3,0,0,0,0,0,0,0,0,0,8,11,0,5,3,7,4,3,6,0,0,0,3,42,3,0,5,15,3,3,0,0,0,0,0,3,28,117,16,108,172,73,60,32,25,0,0,7,26,629
LGA18230,14,34,62,119,190,104,23,0,3,15,576,14,3,5,18,34,69,116,110,19,0,0,10,412,12,0,4,4,9,14,53,68,12,0,3,3,184,4,0,3,12,0,15,33,72,15,8,7,3,164,4,0,0,3,0,6,9,28,7,3,3,3,76,14,3,30,37,26,56,98,67,14,0,0,24,369,14,4,29,25,11,20,13,9,0,0,0,31,161,262,76,528,739,533,905,1265,786,112,15,37,204,5464
LGA18250,11,4,7,8,18,122,345,253,316,32,1156,30,0,0,5,7,5,15,86,387,375,405,28,1339,10,0,0,3,3,8,14,27,170,208,241,14,691,29,0,3,8,0,4,10,40,233,359,686,27,1395,22,0,4,4,3,3,11,23,92,249,910,12,1329,16,0,6,3,3,14,16,28,110,161,317,37,723,12,0,6,6,0,3,7,11,19,17,54,45,180,325,27,200,134,86,101,222,679,1996,2228,3571,321,9886
LGA18350,9,6,9,32,75,149,89,35,13,13,456,20,0,0,6,8,9,53,109,74,26,15,8,340,11,0,0,3,5,5,12,38,40,19,11,0,140,6,0,0,3,3,0,16,35,45,26,22,3,159,5,0,3,0,0,3,3,13,19,16,31,3,94,21,0,6,5,7,13,41,62,46,24,32,14,265,8,0,8,21,3,3,13,6,0,3,0,22,89,225,19,86,258,206,278,593,905,478,205,157,145,3554
LGA18400,0,3,3,9,49,115,44,16,14,5,292,19,0,4,6,5,9,34,88,55,24,15,3,246,3,0,3,0,5,7,15,30,28,10,12,0,112,10,0,0,0,0,6,6,29,29,27,15,3,122,7,0,0,0,0,3,3,8,10,23,12,3,69,6,0,3,5,9,3,19,57,33,19,15,3,168,0,0,0,8,0,12,9,6,0,0,0,17,52,151,17,46,154,97,139,346,692,332,152,94,92,2308
LGA18450,24,50,42,151,474,956,422,131,61,41,2409,37,0,14,23,24,64,245,624,422,154,82,25,1711,25,3,5,16,4,16,112,308,225,101,55,12,881,34,0,20,7,13,20,73,198,222,134,83,11,809,11,0,0,5,6,0,24,62,104,89,95,11,420,33,6,70,85,38,93,225,413,256,106,92,60,1485,28,10,136,62,28,50,52,48,20,9,4,129,587,796,280,2516,1683,1119,1934,3789,5412,2681,1003,634,709,22557
LGA18500,3,0,4,11,45,118,147,149,212,20,754,20,3,0,0,4,0,21,77,169,217,349,13,869,8,0,0,0,0,4,8,17,73,110,248,4,480,36,0,3,3,6,3,19,44,93,220,843,24,1296,38,0,0,3,0,3,7,12,39,137,1357,23,1616,17,0,0,3,3,4,18,25,53,95,524,35,772,9,0,0,0,0,0,3,9,12,9,35,33,122,292,11,62,50,60,80,316,666,903,1259,4076,231,8003
LGA18710,4,0,4,15,37,42,7,5,0,7,135,15,0,3,4,3,14,30,29,12,0,0,3,110,7,3,0,0,0,0,12,9,7,7,0,0,46,9,0,3,3,0,0,5,14,15,6,4,0,60,5,0,0,0,0,3,0,10,9,3,11,0,40,11,0,0,0,0,7,17,12,10,3,4,3,65,0,0,3,0,0,0,4,3,0,0,0,8,20,124,25,36,70,48,111,241,198,75,26,21,44,1027
LGA19399,0,0,0,3,3,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,9,3,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,39,3,12,5,4,4,10,4,0,0,3,12,107
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
