LGA_CODE_2016,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85o,C11_F_NatPhy_sci_T,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85_ov,C11_F_InfTec_Tot,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85_ov,C11_F_EngRT_Tot,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85o,C11_F_Arch_building_Tot,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_Agr_env_re_st_85o,C11_F_AgEnv_RS_Tot,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85o,C11_F_Healt_To,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85o,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85o,C11_F_MngtCom_Tot,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85o,C11_F_Society_cultur_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Create_arts_85ov,C11_F_Creative_arts_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85o,C11_F_Foo_hos_pers_S_Tot,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85_ov,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85o,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85o,C11_F_FldStu_NS_T,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85o,C11_F_T_T,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85_ov,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85_o,C16_F_InfTec_T,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85_o,C16_F_EngRT_T,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85o,C16_F_ArchBuild_T,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RE_85o,C16_F_AgEnv_RS_T
LGA10850,0,3,4,6,6,3,5,0,0,21,0,0,0,10,3,0,0,0,0,8,0,0,3,0,11,3,3,8,3,30,0,0,0,0,4,0,0,0,0,7,0,8,6,23,8,3,7,0,0,59,0,10,35,49,64,50,41,10,0,264,0,5,26,30,29,45,22,8,0,165,4,21,64,83,59,41,16,12,3,298,3,15,32,31,41,32,11,4,0,171,0,3,4,11,13,9,3,0,3,46,4,20,37,23,19,0,5,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11,24,14,14,25,33,32,42,33,11,232,38,94,232,294,288,218,145,76,16,1408,0,0,4,3,6,4,3,0,0,24,0,0,0,6,4,0,0,0,0,12,0,0,7,3,3,0,0,0,3,22,0,3,3,3,0,3,0,0,0,12,3,6,13,18,21,6,8,0,0,73
LGA10900,0,16,82,137,127,112,48,14,6,545,3,5,28,39,67,40,6,0,0,192,3,3,35,71,85,53,42,28,19,338,0,10,24,57,30,25,11,0,0,150,3,23,69,89,70,42,17,6,0,326,11,80,436,625,827,662,359,179,71,3244,0,65,376,712,866,946,393,150,29,3524,46,195,506,767,804,675,359,124,56,3538,26,186,477,719,795,751,342,89,18,3401,8,85,243,344,261,182,84,51,10,1261,45,139,221,204,161,99,57,27,6,962,3,3,3,4,6,4,0,0,4,34,5,13,35,56,49,45,21,6,3,232,207,115,173,308,381,377,301,329,257,2457,367,950,2701,4118,4524,4009,2047,1011,479,20216,3,21,58,152,153,134,95,21,4,637,0,5,17,51,41,58,28,3,0,210,0,0,26,55,77,67,47,32,17,319,0,10,29,49,59,26,13,3,0,199,8,20,61,82,85,62,22,7,0,350
LGA10950,0,0,3,0,0,3,0,0,0,4,0,0,3,0,3,3,0,0,0,8,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,11,0,4,0,0,0,0,13,0,0,11,24,13,14,14,0,3,78,0,5,20,19,16,5,3,0,0,67,5,5,17,25,20,9,0,8,0,85,0,0,13,10,10,4,4,0,0,41,0,0,3,4,0,0,0,0,0,4,0,3,7,10,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,24,22,17,27,23,5,136,19,19,85,113,87,60,41,31,11,473,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,7,6,4,0,0,0,0,17
LGA11100,3,26,88,71,47,28,10,0,0,280,0,11,99,65,29,15,0,0,0,219,0,19,80,59,46,52,33,26,10,320,0,5,29,21,6,9,0,0,0,73,0,3,12,11,9,3,0,0,0,41,3,48,225,233,158,106,53,17,9,856,0,35,174,220,147,98,50,14,4,752,32,185,795,662,382,190,95,42,14,2393,13,88,324,265,186,94,39,6,0,1017,11,43,148,80,49,25,9,6,0,361,8,54,150,143,83,46,31,4,3,527,0,3,3,3,3,4,0,7,0,22,0,3,33,28,18,16,4,0,3,106,110,107,252,254,221,247,232,213,113,1747,183,630,2411,2119,1394,920,554,336,163,8711,3,35,112,87,48,38,13,3,0,350,0,15,112,82,38,24,9,0,0,283,3,30,114,67,43,46,34,21,15,367,0,13,51,42,22,11,0,0,0,139,0,8,16,17,7,11,3,0,0,60
LGA11150,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,10,0,3,16,22,23,19,3,0,0,89,0,6,26,18,16,14,3,3,0,83,0,4,32,18,15,7,5,0,0,86,0,3,29,18,13,5,7,0,0,72,0,0,0,0,0,0,0,0,0,3,0,4,3,6,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,12,35,37,30,26,21,24,3,215,27,40,146,131,104,75,36,27,8,594,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,3,0,0,0,15
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,16,0,3,6,12,8,9,0,0,3,50,0,3,15,6,16,8,3,0,0,56,0,0,5,10,7,3,0,0,0,26,0,3,5,3,5,7,0,0,0,26,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,14,17,15,4,4,5,0,95,16,37,65,58,48,32,11,8,3,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA11250,0,0,5,7,3,5,0,0,0,27,0,3,7,9,19,6,0,0,0,57,0,4,11,11,3,5,3,4,0,44,0,0,0,3,3,0,0,0,0,11,0,3,3,5,11,4,0,0,0,26,9,35,98,125,190,103,45,16,7,623,0,18,69,82,82,37,21,14,0,321,10,52,93,123,134,91,31,21,4,563,3,31,77,73,83,59,11,0,0,340,0,9,3,8,5,14,5,3,0,52,3,36,65,49,41,23,12,10,0,237,0,3,0,0,4,0,0,0,0,3,0,0,0,4,3,8,0,3,0,16,67,43,88,81,129,137,183,271,182,1179,101,237,528,575,717,497,305,337,194,3497,0,0,6,10,0,0,0,0,0,23,0,0,10,0,10,11,3,0,0,37,0,0,12,11,5,7,3,5,0,46,0,0,3,3,3,0,0,0,0,13,0,0,4,11,7,10,0,0,0,29
LGA11300,0,32,93,47,69,33,23,5,0,297,0,22,140,57,34,5,6,0,0,265,0,18,90,63,50,20,18,20,3,285,0,8,17,16,12,4,0,0,0,66,0,5,7,0,3,0,3,0,0,28,4,85,222,188,173,138,63,34,17,924,0,33,125,120,160,163,68,62,21,743,21,332,845,541,380,181,55,33,15,2405,11,100,319,237,195,137,40,17,11,1066,8,62,151,86,74,25,8,14,6,424,9,74,148,85,51,30,15,7,4,415,4,10,0,3,3,3,0,0,0,22,0,7,43,20,28,10,11,4,4,119,79,125,227,131,165,121,131,181,194,1356,128,916,2428,1592,1396,875,431,375,276,8424,0,46,93,51,62,47,20,15,4,339,0,22,160,87,65,17,6,0,0,362,0,39,112,51,64,38,17,18,15,355,3,16,41,21,5,7,0,0,0,84,0,3,10,3,6,8,4,0,0,34
LGA11350,0,0,21,51,40,26,9,4,3,151,0,0,13,19,19,13,3,0,0,62,0,3,16,26,22,19,8,6,6,119,0,3,19,25,20,8,5,0,0,83,0,9,27,48,29,19,3,0,0,132,0,31,144,269,350,255,109,47,19,1228,0,4,87,211,282,297,112,31,9,1037,15,60,180,281,285,223,75,31,14,1164,6,38,185,309,344,256,66,7,3,1217,8,36,150,227,165,119,27,4,5,738,16,48,99,128,95,40,14,9,3,457,0,0,0,3,3,0,0,0,0,10,0,7,10,28,30,15,8,4,0,105,85,32,102,151,192,154,112,113,61,1015,133,280,1053,1782,1876,1455,563,251,125,7513,0,12,34,46,34,34,22,4,3,190,0,0,3,17,18,8,7,0,0,46,0,3,15,19,25,21,14,3,5,114,0,7,30,26,27,18,3,4,0,114,0,4,18,41,39,28,10,3,0,138
LGA11400,0,0,3,11,11,7,9,0,0,54,0,0,3,0,3,0,0,0,0,14,0,0,5,6,7,5,10,0,0,38,0,0,3,3,5,3,0,0,0,21,4,13,23,34,28,16,11,0,0,118,7,20,82,98,124,110,66,20,4,530,0,9,51,67,83,85,47,16,3,360,8,34,96,146,146,78,23,9,5,546,7,17,63,70,81,48,19,0,0,299,3,0,19,12,11,14,10,3,0,71,5,24,37,49,25,22,8,4,0,174,0,0,0,0,0,0,0,0,0,4,0,0,0,9,6,8,0,0,0,21,34,13,26,45,44,70,57,65,55,401,63,135,406,562,576,454,248,125,71,2647,0,0,5,15,12,6,7,3,0,52,0,0,0,5,6,3,4,0,0,15,0,6,12,8,9,12,3,7,7,57,0,0,3,7,4,3,0,0,0,13,3,6,6,36,34,24,13,3,0,132
LGA11450,3,22,57,75,43,25,3,0,0,239,3,6,43,34,24,12,3,0,0,123,0,5,29,49,40,31,26,8,4,200,0,10,21,22,11,3,0,0,0,71,3,12,26,20,28,0,0,0,0,93,12,95,340,392,316,194,89,34,11,1480,3,68,461,468,302,231,81,24,11,1643,48,234,794,835,561,322,102,35,16,2946,25,192,432,420,267,131,33,15,3,1523,5,64,94,59,50,24,11,7,3,324,37,135,213,210,103,86,20,8,0,820,0,0,4,5,3,5,0,0,0,18,3,3,13,29,13,19,0,3,0,89,176,93,164,236,221,219,180,157,89,1535,331,951,2687,2848,1985,1305,552,299,142,11098,4,38,93,91,55,46,15,6,0,342,0,9,52,62,43,12,8,0,0,188,4,8,48,50,56,42,25,12,5,248,4,17,48,34,9,7,0,0,0,122,9,20,40,33,17,13,8,3,0,143
LGA11500,6,71,163,176,97,75,14,4,3,620,13,27,189,150,90,40,6,0,0,512,7,25,94,160,156,110,66,25,14,656,8,19,45,40,17,5,5,0,0,140,16,26,67,34,20,14,4,0,0,182,40,254,721,712,726,516,162,50,11,3188,3,170,616,555,582,506,170,52,5,2658,131,741,1922,1514,1402,941,249,73,13,6981,98,521,1120,851,798,404,87,20,3,3900,20,165,211,128,94,66,30,9,0,723,94,279,537,349,205,167,56,19,3,1719,10,4,3,12,8,5,3,3,0,52,9,30,75,77,64,44,12,3,0,313,597,431,784,820,886,822,578,470,340,5738,1042,2757,6539,5581,5163,3730,1445,727,402,27388,4,89,249,215,171,92,47,9,0,873,7,21,222,208,108,71,21,3,0,653,6,36,142,127,171,144,84,44,10,764,3,24,55,49,25,19,5,0,0,175,4,26,80,58,32,17,9,0,0,229
LGA11520,0,55,197,190,132,82,35,5,7,704,4,14,206,146,84,26,7,0,0,485,0,15,129,113,100,43,34,37,18,487,0,20,80,63,44,11,4,3,0,232,0,9,26,20,13,12,3,0,0,95,6,111,595,537,465,346,166,81,20,2332,0,76,383,462,461,475,197,76,24,2160,22,456,2009,1728,1154,618,244,97,56,6373,3,172,786,733,482,328,100,36,8,2653,13,155,423,343,151,66,30,20,3,1209,23,130,271,268,153,97,33,24,4,1006,0,7,5,5,4,3,0,5,0,30,3,16,62,69,51,29,14,3,3,256,169,215,544,443,357,309,290,314,207,2849,247,1446,5725,5111,3650,2456,1152,713,358,20859,0,54,231,193,175,131,59,12,6,869,3,25,232,234,120,45,12,3,0,671,0,40,204,149,132,85,45,33,25,715,0,29,98,89,56,29,11,0,0,308,4,7,44,31,11,13,14,3,0,120
LGA11570,4,186,479,467,347,132,54,11,0,1692,7,62,558,404,202,59,13,5,0,1309,0,67,291,345,369,199,157,159,59,1646,7,60,152,104,54,30,6,8,0,413,7,18,72,55,59,31,9,0,0,253,45,478,1502,1230,1023,696,302,173,47,5509,26,387,1455,1326,1124,840,340,174,50,5725,222,1663,4966,4070,2712,1388,446,251,102,15839,113,864,2366,1858,1394,717,194,60,16,7581,38,285,707,507,316,122,58,26,15,2076,139,529,1212,909,504,269,105,44,16,3710,16,21,23,28,32,20,7,14,3,166,10,68,221,209,124,56,36,15,5,743,1093,943,2038,2111,1904,1614,1413,1611,1057,13792,1728,5623,16049,13635,10182,6168,3139,2556,1380,60454,10,257,630,508,409,215,75,29,5,2136,10,66,526,506,278,113,23,3,0,1518,5,74,353,313,342,272,168,180,78,1789,3,76,211,143,99,36,15,5,3,585,3,17,100,78,62,35,17,11,0,328
LGA11600,0,0,0,3,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,11,6,10,0,0,0,0,24,0,3,22,15,12,11,4,3,0,67,0,3,10,18,21,12,3,0,0,64,0,4,18,30,21,5,4,0,0,82,0,8,9,9,15,6,0,0,0,44,0,0,3,3,0,0,0,0,0,6,5,6,12,3,0,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,0,9,6,14,9,10,9,4,64,18,30,93,91,96,53,28,11,4,419,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,12,8,5,3,0,0,0,36
LGA11650,3,51,193,287,219,151,75,36,10,1024,8,27,95,195,174,117,34,11,0,671,9,38,122,207,256,161,177,152,66,1182,0,26,80,101,81,38,25,13,0,355,25,74,174,141,131,65,26,7,3,646,83,483,1685,2177,2606,1808,930,488,136,10398,18,248,1244,1466,1586,1574,737,366,84,7327,317,1154,3041,3518,3121,2311,1305,598,190,15553,168,781,1855,2037,1813,1182,480,166,34,8518,39,231,509,528,366,229,145,74,23,2148,197,603,1220,1195,807,558,272,125,45,5021,5,7,13,19,10,16,7,8,4,92,9,19,50,128,85,77,48,27,10,454,970,538,964,1371,1546,1509,2026,2502,1806,13232,1849,4288,11243,13362,12821,9803,6288,4564,2414,66633,3,84,246,336,263,226,126,46,13,1344,10,22,101,157,192,149,68,14,3,721,14,34,147,192,256,254,186,171,75,1328,3,34,94,107,96,72,27,15,0,442,19,80,147,171,163,97,36,6,3,722
LGA11700,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,0,0,0,0,0,15,0,5,5,7,26,9,4,3,0,52,0,3,17,13,4,11,0,0,0,47,0,5,5,8,5,9,0,0,0,29,3,0,8,8,5,0,4,0,0,31,0,0,0,0,0,3,0,0,0,8,0,0,0,3,7,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,8,18,14,10,7,5,0,73,12,27,55,54,58,47,19,7,3,280,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,16
LGA11720,0,9,22,35,18,16,10,0,0,109,3,5,19,15,24,18,3,0,0,90,0,10,22,32,38,19,13,23,8,166,0,4,14,14,12,5,0,0,0,46,3,18,31,26,26,14,7,0,0,120,10,70,258,275,393,328,127,43,10,1522,0,29,147,136,144,156,66,28,7,706,58,218,492,449,344,247,96,34,12,1944,19,105,225,229,213,152,47,3,3,1002,3,20,69,43,42,32,18,7,0,228,29,152,271,194,113,63,24,4,7,857,0,0,0,4,6,0,0,0,0,15,0,3,12,23,18,9,5,0,0,64,207,86,186,239,279,326,250,313,130,2014,337,725,1759,1717,1673,1390,655,455,173,8890,0,3,35,38,19,28,12,6,0,146,0,7,17,16,24,17,5,0,0,82,0,21,51,47,42,21,16,18,5,230,0,4,14,13,13,8,4,0,0,63,6,15,40,27,29,22,12,0,0,147
LGA11730,0,0,16,24,19,28,10,5,0,107,0,3,7,19,25,23,3,0,0,87,0,7,14,22,27,23,28,19,3,130,0,3,7,3,9,12,0,0,0,35,3,12,29,49,38,22,8,0,0,157,16,56,169,259,390,417,196,86,21,1615,0,21,116,178,275,285,142,58,13,1095,42,148,324,409,462,414,192,62,25,2081,18,89,218,284,362,243,79,9,9,1314,0,15,43,53,51,36,18,11,3,228,38,70,140,165,127,87,38,15,0,681,6,3,0,0,0,3,0,0,0,10,0,6,3,7,19,16,8,4,0,60,144,80,130,207,225,245,319,344,178,1864,268,505,1219,1677,2025,1860,1048,616,246,9464,0,7,20,31,30,26,19,4,0,135,0,0,12,7,29,20,8,3,0,85,0,8,16,29,25,31,26,20,15,173,0,0,12,8,10,13,12,3,0,57,0,16,33,45,44,24,12,0,3,171
LGA11750,0,0,5,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,7,4,5,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,4,6,10,6,0,0,0,0,29,0,6,18,15,31,15,5,9,3,106,0,12,18,18,16,9,4,0,0,85,4,17,45,30,34,15,5,3,0,142,0,5,30,21,13,3,0,0,0,82,0,0,0,0,0,0,0,0,0,4,3,7,23,8,8,3,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,16,11,27,25,27,23,26,22,9,187,21,70,191,148,140,67,51,27,14,736,0,0,8,3,3,0,0,0,0,15,0,0,0,4,3,0,0,0,0,5,0,3,5,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,3,0,0,0,24
LGA11800,0,9,27,42,44,50,14,8,0,205,3,12,27,40,30,12,8,0,0,134,3,6,26,40,54,34,18,24,11,223,0,3,24,26,14,10,0,0,0,78,7,27,58,67,52,26,4,3,0,243,16,78,278,489,683,512,248,100,24,2421,0,30,276,375,437,446,220,76,19,1880,59,273,616,708,777,596,251,101,47,3435,42,133,382,460,507,359,121,27,8,2027,3,21,75,118,113,79,30,7,3,454,41,153,280,233,175,135,57,25,12,1105,3,0,0,4,4,3,3,3,3,26,0,3,14,25,27,24,5,6,3,97,218,118,209,265,323,334,408,481,415,2766,403,869,2294,2892,3238,2617,1385,857,537,15093,0,9,51,57,53,46,24,12,3,265,0,6,24,31,16,31,17,4,0,124,3,5,32,39,35,37,37,24,12,220,0,3,26,21,25,21,9,0,0,105,3,23,67,77,63,32,13,4,0,276
LGA12000,0,0,4,4,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,0,0,0,26,0,5,20,16,20,25,8,4,5,103,0,6,17,28,29,27,8,9,0,124,3,9,27,28,43,25,9,5,0,142,5,7,20,23,13,20,4,0,0,90,0,0,5,4,5,3,0,0,0,22,3,3,7,13,3,3,0,0,0,39,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,14,7,3,16,30,15,37,28,17,176,23,47,106,147,154,118,76,44,28,746,0,0,0,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,5,6,3,6,3,0,0,0,27
LGA12150,0,3,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,6,4,7,3,0,0,0,22,0,10,9,19,37,23,13,3,0,112,0,4,26,26,23,18,0,4,0,104,4,10,32,34,31,10,3,3,3,126,0,8,6,10,19,10,6,0,0,61,0,0,0,0,4,0,0,0,0,4,4,9,10,3,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,19,15,16,17,17,28,37,26,11,187,35,49,111,121,139,97,60,43,16,663,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,4,15,4,3,12,0,0,0,35
LGA12350,0,0,3,11,3,3,4,0,0,28,0,0,0,4,3,4,0,0,0,20,0,0,3,3,9,10,12,3,3,40,0,0,5,0,3,0,0,0,0,12,0,7,15,18,8,8,0,3,0,57,3,6,35,52,82,102,35,19,7,355,0,5,35,56,60,82,38,19,3,309,11,25,88,106,112,87,38,19,3,494,6,18,41,67,51,32,18,4,3,241,0,0,12,9,13,14,5,3,0,45,7,19,30,30,22,8,10,5,0,126,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,11,52,13,54,62,64,76,115,86,39,565,88,102,314,412,442,435,276,161,62,2295,0,0,7,7,3,0,6,0,0,32,0,3,0,0,3,0,4,3,0,15,0,3,3,3,7,9,12,6,0,42,0,0,3,6,4,0,5,0,0,17,0,11,11,23,14,6,8,3,0,76
LGA12380,10,141,490,356,211,101,32,5,0,1343,3,80,671,318,125,40,3,0,0,1244,3,35,307,210,224,139,74,46,19,1047,4,36,126,71,26,13,7,0,0,272,5,18,57,44,30,14,6,3,0,172,24,347,1123,832,666,443,174,85,22,3708,13,207,821,645,551,405,228,94,22,2977,136,1087,3978,2349,1482,741,235,101,33,10144,74,517,1443,987,705,416,107,30,8,4284,15,179,420,232,106,81,22,17,0,1073,67,421,792,413,256,138,38,24,6,2156,14,17,22,23,17,13,9,3,0,110,3,51,190,132,67,43,13,14,0,506,651,766,1435,1200,1091,847,726,728,518,7958,1012,3895,11863,7809,5564,3424,1667,1148,630,37012,5,190,593,420,277,149,58,20,6,1717,10,93,755,487,187,48,12,0,0,1593,4,54,405,237,222,184,80,73,26,1278,3,41,140,88,37,20,11,0,0,336,0,25,62,39,40,24,10,8,3,207
LGA12700,0,0,4,7,5,9,5,0,0,34,0,0,0,3,5,5,0,0,0,12,0,0,5,5,6,12,0,0,0,29,0,0,3,3,3,0,0,0,0,10,0,7,11,14,13,8,3,0,0,58,0,18,29,60,77,68,29,17,3,302,0,6,31,31,53,64,27,8,0,219,7,21,53,83,100,67,27,0,4,371,3,10,37,42,41,46,13,0,0,193,0,0,3,16,16,7,3,0,0,48,5,15,24,30,16,14,0,3,0,102,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,7,0,0,0,17,23,15,21,36,41,40,44,33,15,264,47,101,228,333,383,335,150,57,22,1663,0,0,11,6,6,7,3,0,0,39,0,0,0,4,3,5,0,0,0,13,0,0,3,0,8,10,0,0,0,24,0,0,0,3,6,0,3,0,0,18,4,6,5,22,18,7,10,0,0,77
