SA4_CODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
115,0,0,0,4,34,0,7,0,3,41,28,3,11,0,0,46,37,0,14,4,4,53,74,6,60,4,7,148,109,16,75,9,18,235,223,29,228,31,33,545,495,85,614,73,88,1344,454,171,973,158,140,1896,238,182,628,150,132,1325,111,80,274,82,63,605,52,52,143,46,36,331,35,44,124,41,44,283,63,17,71,12,25,187,2067,716,3331,636,601,7343
116,6,0,8,46,115,3,48,4,11,189,418,22,116,19,68,649,156,28,97,10,41,337,233,45,199,30,78,579,747,170,979,130,254,2275,2105,540,3527,368,465,7008,960,339,1740,232,278,3554,420,176,824,135,169,1723,142,90,303,63,76,678,21,25,38,6,16,105,10,0,14,3,0,23,13,5,18,0,0,37,161,40,180,41,63,486,5658,1503,8207,1066,1566,17992
117,4,7,0,52,135,12,31,0,13,195,432,12,55,13,19,536,146,10,40,7,22,227,293,13,59,7,25,405,636,18,155,20,31,859,1990,63,648,67,70,2836,4008,46,736,49,67,4909,4582,48,866,46,77,5617,3489,60,967,80,71,4672,1932,25,535,34,49,2581,877,19,321,27,22,1267,1389,40,483,115,80,2104,392,10,115,21,25,555,20594,366,5169,525,598,27240
118,6,0,0,20,60,0,19,0,3,81,171,3,31,9,17,231,72,9,24,4,4,110,117,10,39,7,14,185,247,14,98,13,13,381,975,16,238,28,25,1281,2344,41,782,79,73,3318,2838,50,1130,86,97,4206,1923,41,978,64,60,3062,1008,51,608,63,55,1786,574,38,471,39,29,1149,879,249,1531,229,130,3019,222,17,122,22,21,411,11663,551,6242,682,567,19695
119,10,0,6,78,208,9,53,11,12,293,666,24,160,56,63,973,354,30,134,28,70,626,422,76,243,60,113,912,1194,159,1380,128,152,3007,4427,453,5075,442,470,10862,3701,613,3989,455,668,9427,1916,461,2192,342,398,5310,641,218,842,153,180,2029,166,47,261,55,59,596,71,19,95,22,19,233,92,24,111,19,19,262,427,63,310,68,103,978,14753,2232,15208,1895,2390,36479
120,6,0,0,18,77,3,20,3,8,103,135,3,24,10,10,186,93,3,32,11,9,151,203,5,76,14,17,313,435,15,147,24,35,655,2056,70,1108,107,117,3457,3316,131,1808,160,155,5563,2241,108,1371,162,142,4026,1449,79,1090,116,108,2851,685,50,671,65,56,1530,274,28,400,49,32,787,338,79,576,85,55,1128,248,17,124,43,19,449,11796,619,7636,881,785,21707
121,3,0,0,10,53,3,12,4,3,76,107,0,16,11,9,143,84,3,22,4,5,117,113,8,57,4,7,193,275,5,92,15,24,403,1454,29,583,61,42,2171,3539,103,1896,159,137,5830,2962,136,2046,195,126,5471,1665,115,1400,165,104,3446,797,102,1042,152,88,2187,489,82,788,114,66,1541,749,378,1912,491,156,3694,269,29,197,56,31,580,12864,1028,10285,1487,829,26504
122,4,0,0,16,43,0,13,0,5,58,73,0,9,3,3,86,33,3,13,3,0,50,61,4,37,9,4,110,105,5,90,10,9,221,654,19,235,22,17,938,1620,61,742,67,58,2548,1189,37,765,55,64,2119,760,66,692,74,81,1670,471,80,615,90,67,1322,255,72,498,65,50,943,410,208,1068,180,127,1995,133,20,89,17,19,285,5965,588,4974,599,527,12662
123,4,0,4,31,72,7,42,7,9,134,314,22,99,20,39,496,123,16,88,20,45,284,146,44,138,25,62,417,526,85,590,53,140,1393,1403,299,2029,184,345,4263,657,236,1076,139,239,2344,156,94,318,41,63,671,29,14,52,9,16,122,13,6,15,5,9,46,3,0,8,0,3,12,7,0,11,0,3,19,102,18,102,14,38,269,3713,851,4653,530,1021,10763
124,0,0,0,17,60,3,25,3,5,93,167,12,59,3,13,251,135,16,61,5,19,232,308,33,232,15,44,635,813,77,658,56,99,1712,2035,330,2517,206,400,5488,779,214,1191,140,224,2558,198,91,311,50,78,734,38,21,69,11,28,176,11,0,27,5,5,56,3,5,10,0,8,21,10,0,11,0,0,24,112,16,88,16,33,264,4809,839,5386,532,990,12554
125,15,3,3,81,210,12,61,14,25,327,598,27,171,53,53,897,291,22,135,33,37,520,397,63,373,64,91,986,934,113,851,83,119,2094,4347,461,6109,379,416,11716,3356,645,4933,477,546,9960,1229,265,1750,253,230,3723,307,130,541,105,120,1201,121,46,191,39,33,431,31,20,67,12,9,139,44,18,50,5,8,124,347,57,285,54,69,816,12577,1926,15768,1612,1813,33696
126,3,0,0,20,49,0,16,3,0,60,134,4,10,8,13,171,91,3,19,5,13,130,108,9,71,6,18,216,283,11,106,14,12,427,1377,48,884,87,52,2441,1521,95,1203,116,111,3049,824,112,1035,147,119,2244,387,80,642,106,68,1276,149,46,264,61,37,562,71,31,155,37,24,321,77,40,181,41,25,369,126,12,74,28,26,269,5369,519,4769,674,532,11856
127,8,0,4,49,145,7,51,9,27,239,498,22,163,50,81,815,226,47,111,33,74,491,451,91,462,78,109,1191,1144,176,1312,160,263,3064,1624,568,2781,432,675,6069,1159,685,2265,486,679,5272,348,288,769,179,240,1824,78,52,177,41,64,407,33,21,42,15,18,129,12,7,15,3,5,32,19,8,21,9,5,59,192,54,242,56,69,613,6201,2050,8656,1580,2357,20841
128,0,0,0,10,46,0,0,0,3,52,71,0,10,4,5,94,35,3,20,0,9,71,84,11,99,9,8,216,156,10,77,14,14,258,984,32,526,52,58,1647,951,63,718,57,89,1878,461,68,627,81,106,1343,250,68,403,73,79,873,105,45,196,46,49,441,45,25,103,14,20,207,45,37,102,34,27,251,86,6,46,15,19,168,3419,388,2998,402,495,7703
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
