SA4_CODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
111,1898,1248,1229,1152,1174,1083,691,308,111,8892,114,70,65,87,72,86,61,37,16,613,32618,23284,20779,24669,29550,30120,26546,16018,7253,210851,391,194,411,365,161,120,54,28,5,1733,725,352,653,369,142,83,47,12,3,2387,23,19,24,28,26,23,26,10,0,185,28,20,16,18,17,7,3,0,0,100,49,40,110,41,16,7,12,8,0,296,75,130,155,175,164,100,62,27,4,899,153,189,285,234,193,118,86,35,5,1298,25219,18616,20105,14978,12426,10678,6200,2613,1017,111845,3898,3183,3454,3047,3463,3529,3100,2013,1622,27302,63414,46328,46339,44331,46563,45143,36273,20775,9928,359106
112,1054,543,556,628,679,819,635,253,92,5254,127,53,48,75,52,67,60,24,9,503,18160,11369,9129,12701,17864,21131,19264,12327,5971,127917,176,104,163,157,125,149,55,20,3,948,82,31,60,71,32,34,16,3,0,331,104,34,33,81,75,73,51,6,13,473,27,13,8,21,25,9,4,0,0,112,59,49,100,43,41,42,33,8,9,371,133,118,142,228,252,228,116,35,12,1270,224,181,255,291,312,283,150,42,16,1754,17657,9696,9657,10686,10251,10558,6322,2269,900,78001,4275,2741,2602,3222,3722,4377,3148,1843,1122,27053,41078,24363,22204,27770,32981,37248,29358,16550,8042,239604
113,609,349,313,289,305,329,201,96,36,2522,3,3,5,7,4,8,7,4,3,57,19748,12311,10792,11938,14410,14830,11939,7485,3231,106687,251,77,322,254,95,49,20,3,0,1068,330,141,312,221,130,44,15,3,0,1191,7,8,8,3,7,3,3,0,0,39,15,4,10,4,4,3,0,0,0,37,246,83,258,164,98,83,30,13,3,978,20,31,57,52,45,33,10,9,3,254,277,115,328,217,145,125,42,24,6,1271,7683,5229,5006,3450,3053,2615,1469,583,208,29298,2695,1944,2059,1942,1952,2094,1530,957,497,15668,31090,19911,18982,18179,19887,19828,15046,9060,3951,155934
114,719,381,380,357,450,483,366,175,43,3356,14,23,8,19,28,31,21,20,7,171,12659,7620,6199,8204,11443,14000,15395,9013,3424,87961,93,44,202,91,36,41,14,4,0,529,79,20,50,53,26,16,16,0,3,263,18,5,16,22,22,41,57,16,12,204,6,10,3,7,10,9,0,0,0,39,26,0,31,18,4,4,4,0,0,88,39,55,49,69,101,81,38,26,3,455,71,64,81,99,113,87,39,26,3,580,9478,5475,5058,4877,5052,5484,4291,1781,602,42110,2092,1450,1508,1569,1825,2061,2126,1187,537,14353,24688,14835,13270,15139,18747,21971,22062,12069,4588,147363
115,953,715,583,731,794,650,384,141,50,5005,34,35,16,26,41,40,23,10,4,238,27734,18882,11741,18132,21199,17876,14296,6773,2847,139483,2166,993,937,1962,1362,830,395,165,48,8857,1229,668,629,799,635,400,230,80,21,4676,49,25,27,33,48,53,31,12,12,280,5,0,0,5,0,0,0,0,0,13,355,214,245,279,243,171,80,65,8,1665,185,133,169,167,206,202,93,31,8,1186,546,346,418,446,449,369,168,94,20,2861,11652,7322,6882,7717,6847,5597,3126,989,378,50511,2702,1917,1630,1940,2230,1840,1373,713,626,14981,46958,30792,22958,32188,33842,27940,20102,8963,4003,227739
116,2781,1737,1723,1507,1339,1005,448,150,58,10762,71,50,69,46,53,45,20,6,8,380,39479,25731,23890,26736,26256,22649,15797,7453,2862,190853,7808,2777,6437,6751,2902,1744,810,281,53,29560,7079,3300,3998,3741,2274,1436,696,201,43,22758,35,6,14,27,25,14,22,7,0,151,12,3,3,4,4,0,0,0,0,25,2826,1557,3352,1957,819,567,252,117,17,11453,206,158,295,242,201,156,81,35,6,1390,3044,1717,3651,2197,1029,731,331,156,25,12871,13246,8717,9494,7512,5793,4051,1989,717,207,51726,5689,3532,4327,3816,3129,2541,1695,808,345,25888,77325,46392,52724,51901,42341,33933,21714,9736,3575,339637
117,478,919,1588,799,514,419,273,130,36,5150,13,14,32,22,30,31,25,7,0,173,11965,11969,23726,16949,13880,11190,8974,5611,2245,106503,438,710,2067,746,296,175,128,38,3,4612,1164,1256,2051,1164,649,456,266,93,20,7110,365,231,547,441,291,345,322,225,93,2877,20,15,15,24,7,12,4,0,0,84,16,46,134,38,13,17,13,0,3,281,66,124,308,209,164,122,54,16,8,1070,104,179,452,274,179,150,73,24,11,1439,11891,25247,42487,21440,13461,8751,4470,1603,503,129854,3488,7244,13697,7109,4922,3730,2196,1141,440,43965,30256,50267,92073,51826,35329,26163,17164,9046,3426,315551
118,398,454,674,543,371,333,232,96,47,3149,16,4,19,12,11,27,11,8,3,115,18055,11654,19093,17039,15121,11692,10245,6857,3499,113263,243,335,584,337,165,129,88,58,8,1937,411,751,738,389,209,166,92,29,7,2798,4448,2214,2134,2804,2747,2839,2697,1444,999,22325,8,6,4,7,4,8,0,0,0,45,28,35,52,34,24,14,9,3,0,211,46,70,155,128,105,63,41,16,3,633,85,117,215,170,131,81,52,25,4,887,12912,15023,21724,14538,9708,6420,3948,1584,664,86512,4200,4303,7607,5422,4064,3072,2549,1544,1105,33866,40753,35372,53164,41635,32892,25087,20072,11718,6342,267037
119,2581,1655,2201,2092,1802,1550,958,562,222,13621,90,57,75,85,73,95,52,28,20,585,47264,31919,32060,36631,38617,33580,28609,20166,10045,278895,2652,3051,7792,2652,906,763,412,149,49,18427,26195,12974,17134,12246,7340,4525,2233,752,207,83591,62,32,66,72,67,81,82,43,24,533,10,9,4,4,8,4,0,0,0,48,285,176,494,210,120,88,35,22,8,1433,222,187,347,273,250,210,121,38,17,1665,518,377,844,482,378,297,159,61,18,3139,17818,17627,22782,14327,13855,12542,5903,2837,1207,108894,9186,6349,8534,6390,5770,4790,3282,2231,1457,47984,107089,75864,94731,77600,71779,61067,42634,27238,13419,571416
120,712,588,994,688,632,444,311,153,78,4597,30,10,29,42,23,23,19,10,5,194,22659,13594,17535,19961,20069,15689,13033,9107,4661,136314,2409,2329,6257,2493,912,724,415,204,95,15837,1071,664,1323,828,493,303,184,74,35,4968,127,56,83,133,95,92,102,37,23,740,3,3,3,4,10,0,0,0,0,18,87,79,230,98,43,32,18,8,3,595,90,114,228,206,135,119,72,22,9,1003,177,202,461,303,190,156,82,26,10,1616,14814,14993,22223,14744,11641,9280,4628,1631,584,94538,4094,3341,6062,4457,3482,2732,1824,973,566,27539,46230,36562,56865,44928,38627,30476,21016,12447,6153,293301
121,1277,887,1120,1200,1116,906,593,335,118,7557,45,25,31,51,42,45,50,41,23,352,37052,21258,19730,27337,29887,23221,19992,12870,6934,198285,2314,905,3165,2492,896,550,302,124,41,10794,854,372,958,857,389,289,183,66,20,3990,972,601,383,649,698,895,690,330,213,5427,5,0,3,3,0,0,0,0,0,16,199,127,271,183,119,87,36,34,10,1064,208,164,266,313,260,238,135,71,35,1680,407,285,536,500,380,324,176,106,44,2755,26259,17639,23945,22864,18362,13859,8771,3591,1519,136809,5901,3842,5835,5502,4627,3860,3030,1663,1272,35549,74977,45768,56816,62855,57205,44459,34053,19085,10139,405356
122,934,608,590,707,734,584,350,196,75,4772,19,15,20,23,26,15,12,8,11,148,25939,13485,12069,18305,20820,16632,14792,9508,5007,136566,282,209,593,277,149,91,47,15,6,1651,203,127,253,183,155,112,48,7,3,1095,114,55,92,126,125,112,110,51,31,820,3,8,3,0,0,0,0,0,0,11,86,64,204,73,34,39,15,8,0,526,89,95,125,161,127,103,48,21,10,774,180,164,333,234,164,145,68,23,9,1316,19109,10359,12883,15045,12325,8446,5168,2190,1018,86548,3615,2211,2776,3229,2937,2370,1975,1204,860,21179,49851,26972,29575,38197,37397,28419,22440,13078,6945,252878
123,1765,1061,986,920,908,639,330,108,32,6750,72,52,37,62,52,52,39,20,3,385,32824,21068,19604,21892,22593,21446,15065,6507,2360,163370,1815,836,1530,1588,918,524,221,86,18,7543,4495,1885,2340,2330,1396,765,323,93,13,13638,11,18,13,15,24,25,23,0,4,131,16,13,6,3,7,6,0,0,0,53,291,141,326,207,98,61,31,13,3,1176,158,140,176,156,140,104,34,22,7,937,463,298,511,367,244,170,63,38,10,2163,13298,8591,9224,6713,5392,4197,2126,715,238,50488,4244,2658,2966,2594,2368,2156,1607,754,494,19849,57983,35959,36961,36430,33690,29869,19726,8285,3174,262064
124,1756,1095,1072,979,967,943,510,181,60,7566,48,43,40,37,39,57,38,21,7,335,35992,23101,21800,24258,26019,25669,18875,8990,3599,188301,816,361,920,711,402,303,164,62,18,3756,1312,633,827,746,424,304,184,54,8,4497,39,7,23,38,38,36,53,17,8,269,23,3,10,14,11,6,0,0,0,63,423,170,470,266,94,83,33,19,3,1564,110,121,175,207,194,144,100,30,9,1083,551,297,650,486,287,240,134,45,7,2705,18547,12419,13383,11038,9368,7689,4359,1459,467,78729,4423,3336,3900,3471,3310,3075,2328,1053,449,25350,62140,40476,42089,41356,40393,37803,26357,11739,4571,306933
125,1981,1302,1959,1490,1282,959,500,248,95,9814,102,55,41,74,62,47,45,26,3,455,33374,21448,25207,25718,24744,22111,18221,11413,5639,187876,10404,4497,15512,9111,2881,1916,903,376,90,45693,19327,10586,13982,9610,5750,3228,1577,560,129,64751,20,13,39,29,32,28,31,18,10,223,3,0,3,0,3,0,0,0,0,14,874,749,2112,657,146,145,82,16,0,4788,477,273,588,497,346,268,136,85,20,2708,1357,1029,2704,1156,505,415,215,105,23,7510,14224,11871,17921,11400,10174,8561,4077,1921,655,80808,7356,5163,9107,6191,4618,3775,2307,1411,740,40662,88476,56850,87999,66525,52359,43343,28819,16438,7583,448391
126,618,519,735,622,561,505,353,176,79,4165,8,11,12,15,21,18,17,4,7,123,16041,10873,10039,12114,13054,11231,8769,6051,3522,91685,1338,769,2192,1327,714,495,239,105,32,7210,796,508,932,592,286,196,104,43,15,3469,74,30,41,67,56,72,76,94,217,739,0,3,0,0,0,0,0,0,0,3,122,88,230,102,80,44,20,5,3,698,68,83,117,130,92,95,41,28,15,663,187,170,339,232,172,142,61,33,18,1368,9578,9956,11411,8190,6612,5730,3111,1351,567,56503,2149,1953,2409,2003,1626,1501,1019,696,484,13840,30903,25065,28852,25863,23636,20279,13945,8639,4930,182119
127,3095,2094,2222,1985,1733,1514,861,393,102,13995,89,68,52,54,51,57,38,34,10,448,42875,29652,27828,28647,29955,26164,18734,10898,3812,218574,2517,1466,2028,2313,1695,1253,434,173,43,11917,11005,5388,5579,5087,3282,1937,939,257,51,33529,8,3,12,6,5,6,11,3,0,60,0,0,4,5,3,3,0,0,0,15,255,116,355,188,84,68,41,14,0,1110,1802,1121,1217,884,820,643,388,179,55,7113,2056,1237,1574,1075,912,713,422,190,54,8238,11248,9206,9373,6417,5519,4537,2158,899,344,49702,7268,5031,5205,4489,4221,3535,2092,1172,529,33540,85388,58915,58131,55278,54282,45607,27920,14897,5545,405962
128,897,543,538,649,568,543,349,109,59,4258,32,12,13,35,17,37,23,11,11,196,26370,16446,14185,18636,20637,19172,15207,8853,4773,144270,211,121,260,222,166,124,76,28,5,1214,367,221,227,247,194,141,90,31,9,1524,34,25,29,41,44,40,51,15,9,279,3,3,3,3,3,0,0,0,0,15,32,28,71,25,18,17,4,5,0,203,22,44,60,69,62,63,20,12,0,354,66,68,134,100,80,87,25,16,3,572,11809,7058,8992,8309,6712,5473,3059,1258,613,53266,2463,1619,2001,2042,1911,1822,1241,779,516,14400,41549,25760,26178,30079,30190,27203,19937,11043,5949,217880
197,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,8,14,18,28,39,80,30,4,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,12,10,17,11,10,3,0,88,4,3,6,0,6,14,19,8,0,60,39,25,32,34,50,74,108,42,10,412
199,13,47,60,42,39,42,27,7,0,281,4,0,3,3,0,4,3,0,0,9,290,507,704,582,626,770,647,161,40,4328,13,24,64,12,4,3,0,0,0,122,29,34,71,54,18,5,3,0,0,222,4,0,3,8,3,5,3,0,0,24,5,0,0,3,3,0,0,0,0,17,3,4,8,0,0,0,0,0,0,14,3,14,11,8,8,10,0,3,0,60,8,19,19,13,12,11,5,5,0,91,277,765,927,467,427,401,231,39,5,3537,113,484,860,729,681,493,282,64,27,3744,740,1876,2703,1900,1798,1722,1196,282,78,12288
