SA4_CODE_2016,C06_N_inc_R0_74,C06_N_inc_R75_99,C06_Ne_Ni_inc_R100_149,C06_Ne_Ni_inc_R150_199,C06_Ne_Ni_inc_R200_224,C06_Ne_Ni_inc_R225_274,C06_Ne_Ni_inc_R275_349,C06_Ne_Ni_inc_R350_449,C06_Ne_Ni_inc_R450_549,C06_Ne_Ni_inc_R550_649,C06_Ne_Ni_inc_R650m,C06_Ne_Ni_inc_R_NS,C06_N_inc_R_Tot,C06_1_149_R0_74,C06_1_149_R75_99,C06_1_149_R100_149,C06_1_149_R150_199,C06_1_149_R200_224,C06_1_149_R225_274,C06_1_149_R275_349,C06_1_149_R350_449,C06_1_149_R450_549,C06_1_149_R550_649,C06_1_149_R650m,C06_1_149_R_NS,C06_1_149_R_Tot,C06_150_299_R0_74,C06_150_299_R75_99,C06_150_299_R100_149,C06_150_299_R150_199,C06_150_299_R200_224,C06_150_299_R225_274,C06_150_299_R275_349,C06_150_299_R350_449,C06_150_299_R450_549,C06_150_299_R550_649,C06_150_299_R650m,C06_150_299_R_NS,C06_150_299_R_Tot,C06_300_399_R0_74,C06_300_399_R75_99,C06_300_399_R100_149,C06_300_399_R150_199,C06_300_399_R200_224,C06_300_399_R225_274,C06_300_399_R275_349,C06_300_399_R350_449,C06_300_399_R450_549,C06_300_399_R550_649,C06_300_399_R650m,C06_300_399_R_NS,C06_300_399_R_Tot,C06_400_499_R0_74,C06_400_499_R75_99,C06_400_499_R100_149,C06_400_499_R150_199,C06_400_499_R200_224,C06_400_499_R225_274,C06_400_499_R275_349,C06_400_499_R350_449,C06_400_499_R450_549,C06_400_499_R550_649,C06_400_499_R650m,C06_400_499_R_NS,C06_400_499_R_Tot,C06_500_649_R0_74,C06_500_649_R75_99,C06_500_649_R100_149,C06_500_649_R150_199,C06_500_649_R200_224,C06_500_649_R225_274,C06_500_649_R275_349,C06_500_649_R350_449,C06_500_649_R450_549,C06_500_649_R550_649,C06_500_649_R650m,C06_500_649_R_NS,C06_500_649_R_Tot,C06_650_799_R0_74,C06_650_799_R75_99,C06_650_799_R100_149,C06_650_799_R150_199,C06_650_799_R200_224,C06_650_799_R225_274,C06_650_799_R275_349,C06_650_799_R350_449,C06_650_799_R450_549,C06_650_799_R550_649,C06_650_799_R650m,C06_650_799_R_NS,C06_650_799_R_Tot,C06_800_999_R0_74,C06_800_999_R75_99,C06_800_999_R100_149,C06_800_999_R150_199,C06_800_999_R200_224,C06_800_999_R225_274,C06_800_999_R275_349,C06_800_999_R350_449,C06_800_999_R450_549,C06_800_999_R550_649,C06_800_999_R650m,C06_800_999_R_NS,C06_800_999_R_Tot,C06_1000_1249_R0_74,C06_1000_1249_R75_99,C06_1000_1249_R100_149,C06_1000_1249_R150_199,C06_1000_1249_R200_224,C06_1000_1249_R225_274,C06_1000_1249_R275_349,C06_1000_1249_R350_449,C06_1000_1249_R450_549,C06_1000_1249_R550_649,C06_1000_1249_R650m,C06_1000_1249_R_NS,C06_1000_1249_R_Tot,C06_1250_1499_R0_74,C06_1250_1499_R75_99,C06_1250_1499_R100_149,C06_1250_1499_R150_199,C06_1250_1499_R200_224,C06_1250_1499_R225_274,C06_1250_1499_R275_349,C06_1250_1499_R350_449,C06_1250_1499_R450_549,C06_1250_1499_R550_649,C06_1250_1499_R650m,C06_1250_1499_R_NS,C06_1250_1499_R_Tot,C06_1500_1999_R0_74,C06_1500_1999_R75_99,C06_1500_1999_R100_149,C06_1500_1999_R150_199,C06_1500_1999_R200_224,C06_1500_1999_R225_274,C06_1500_1999_R275_349,C06_1500_1999_R350_449,C06_1500_1999_R450_549,C06_1500_1999_R550_649,C06_1500_1999_R650m,C06_1500_1999_R_NS,C06_1500_1999_R_Tot,C06_2000_2499_R0_74,C06_2000_2499_R75_99,C06_2000_2499_R100_149,C06_2000_2499_R150_199,C06_2000_2499_R200_224,C06_2000_2499_R225_274,C06_2000_2499_R275_349,C06_2000_2499_R350_449,C06_2000_2499_R450_549,C06_2000_2499_R550_649,C06_2000_2499_R650m,C06_2000_2499_R_NS,C06_2000_2499_R_Tot,C06_2500_2999_R0_74,C06_2500_2999_R75_99,C06_2500_2999_R100_149,C06_2500_2999_R150_199,C06_2500_2999_R200_224,C06_2500_2999_R225_274,C06_2500_2999_R275_349,C06_2500_2999_R350_449,C06_2500_2999_R450_549,C06_2500_2999_R550_649,C06_2500_2999_R650m,C06_2500_2999_R_NS,C06_2500_2999_R_Tot,C06_3000_3999_R0_74,C06_3000_3999_R75_99,C06_3000_3999_R100_149,C06_3000_3999_R150_199,C06_3000_3999_R200_224,C06_3000_3999_R225_274,C06_3000_3999_R275_349,C06_3000_3999_R350_449,C06_3000_3999_R450_549,C06_3000_3999_R550_649,C06_3000_3999_R650m,C06_3000_3999_R_NS,C06_3000_3999_R_Tot,C06_4000m_R0_74,C06_4000m_R75_99,C06_4000m_R100_149,C06_4000m_R150_199,C06_4000m_R200_224,C06_4000m_R225_274,C06_4000m_R275_349,C06_4000m_R350_449,C06_4000m_R450_549,C06_4000m_R550_649,C06_4000m_R650m,C06_4000m_R_NS,C06_4000m_R_Tot,C06_PI_S_R0_74,C06_PI_S_R75_99,C06_PI_S_R100_149,C06_PI_S_R150_199,C06_PI_S_R200_224
111,41,16,45,62,38,54,32,7,7,3,6,28,346,186,58,130,78,39,57,14,7,7,3,13,42,629,1677,343,632,443,189,140,19,10,6,14,45,188,3713,901,446,913,868,360,293,69,16,3,7,39,125,4043,114,119,615,341,153,128,34,12,8,0,14,35,1571,284,200,963,1388,859,776,187,29,14,7,38,114,4862,91,52,435,929,540,571,169,43,5,0,19,56,2908,89,33,274,765,623,640,235,45,10,3,8,46,2774,96,31,272,908,796,1138,436,104,10,4,20,54,3880,64,19,94,446,413,615,291,92,6,3,10,27,2089,61,7,84,348,372,647,416,181,15,3,10,29,2181,30,4,37,106,114,231,222,121,15,4,11,13,906,30,8,20,64,59,145,179,142,45,9,13,16,732,5,3,5,21,18,36,71,102,12,3,3,11,292,5,0,0,3,0,6,10,17,10,3,6,0,62,109,69,216,476,361
112,36,15,28,35,22,25,28,17,3,0,3,20,246,102,30,112,52,28,37,36,15,7,3,5,28,459,744,201,596,404,133,134,71,23,6,6,31,111,2455,477,232,813,819,310,312,124,37,3,4,21,76,3237,113,80,289,273,137,163,88,27,4,0,8,27,1205,280,135,738,1113,652,814,468,110,25,3,22,102,4454,136,41,292,503,329,383,284,69,11,0,9,43,2108,104,28,200,396,306,460,329,109,18,3,13,44,2006,143,42,203,451,373,607,498,188,24,4,18,58,2610,82,15,75,165,166,274,294,102,17,8,10,29,1235,67,13,63,142,124,246,298,170,37,13,15,26,1212,34,3,11,28,35,95,129,62,12,4,12,3,437,26,8,14,20,20,44,83,66,18,3,8,7,322,16,0,3,7,7,10,35,36,11,3,11,3,150,3,0,3,4,4,3,7,12,0,0,7,0,44,106,52,151,252,180
113,38,8,63,26,13,7,0,0,0,0,3,25,186,116,47,101,53,11,10,3,3,0,0,3,25,378,605,242,442,154,35,32,7,4,0,3,13,61,1602,416,224,591,273,69,31,14,0,0,0,18,61,1697,112,64,265,99,37,23,3,0,0,0,5,19,634,295,169,824,560,197,108,22,6,0,0,15,79,2275,188,84,415,331,120,79,26,3,3,3,13,28,1296,157,48,343,356,172,116,29,6,4,0,3,36,1267,256,71,444,529,250,226,69,7,4,4,12,54,1923,127,31,163,251,121,110,52,10,0,0,5,24,895,134,29,126,243,106,130,68,13,4,0,5,29,869,54,4,49,92,50,73,38,9,0,0,0,7,384,60,13,29,51,38,40,29,15,0,0,3,4,282,22,0,4,19,8,3,23,8,0,0,3,3,89,0,0,0,0,3,8,4,3,4,0,0,3,31,127,54,201,248,109
114,21,4,11,28,5,9,4,0,0,3,0,19,105,68,21,47,36,9,11,3,0,0,0,0,14,224,380,111,265,218,52,41,9,3,0,0,17,29,1128,237,157,355,462,133,68,15,3,0,0,16,51,1491,65,45,216,160,68,27,16,3,0,0,6,27,625,169,84,396,745,321,203,58,6,0,0,6,50,2039,69,23,153,323,190,166,49,10,0,3,3,15,1005,58,13,124,306,184,158,39,6,3,0,0,10,921,95,23,121,356,275,239,83,23,5,0,10,38,1270,43,7,53,167,86,152,57,18,4,0,0,14,598,38,8,49,118,109,159,84,29,4,0,7,7,614,18,0,15,39,36,41,49,19,4,0,3,8,223,12,3,14,34,21,33,45,31,7,3,12,9,216,5,0,0,10,6,15,17,11,4,0,3,4,74,3,0,0,0,0,4,8,6,0,0,3,0,20,67,35,108,200,129
115,13,0,5,4,3,10,29,31,8,3,5,8,119,17,4,6,7,4,9,21,14,0,4,0,13,87,65,30,35,28,11,22,30,23,12,3,0,30,297,85,37,50,29,41,31,63,34,9,3,3,31,423,24,6,18,16,9,16,26,17,8,0,3,6,163,73,15,55,74,67,94,182,95,29,10,6,37,735,49,6,28,53,35,90,155,89,20,9,9,22,555,49,6,34,50,38,84,222,112,27,3,6,24,654,76,5,32,60,60,153,365,204,56,17,10,29,1062,46,0,24,34,25,73,275,188,59,16,14,20,770,52,4,29,31,29,87,386,307,94,32,24,16,1093,33,3,13,46,11,50,245,228,85,9,20,14,747,29,5,7,15,11,23,187,276,139,58,65,10,825,11,0,0,12,3,12,71,146,96,31,26,4,413,5,0,0,3,0,0,17,45,33,12,7,0,130,38,5,20,44,21
116,50,11,29,55,55,59,14,12,6,0,11,30,339,174,57,93,61,51,47,12,4,0,0,8,44,564,1085,297,245,217,114,128,27,16,3,4,40,128,2309,495,382,352,386,218,235,50,14,0,7,34,95,2265,118,125,539,227,132,123,32,11,0,0,6,46,1363,199,208,618,815,667,672,133,35,7,3,25,116,3498,76,54,164,563,548,553,135,35,9,0,12,51,2196,63,37,146,491,479,695,154,47,8,3,19,46,2190,82,33,171,627,729,1093,319,110,10,4,11,57,3249,48,14,53,267,341,673,253,90,5,4,4,30,1791,38,15,63,288,385,754,357,163,15,3,15,34,2131,16,0,17,92,130,365,207,122,16,0,3,10,986,16,4,5,27,56,142,112,98,18,8,3,5,508,3,0,0,17,13,55,56,67,6,0,0,4,229,3,3,3,3,5,13,8,15,5,0,0,4,73,84,91,210,366,359
117,130,14,41,94,86,169,292,380,173,105,83,98,1669,331,74,91,60,64,63,79,106,43,21,21,66,1011,2467,273,228,266,150,154,164,116,63,42,106,205,4231,905,345,335,442,226,282,194,194,64,27,55,104,3172,108,106,530,92,61,86,69,64,25,11,22,42,1212,279,118,481,711,491,602,495,399,128,53,69,126,3950,104,16,147,583,494,607,593,377,142,49,61,69,3244,81,22,112,425,462,659,782,577,218,75,61,78,3548,127,18,137,395,550,965,1446,1101,385,122,108,95,5444,80,7,44,169,237,510,1034,945,313,109,82,69,3588,68,8,45,155,192,478,1320,1585,525,168,134,63,4738,45,3,15,54,71,205,648,1299,500,148,95,37,3130,53,6,30,61,50,191,685,1416,722,334,402,54,3998,24,0,8,17,21,45,221,735,607,298,251,22,2260,3,0,3,3,4,16,34,172,232,194,265,15,938,140,62,173,156,153
118,71,10,29,49,40,112,224,236,84,46,59,50,998,172,37,49,19,23,41,79,83,35,7,22,28,597,1026,135,124,87,72,113,158,100,28,17,56,112,2025,480,191,142,178,114,186,283,132,54,26,25,92,1912,56,45,216,24,29,57,78,38,6,11,16,26,600,191,62,237,234,195,400,683,347,103,39,62,73,2632,97,14,63,198,206,468,695,345,101,44,39,46,2322,100,12,55,134,205,528,852,509,130,44,59,37,2657,122,9,76,131,191,658,1408,885,287,100,95,80,4042,63,4,18,72,96,391,971,748,274,93,101,50,2884,78,3,35,64,53,355,1289,1240,445,171,176,57,3967,55,3,15,46,34,140,769,981,427,135,158,35,2801,83,4,11,38,25,155,688,1095,710,326,611,63,3818,61,0,4,17,17,54,235,624,541,338,452,37,2391,23,0,3,6,0,10,60,185,248,240,469,15,1260,109,30,81,108,43
119,95,22,83,192,154,229,245,132,16,8,7,95,1271,324,86,166,156,116,157,111,33,6,3,20,84,1263,2126,380,393,534,317,333,200,67,15,14,67,234,4682,870,423,408,783,459,586,316,80,7,5,59,166,4153,167,176,881,431,288,325,184,51,6,6,25,95,2631,320,184,686,1393,971,1409,873,244,33,10,53,192,6359,140,43,273,1023,790,1132,706,197,20,7,28,93,4456,152,37,170,776,738,1127,815,204,41,6,24,97,4180,209,38,199,901,904,1760,1477,450,46,22,39,99,6145,100,11,88,373,383,984,989,346,43,19,26,52,3409,118,10,67,322,446,1026,1344,515,73,17,28,62,4029,55,0,33,128,157,465,699,364,57,13,13,27,1999,74,7,14,62,84,227,447,296,67,24,31,22,1352,38,3,7,20,26,92,200,180,66,14,7,3,641,5,0,4,3,13,22,52,48,22,5,16,4,200,156,83,277,515,426
120,49,8,23,64,67,137,227,187,37,12,21,61,904,120,23,45,33,42,71,78,50,15,6,5,42,536,771,129,124,181,105,133,114,87,22,3,28,99,1788,354,173,194,272,178,237,203,100,19,7,19,76,1814,46,40,137,86,43,87,85,44,9,3,7,30,615,143,65,231,427,402,583,504,269,65,9,34,70,2804,87,23,109,362,399,569,490,267,50,21,19,34,2431,73,8,66,312,317,594,565,333,75,19,20,26,2415,91,16,92,324,455,947,1014,595,150,41,43,72,3841,58,7,32,154,237,587,847,540,146,43,39,37,2719,75,4,44,139,187,528,1064,923,233,59,60,52,3382,51,0,17,61,69,274,692,773,224,55,55,22,2278,56,7,21,41,66,222,587,1000,503,176,193,20,2889,32,3,7,22,21,60,255,554,391,135,144,18,1646,22,0,3,3,8,18,58,169,186,123,124,10,725,74,20,65,135,154
121,63,3,10,25,31,100,237,201,112,34,56,55,933,86,20,23,16,14,48,80,59,29,12,18,25,446,572,77,96,56,58,103,129,92,35,10,39,71,1327,356,125,95,109,104,185,269,122,31,21,28,84,1539,37,25,88,14,26,44,79,48,17,3,9,21,407,175,44,143,146,176,435,568,301,108,27,47,74,2235,97,14,50,136,181,505,606,341,117,45,48,52,2184,93,12,53,112,138,614,785,420,126,52,45,59,2512,136,15,55,123,175,865,1470,784,257,112,102,66,4153,95,7,25,53,115,552,1144,747,245,106,104,44,3240,120,4,28,71,93,504,1602,1254,479,190,191,60,4596,79,3,24,44,29,226,878,1001,332,141,139,38,2932,115,7,20,41,41,251,1069,1443,940,497,1098,72,5594,57,0,4,20,10,79,387,835,662,369,467,41,2944,27,0,7,0,4,13,93,281,304,248,388,14,1376,78,9,48,63,51
