SA4_CODE_2016,Per_age_15ov_C06_M,Per_age_15ov_C06_F,Per_age_15ov_C06_P,Per_age_15ov_C11_M,Per_age_15ov_C11_F,Per_age_15ov_C11_P,Per_age_15ov_C16_M,Per_age_15ov_C16_F,Per_age_15ov_C16_P,Lfs_Em_FT_C06_M,Lfs_Em_FT_C06_F,Lfs_Em_FT_C06_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Em_FT_C16_M,Lfs_Em_FT_C16_F,Lfs_Em_FT_C16_P,Lfs_Em_PT_C06_M,Lfs_Em_PT_C06_F,Lfs_Em_PT_C06_P,Lfs_Em_PT_C11_M,Lfs_Em_PT_C11_F,Lfs_Em_PT_C11_P,Lfs_Em_PT_C16_M,Lfs_Em_PT_C16_F,Lfs_Em_PT_C16_P,Lfs_Em_AFWr_C06_M,Lfs_Em_AFWr_C06_F,Lfs_Em_AFWr_C06_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Em_AFWr_C16_M,Lfs_Em_AFWr_C16_F,Lfs_Em_AFWr_C16_P,Lfs_Unem_LFW_C06_M,Lfs_Unem_LFW_C06_F,Lfs_Unem_LFW_C06_P,Lfs_Unem_LFW_C11_M,Lfs_Unem_LFW_C11_F,Lfs_Unem_LFW_C11_P,Lfs_Unem_LFW_C16_M,Lfs_Unem_LFW_C16_F,Lfs_Unem_LFW_C16_P,Lfs_Tot_LForc_C06_M,Lfs_Tot_LForc_C06_F,Lfs_Tot_LForc_C06_P,Lfs_Tot_LForc_C11_M,Lfs_Tot_LForc_C11_F,Lfs_Tot_LForc_C11_P,Lfs_Tot_LForc_C16_M,Lfs_Tot_LForc_C16_F,Lfs_Tot_LForc_C16_P,N_LForc_C06_M,N_LForc_C06_F,N_LForc_C06_P,N_LForc_C11_M,N_LForc_C11_F,N_LForc_C11_P,N_LForc_C16_M,N_LForc_C16_F,N_LForc_C16_P,Pcnt_Unemp_C06_M,Pcnt_Unemp_C06_F,Pcnt_Unemp_C06_P,Pcnt_Unemp_C11_M,Pcnt_Unemp_C11_F,Pcnt_Unemp_C11_P,Pcnt_Unemp_C16_M,Pcnt_Unemp_C16_F,Pcnt_Unemp_C16_P,Pcnt_LForc_prt_C06_M,Pcnt_LForc_prt_C06_F,Pcnt_LForc_prt_C06_P,Pcnt_LForc_prt_C11_M,Pcnt_LForc_prt_C11_F,Pcnt_LForc_prt_C11_P,Pcnt_LForc_prt_C16_M,Pcnt_LForc_prt_C16_F,Pcnt_LForc_prt_C16_P,Pcnt_Emp_to_pop_C06_M,Pcnt_Emp_to_pop_C06_F,Pcnt_Emp_to_pop_C06_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,Pcnt_Emp_to_pop_C16_M,Pcnt_Emp_to_pop_C16_F,Pcnt_Emp_to_pop_C16_P,No_sc_qu_Po_De_C06_M,No_sc_qu_Po_De_C06_F,No_sc_qu_Po_De_C06_P,No_sc_qu_Po_De_C11_M,No_sc_qu_Po_De_C11_F,No_sc_qu_Po_De_C11_P,No_sc_qu_Po_De_C16_M,No_sc_qu_Po_De_C16_F,No_sc_qu_Po_De_C16_P,N_s_q_Gr_D_G_Ce_C06_M,N_s_q_Gr_D_G_Ce_C06_F,N_s_q_Gr_D_G_Ce_C06_P,N_s_q_Gr_D_G_Ce_C11_M,N_s_q_Gr_D_G_Ce_C11_F,N_s_q_Gr_D_G_Ce_C11_P,N_s_q_Gr_D_G_Ce_C16_M,N_s_q_Gr_D_G_Ce_C16_F,N_s_q_Gr_D_G_Ce_C16_P,N_s_q_BD_C06_M,N_s_q_BD_C06_F,N_s_q_BD_C06_P,N_s_q_BD_C11_M,N_s_q_BD_C11_F,N_s_q_BD_C11_P,N_s_q_BD_C16_M,N_s_q_BD_C16_F,N_s_q_BD_C16_P,N_s_q_AdDip_DL_C06_M,N_s_q_AdDip_DL_C06_F,N_s_q_AdDip_DL_C06_P,N_s_q_AdDip_DL_C11_M,N_s_q_AdDip_DL_C11_F,N_s_q_AdDip_DL_C11_P,N_s_q_AdDip_DL_C16_M,N_s_q_AdDip_DL_C16_F,N_s_q_AdDip_DL_C16_P,N_s_q_Cert_III_IV_C06_M,N_s_q_Cert_III_IV_C06_F,N_s_q_Cert_III_IV_C06_P,N_s_q_Cert_III_IV_C11_M,N_s_q_Cert_III_IV_C11_F,N_s_q_Cert_III_IV_C11_P,N_s_q_Cert_III_IV_C16_M,N_s_q_Cert_III_IV_C16_F,N_s_q_Cert_III_IV_C16_P,N_s_q_Cert_I_II_C06_M,N_s_q_Cert_I_II_C06_F,N_s_q_Cert_I_II_C06_P,N_s_q_Cert_I_II_C11_M,N_s_q_Cert_I_II_C11_F,N_s_q_Cert_I_II_C11_P,N_s_q_Cert_I_II_C16_M,N_s_q_Cert_I_II_C16_F,N_s_q_Cert_I_II_C16_P,N_s_q_Cert_Lev_nfd_C06_M,N_s_q_Cert_Lev_nfd_C06_F,N_s_q_Cert_Lev_nfd_C06_P,N_s_q_Cert_Lev_nfd_C11_M,N_s_q_Cert_Lev_nfd_C11_F,N_s_q_Cert_Lev_nfd_C11_P,N_s_q_Cert_Lev_nfd_C16_M,N_s_q_Cert_Lev_nfd_C16_F,N_s_q_Cert_Lev_nfd_C16_P,N_s_q_Cert_Lev_Tot_C06_M,N_s_q_Cert_Lev_Tot_C06_F,N_s_q_Cert_Lev_Tot_C06_P,N_s_q_Cert_Lev_Tot_C11_M,N_s_q_Cert_Lev_Tot_C11_F,N_s_q_Cert_Lev_Tot_C11_P,N_s_q_Cert_Lev_Tot_C16_M,N_s_q_Cert_Lev_Tot_C16_F,N_s_q_Cert_Lev_Tot_C16_P,Mi_Liv_SA_1yr_ag_C06_M,Mi_Liv_SA_1yr_ag_C06_F,Mi_Liv_SA_1yr_ag_C06_P,Mi_Liv_SA_1yr_ag_C11_M,Mi_Liv_SA_1yr_ag_C11_F,Mi_Liv_SA_1yr_ag_C11_P,Mi_Liv_SA_1yr_ag_C16_M,Mi_Liv_SA_1yr_ag_C16_F,Mi_Liv_SA_1yr_ag_C16_P,Mi_Liv_DA_1yr_ag_C06_M,Mi_Liv_DA_1yr_ag_C06_F,Mi_Liv_DA_1yr_ag_C06_P,Mi_Liv_DA_1yr_ag_C11_M,Mi_Liv_DA_1yr_ag_C11_F,Mi_Liv_DA_1yr_ag_C11_P,Mi_Liv_DA_1yr_ag_C16_M,Mi_Liv_DA_1yr_ag_C16_F,Mi_Liv_DA_1yr_ag_C16_P,Mi_Liv_SA_5yrs_ag_C06_M,Mi_Liv_SA_5yrs_ag_C06_F,Mi_Liv_SA_5yrs_ag_C06_P,Mi_Liv_SA_5yrs_ag_C11_M,Mi_Liv_SA_5yrs_ag_C11_F,Mi_Liv_SA_5yrs_ag_C11_P,Mi_Liv_SA_5yrs_ag_C16_M,Mi_Liv_SA_5yrs_ag_C16_F,Mi_Liv_SA_5yrs_ag_C16_P,Mi_Liv_DA_5yrs_ag_C06_M,Mi_Liv_DA_5yrs_ag_C06_F,Mi_Liv_DA_5yrs_ag_C06_P,Mi_Liv_DA_5yrs_ag_C11_M,Mi_Liv_DA_5yrs_ag_C11_F,Mi_Liv_DA_5yrs_ag_C11_P,Mi_Liv_DA_5yrs_ag_C16_M,Mi_Liv_DA_5yrs_ag_C16_F,Mi_Liv_DA_5yrs_ag_C16_P
111,129753,138913,268667,136266,144830,281096,143301,152388,295691,56533,28728,85260,61765,32704,94473,60461,34507,94967,13661,32601,46260,15215,36114,51331,17753,39232,56979,4865,4553,9422,4808,5049,9857,3764,4738,8499,6007,4560,10564,5010,4095,9108,7095,5301,12396,81064,70443,151506,86803,77959,164765,89068,83775,172839,41660,61632,103289,42901,60575,103476,46687,60472,107162,7.4,6.5,7,5.8,5.3,5.5,8,6.3,7.2,62.5,50.7,56.4,63.7,53.8,58.6,62.2,55,58.5,57.8,47.4,52.5,60,51,55.4,57.2,51.5,54.3,3037,2231,5265,4167,3571,7739,5535,5586,11119,1133,1949,3087,1410,2439,3855,1777,3228,5003,11543,14569,26118,14124,18786,32907,16526,23292,39820,7553,10743,18296,9142,12580,21723,10822,15273,26094,35131,11106,46236,37808,14904,52716,40095,18170,58264,1205,2462,3670,1248,2565,3822,1281,2482,3762,1764,3627,5393,1644,3526,5168,2541,4585,7127,38097,17197,55294,40704,20999,61702,43913,25235,69150,129326,136167,265493,136043,142417,278462,137250,142911,280158,22294,23483,45778,22801,23965,46765,25038,26505,51538,88644,93212,181855,93293,97810,191103,93466,97178,190643,53908,57739,111649,56049,59411,115455,62679,66542,129221
112,85244,91415,176663,88921,96337,185264,95176,103343,198521,31446,16841,48286,31591,17941,49529,31821,18866,50688,11192,21202,32399,12535,23823,36360,14248,26008,40251,2985,2666,5653,2996,2999,5996,2585,2898,5482,4055,3528,7589,4436,3499,7936,4021,3259,7281,49686,44242,93925,51557,48265,99822,52676,51037,103710,30233,41926,72156,32389,43249,75630,34192,43562,77746,8.2,8,8.1,8.6,7.2,8,7.6,6.4,7,58.3,48.4,53.2,58,50.1,53.9,55.3,49.4,52.2,53.5,44.5,48.9,53,46.5,49.6,51.1,46.2,48.6,1312,1110,2418,1686,1720,3405,2299,2669,4971,804,1400,2201,974,1813,2794,1207,2245,3449,6424,8750,15174,7737,11425,19168,9079,13914,22995,4334,7246,11582,5274,8876,14147,6297,11060,17358,20788,7447,28239,23140,10136,33279,25055,12089,37147,826,1691,2511,893,1822,2716,891,1701,2590,1014,2141,3159,1055,2229,3283,1742,3229,4975,22625,11280,33911,25088,14188,39278,27693,17018,44712,82826,87309,170132,88203,93426,181631,87582,92595,180171,17221,18463,35685,15708,17502,33215,16085,17798,33885,52211,54317,106531,58672,61238,119914,59104,61905,121011,41909,45671,87585,38900,43473,82376,40397,44668,85066
113,57189,58155,115343,58532,59651,118180,61810,63034,124846,29430,14224,43652,29413,14661,44068,28691,15524,44216,5106,13747,18849,5479,14340,19816,6121,15054,21173,2344,2092,4439,2256,2196,4446,1970,2087,4060,1981,1820,3803,1797,1703,3496,2049,1782,3827,38863,31881,70741,38931,32904,71837,38829,34450,73276,15436,23554,38993,16560,23857,40411,17939,23602,41545,5.1,5.7,5.4,4.6,5.2,4.9,5.3,5.2,5.2,68,54.8,61.3,66.5,55.2,60.8,62.8,54.7,58.7,64.5,51.7,58,63.5,52.3,57.8,59.5,51.8,55.6,792,511,1303,912,797,1710,1103,1188,2292,404,761,1162,431,822,1250,501,1035,1534,3201,5092,8290,3658,6189,9847,4290,7442,11731,2334,3616,5946,2695,4106,6800,3148,5364,8513,13261,5028,18295,14474,6660,21131,15885,7820,23703,561,1269,1828,558,1332,1891,643,1248,1890,660,1351,2009,616,1357,1973,935,1809,2745,14486,7648,22128,15654,9349,24999,17465,10871,28337,57795,58961,116755,59040,60316,119360,57901,58930,116836,11189,11367,22555,10565,10843,21406,10619,11190,21809,38018,38292,76311,40472,40758,81231,39993,40157,80151,26165,27464,53631,24437,25770,50206,25075,26772,51846
114,50600,54274,104874,54226,57824,112052,59435,63242,122671,19023,9092,28115,19921,10246,30169,20607,11154,31760,5768,12344,18109,6182,13168,19350,7322,14562,21887,1688,1563,3250,1747,1789,3536,1523,1727,3252,2236,1763,3999,2030,1611,3643,1844,1548,3392,28710,24767,53474,29882,26811,56692,31294,28998,60287,18921,26497,45419,21112,27945,49062,23735,29666,53399,7.8,7.1,7.5,6.8,6,6.4,5.9,5.3,5.6,56.7,45.6,51,55.1,46.4,50.6,52.7,45.9,49.1,52.3,42.4,47.2,51.4,43.6,47.3,49.6,43.4,46.4,914,695,1612,1261,1115,2371,1779,1775,3553,477,863,1337,533,1094,1627,737,1425,2161,3550,4545,8093,4270,5782,10053,5069,7277,12342,3010,4529,7537,3693,5387,9079,4314,6787,11101,14491,4426,18916,15779,6117,21893,17427,7579,24998,454,1101,1557,497,1153,1650,534,1196,1732,703,1621,2326,711,1613,2330,1180,2291,3474,15648,7151,22800,16985,8885,25876,19141,11071,30210,51109,53552,104658,53578,56698,110279,54733,57725,112455,8710,9451,18155,8726,9550,18277,9748,10597,20345,32645,33888,66527,36558,38356,74918,36335,37819,74156,23734,25944,49679,22251,24371,46623,25774,28236,54010
115,75921,79892,155815,80980,84904,165885,88161,92620,180785,44172,23714,67880,45191,24909,70100,47349,27373,74727,8602,21879,30478,9633,23100,32736,11290,24556,35844,2840,2953,5797,2748,2991,5745,2094,2659,4746,1837,1615,3456,2471,2136,4605,2765,2558,5320,57449,50162,107613,60046,53135,113180,63501,57143,120642,15590,26733,42325,18198,28897,47092,21295,31766,53064,3.2,3.2,3.2,4.1,4,4.1,4.4,4.5,4.4,75.7,62.8,69.1,74.1,62.6,68.2,72,61.7,66.7,73.3,60.8,66.8,71.1,60.1,65.5,68.9,58.9,63.8,4068,2534,6600,5388,3928,9316,7737,6452,14188,932,1504,2429,1218,1845,3063,1501,2363,3864,12172,13481,25653,14539,16529,31072,17118,20450,37562,6609,9166,15776,7434,10293,17730,8273,11427,19696,16498,5284,21782,17105,6422,23529,17644,7096,24738,609,1167,1777,602,1201,1804,457,1153,1617,1382,2606,3991,1226,2258,3486,1672,2835,4510,18494,9058,27550,18939,9880,28818,19775,11087,30860,83118,85311,168425,89001,91081,180085,92511,95123,187633,10704,11320,22026,10777,11246,22020,12866,13339,26200,54352,55583,109932,62798,64054,126859,63745,65363,129109,33741,35542,69278,30968,32509,63476,37753,39233,76986
116,101215,105408,206622,113431,118068,231504,129170,133145,262316,52465,30421,82887,58295,34112,92404,64494,38753,103247,8954,19057,28013,11496,22695,34192,14887,26725,41615,4542,3702,8244,4203,4139,8342,3777,4045,7820,4550,4121,8672,5264,5122,10387,5947,6051,12002,70520,57301,127815,79263,66063,145327,89100,75574,164680,24654,42144,66807,28619,46646,75263,33524,50831,84353,6.5,7.2,6.8,6.6,7.8,7.1,6.7,8,7.3,69.7,54.4,61.9,69.9,56,62.8,69,56.8,62.8,65.2,50.5,57.7,65.2,51.6,58.3,64.4,52.2,58.2,2417,1816,4234,4406,3702,8110,7389,6898,14288,543,826,1373,939,1249,2188,1280,1744,3019,9432,11974,21407,12956,16620,29578,17770,22985,40752,5934,7319,13255,8143,9759,17907,10624,12514,23144,20515,7279,27795,22339,10203,32539,23373,12386,35759,830,1883,2710,1039,2152,3196,1028,2021,3051,1223,2465,3687,1304,2409,3710,2160,3114,5280,22565,11627,34193,24684,14765,39447,26570,17521,44089,109053,111748,220805,123366,126377,249742,132217,135149,267361,16654,17304,33954,18051,18402,36454,21915,21836,43754,70687,72563,143247,82055,84372,166430,86934,89056,175995,44581,46607,91195,47909,49496,97405,58466,59310,117777
117,114257,105482,219740,122840,114519,237361,145631,139665,285297,50205,35965,86178,60089,42940,103029,69335,50914,120248,12035,16424,28461,14996,20491,35486,19527,26892,46416,3334,3204,6535,3389,3794,7180,3585,4213,7794,3840,2950,6799,4717,3994,8719,5519,5065,10583,69420,58548,127969,83185,71227,154409,97966,87079,185043,21431,28494,49922,24908,31685,56591,30454,38286,68742,5.5,5,5.3,5.7,5.6,5.6,5.6,5.8,5.7,60.8,55.5,58.2,67.7,62.2,65.1,67.3,62.3,64.9,57.4,52.7,55.1,63.9,58.7,61.4,63.5,58.7,61.1,7662,6707,14371,11464,10773,22235,16010,16305,32323,1605,2267,3873,2223,2993,5211,2783,3736,6514,21765,22303,44077,28780,29658,58438,37408,40375,77782,7634,8361,15990,10221,10612,20831,11861,12592,24451,11043,4469,15516,12481,5664,18142,13532,6322,19849,684,901,1589,722,996,1715,708,903,1607,1150,1631,2777,1119,1508,2632,1718,2124,3843,12881,7001,19884,14324,8171,22496,15956,9348,25306,74759,71403,146162,91612,86331,177950,101333,96985,198317,25847,25154,50998,27989,27557,55546,36902,37914,74821,40342,39687,80033,48742,46767,95512,53029,50792,103821,55787,52628,108414,65430,61976,127410,82621,81481,164100
118,97495,104274,201775,102192,109436,211631,108747,117535,226282,46123,33656,79780,49580,36188,85770,52430,39147,91581,10806,20187,30992,12008,22021,34025,13555,24710,38264,3204,3467,6669,3062,3722,6783,2450,3575,6029,2542,2113,4649,3281,2921,6202,3316,3284,6600,62678,59419,122096,67930,64846,132783,71758,70720,142479,21922,33148,55068,24132,34966,59098,27260,36427,63687,4.1,3.6,3.8,4.8,4.5,4.7,4.6,4.6,4.6,64.3,57,60.5,66.5,59.3,62.7,66,60.2,63,61.7,55,58.2,63.3,56.6,59.8,62.9,57.4,60,7776,6551,14328,10080,9363,19444,12630,12816,25442,1386,2396,3782,1688,2940,4629,2063,3330,5393,21546,24285,45831,25476,29366,54843,29067,34656,63723,6555,10417,16973,7525,11252,18774,7735,11605,19337,11226,4478,15704,11602,4956,16556,11661,4955,16612,469,825,1287,482,793,1272,422,749,1172,985,1958,2945,961,1799,2762,1494,2404,3900,12675,7264,19937,13046,7543,20589,13577,8108,21682,78138,84697,162837,86121,92679,178802,89117,95997,185116,19915,21926,41839,21206,23099,44300,23809,25894,49706,47288,52790,100079,50748,55905,106656,52174,57432,109609,45397,48693,94090,50107,53681,103789,57125,61009,118137
119,191317,202485,393808,205422,215787,421210,227488,236840,464334,84257,50355,134611,88793,53373,142163,95574,58320,153900,21153,33840,54994,25456,38982,64442,32987,47230,80217,7891,6586,14477,7568,6845,14418,6677,6614,13292,8038,6339,14379,8880,7522,16402,10500,9220,19722,121339,97125,218466,130702,106728,237433,145736,121392,267126,55488,90956,146442,61480,96111,157584,68652,101932,170586,6.6,6.5,6.6,6.8,7,6.9,7.2,7.6,7.4,63.4,48,55.5,63.6,49.5,56.4,64.1,51.3,57.5,59.2,44.8,51.8,59.3,46,52.5,59.4,47.4,53.3,6917,5070,11982,10186,8591,18784,14531,13615,28145,1357,1989,3344,1759,2430,4184,2298,3383,5680,21640,23551,45191,27381,30952,58334,36405,40886,77283,12361,16485,28843,16198,20123,36324,18685,23531,42214,33552,10940,44494,34116,13780,47899,34318,15676,49992,1343,2635,3983,1474,2841,4315,1344,2611,3958,2450,4594,7043,2368,4435,6804,3682,5920,9597,37344,18172,55516,37955,21056,59016,39334,24210,63548,193101,201114,394217,210738,218798,429536,220438,227277,447717,28763,29707,58465,29415,29563,58973,38395,38163,76559,131445,138756,270203,142931,149904,292831,147594,154033,301626,74866,77499,152366,80584,82749,163337,99378,99648,199033
120,98029,106363,204394,106040,114800,220839,118885,128189,247072,48574,35660,84228,52479,37870,90353,57772,41773,99543,11111,20046,31161,13599,23679,37278,16439,27336,43771,3416,3676,7094,3370,4063,7435,2988,3817,6799,3128,2535,5667,3882,3495,7376,4475,4262,8740,66235,61917,128147,73330,69111,142438,81668,77187,158859,23216,36310,59521,25142,38548,63692,29245,42903,72147,4.7,4.1,4.4,5.3,5.1,5.2,5.5,5.5,5.5,67.6,58.2,62.7,69.2,60.2,64.5,68.7,60.2,64.3,64.4,55.8,59.9,65.5,57.2,61.2,64.9,56.9,60.8,7552,6923,14481,10214,10065,20281,13400,14353,27752,1545,2685,4237,1982,3276,5258,2397,3871,6271,19587,22480,42069,23382,27626,51005,29130,33903,63032,7293,10238,17534,9117,11749,20862,9847,12682,22532,12395,4946,17336,13093,5901,18993,13333,6369,19700,590,1089,1685,647,1078,1720,597,968,1558,1216,2156,3376,1192,2043,3234,1673,2671,4345,14201,8191,22397,14929,9024,23956,15603,10002,25602,87913,94796,182715,97877,104946,202826,103820,111413,215236,18761,20183,38949,19903,21444,41349,25217,25924,51143,55435,60505,115939,60170,65745,125913,63626,69630,133250,44970,48480,93452,50053,53337,103387,60713,63318,124032
121,136938,152920,289850,144749,160917,305663,156196,174176,330375,73864,47121,120984,77269,49352,126621,81848,55345,137197,16282,34074,50351,18046,36995,55038,20223,39902,60125,4512,5098,9611,4158,5331,9485,3441,4962,8406,3215,2860,6069,4359,4108,8472,4874,4881,9752,97865,89147,187016,103829,95788,199616,110384,105090,215480,30311,54589,84899,33349,57479,90832,37797,60224,98024,3.3,3.2,3.2,4.2,4.3,4.2,4.4,4.6,4.5,71.5,58.3,64.5,71.7,59.5,65.3,70.7,60.3,65.2,69.1,56.4,62.4,68.7,57,62.5,67.6,57.5,62.3,14446,10511,24960,18608,15026,33633,23662,21520,45185,2564,4560,7125,3360,5470,8835,3898,6342,10244,37698,38687,76382,42306,45560,87858,47340,53160,100500,12162,18766,30923,12872,19476,32348,13107,19183,32292,14049,6185,20227,14115,6850,20964,13680,7116,20795,747,1453,2195,798,1374,2174,670,1264,1930,2012,3973,5983,1784,3423,5207,2327,4348,6670,16806,11604,28408,16697,11653,28348,16677,12722,29395,130677,142765,273443,141851,153972,295820,148745,161221,309966,26559,28711,55272,27393,29941,57332,30707,33339,64043,82074,91130,173204,88937,97621,186556,92245,101279,193528,65925,71738,137659,70180,76392,146569,80779,87355,168132
122,88182,94099,182282,92109,98283,190393,97849,105173,203023,46759,26878,73637,48920,27919,76844,50932,30356,81286,10928,24064,34995,11978,26319,38298,13404,29260,42657,3304,3433,6737,2989,3510,6492,2510,3233,5739,1713,1487,3199,2327,2088,4420,2365,2274,4642,62698,55865,118559,66209,59835,126049,69209,65116,134320,19418,32484,51903,21449,34099,55548,23376,34169,57546,2.7,2.7,2.7,3.5,3.5,3.5,3.4,3.5,3.5,71.1,59.4,65,71.9,60.9,66.2,70.7,61.9,66.2,69.2,57.8,63.3,69.4,58.8,63.9,68.3,59.8,63.9,4394,3234,7631,5823,4881,10708,7599,7016,14614,1174,2067,3240,1493,2583,4075,1803,3135,4938,15344,16297,31645,18421,20510,38933,21308,24790,46103,8229,12295,20525,9326,13486,22810,9648,14179,23826,17695,5707,23404,18204,6684,24886,18510,7353,25866,667,1279,1945,686,1269,1951,618,1108,1729,1588,3006,4597,1490,2677,4163,2040,3535,5574,19949,9997,29944,20377,10623,30998,21179,11995,33170,86222,90514,176735,92867,97395,190262,97140,101663,198799,15938,16856,32790,16885,17598,34488,16113,16923,33034,56223,59706,115932,60324,63793,124115,63812,67137,130944,39297,41094,80387,42037,44022,86058,45259,47467,92725
123,82385,87037,169426,88360,94005,182363,98925,105160,204085,45026,24156,69184,47448,26456,73903,51150,29511,80656,7641,19327,26968,8566,20922,29490,10828,23922,34744,3556,3118,6675,3358,3405,6762,3015,3385,6403,3358,3427,6785,3610,3511,7123,3895,4264,8152,59590,50025,109616,62978,54302,117279,68886,61078,129960,17991,32030,50023,21072,35155,56221,24683,38193,62868,5.6,6.9,6.2,5.7,6.5,6.1,5.7,7,6.3,72.3,57.5,64.7,71.3,57.8,64.3,69.6,58.1,63.7,68.2,53.5,60.7,67.2,54,60.4,65.7,54,59.7,1389,1043,2432,2040,1933,3967,3363,3533,6894,509,858,1362,634,1093,1726,850,1522,2367,5242,7393,12632,6590,9594,16182,8789,12843,21634,4633,6490,11124,5689,8170,13866,7463,11052,18520,21485,6645,28127,23739,9696,33434,26211,12515,38730,758,1750,2513,883,1871,2750,839,1925,2762,1127,2352,3481,1075,2330,3408,1817,3012,4831,23374,10741,34117,25697,13890,39591,28871,17449,46322,89997,92744,182743,95559,99092,194650,101559,105199,206754,12837,13662,26501,13469,14327,27799,16324,17024,33353,59926,61393,121322,65844,67981,133825,67785,69840,137622,35059,37551,72605,35176,37804,72980,43922,46480,90401
124,105271,111283,216556,110151,117082,227235,118630,126160,244791,57231,30963,88198,58196,32744,90942,60457,35762,96218,10730,26601,37334,11562,28175,39739,13537,30218,43755,4548,4134,8681,4235,4323,8562,3321,4044,7359,3791,3453,7238,4055,3797,7853,4221,4206,8431,76304,65147,141454,78048,69041,147088,81535,74230,155762,23571,40804,64375,26666,42777,69444,30653,45193,75849,5,5.3,5.1,5.2,5.5,5.3,5.2,5.7,5.4,72.5,58.5,65.3,70.9,59,64.7,68.7,58.8,63.6,68.9,55.4,62,67.2,55.7,61.3,65.2,55.5,60.2,2268,1885,4155,2973,3001,5974,4260,4912,9170,1003,1671,2673,1174,1984,3156,1343,2592,3937,8232,11405,19635,9297,13741,23041,11112,16854,27968,6411,9037,15454,7615,10784,18393,9172,13526,22705,26957,9347,36307,29173,12673,41846,31309,15724,47029,1016,2150,3160,1140,2301,3441,990,2100,3091,1611,3033,4645,1437,2975,4406,2243,3649,5890,29581,14527,44107,31751,17949,49697,34542,21468,56007,111351,115640,226995,116685,121831,238512,118206,123555,241759,16933,17934,34867,15938,16984,32922,18527,19356,37879,75507,78258,153766,81045,84519,165562,81269,84452,165720,43633,46602,90234,42347,45338,87686,49284,52811,102103
125,141965,142418,284389,157960,158416,316377,182276,177642,359916,62323,37067,99392,69744,41206,110945,79065,46019,125082,15084,22923,38008,18826,26911,45736,24271,32268,56538,5448,4432,9881,5460,4899,10359,5114,4710,9825,6408,4880,11295,6992,6182,13176,9396,7948,17344,89268,69302,158571,101025,79194,180217,117843,90947,208788,41355,63051,104401,46299,69655,115963,53046,75936,128990,7.2,7,7.1,6.9,7.8,7.3,8,8.7,8.3,62.9,48.7,55.8,64,50,57,64.7,51.2,58,58.4,45.2,51.8,59.5,46.1,52.8,59.5,46.7,53.2,6462,4267,10727,10468,8124,18598,14959,13281,28235,1116,1499,2616,1608,2055,3668,2076,2865,4942,17738,18798,36538,23026,25669,48694,31621,34166,65791,9127,11529,20661,12645,14466,27111,14446,17057,31495,22440,7887,30333,23517,9961,33484,23704,11146,34850,1045,2056,3105,1115,2084,3204,1060,1887,2946,1707,3038,4747,1667,2964,4638,2647,3765,6406,25196,12981,38180,26301,15019,41317,27408,16798,44205,135722,138887,274603,154926,157110,312030,169029,169077,338107,25212,24453,49666,26795,25992,52785,36632,32675,69310,87809,90876,178682,98365,101246,199611,104505,107458,211955,61740,61532,123273,70036,69171,139211,90339,83374,173714
126,61140,66886,128028,64730,70242,134976,72914,78304,151220,29990,18912,48907,31816,20208,52026,34840,23004,57844,6994,14412,21408,7961,15287,23244,9570,17238,26814,1998,2191,4192,1794,2152,3942,1714,2223,3940,1798,1539,3333,2355,2237,4587,2997,2738,5737,40778,37059,77836,43921,39877,83803,49127,45210,94336,16585,26067,42659,18092,27612,45702,20711,29795,50507,4.4,4.2,4.3,5.4,5.6,5.5,6.1,6.1,6.1,66.7,55.4,60.8,67.9,56.8,62.1,67.4,57.7,62.4,63.8,53.1,58.2,64.2,53.6,58.7,63.3,54.2,58.6,5268,3951,9224,7220,5972,13189,9874,9236,19112,952,1637,2594,1218,1879,3097,1386,2188,3570,12904,13811,26719,15283,16757,32037,18912,20906,39816,5104,7417,12520,5733,7801,13535,6115,8177,14289,8508,3055,11569,8367,3393,11760,8213,3764,11975,392,707,1104,380,700,1080,341,637,983,963,1729,2690,745,1534,2277,1050,1919,2967,9863,5494,15360,9493,5629,15120,9610,6323,15927,59750,64122,123874,64164,68297,132466,68155,71977,140136,10192,10887,21075,11195,11637,22833,14580,15153,29735,39855,43278,83132,42298,45703,88005,43505,46482,89986,26244,28018,54258,28715,29956,58671,36141,37473,73606
