SA4_CODE_2016,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_CF_T,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_CF_T,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_CF_T,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_CF_T,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_CF_T,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_CF_T,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_CF_T,C16_4000m_CF_1C,C16_4000m_CF_2C,C16_4000m_CF_3C,C16_4000m_Cou_fa_4mo_ch,C16_4000m_CF_T,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_CF_T,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_CF_T,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_CF_T
111,323,227,73,28,661,538,410,153,60,1168,2095,1744,625,254,4713,2190,2427,857,286,5761,2294,2730,979,243,6247,1778,2427,824,170,5194,1941,2681,905,214,5733,1286,2121,891,225,4525,1640,1977,705,261,4594,130,154,40,24,353,14585,17151,6175,1821,39725
112,299,218,83,38,642,436,373,146,70,1026,1684,1590,637,223,4141,1459,1649,633,210,3952,1217,1486,536,175,3412,747,952,390,97,2191,674,935,360,60,2033,438,591,264,74,1368,1019,1135,520,227,2900,85,72,34,16,212,8394,9253,3699,1244,22588
113,147,110,67,26,357,239,232,108,61,644,931,865,489,214,2496,901,1065,528,207,2703,866,1059,506,187,2619,615,738,359,96,1800,554,695,354,107,1710,317,417,220,87,1041,650,799,485,236,2177,86,67,38,15,201,5486,6194,3221,1294,16193
114,169,115,49,29,358,271,189,95,37,596,958,856,383,129,2322,843,883,405,147,2287,742,860,352,111,2062,490,617,214,76,1403,471,578,242,83,1370,304,431,230,62,1020,672,756,358,166,1956,62,49,26,8,149,5157,5467,2412,861,13898
115,158,131,52,18,350,252,265,89,41,637,972,1029,391,124,2518,1228,1493,588,184,3497,1560,2192,758,191,4702,1416,1958,672,188,4233,2089,3339,1176,284,6885,2363,4538,1707,468,9076,1251,1866,831,281,4224,93,126,54,17,293,11653,17196,6389,1824,37064
116,450,374,184,95,1103,718,678,303,145,1842,2511,2467,1028,481,6487,2733,3112,1128,476,7445,3034,3669,1156,471,8327,2126,2722,881,307,6030,2258,3353,1037,323,6969,1206,2251,821,296,4571,1428,1805,814,508,4561,164,156,80,66,466,17325,21142,7719,3364,49547
117,238,107,37,5,396,308,185,42,16,549,1015,643,139,44,1850,1088,745,167,43,2047,1261,933,164,39,2400,983,884,155,35,2057,1576,1482,311,58,3424,2292,2135,491,72,4990,923,838,278,61,2095,74,50,22,4,147,10116,8207,1876,397,20590
118,113,66,16,8,201,213,138,41,8,397,752,511,144,34,1435,881,701,194,55,1828,1116,1018,262,57,2453,1002,967,250,46,2259,1792,2061,646,109,4603,3197,4757,1707,302,9957,1169,1541,625,146,3485,89,101,49,9,244,10539,12016,3970,778,27306
119,1170,888,415,272,2754,1568,1401,626,388,3981,4574,4049,1689,890,11203,4229,3826,1451,654,10165,3952,4121,1403,501,9970,2597,3049,987,357,6992,2763,4008,1362,441,8569,2087,3856,1548,416,7910,2717,3025,1431,777,7950,258,281,146,84,767,27772,30021,11782,5245,74823
120,296,192,50,14,562,423,300,71,29,831,1561,1075,279,69,2989,1557,1236,327,92,3210,1824,1621,398,79,3932,1384,1344,339,57,3124,2201,2533,616,117,5462,3120,4838,1387,257,9607,1386,1574,522,127,3617,87,84,30,10,210,14353,15111,4123,890,34482
121,268,188,62,12,524,392,304,67,13,776,1510,1117,256,68,2953,1710,1554,364,87,3711,2356,2234,580,120,5293,1840,1956,508,80,4392,3478,4180,1257,239,9153,6013,9985,3676,668,20340,2289,2956,1260,337,6839,154,184,57,14,410,20539,25092,8195,1656,55487
122,111,79,33,8,236,184,188,40,8,425,911,781,220,55,1967,1137,1182,400,94,2820,1451,1690,529,103,3774,1307,1694,537,88,3626,1977,3018,1045,187,6231,2630,5582,2105,382,10704,1322,1967,805,212,4300,94,137,37,4,272,11322,16478,5823,1168,34793
123,280,245,118,64,703,458,451,191,105,1205,1779,1716,704,377,4574,1918,2224,930,411,5482,2127,2471,911,364,5864,1493,1907,738,261,4395,1636,2217,851,287,4995,927,1580,713,255,3473,1200,1387,714,440,3733,137,138,55,36,367,12323,14662,6093,2695,35779
124,269,168,90,39,559,454,362,136,90,1044,1855,1655,758,333,4607,2073,2360,955,408,5799,2365,2659,1049,375,6448,1858,2163,832,300,5149,1931,2547,999,281,5759,1097,1906,867,330,4191,1324,1581,729,361,3993,165,137,45,20,370,13701,15785,6568,2592,38652
125,864,796,389,222,2269,1251,1143,514,303,3216,3839,3236,1271,746,9090,3704,3170,1091,548,8519,3599,3419,986,437,8434,2334,2484,704,256,5773,2563,3082,927,296,6873,1647,2614,910,319,5500,2034,2257,943,675,5916,198,203,117,74,591,23564,23717,8503,4350,60135
126,203,160,44,3,412,269,216,45,20,547,980,799,217,48,2047,1170,976,270,64,2479,1306,1338,322,61,3028,995,1034,276,54,2364,1500,1925,508,102,4028,1806,3236,1104,211,6354,945,1179,452,100,2682,65,83,27,7,183,9589,11227,3326,684,24831
127,848,807,427,255,2331,981,1177,624,335,3113,3123,3328,1654,764,8877,2809,3325,1464,671,8270,2663,3283,1308,500,7752,1794,2471,997,377,5643,1808,2846,1105,384,6146,987,2014,923,335,4262,1704,2257,1216,671,5837,211,261,154,83,707,18170,23102,10654,4844,56770
128,113,69,22,8,209,206,148,76,19,455,897,728,275,61,1973,1170,1224,463,122,2983,1510,1795,642,136,4082,1330,1923,707,134,4090,1830,2813,1034,196,5866,1781,3473,1462,345,7060,1106,1506,704,192,3517,89,101,43,20,250,10240,13910,5472,1240,30866
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
