SA4_CODE_2016,C11_CFNC_BA_1000_1499,C11_CFNC_BA_1500_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000_mr,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Ne_Nil,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_299,C11_CFNC_BNW_300_399,C11_CFNC_BNW_400_499,C11_CFNC_BNW_500_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_999,C11_CFNC_BNW_1000_1499,C11_CFNC_BNW_1500_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000mr,C11_CFNC_BNW_Ns,C11_CFNC_BNW_T,C11_CFNC_LFns_N,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_299,C11_CFNC_LFns_300_399,C11_CFNC_LFns_400_499,C11_CFNC_LFns_500_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_999,C11_CFNC_LFns_1000_1499,C11_CFNC_LFns_1500_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000m,C11_CFNC_LFns_Ns,C11_CFNC_LFns_T,C11_CFNC_T_N,C11_CFNC_T_1_149,C11_CFNC_T_150_299,C11_CFNC_T_300_399,C11_CFNC_T_400_499,C11_CFNC_T_500_649,C11_CFNC_T_650_799,C11_CFNC_T_800_999,C11_CFNC_T_1000_1499,C11_CFNC_T_1500_1999,C11_CFNC_T_2000_2499,C11_CFNC_T_2500_2999,C11_CFNC_T_3000_3999,C11_CFNC_T_4000m,C11_CFNC_T_Ns,C11_CFNC_T_T,C11_CFC_BFT_N,C11_CFC_BFT_1_149,C11_CFC_BFT_150_299,C11_CFC_BFT_300_399,C11_CFC_BFT_400_499,C11_CFC_BFT_500_649,C11_CFC_BFT_650_799,C11_CFC_BFT_800_999,C11_CFC_BFT_1000_1499,C11_CFC_BFT_1500_1999,C11_CFC_BFT_2000_2499,C11_CFC_BFT_2500_2999,C11_CFC_BFT_3000_3999,C11_CFC_BFT_4000_mr,C11_CFC_BFT_Ns,C11_CFC_BFT_Tot,C11_CFC_BPT_N,C11_CFC_BPT_1_149,C11_CFC_BPT_150_299,C11_CFC_BPT_300_399,C11_CFC_BPT_400_499,C11_CFC_BPT_500_649,C11_CFC_BPT_650_799,C11_CFC_BPT_800_999,C11_CFC_BPT_1000_1499,C11_CFC_BPT_1500_1999,C11_CFC_BPT_2000_2499,C11_CFC_BPT_2500_2999,C11_CFC_BPT_3000_3999,C11_CFC_BPT_4000m,C11_CFC_BPT_Ns,C11_CFC_BPT_T,C11_CFC_1F1P_N,C11_CFC_1F1P_1_149,C11_CFC_1F1P_150_299,C11_CFC_1F1P_300_399,C11_CFC_1F1P_400_499,C11_CFC_1F1P_500_649,C11_CFC_1F1P_650_799,C11_CFC_1F1P_800_999,C11_CFC_1F1P_1000_1499,C11_CFC_1F1P_1500_1999,C11_CFC_1F1P_2000_2499,C11_CFC_1F1P_2500_2999,C11_CFC_1F1P_3000_3999,C11_CFC_1F1P_4000m,C11_CFC_1F1P_Ns,C11_CFC_1F1P_Tot,C11_CF_1E1A_N,C11_CF_1E1A_1_149,C11_CF_1E1A_150_299,C11_CF_1E1A_300_399,C11_CF_1E1A_400_499,C11_CF_1E1A_500_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_999,C11_CF_1E1A_1000_1499,C11_CF_1E1A_1500_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000m,C11_CF_1E1A_Ns,C11_CF_1E1A_T,C11_CF_1F1NW_N,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_299,C11_CF_1F1NW_300_399,C11_CF_1F1NW_400_499,C11_CF_1F1NW_500_649,C11_CF_1F1NW_650_799,C11_CF_1F1NW_800_999,C11_CF_1F1NW_1000_1499,C11_CF_1F1NW_1500_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000mo,C11_CF_1F1NW_Ns,C11_CF_1F1NW_T,C11_CF_1P1NW_N,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_299,C11_CF_1P1NW_300_399,C11_CF_1P1NW_400_499,C11_CF_1P1NW_500_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_999,C11_CF_1P1NW_1000_1499,C11_CF_1P1NW_1500_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000_mr,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_N,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_299,C11_CF_1A1NW_300_399,C11_CF_1A1NW_400_499,C11_CF_1A1NW_500_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_999,C11_CF_1A1NW_1000_1499,C11_CF_1A1NW_1500_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000m,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_N,C11_CF_BA_1_149,C11_CF_BA_150_299,C11_CF_BA_300_399,C11_CF_BA_400_499,C11_CF_BA_500_649,C11_CF_BA_650_799,C11_CF_BA_800_999,C11_CF_BA_1000_1499,C11_CF_BA_1500_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000_more,C11_CF_BA_Ns,C11_CF_BA_Tot,C11_CF_BNW_N,C11_CF_BNW_1_149,C11_CF_BNW_150_299,C11_CF_BNW_300_399,C11_CF_BNW_400_499,C11_CF_BNW_500_649,C11_CF_BNW_650_799,C11_CF_BNW_800_999,C11_CF_BNW_1000_1499,C11_CF_BNW_1500_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000_more,C11_CF_BNW_Ns,C11_CF_BNW_Tot
111,40,46,52,25,35,20,15,265,212,22,513,170,142,5573,2476,2540,1539,434,213,85,75,71,504,14558,10,0,12,4,0,105,41,38,16,12,3,3,0,6,1986,2231,287,42,632,302,333,6279,3413,3979,5302,3982,3582,2160,2398,837,2886,36405,11,3,3,4,3,9,26,72,399,854,1375,1063,1639,930,706,7099,0,0,9,3,6,33,41,109,270,241,213,93,111,53,116,1296,14,9,17,3,15,24,82,249,1664,2581,2539,1659,2259,589,913,12623,3,0,0,0,6,7,23,56,248,367,440,254,380,137,170,2091,16,5,18,12,32,39,197,444,1647,1473,496,1372,432,149,534,6880,6,0,10,27,48,120,181,223,369,243,128,93,50,20,159,1689,3,0,6,3,3,24,40,58,126,103,39,62,28,15,66,579,0,0,0,0,0,5,0,7,49,54,80,47,90,39,67,445,34,12,70,33,78,347,336,337,758,389,186,77,64,24,397,3141
112,47,37,23,13,16,8,30,226,180,27,381,144,129,4271,1866,1889,1139,335,153,76,60,42,400,11103,3,0,5,3,3,108,35,48,24,8,3,3,4,0,1536,1800,267,45,533,279,342,5167,3047,3542,4390,2589,1819,766,838,292,2265,26185,15,11,9,9,7,35,47,114,505,702,756,437,527,205,430,3820,4,0,5,4,18,44,74,184,412,247,150,57,62,28,121,1410,11,6,26,9,14,55,131,319,1592,1456,1049,492,514,134,482,6283,3,3,3,3,5,12,31,58,237,223,170,94,99,30,94,1056,14,3,16,14,32,76,255,507,1247,722,237,352,104,34,296,3923,5,4,16,21,43,166,228,293,406,128,57,49,22,10,139,1600,3,3,7,7,4,31,27,36,105,51,22,15,3,8,53,368,4,0,0,0,0,3,5,13,25,40,33,25,18,8,64,239,37,4,69,46,63,353,300,247,545,204,77,30,15,7,266,2267
113,38,23,12,9,12,3,18,172,93,15,233,83,43,2157,780,775,415,102,58,32,28,23,212,5042,8,0,17,0,3,60,18,28,10,9,3,0,0,0,950,1105,224,41,378,164,197,2651,1520,1797,2582,1902,1388,648,633,232,1431,15789,30,0,12,6,9,23,50,87,457,622,783,448,562,232,467,3788,0,0,4,5,7,11,24,53,103,91,53,32,32,7,44,470,13,12,19,17,19,46,101,246,1192,1174,1004,438,478,102,461,5331,0,0,8,0,3,5,13,32,139,192,156,88,78,23,83,826,15,11,20,14,33,55,220,328,952,571,178,235,57,29,218,2936,6,4,8,12,20,73,79,77,128,81,20,23,13,3,56,597,3,0,4,4,3,5,20,35,62,30,17,6,0,0,52,246,0,0,0,0,0,3,9,6,42,33,28,22,20,11,43,214,20,6,41,24,32,178,126,140,249,96,38,10,10,0,119,1108
114,22,16,17,10,12,6,17,134,120,23,316,104,77,3113,1361,1466,1003,320,161,65,65,58,324,8570,6,3,6,0,4,68,31,29,20,4,3,3,0,0,1084,1260,162,36,399,166,188,3607,1973,2401,2776,1608,1171,632,635,262,1631,17654,9,4,4,0,3,18,25,76,255,399,430,307,419,188,301,2442,3,3,4,5,3,21,27,75,182,111,79,19,41,16,69,647,5,0,10,0,5,27,75,190,841,879,725,377,414,86,353,3992,3,0,4,0,0,12,15,31,113,119,98,60,58,12,67,601,3,0,9,13,9,40,143,262,799,495,167,265,92,24,197,2516,0,3,11,9,25,66,81,124,182,109,40,42,7,4,78,780,0,0,0,0,5,11,23,37,52,31,9,14,7,4,36,226,0,0,0,0,0,3,0,6,22,18,21,17,10,4,34,141,16,4,40,19,28,175,169,165,276,109,30,27,17,11,152,1239
115,9,23,21,14,25,19,16,152,297,19,267,74,69,1314,755,993,803,316,175,90,85,44,177,5497,10,0,12,5,0,32,15,9,5,3,0,5,0,3,871,967,354,31,335,157,178,1577,1199,1707,2412,1911,1911,1596,1909,908,1293,17479,25,4,16,0,4,15,21,81,317,575,1119,1065,2397,2363,805,8821,3,0,4,3,7,14,30,70,173,180,116,112,148,80,110,1054,17,9,19,9,9,35,62,195,943,1464,1728,1538,2738,1050,761,10577,4,3,3,0,0,4,11,28,95,168,206,216,337,209,145,1423,29,5,26,11,35,52,162,283,984,1182,408,2127,681,345,457,6771,3,8,17,17,37,45,86,111,198,169,109,118,93,39,140,1196,0,0,8,3,12,6,12,31,70,50,26,55,22,19,74,380,0,0,0,0,0,0,4,9,33,31,37,30,60,59,73,339,57,22,51,25,40,107,98,99,308,256,171,112,120,64,205,1742
116,23,18,28,14,12,7,22,148,396,34,406,121,77,2732,792,725,336,76,34,13,9,9,219,5989,15,0,17,3,9,85,33,31,19,12,3,3,0,3,995,1218,480,56,510,236,294,3113,1574,1765,3051,2542,2512,1295,1276,376,1554,20634,44,10,20,4,3,16,32,93,707,1568,2607,1759,2312,1098,773,11047,4,4,11,3,13,27,52,101,243,210,146,63,73,32,83,1065,17,22,19,12,24,34,87,265,1635,2154,2025,1062,1290,309,522,9456,9,3,3,3,3,9,22,59,270,330,423,256,291,107,148,1937,28,32,32,40,119,179,567,992,2770,2059,731,1319,420,144,664,10085,9,22,40,77,100,176,250,310,419,242,118,70,51,22,190,2097,9,3,15,15,33,26,56,80,185,109,54,52,23,9,127,791,7,0,3,0,3,7,5,13,47,50,71,60,64,27,79,445,127,39,213,118,113,535,424,412,900,526,258,124,103,53,506,4445
117,23,33,52,27,77,60,10,314,405,33,259,82,59,1593,434,427,276,134,97,63,55,57,150,4125,11,0,10,0,3,38,14,14,11,0,4,5,0,0,2089,2200,504,74,368,199,303,1934,1120,1440,2878,2912,3839,2872,5181,3746,2521,29905,6,7,6,0,0,4,19,52,214,349,565,433,960,1026,264,3906,0,3,3,8,3,27,20,58,119,83,84,59,82,55,45,645,4,7,12,3,4,15,32,126,440,571,721,617,1176,422,227,4368,3,0,0,3,3,4,7,13,88,105,157,125,284,193,55,1026,12,6,12,22,54,60,191,256,742,551,191,916,274,177,191,3661,6,7,13,40,41,82,124,103,145,93,62,65,42,22,65,897,0,3,4,6,10,12,16,27,52,30,24,34,14,11,33,267,0,0,3,0,3,5,3,12,24,23,22,26,42,43,24,214,74,18,56,34,45,174,154,165,388,241,132,83,96,41,217,1913
118,14,16,36,18,57,61,28,253,286,27,244,66,68,1130,543,709,570,324,254,180,201,229,230,5059,13,0,4,4,3,36,14,10,25,8,6,9,7,8,1685,1821,374,67,316,135,194,1370,984,1428,2357,2247,2900,2329,3996,3273,2236,24196,12,7,15,3,3,9,11,36,177,306,587,484,1205,1931,419,5205,0,0,4,0,0,17,20,57,119,120,142,98,151,122,88,948,9,3,10,6,5,11,29,110,421,715,883,995,2170,1280,583,7242,8,0,3,0,0,0,0,8,73,103,167,166,361,358,92,1342,23,3,15,14,27,26,125,184,595,611,265,1956,620,499,378,5350,9,0,13,22,47,41,76,90,169,139,76,110,108,84,119,1089,4,0,3,3,6,3,7,20,39,32,19,94,39,20,66,358,3,0,0,0,0,0,0,8,10,16,28,30,54,64,55,264,70,14,27,24,47,79,99,101,288,174,132,131,138,111,191,1633
119,55,56,37,25,42,21,40,345,1098,110,1143,286,213,6447,2092,1892,1134,346,183,83,67,69,574,15740,31,4,26,5,12,165,43,66,37,12,5,3,4,0,2259,2665,1261,175,1398,600,790,7374,3837,4102,5781,4209,3763,2004,2353,1070,3401,42116,41,19,17,3,5,28,72,233,1130,1779,2525,1618,2661,1892,1093,13115,13,9,22,24,13,113,137,329,526,348,240,132,179,83,221,2375,38,20,23,18,24,97,215,538,2254,2617,2576,1610,2448,847,934,14244,13,3,13,5,12,28,61,104,341,412,433,316,448,203,231,2625,66,48,112,105,373,459,1263,1811,3965,2604,1013,1938,703,318,1032,15802,21,46,148,231,361,558,695,746,946,501,273,196,150,65,439,5375,20,14,23,40,65,82,133,170,323,160,92,88,49,23,249,1519,4,5,3,0,0,13,18,38,95,98,102,71,92,56,162,761,306,109,421,305,360,1256,943,842,1997,1167,653,346,398,147,1246,10505
120,22,27,31,30,51,43,28,244,491,40,417,113,86,2111,651,677,537,236,151,79,76,61,208,5927,9,0,4,3,0,36,21,15,18,10,5,8,0,3,1541,1679,597,68,528,256,276,2472,1410,1683,2873,2552,2829,2158,3519,2604,2055,25877,22,3,10,5,5,11,20,86,298,562,836,707,1571,2198,524,6867,10,0,3,4,4,34,61,89,197,159,156,69,157,102,86,1132,13,7,8,9,9,29,46,154,763,983,1172,1132,2364,1223,498,8400,0,0,0,3,3,16,21,22,123,139,213,191,430,381,118,1678,27,15,20,34,83,70,308,412,1104,987,371,1814,506,298,366,6412,9,9,30,47,82,107,183,176,252,173,116,137,89,53,134,1597,4,5,11,4,11,12,24,23,79,50,28,69,31,27,71,458,0,0,0,0,0,3,5,8,30,29,39,24,75,64,69,345,91,13,93,57,53,202,202,193,517,398,229,130,170,77,314,2742
121,28,31,46,34,85,68,33,340,452,38,360,114,108,1440,963,1493,1624,910,672,389,571,437,329,9902,6,0,5,4,3,31,21,21,13,13,5,7,10,3,2325,2465,549,77,471,216,280,1781,1525,2548,4287,3785,4135,4008,6285,4956,3054,37938,35,3,13,3,3,19,25,87,283,493,928,900,2437,4247,881,10352,5,3,6,4,10,32,36,94,221,169,181,164,262,262,169,1623,20,13,20,8,9,26,59,176,813,1165,1500,2204,4817,2600,1056,14481,3,0,3,0,3,9,22,15,112,156,249,303,607,575,159,2216,38,20,29,12,42,63,206,313,1080,1370,471,5149,1320,994,800,11901,7,9,31,37,67,81,139,135,283,235,168,292,225,182,202,2082,3,4,4,3,4,12,14,22,61,57,34,170,60,47,92,592,3,3,0,0,3,4,3,6,17,35,26,53,98,99,72,415,140,33,97,39,61,137,120,134,430,346,240,278,271,202,297,2820
122,37,13,41,20,46,36,17,221,180,30,222,65,91,1390,875,1290,1141,523,338,211,187,174,298,7019,9,0,10,0,5,29,17,10,18,8,6,3,5,0,1395,1517,246,42,298,146,178,1688,1345,2127,3284,2642,2896,2017,2980,1870,2011,23761,10,0,10,3,3,8,20,66,219,437,751,681,1505,1820,598,6129,3,6,6,5,5,18,25,76,204,197,182,127,186,112,163,1319,24,11,19,6,4,26,65,178,864,1396,1614,1775,3205,1311,838,11334,5,0,5,4,0,0,16,20,96,159,223,195,392,307,126,1542,22,14,19,8,29,22,130,218,754,789,325,2595,593,386,420,6321,3,0,10,16,38,43,69,87,226,170,133,156,128,88,150,1322,4,0,0,9,3,4,14,18,51,38,22,100,21,21,62,363,3,0,0,0,0,0,3,14,25,38,50,32,65,49,66,342,42,11,29,26,16,77,79,90,301,243,166,142,117,87,204,1628
123,33,34,20,12,16,7,17,162,172,25,289,81,73,2208,831,787,432,120,58,20,15,21,197,5313,11,0,13,0,3,38,19,23,18,10,4,6,0,0,922,1059,237,46,351,158,206,2556,1469,1646,2869,2472,2321,1203,1151,346,1458,18485,26,11,5,7,4,4,22,76,495,1047,1714,1214,1609,858,766,7855,0,0,0,4,7,22,25,71,166,141,140,66,58,22,79,813,21,12,12,4,7,33,74,203,1320,1863,1832,974,1242,382,597,8569,4,3,0,0,0,4,18,47,185,280,333,192,237,82,118,1506,13,15,21,14,70,96,363,625,1951,1440,567,915,347,125,576,7133,11,7,32,24,39,110,131,164,311,181,107,69,37,16,131,1366,5,9,3,5,9,17,39,60,116,87,42,50,16,3,94,552,3,3,0,0,0,3,5,7,27,67,65,31,43,28,80,374,59,16,81,50,75,314,285,251,529,300,143,69,59,18,262,2520
124,31,31,40,15,24,10,25,212,179,29,311,107,88,2602,1137,1210,789,200,96,46,55,29,275,7152,3,0,16,4,0,64,20,26,20,8,4,3,0,3,1213,1398,235,46,399,186,256,3097,1891,2427,4018,3404,3163,1605,1643,513,1897,24771,21,7,13,3,3,15,29,84,481,1054,1807,1304,1891,1026,843,8579,0,0,3,4,11,24,40,108,223,196,195,96,70,26,82,1083,6,17,7,5,13,43,91,262,1668,2280,2340,1344,1638,460,848,11016,5,0,3,0,3,14,20,53,243,363,433,258,278,108,175,1953,24,13,26,14,38,73,311,595,2151,1694,639,1198,416,154,604,7955,5,3,20,22,36,82,150,158,390,192,116,100,66,14,136,1489,3,0,5,4,4,12,35,53,138,106,33,52,23,7,94,570,5,0,3,0,0,4,4,7,44,67,82,48,52,24,105,452,44,9,67,65,59,244,275,274,550,333,169,78,66,20,293,2552
125,49,29,40,19,25,14,27,243,777,70,708,230,126,3796,1314,1282,787,248,105,44,38,27,328,9881,22,0,17,12,15,79,35,32,33,4,6,3,0,0,1633,1883,899,114,900,453,598,4388,2613,2942,4680,3365,3186,1861,2191,732,2372,31298,32,11,20,6,3,17,45,177,759,1323,2054,1326,2055,1382,715,9927,12,4,19,12,17,84,133,185,349,231,171,96,95,44,132,1590,26,16,25,8,9,66,134,342,1518,1785,1756,1126,1560,498,588,9447,6,3,9,0,8,24,30,77,248,258,362,231,326,164,144,1884,55,29,67,92,241,321,1046,1417,3374,2319,771,1681,540,221,699,12872,26,33,101,153,256,418,539,529,682,373,189,128,115,35,309,3879,13,7,31,25,56,70,103,128,235,143,53,61,36,14,203,1158,3,3,3,0,0,5,11,28,71,55,57,45,50,28,103,471,285,93,370,250,276,1128,807,714,1364,848,452,262,228,92,891,8069
126,10,15,15,10,15,15,13,103,367,28,279,64,45,1230,602,730,552,262,155,76,74,48,155,4673,6,0,5,3,0,25,13,18,8,6,4,3,0,0,756,851,408,54,339,121,182,1425,1003,1302,1916,1520,1618,1178,1676,979,1062,14777,10,0,3,4,0,7,11,53,240,377,631,564,1279,1535,420,5124,3,0,3,0,0,22,42,66,129,126,98,64,116,66,75,814,6,5,7,3,7,24,52,113,504,685,830,904,1803,793,450,6170,0,0,0,0,4,3,9,28,52,90,124,123,208,187,49,881,19,7,21,8,52,52,184,241,778,762,263,1415,422,279,287,4788,11,9,20,19,51,64,92,119,191,116,75,97,79,49,89,1073,0,0,3,4,6,13,14,18,49,26,20,41,19,10,37,265,0,0,0,0,0,0,0,8,13,14,31,12,47,35,36,208,89,16,53,28,51,93,120,124,284,229,113,109,118,59,159,1641
127,25,31,31,18,9,4,31,178,475,62,712,168,125,4364,981,911,403,106,61,29,23,22,341,8788,20,3,16,7,3,111,33,37,26,11,3,4,0,3,1146,1416,590,97,834,293,401,4880,1876,2118,3082,2201,2028,883,897,264,1900,22339,51,21,13,4,9,30,67,193,951,1559,2257,1348,1823,940,863,10135,10,3,9,13,9,87,104,155,295,235,157,71,79,34,124,1389,30,11,22,5,20,61,150,350,1627,1888,1697,934,1043,350,648,8825,19,4,5,3,13,14,34,65,248,302,334,203,250,93,170,1754,51,29,43,61,203,251,977,1346,3246,1904,881,1077,480,170,853,11572,25,26,92,140,187,460,480,476,675,352,174,120,75,29,295,3613,11,3,24,31,31,59,101,144,263,133,73,57,37,14,243,1219,3,0,0,0,0,6,7,19,85,78,86,44,66,26,111,547,231,89,429,220,218,1445,991,959,1880,1091,520,261,264,84,1054,9726
128,19,22,32,21,29,14,13,163,169,15,242,72,73,1745,1116,1410,964,332,174,105,73,70,244,6802,4,0,0,3,0,39,14,17,15,6,0,3,3,0,1029,1136,209,29,288,130,167,2006,1598,2106,2693,2233,2403,1742,2120,926,1533,20187,15,3,10,4,0,9,16,42,222,472,868,828,1677,1478,605,6231,0,0,0,5,7,8,24,53,171,148,167,84,147,70,106,992,17,5,22,5,10,18,52,145,890,1578,2006,1600,2623,924,884,10767,6,7,0,0,0,3,16,34,117,186,256,233,441,173,156,1627,9,8,7,7,24,35,115,232,824,935,365,1488,487,255,427,5228,0,3,6,5,17,44,55,83,181,147,90,117,105,44,122,1038,0,4,0,0,8,5,11,21,61,42,26,74,23,9,56,338,3,0,0,0,0,0,3,6,26,35,49,44,69,48,48,337,28,8,34,15,23,83,95,92,324,242,175,93,107,44,182,1552
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
