SA4_CODE_2016,C11_45_49_Mar_DFM_M,C11_45_49_Mar_DFM_F,C11_45_49_N_mar_M,C11_45_49_N_mar_F,C11_45_49_T_M,C11_45_49_T_F,C11_45_49_T_P,C11_50_54_Mar_RegM_M,C11_50_54_Mar_RegM_F,C11_50_54_Mar_DFM_M,C11_50_54_Mar_DFM_F,C11_50_54_N_mar_M,C11_50_54_N_mar_F,C11_50_54_T_M,C11_50_54_T_F,C11_50_54_T_P,C11_55_59_Mar_RegM_M,C11_55_59_Mar_RegM_F,C11_55_59_Mar_DFM_M,C11_55_59_Mar_DFM_F,C11_55_59_N_mar_M,C11_55_59_N_mar_F,C11_55_59_T_M,C11_55_59_T_F,C11_55_59_T_P,C11_60_64_Mar_RegM_M,C11_60_64_Mar_RegM_F,C11_60_64_Mar_DFM_M,C11_60_64_Mar_DFM_F,C11_60_64_N_mar_M,C11_60_64_N_mar_F,C11_60_64_T_M,C11_60_64_T_F,C11_60_64_T_P,C11_65_69_Mar_RegM_M,C11_65_69_Mar_RegM_F,C11_65_69_Mar_DFM_M,C11_65_69_Mar_DFM_F,C11_65_69_N_mar_M,C11_65_69_N_mar_F,C11_65_69_T_M,C11_65_69_T_F,C11_65_69_T_P,C11_70_74_Mar_RegM_M,C11_70_74_Mar_RegM_F,C11_70_74_Mar_DFM_M,C11_70_74_Mar_DFM_F,C11_70_74_N_mar_M,C11_70_74_N_mar_F,C11_70_74_T_M,C11_70_74_T_F,C11_70_74_T_P,C11_75_79_Mar_RegM_M,C11_75_79_Mar_RegM_F,C11_75_79_Mar_DFM_M,C11_75_79_Mar_DFM_F,C11_75_79_N_mar_M,C11_75_79_N_mar_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Mar_RegM_M,C11_80_84_Mar_RegM_F,C11_80_84_Mar_DFM_M,C11_80_84_Mar_DFM_F,C11_80_84_N_mar_M,C11_80_84_N_mar_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Mar_RegM_M,C11_85o_Mar_RegM_F,C11_85o_Mar_DFM_M,C11_85o_Mar_DFM_F,C11_85o_N_mar_M,C11_85o_N_mar_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_T_Marr_reg_marr_M,C11_T_Marr_reg_marr_F,C11_T_Mar_de_fa_mar_M,C11_T_Mar_de_fa_mar_F,C11_Tot_N_mar_M,C11_Tot_N_mar_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P,C16_15_19_Mar_RegM_M,C16_15_19_Mar_RegM_F,C16_15_19_Mar_DFM_M,C16_15_19_Mar_DFM_F,C16_15_19_N_mar_M,C16_15_19_N_mar_F,C16_15_19_T_M,C16_15_19_T_F,C16_15_19_T_P,C16_20_24_Mar_RegM_M,C16_20_24_Mar_RegM_F,C16_20_24_Mar_DFM_M,C16_20_24_Mar_DFM_F,C16_20_24_N_mar_M,C16_20_24_N_mar_F,C16_20_24_T_M,C16_20_24_T_F,C16_20_24_T_P,C16_25_29_Mar_RegM_M,C16_25_29_Mar_RegM_F,C16_25_29_Mar_DFM_M,C16_25_29_Mar_DFM_F,C16_25_29_N_mar_M,C16_25_29_N_mar_F,C16_25_29_T_M,C16_25_29_T_F,C16_25_29_T_P,C16_30_34_Mar_RegM_M,C16_30_34_Mar_RegM_F,C16_30_34_Mar_DFM_M,C16_30_34_Mar_DFM_F,C16_30_34_N_mar_M,C16_30_34_N_mar_F,C16_30_34_T_M,C16_30_34_T_F,C16_30_34_T_P,C16_35_39_Mar_RegM_M,C16_35_39_Mar_RegM_F,C16_35_39_Mar_DFM_M,C16_35_39_Mar_DFM_F,C16_35_39_N_mar_M,C16_35_39_N_mar_F,C16_35_39_T_M,C16_35_39_T_F,C16_35_39_T_P,C16_40_44_Mar_RegM_M,C16_40_44_Mar_RegM_F,C16_40_44_Mar_DFM_M,C16_40_44_Mar_DFM_F,C16_40_44_N_mar_M,C16_40_44_N_mar_F,C16_40_44_T_M,C16_40_44_T_F,C16_40_44_T_P,C16_45_49_Mar_RegM_M,C16_45_49_Mar_RegM_F,C16_45_49_Mar_DFM_M,C16_45_49_Mar_DFM_F,C16_45_49_N_mar_M,C16_45_49_N_mar_F,C16_45_49_T_M,C16_45_49_T_F,C16_45_49_T_P,C16_50_54_Mar_RegM_M,C16_50_54_Mar_RegM_F,C16_50_54_Mar_DFM_M,C16_50_54_Mar_DFM_F,C16_50_54_N_mar_M,C16_50_54_N_mar_F,C16_50_54_T_M,C16_50_54_T_F,C16_50_54_T_P,C16_55_59_Mar_RegM_M,C16_55_59_Mar_RegM_F,C16_55_59_Mar_DFM_M,C16_55_59_Mar_DFM_F,C16_55_59_N_mar_M,C16_55_59_N_mar_F,C16_55_59_T_M,C16_55_59_T_F,C16_55_59_T_P,C16_60_64_Mar_RegM_M,C16_60_64_Mar_RegM_F,C16_60_64_Mar_DFM_M,C16_60_64_Mar_DFM_F,C16_60_64_N_mar_M,C16_60_64_N_mar_F,C16_60_64_T_M,C16_60_64_T_F,C16_60_64_T_P,C16_65_69_Mar_RegM_M,C16_65_69_Mar_RegM_F,C16_65_69_Mar_DFM_M,C16_65_69_Mar_DFM_F,C16_65_69_N_mar_M,C16_65_69_N_mar_F,C16_65_69_T_M,C16_65_69_T_F,C16_65_69_T_P,C16_70_74_Mar_RegM_M,C16_70_74_Mar_RegM_F,C16_70_74_Mar_DFM_M,C16_70_74_Mar_DFM_F,C16_70_74_N_mar_M,C16_70_74_N_mar_F,C16_70_74_T_M,C16_70_74_T_F,C16_70_74_T_P,C16_75_79_Mar_RegM_M,C16_75_79_Mar_RegM_F,C16_75_79_Mar_DFM_M,C16_75_79_Mar_DFM_F
111,1009,1017,3169,3413,10332,11172,21510,6637,6803,875,867,3054,3500,10564,11166,21728,6327,6518,684,576,2700,3226,9707,10321,20028,6417,6095,456,398,2172,3116,9042,9612,18651,5291,4773,290,226,1709,2770,7289,7773,15063,4096,3607,147,117,1302,2634,5542,6356,11902,3189,2495,83,40,1086,2818,4360,5354,9713,2241,1610,37,22,1106,2995,3379,4634,8007,1337,655,20,8,985,3015,2339,3675,6017,60213,61304,11769,12207,50614,58077,122594,131595,254186,6,7,75,188,10062,9202,10142,9401,19543,216,485,1238,1844,9456,8201,10904,10531,21432,1915,3006,2623,2904,5685,4634,10218,10542,20758,4768,5705,2094,1927,3464,3064,10326,10692,21013,5376,5989,1464,1516,2568,2829,9408,10337,19744,5986,6470,1324,1420,2790,3190,10104,11077,21180,5939,6328,1324,1262,3097,3450,10360,11040,21400,5960,6413,1055,1074,3214,3607,10232,11094,21330,6354,6464,911,893,3096,3693,10359,11050,21409,6106,6049,685,553,2612,3477,9406,10077,19485,6022,5560,476,418,2112,3434,8610,9410,18024,4842,4309,305,230,1656,3048,6804,7589,14392,3465,2746,172,108
112,978,1026,2240,2819,7041,8026,15066,4209,4583,884,959,2613,3018,7708,8566,16270,4369,4435,803,668,2416,2738,7583,7837,15422,4493,4152,614,458,1950,2400,7054,7017,14069,3617,3409,323,214,1372,1953,5316,5577,10896,3037,2708,147,111,1038,1846,4219,4670,8894,2430,1993,93,55,892,2058,3423,4106,7529,1899,1179,44,27,789,2100,2732,3309,6042,1012,478,27,9,784,2201,1821,2688,4514,38162,38895,8694,9043,32222,38724,79075,86662,165741,10,15,53,121,6260,5857,6322,5997,12314,104,225,609,833,3816,3338,4524,4394,8925,780,1234,994,1198,2473,2161,4245,4602,8846,1925,2559,1075,1169,1794,1778,4790,5504,10294,2592,3068,1058,1108,1558,1939,5211,6111,11321,3235,3634,1102,1149,1834,2323,6171,7111,13278,3372,3802,1016,1086,2130,2639,6518,7528,14045,3690,3971,1008,1029,2424,2936,7124,7936,15060,4182,4483,948,952,2698,3200,7831,8637,16467,4390,4458,828,643,2510,3027,7726,8129,15856,4600,4031,584,456,2156,2696,7340,7182,14530,3532,3124,323,230,1448,2292,5305,5642,10948,2637,2144,159,109
113,435,421,1158,1163,4599,4642,9241,3068,3163,377,341,1190,1213,4634,4717,9352,2873,2870,278,222,1118,1089,4272,4183,8459,2792,2579,160,140,953,1036,3906,3756,7663,2114,1953,102,65,724,949,2934,2966,5907,1763,1535,64,31,627,1021,2457,2591,5045,1324,990,24,16,482,1053,1829,2057,3890,855,494,15,16,425,1141,1292,1654,2943,449,201,8,8,313,1099,766,1310,2080,26453,26835,4816,5002,19314,21211,50576,53053,103625,0,6,62,150,4359,3824,4419,3982,8400,112,259,720,1021,2952,2649,3790,3929,7715,933,1392,1024,1057,1935,1738,3897,4188,8087,1961,2337,694,715,1236,1167,3890,4216,8106,2160,2460,505,479,1004,992,3678,3933,7607,2480,2633,465,488,1084,1140,4034,4258,8295,2530,2787,433,450,1161,1243,4124,4481,8606,2781,2876,421,429,1212,1225,4407,4529,8937,2893,2962,372,334,1231,1328,4501,4617,9120,2714,2557,248,208,1103,1184,4067,3948,8017,2476,2284,170,123,913,1186,3560,3587,7149,1874,1689,93,74,687,1094,2655,2852,5507,1500,1191,55,25
114,451,484,1076,1307,3961,4440,8400,2628,2893,429,427,1216,1353,4279,4665,8943,2592,2824,342,304,1062,1271,3992,4396,8391,3155,3262,266,275,1003,1336,4430,4876,9306,2958,2806,206,151,854,1320,4019,4270,8294,2474,2146,106,68,776,1232,3356,3449,6799,1867,1382,55,32,586,1286,2516,2696,5208,1226,805,29,14,481,1215,1748,2031,3777,636,281,7,6,449,1191,1091,1483,2572,25712,26163,4307,4452,17107,20715,47124,51330,98449,3,4,41,79,3575,3478,3621,3562,7177,108,205,429,648,2246,1714,2777,2567,5350,589,960,685,748,1404,1145,2681,2851,5531,1341,1581,571,602,882,845,2791,3023,5821,1577,1845,475,493,752,869,2800,3200,6001,1986,2241,520,532,934,1108,3433,3885,7314,2126,2435,519,520,1035,1315,3680,4271,7952,2392,2567,522,547,1191,1435,4106,4542,8652,2756,2967,461,450,1346,1601,4557,5018,9576,2900,3191,404,356,1254,1497,4562,5045,9609,3515,3435,316,286,1221,1699,5045,5417,10465,3005,2613,230,155,938,1666,4175,4444,8612,2209,1733,121,74
115,408,401,896,1334,7595,8207,15798,6008,6074,375,347,857,1309,7242,7735,14978,5398,5232,267,236,693,1203,6357,6670,13025,5023,4565,196,159,663,1217,5886,5941,11822,3703,2945,114,79,532,1147,4345,4175,8521,2356,1780,56,27,340,889,2751,2691,5450,1364,919,21,11,303,850,1689,1787,3476,870,499,10,9,278,933,1151,1433,2588,444,199,11,6,278,1030,735,1233,1964,46454,47335,3507,3605,25450,28505,75408,79436,154846,8,0,15,33,8258,7592,8273,7631,15906,108,209,236,337,6603,5798,6950,6343,13293,972,1580,526,596,3699,2763,5203,4940,10143,3102,4217,485,467,1652,1320,5243,6003,11253,5045,6069,423,470,1039,1046,6499,7583,14089,6361,6944,513,542,948,1199,7820,8690,16509,6345,6786,515,542,1019,1399,7875,8722,16602,6168,6014,481,450,940,1351,7584,7813,15401,5597,5478,384,373,838,1388,6821,7234,14056,4986,4568,270,256,690,1367,5944,6189,12134,4354,3923,211,140,677,1434,5247,5500,10749,3214,2493,124,74,519,1334,3850,3899,7754,1938,1424,55,33
116,668,615,2150,2698,9678,9933,19612,6155,5863,444,463,1986,2642,8586,8970,17558,5421,5067,348,297,1677,2472,7446,7835,15279,4845,4226,217,129,1332,2342,6391,6695,13086,3384,2568,121,75,989,1841,4488,4481,8972,2236,1582,44,33,666,1634,2940,3240,6181,1400,888,26,14,557,1576,1984,2472,4457,794,453,12,5,454,1213,1261,1673,2928,358,163,12,3,265,1047,632,1205,1838,56203,56667,6516,6724,42925,48041,105650,111438,217086,4,23,54,105,11388,10549,11447,10673,22122,316,863,631,884,9907,8546,10854,10287,21141,2816,4979,1322,1398,6641,5287,10776,11663,22439,7363,9294,1132,1235,3967,3257,12462,13785,26246,9153,9300,985,973,2636,2632,12771,12907,25679,8133,7832,882,901,2303,2836,11321,11573,22890,6873,6792,826,835,2326,2892,10028,10522,20546,6515,6193,696,628,2176,2831,9387,9651,19039,5784,5407,522,505,2002,2886,8304,8799,17099,5094,4552,347,299,1606,2647,7051,7497,14547,4268,3575,252,170,1327,2506,5841,6250,12088,2789,1992,142,103,876,1969,3805,4058,7869,1768,1121,71,37
117,1597,900,3371,2883,7831,6444,14278,2470,2384,1086,635,2919,2722,6472,5741,12215,2260,2313,760,471,2302,2556,5331,5340,10672,2182,1962,541,258,1975,2197,4706,4422,9128,1707,1468,224,102,1489,1746,3417,3318,6734,1428,1148,87,38,1048,1461,2561,2647,5213,1058,778,43,8,778,1270,1887,2062,3942,718,383,11,5,533,1136,1259,1527,2784,351,124,6,3,355,1068,714,1196,1906,29907,30120,18377,14510,52953,52759,101239,97394,198629,8,14,79,114,4826,5129,4913,5256,10170,236,579,1485,2085,11649,13098,13371,15760,29135,2194,3247,5056,5532,12782,11775,20033,20557,40585,5381,6097,5122,4108,8248,7401,18746,17605,36347,5093,5078,3231,2242,4878,4537,13200,11852,25052,4062,3945,2376,1507,3894,3615,10331,9066,19401,3094,3116,1954,1229,3558,3172,8610,7522,16125,2786,2677,1521,825,3101,2946,7412,6451,13865,2472,2315,1032,601,2768,2872,6272,5786,12054,2175,2144,670,416,2072,2544,4915,5100,10019,2019,1778,460,242,1730,2244,4213,4261,8473,1500,1243,191,111,1219,1710,2911,3062,5978,1173,833,96,61
118,874,679,1850,2542,6850,7355,14211,3589,3649,623,508,1765,2394,5975,6554,12529,3150,3155,478,369,1561,2223,5194,5746,10934,3261,3027,381,258,1465,2337,5112,5624,10737,2525,2280,230,139,1057,1910,3817,4322,8144,2002,1705,107,50,801,1723,2902,3478,6386,1592,1122,46,14,595,1646,2234,2780,5018,1238,771,28,14,571,1815,1836,2597,4436,849,355,20,9,659,2243,1531,2608,4131,36559,37035,11223,10762,37628,46949,85413,94744,180155,0,3,29,51,5419,5339,5453,5395,10842,51,149,567,930,7937,7981,8551,9059,17612,922,1586,2548,3299,7062,7019,10535,11907,22439,3475,4518,3052,2807,4289,4554,10811,11879,22696,4804,5384,1992,1677,2577,2929,9379,9999,19372,4924,5047,1348,1194,1965,2587,8241,8819,17065,4430,4549,1094,917,1853,2611,7377,8074,15449,3971,3872,835,661,1783,2468,6587,7003,13590,3400,3367,618,492,1638,2359,5654,6222,11880,2900,2837,463,347,1426,2215,4787,5397,10183,2932,2690,353,240,1281,2292,4570,5214,9786,2284,2011,230,145,964,1963,3483,4119,7604,1711,1365,128,70
119,932,851,4116,5200,16481,17297,33783,10678,10244,822,731,3897,5264,15393,16242,31634,9179,8715,576,465,3277,4727,13033,13915,26947,8590,7670,415,290,2934,4250,11932,12210,24143,6860,5684,225,133,2151,3596,9231,9418,18646,5586,4690,120,58,1643,3454,7345,8200,15546,4619,3341,56,34,1373,3628,6050,7003,13059,3228,1857,31,19,1295,3876,4550,5746,10295,1866,832,13,14,1283,4251,3167,5093,8258,101172,101909,8737,8696,79793,89566,189707,200171,389876,10,103,30,70,16566,15712,16606,15877,32488,755,2517,691,1070,18379,15088,19825,18673,38498,5359,9065,2053,2307,14680,10774,22084,22149,44236,11534,13419,1854,1842,8071,6384,21460,21650,43105,12156,12344,1378,1399,5028,4852,18570,18594,37165,11348,11739,1285,1293,4307,5076,16937,18108,35044,10817,11106,1136,1134,4205,5297,16154,17530,33686,10872,10255,1044,965,4308,5757,16226,16978,33201,9944,9343,936,803,3971,5687,14855,15826,30686,8509,7886,652,533,3265,5085,12424,13493,25916,7530,6515,486,344,2773,4389,10794,11246,22036,5904,4686,296,162,2024,3778,8224,8627,16851,4591,3487,186,102
120,896,881,2024,3071,8143,9286,17434,4696,4623,670,635,1901,2753,7263,8013,15277,4095,3980,549,498,1538,2686,6183,7164,13347,3752,3473,395,328,1448,2397,5589,6207,11796,2761,2387,204,121,1069,1864,4031,4371,8396,2232,1892,100,43,786,1747,3115,3678,6796,1881,1318,49,20,628,1728,2561,3066,5623,1354,707,18,13,576,1727,1944,2447,4391,708,294,17,10,499,1804,1218,2100,3319,46418,46987,9192,9282,38918,47509,94534,103773,198304,0,19,31,43,6412,6251,6450,6309,12757,240,594,685,981,9294,8701,10221,10272,20495,2365,3745,2100,2442,8448,6903,12910,13081,25998,5929,6851,1953,1907,4428,3957,12307,12716,25027,6375,6531,1354,1312,2652,2864,10379,10707,21083,6001,6240,1214,1156,2118,2921,9330,10310,19643,5344,5537,980,1034,2092,3049,8416,9617,18041,5146,5040,884,864,2058,3156,8086,9059,17145,4451,4310,673,635,1843,2905,6963,7846,14816,3794,3520,523,485,1497,2743,5819,6751,12566,3364,3120,366,306,1274,2382,5001,5809,10807,2505,2073,185,112,910,1961,3604,4148,7755,1939,1465,95,56
121,933,830,2030,3273,12263,13829,26085,8472,8412,770,664,2076,3355,11316,12441,23755,7072,6962,551,530,1799,3158,9423,10643,20068,6746,6451,498,328,1674,3186,8917,9967,18886,5459,4640,298,152,1236,2715,6988,7511,14496,3891,3246,152,80,953,2360,4995,5689,10687,2956,2175,65,25,708,2291,3735,4491,8221,2108,1438,35,6,765,2540,2909,3982,6892,1476,720,25,9,861,3256,2363,3974,6339,74214,75675,10356,10033,46427,60684,130991,146393,277387,0,6,24,52,10971,10480,10994,10538,21528,142,376,576,891,9094,8833,9816,10097,19913,1965,3241,2425,2801,6432,6111,10822,12158,22983,6928,8680,2292,2226,4147,4002,13363,14906,28274,9462,10583,1622,1443,2760,3331,13847,15363,29208,10139,10752,1259,1268,2351,3374,13745,15395,29138,9738,10282,1091,1085,2210,3563,13042,14931,27978,8863,8916,982,871,2139,3536,11982,13319,25303,7706,7390,786,672,1989,3551,10482,11613,22098,6473,6195,561,432,1691,3312,8720,9937,18661,6115,5696,457,314,1496,3288,8070,9301,17366,4839,4114,249,160,1130,2850,6227,7116,13344,3476,2648,164,74
122,780,806,1678,2080,8240,8714,16956,4989,4990,656,548,1472,1980,7114,7519,14639,4296,4237,435,422,1302,1860,6040,6522,12558,4172,3867,363,248,1179,1827,5716,5950,11669,3495,3270,217,126,864,1700,4587,5093,9677,2798,2239,100,51,634,1512,3536,3802,7334,1940,1498,34,15,522,1549,2494,3064,5554,1452,977,28,15,532,1805,2011,2792,4807,916,436,14,8,726,2254,1657,2700,4360,46013,46765,8024,8188,29699,34906,83739,89865,173597,0,3,15,31,7024,6458,7035,6496,13533,85,192,348,638,5437,4627,5871,5456,11326,857,1495,1371,1759,3635,2944,5867,6200,12067,3067,4192,1583,1598,2221,1933,6877,7723,14603,5028,5770,1286,1223,1628,1571,7939,8563,16495,6394,6809,1172,1135,1495,1806,9059,9741,18800,6074,6473,964,985,1603,2056,8642,9510,18156,5586,5439,852,807,1632,2148,8062,8386,16453,4712,4531,649,538,1478,2060,6834,7133,13962,4001,3864,451,386,1212,1922,5660,6169,11832,3755,3494,335,245,1083,1911,5172,5645,10821,3197,2815,202,118,874,1868,4272,4800,9073,2388,1743,92,58
123,658,646,1578,2143,7408,8145,15554,5357,5380,509,530,1442,2071,7303,7980,15285,4902,4608,405,335,1291,2050,6600,6997,13593,4478,3839,276,196,1131,1891,5891,5935,11823,2911,2255,121,92,771,1403,3806,3755,7557,1836,1392,56,29,518,1179,2404,2596,5002,1153,723,18,20,379,1085,1554,1829,3376,630,394,17,10,303,961,946,1374,2316,331,166,10,0,233,853,570,1022,1591,42904,43385,6580,6798,32073,37165,81551,87351,168910,4,15,54,118,8563,8095,8621,8222,16845,236,579,753,1104,7032,6333,8027,8015,16042,1971,3281,1387,1511,4354,3612,7708,8393,16103,4597,5758,1172,1189,2620,2453,8394,9397,17792,5254,5569,965,970,1864,2123,8081,8665,16752,5548,5613,934,924,1833,2359,8315,8896,17216,5160,5205,823,808,1692,2237,7681,8252,15929,5075,5078,692,736,1645,2362,7413,8175,15583,5059,4957,592,495,1502,2202,7151,7650,14802,4528,4086,403,358,1266,2184,6197,6634,12829,3931,3284,270,227,1116,2046,5317,5552,10870,2549,1964,142,103,776,1525,3467,3589,7061,1532,1077,83,41
124,912,932,2171,2801,8877,9837,18713,6140,6544,710,750,2136,2821,8990,10115,19109,5928,5592,559,510,1933,2694,8418,8795,17213,5523,4883,427,351,1657,2595,7604,7832,15435,3671,3018,207,135,1198,2090,5077,5241,10320,2447,1917,91,51,785,1784,3325,3746,7066,1605,1090,55,24,593,1661,2255,2772,5030,941,575,25,12,530,1473,1487,2057,3547,506,255,13,6,438,1522,958,1789,2746,51062,51760,9396,9818,39658,46444,100118,108023,208136,3,9,88,167,9523,8827,9614,9000,18611,294,613,990,1462,7775,6766,9066,8842,17908,2193,3310,1986,2174,4793,4080,8972,9559,18535,4792,5618,1613,1628,2897,2765,9305,10006,19311,5423,5860,1319,1361,2278,2417,9024,9637,18657,5741,5986,1273,1223,2309,2786,9325,9990,19316,5544,5810,1142,1138,2348,2913,9030,9864,18894,5500,5653,955,950,2295,2923,8748,9521,18272,5623,5928,760,738,2231,3109,8614,9777,18388,5409,4981,548,488,1952,2870,7912,8335,16243,4862,4172,424,327,1644,2822,6929,7323,14255,3195,2519,205,158,1156,2202,4551,4882,9431,1971,1421,102,55
125,600,566,3026,3562,11821,12120,23941,7540,7028,506,459,2807,3741,10851,11230,22085,6485,6105,385,334,2418,3326,9281,9768,19051,5855,5167,260,180,2071,3012,8182,8360,16537,4658,3801,136,90,1380,2337,6176,6223,12401,3535,2779,78,42,1122,2227,4736,5047,9782,2615,1751,39,17,895,2237,3548,4005,7554,1691,980,16,12,785,2357,2496,3346,5837,853,402,6,4,721,2388,1586,2798,4378,75238,75683,6375,6399,60828,63721,142447,145803,288255,7,59,28,58,11899,11040,11934,11159,23091,609,1952,549,803,14542,10759,15705,13512,29218,5012,9051,1438,1634,12871,8062,19320,18748,38064,12190,14031,1318,1321,7829,4982,21341,20336,41683,12055,11245,967,922,4748,3690,17775,15854,33628,9281,8852,879,811,3723,3663,13877,13331,27206,8054,7917,732,714,3299,3823,12085,12455,24536,7743,7370,653,713,3261,3935,11657,12014,23676,7076,6426,594,539,2920,4027,10595,10999,21587,6071,5458,450,318,2346,3632,8864,9403,18273,5200,4400,308,191,1851,3044,7359,7639,14995,3945,3103,165,110,1257,2433,5356,5651,11010,2849,2055,98,60
126,306,290,1051,1428,5445,5835,11282,3723,3847,238,223,1001,1418,4962,5490,10447,3239,3102,210,174,901,1473,4341,4747,9089,2970,2629,151,120,805,1323,3923,4073,8000,2119,1859,89,48,505,1129,2715,3031,5751,1714,1492,29,16,433,1147,2183,2659,4834,1417,1074,22,10,376,1112,1814,2192,4011,1070,662,10,3,373,1334,1455,2000,3452,574,274,3,4,454,1507,1031,1788,2817,32627,33033,3278,3286,23120,28474,59020,64790,123815,3,6,21,30,5031,4595,5053,4626,9685,95,261,354,499,5848,5613,6291,6379,12663,1345,2153,881,926,4166,3665,6394,6740,13131,3717,4304,677,656,2216,1925,6610,6890,13501,4292,4575,476,460,1375,1407,6139,6439,12581,4184,4305,405,413,1055,1358,5647,6073,11714,3797,4161,349,339,1018,1444,5159,5938,11101,3976,3903,307,307,1094,1520,5376,5733,11110,3520,3532,228,234,1056,1572,4810,5330,10137,3064,2934,202,191,890,1564,4161,4683,8843,2776,2371,162,102,708,1346,3646,3822,7472,1933,1599,100,57,485,1115,2519,2765,5284,1442,1169,45,28
127,630,598,2890,3537,12278,12420,24697,8181,7898,493,430,2705,3678,11374,12008,23383,7166,6641,303,282,1963,3151,9431,10073,19507,6187,5233,230,160,1633,2686,8049,8079,16132,4409,3344,103,72,1140,2103,5657,5521,11180,3309,2441,56,31,944,2198,4309,4669,8978,2298,1456,44,19,727,2118,3063,3590,6656,1390,656,13,7,592,1836,1993,2506,4497,610,229,7,5,458,1440,1080,1679,2754,67147,67618,5264,5356,55610,61744,128028,134715,262740,10,71,41,69,14115,13059,14166,13205,27370,513,1498,479,674,12886,11386,13881,13554,27434,2967,5254,1055,1259,8685,7059,12703,13568,26270,6525,8462,995,1080,5235,4445,12747,13980,26733,7526,8503,907,977,3706,3739,12135,13215,25353,8080,8790,894,933,3320,3803,12299,13529,25825,8405,8242,847,831,3054,4048,12303,13120,25421,8619,7877,823,752,3115,3926,12558,12557,25111,7886,7386,685,561,2836,3975,11414,11917,23337,6686,6003,442,416,2032,3442,9159,9860,19016,5503,4536,330,208,1579,2975,7414,7716,15134,3937,2796,164,110,1058,2369,5158,5272,10438,2728,1817,102,57
128,485,512,1396,1765,6761,7440,14204,5044,5152,433,424,1397,1783,6879,7359,14240,4682,4558,349,294,1125,1570,6157,6415,12575,4389,3985,261,168,947,1573,5604,5727,11329,3348,2933,113,110,692,1433,4151,4480,8632,2361,2000,59,35,525,1257,2941,3295,6243,1771,1424,26,12,485,1362,2287,2801,5085,1398,938,21,12,480,1697,1904,2638,4540,739,359,6,7,506,1700,1251,2061,3313,42694,43345,5639,5744,27677,32808,76008,81890,157904,3,3,24,48,6387,6037,6405,6086,12493,99,193,315,557,5606,4976,6012,5723,11739,1042,1704,1199,1368,3388,2775,5633,5846,11478,3125,3959,1037,1024,1771,1547,5926,6532,12457,4336,4857,772,709,1301,1271,6408,6842,13250,5054,5405,712,768,1386,1587,7146,7756,14905,4819,5154,664,637,1397,1774,6881,7562,14443,4677,4825,609,560,1474,1808,6760,7196,13961,4715,4739,467,423,1353,1866,6542,7032,13569,4329,4075,333,301,1070,1648,5737,6015,11754,3872,3442,219,157,868,1667,4957,5270,10230,2953,2519,123,107,686,1616,3765,4236,7997,2005,1556,78,37
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
