SA4_CODE_2016,C06_0_14_SEO,C06_0_14_SOL_SE_Vw_w,C06_0_14_SOL_SE_Nw_Na,C06_0_14_SOL_SE_P_E_n,C06_0_14_SOL_SE_T,C06_0_14_LPE_NS,C06_0_14_T,C06_15_24_SEO,C06_15_24_SOL_SE_Vw_w,C06_15_24_SOL_SE_Nw_N,C06_15_24_SOL_SE_P_E_n,C06_15_24_S_ot_l_SE_T,C06_15_24_LPE_NS,C06_15_24_T,C06_25_34_SEO,C06_25_34_SOL_SE_Vw_w,C06_25_34_SOL_SE_Na,C06_25_34_SOL_SE_P_E_n,C06_25_34_SOL_SE_To,C06_25_34_LPE_NS,C06_25_34_T,C06_35_44_SEO,C06_35_44_SOL_SE_Vw_w,C06_35_44_SOL_SE_Na,C06_35_44_SOL_SE_P_E_n,C06_35_44_SOL_SE_To,C06_35_44_LPE_NS,C06_35_44_T,C06_45_54_SEO,C06_45_54_SOL_SE_Vw_w,C06_45_54_SOL_SE_Na,C06_45_54_SOL_SE_P_E_n,C06_45_54_SOL_SE_To,C06_45_54_LPE_NS,C06_45_54_T,C06_55_64_SEO,C06_55_64_SOL_SE_Vw_w,C06_55_64_SOL_SE_Na,C06_55_64_SOL_SE_P_E_n,C06_55_64_SOL_SE_To,C06_55_64_LPE_NS,C06_55_64_T,C06_65_74_SEO,C06_65_74_SOL_SE_Vw_w,C06_65_74_SOL_SE_Na,C06_65_74_SOL_SE_P_E_n,C06_65_74_SOL_SE_To,C06_65_74_LPE_NS,C06_65_74_T,C06_75_84_SEO,C06_75_84_SOL_SE_Vw_w,C06_75_84_SOL_SE_Na,C06_75_84_SOL_SE_P_E_n,C06_75_84_SOL_SE_To,C06_75_84_LPE_NS,C06_75_84_T,C06_85ov_SEO,C06_85o_SOL_SE_Vw_w,C06_85o_SOL_SE_Na,C06_85o_SOL_SE_P_E_n,C06_85o_SOL_SE_To,C06_85o_LPE_NS,C06_85o_T,C06_T_SEO,C06_To_SOL_SE_Vw_w,C06_To_SOL_SE_Nw_Na,C06_To_SOL_SE_P_E_n,C06_T_SOL_SE_T,C06_T_LPE_NS,C06_T_T,C11_0_14_SEO,C11_0_14_SOL_SE_Vw_w,C11_0_14_SOL_SE_Nw_Na,C11_0_14_SOL_SE_P_E_n,C11_0_14_SOL_SE_T,C11_0_14_LPE_NS,C11_0_14_T,C11_15_24_SEO,C11_15_24_SOL_SE_Vw_w,C11_15_24_SOL_SE_Nw_N,C11_15_24_SOL_SE_P_E_n,C11_15_24_S_ot_l_SE_T,C11_15_24_LPE_NS,C11_15_24_T,C11_25_34_SEO,C11_25_34_SOL_SE_Vw_w,C11_25_34_SOL_SE_Na,C11_25_34_SOL_SE_P_E_n,C11_25_34_SOL_SE_To,C11_25_34_LPE_NS,C11_25_34_T,C11_35_44_SEO,C11_35_44_SOL_SE_Vw_w,C11_35_44_SOL_SE_Na,C11_35_44_SOL_SE_P_E_n,C11_35_44_SOL_SE_To,C11_35_44_LPE_NS,C11_35_44_T,C11_45_54_SEO,C11_45_54_SOL_SE_Vw_w,C11_45_54_SOL_SE_Na,C11_45_54_SOL_SE_P_E_n,C11_45_54_SOL_SE_To,C11_45_54_LPE_NS,C11_45_54_T,C11_55_64_SEO,C11_55_64_SOL_SE_Vw_w,C11_55_64_SOL_SE_Na,C11_55_64_SOL_SE_P_E_n,C11_55_64_SOL_SE_To,C11_55_64_LPE_NS,C11_55_64_T,C11_65_74_SEO,C11_65_74_SOL_SE_Vw_w,C11_65_74_SOL_SE_Na,C11_65_74_SOL_SE_P_E_n,C11_65_74_SOL_SE_To,C11_65_74_LPE_NS,C11_65_74_T,C11_75_84_SEO,C11_75_84_SOL_SE_Vw_w,C11_75_84_SOL_SE_Na,C11_75_84_SOL_SE_P_E_n,C11_75_84_SOL_SE_To,C11_75_84_LPE_NS,C11_75_84_T,C11_85ov_SEO,C11_85o_SOL_SE_Vw_w,C11_85o_SOL_SE_Na,C11_85o_SOL_SE_P_E_n,C11_85o_SOL_SE_To,C11_85o_LPE_NS,C11_85o_T,C11_T_SEO,C11_To_SOL_SE_Vw_w,C11_To_SOL_SE_Nw_Na,C11_To_SOL_SE_P_E_n,C11_T_SOL_SE_T,C11_T_LPE_NS,C11_T_T,C16_0_14_SEO,C16_0_14_SOL_SE_Vw_w,C16_0_14_SOL_SE_Nw_Na,C16_0_14_SOL_SE_P_E_n,C16_0_14_SOL_SE_T,C16_0_14_LPE_NS,C16_0_14_T,C16_15_24_SEO,C16_15_24_SOL_SE_Vw_w,C16_15_24_SOL_SE_Nw_N,C16_15_24_SOL_SE_P_E_n,C16_15_24_S_ot_l_SE_T,C16_15_24_LPE_NS,C16_15_24_T,C16_25_34_SEO,C16_25_34_SOL_SE_Vw_w,C16_25_34_SOL_SE_Na,C16_25_34_SOL_SE_P_E_n,C16_25_34_SOL_SE_To,C16_25_34_LPE_NS,C16_25_34_T,C16_35_44_SEO,C16_35_44_SOL_SE_Vw_w,C16_35_44_SOL_SE_Na,C16_35_44_SOL_SE_P_E_n,C16_35_44_SOL_SE_To,C16_35_44_LPE_NS,C16_35_44_T,C16_45_54_SEO,C16_45_54_SOL_SE_Vw_w,C16_45_54_SOL_SE_Na,C16_45_54_SOL_SE_P_E_n,C16_45_54_SOL_SE_To,C16_45_54_LPE_NS,C16_45_54_T,C16_55_64_SEO,C16_55_64_SOL_SE_Vw_w,C16_55_64_SOL_SE_Na,C16_55_64_SOL_SE_P_E_n,C16_55_64_SOL_SE_To,C16_55_64_LPE_NS,C16_55_64_T,C16_65_74_SEO,C16_65_74_SOL_SE_Vw_w,C16_65_74_SOL_SE_Na,C16_65_74_SOL_SE_P_E_n,C16_65_74_SOL_SE_To,C16_65_74_LPE_NS,C16_65_74_T,C16_75_84_SEO,C16_75_84_SOL_SE_Vw_w,C16_75_84_SOL_SE_Na,C16_75_84_SOL_SE_P_E_n,C16_75_84_SOL_SE_To,C16_75_84_LPE_NS,C16_75_84_T,C16_85o_SEO,C16_85o_SOL_SE_Vw_w,C16_85o_SOL_SE_Na,C16_85o_SOL_SE_P_E_n
111,56827,1580,497,187,2268,2193,61291,41523,2019,142,32,2196,1888,45605,36268,2071,147,24,2236,1548,40053,40803,2197,181,19,2404,1621,44824,42098,2030,238,22,2288,1694,46082,34911,1765,258,26,2048,1339,38299,23464,1277,410,31,1713,1136,26308,17866,1089,370,28,1492,1223,20585,5927,224,137,25,385,601,6913,299685,14258,2379,396,17032,13248,329959,56531,2178,744,108,3028,1948,61509,42088,2390,240,30,2661,1609,46362,37258,3190,231,27,3448,1525,42229,40444,2707,219,19,2950,1448,44839,42632,2265,236,40,2541,1561,46730,38729,1884,276,28,2180,1321,42232,27032,1322,341,18,1689,1054,29768,17792,982,400,23,1403,1010,20202,7407,457,215,14,689,633,8728,309912,17370,2907,300,20584,12104,342605,57547,2907,971,106,3980,1885,63414,41471,2839,366,24,3227,1634,46328,39726,4212,411,36,4656,1955,46339,38747,3635,296,30,3960,1630,44331,41633,2621,291,28,2937,1991,46563,40641,2098,317,28,2451,2055,45143,32463,1621,291,24,1936,1875,36273,17726,1031,415,23,1473,1571,20775,7659,461,227,6
112,39546,939,211,123,1271,1844,42665,23728,624,60,17,701,1152,25587,19037,857,57,12,919,912,20873,26908,1136,78,19,1234,1264,29400,31553,1064,78,16,1159,1486,34200,25065,770,50,15,833,1127,27023,18000,610,70,6,681,871,19559,13613,459,92,12,563,935,15109,4343,156,36,3,190,379,4918,201790,6611,740,221,7571,9966,219328,39212,1174,308,53,1529,1607,42354,22862,836,76,20,933,1070,24855,18667,1118,72,20,1218,896,20777,25891,1437,113,23,1569,1098,28560,31643,1279,88,14,1373,1310,34326,30426,1019,63,11,1094,1216,32744,20525,638,53,10,699,859,22082,13981,479,93,13,591,840,15414,5717,193,47,3,251,544,6509,208922,8181,912,168,9253,9442,227620,36526,1510,335,53,1906,2648,41078,21737,812,47,13,878,1753,24363,18859,1473,120,12,1602,1742,22204,23795,1793,87,25,1904,2074,27770,28872,1456,94,25,1578,2533,32981,32979,1135,89,21,1242,3019,37248,26201,831,60,20,906,2247,29358,14447,528,61,20,608,1498,16550,6666,249,74,12
113,30400,951,263,118,1322,1126,32852,18707,870,82,9,959,850,20510,15371,877,115,7,1000,980,17349,17830,1142,160,17,1316,848,20006,18246,964,142,15,1118,726,20091,14504,758,125,19,899,559,15961,9982,651,225,16,890,482,11361,6526,412,235,11,658,405,7590,2181,73,72,0,148,151,2476,133758,6690,1414,211,8316,6125,148201,29098,1243,352,47,1647,1198,31943,18434,990,75,20,1086,992,20513,14405,1356,271,27,1654,953,17009,16428,1288,185,20,1489,909,18826,18248,1157,116,13,1292,857,20398,16211,810,139,17,965,669,17847,11128,665,156,13,828,527,12483,6879,468,225,3,696,405,7982,2631,170,111,3,287,207,3125,133457,8154,1622,168,9942,6726,150119,27098,1557,450,50,2052,1942,31090,17340,1019,154,16,1184,1382,19911,14911,1976,487,17,2485,1587,18982,14592,1735,275,28,2039,1554,18179,16830,1309,204,29,1534,1521,19887,17098,901,182,14,1101,1627,19828,13001,632,132,15,781,1268,15046,7495,503,197,15,716,854,9060,3139,215,138,8
114,24002,432,130,66,628,1177,25806,12956,389,88,3,479,554,13990,10396,389,26,3,417,512,11319,15303,597,59,6,665,672,16638,16859,643,65,3,706,766,18328,16842,704,63,4,769,690,18299,12984,744,102,10,859,605,14448,8216,378,47,8,438,565,9225,2289,79,29,3,109,218,2619,119847,4358,603,111,5066,5767,130682,23255,481,125,25,628,1072,24950,13623,343,19,9,373,780,14772,9960,439,23,4,464,698,11117,14172,655,51,7,717,783,15678,17548,710,58,9,777,892,19221,18441,780,57,8,846,778,20065,15579,781,88,16,880,693,17142,9136,477,74,6,563,613,10315,3167,138,23,5,163,405,3737,124875,4801,524,90,5411,6716,137006,22431,680,197,20,900,1359,24688,13260,464,102,6,569,1003,14835,11243,887,55,7,952,1075,13270,13041,874,69,12,953,1144,15139,16600,797,67,14,874,1276,18747,19687,818,88,11,915,1364,21971,19566,932,95,16,1049,1443,22062,10505,579,96,8,685,877,12069,3923,179,54,4
115,35488,5708,863,255,6817,1413,43723,23173,5131,132,62,5330,842,29343,16753,4256,138,34,4430,729,21907,22295,7007,543,47,7593,889,30787,22249,7079,736,63,7886,856,30991,18207,4176,582,40,4789,650,23648,7758,1684,573,14,2273,360,10386,4788,771,387,11,1171,281,6240,2064,163,136,3,301,140,2501,152769,35974,4093,528,40593,6171,199529,35497,6476,1306,129,7913,1123,44535,23061,5782,131,48,5961,735,29766,14527,5298,179,31,5513,591,20631,21988,8011,529,50,8592,818,31400,22151,8555,810,65,9438,836,32414,19109,5804,796,40,6638,728,26479,11379,2516,717,25,3263,436,15081,5138,1005,531,13,1544,234,6922,2576,272,201,15,486,128,3188,155430,43725,5208,420,49353,5629,210411,34891,8688,1996,182,10865,1205,46958,23225,6519,171,27,6717,848,30792,14708,7097,364,41,7496,756,22958,19645,10845,672,63,11586,954,32188,22093,9521,1005,59,10587,1158,33842,18431,6932,1606,56,8595,916,27940,14198,3919,1185,26,5131,775,20102,6279,1446,733,26,2198,487,8963,2669,449,327,12
116,45869,13587,3046,782,17413,4014,67297,25680,11884,440,165,12479,1791,39956,25860,13215,778,162,14153,1979,41991,24051,14331,1301,153,15784,1864,41702,19840,12201,1755,127,14090,1450,35373,15583,6784,1663,91,8541,1036,25160,7987,2881,1538,43,4463,634,13084,4268,1506,1098,43,2652,486,7398,1033,386,369,14,768,160,1957,170167,76787,11983,1574,90344,13406,273920,47820,16585,4002,553,21137,3063,72026,26911,13478,391,167,14039,1694,42646,25015,18957,965,205,20124,1850,46983,24668,17863,1277,161,19299,1569,45533,21001,14780,1884,133,16796,1333,39129,16966,9730,2115,95,11944,994,29901,9627,4129,1773,45,5955,617,16197,4751,1800,1338,37,3175,392,8322,1437,569,590,32,1194,164,2794,178199,97890,14332,1435,113661,11666,303531,48753,19854,4548,517,24915,3659,77325,28281,15483,441,121,16051,2064,46392,24592,24016,1207,195,25425,2710,52724,23281,24436,1567,230,26226,2393,51901,21254,16861,2081,153,19094,1989,42341,16950,12268,2964,149,15379,1603,33933,11764,6403,2282,93,8774,1172,21714,5228,2251,1574,33,3859,651,9736,1732,757,746,21
117,13826,5116,1436,334,6886,4217,24928,17557,12296,1033,147,13478,7896,38933,34840,16130,1468,183,17781,12443,65065,24857,8863,1306,95,10265,7174,42293,16381,5833,1912,49,7795,4744,28921,11066,4293,2193,85,6570,3406,21040,5503,2556,2781,66,5407,1979,12888,3755,1218,1765,53,3038,1183,7976,1521,233,437,38,709,400,2621,129296,56546,14337,1061,71938,43432,244671,17195,5418,1909,198,7529,2460,27181,18837,13319,1288,140,14743,4653,38234,40170,23300,1946,240,25489,8088,73740,29278,11480,1152,118,12747,4292,46318,19553,6803,1690,67,8557,2911,31018,13977,4909,2111,68,7085,2190,23253,7114,3005,2466,61,5540,1246,13903,3551,1494,2260,50,3809,753,8111,1428,369,623,10,1003,353,2783,151102,70098,15454,949,86497,26940,264544,19436,5921,2288,246,8456,2363,30256,20060,21566,3066,132,24760,5442,50267,46878,31094,3705,179,34982,10214,92073,29791,15114,1610,118,16844,5186,51826,22062,8110,1555,61,9725,3536,35329,15636,5470,2346,69,7879,2646,26163,9534,3659,2274,68,6001,1626,17164,3815,1839,2456,45,4342,893,9046,1535,531,964,28
118,24663,4311,967,279,5562,3501,33725,19464,8246,370,82,8687,3732,31887,31695,9136,333,105,9570,6282,47551,25676,6995,424,70,7487,4323,37486,19299,5592,667,50,6306,3094,28696,15976,4684,775,46,5506,2551,24031,9111,3126,1104,45,4269,1513,14892,7797,2183,954,30,3171,1392,12362,3117,763,395,19,1181,565,4865,156798,45036,5987,720,51746,26958,235498,28561,4939,1351,176,6467,2883,37913,19606,9211,555,92,9856,2999,32461,33016,11578,422,71,12072,5423,50512,28040,8120,393,63,8580,3670,40286,20864,6303,596,62,6956,2549,30368,16721,5078,784,52,5917,1914,24550,10866,3440,958,53,4452,1359,16679,6835,2200,1055,34,3290,921,11040,3648,996,462,26,1487,606,5733,168152,51856,6594,634,59080,22316,249545,30376,6154,1481,181,7813,2563,40753,19911,11431,1163,52,12648,2811,35372,33091,13836,676,66,14579,5490,53164,27476,9951,401,52,10408,3756,41635,22742,6801,570,43,7408,2742,32892,17093,5043,833,47,5923,2066,25087,13311,4060,863,51,4971,1791,20072,6956,2461,1100,31,3592,1173,11718,3738,1190,542,21
119,40205,38383,9262,1878,49525,7459,97188,25651,34169,1572,343,36092,3653,65386,24696,38871,3636,368,42879,4302,71870,26249,35055,7054,337,42446,3792,72487,26417,24527,9530,263,34321,3307,64049,22885,15879,7732,214,23823,2363,49071,15165,9214,8343,143,17695,1756,34609,16402,3963,4784,93,8845,1652,26896,6728,744,1241,32,2021,676,9423,204389,200800,53170,3673,257644,28963,490997,43522,40862,10458,1319,52636,6242,102404,26038,36795,1918,375,39088,3296,68423,23222,48638,3742,355,52737,4253,80216,25357,39073,5940,348,45359,3362,74082,25777,30381,10022,331,40740,3026,69542,23129,19226,9611,233,29069,2337,54539,15756,11132,8163,166,19458,1531,36752,12599,5429,6708,132,12270,1329,26200,7495,1175,1881,43,3100,859,11458,202903,232715,58448,3302,294466,26237,523610,48835,40823,10784,1025,52640,5611,107089,27818,41596,2709,313,44618,3429,75864,25559,58128,5707,374,64202,4973,94731,24506,43031,5962,376,49365,3727,77600,24553,34011,9560,314,43880,3340,71779,22515,22844,12683,251,35781,2767,61067,17410,13719,9242,202,23164,2057,42634,10408,7067,8033,166,15272,1566,27238,7135,1988,3065,94
120,24171,9001,2128,502,11627,2909,38709,15515,11710,768,135,12608,2323,30449,24185,15320,1087,172,16584,3336,44109,23454,12992,1896,153,15037,2698,41191,18949,9326,2485,105,11917,2085,32952,13771,6607,2320,90,9011,1530,24314,6578,4597,3346,86,8025,937,15546,5615,2295,2600,57,4952,809,11376,2817,511,758,13,1289,352,4461,135067,72363,17377,1311,91059,16980,243105,27940,9340,2738,280,12361,2421,42726,16296,12643,858,124,13620,1904,31819,23240,20813,1306,192,22308,3185,48735,24808,14192,1604,136,15932,2332,43082,19975,11275,2582,107,13964,1767,35708,16100,7592,2489,77,10160,1267,27536,8303,5011,2747,72,7836,837,16971,4937,2937,3168,98,6204,653,11792,2848,839,1086,70,1994,354,5197,144449,84643,18580,1154,104384,14727,263561,29872,10236,3418,321,13969,2389,46230,17617,15122,1612,105,16837,2104,36562,23446,26693,2628,157,29481,3941,56865,23923,16314,1770,138,18225,2779,44928,21307,12398,2649,119,15165,2156,38627,16775,8513,3398,97,12004,1698,30476,11389,5724,2667,65,8456,1170,21016,4866,3594,3282,65,6942,632,12447,2758,1238,1743,18
121,49271,8133,2151,488,10774,2644,62685,32478,9115,491,69,9671,2275,44427,35526,11742,794,89,12623,3684,51833,39316,11379,1358,92,12837,2747,54899,36978,8911,1677,70,10657,2262,49906,31553,5511,1140,45,6697,1906,40159,17437,2917,1185,41,4143,1136,22716,14246,1738,850,24,2620,1064,17930,6311,562,331,16,913,770,7990,263122,60013,9981,934,70935,18486,352538,52765,10287,3127,289,13699,2539,69001,31339,9877,512,72,10454,1870,43656,32723,16502,899,121,17525,3068,53319,39827,14734,1476,89,16295,2574,58698,38284,11335,1753,83,13174,2030,53486,31858,7191,1654,49,8890,1663,42407,21606,3655,1393,34,5086,1116,27804,13152,2000,1141,33,3174,838,17161,7274,798,432,30,1255,602,9130,268823,76367,12386,798,89549,16299,374663,52934,14522,4536,425,19481,2565,74977,32192,10906,723,68,11704,1865,45768,31070,21003,1287,93,22384,3363,56816,36534,21549,1832,92,23476,2845,62855,39163,13385,2232,99,15716,2329,57205,30950,8599,2921,61,11582,1930,44459,25077,5175,2186,44,7403,1569,34053,13967,2658,1436,38,4131,987,19085,7604,979,583,24
122,36618,3312,678,243,4230,1969,42824,20471,3042,179,39,3261,1355,25090,24822,4030,242,51,4321,2027,31177,29722,4621,358,54,5030,1735,36490,25239,3453,494,39,3981,1395,30610,21224,2480,402,25,2899,1129,25256,12879,1591,514,17,2123,716,15721,10381,936,465,20,1417,764,12561,4363,372,196,4,574,434,5372,185720,23834,3531,484,27849,11531,225102,40696,4047,870,146,5060,1490,47246,21033,3028,157,35,3220,914,25162,22562,5316,237,46,5598,1420,29574,31360,5417,316,47,5775,1451,38587,27842,4321,513,38,4873,1140,33857,22012,2903,458,30,3393,972,26376,15804,1887,410,22,2317,696,18822,9697,1085,437,21,1542,523,11765,4936,675,204,19,891,423,6252,195949,28670,3601,404,32670,9022,237640,41783,5048,1070,135,6252,1813,49851,22068,3543,180,22,3742,1156,26972,21273,6313,319,37,6672,1629,29575,29286,6692,396,44,7133,1780,38197,30039,5243,499,32,5777,1578,37397,23113,3339,615,32,3984,1326,28419,18543,2242,425,31,2698,1196,22440,10344,1347,440,21,1808,922,13078,5311,520,245,16
123,43786,6142,1152,338,7628,2823,54233,27835,4992,127,69,5194,1527,34552,23762,5063,309,43,5419,1265,30446,24961,5993,606,60,6661,1285,32912,24903,4901,844,45,5788,1288,31974,17497,2977,643,24,3654,902,22050,7555,1293,584,13,1895,480,9930,4315,586,326,15,918,490,5727,1294,137,94,6,239,300,1834,175911,32088,4688,619,37393,10356,223656,43017,6448,1414,213,8075,2345,53441,27673,5438,145,60,5645,1413,34723,23824,6426,292,52,6774,1170,31763,24716,6959,536,71,7566,1167,33449,24627,6070,793,57,6923,1163,32716,21300,4027,820,49,4894,889,27090,10545,1843,650,20,2519,511,13579,4887,752,434,17,1204,454,6540,1808,201,157,13,368,327,2504,182404,38180,5246,550,43967,9429,235804,44801,8433,1851,211,10496,2689,57983,27561,6479,195,61,6736,1659,35959,25595,8973,496,92,9570,1801,36961,24486,9620,627,94,10344,1602,36430,23741,7443,910,99,8457,1488,33690,22142,5088,1184,59,6326,1396,29869,14816,2851,851,38,3751,1158,19726,5957,1068,590,25,1679,644,8285,2167,278,216,11
124,55148,3577,741,327,4646,2659,62450,35823,3388,119,30,3538,1916,41284,32440,3850,177,52,4086,1678,38204,34266,4180,304,50,4534,1636,40441,34161,4235,373,41,4647,1468,40274,24558,3087,436,25,3546,1111,29218,11892,1634,479,19,2128,661,14683,7555,889,318,19,1225,546,9325,2468,256,120,7,381,283,3133,238313,25103,3069,563,28727,11963,279002,53582,3831,924,142,4893,2481,60960,35027,3380,143,44,3565,1766,40358,31533,4481,233,51,4768,1635,37937,33621,4738,311,52,5101,1589,40314,33996,4542,365,45,4952,1630,40583,29689,3725,462,44,4227,1295,35218,15661,2097,482,32,2614,807,19077,7775,1024,391,22,1439,527,9745,3200,349,126,9,483,316,4006,244106,28162,3431,441,32036,12047,288191,53270,4872,1224,166,6259,2612,62140,34220,4003,156,40,4203,2052,40476,32940,6164,305,67,6530,2614,42089,32190,6430,401,59,6893,2275,41356,32688,5086,443,54,5580,2126,40393,31054,4233,612,51,4896,1861,37803,21354,2880,598,29,3506,1498,26357,9129,1338,486,30,1851,759,11739,3641,411,202,6
125,30205,26679,7706,1402,35784,5409,71394,20837,25373,1578,318,27267,3725,51833,21935,27879,3279,319,31473,4875,58288,20464,23299,5659,253,29208,3596,53264,19530,16326,6231,205,22758,2607,44900,18141,9193,4574,136,13904,1747,33794,11518,4688,4313,73,9072,1147,21737,9588,2336,2502,47,4887,950,15427,3499,522,662,29,1218,426,5141,155716,136293,36513,2775,175583,24489,355782,32755,30262,9497,1072,40832,4740,78333,20290,28467,1872,304,30637,3280,54214,20818,42020,3763,373,46158,4865,71844,19808,27718,5409,276,33406,3215,56431,18614,20472,7643,217,28334,2544,49491,17807,12316,6301,160,18779,1682,38269,12401,6009,4569,130,10702,1077,24179,8401,2655,3353,89,6095,965,15463,3952,837,933,30,1806,726,6481,154853,170762,43352,2651,216769,23094,394709,36890,34864,11053,917,46829,4754,88476,20240,31062,2238,210,33521,3089,56850,21033,53706,6825,402,60939,6025,87999,18649,37058,6417,304,43778,4094,66525,17572,23376,8309,237,31922,2868,52359,16149,15461,9308,175,24939,2256,43343,13212,8085,5898,134,14112,1484,28819,7827,3520,4057,82,7659,946,16438,4381,1085,1519,44
126,18103,5967,1329,284,7581,1349,27036,12644,8129,557,87,8771,1202,22612,11511,7363,473,73,7915,1203,20627,13605,7626,1026,96,8744,1100,23450,13184,6375,1353,63,7799,986,21965,10811,3655,1059,56,4766,729,16304,6937,1915,1308,38,3259,438,10635,6548,945,887,53,1882,490,8930,2741,219,242,60,520,241,3504,96089,42194,8242,812,51240,7733,155064,18383,6547,1920,165,8639,851,27870,12202,9487,727,70,10283,875,23359,10432,11071,606,77,11758,929,23120,12814,8602,977,37,9618,669,23104,12865,7794,1622,46,9463,646,22975,11271,4934,1484,45,6463,538,18271,7393,2392,1321,30,3743,356,11488,5673,1212,1196,26,2439,351,8466,3110,406,382,23,809,266,4191,94139,52457,10238,520,63224,5483,162846,18187,8507,3019,230,11761,946,30903,12942,10242,971,43,11255,868,25065,10262,16119,1226,74,17425,1163,28852,11486,12157,1238,65,13460,920,25863,12480,8565,1758,65,10391,762,23636,10874,6154,2546,46,8746,662,20279,8171,3402,1795,43,5239,537,13945,5043,1563,1541,34,3136,456,8639,3243,593,643,14
127,33708,29189,8029,1508,38721,5724,78154,20320,25900,1344,336,27573,2418,50311,16761,24021,4141,288,28452,2440,47653,17430,23488,7716,326,31528,2567,51526,15341,18712,9578,271,28565,2091,45993,11532,11405,6665,185,18255,1466,31253,6892,5420,5539,116,11074,968,18933,4060,2226,3786,80,6101,685,10843,1084,374,1135,22,1528,165,2782,127128,140751,47923,3130,191808,18512,337452,34053,31069,8111,1026,40208,4383,78650,21492,27816,1552,260,29628,2062,53184,16134,27649,3880,279,31802,2315,50255,16215,25847,7058,312,33219,2037,51470,16044,22527,9969,260,32755,2013,50815,12099,14960,8953,210,24125,1572,37804,7506,7039,5967,151,13155,1014,21677,4347,2931,4488,90,7506,673,12531,1284,663,1524,48,2238,274,3790,129175,160506,51494,2644,214642,16360,360166,39303,32372,8167,751,41286,4800,85388,23271,30715,1902,238,32852,2783,58915,19377,30535,4814,244,35590,3164,58131,16238,28749,7088,333,36162,2876,55278,15935,25149,10234,293,35669,2674,54282,13068,18071,11978,252,30303,2232,45607,8760,9747,7805,201,17763,1403,27920,4551,4011,5350,121,9479,867,14897,1621,1077,2409,46
128,35157,2622,450,234,3301,1341,39799,24314,2287,54,22,2368,1122,27802,23017,2746,89,30,2863,1168,27048,24964,3818,209,32,4063,1069,30098,25047,3251,324,18,3592,961,29601,19944,2161,333,28,2518,779,23238,11114,1295,397,14,1706,575,13396,9028,632,258,11,905,628,10566,2825,156,95,0,253,290,3367,175415,18973,2218,376,21561,7932,204913,35702,2888,581,89,3562,981,40249,23658,2335,80,16,2429,697,26779,21454,3293,104,24,3425,1050,25924,25192,4092,196,32,4320,875,30386,24982,3831,325,35,4185,853,30021,21655,2737,390,16,3139,728,25520,13638,1584,393,13,1994,495,16124,8963,871,349,6,1230,477,10672,3905,249,114,3,371,317,4597,179146,21885,2533,240,24659,6462,210265,36093,3275,878,101,4263,1194,41549,22391,2436,112,15,2563,802,25760,21097,3752,168,21,3944,1143,26178,23953,4752,211,35,4995,1126,30079,24568,4239,338,26,4610,1011,30190,22407,3169,594,35,3793,1004,27203,16607,2102,438,27,2573,758,19937,9019,1079,421,28,1522,505,11043,5002,392,193,12
197,0,0,0,0,0,0,0,11,3,0,0,3,0,11,21,0,0,0,0,0,22,7,0,0,0,0,0,6,3,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,6,3,50,3,0,0,0,0,0,5,3,0,0,0,0,0,3,3,0,0,0,0,0,3,7,3,0,0,3,0,10,8,3,0,0,3,3,14,19,3,3,0,10,0,27,25,8,0,0,8,0,26,22,3,0,0,3,3,27,0,0,0,0,0,0,0,83,22,3,0,25,5,112,29,7,0,0,6,5,39,20,0,0,0,0,3,25,23,8,0,0,5,3,32,26,7,0,0,7,3,34,40,9,5,0,10,3,50,45,9,17,0,22,6,74,75,16,13,0,24,13,108,20,11,7,0,11,10,42,5,3,0,0
199,705,83,70,18,169,83,957,1219,282,51,10,339,153,1713,1662,391,43,7,444,251,2353,1261,238,47,7,295,190,1744,1030,154,51,3,207,130,1365,976,90,26,0,114,116,1211,444,37,18,0,61,57,562,136,27,5,0,31,32,205,48,4,3,0,10,11,66,7491,1311,315,45,1666,1017,10175,877,104,74,15,189,115,1181,1427,281,58,4,341,307,2078,1640,442,63,3,506,509,2654,1286,234,43,7,282,531,2101,1184,154,41,3,194,522,1895,1207,98,32,0,135,329,1680,752,49,20,3,70,147,968,167,25,12,0,40,40,241,81,8,6,3,17,25,122,8616,1396,348,32,1779,2523,12917,551,64,37,3,110,81,740,1057,359,71,0,428,390,1876,1289,574,88,0,660,748,2703,985,226,31,4,263,655,1900,1029,137,38,3,177,594,1798,1156,102,28,3,133,430,1722,906,50,14,0,58,231,1196,191,18,6,0,24,59,282,42,0,11,0
