CED_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
CED115,46060,47650,93706,4212,4393,8604,13008,13265,26274,207,205,412,223,210,430,75,60,133,55,58,117,17,9,22,9,9,26,27,35,56,7,0,6,13626,13854,27478,5925,6499,12418,376,315,685,24129,25056,49182,5311,5489,10795,75499,78191,153685
CED116,38275,39182,77457,7203,7784,14985,14263,15430,29697,516,525,1038,894,880,1776,134,133,260,267,262,532,124,143,262,104,111,219,931,945,1871,20,12,27,17244,18448,35691,841,1015,1855,423,423,842,25706,27664,53371,6391,5800,12198,70380,72650,143023
CED117,31774,33920,65696,3672,3951,7622,17979,18984,36968,690,686,1379,678,751,1427,218,197,412,275,301,576,55,74,129,35,62,99,309,368,678,4,3,3,20238,21435,41674,6204,6635,12838,583,531,1118,30702,32545,63245,5769,5711,11480,68249,72178,140429
CED118,42472,43102,85575,3570,3725,7292,20517,20155,40673,251,214,463,477,436,915,135,123,261,127,107,233,28,30,59,47,24,78,108,90,195,9,0,8,21694,21183,42878,5657,5813,11465,327,264,591,31247,30990,62231,4734,3795,8522,78448,77887,156337
CED119,42774,44257,87032,3836,4052,7890,13858,14404,28260,239,201,441,573,482,1052,75,80,154,101,96,196,29,9,42,95,71,162,107,91,195,0,0,0,15079,15437,30514,1554,1828,3385,253,263,517,20726,21586,42310,2533,2539,5072,66039,68378,134420
CED120,38996,39458,78451,6035,6375,12410,16934,17736,34672,184,224,409,478,517,996,80,72,154,88,109,198,33,51,84,54,50,99,423,434,858,3,3,6,18279,19204,37478,870,975,1849,325,337,664,25510,26888,52402,5033,4665,9697,69541,71009,140547
CED121,40088,40522,80608,7718,8227,15946,15481,16823,32307,343,281,618,1024,1065,2085,107,84,183,234,239,476,61,56,116,104,86,189,91,89,177,0,0,3,17441,18714,36153,816,958,1777,408,410,814,26375,28314,54690,6040,5213,11254,72503,74045,146552
CED122,36550,39695,76244,4078,4056,8139,18175,18409,36584,567,550,1119,738,860,1598,164,173,342,263,257,522,63,76,146,79,70,151,368,359,731,0,3,3,20429,20755,41187,12750,12877,25629,471,417,885,37731,38111,75839,7974,6429,14397,82254,84228,166480
CED123,41632,42758,84391,4448,4747,9191,20245,21678,41923,197,218,419,531,533,1071,75,88,164,106,127,226,29,41,73,40,33,71,73,78,146,3,0,4,21304,22797,44096,2220,2366,4586,418,405,816,28388,30302,58694,5580,5315,10894,75599,78375,153976
CED124,38191,39244,77432,6965,7884,14850,14335,15157,29496,287,310,594,998,1045,2042,71,85,155,180,181,365,72,86,159,77,76,156,114,129,244,4,7,5,16136,17086,33223,514,639,1150,371,397,773,23986,26001,49988,5510,5662,11165,67688,70903,138591
CED125,40572,41552,82122,3923,4273,8199,20583,21500,42084,166,176,340,384,426,811,78,78,151,112,99,209,21,23,44,39,42,76,74,57,132,0,0,0,21458,22403,43859,2486,2946,5431,385,317,701,28250,29937,58186,4538,4712,9258,73363,76204,149570
CED126,39082,41113,80192,4962,5141,10098,15581,16532,32114,243,274,514,393,385,778,77,78,155,138,124,265,32,29,58,13,10,20,75,91,163,3,0,4,16546,17522,34064,3371,3513,6883,377,395,771,25253,26563,51817,3574,4154,7733,67902,71832,139739
CED127,39053,40912,79967,5510,5762,11275,14147,15197,29343,148,211,355,489,488,981,63,95,153,96,84,184,52,58,111,59,66,123,86,89,176,3,0,3,15143,16286,31431,928,1125,2057,331,305,634,21912,23482,45401,3811,3938,7745,64779,68335,133112
CED128,46064,47461,93526,4102,4315,8414,14460,14822,29282,180,181,362,216,200,417,59,54,117,81,57,141,10,9,20,23,13,36,38,31,70,3,0,3,15076,15374,30446,6138,5862,11997,348,299,649,25668,25847,51514,4342,4287,8626,76074,77591,153661
CED129,41252,43163,84421,2636,2660,5293,18476,19377,37854,304,296,603,423,452,878,120,123,238,125,108,237,31,33,67,29,32,62,115,107,219,0,0,4,19633,20533,40163,3993,4462,8454,229,226,454,26496,27871,54368,2163,2351,4507,69909,73388,143297
CED130,38624,39834,78462,8382,9183,17563,12028,13378,25399,321,366,690,1731,1903,3639,100,111,213,181,204,383,75,65,134,120,127,251,76,83,158,5,3,5,14637,16243,30879,1636,1640,3279,400,361,760,25060,27428,52483,6946,6992,13935,70632,74252,144886
CED131,36921,38305,75226,4112,4023,8132,19955,21173,41128,411,474,882,810,826,1635,168,155,328,205,219,423,75,111,190,133,139,267,201,205,404,4,3,4,21964,23304,45269,3363,3276,6637,524,559,1084,29967,31158,61119,3845,3757,7608,70736,73215,143950
CED132,32427,36040,68467,4473,4773,9246,20090,20681,40768,659,728,1384,665,760,1423,229,246,474,302,309,604,58,72,127,43,32,77,268,274,543,7,0,7,22315,23100,45414,8466,9641,18104,475,400,875,35721,37920,73644,4542,4897,9433,72692,78850,151542
CED133,42358,43335,85687,7694,8455,16155,11595,12479,24079,524,594,1118,2738,2811,5549,148,154,305,304,333,639,116,104,227,181,202,385,101,105,214,6,0,6,15725,16791,32512,933,1070,2003,525,468,993,24880,26783,51658,6863,6519,13385,74091,76637,150732
CED134,40863,40396,81265,8112,9144,17256,10276,10822,21099,373,392,770,1233,1348,2580,294,333,621,230,200,430,76,69,143,112,110,227,86,87,175,3,0,3,12684,13361,26042,867,1017,1885,397,335,728,22059,23858,45911,8013,7819,15829,70938,72069,143004
CED135,39478,40526,80001,5158,4803,9961,19023,17814,36839,569,465,1031,487,429,919,211,177,390,207,159,365,42,37,82,50,45,101,144,138,285,13,9,16,20744,19281,40024,14885,13767,28654,525,434,954,41312,38286,79599,6131,5807,11942,86921,84613,171539
CED136,38069,38859,76921,7952,8435,16391,16491,17736,34226,419,399,820,1064,1098,2157,190,172,358,194,185,382,76,86,159,197,207,407,171,157,330,0,3,3,18792,20047,38842,836,1112,1951,448,454,902,28024,30046,58075,5065,5226,10290,71155,74136,145294
CED137,36419,39490,75907,5357,5443,10799,19246,19492,38739,602,578,1177,700,692,1394,173,187,361,247,226,474,71,73,139,55,43,90,179,205,384,0,0,3,21261,21494,42758,13309,13675,26982,586,535,1120,40513,41138,81652,7170,5939,13105,84100,86570,170665
CED138,35909,37918,73825,6263,6848,13115,11707,13371,25073,1008,1186,2202,4971,5471,10443,195,203,397,332,391,730,155,132,287,161,167,322,174,183,354,14,11,26,18716,21112,39830,1665,1907,3580,517,539,1055,27161,30417,57574,6673,7032,13707,69739,75366,145109
CED139,40261,40756,81018,8399,9224,17628,11833,13084,24919,660,768,1433,1143,1091,2235,229,216,448,224,222,442,69,73,142,165,164,331,455,501,956,0,3,3,14777,16115,30895,1330,1308,2637,362,281,650,24872,26934,51809,7023,6241,13267,72159,73936,146095
CED140,36011,38404,74408,4982,5366,10346,16671,18109,34778,257,284,539,554,563,1118,78,84,166,161,166,330,54,65,120,68,65,133,101,109,211,3,4,5,17941,19456,37395,1575,1807,3386,366,308,678,24862,26935,51801,4241,4584,8823,65112,69920,135033
CED141,40415,42195,82605,4828,5045,9868,14996,16344,31341,222,242,473,582,625,1207,82,79,156,182,182,360,45,53,99,59,59,119,110,112,220,3,3,4,16280,17697,33984,831,943,1777,377,336,715,22316,24025,46346,3431,3672,7105,66159,69898,136053
CED142,27987,24932,52916,4994,4390,9387,23922,21559,45482,1504,1292,2793,1671,1577,3250,442,447,885,671,635,1309,132,130,260,89,83,167,670,631,1296,3,3,9,29110,26348,55455,23264,25480,48745,882,701,1583,58250,56927,115176,14073,11215,25289,100306,93074,193377
CED143,32943,35767,68711,5415,5781,11193,15271,16246,31514,454,539,991,523,606,1127,95,128,218,184,193,382,41,46,79,25,25,51,142,155,297,3,0,3,16732,17934,34670,6632,7313,13942,352,339,692,29133,31361,60497,4299,4676,8973,66375,71810,138180
CED144,45106,46579,91684,5098,4738,9840,15848,15380,31229,210,224,439,205,176,380,91,91,185,99,88,186,22,16,37,31,24,55,66,68,126,0,3,3,16569,16069,32637,8829,8368,17194,407,303,711,30903,29477,60380,5141,5061,10205,81152,81114,162263
CED145,27527,30237,57767,4694,4802,9494,15733,17279,33010,830,912,1744,739,900,1635,184,224,399,368,428,795,48,45,87,26,46,68,245,256,504,0,0,4,18165,20077,38246,7993,9038,17029,448,433,883,31297,34351,65649,6852,7535,14394,65675,72128,137802
CED146,46765,48059,94821,3267,3345,6609,18489,19172,37664,211,219,433,275,273,553,73,72,142,81,74,156,6,9,17,31,21,54,33,32,66,0,0,0,19210,19879,39084,3193,3637,6828,358,331,681,26022,27183,53208,5123,5338,10461,77910,80578,158490
CED147,40782,42890,83669,5770,6106,11874,15580,17289,32866,231,245,481,540,580,1126,48,75,124,122,145,262,52,54,102,41,45,90,171,186,353,3,0,3,16790,18616,35403,1076,1210,2288,347,360,705,23978,26298,50279,4436,4743,9177,69195,73929,143128
CED194,1027,548,1571,204,112,317,2027,1557,3584,158,168,325,297,255,549,47,42,84,81,57,142,28,19,44,16,19,38,47,36,82,0,0,0,2699,2145,4844,723,702,1430,104,66,170,3734,3027,6765,2403,1214,3613,7164,4788,11952
CED197,105,139,245,0,0,0,25,45,72,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,34,48,80,12,12,18,3,0,3,43,61,104,19,34,51,168,237,401
