CED_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
CED101,51,143,350,301,327,212,54,16,3,1460,1664,3413,8110,7657,7620,4986,949,84,9,34496,4,12,35,25,40,22,15,0,0,158,0,0,20,20,22,18,0,0,0,88,59,210,694,926,1215,861,188,19,3,4184,4,28,106,164,146,101,11,0,0,567,235,629,1451,1323,1272,700,182,11,0,5810,29,158,588,668,651,424,73,12,4,2613,727,1284,1689,1249,1076,778,169,18,3,7000,1046,922,1343,661,776,536,78,4,0,5365,35,244,920,1177,1351,972,187,16,0,4908,41,137,455,447,281,124,37,0,0,1521,21,279,1402,1487,1081,493,87,3,0,4858,36,143,369,337,276,175,57,4,0,1393,62,558,1789,1623,1146,719,182,26,0,6102,46,233,657,593,595,415,87,12,0,2642,25,187,829,1025,1066,744,134,8,0,4025,192,458,1192,1162,1371,1153,278,27,0,5830,137,693,2052,1687,1872,1444,333,25,3,8245,146,193,238,196,161,118,54,5,0,1119
CED102,55,199,589,362,328,205,36,16,0,1786,1327,4009,12053,8588,7341,4233,812,74,7,38446,0,4,43,31,17,21,4,0,0,118,0,7,25,19,21,3,3,0,0,83,57,213,896,823,858,653,129,9,3,3644,3,21,99,141,106,57,14,0,0,437,184,627,1830,1480,1111,656,130,3,0,6021,27,138,709,710,561,323,71,9,0,2544,666,1468,2579,1461,1187,665,162,19,0,8213,865,1380,2875,1164,869,594,103,8,0,7863,57,334,1242,1507,1464,997,185,17,0,5799,33,154,734,664,382,162,31,0,0,2162,16,334,2001,1585,874,358,62,0,3,5237,19,119,552,323,257,147,34,6,0,1460,63,628,2884,1962,1164,561,147,17,3,7432,46,350,1347,818,667,469,121,17,3,3831,22,199,948,1078,1140,655,137,0,0,4181,150,462,1501,1326,1349,872,191,20,0,5875,104,728,2963,1918,1797,1248,311,21,8,9095,78,200,427,273,198,116,33,10,0,1325
CED103,40,145,473,403,339,193,59,13,9,1665,1578,3846,10214,8815,8161,5286,1119,108,19,39154,3,17,35,38,34,24,10,0,0,152,0,4,22,37,31,15,0,0,0,106,67,198,859,1008,1011,660,146,10,0,3956,5,18,110,147,131,98,17,0,0,537,120,437,1175,1274,1125,687,146,14,3,4976,29,176,1036,1108,852,507,110,13,5,3828,744,1417,1891,1172,1106,729,202,28,4,7287,881,1034,1379,771,662,425,91,5,3,5254,25,114,504,601,705,550,119,9,0,2627,83,194,1033,1013,632,299,55,9,0,3311,19,329,1932,1870,1191,604,108,10,6,6068,38,152,581,395,334,217,69,14,3,1788,93,816,3241,2792,1951,1089,318,41,9,10343,37,179,620,655,645,491,104,13,0,2751,31,160,922,908,954,706,129,16,3,3823,279,723,1602,1503,1640,1337,358,33,0,7471,142,771,2401,2061,2129,1763,473,49,0,9793,130,207,288,219,190,90,30,3,0,1160
CED104,66,103,191,267,342,188,57,12,3,1230,2142,3262,4798,7602,9097,6011,1505,136,12,34561,20,40,77,117,144,170,99,31,3,697,0,11,28,37,41,27,5,0,0,151,112,199,417,820,1055,715,197,27,11,3556,0,22,68,143,157,130,25,5,0,551,301,622,1037,1339,1570,917,264,26,0,6066,48,184,402,832,971,614,167,13,0,3223,1055,1284,880,993,1148,796,252,35,0,6446,1148,691,388,395,445,294,67,12,0,3443,48,85,218,396,591,477,144,11,0,1976,58,169,383,686,604,309,69,3,0,2278,31,260,825,1416,1305,755,153,14,0,4769,34,139,210,296,369,267,107,23,0,1448,136,622,1346,2313,2298,1462,492,68,6,8757,52,156,284,470,574,435,147,11,0,2133,30,129,460,873,979,763,173,18,0,3426,331,642,954,1529,2148,1738,447,34,0,7826,212,791,1258,1778,2436,1972,559,46,3,9054,182,194,173,186,174,109,44,5,3,1079
CED105,68,202,453,328,376,207,27,3,4,1674,1266,3505,7165,5421,5273,3317,519,30,4,26497,0,13,41,24,39,13,9,0,0,137,0,0,10,7,7,12,0,0,0,36,70,284,1020,1147,1450,1121,158,14,0,5260,5,36,84,103,80,66,7,0,0,384,254,864,2203,1638,1213,628,105,3,0,6906,29,178,572,578,553,346,50,0,0,2311,660,1401,1906,1191,975,637,117,7,0,6897,771,872,1262,634,699,448,54,4,0,4744,52,278,1137,1106,1160,858,153,3,0,4749,42,118,394,271,186,85,18,0,0,1115,25,312,1036,602,427,205,33,3,0,2643,21,83,262,188,159,82,20,0,0,817,43,431,1283,786,485,305,79,8,0,3427,43,299,773,536,522,378,60,5,0,2611,20,202,708,625,584,422,80,8,0,2637,118,442,1047,851,706,539,117,13,0,3829,133,859,2105,1541,1398,987,208,9,0,7238,66,148,196,102,109,80,26,3,0,733
CED106,50,87,284,347,362,182,77,20,3,1406,1826,3260,6527,8359,8948,5264,1592,217,23,36019,6,16,25,35,42,61,24,21,0,232,0,0,29,61,74,36,9,4,0,213,62,130,462,707,780,491,134,28,3,2793,5,8,70,130,113,61,16,4,0,407,78,274,599,794,857,508,146,21,0,3272,29,144,547,895,937,501,159,19,9,3244,862,1165,1088,1015,1013,671,264,54,5,6137,893,822,759,548,499,334,91,7,3,3960,24,75,278,389,528,366,88,13,0,1766,112,194,572,900,801,320,77,11,3,2985,39,279,1430,2431,2117,908,225,36,11,7472,30,121,364,461,488,261,133,33,7,1892,153,808,2243,3291,3167,1858,753,124,19,12406,30,153,394,509,569,394,140,25,3,2214,24,98,472,730,740,553,138,18,3,2779,397,697,1002,1269,1768,1369,467,57,3,7037,188,711,1734,2145,2503,1888,679,103,7,9958,146,190,198,190,206,97,38,12,0,1091
CED107,73,65,133,182,171,165,79,36,12,915,2022,2772,6037,6743,7605,5646,1414,213,39,32487,117,183,489,616,841,996,874,303,63,4491,47,201,1109,1046,909,411,42,7,3,3764,202,336,825,983,1086,715,158,23,0,4341,6,34,178,215,279,190,20,3,0,932,337,627,1243,1073,1024,744,144,21,0,5217,53,116,273,264,312,225,79,7,0,1322,1069,993,1346,1093,1170,839,232,27,3,6770,1169,783,849,625,629,546,171,13,0,4800,36,105,285,448,702,608,219,25,0,2433,42,96,157,128,128,88,24,4,0,663,22,70,243,220,230,154,46,8,0,994,18,73,130,186,186,154,56,10,0,819,51,154,503,606,574,441,198,27,0,2565,47,120,332,408,550,397,90,13,0,1961,60,242,988,1237,1449,1044,157,9,3,5187,101,328,1067,1510,1662,1343,258,21,4,6285,148,685,1891,1906,2362,2020,354,25,7,9399,86,83,125,123,121,118,45,5,0,704
CED108,92,186,404,359,305,202,41,5,0,1605,1825,3634,7992,7098,6519,4124,623,32,3,31842,12,38,61,97,83,51,14,0,0,367,0,0,25,35,32,17,0,0,0,105,126,429,1211,1584,1703,1203,145,9,0,6424,3,44,161,196,198,106,13,0,0,727,328,761,1484,1239,1025,621,111,3,0,5577,48,247,844,812,746,458,65,3,0,3224,848,1387,1942,1517,1157,636,118,6,0,7611,1206,741,821,536,507,290,40,10,0,4147,100,473,1548,1600,1554,980,150,0,0,6397,51,117,377,372,207,111,10,0,0,1244,46,339,1217,1011,650,343,42,0,0,3650,31,93,245,165,135,79,21,0,0,762,50,374,1072,900,454,255,56,8,0,3164,51,293,738,578,540,373,80,0,0,2652,28,271,876,997,1028,691,122,9,0,4013,91,393,883,845,748,576,123,12,0,3668,147,804,2380,2226,2038,1473,272,10,0,9355,70,141,163,121,109,71,11,0,0,686
CED109,51,124,270,301,283,199,67,14,5,1309,1749,2939,6945,7467,7638,5333,1260,120,19,33474,11,14,18,24,27,34,17,0,0,149,0,3,36,34,33,19,6,0,0,128,120,171,541,842,931,714,197,21,15,3543,5,18,112,145,177,107,13,0,0,576,327,735,1755,1773,1457,854,235,23,3,7151,33,129,433,615,589,462,115,13,0,2392,804,990,1176,1162,1252,889,254,38,0,6556,1040,691,695,566,547,339,108,9,0,3999,52,225,816,1189,1505,1018,210,9,0,5028,42,109,332,334,268,121,32,6,0,1244,17,203,848,1137,925,513,94,19,3,3764,46,169,372,406,376,239,131,26,3,1765,78,515,1352,1428,1255,907,307,51,5,5895,38,162,443,551,576,370,125,14,4,2280,13,190,952,1066,1088,685,141,11,0,4151,176,375,1122,1108,1275,1289,288,23,3,5657,134,548,1533,1607,1875,1563,453,48,3,7754,145,169,299,256,218,108,42,3,0,1237
CED110,71,45,114,167,177,146,59,31,3,801,2008,2109,4749,5974,7569,6038,1182,136,15,29769,65,108,262,312,431,454,349,115,16,2103,0,3,48,43,46,44,3,0,0,200,120,230,438,503,604,507,109,9,0,2506,0,27,137,274,317,192,17,0,0,963,227,543,1306,1271,1277,1055,206,17,0,5898,56,71,149,262,250,190,44,8,3,1022,1084,800,1296,1167,1412,1132,281,27,3,7202,1428,785,963,831,830,702,162,18,3,5726,42,96,243,381,585,572,200,12,0,2134,41,45,95,120,116,96,15,0,0,538,14,49,158,253,272,179,49,12,0,974,30,69,143,210,257,214,67,20,3,1007,33,130,442,574,642,496,190,15,0,2533,47,109,333,493,626,479,119,12,0,2213,21,136,515,871,1050,741,92,6,0,3443,70,217,870,1245,1581,1323,203,13,5,5532,148,566,1640,2069,2849,2712,481,25,3,10491,102,78,108,144,170,147,35,3,0,783
CED111,55,90,169,182,191,105,25,12,5,830,1970,3868,6814,7270,7373,4812,767,65,12,32955,9,31,36,45,29,27,20,9,0,199,3,47,355,404,328,187,19,0,0,1337,94,307,613,849,1115,641,102,6,0,3734,8,45,141,151,172,108,6,0,0,638,346,796,1448,1282,1126,675,108,5,0,5792,36,124,299,321,343,204,37,9,0,1378,907,1222,1194,949,994,631,130,16,0,6048,1391,1437,914,536,520,333,50,12,0,5189,44,148,444,735,817,547,118,10,0,2854,27,101,213,261,209,84,14,0,0,915,24,165,683,808,629,303,46,5,0,2661,31,97,223,236,238,139,48,4,0,1018,78,416,1019,1179,873,613,157,14,0,4353,53,221,453,492,556,351,65,3,0,2190,40,258,1065,1421,1388,822,91,5,0,5103,165,647,1829,2074,2163,1717,300,27,3,8912,150,833,2268,2230,2379,1791,345,32,7,10037,132,190,236,195,168,128,31,4,3,1092
CED112,57,87,165,217,238,172,49,13,3,998,2221,3045,5890,6775,7358,5172,890,66,9,31434,16,42,80,85,114,95,29,11,0,473,0,19,100,127,86,38,7,0,0,370,178,395,889,1103,1152,745,128,15,0,4601,6,33,124,207,220,162,17,0,0,780,386,868,1767,1728,1448,959,211,8,0,7376,43,118,279,419,449,264,65,3,0,1636,1069,1122,1392,1316,1466,1016,229,17,3,7628,1625,891,815,632,573,438,90,9,0,5067,37,95,343,564,761,621,163,11,0,2592,54,98,239,229,280,184,19,0,0,1105,21,112,435,555,505,297,47,0,0,1981,25,97,209,249,237,164,68,6,3,1063,38,215,677,705,653,501,155,8,3,2953,57,196,432,502,587,414,88,3,0,2274,30,139,764,1168,1186,684,107,6,4,4073,101,298,991,1077,1147,958,150,13,0,4744,162,719,1752,2076,2560,2112,374,22,3,9770,97,134,220,168,152,103,49,0,0,938
