CED_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED101,1983,3744,8638,8084,8021,5312,967,88,11,36837,2462,1187,2492,2316,2384,4007,5320,4183,2499,26849,150,211,561,404,442,396,326,278,231,3003,4592,5141,11685,10801,10845,9713,6617,4553,2735,66685,491,3254,12109,11232,11066,6867,996,52,6,46087,2383,3432,4141,4175,4094,3445,1233,168,8,23083,118,149,615,445,288,324,107,14,4,2065,87,221,385,261,295,179,56,11,3,1499,3078,7055,17257,16117,15739,10817,2393,245,25,72728,123,384,664,419,453,344,25,3,0,2417,562,412,433,326,305,316,45,3,0,2407,688,792,1096,745,759,658,63,4,0,4821,3767,7850,18349,16863,16504,11475,2462,255,29,77546,5352,2417,3573,3006,3440,6435,9609,7382,3870,45078,312,421,1093,812,850,793,618,510,354,5767,9428,10685,23016,20678,20792,18700,12691,8149,4255,128392
CED102,1644,4509,12864,8982,7792,4512,819,74,7,41204,2618,1826,3479,2585,2467,3940,5190,4070,1982,28150,171,395,1063,693,552,467,385,394,419,4546,4433,6723,17411,12261,10812,8913,6395,4535,2408,73902,411,3459,17239,13223,10844,6090,971,48,9,52297,2000,4209,7236,4787,4013,2909,933,122,12,26223,107,178,759,540,277,265,113,11,0,2255,85,263,625,349,301,212,58,12,0,1901,2598,8109,25862,18897,15429,9480,2076,194,24,82673,135,417,980,522,530,352,22,5,0,2961,527,699,722,299,310,289,33,0,0,2888,665,1119,1697,824,843,635,52,9,0,5842,3266,9231,27557,19724,16275,10117,2127,200,24,88523,5390,3629,5240,3505,3679,6114,9442,7465,3313,47772,383,803,2168,1455,1103,963,735,726,655,8989,9037,13658,34970,24681,21059,17188,12313,8387,3995,145283
CED103,1886,4306,10943,9322,8553,5544,1139,115,18,41825,2556,2218,3079,2679,2301,3827,4914,3986,2371,27939,130,290,634,435,355,327,264,273,281,2993,4563,6818,14652,12441,11210,9697,6320,4369,2675,72757,329,3240,15783,13856,11986,7268,1256,70,19,53795,2379,3882,4399,4495,4273,3527,1335,225,20,24527,140,214,721,469,243,302,106,15,0,2205,70,192,429,251,253,175,52,16,10,1447,2921,7520,21323,19073,16759,11271,2747,312,48,81976,78,300,885,552,492,338,30,4,3,2674,650,743,552,385,283,255,45,8,0,2922,724,1042,1437,937,771,597,75,10,3,5596,3643,8568,22764,20007,17524,11865,2823,325,46,87568,5682,4405,4658,3480,3293,5998,8869,6992,3773,47155,293,544,1257,935,759,659,522,454,402,5821,9621,13511,28675,24430,21575,18521,12216,7775,4224,140551
CED104,2472,3466,5003,7935,9378,6174,1525,145,12,36108,2485,640,1110,1914,1877,3250,5263,3406,1807,21741,115,134,225,286,310,309,277,307,522,2492,5071,4239,6336,10130,11566,9722,7069,3850,2346,60335,646,3170,7361,10926,13037,8364,1575,131,10,45215,3179,3313,2267,4168,4808,4053,1959,259,23,24034,192,164,435,404,314,346,156,18,3,2030,78,111,186,216,219,142,45,20,7,1020,4090,6758,10252,15709,18375,12911,3728,429,47,72293,77,223,275,315,376,270,37,7,4,1584,616,283,158,228,201,188,55,6,3,1733,693,504,436,546,579,459,93,16,8,3321,4790,7264,10686,16258,18951,13365,3818,440,46,75614,5534,1379,1557,2294,2535,5027,9423,6249,2867,36865,247,265,483,631,639,592,529,545,728,4651,10565,8901,12722,19177,22123,18983,13779,7236,3645,117135
CED105,1676,3998,7883,5958,5809,3678,532,37,4,29575,3560,2159,5542,4262,3846,4659,4705,3186,1861,33779,275,435,850,675,606,513,371,316,203,4237,5508,6587,14274,10890,10265,8850,5608,3534,2071,67594,498,3421,11711,9069,8227,5295,786,28,0,39031,1889,3752,5434,3874,3443,2454,633,56,4,21540,98,196,472,276,213,232,30,8,0,1532,137,395,713,433,417,216,25,5,7,2354,2626,7770,18325,13651,12297,8204,1482,99,18,64461,227,676,1243,768,672,434,16,9,0,4045,658,700,677,444,435,350,30,3,3,3302,887,1378,1921,1213,1111,782,52,10,3,7349,3512,9142,20246,14859,13403,8981,1528,105,20,71809,7241,4093,8327,6184,5914,7647,9036,5802,2917,57154,557,906,1919,1405,1270,1045,784,560,329,8779,11308,14140,30490,22447,20595,17678,11348,6474,3267,137741
CED106,2104,3497,6888,8824,9341,5456,1613,222,29,37983,3373,892,1675,2685,2740,3465,5218,4286,2732,27062,184,178,341,367,408,274,307,313,451,2827,5659,4569,8911,11876,12488,9193,7140,4825,3209,67876,287,2500,9774,12744,13383,7496,1549,138,16,47877,2785,3507,2792,4296,4711,3620,2090,474,60,24335,154,174,489,440,268,257,162,34,3,1985,54,138,220,206,210,135,43,20,0,1021,3283,6316,13272,17675,18569,11504,3855,662,83,75220,54,181,409,459,495,262,47,3,3,1905,566,392,253,302,270,191,67,8,0,2057,618,568,661,760,767,457,111,14,3,3958,3901,6884,13931,18441,19335,11957,3966,681,88,79183,7137,1864,2300,3226,3510,5092,8889,7589,4388,44000,402,326,702,713,800,553,565,501,639,5194,11445,9077,16933,22375,23647,17601,13418,8767,5117,128377
CED107,2368,3067,6445,7132,7970,5855,1427,212,39,34522,2263,1057,2157,1818,1985,3701,6407,4125,1964,25480,368,383,621,655,773,772,778,555,330,5247,5004,4512,9218,9609,10732,10326,8615,4900,2328,65239,1109,3398,8663,9140,10400,7303,1570,253,41,41889,2521,1982,3505,3922,4147,3824,1611,304,42,21872,178,217,624,418,441,528,199,29,3,2640,149,155,225,231,248,168,98,52,13,1346,3961,5755,13023,13719,15243,11824,3486,638,105,67745,329,463,579,535,537,374,21,3,3,2843,440,281,286,236,232,207,41,6,0,1733,769,740,864,768,768,581,59,9,3,4574,4730,6498,13887,14486,16011,12402,3543,647,115,72321,4878,2047,3618,3126,3612,6605,12047,7454,3015,46413,749,780,1343,1352,1645,1595,1583,995,489,10530,10359,9334,18848,18964,21264,20600,17178,9101,3617,129260
CED108,2382,4206,8791,7744,7013,4441,633,30,4,35248,3379,1663,4066,3535,3139,4093,4874,2632,1223,28598,308,323,747,631,549,506,461,273,100,3894,6071,6189,13600,11910,10701,9038,5966,2935,1331,67745,915,4259,12570,11880,10520,6475,865,27,8,47519,2381,3104,4059,3725,3132,2292,643,53,0,19384,132,172,595,335,295,290,66,3,0,1891,165,298,540,415,359,208,50,14,0,2048,3595,7832,17769,16357,14307,9261,1622,91,11,70841,375,692,1004,740,611,409,26,0,3,3861,799,516,485,399,312,277,21,8,0,2817,1170,1207,1487,1144,927,688,52,8,3,6683,4765,9043,19255,17498,15231,9950,1670,99,17,77519,7134,2838,5414,4762,4750,6584,8954,4657,1797,46888,653,701,1415,1257,1145,982,831,471,164,7610,12553,12584,26077,23514,21123,17517,11451,5231,1980,132022
CED109,2018,3087,7170,7723,7905,5515,1275,121,19,34844,1739,493,1205,1551,1595,2890,5324,4315,2650,21757,131,160,525,457,414,406,341,268,243,2939,3886,3743,8896,9727,9918,8806,6943,4707,2913,59544,686,3316,10533,10558,10824,7010,1237,100,11,44280,2431,2381,2644,4241,4182,3610,1632,237,39,21397,118,140,632,449,361,365,127,27,3,2219,69,146,272,235,266,172,60,24,9,1245,3295,5981,14083,15483,15640,11157,3056,382,56,69136,97,188,295,261,314,242,20,6,0,1426,407,185,135,182,192,161,38,6,0,1320,511,376,433,451,509,407,59,14,0,2752,3805,6356,14512,15937,16148,11565,3116,396,61,71886,3821,970,1610,2017,2325,4619,9420,7578,4152,36511,279,343,1040,951,834,822,679,472,367,5782,7905,7668,17161,18899,19306,17006,13217,8441,4576,114180
CED110,2361,2367,5103,6355,7992,6350,1204,138,13,31898,1838,921,2064,1918,2229,5276,8919,5715,2825,31699,229,249,488,461,698,756,851,781,661,5179,4429,3529,7655,8735,10923,12389,10973,6631,3503,68776,688,2321,5960,7165,8679,6274,1072,116,19,32293,2787,1837,3338,4173,4945,4975,1553,192,16,23813,166,163,451,348,403,558,165,21,3,2276,132,132,205,207,249,187,84,44,10,1254,3774,4453,9951,11896,14270,11992,2878,381,50,59642,354,445,556,491,530,483,22,5,0,2879,455,213,269,288,325,345,69,7,4,1961,804,658,822,779,856,823,86,9,3,4844,4579,5106,10772,12673,15132,12819,2970,384,49,64485,4053,1607,3107,3060,4089,9461,16879,10562,4527,57334,495,507,997,962,1401,1627,1670,1422,1017,10097,9129,7220,14874,16687,20619,23905,21518,12372,5595,131922
