SAL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SAL10862,63,0,0,0,0,61,44,0,0,0,0,44,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,5,133
SAL10863,38,0,0,0,0,43,22,0,0,0,0,22,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,10,0,0,0,0,10,0,0,0,0,0,0,86,0,0,0,0,91
SAL10864,652,15,0,0,0,665,845,32,0,0,0,880,175,34,0,0,0,213,5,0,0,0,0,3,0,0,0,0,0,0,39,7,0,0,0,47,7,0,0,0,0,7,4,0,0,0,0,0,227,40,0,0,0,269,16,0,0,0,0,17,24,0,0,0,0,25,1767,89,8,0,0,1863
SAL10865,102,0,0,0,0,106,74,0,0,0,0,76,14,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,32,0,0,4,0,0,3,3,0,0,0,0,3,214,0,5,0,0,218
SAL10866,19,0,0,0,0,19,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41
SAL10867,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL10868,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL10869,88,0,0,0,0,88,35,0,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,143
SAL10870,32,0,0,0,0,32,19,0,0,0,0,19,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,74,0,0,0,0,73
SAL10871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10872,56,54,121,0,0,236,31,34,166,0,0,231,3,19,484,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,8,78,0,0,81,0,0,5,0,0,4,0,0,0,0,0,0,9,24,570,0,0,596,0,0,9,0,0,9,0,0,4,0,0,9,98,109,869,0,0,1078
SAL10873,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL10874,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,18
SAL10875,37,0,0,0,0,37,25,0,0,0,0,25,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,73,0,0,0,0,73
SAL10876,74,0,0,0,0,74,28,0,0,0,0,35,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,22,9,0,0,0,0,4,4,0,0,0,0,4,135,3,0,0,0,144
SAL10877,1556,147,9,23,12,1744,1508,47,3,0,0,1567,1068,269,72,5,0,1418,183,102,14,0,0,300,32,40,10,0,0,81,230,31,3,0,0,272,26,16,0,0,0,48,12,9,0,0,0,19,1550,466,96,11,0,2128,57,50,3,0,0,110,71,24,3,0,0,100,4745,731,118,36,21,5643
SAL10878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10879,687,101,0,3,0,798,282,0,0,0,0,282,64,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,31,15,0,0,0,0,21,0,0,0,0,0,0,107,0,3,0,0,117,25,6,0,0,0,27,11,4,0,0,0,15,1116,111,4,3,0,1239
SAL10880,15,0,0,0,0,11,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,28,0,0,0,0,29
SAL10881,15,0,0,0,0,15,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SAL10882,15,0,0,0,0,15,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41
SAL10883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10884,1533,214,84,0,0,1832,1732,161,91,0,0,1981,510,288,211,0,0,1014,22,33,20,0,0,68,0,3,23,0,0,24,166,59,34,0,4,261,7,5,0,0,0,19,0,0,7,0,0,7,706,391,296,0,4,1387,28,8,3,0,0,38,33,17,7,0,0,55,4031,789,470,0,0,5302
SAL10885,20,0,0,0,0,20,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SAL10886,34,0,0,0,0,34,16,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,57,0,0,0,0,57
SAL10887,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL10888,261,16,0,0,0,277,336,6,4,0,0,339,198,16,0,0,0,211,0,6,0,0,0,4,3,11,0,0,0,16,40,0,0,0,0,42,3,0,0,0,0,3,0,0,0,0,0,0,246,32,0,0,0,284,9,0,0,0,0,11,8,0,0,0,0,9,861,60,7,0,0,926
SAL10889,12,0,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
SAL10890,14,0,0,0,0,14,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36
SAL10891,1215,135,1137,0,0,2489,850,131,928,0,0,1905,383,101,3548,0,4,4039,0,0,58,0,0,61,0,3,52,0,0,55,113,20,374,0,3,513,11,3,79,0,0,97,0,0,18,0,0,20,508,130,4123,7,8,4778,52,17,183,0,0,250,31,7,69,0,0,108,2660,414,6442,7,8,9524
SAL10892,220,10,0,0,0,229,178,8,0,0,0,192,40,8,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,18,0,5,0,0,0,7,0,0,0,0,0,0,60,16,3,0,0,74,6,0,0,0,0,6,4,0,0,0,0,5,474,28,3,0,0,505
SAL10893,38,0,0,0,0,38,23,0,0,0,0,23,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,70,0,0,0,0,70
SAL10894,11,0,0,0,0,11,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42
SAL10895,334,14,4,0,0,347,266,9,0,0,0,279,48,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,51,5,0,0,0,60,4,0,0,0,0,4,6,0,0,0,0,6,666,24,3,0,0,696
SAL10896,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SAL10897,2017,321,12,0,0,2347,2169,373,9,0,0,2549,496,209,12,0,0,720,0,4,0,0,0,0,4,9,8,0,0,20,79,29,7,0,0,118,10,6,0,0,0,17,0,0,0,0,0,0,589,258,32,0,0,881,29,64,28,0,0,119,34,11,0,0,0,46,4841,1023,74,4,0,5942
SAL10898,916,71,65,0,0,1050,901,174,91,0,0,1165,465,88,116,0,7,679,279,134,132,0,0,546,18,28,31,0,0,75,185,17,21,9,3,228,54,10,9,3,5,73,4,4,0,0,0,16,997,283,314,7,10,1613,49,9,6,0,0,69,85,20,17,0,0,112,2947,548,489,7,15,4007
SAL10899,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL10900,304,73,7,0,0,384,254,121,14,0,0,389,79,46,14,0,0,136,3,31,107,0,0,142,0,0,28,0,0,35,19,5,4,0,0,31,5,5,0,0,0,6,0,0,0,0,0,0,106,83,159,0,0,349,3,4,6,0,0,15,4,4,6,0,0,12,677,292,186,0,0,1151
SAL10901,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL10902,38,0,0,0,0,38,36,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,84
SAL10903,45,0,0,0,0,45,31,0,0,0,0,31,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,5,0,0,0,0,5,4,0,0,0,0,4,87,0,0,0,0,83
SAL10904,231,0,0,329,10,571,74,3,0,6,0,88,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3,0,32,28,0,0,54,0,85,0,0,0,0,0,3,64,3,0,65,0,131,6,0,0,10,0,14,7,0,0,9,0,18,381,10,5,416,9,828
SAL10905,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL10906,0,81,249,0,0,330,0,84,386,3,0,474,5,143,2180,11,24,2359,0,0,68,0,0,71,0,0,69,13,0,81,0,47,227,8,3,285,0,3,36,0,5,38,0,0,5,0,0,10,5,198,2582,26,28,2844,0,6,41,0,0,50,0,4,38,3,3,44,3,366,3300,36,33,3743
SAL10907,1078,49,26,0,0,1157,912,137,55,0,0,1101,266,128,108,0,0,507,0,12,0,0,0,11,0,0,0,0,0,0,50,14,12,0,0,73,15,0,0,0,0,18,0,0,0,0,0,0,339,152,120,0,0,606,18,0,0,0,0,21,48,8,3,0,0,58,2387,344,206,0,3,2941
SAL10908,259,5,0,0,0,258,858,3,0,0,0,857,233,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,25,6,0,0,0,0,6,0,0,0,0,0,0,270,0,0,0,0,268,5,0,0,0,0,5,11,0,0,0,0,12,1398,6,0,0,6,1406
SAL10909,111,13,193,0,0,319,79,33,278,0,0,392,17,9,435,0,0,463,0,0,3,0,0,3,0,0,0,0,0,0,3,0,44,0,0,53,0,0,5,0,0,5,0,0,0,0,0,0,19,12,485,0,0,524,3,0,10,0,0,16,0,0,7,0,0,7,212,59,983,0,0,1253
SAL10910,246,0,0,0,0,245,306,3,3,0,0,308,74,8,9,0,0,89,38,0,0,0,0,38,0,0,0,0,0,0,20,5,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,135,14,9,0,0,158,4,0,0,0,0,4,9,0,0,0,0,10,697,13,9,0,0,722
SAL10911,130,0,0,0,0,130,135,0,4,0,0,140,50,3,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,68,3,0,0,0,69,7,0,0,0,0,7,0,0,0,0,0,0,335,3,6,0,0,345
SAL10912,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SAL10913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10914,202,6,10,3,0,224,125,0,4,0,0,129,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,4,0,0,0,0,4,7,0,0,0,0,9,354,11,18,3,0,386
SAL10915,43,0,0,0,0,43,8,0,0,0,0,8,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,68
SAL10916,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
SAL10917,317,15,0,0,0,333,849,49,0,0,0,903,226,30,0,0,0,252,27,0,0,0,0,22,0,0,0,0,0,0,48,0,5,0,0,50,3,0,0,0,0,3,0,0,0,0,0,0,300,30,5,0,0,334,5,0,0,0,0,13,16,0,0,0,0,17,1485,99,7,0,4,1596
SAL10918,39,0,0,0,0,39,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,76,0,0,0,0,76
SAL10919,264,0,0,11,0,274,417,0,0,3,0,421,41,4,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,63,6,0,0,4,73,7,0,0,0,0,7,14,0,0,0,0,14,769,6,0,14,4,784
SAL10920,13,0,0,0,0,13,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,35,0,0,0,0,35
SAL10921,95,4,0,0,0,96,85,0,0,0,0,85,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,197,4,0,0,0,208
SAL10922,181,0,0,0,0,184,94,0,0,0,0,94,19,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,26,6,0,0,0,0,6,3,0,0,0,0,3,310,0,3,0,0,312
SAL10923,6,3,0,0,0,11,163,4,0,0,0,170,42,6,0,0,0,58,87,269,24,0,0,387,6,48,0,0,0,51,12,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,147,323,32,0,0,501,0,6,0,0,0,4,11,9,0,0,0,20,326,349,32,0,0,710
SAL10924,23,0,0,0,0,23,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,40,0,0,0,0,40
SAL10925,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL10926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10927,186,9,4,0,0,193,159,22,3,0,0,180,41,6,0,0,0,50,9,27,12,0,0,40,0,28,7,0,0,34,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,56,64,16,0,0,136,8,0,0,0,0,9,4,4,0,0,0,6,406,95,20,0,0,528
SAL10928,32,0,0,0,0,32,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,70,0,0,0,0,70
SAL10929,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL10931,92,0,0,0,0,91,309,0,0,0,0,307,297,37,0,0,0,338,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,3,320,40,0,0,0,354,0,0,0,0,0,0,4,0,0,0,0,4,724,40,6,0,0,769
SAL10932,5,0,0,0,0,5,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL10933,140,0,0,0,0,139,142,0,0,0,0,143,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,293,0,4,0,0,294
SAL10934,299,15,0,0,0,315,195,12,0,0,0,207,27,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,42,7,0,0,0,44,6,0,0,0,0,7,5,0,0,0,0,8,544,26,0,3,0,577
SAL10935,39,0,0,0,0,37,34,0,0,0,0,34,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,6,0,0,0,0,6,5,0,0,0,0,5,90,0,0,0,0,92
SAL10936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10937,218,214,157,7,0,592,192,183,141,5,0,523,28,67,420,25,0,534,0,0,19,0,0,19,0,0,0,0,0,0,10,22,86,3,0,127,0,0,0,0,0,0,0,0,0,0,0,0,34,86,536,34,0,679,12,0,10,0,0,21,0,3,5,0,0,8,456,480,845,45,0,1826
SAL10938,115,5,0,0,0,127,118,0,0,0,0,121,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,36,5,0,0,0,0,5,0,0,0,0,0,0,73,0,0,0,0,76,3,0,0,0,0,3,3,0,0,0,0,3,323,5,0,7,0,328
SAL10939,34,0,0,0,0,32,19,0,0,0,0,23,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,20,0,22,0,0,0,0,0,0,67,0,0,21,0,87
SAL10940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
SAL10941,20,0,0,0,0,20,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38
SAL10942,345,3,0,0,0,344,232,3,0,0,0,233,51,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,74,11,0,0,0,0,11,3,0,0,0,0,4,658,12,0,0,0,663
SAL10943,31,0,0,0,0,31,34,0,0,0,0,35,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,74
SAL10944,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
