SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL11416,0,9,14,92,105,198,0,0,0,8,11,22,0,0,0,272,283,559,5,0,8,11,14,26,6,7,15,3,7,13,0,0,0,10,7,23,22,12,33,15,12,26,19,29,47,0,6,6,6,16,25,42,56,100,86,91,175,0,0,3,600,664,1271,17,14,37,75,59,132,0,0,0,0,0,0,0,0,3,0,6,7,9,5,7,301,266,567,0,0,0,6,3,10,307,269,579,132,127,260,1138,1152,2295
SAL11417,4,0,0,85,79,162,0,0,0,0,0,0,0,0,0,37,37,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,14,3,0,6,0,0,0,5,9,12,8,6,14,0,0,0,138,146,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,6,78,76,155,0,0,0,0,0,0,83,78,159,30,23,57,255,249,505
SAL11418,12,23,36,224,268,491,0,0,0,19,15,30,0,0,0,259,283,545,0,0,0,9,5,12,6,9,7,0,0,0,5,7,8,0,0,0,6,4,13,7,7,14,23,16,36,6,4,5,3,5,6,18,28,42,22,29,51,0,0,0,588,671,1262,5,0,4,0,0,0,0,3,9,0,3,3,0,0,0,4,4,6,3,4,12,556,498,1047,9,0,9,0,3,4,565,496,1062,78,58,140,1253,1262,2522
SAL11419,0,0,0,28,18,40,0,0,0,0,0,0,0,0,0,20,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,5,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,56,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,70,0,0,0,0,0,0,37,32,70,7,3,10,99,84,185
SAL11420,4,10,14,283,267,549,0,0,0,13,19,34,13,10,27,448,471,922,0,0,0,29,24,48,0,0,0,4,3,8,5,7,15,0,0,0,5,5,9,18,26,45,21,42,70,0,0,6,0,3,4,37,27,60,42,48,89,0,0,0,927,955,1879,5,0,3,7,0,11,0,0,0,0,0,0,0,0,0,6,3,6,6,3,6,621,552,1173,6,4,14,0,0,3,625,557,1186,56,51,110,1622,1581,3205
SAL11421,21,37,51,703,861,1564,0,0,0,63,68,134,39,46,81,1044,1131,2176,0,0,5,72,61,132,9,7,11,12,24,43,11,11,21,0,4,4,6,18,25,44,73,116,75,84,163,0,0,4,0,5,5,73,116,185,93,110,199,0,4,3,2250,2614,4872,19,22,39,34,39,68,3,8,11,0,0,0,4,0,4,6,14,23,11,14,29,1363,1212,2572,17,11,32,3,5,6,1385,1232,2612,206,241,444,3928,4201,8126
SAL11422,0,0,0,15,22,35,0,0,0,0,5,3,0,0,0,8,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,4,0,0,0,41,36,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,58,0,0,0,0,0,0,32,27,58,9,10,21,83,71,156
SAL11423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11424,39,67,107,70,66,137,0,0,0,14,17,29,0,0,0,524,532,1050,0,0,0,94,119,214,3,5,7,0,0,5,5,6,9,15,17,28,13,10,19,4,11,18,29,56,89,0,0,0,0,0,0,24,25,47,35,43,77,0,0,3,827,912,1735,75,82,159,42,36,75,4,0,3,0,0,0,5,0,5,8,9,11,5,4,16,380,348,724,3,0,10,0,0,5,383,353,740,80,73,153,1462,1526,2992
SAL11425,59,71,132,1471,1743,3212,0,0,0,145,163,301,16,22,41,2415,2651,5066,24,32,53,103,105,208,8,14,18,8,14,18,14,19,29,3,7,9,48,45,93,75,77,146,163,178,342,12,16,26,3,7,10,166,229,393,140,148,285,10,8,17,4815,5471,10285,30,27,52,28,31,58,3,8,10,0,0,0,4,3,7,9,24,28,15,22,39,3388,3060,6452,20,19,39,9,17,26,3422,3100,6519,300,340,647,8674,9066,17736
SAL11426,3,8,12,14,29,42,0,0,0,10,6,9,0,0,0,55,60,114,0,0,0,3,5,7,0,0,3,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,3,3,13,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,99,111,206,3,5,5,9,16,26,0,0,0,0,0,0,0,5,3,0,0,0,3,3,7,45,51,92,0,0,0,0,0,0,46,51,94,7,6,18,159,202,361
SAL11427,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,5,0,8,0,0,0,18,11,34
SAL11428,48,50,95,72,75,140,0,0,0,8,5,7,0,0,0,229,231,458,0,0,0,70,80,147,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,8,0,6,13,6,15,0,0,0,0,0,0,10,19,31,19,29,46,0,3,0,425,448,875,23,14,37,27,19,44,8,22,34,0,0,0,0,0,0,11,16,22,9,17,28,1244,1163,2408,32,20,52,3,12,14,1286,1192,2476,167,113,278,1991,1879,3871
SAL11429,0,0,0,9,3,15,0,0,0,0,0,0,0,0,0,18,27,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,35,34,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,26,0,0,0,0,0,0,17,10,26,50,41,91,94,87,183
SAL11430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11431,691,923,1614,840,927,1765,0,0,0,417,473,895,42,38,84,1686,1931,3617,14,19,30,79,81,162,9,12,21,10,22,30,28,34,58,40,40,77,117,141,257,132,161,294,702,851,1556,10,8,20,23,30,48,242,332,573,374,465,832,0,8,8,4758,5562,10323,1467,1432,2902,410,407,812,3,9,15,0,0,0,71,56,124,62,70,128,126,129,260,6095,5980,12073,30,28,64,18,28,43,6145,6034,12177,734,716,1453,14339,15211,29551
SAL11432,0,0,0,14,23,34,0,0,0,0,0,5,0,0,0,21,10,30,0,0,0,0,0,0,0,0,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,3,5,3,9,11,5,5,11,6,3,8,59,59,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,44,90,0,0,0,0,0,0,47,44,93,10,3,9,116,109,221
SAL11433,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,3,5,10,0,0,0,8,6,21
SAL11434,0,0,0,5,5,16,0,0,0,0,0,0,0,0,0,9,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,29
SAL11435,0,0,0,4,7,8,0,0,0,0,0,0,0,0,0,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,3,3,3,18,20,36
SAL11436,15,42,52,376,606,982,0,0,0,38,51,92,0,0,0,475,631,1101,0,4,3,35,25,53,13,18,31,0,0,0,5,12,16,8,15,24,31,39,73,24,43,73,63,104,168,0,4,3,19,27,43,77,102,180,76,81,160,0,3,5,1247,1761,3014,15,7,27,13,10,22,4,3,14,0,0,0,4,9,13,6,6,6,9,13,22,739,709,1447,8,0,4,0,3,8,751,713,1463,240,352,601,2296,2907,5205
SAL11437,0,0,0,36,31,70,0,0,0,0,4,9,0,0,0,40,55,97,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,9,3,17,0,5,0,0,0,0,11,17,22,7,10,18,0,0,0,117,131,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,80,185,0,0,0,4,3,7,107,86,188,8,4,15,230,225,454
SAL11438,181,251,433,424,461,882,5,4,8,94,105,195,27,32,64,1598,1666,3267,0,0,0,145,143,293,7,5,12,19,13,33,15,8,24,99,93,191,34,37,73,75,75,148,209,246,458,6,7,14,8,3,13,100,123,217,212,218,440,0,0,5,3074,3260,6333,164,165,326,369,344,720,7,3,9,0,0,0,15,21,40,34,37,66,47,60,109,2072,1767,3838,22,12,33,9,11,19,2104,1792,3893,476,401,877,6419,6275,12686
SAL11439,4,5,4,62,66,126,0,0,0,6,0,8,0,0,0,57,57,113,0,0,0,3,8,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,6,0,0,0,0,0,0,6,8,20,9,4,18,0,0,0,146,161,311,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,136,291,0,0,0,0,4,6,160,139,298,21,12,28,334,318,652
SAL11440,0,0,0,10,6,13,0,0,0,0,0,3,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,14,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,0,0,0,0,0,0,6,3,14,5,3,8,25,27,52
SAL11441,24,23,44,357,432,785,6,6,11,32,45,79,4,4,10,1152,1195,2350,8,12,26,90,82,174,11,11,23,7,3,10,4,4,6,49,34,84,19,27,49,29,33,67,33,41,76,3,4,6,3,7,11,44,42,82,93,115,210,3,3,9,1956,2112,4067,67,62,128,171,156,324,0,0,0,0,0,0,24,23,44,9,10,15,29,34,61,858,658,1516,7,3,6,0,5,5,864,660,1526,173,160,333,3278,3208,6486
SAL11442,100,140,240,213,207,416,0,0,0,15,23,34,0,0,0,579,625,1209,0,0,0,72,77,150,0,5,3,0,0,0,12,17,24,9,4,14,7,5,14,16,18,33,25,39,66,5,3,7,6,6,9,27,36,62,43,61,109,0,3,3,1030,1123,2147,38,40,73,49,33,74,45,35,80,0,0,4,0,0,0,15,23,36,20,23,43,3341,3019,6355,53,38,97,6,25,30,3406,3075,6480,289,220,510,4963,4694,9657
SAL11443,0,0,0,20,11,34,0,0,0,0,4,3,0,0,0,13,20,28,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,33,42,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,21,0,0,0,0,0,0,14,17,21,0,3,4,46,60,108
SAL11444,25,36,55,148,185,329,0,0,0,31,20,52,0,0,0,367,403,767,0,4,4,17,19,35,6,9,15,12,11,21,0,0,5,7,9,22,7,5,11,9,19,26,29,24,53,0,0,0,8,7,16,13,10,18,30,44,79,0,0,0,688,775,1464,24,26,51,82,84,163,0,0,0,0,0,0,13,8,22,11,9,16,18,19,38,358,352,715,6,0,6,3,3,4,370,357,722,61,52,112,1270,1341,2607
SAL11445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11446,0,0,0,8,6,17,0,0,0,0,0,0,0,0,0,19,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,4,0,0,0,0,0,0,29,31,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,33,0,0,0,0,0,0,16,12,33,10,4,13,52,49,99
SAL11447,8,18,26,141,197,337,0,0,0,13,23,36,0,0,4,285,358,642,0,0,0,0,0,0,0,0,0,9,3,12,6,12,15,5,9,9,16,11,26,11,13,30,33,47,84,4,0,5,4,0,3,40,62,101,24,25,44,0,0,0,602,760,1359,17,21,43,26,27,48,0,0,0,0,0,0,4,0,11,8,17,16,12,16,24,424,403,824,4,0,11,0,0,0,431,404,835,86,118,199,1179,1360,2541
SAL11448,21,50,69,388,560,954,0,0,0,33,45,76,0,0,0,488,619,1104,0,0,3,34,38,68,0,11,16,0,6,10,8,10,16,0,0,0,5,13,17,19,22,41,58,70,123,0,10,5,0,0,0,50,70,124,47,53,102,0,0,0,1119,1525,2643,12,9,18,15,13,21,5,5,11,3,0,0,12,12,22,5,12,16,14,25,41,990,953,1940,10,5,15,0,7,10,1005,965,1969,188,195,387,2381,2782,5161
SAL11449,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,18,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,36,0,0,0,0,0,0,22,14,36,9,6,14,48,44,92
SAL11450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11451,0,0,0,12,10,22,0,0,0,0,0,0,0,0,0,22,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,5,10,0,3,5,0,0,0,42,45,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,6,17,26,43,0,0,0,0,0,0,17,26,43,10,7,17,70,84,149
SAL11452,0,0,0,18,6,25,0,0,0,0,0,0,0,0,0,23,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,5,3,3,9,0,0,0,47,28,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,41,0,0,0,0,0,0,22,19,41,3,4,8,73,52,125
SAL11453,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,4,3,5,0,0,0,9,12,20
SAL11454,0,0,0,14,18,27,0,0,0,3,0,5,0,0,0,24,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,3,0,0,0,0,0,41,44,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,35,0,0,0,0,0,0,20,17,35,3,0,3,64,62,130
SAL11455,0,0,5,27,17,44,0,0,0,0,0,0,0,0,0,15,9,29,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,6,14,0,0,0,0,0,0,52,43,94,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,20,19,39,0,0,0,0,0,0,20,19,39,15,8,24,88,75,170
SAL11456,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,0,0,0,0,0,0,5,4,10,0,8,5,17,15,28
SAL11457,0,0,0,116,110,227,0,0,0,4,8,12,0,0,0,111,116,228,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,13,17,0,0,0,0,0,0,20,19,36,5,4,14,0,0,0,269,279,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,86,192,0,0,0,0,0,0,105,86,191,69,53,123,453,412,862
SAL11458,0,0,0,10,12,25,0,0,0,0,0,0,0,0,0,9,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,28,27,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,0,0,0,0,0,0,6,9,13,9,18,25,40,51,84
SAL11459,0,0,0,30,37,69,0,0,0,4,6,3,0,0,0,29,36,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,9,6,16,0,0,0,0,0,0,9,9,17,3,0,3,0,0,0,92,98,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,60,133,0,0,0,0,0,0,80,60,137,27,35,64,198,190,384
SAL11460,0,0,0,14,21,37,0,0,0,5,4,3,0,0,0,27,25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,16,10,23,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,62,64,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,27,0,0,0,0,0,0,14,8,27,6,8,15,85,80,165
SAL11461,0,5,9,28,26,61,0,0,0,0,0,0,0,0,0,18,29,48,0,0,0,0,0,0,18,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,14,0,0,0,4,5,4,8,4,11,3,4,13,0,0,0,95,93,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,84,62,154,4,5,6,0,0,0,88,68,161,25,17,38,207,187,397
SAL11462,5,0,5,16,16,37,0,0,0,0,0,0,0,0,0,12,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,32,40,71,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,122,0,0,0,0,0,0,62,62,122,7,4,9,105,100,208
SAL11463,3,0,4,12,17,30,0,0,0,0,0,0,0,0,0,10,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,19,0,0,0,0,0,0,4,6,7,0,0,5,0,0,0,41,51,98,28,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,52,118,0,0,0,0,4,9,66,60,123,42,28,75,183,168,350
SAL11464,0,0,3,13,14,28,0,0,0,0,0,0,0,0,0,23,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,7,10,14,8,10,15,0,0,0,56,53,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,90,179,0,0,0,0,0,0,96,88,178,31,32,60,183,172,353
SAL11465,0,0,0,10,3,13,0,0,0,0,3,4,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,0,0,0,0,0,0,7,3,13,0,0,4,22,22,44
SAL11466,0,0,0,5,8,9,0,0,0,0,0,0,0,0,0,9,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,31,0,0,0,0,0,0,16,19,31,5,5,9,34,41,80
SAL11467,0,0,0,44,45,90,0,0,0,0,0,5,0,0,0,40,47,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,5,7,0,0,0,0,0,0,13,18,26,0,0,0,0,0,0,109,111,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,43,99,0,0,0,0,0,0,56,43,99,20,14,33,177,169,348
SAL11468,0,0,0,4,9,10,0,0,0,0,0,0,0,0,0,11,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,33,0,0,0,0,0,0,14,20,33,0,0,6,34,42,76
SAL11469,0,0,0,12,16,32,0,0,0,4,6,4,0,0,0,19,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,38,36,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,14,0,0,0,0,0,0,11,4,14,5,0,4,52,43,91
SAL11470,0,0,0,19,21,39,0,0,0,0,0,0,0,0,0,29,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,3,7,0,0,0,60,51,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,63,0,0,0,0,0,0,35,32,67,4,7,12,96,86,186
SAL11471,8,7,16,20,28,47,0,0,0,0,0,0,0,0,0,136,137,267,0,4,4,0,0,0,0,0,0,0,6,5,4,4,5,0,0,0,11,4,14,0,0,0,8,0,10,0,0,0,0,6,6,18,24,47,18,10,31,0,0,0,208,222,425,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,100,234,0,0,0,0,0,0,129,100,234,66,71,139,414,406,822
SAL11472,9,14,19,248,248,496,0,0,0,8,11,18,0,0,0,250,328,575,0,0,0,3,0,3,9,7,10,0,0,0,3,5,9,0,0,0,6,0,3,5,8,14,96,97,188,5,3,13,0,3,3,38,59,95,19,32,49,0,0,0,689,799,1487,6,3,12,0,0,4,0,0,0,0,0,0,0,0,0,5,5,9,5,5,9,538,539,1075,0,0,0,4,0,3,539,542,1080,155,141,297,1409,1498,2907
SAL11473,0,0,0,23,16,32,0,0,0,5,0,0,0,0,0,26,29,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,46,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,56,0,0,0,0,0,0,28,29,56,0,0,5,90,78,168
