SAL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
SAL10381,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,45,0,0,0,4,47
SAL10382,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,16,0,0,0,0,16
SAL10383,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,22,0,22,0,22,..,0,0,0,19,15,934,23,0,23,19,972
SAL10384,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,16,0,16,..,0,0,0,16,16,490,12,0,16,16,516
SAL10385,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,12,0,0,0,0,11
SAL10386,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,8,0,8,..,0,0,0,24,28,260,6,6,8,24,291
SAL10387,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,10,10,216,4,0,4,10,230
SAL10388,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,8,..,0,0,0,42,42,175,3,0,6,44,227
SAL10389,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,12,0,14,..,55,7,58,3,60,..,3,0,3,70,71,2679,57,9,62,71,2812
SAL10390,0,0,0,0,..,5,0,5,0,5,..,20,5,20,0,20,..,12,8,20,0,20,..,52,3,59,0,61,..,590,108,698,4,701,..,20,5,24,104,127,2468,613,113,724,107,3291
SAL10391,0,17,0,17,..,8,4,7,0,7,..,4,0,8,0,8,..,7,0,14,0,14,..,174,38,211,4,216,..,721,124,838,11,855,..,28,7,35,565,604,2131,750,129,874,579,3586
SAL10392,0,0,0,0,..,18,3,16,0,16,..,0,0,3,0,3,..,4,0,4,0,4,..,55,3,61,0,63,..,272,34,303,6,310,..,14,0,19,283,296,4066,283,35,320,284,4672
SAL10393,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,21,0,0,0,3,22
SAL10394,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,25,25,151,0,0,0,25,178
SAL10395,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,13,5,15,0,15,..,50,5,53,0,54,..,0,0,0,88,88,1740,50,5,53,89,1881
SAL10396,117,1083,8,1095,..,104,18,122,0,124,..,356,125,480,0,483,..,139,34,174,0,174,..,2859,679,3536,77,3622,..,23258,3838,27099,278,27373,..,348,95,439,3133,3579,20008,23606,3932,27541,3407,50961
SAL10397,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,40,40,88,0,0,0,40,128
SAL10398,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,28,5,29,3,32,..,133,8,141,3,140,..,7,0,5,127,132,1665,137,10,147,127,1941
SAL10399,0,13,0,13,..,14,6,14,0,14,..,0,0,0,0,0,..,21,3,24,0,24,..,141,44,189,3,192,..,1180,154,1333,3,1335,..,17,0,18,99,118,1273,1196,156,1351,103,2725
SAL10400,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,18,4,20,0,20,..,116,17,139,0,139,..,4,3,6,32,40,229,123,24,145,32,409
SAL10401,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,4,4,127,4,0,4,4,132
SAL10402,0,3,0,3,..,13,0,14,0,14,..,22,3,21,0,19,..,35,0,38,0,38,..,94,14,105,6,113,..,2555,445,3004,20,3025,..,17,4,21,305,334,3304,2572,447,3021,329,6652
SAL10403,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,16,16,76,0,0,0,16,92
SAL10404,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,12,12,51,0,0,0,12,61
SAL10405,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,30,34,173,3,0,3,30,205
SAL10406,0,0,0,0,..,9,4,13,0,13,..,0,0,0,0,0,..,7,0,8,0,8,..,84,4,87,0,84,..,416,28,451,7,448,..,13,0,13,168,178,6803,434,28,459,172,7434
SAL10407,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,11,11,105,0,0,0,11,113
SAL10408,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,11,4,15,0,18,..,0,0,0,15,16,556,17,4,19,20,589
SAL10409,0,3,0,3,..,4,0,3,0,3,..,0,0,0,0,0,..,4,0,3,0,3,..,4,0,6,0,6,..,43,8,54,0,58,..,3,0,3,112,119,3275,53,8,59,116,3448
SAL10410,0,4,0,4,..,8,0,10,0,10,..,3,0,3,0,3,..,4,5,11,0,11,..,49,13,66,0,66,..,278,46,328,6,327,..,17,0,22,192,213,5678,299,52,349,195,6220
SAL10411,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,21,19,163,3,0,3,21,192
SAL10412,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3
SAL10413,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,10,0,10,..,32,9,36,0,40,..,3,0,3,55,61,962,35,9,37,57,1060
SAL10414,0,0,0,0,..,7,4,6,0,6,..,3,0,3,0,3,..,10,0,10,0,10,..,73,8,76,4,83,..,328,29,355,4,356,..,33,3,32,214,245,5959,355,30,388,216,6563
SAL10415,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,17,4,18,0,22,..,0,0,0,38,38,148,17,4,18,40,210
SAL10416,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL10417,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,25,0,0,0,0,25
SAL10418,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,16,14,64,4,0,4,16,81
SAL10419,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,19,19,220,0,0,0,19,242
SAL10420,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,11,3,15,0,13,..,101,7,108,3,105,..,0,0,0,69,72,1591,101,7,108,70,1770
SAL10421,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,43,10,53,0,52,..,188,27,215,8,222,..,23,4,22,155,178,4906,208,33,234,160,5304
SAL10422,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,12,12,63,0,0,0,12,79
SAL10423,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,18,0,0,0,0,19
SAL10424,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,25,0,25,0,25,..,3,0,3,24,33,932,25,0,28,24,993
SAL10425,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,27,0,0,0,4,30
SAL10426,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,8,0,8,..,0,0,0,7,4,124,5,0,7,7,141
SAL10427,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,105,0,0,0,10,119
SAL10428,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,4,0,4,..,3,0,3,0,3,..,17,0,13,0,13,..,0,0,0,52,52,597,17,0,13,52,662
SAL10429,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,26,0,0,0,0,27
SAL10430,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,11,0,0,0,0,16
SAL10431,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,4,4,127,0,0,0,4,132
SAL10432,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,55,0,0,0,9,60
SAL10433,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,12,0,12,..,9,0,9,82,86,700,21,0,19,82,808
SAL10434,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,66,0,0,0,8,74
SAL10435,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,8,0,8,..,0,0,0,3,3,74,4,0,8,3,89
SAL10436,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,44,0,0,0,0,44
SAL10437,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,28,28,242,0,0,0,28,269
SAL10438,0,0,0,0,..,6,0,9,0,9,..,4,0,4,0,4,..,3,0,3,0,3,..,19,3,25,0,25,..,134,6,147,0,147,..,12,0,18,200,219,2949,151,7,162,200,3313
SAL10439,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,22,22,52,3,0,3,22,82
SAL10440,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,5,16,0,16,..,22,5,25,0,25,..,3,0,3,298,297,701,23,5,26,298,1022
SAL10441,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,17,0,17,..,6,0,6,155,161,1030,22,0,23,155,1203
SAL10442,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL10443,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,54,54,155,0,0,0,54,214
SAL10444,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,7,7,68,0,0,0,7,83
SAL10445,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,26,5,0,5,0,31
SAL10446,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,69,0,0,0,8,74
SAL10447,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,85,0,0,0,3,94
SAL10448,0,0,0,0,..,8,0,9,0,9,..,0,0,0,0,0,..,0,0,4,0,6,..,13,0,13,0,12,..,87,18,106,8,110,..,7,0,7,106,119,1896,98,18,114,115,2124
SAL10449,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,4,21,0,17,..,47,4,50,0,53,..,0,0,0,63,65,1236,46,4,54,65,1350
SAL10450,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,21,7,31,3,28,..,101,14,116,3,120,..,0,0,0,75,74,3241,106,14,119,77,3436
SAL10451,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL10452,0,9,0,9,..,8,5,6,0,6,..,0,0,0,0,0,..,13,7,15,0,15,..,65,3,66,3,70,..,328,35,360,7,365,..,32,0,33,424,458,5915,359,39,400,425,6738
SAL10453,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,7,7,15,0,0,0,7,24
SAL10454,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,0,0,0,..,8,0,8,0,8,..,43,0,41,0,41,..,0,0,0,114,116,1215,42,0,43,114,1372
SAL10455,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,20,17,117,7,0,7,20,142
SAL10456,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,29,29,468,3,0,3,29,504
SAL10457,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,3,3,163,6,0,6,3,175
SAL10458,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,21,21,273,5,0,5,21,291
SAL10459,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,40,0,0,0,10,52
SAL10460,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,3,3,36,0,0,4,3,40
SAL10461,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,12,0,14,..,0,0,0,21,23,305,11,0,11,16,338
SAL10462,0,0,0,0,..,24,6,39,0,39,..,16,0,13,0,13,..,10,4,16,0,16,..,386,21,411,11,418,..,2295,204,2499,30,2530,..,56,9,57,620,682,7206,2348,208,2554,647,10411
SAL10463,0,4,0,6,..,14,3,19,0,19,..,18,6,16,0,16,..,20,0,20,0,20,..,335,26,359,0,357,..,2272,138,2411,16,2428,..,52,5,55,724,777,8303,2322,145,2468,744,11513
SAL10464,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL10465,0,8,0,8,..,30,10,43,0,43,..,20,5,18,0,18,..,39,9,43,0,43,..,307,22,321,4,329,..,2667,256,2931,17,2945,..,31,3,34,740,771,6648,2699,266,2966,750,10361
SAL10466,0,0,0,0,..,7,5,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,54,6,56,0,56,..,175,23,198,3,197,..,11,0,11,130,136,3737,188,23,204,130,4066
SAL10467,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,36,4,40,0,40,..,200,27,229,0,225,..,3,0,3,32,38,1977,205,27,226,36,2238
SAL10468,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,30,0,27,0,27,..,74,4,83,0,83,..,5,0,6,69,76,2888,80,6,85,69,3045
SAL10469,0,6,0,6,..,48,14,62,0,62,..,35,8,43,0,43,..,1612,1058,2669,13,2680,..,788,313,1096,11,1107,..,4558,2251,6810,53,6867,..,90,42,131,495,625,2298,4648,2295,6943,545,9785
SAL10470,0,7,0,7,..,17,11,32,0,32,..,27,13,37,0,37,..,866,444,1313,8,1320,..,824,249,1074,6,1079,..,3789,1256,5047,23,5067,..,64,40,104,256,365,1929,3855,1295,5149,283,7369
SAL10471,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,22,22,111,0,0,0,22,133
SAL10472,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,30,0,28,..,124,24,144,3,147,..,5,0,5,89,98,2703,130,24,147,93,2939
SAL10473,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,3,3,120,8,0,8,3,130
SAL10474,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,37,37,98,0,0,0,37,130
SAL10475,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,15,0,18,..,47,5,51,0,51,..,5,0,5,72,76,1305,52,5,54,77,1442
SAL10476,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,10,7,116,5,0,3,10,127
SAL10477,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL10478,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL10479,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,10,10,71,4,0,4,10,85
SAL10480,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,5,3,0,3,..,12,0,12,0,12,..,71,4,80,0,80,..,4,0,4,75,71,1481,73,4,80,75,1636
SAL10481,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,20,0,0,0,3,25
SAL10482,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,89,0,0,0,5,98
SAL10483,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL10484,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,4,4,104,4,0,4,4,116
SAL10485,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,12,0,12,..,0,0,0,23,30,386,12,0,13,23,423
SAL10486,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,84,0,0,0,3,88
SAL10487,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,4,0,4,..,0,0,0,78,78,124,7,0,4,78,207
SAL10488,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,14,0,0,0,0,14
SAL10489,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,46,0,0,0,0,46
SAL10490,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,11,6,40,0,0,0,11,51
SAL10491,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,6,6,8,3,0,3,6,19
SAL10492,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,13,13,131,0,0,0,13,146
SAL10493,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,13,0,13,..,46,8,55,0,57,..,21,6,26,162,186,1379,72,9,83,162,1623
SAL10494,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,5,0,5,..,0,0,0,39,39,412,0,0,5,39,457
SAL10495,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,20,0,0,0,0,27
SAL10496,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,19,0,0,0,9,24
SAL10497,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,7,6,63,0,0,0,7,71
SAL10498,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,21,0,0,0,0,20
SAL10499,0,9,0,9,..,9,0,9,0,9,..,0,0,0,0,0,..,8,0,7,0,7,..,38,10,45,3,44,..,248,57,302,3,307,..,0,0,6,34,41,1393,254,57,311,39,1741
SAL10500,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,36,0,0,0,0,36
SAL10501,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,42,5,42,0,42,..,7,0,7,276,288,1557,51,5,53,276,1888
SAL10502,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,0,0,0,10,10,159,10,0,10,10,174
SAL10503,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL10504,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,80,0,0,0,4,84
SAL10505,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,8,0,8,..,0,0,0,9,9,86,10,0,8,9,107
SAL10506,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,15,0,0,0,8,22
SAL10507,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,11,11,105,0,0,0,11,117
SAL10508,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL10509,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,91,0,0,0,0,93
SAL10510,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,14,14,190,0,0,0,14,204
SAL10511,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,11,0,11,..,0,0,0,18,18,445,11,0,11,18,476
SAL10512,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,88,0,0,0,10,97
SAL10513,0,4,0,4,..,16,5,21,0,20,..,112,32,144,0,141,..,442,242,692,0,689,..,2956,1139,4094,28,4121,..,7283,2485,9768,64,9832,..,182,102,284,750,1031,4633,7464,2585,10055,814,15492
