SSC_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SSC10498,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,6
SSC10499,0,0,0,0,6,5,3,0,3,3,0,3,4,6,14,0,3,3,0,0,0,3,0,3,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,12,18,29
SSC10500,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC10501,15,14,29,19,21,44,17,12,25,0,5,3,36,29,71,14,10,28,6,3,15,4,14,14,29,31,55,3,4,4,0,0,0,3,3,8,5,7,10,0,0,0,11,16,23,18,52,73,4,10,17,3,9,6,10,11,22,0,0,0,31,84,121,16,0,16,0,0,3,0,0,0,21,0,18,17,14,38,164,196,354
SSC10502,0,0,0,7,0,5,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC10503,12,12,27,55,34,88,15,20,38,0,0,0,69,55,123,40,34,79,12,9,23,3,0,3,58,44,104,0,0,0,0,0,0,5,5,13,3,20,16,0,0,0,5,24,35,0,7,7,0,4,4,3,0,3,0,10,10,0,0,0,3,18,20,0,0,0,0,3,3,0,0,0,0,3,3,67,65,133,224,221,440
SSC10504,0,0,3,0,0,0,3,0,3,0,0,0,3,0,4,0,3,4,0,0,0,3,0,3,4,9,9,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,8,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,14,31,31,25,55
SSC10505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10506,0,0,0,3,3,8,3,0,3,0,0,0,11,6,9,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,9,26
SSC10507,0,0,0,0,0,0,3,3,4,0,0,0,3,3,9,3,0,5,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,16,19,34
SSC10508,0,0,0,0,3,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,9,12
SSC10509,5,0,5,5,3,7,3,3,4,0,0,3,5,4,13,0,0,0,3,0,5,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,13,22,37
SSC10510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10511,0,3,0,0,4,4,0,0,0,0,0,0,0,8,12,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,14,28
SSC10512,0,4,8,10,7,14,5,7,4,0,0,0,13,6,18,4,8,5,0,0,3,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,15,26,31,57
SSC10513,7,0,7,11,17,25,6,9,15,8,8,13,31,25,55,4,0,8,3,5,9,9,13,17,18,19,34,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,3,9,0,6,4,0,0,0,0,0,0,3,3,3,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,24,26,48,83,83,167
SSC10514,0,0,3,0,3,6,3,0,3,0,0,0,3,3,6,7,3,4,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15,25,19,41
SSC10515,89,91,175,356,344,699,209,160,367,43,31,78,611,537,1146,379,357,739,154,169,320,33,43,75,562,568,1135,36,24,61,27,44,68,46,22,70,41,77,116,4,7,8,153,171,326,191,225,412,31,35,63,42,32,74,27,45,78,4,0,4,292,338,628,45,52,94,30,61,86,0,3,3,75,112,188,355,360,715,2133,2172,4307
SSC10516,0,3,3,5,4,10,8,3,10,0,0,0,7,8,13,5,8,14,0,0,0,0,0,0,7,8,15,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,19,43
SSC10517,132,96,227,270,247,522,200,194,395,30,24,56,504,468,974,109,89,203,179,188,365,25,31,56,305,310,621,13,16,30,10,15,22,48,15,66,24,41,67,0,3,3,97,89,185,110,121,226,56,43,98,20,19,43,55,71,124,3,3,4,235,257,491,17,10,29,18,38,56,4,0,4,41,44,85,415,458,870,1726,1730,3453
SSC10518,3,0,3,4,3,7,4,0,5,0,0,0,7,5,17,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,16,13,35
SSC10519,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,7,0,8,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5
SSC10520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3
SSC10521,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8
SSC10522,18,19,34,70,56,125,26,21,45,4,0,7,93,80,173,21,46,66,5,6,10,3,0,7,29,55,80,0,0,0,3,3,5,0,7,5,3,11,14,0,0,0,6,23,26,0,0,4,0,3,3,0,3,4,12,12,16,0,0,0,10,18,33,0,0,0,0,3,3,0,0,0,0,3,6,172,189,359,334,381,716
SSC10523,41,40,76,73,63,138,43,64,104,37,22,63,157,148,306,30,41,68,36,61,98,21,23,45,91,122,209,6,4,5,4,6,5,17,16,37,10,25,34,3,0,3,42,46,86,8,33,38,4,15,17,0,5,11,10,44,51,0,0,0,26,95,122,3,0,8,3,0,3,0,0,0,7,3,12,61,47,113,419,506,925
SSC10524,0,0,0,9,5,14,0,4,7,0,0,0,8,10,19,0,0,3,0,0,3,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,18,15,33,29,32,57
SSC10525,0,0,0,0,0,0,3,0,6,0,0,0,3,3,6,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,10,10,13
SSC10526,14,15,29,57,59,122,12,13,22,7,4,9,77,75,151,44,37,80,22,23,50,9,6,11,72,69,136,3,3,11,0,4,3,9,0,9,0,9,10,0,0,0,15,15,28,11,29,44,3,7,9,3,0,3,4,6,10,0,0,0,26,45,65,0,0,4,5,9,12,0,0,0,5,13,17,22,21,41,226,245,478
SSC10527,0,5,3,3,8,12,0,0,0,0,0,0,8,8,14,0,3,3,3,0,3,0,4,7,5,7,13,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,43
SSC10528,17,16,32,55,62,116,4,0,10,10,8,26,74,78,152,43,59,105,10,8,19,15,17,40,70,86,155,3,0,3,0,0,0,7,0,7,6,12,14,0,0,0,12,8,27,9,12,24,6,6,10,3,7,5,6,14,25,0,0,0,16,38,61,0,0,0,3,0,4,0,0,0,3,3,10,41,41,80,241,267,511
SSC10529,22,19,38,68,63,131,22,21,42,3,0,3,94,82,179,51,39,96,7,8,16,3,3,6,60,55,111,4,7,9,3,3,6,5,3,9,10,11,19,3,0,3,25,32,59,0,10,7,0,3,5,0,0,3,0,0,3,0,0,0,3,13,17,0,0,0,0,3,3,0,0,0,3,4,7,136,148,289,348,350,696
SSC10530,0,0,0,5,0,8,0,0,0,0,0,0,5,0,8,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,3,16
SSC10531,3,4,8,6,8,11,0,0,0,0,0,0,6,8,12,3,3,8,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,26,28,27,54
SSC10532,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,5,13
SSC10533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10534,0,4,3,0,0,0,3,0,3,0,3,3,3,6,9,0,0,3,0,0,0,3,3,3,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,14,27
SSC10535,3,3,10,15,5,22,10,7,16,0,0,0,25,19,43,14,16,32,3,3,5,0,0,0,23,19,40,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,4,6,8,0,3,3,0,3,3,0,0,0,0,3,6,0,0,0,3,10,9,0,0,0,0,0,0,0,0,0,0,0,0,25,31,48,78,88,164
SSC10536,81,69,153,206,220,430,87,81,165,84,98,183,378,397,775,90,82,175,163,125,291,83,110,198,335,325,655,8,11,13,0,8,10,22,17,39,22,32,58,0,0,0,55,68,120,34,49,84,8,28,38,11,15,22,41,66,107,0,0,0,95,153,248,7,10,14,13,31,49,0,0,0,25,45,70,310,361,674,1276,1420,2695
SSC10537,11,14,24,45,41,82,4,6,9,8,3,13,59,43,99,29,30,65,3,0,4,5,10,12,39,41,80,0,0,0,0,6,7,3,3,5,5,6,14,0,0,0,12,18,26,3,3,6,0,0,0,0,0,0,3,6,5,0,0,0,9,13,18,0,0,0,0,0,0,0,0,0,0,0,0,48,51,100,170,175,344
SSC10538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10539,11,7,13,29,23,53,3,7,9,7,3,10,40,38,73,9,10,23,8,15,20,11,4,13,24,27,60,0,0,0,0,0,0,7,0,7,3,3,7,0,3,3,5,4,17,7,9,15,0,3,3,0,5,3,3,4,6,0,0,0,15,19,31,0,0,0,0,0,0,0,0,0,0,0,3,20,20,37,113,117,230
SSC10540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8
SSC10541,3,0,5,11,10,19,0,6,5,0,0,0,14,12,25,3,4,7,4,0,4,0,0,0,10,4,11,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,33,28,63
SSC10542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,8
SSC10543,101,73,169,320,308,627,57,61,117,58,38,95,429,412,840,184,169,355,70,77,143,23,24,49,274,269,546,16,18,33,9,17,33,28,23,58,20,43,63,0,4,4,83,104,186,43,77,124,29,47,74,11,14,24,30,50,80,0,5,5,113,194,304,7,23,35,6,25,35,0,0,0,17,50,66,244,301,544,1257,1394,2654
SSC10544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,4,11,17
SSC10545,4,10,19,21,7,28,3,4,8,3,3,7,26,14,41,3,7,9,0,3,4,4,3,4,9,13,18,0,0,0,0,0,0,5,0,5,3,4,5,0,0,0,9,4,11,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,3,3,0,0,0,0,3,3,13,13,23,66,68,127
SSC10546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10547,21,13,28,43,35,82,37,28,61,0,0,4,81,60,144,31,25,54,7,11,15,0,3,5,38,40,71,0,3,3,0,0,0,6,6,13,0,8,10,0,0,0,8,16,23,3,4,5,0,3,3,0,0,0,5,10,20,0,0,0,10,15,32,0,0,5,3,6,4,0,0,0,6,5,11,70,109,174,233,259,492
SSC10548,0,3,3,19,15,30,4,3,10,4,5,11,21,24,52,14,21,35,3,3,8,6,7,14,29,32,60,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,8,11,9,9,15,0,4,7,0,0,0,4,4,7,0,0,0,12,17,27,0,0,0,0,0,4,0,0,0,0,3,4,20,15,38,86,101,189
SSC10549,21,19,45,54,58,109,31,31,68,21,14,36,102,107,210,31,15,46,34,41,74,20,21,44,84,79,162,3,0,3,3,0,4,12,3,13,3,11,14,0,0,0,18,12,33,9,14,22,0,0,3,0,0,0,5,13,15,0,0,0,16,32,42,0,0,0,3,4,5,0,0,0,3,4,5,60,59,114,299,314,615
SSC10550,3,3,3,3,3,7,0,0,0,0,0,3,12,5,16,0,4,8,0,3,3,0,0,0,5,3,9,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,3,3,7,12,15,25,37,30,71
SSC10551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SSC10552,8,5,16,25,23,47,3,5,14,3,3,7,34,37,70,20,23,49,8,7,16,0,3,3,30,35,65,0,4,4,0,3,3,4,0,4,3,9,14,0,0,0,7,15,20,0,0,3,0,0,0,0,0,0,0,4,7,0,0,0,3,3,11,0,0,0,0,3,0,0,0,0,0,3,0,30,39,73,115,138,251
SSC10553,0,0,0,0,0,3,3,0,3,0,0,0,3,3,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,16,16,10,24
SSC10554,0,0,0,4,0,3,0,0,0,0,0,0,5,4,7,9,8,8,0,3,3,0,0,0,9,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,14,13,24,31,22,56
SSC10555,3,0,7,0,3,3,3,0,0,0,0,0,0,6,10,4,0,3,0,0,0,0,0,3,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,14,20,16,34
SSC10556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,9,12,14
SSC10557,30,28,53,56,57,109,20,21,43,26,33,56,96,112,204,27,28,53,21,24,43,16,35,50,63,78,145,0,5,4,0,9,9,7,3,12,7,15,20,0,0,0,20,28,45,36,48,82,22,27,45,7,11,16,24,27,53,0,0,0,89,108,197,3,3,4,10,14,23,0,0,0,13,15,27,114,130,252,426,495,918
SSC10558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,8
SSC10559,3,0,3,13,9,25,3,3,3,0,0,0,15,12,30,10,6,22,10,11,17,0,0,0,22,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,6,0,0,0,0,0,0,0,5,9,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,21,19,38,69,56,120
SSC10560,0,0,3,0,0,0,6,0,6,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,10,7,17
SSC10561,3,4,10,3,3,12,0,0,0,0,0,0,3,3,12,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,17,22,33
SSC10562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,9
SSC10563,14,5,26,36,42,74,30,13,46,0,0,0,62,55,121,18,30,47,10,0,6,0,0,0,20,28,53,0,3,3,0,3,3,0,0,0,0,9,6,0,0,0,5,9,15,0,4,3,0,3,5,0,0,0,4,5,7,0,0,0,3,11,16,0,0,0,0,3,7,0,0,0,0,3,6,105,58,158,217,178,400
SSC10564,0,0,0,8,4,12,3,0,3,0,0,0,7,4,14,0,0,0,0,0,4,4,0,4,3,3,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,23,18,35
SSC10565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SSC10566,0,0,0,6,5,15,3,0,3,0,0,0,10,8,14,0,3,3,4,0,3,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,13,17,34
SSC10567,4,0,6,7,11,13,0,0,0,0,0,0,10,9,19,8,3,11,0,4,7,0,0,0,9,9,13,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,26,25,54
SSC10568,3,3,11,13,14,23,4,3,6,0,3,4,14,21,36,4,11,16,0,0,0,5,6,6,13,15,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,0,5,8,0,0,0,4,6,8,0,0,0,4,0,7,0,0,0,4,3,5,12,9,22,48,63,115
SSC10569,48,63,110,173,160,340,62,54,116,28,31,52,267,243,510,82,93,175,63,78,144,44,32,76,191,206,394,17,7,20,18,30,42,17,9,29,25,39,64,0,0,0,79,84,161,64,94,159,39,46,77,13,12,25,39,52,92,0,0,0,150,205,360,10,16,25,27,52,82,0,0,0,41,72,112,386,412,798,1158,1278,2439
SSC10570,3,4,7,16,17,37,5,0,6,19,15,27,41,34,72,13,13,22,7,0,3,18,7,28,39,23,57,0,0,0,0,3,3,4,4,10,3,7,13,0,0,0,6,15,26,3,8,11,0,0,4,0,0,3,3,5,7,0,0,0,6,15,27,0,0,0,0,3,4,0,0,0,0,7,5,23,22,43,123,122,240
