SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,5
SSC10802,0,0,0,0,0,3,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,16,0,9,8,13,27,26,26,4,3,118
SSC10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10804,0,0,0,8,7,4,5,0,0,21,0,0,0,0,0,0,3,0,0,3,3,4,12,6,6,12,0,0,3,48,14,30,89,92,97,81,44,19,3,470
SSC10805,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,3,9,7,14,10,0,0,41
SSC10806,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,0,0,22,3,3,14,35,16,37,22,5,3,140
SSC10807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,3,0,0,7,6,16,5,3,0,38
SSC10808,0,0,0,0,0,0,6,4,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,7,3,31,7,5,20,22,44,54,38,52,13,254
SSC10809,3,7,8,5,23,42,42,55,34,213,0,0,3,3,3,0,3,4,0,17,6,13,53,34,32,42,30,48,19,291,148,359,906,772,725,643,528,331,125,4545
SSC10810,0,0,4,0,0,3,8,13,19,49,0,0,0,0,0,0,0,0,3,9,3,6,6,7,7,11,14,14,42,111,31,70,147,172,174,191,161,107,120,1175
SSC10811,0,0,3,6,3,23,19,32,11,92,0,0,0,0,0,0,0,0,0,5,0,4,14,6,13,19,12,24,4,114,81,150,401,368,401,342,236,131,52,2153
SSC10812,0,0,0,0,0,5,14,14,20,54,0,0,0,0,0,0,0,3,0,4,0,6,6,9,9,11,12,9,14,72,16,32,65,104,79,121,152,103,98,758
SSC10813,0,0,0,0,0,9,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12,0,0,3,0,31,10,27,72,74,90,68,50,24,8,423
SSC10814,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,4,28,15,30,25,17,3,0,130
SSC10815,0,0,6,16,15,48,51,55,58,251,0,0,5,0,4,10,10,11,3,46,17,26,129,127,81,64,79,57,79,671,220,621,1973,1844,1405,1245,918,580,372,9182
SSC10816,0,0,8,6,9,25,66,67,43,222,0,0,0,0,4,6,10,3,3,28,34,28,41,57,62,57,59,68,29,433,353,709,1027,1608,1629,1632,1199,750,337,9243
SSC10817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,3,0,0,22
SSC10818,0,3,13,19,36,78,113,107,63,424,0,3,20,10,34,52,31,47,17,230,42,51,105,118,111,105,114,144,100,886,627,1501,3021,3393,3353,2924,2096,1285,523,18721
SSC10819,0,3,10,13,41,98,171,149,51,531,0,0,15,12,12,37,36,45,18,179,29,28,98,75,86,72,65,45,45,543,270,750,1930,1435,1453,1213,839,452,214,8554
SSC10820,0,0,0,7,3,13,17,10,0,57,0,0,3,7,0,6,4,3,0,22,5,3,18,9,13,0,4,0,0,48,52,90,394,411,203,135,63,20,3,1372
SSC10821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8
SSC10822,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,9,5,6,6,20,31,31,17,10,3,131
SSC10823,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,6,14,15,25,28,35,9,13,7,144
SSC10824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,4
SSC10825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10826,0,4,20,18,36,50,38,32,14,213,0,0,9,12,33,27,9,14,3,121,17,21,52,36,53,54,43,70,88,428,109,231,559,452,469,419,238,170,137,2789
SSC10827,0,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,9,10,4,4,0,0,0,26,13,9,42,32,31,37,11,10,3,186
SSC10828,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6,3,0,14,3,3,10,15,32,20,19,12,0,105
SSC10829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,27
SSC10830,0,0,6,0,5,15,16,15,14,68,0,0,3,0,0,0,0,0,0,4,4,13,22,12,19,23,23,9,3,126,32,148,463,269,237,238,152,64,22,1627
SSC10831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,8,0,0,18
SSC10832,0,0,3,0,0,10,10,3,3,21,0,0,0,0,0,0,0,0,0,0,4,3,7,3,8,3,5,3,0,34,10,28,31,31,73,37,30,8,3,248
SSC10833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,3,0,0,4,6,3,11,0,0,25
SSC10834,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,11,11,14,17,16,7,3,97
SSC10835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,0,14
SSC10836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,4,3,0,0,22
SSC10837,0,0,3,0,0,3,18,13,9,43,0,0,0,0,0,0,3,0,3,6,9,0,0,5,6,8,3,6,8,52,30,81,84,137,199,162,157,74,42,963
SSC10838,0,0,9,19,33,26,39,21,11,162,0,0,7,13,17,19,12,8,3,76,13,23,27,35,43,43,38,32,5,272,70,159,284,300,332,260,200,135,25,1766
SSC10839,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,3,0,0,19,7,17,21,18,24,31,24,4,3,144
SSC10840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,5,0,16
SSC10841,0,0,0,0,0,4,14,3,0,21,0,0,0,0,0,0,0,0,0,3,10,9,12,14,14,38,16,7,0,111,44,78,108,164,257,268,157,42,8,1133
SSC10842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,5
SSC10843,11,20,17,23,49,122,193,221,147,806,3,0,7,0,3,10,5,8,3,39,53,48,77,124,132,125,158,147,75,941,353,628,1113,1079,1258,1345,1283,902,395,8361
SSC10844,0,0,0,0,0,4,6,4,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,4,3,0,23,5,17,30,43,30,49,35,23,3,230
SSC10845,0,0,0,0,0,4,5,12,9,27,0,0,0,0,0,0,3,0,0,10,4,10,7,14,17,19,7,7,5,86,59,134,167,302,410,335,237,184,97,1917
SSC10846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,4,0,17,12,31,33,13,11,0,117
SSC10847,5,0,15,11,36,81,149,120,117,540,0,0,14,23,20,32,25,39,47,195,60,44,145,174,181,158,229,246,453,1684,1030,2352,3858,5484,5551,4878,3756,1922,1299,30124
SSC10848,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,5,4,7,0,26,4,9,11,20,33,31,9,4,0,128
SSC10849,0,0,0,0,3,0,5,5,3,18,0,0,0,0,0,0,0,0,0,3,8,9,11,17,26,15,23,3,15,119,77,130,142,369,525,390,300,113,71,2115
SSC10850,0,0,0,0,5,4,11,18,3,51,0,0,0,0,0,0,0,0,0,3,11,9,9,8,15,9,9,8,3,82,29,79,139,150,156,168,114,62,11,902
SSC10851,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,8,9,29,38,32,35,23,7,3,183,42,89,314,494,402,295,167,53,8,1865
SSC10852,0,9,14,46,66,141,193,149,65,680,3,5,11,23,38,49,50,36,18,234,71,79,169,144,168,143,80,93,52,1000,540,1122,2188,2065,2149,1719,1032,588,237,11652
SSC10853,0,0,6,3,3,17,35,20,14,104,0,0,0,3,0,0,0,0,0,3,3,5,11,9,20,22,47,58,45,225,43,111,174,191,255,329,422,240,138,1901
SSC10854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8
SSC10855,0,0,0,0,0,0,3,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,3,14,9,16,17,18,7,5,89
SSC10856,0,0,4,4,11,12,29,25,5,97,0,0,0,3,0,3,3,5,0,13,14,25,26,19,37,18,24,11,3,175,82,158,182,189,258,192,155,73,18,1299
SSC10857,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,8,3,12,15,26,30,21,11,3,124
SSC10858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,7,6,4,0,3,0,30
SSC10859,3,0,0,0,0,3,7,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,16,6,0,47,20,45,72,109,118,101,100,23,3,591
SSC10860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,5,5,0,0,3,4,0,22
SSC10861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,8,3,0,8,13,9,4,0,0,37
SSC10862,0,0,3,0,7,26,32,38,25,130,0,0,0,0,0,0,0,5,3,10,10,0,5,9,20,31,41,36,18,162,116,199,325,419,547,642,553,286,103,3191
SSC10863,0,0,0,0,0,0,3,3,3,13,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,10,4,3,0,27,7,27,34,53,55,87,54,15,7,346
SSC10864,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,3,0,19,4,7,15,12,34,66,27,8,0,158
SSC10865,0,0,4,19,43,81,74,37,7,270,0,0,4,12,25,43,30,28,11,158,21,22,41,54,58,49,28,14,0,287,274,571,834,919,1164,866,400,150,31,5207
SSC10866,0,0,0,0,0,11,31,13,3,64,0,0,0,0,0,0,3,0,0,4,3,3,6,8,7,8,10,7,0,44,32,65,83,99,114,82,85,26,13,605
SSC10867,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,14,0,3,5,17,23,10,11,8,0,89
SSC10868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,3,4,3,3,5,8,0,0,28
SSC10869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,4,3,4,3,0,0,18
SSC10870,0,0,0,0,3,7,10,5,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,6,3,5,34,3,8,25,23,41,84,67,33,7,295
SSC10871,0,0,0,0,0,4,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,4,8,8,13,37,35,26,10,4,146
SSC10872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10873,0,0,0,0,4,3,8,3,4,16,0,0,0,0,0,0,0,0,0,0,0,20,52,43,31,15,26,14,6,215,28,160,642,424,282,199,198,81,27,2047
SSC10874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,8,3,3,4,0,23
SSC10875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,9,3,3,0,3,10,14,5,0,0,43
SSC10876,0,0,0,0,0,3,8,3,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,17,13,13,26,31,45,42,27,12,5,220
SSC10877,0,0,0,0,0,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,16,3,0,0,33,7,10,13,17,50,108,40,16,3,253
SSC10878,7,12,32,32,68,180,204,194,115,843,0,0,3,8,3,10,4,8,3,41,66,190,449,350,241,184,210,188,149,2028,448,1060,2125,1792,1695,1775,1549,971,493,11906
SSC10879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10880,0,0,0,4,0,22,39,39,8,117,0,0,0,0,0,0,0,0,0,3,6,4,18,16,20,22,55,71,26,224,61,96,191,190,252,331,498,361,77,2068
SSC10881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,3,0,4,8,10,6,5,0,0,37
SSC10882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,3,12,14,3,3,0,44
SSC10883,0,0,0,0,5,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,4,13,12,13,27,12,17,4,0,100
SSC10884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,95,215,16,4,0,3,0,0,0,332
SSC10885,0,5,9,13,31,59,64,121,102,399,0,0,6,3,0,3,8,10,6,40,25,22,96,85,72,74,99,90,31,590,299,766,1999,1674,1563,1475,1205,871,382,10237
SSC10886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,4,0,3,3,11,14,6,0,0,56
SSC10887,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,3,0,21,0,8,16,19,27,28,32,10,0,136
SSC10888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,7,0,0,0,18
SSC10889,0,0,4,3,9,21,16,18,17,99,0,0,0,0,0,3,3,0,0,7,10,8,20,26,25,22,29,21,8,178,92,175,321,313,305,323,235,123,64,1940
SSC10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,6,6,7,0,25
SSC10891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,3,0,5,7,19,26,11,0,0,71
SSC10892,6,5,23,22,31,52,102,97,73,407,3,12,33,21,22,30,35,25,34,211,63,133,318,188,162,118,126,93,106,1298,627,2097,4954,4106,2881,2241,1680,962,519,20069
SSC10893,0,0,0,0,0,5,0,4,4,22,0,0,3,0,0,3,0,0,3,7,0,0,12,3,7,6,3,9,3,54,43,71,144,195,240,195,137,103,36,1150
SSC10894,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,4,9,0,18,15,4,9,15,18,28,29,13,4,125
SSC10895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,18,7,23,6,13,3,0,75
SSC10896,0,0,0,0,0,0,6,4,0,16,0,0,0,0,0,0,0,0,0,4,4,5,0,4,10,14,4,10,3,50,75,175,160,222,401,313,208,122,37,1703
SSC10897,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,0,0,0,8,4,4,3,5,5,19,9,6,0,51
SSC10898,3,0,6,6,14,36,57,58,60,243,0,0,10,6,7,12,11,11,14,74,22,28,48,64,74,62,68,88,129,582,573,1277,1564,2330,3031,2634,1646,800,451,14300
SSC10899,6,3,34,80,106,191,133,138,115,801,0,5,27,46,78,95,65,47,34,393,40,61,111,87,120,100,96,78,44,757,407,910,1741,1502,1656,1465,851,566,358,9437
SSC10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,0,6,0,3,8,8,0,0,20
SSC10901,0,0,3,7,5,11,35,27,13,109,0,0,0,0,7,13,3,5,0,27,18,10,18,36,33,21,44,16,7,212,111,167,304,431,508,432,297,148,67,2465
SSC10902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10903,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,15,9,22,20,19,41,43,18,13,0,178
SSC10904,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,7,6,7,31,6,7,23,21,34,42,25,19,12,188
SSC10905,0,0,4,3,9,28,65,27,19,151,0,0,0,0,0,4,0,0,3,8,3,4,3,5,16,37,50,37,10,172,29,56,60,119,194,314,389,179,51,1394
SSC10906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,5,6,8,0,0,0,21
SSC10907,0,12,21,3,9,12,6,5,0,69,0,4,26,11,3,4,0,3,0,49,81,299,428,116,68,54,37,12,5,1096,639,2608,3128,887,470,322,175,45,13,8289
SSC10908,0,0,4,14,27,64,91,76,62,337,0,0,7,3,17,27,28,28,14,112,23,20,68,65,42,49,65,31,28,386,237,592,1162,1249,1150,1159,896,312,161,6918
SSC10909,0,0,3,0,3,3,3,0,0,12,0,0,0,4,0,0,3,0,0,8,0,3,11,3,0,0,0,0,0,26,19,71,303,208,176,156,63,9,7,1011
SSC10910,0,0,0,0,0,0,15,31,21,72,0,0,0,0,0,4,3,7,0,19,4,9,57,52,14,22,15,13,15,205,33,114,622,593,324,302,224,148,103,2458
SSC10911,0,0,5,7,5,12,13,12,4,58,0,0,0,0,0,0,3,0,0,3,6,4,9,12,21,12,24,10,3,111,60,114,221,249,299,293,193,87,31,1543
SSC10912,0,0,0,0,3,11,5,9,0,29,0,0,0,0,0,0,0,0,0,0,3,3,0,4,9,11,4,0,0,31,34,65,93,110,154,126,96,43,6,726
SSC10913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,14,0,0,3,3,6,7,10,0,0,34
SSC10914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10915,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,3,3,0,13,8,9,18,0,0,57,22,41,44,101,164,172,175,77,18,821
SSC10916,0,0,0,0,0,3,6,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,4,7,0,0,28,11,6,17,21,23,26,39,6,3,147
SSC10917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,8,3,0,0,16
SSC10918,0,0,11,12,14,29,18,14,7,102,0,0,3,3,4,5,9,3,0,23,11,12,23,32,29,18,19,12,0,158,174,349,719,786,651,410,186,64,12,3350
SSC10919,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,9,0,0,20,5,14,6,25,36,38,35,6,3,169
SSC10920,0,0,0,3,6,15,29,18,5,88,0,0,0,0,0,0,0,0,0,0,4,10,21,12,20,23,19,13,6,112,57,107,219,239,313,316,192,93,20,1548
SSC10921,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,9,3,6,15,16,16,16,10,13,0,95
SSC10922,0,0,0,3,3,6,4,4,0,24,0,0,0,0,0,0,0,0,0,3,3,0,4,0,11,14,3,3,0,37,16,25,33,49,103,113,70,20,3,431
SSC10923,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,5,4,0,19,16,17,31,56,113,144,138,67,19,611
SSC10924,0,0,11,5,22,27,18,6,0,98,0,0,3,9,10,16,4,3,0,46,65,58,69,71,72,56,43,4,0,433,187,230,305,300,272,195,139,32,4,1660
SSC10925,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,3,12,12,15,31,14,3,0,90
SSC10926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,3,0,21
SSC10927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10
SSC10928,0,0,0,0,11,24,32,40,16,128,0,0,0,0,3,7,13,14,7,38,6,7,5,8,15,7,16,11,12,85,42,88,148,211,219,173,146,155,101,1285
SSC10929,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,11,10,10,24,26,30,24,24,8,3,161
SSC10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,3,0,20
SSC10931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,4,3,0,0,19
SSC10932,0,0,7,3,3,3,3,4,0,20,0,0,0,0,0,0,0,0,0,0,8,4,20,8,3,12,8,0,0,63,36,60,166,105,52,48,40,18,6,529
SSC10933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,0,5,3,0,27
SSC10934,0,0,0,3,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,7,0,4,4,7,4,7,0,0,31,17,27,57,99,144,128,112,30,3,618
SSC10935,0,0,0,0,0,3,5,3,0,16,0,0,0,0,0,0,0,0,0,0,6,5,7,15,11,13,12,3,3,73,37,105,78,166,358,236,157,75,42,1251
SSC10936,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,9,7,0,0,32,9,9,18,39,41,44,29,9,3,214
SSC10937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10938,0,0,0,0,3,11,7,15,9,45,0,0,0,8,0,0,0,3,3,11,4,7,58,41,42,24,20,24,4,226,71,212,798,847,683,523,314,161,47,3658
SSC10939,0,0,0,0,5,4,0,5,3,15,0,0,0,0,0,0,0,0,0,0,3,0,5,9,7,11,6,5,0,54,21,33,67,97,155,145,94,23,4,648
SSC10940,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,3,0,11,3,4,12,18,22,24,20,10,0,112
SSC10941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SSC10942,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,3,4,14,15,14,7,3,0,60
SSC10943,0,0,0,0,5,0,5,7,3,26,0,0,0,0,0,0,0,0,0,0,6,5,11,5,19,6,15,4,8,81,49,87,138,154,268,315,281,99,41,1439
SSC10944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,9,0,10,12,16,32,43,19,7,0,151
SSC10945,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,7,10,14,6,3,0,46
SSC10946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,9,7,0,0,28,0,3,3,3,11,9,7,3,0,44
SSC10947,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,7,7,14,15,32,36,34,12,7,0,151
SSC10948,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10,14,0,0,3,0,32
SSC10949,0,0,8,11,17,29,57,37,19,184,0,0,0,0,0,0,0,0,0,6,27,33,82,63,78,85,57,42,19,480,107,222,641,516,498,475,291,178,74,2997
SSC10950,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,6,3,6,0,28
SSC10951,0,0,0,0,6,9,12,12,3,43,0,0,0,0,0,0,0,0,0,3,0,0,10,4,9,17,10,3,5,69,19,23,54,57,106,176,121,56,15,618
SSC10952,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,17,0,0,31
SSC10953,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,13,5,15,12,0,0,66
