SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC11183,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
SSC11184,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC11185,10,41,0,0,0,53,10,29,0,0,0,44,3,11,7,0,0,14,56,245,69,0,0,368,0,6,5,0,0,10,0,6,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,8,62,269,79,0,0,410,0,13,3,0,0,14,0,11,12,0,0,21,83,356,97,0,0,538
SSC11186,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC11187,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12
SSC11188,21,0,0,0,0,21,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,55,0,0,0,0,60
SSC11189,97,12,34,0,0,145,66,3,4,0,0,69,28,3,0,0,0,28,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,4,11,0,0,0,0,11,0,0,0,0,0,3,39,3,4,0,0,42,3,10,25,0,0,35,10,0,5,0,0,16,217,22,70,0,0,311
SSC11190,47,0,0,0,0,47,21,0,0,0,0,29,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,81,0,0,3,0,89
SSC11191,354,7,0,0,0,373,176,3,3,0,0,186,63,8,9,0,3,76,12,0,0,0,0,12,46,3,3,0,0,56,4,6,0,0,0,7,4,0,0,0,0,3,3,0,0,0,0,4,124,25,11,0,4,159,17,0,0,0,0,13,15,6,0,0,0,21,686,41,12,0,8,753
SSC11192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11193,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC11194,40,0,0,0,0,42,31,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,4,75
SSC11195,42,0,0,0,0,42,15,0,0,0,0,15,9,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,80
SSC11196,9,0,0,0,0,9,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
SSC11197,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC11198,21,0,0,0,0,21,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
SSC11199,40,0,0,0,0,40,45,0,0,0,0,45,12,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,8,0,0,0,0,8,117,0,0,0,0,117
SSC11200,26,0,0,0,0,26,13,0,0,0,0,13,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47
SSC11201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11202,1323,97,8,0,0,1428,1408,50,3,3,3,1467,349,126,36,0,0,512,57,71,8,0,0,134,170,27,0,0,3,201,3,0,17,0,0,26,12,3,3,0,0,15,7,0,0,0,0,3,589,224,71,0,5,892,15,12,9,0,0,35,84,17,16,0,4,119,3418,405,101,7,11,3947
SSC11203,47,0,0,19,0,65,47,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,0,0,3,0,12,5,0,0,0,0,5,3,0,0,3,0,4,110,3,0,30,0,143
SSC11204,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC11205,45,0,0,0,0,50,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,93,0,0,0,0,94
SSC11206,90,0,0,0,0,90,21,0,0,0,0,21,0,3,0,0,0,4,7,0,0,0,0,7,12,6,0,0,0,23,15,7,0,0,0,21,16,0,0,0,0,17,0,0,0,0,0,0,51,17,0,0,0,76,0,0,0,0,0,0,4,0,0,0,0,10,161,17,4,0,0,183
SSC11207,18,0,0,0,0,18,12,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,38,0,0,0,0,40
SSC11208,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC11209,12,0,0,0,0,12,10,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,33,0,0,0,0,32
SSC11210,40,0,0,0,0,40,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,66,0,0,0,0,66
SSC11211,66,57,694,0,3,817,30,22,265,0,5,328,9,16,434,0,6,460,0,0,0,0,0,0,3,3,156,0,0,166,0,0,0,0,0,0,0,0,10,0,0,7,0,5,9,0,0,10,13,21,607,0,7,644,0,0,13,0,0,18,10,4,47,0,3,55,118,106,1621,0,17,1863
SSC11212,5,218,559,5,3,792,7,269,755,3,8,1037,3,376,1895,6,13,2292,0,32,90,0,0,118,0,103,399,0,3,514,0,3,23,0,0,25,0,3,26,0,3,28,0,5,23,0,0,30,6,521,2451,7,20,3012,0,4,20,0,0,20,3,41,101,0,26,176,25,1057,3881,20,59,5039
SSC11213,35,3,0,0,0,43,47,5,0,0,0,54,20,17,3,0,0,39,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,3,0,0,42,0,0,0,0,0,0,4,0,0,0,0,4,110,32,3,0,0,140
SSC11214,5,94,18,0,0,121,16,121,39,0,3,173,11,210,168,8,6,397,0,33,47,0,3,75,6,77,77,0,6,166,0,5,76,0,4,85,0,10,63,0,7,80,0,0,9,0,0,10,15,332,440,3,20,813,0,7,12,0,0,16,0,28,13,0,3,46,40,577,512,10,26,1165
SSC11215,129,0,0,0,0,129,114,0,0,5,0,117,40,0,3,0,0,41,12,0,0,0,0,12,58,0,8,0,0,65,3,0,0,0,0,5,31,0,0,0,0,33,12,0,0,0,0,9,149,3,7,0,0,161,6,0,0,0,0,7,7,0,0,0,0,7,408,3,7,5,0,421
SSC11216,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC11217,11,0,0,0,3,14,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,3,42
SSC11218,101,0,0,0,0,101,140,0,0,0,0,146,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,251,0,0,0,0,249
SSC11219,415,3,0,0,0,421,388,3,3,0,0,399,43,0,0,0,0,44,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,3,0,0,60,3,0,0,0,0,3,14,0,0,0,0,14,875,5,11,0,3,900
SSC11220,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC11221,275,63,56,0,0,395,330,5,6,0,0,345,54,11,15,0,0,88,0,0,0,0,0,0,45,6,6,0,0,53,0,0,3,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,106,17,24,0,0,152,0,48,30,0,0,77,15,5,6,0,0,28,727,141,125,0,3,999
SSC11222,0,10,49,0,0,56,0,14,24,0,0,38,0,6,26,0,0,33,0,0,0,0,0,0,0,6,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,0,0,51,0,3,0,0,0,5,0,0,3,0,0,3,3,35,119,0,0,151
SSC11223,27,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
SSC11224,220,5,0,0,0,225,442,12,0,0,0,447,163,10,3,0,0,177,17,0,0,0,0,17,35,0,0,0,0,35,4,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,225,17,3,0,0,242,7,8,0,0,0,8,17,0,0,0,0,20,906,33,3,0,0,941
SSC11225,3,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8
SSC11226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11227,585,51,1174,0,0,1813,566,81,1886,3,6,2546,142,61,2913,9,10,3131,3,30,91,0,0,126,81,15,509,3,5,614,4,0,24,0,0,27,11,11,31,0,0,60,4,0,36,0,0,40,245,130,3604,13,16,4002,10,0,55,0,0,71,31,10,187,0,5,233,1440,271,6912,20,25,8661
SSC11228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC11229,25,0,0,0,0,21,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,34
SSC11230,7,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12
SSC11231,92,0,0,0,0,97,41,0,0,0,0,45,13,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,30,0,0,0,0,34,0,0,0,0,0,0,6,0,0,0,3,9,180,0,0,3,7,188
SSC11232,31,0,0,0,0,31,15,0,0,0,0,15,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,55
SSC11233,87,0,0,5,0,89,32,0,0,0,0,32,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,22,0,0,0,0,22,9,0,0,0,0,9,7,0,0,0,0,6,154,0,0,4,0,153
SSC11234,105,0,0,0,6,109,59,0,0,0,3,60,16,0,0,0,0,16,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,9,0,0,0,0,7,3,0,0,0,0,3,42,0,0,0,0,45,4,0,0,0,0,4,11,0,0,0,0,11,222,0,0,0,7,228
SSC11235,167,0,3,16,12,200,199,0,0,0,0,194,24,0,0,0,0,25,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,15,15,0,0,7,8,0,17,9,0,0,3,10,21,38,0,7,15,30,84,3,0,0,0,63,69,14,0,0,3,4,22,425,0,10,28,102,568
SSC11236,71,26,4,0,0,103,25,0,0,0,0,34,26,3,9,0,0,36,0,0,4,0,0,6,8,3,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,8,11,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,137,35,25,0,0,192
SSC11237,1091,6,43,21,11,1174,878,3,6,0,9,896,342,29,116,8,0,500,76,11,17,0,9,110,144,3,21,3,3,169,13,0,3,0,0,19,26,0,5,3,0,38,15,0,8,0,0,23,627,44,165,11,15,870,9,0,0,0,0,13,80,6,16,0,0,98,2689,63,235,30,31,3043
SSC11238,483,59,3,0,3,545,349,65,0,0,0,415,90,50,3,0,0,141,4,0,0,0,0,4,42,4,0,0,0,43,0,0,0,0,0,0,3,3,0,0,0,7,3,0,0,0,0,4,140,59,3,0,0,200,3,0,0,0,0,3,21,6,0,0,0,28,993,193,5,0,3,1192
SSC11239,223,58,0,0,0,288,210,48,0,0,3,264,54,24,0,0,0,79,3,0,0,0,0,4,24,5,0,0,0,21,0,3,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,79,36,0,0,0,116,3,0,0,0,0,4,10,3,0,0,0,17,533,143,4,0,3,681
SSC11240,123,0,3,0,0,123,123,6,0,0,0,127,22,0,0,0,0,22,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,10,0,0,0,0,10,283,6,3,0,0,289
SSC11241,215,27,0,3,3,242,217,0,0,0,3,221,85,15,10,0,5,115,3,0,0,0,0,3,34,0,0,0,0,35,0,0,0,0,0,0,12,0,0,0,0,12,9,0,0,0,0,10,140,14,17,0,5,176,6,9,0,0,0,18,16,0,16,0,0,31,592,49,26,3,10,682
SSC11242,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC11243,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC11244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11245,24,0,0,0,0,24,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,33
SSC11246,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC11247,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC11248,230,0,0,0,0,227,321,0,0,3,0,321,100,3,0,0,0,101,80,8,0,0,0,89,44,0,0,0,0,44,0,0,0,0,0,0,5,0,0,0,0,10,6,0,0,0,0,6,231,8,0,0,0,250,3,0,0,0,0,3,31,0,0,0,0,31,809,10,0,4,3,835
SSC11249,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC11250,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10
SSC11251,138,8,3,3,0,149,89,3,0,0,0,87,44,23,7,0,0,69,0,0,0,0,0,0,14,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,63,25,14,0,0,94,3,0,0,0,0,3,0,0,0,0,0,0,292,33,14,3,0,336
SSC11252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11253,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,17,0,0,0,0,17
SSC11254,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC11255,16,0,0,0,0,18,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,32
SSC11256,6,0,0,0,0,6,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC11257,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC11258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11259,14,0,0,0,0,14,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
SSC11260,13,0,0,0,0,11,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,23
SSC11261,12,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,25
SSC11262,18,0,0,0,0,17,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,47
SSC11263,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC11264,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC11265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
