SA2_CODE_2021,C21_Aus_Bplace_NS,C21_Aus_Tot_resp,C21_Aus_Ab_BP_B_OS,C21_Aus_Ab_Fa_O_B_OS,C21_Aus_Ab_Mo_O_B_OS,C21_Aus_Ab_BP_B_Aus,C21_Aus_Abor_Bplace_NS,C21_Aus_Abor_Tot_respons,C21_Chi_BP_B_OS,C21_Chi_Fa_O_B_OS,C21_Chi_Mo_O_B_OS,C21_Chi_BP_B_Aus,C21_Chi_Bplace_NS,C21_Chi_Tot_resp,C21_Cro_BP_B_OS,C21_Cro_Fa_O_B_OS,C21_Cro_Mo_O_B_OS,C21_Cro_BP_B_Aus,C21_Cro_Bplace_NS,C21_Cro_Tot_resp,C21_Dut_BP_B_OS,C21_Dut_Fa_O_B_OS,C21_Dut_Mo_O_B_OS,C21_Dut_BP_B_Aus,C21_Dut_Bplace_NS,C21_Dut_Tot_resp,C21_Eng_BP_B_OS,C21_Eng_Fa_O_B_OS,C21_Eng_Mo_O_B_OS,C21_Eng_BP_B_Aus,C21_Eng_Bplace_NS,C21_Eng_Tot_resp,C21_Fil_BP_B_OS,C21_Fil_Fa_O_B_OS,C21_Fil_Mo_O_B_OS,C21_Fil_BP_B_Aus,C21_Fil_Bplace_NS,C21_Fil_Tot_resp,C21_Fre_BP_B_OS,C21_Fre_Fa_O_B_OS,C21_Fre_Mo_O_B_OS,C21_Fre_BP_B_Aus,C21_Fre_Bplace_NS,C21_Fre_Tot_resp,C21_Ger_BP_B_OS,C21_Ger_Fa_O_B_OS,C21_Ger_Mo_O_B_OS,C21_Ger_BP_B_Aus,C21_Ger_Bplace_NS,C21_Ger_Tot_resp,C21_Gre_BP_B_OS,C21_Gre_Fa_O_B_OS,C21_Gre_Mo_O_B_OS,C21_Gre_BP_B_Aus,C21_Gre_Bplace_NS,C21_Gre_Tot_resp,C21_Hun_BP_B_OS,C21_Hun_Fa_O_B_OS,C21_Hun_Mo_O_B_OS,C21_Hun_BP_B_Aus,C21_Hun_Bplace_NS,C21_Hun_Tot_resp,C21_Ind_BP_B_OS,C21_Ind_Fa_O_B_OS,C21_Ind_Mo_O_B_OS,C21_Ind_BP_B_Aus,C21_Ind_Bplace_NS,C21_Ind_Tot_resp,C21_Iri_BP_B_OS,C21_Iri_Fa_O_B_OS,C21_Iri_Mo_O_B_OS,C21_Iri_BP_B_Aus,C21_Iri_Bplace_NS,C21_Iri_Tot_resp,C21_Ita_BP_B_OS,C21_Ita_Fa_O_B_OS,C21_Ita_Mo_O_B_OS,C21_Ita_BP_B_Aus,C21_Ita_Bplace_NS,C21_Ita_Tot_resp,C21_Kor_BP_B_OS,C21_Kor_Fa_O_B_OS,C21_Kor_Mo_O_B_OS,C21_Kor_BP_B_Aus,C21_Kor_Bplace_NS,C21_Kor_Tot_resp,C21_Leb_BP_B_OS,C21_Leb_Fa_O_B_OS,C21_Leb_Mo_O_B_OS,C21_Leb_BP_B_Aus,C21_Leb_Bplace_NS,C21_Leb_Tot_resp,C21_Mac_BP_B_OS,C21_Mac_Fa_O_B_OS,C21_Mac_Mo_O_B_OS,C21_Mac_BP_B_Aus,C21_Mac_Bplace_NS,C21_Mac_Tot_resp,C21_Mal_BP_B_OS,C21_Mal_Fa_O_B_OS,C21_Mal_Mo_O_B_OS,C21_Mal_BP_B_Aus,C21_Mal_Bplace_NS,C21_Mal_Tot_resp,C21_Mao_BP_B_OS,C21_Mao_Fa_O_B_OS,C21_Mao_Mo_O_B_OS,C21_Mao_BP_B_Aus,C21_Mao_Bplace_NS,C21_Mao_Tot_resp,C21_NZ_BP_B_OS,C21_NZ_Fa_O_B_OS,C21_NZ_Mo_O_B_OS,C21_NZ_BP_B_Aus,C21_NZ_Bplace_NS,C21_NZ_Tot_resp,C21_Pol_BP_B_OS,C21_Pol_Fa_O_B_OS,C21_Pol_Mo_O_B_OS,C21_Pol_BP_B_Aus,C21_Pol_Bplace_NS,C21_Pol_Tot_resp,C21_Rus_BP_B_OS,C21_Rus_Fa_O_B_OS,C21_Rus_Mo_O_B_OS,C21_Rus_BP_B_Aus,C21_Rus_Birthplac_ns,C21_Rus_Tot_resp,C21_Sam_BP_B_OS,C21_Sam_Fa_O_B_OS,C21_Sam_Mo_O_B_OS,C21_Sam_BP_B_Aus,C21_Sam_Birthplac_ns,C21_Sam_Tot_resp,C21_Sco_BP_B_OS,C21_Sco_Fa_O_B_OS,C21_Sco_Mo_O_B_OS,C21_Sco_BP_B_Aus,C21_Sco_Birthplac_ns,C21_Sco_Tot_resp,C21_Ser_BP_B_OS,C21_Ser_Fa_O_B_OS,C21_Ser_Mo_O_B_OS,C21_Ser_BP_B_Aus,C21_Ser_Bplace_NS,C21_Ser_Tot_resp,C21_SAf_BP_B_OS,C21_SAf_Fa_O_B_OS,C21_SAf_Mo_O_B_OS,C21_SAf_BP_B_Aus,C21_SAf_Bplace_NS,C21_SAf_Tot_resp,C21_Span_BP_B_OS,C21_Span_Fa_O_B_OS,C21_Span_Mo_O_B_OS,C21_Span_BP_B_Aus,C21_Span_Bplace_NS,C21_Span_Tot_resp,C21_SriL_BP_B_OS,C21_SriL_Fa_O_B_OS,C21_SriL_Mo_O_B_OS,C21_SriL_BP_B_Aus,C21_SriL_Bplace_NS,C21_SriL_Tot_resp,C21_Viet_BP_B_OS,C21_Viet_Fa_O_B_OS,C21_Viet_Mo_O_B_OS,C21_Viet_BP_B_Aus,C21_Viet_Bplace_NS,C21_Viet_Tot_resp,C21_Wel_BP_B_OS,C21_Wel_Fa_O_B_OS,C21_Wel_Mo_O_B_OS,C21_Wel_BP_B_Aus,C21_Wel_Bplace_NS,C21_Wel_Tot_resp,C21_Oth_BP_B_OS,C21_Oth_Fa_O_B_OS,C21_Oth_Mo_O_B_OS,C21_Oth_BP_B_Aus,C21_Oth_Bplace_NS,C21_Oth_Tot_resp,C21_Anc_ns_BP_B_OS,C21_Anc_ns_Fa_O_B_OS,C21_Anc_ns_Mo_O_B_OS,C21_Anc_ns_BP_B_Aus,C21_Anc_ns_Bplace_NS,C21_Anc_NS_Tot_resp,C21_Tot_P_BP_B_OS,C21_Tot_P_Fa_O_B_OS,C21_Tot_P_Mo_O_B_OS,C21_Tot_P_BP_B_Aus,C21_Tot_P_Bplace_NS,C21_Tot_P_Tot_resp
101021007,24,1699,0,9,4,112,0,117,16,0,0,11,0,26,6,0,0,3,0,16,37,12,12,14,0,69,286,166,113,1253,17,1838,21,0,0,0,0,21,18,7,10,12,0,43,50,23,17,99,0,187,12,4,0,5,0,20,12,5,0,0,0,18,10,0,4,3,0,11,51,35,23,558,0,676,16,19,0,47,0,82,0,0,0,0,0,0,7,0,0,5,0,15,0,0,0,0,0,0,6,0,7,4,0,24,7,3,5,0,0,5,15,12,4,0,0,30,12,9,0,4,0,24,8,0,0,0,0,10,0,0,0,0,0,0,84,48,33,401,5,571,11,0,5,3,0,15,6,0,0,0,0,10,9,3,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,12,10,4,13,5,38,152,41,30,55,3,284,5,0,0,32,340,374,669,317,224,2753,383,4343
101021008,13,3191,0,28,7,517,16,571,77,0,11,23,0,107,87,19,6,25,6,143,31,14,12,39,0,104,311,241,201,1943,26,2724,92,0,22,0,0,121,11,5,6,13,0,30,69,39,34,202,3,338,39,3,9,25,0,80,28,12,0,13,0,51,109,0,4,0,0,115,73,60,47,700,8,886,184,47,20,190,0,441,3,6,3,0,0,11,10,3,0,7,0,18,271,18,14,52,3,363,21,7,6,34,0,65,49,19,14,5,0,90,27,20,9,9,0,59,44,10,11,16,0,81,24,7,0,12,0,44,30,7,0,5,0,40,96,57,41,571,4,767,69,15,3,13,0,102,8,3,0,0,0,8,17,0,0,14,0,32,3,3,3,0,0,9,35,0,0,4,0,36,22,11,3,25,0,58,532,93,70,135,4,835,36,0,3,37,479,554,2044,604,432,4895,543,8517
101021009,27,3588,4,23,13,352,3,393,137,12,4,32,0,180,91,12,5,24,0,129,70,20,14,75,0,175,540,313,206,2400,38,3500,234,5,26,0,0,264,26,7,0,12,0,47,118,54,34,280,0,486,101,9,8,46,4,167,23,8,4,8,3,46,374,0,6,0,0,384,95,82,59,977,7,1228,201,48,18,164,6,437,31,0,0,0,0,33,4,3,0,14,0,23,232,28,10,30,5,301,39,13,9,29,0,94,67,23,18,9,0,111,38,12,8,4,0,67,57,11,7,26,0,102,14,9,5,20,0,41,34,9,0,0,0,44,121,79,59,721,7,993,89,4,0,13,0,107,10,4,3,0,0,21,23,3,0,5,0,42,5,0,0,0,0,9,28,0,5,0,0,31,28,7,3,27,0,68,1596,99,82,159,18,1953,76,0,8,52,538,673,3915,740,518,5523,643,11342
101021010,16,1671,0,8,5,144,3,163,52,3,3,11,0,69,50,13,0,16,0,78,15,7,6,41,0,74,297,158,131,1199,15,1797,94,0,13,0,0,112,12,3,0,9,0,28,72,16,10,130,0,230,15,9,0,25,0,56,14,0,0,0,0,19,205,0,0,0,0,210,68,39,30,449,5,593,57,23,7,78,4,167,9,0,0,0,0,9,8,3,0,6,0,21,78,16,3,16,0,115,12,5,5,29,0,53,19,4,0,4,0,27,14,17,3,5,0,34,25,5,0,19,0,47,14,5,5,0,0,21,10,3,0,0,0,11,70,33,28,353,0,487,24,3,3,0,0,36,5,0,0,0,0,9,18,0,0,6,0,30,9,0,0,0,0,12,12,0,0,0,0,12,11,3,0,13,0,26,612,58,45,76,0,794,23,3,4,8,222,261,1618,346,259,2609,252,5085
101021012,11,5001,0,21,10,300,0,335,155,5,19,52,0,235,95,17,10,47,0,168,73,49,29,93,0,238,608,426,345,3155,15,4555,106,0,19,4,0,125,27,5,5,33,0,72,134,68,36,336,5,579,85,19,9,65,0,172,34,12,7,11,0,66,201,5,13,3,0,219,159,94,104,1197,0,1556,253,79,30,319,5,679,7,0,5,0,0,18,12,4,4,16,0,40,191,53,23,46,5,320,35,24,6,50,0,111,38,17,14,15,0,81,38,20,22,11,0,98,65,16,22,48,0,149,42,6,3,20,0,63,17,8,3,0,0,33,197,133,86,975,0,1382,101,20,11,22,0,157,65,8,10,0,0,85,38,5,8,19,0,68,26,6,0,3,0,42,22,0,0,0,0,22,24,12,10,49,0,92,742,155,142,246,4,1278,45,9,3,51,365,471,3058,1041,777,7450,408,12744
101021610,9,2538,0,11,8,126,0,148,77,3,4,3,0,85,30,18,6,65,0,112,29,11,5,45,0,89,327,206,159,1310,11,2009,105,6,18,9,0,132,16,3,3,9,0,38,43,19,16,143,0,222,10,5,3,30,0,50,7,7,4,22,0,40,318,0,5,0,0,326,65,45,25,431,0,568,65,33,28,209,0,331,23,3,3,0,0,31,6,0,0,9,0,22,99,19,13,31,0,159,8,10,4,26,0,51,17,9,0,0,0,32,10,10,14,7,0,37,21,3,4,25,4,59,21,0,0,6,0,29,15,6,0,4,3,26,91,43,44,369,0,553,38,11,3,22,0,75,32,7,3,0,5,49,13,3,7,10,0,33,14,0,0,4,0,15,21,0,0,0,0,26,13,0,0,12,0,34,524,58,70,111,0,762,20,10,3,27,199,253,1747,473,382,3394,219,6224
101021611,47,7053,4,18,12,414,4,457,67,11,19,42,3,144,72,12,8,48,0,141,139,60,42,98,3,345,1165,567,510,4520,37,6799,29,4,15,0,0,46,33,15,10,53,0,117,207,75,76,514,10,884,38,24,5,50,5,116,34,10,4,18,0,64,51,10,3,16,0,80,232,128,107,1787,19,2267,223,75,30,270,3,601,0,0,0,0,0,0,13,7,5,19,0,38,41,10,7,22,0,81,48,11,11,35,0,102,18,10,3,7,0,42,49,26,18,22,0,115,70,22,15,50,3,166,18,8,3,6,0,34,6,0,0,0,0,8,308,195,129,1356,12,2000,36,17,0,11,0,64,39,4,8,3,0,52,36,7,3,22,0,67,6,0,0,4,0,12,13,0,0,3,0,17,56,16,8,59,0,138,541,179,128,278,14,1139,17,3,10,64,841,940,2866,1236,1021,10455,961,16539
101031013,10,1072,0,0,0,66,6,75,11,0,0,0,0,12,3,0,0,4,0,12,6,6,3,8,0,19,89,59,43,761,17,965,6,0,0,0,0,6,0,0,0,7,0,10,21,13,6,85,0,127,0,7,0,10,0,11,4,0,0,0,0,4,4,0,3,0,0,4,26,16,11,227,3,288,5,0,3,29,0,41,8,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,10,3,0,0,0,10,5,5,3,0,0,13,14,5,0,4,0,18,0,0,0,0,0,0,20,12,16,250,0,302,3,0,0,6,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,8,48,7,9,19,4,96,0,0,0,28,198,227,235,110,90,1788,240,2454
101031014,32,2648,0,11,7,207,4,226,62,0,6,15,0,90,10,3,0,0,0,22,68,21,9,26,0,125,312,193,135,1700,37,2373,41,0,8,0,0,53,20,0,0,18,0,40,139,21,22,197,9,394,16,3,3,12,0,36,15,8,5,14,0,48,66,0,0,7,0,76,72,44,34,649,10,806,109,32,9,81,0,232,11,0,0,0,0,10,29,6,0,17,0,53,0,0,0,0,0,0,10,0,0,12,0,22,13,8,9,8,0,36,26,8,8,0,0,46,19,3,0,8,0,29,16,0,0,4,0,18,4,0,0,0,0,6,102,47,44,550,5,743,9,5,7,5,0,13,12,0,0,0,0,14,24,0,0,5,0,31,13,0,0,4,0,18,7,0,4,0,0,12,11,7,3,25,0,46,408,58,27,88,7,585,19,3,4,56,514,593,1373,401,301,4075,606,6761
101031015,7,1340,0,9,4,87,0,100,10,0,0,5,0,17,3,4,0,3,0,9,29,6,7,17,0,63,190,99,78,1048,5,1423,4,0,0,0,0,7,7,4,0,7,0,18,67,10,8,94,0,191,3,8,0,10,0,17,3,3,0,5,0,9,6,0,0,0,0,7,36,15,21,456,0,529,32,11,4,34,0,81,0,0,0,0,0,0,6,4,3,9,0,18,0,0,0,0,0,0,7,0,0,3,0,9,0,0,0,0,0,4,4,4,0,0,0,12,17,0,0,0,0,26,9,0,0,3,0,15,0,0,0,0,0,0,66,45,23,339,3,467,4,0,0,0,4,5,11,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,9,0,24,130,23,19,53,0,228,4,0,0,15,286,303,529,208,134,2297,308,3472
