SA3_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
11902,1360,317,2601,22284,21758,9817,9455,36177,8540,108033
11903,1705,470,3409,24313,24576,11236,8605,30911,6390,106028
11904,1560,754,3379,26305,26383,10617,8243,34790,9183,115524
12001,1072,226,2011,18214,18430,7290,5136,17187,5010,71258
12002,369,92,726,13330,14160,4668,2603,6901,4143,45798
12003,1850,410,3410,32042,30846,12042,8454,36780,9850,130010
12101,1198,293,2514,24556,25246,10282,6878,18656,5435,91054
12102,723,192,1532,15605,18663,8573,5956,12318,3038,64158
12103,1526,692,4039,24095,26270,13360,9213,16855,4621,94421
12104,817,369,2052,25202,23648,7628,4474,12890,6909,80751
12201,249,206,892,9911,9652,3756,2414,5611,2669,34011
12202,599,396,1651,12166,14475,6664,4205,7904,3281,48692
12203,1987,820,4399,31842,33807,14224,9168,23289,7994,120319
12301,414,221,868,11719,13349,5964,4389,9529,2570,47522
12302,710,481,1695,26404,29745,13066,11849,33309,10015,124387
12303,248,160,605,7028,8651,4250,3642,5915,2688,32176
12401,797,208,1622,13898,19365,9108,6567,9877,3837,62651
12402,0,0,0,0,3,0,0,0,0,3
12403,937,217,1715,25129,29518,12629,10411,24266,7706,109652
12404,356,138,693,6583,7242,3294,2872,6304,3313,29613
12405,231,148,535,9254,10326,4269,3856,11541,3619,42867
12501,562,146,998,15330,13963,5640,5391,25885,7807,74020
12502,558,207,1287,12412,13324,6285,5145,13644,3040,53851
12503,1477,400,2710,22896,22786,10362,10440,41599,10441,118524
12504,1411,406,2597,24077,27197,11840,9921,31400,9090,113525
12601,518,130,1149,9653,10665,5211,3610,8295,1481,38919
12602,1896,506,3780,27731,28657,12453,8644,28409,6410,112299
12701,463,107,815,16784,16516,7036,6955,24866,6634,78799
12702,1973,332,3187,28941,27274,12643,12424,59124,10283,150687
12703,891,235,1547,18484,19520,8446,7905,28068,8661,91086
12801,1675,461,3563,22856,24499,10695,7510,18675,5790,90027
12802,1387,220,2381,21468,24995,11492,7870,16702,3779,86302
19797,5,0,10,23,36,19,40,163,93,374
19999,41,26,78,1976,1606,620,412,3500,3428,11545
