SA3_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
10304,..,61,5,64,3,68,..,19,3,23,0,23,..,59,7,62,0,66,..,59,14,69,0,69,..,9,0,9,0,9,..,35,0,35,0,35,..,116,11,131,3,127,..,298,33,331,3,340,..,130,21,156,0,155,..,30,0,30,0,30,..,43,28,67,0,67,..,0,0,0,0,4,..,7,0,7,0,7,..,28,0,25,0,26,..,29,0,32,0,32,..,71,15,83,0,83,..,16,0,16,0,16,..,16,3,17,0,17,..,61,3,63,0,63,..,21,0,21,0,21,..,81,0,79,3,84,..,29,0,29,0,31,..,181,3,191,4,192,..,64,9,70,0,70,..,49,9,53,0,54,..,34,17,46,0,46,..,16,0,23,0,23,..,37,13,56,3,53,..,598,121,721,22,735,..,2290,381,2675,38,2718,..,139,7,145,3568,3712,51185,2431,389,2821,3607,57614
10401,..,17,0,15,3,20,..,4,0,4,0,4,..,19,0,19,0,19,..,41,7,45,0,45,..,7,0,7,0,7,..,9,0,9,0,9,..,14,0,14,0,14,..,99,7,102,0,101,..,31,0,28,0,28,..,25,0,25,0,25,..,7,0,7,0,7,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,5,..,8,0,8,0,8,..,4,0,4,0,8,..,0,0,0,0,0,..,34,0,34,3,35,..,22,0,21,0,21,..,54,0,54,0,56,..,17,0,17,0,17,..,116,3,121,0,124,..,51,3,60,0,59,..,8,0,7,0,7,..,35,4,37,0,37,..,3,0,3,0,3,..,13,13,28,0,28,..,142,20,162,6,169,..,940,103,1038,30,1073,..,116,5,120,3685,3809,45386,1051,111,1162,3716,50261
10402,..,62,6,68,5,73,..,17,10,18,0,18,..,82,5,83,0,83,..,1040,229,1273,19,1296,..,6,0,6,0,6,..,26,6,27,0,31,..,36,3,48,0,48,..,1208,258,1460,24,1485,..,208,14,218,4,224,..,89,17,105,0,103,..,23,20,42,0,48,..,8,0,6,0,6,..,19,0,19,0,22,..,25,19,48,0,48,..,54,0,61,0,61,..,50,3,53,0,53,..,15,0,15,0,15,..,15,0,21,0,21,..,68,0,70,0,70,..,48,0,44,0,44,..,110,4,114,4,113,..,37,3,42,0,42,..,259,6,264,4,266,..,225,25,252,0,256,..,23,0,23,0,23,..,97,10,114,0,114,..,7,0,7,0,7,..,47,17,59,3,64,..,1042,499,1547,36,1578,..,4692,1077,5765,109,5871,..,274,19,291,5786,6083,74070,4969,1092,6061,5892,86021
10501,..,7,0,10,0,10,..,9,0,9,0,9,..,12,0,16,0,16,..,6,0,6,0,6,..,11,3,8,0,8,..,34,0,38,0,39,..,47,6,52,0,49,..,116,7,125,3,128,..,24,3,28,0,28,..,12,0,12,0,12,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,41,9,59,0,59,..,20,0,20,0,15,..,7,0,4,0,4,..,32,0,32,3,35,..,4,0,4,0,4,..,61,0,58,4,64,..,17,4,18,0,18,..,3,0,3,0,3,..,12,4,15,0,15,..,0,0,0,0,0,..,10,3,14,0,14,..,162,9,175,0,171,..,707,81,785,15,801,..,77,5,80,3049,3129,20211,783,82,870,3066,24152
10502,..,12,6,15,0,15,..,5,0,7,0,7,..,10,0,10,0,10,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,13,4,13,0,13,..,45,3,48,0,48,..,38,3,44,0,49,..,8,4,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,20,0,19,0,19,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,36,3,35,0,37,..,0,0,0,0,0,..,34,0,30,0,34,..,10,0,10,0,10,..,79,5,84,0,83,..,7,0,7,0,7,..,6,0,6,0,6,..,7,0,12,0,12,..,0,0,0,0,0,..,6,3,12,0,12,..,73,17,91,3,98,..,435,55,482,20,503,..,57,4,61,1883,1941,17775,489,54,544,1903,20217
10503,..,62,8,70,0,72,..,74,9,75,0,79,..,75,3,83,0,87,..,76,3,79,3,82,..,102,10,110,0,105,..,50,20,72,0,72,..,290,18,306,0,306,..,670,56,723,8,730,..,58,4,61,5,69,..,16,0,15,0,15,..,39,20,54,0,54,..,10,0,10,0,10,..,10,0,10,0,10,..,29,0,32,0,32,..,20,0,19,0,19,..,26,0,26,0,26,..,3,0,3,0,3,..,9,0,9,0,9,..,49,5,56,0,56,..,21,3,24,0,24,..,127,9,132,0,131,..,24,0,24,0,24,..,224,11,237,0,234,..,47,9,56,0,56,..,58,3,59,0,60,..,29,6,34,0,34,..,6,0,6,0,10,..,61,3,63,0,62,..,455,75,527,12,538,..,2379,290,2667,29,2699,..,200,10,209,6032,6241,60473,2579,302,2877,6062,69414
10601,..,37,3,39,0,39,..,12,3,12,0,12,..,44,0,47,3,52,..,37,0,40,0,40,..,18,6,22,0,22,..,24,3,25,0,25,..,23,0,29,0,30,..,156,12,168,6,176,..,76,4,80,3,82,..,22,0,17,3,24,..,13,9,27,0,27,..,7,0,7,0,7,..,14,0,14,0,14,..,0,0,0,0,0,..,29,6,30,0,32,..,18,0,18,0,18,..,9,0,9,0,9,..,13,0,10,0,10,..,76,5,84,0,83,..,16,0,16,0,16,..,92,4,100,0,100,..,21,0,21,0,21,..,207,8,216,0,218,..,74,5,75,6,83,..,3,0,3,0,3,..,76,20,98,3,99,..,12,0,19,0,19,..,24,15,45,0,45,..,254,80,338,14,353,..,1585,230,1817,45,1863,..,145,5,153,6790,6943,78870,1727,241,1970,6836,87675
10602,..,60,4,57,0,59,..,40,10,50,0,50,..,84,8,87,0,87,..,102,6,111,0,111,..,22,0,21,0,21,..,62,3,67,0,67,..,61,7,65,0,65,..,374,34,407,0,408,..,81,14,95,3,96,..,28,0,24,0,24,..,23,12,37,3,38,..,14,0,14,0,14,..,9,0,12,0,12,..,3,0,3,0,3,..,76,11,81,0,82,..,33,4,40,0,40,..,35,0,42,0,42,..,13,3,17,0,17,..,78,0,78,0,78,..,29,3,34,0,34,..,142,7,148,7,146,..,22,0,20,0,20,..,276,8,279,7,287,..,119,6,121,0,121,..,27,0,27,0,27,..,41,16,57,0,57,..,7,3,9,0,9,..,58,19,73,0,73,..,564,109,672,17,691,..,2516,383,2907,47,2947,..,148,11,157,3499,3660,67559,2663,397,3063,3544,74162
10603,..,120,12,125,6,129,..,13,0,13,0,13,..,30,0,30,0,30,..,35,4,33,0,33,..,3,0,3,0,3,..,11,0,11,0,11,..,24,3,31,0,31,..,113,10,120,0,120,..,167,9,175,4,176,..,46,5,50,0,50,..,29,13,49,0,49,..,27,0,23,0,23,..,32,0,32,0,34,..,6,3,5,0,5,..,48,3,52,0,52,..,15,0,22,0,22,..,22,3,28,0,28,..,15,3,17,4,21,..,52,0,52,0,52,..,12,0,12,0,12,..,90,0,90,0,94,..,16,0,16,0,16,..,170,3,169,0,174,..,131,20,153,3,158,..,7,0,6,0,6,..,72,17,83,0,83,..,17,3,19,0,19,..,33,16,47,3,52,..,329,65,393,11,403,..,2164,253,2414,45,2462,..,172,10,185,4892,5078,63841,2333,259,2596,4941,71381
10604,..,9,0,8,0,8,..,20,0,18,0,17,..,28,0,31,0,31,..,27,0,31,0,31,..,5,0,5,0,5,..,8,0,7,0,7,..,16,0,16,0,16,..,104,7,112,0,110,..,20,3,22,0,22,..,10,4,13,0,13,..,3,3,10,0,10,..,0,0,0,0,0,..,7,0,7,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,67,0,67,0,66,..,3,0,3,0,8,..,72,0,75,0,73,..,8,0,12,0,12,..,156,0,159,3,156,..,12,0,12,0,12,..,17,3,25,0,25,..,18,6,25,0,30,..,9,0,5,0,5,..,21,21,38,0,38,..,215,39,257,14,267,..,829,135,965,19,985,..,78,9,83,2505,2591,26623,904,141,1046,2525,30196
10701,..,491,84,575,12,591,..,30,0,35,0,35,..,76,5,86,5,87,..,12,0,12,0,12,..,41,3,43,0,43,..,25,3,32,0,32,..,32,0,35,0,35,..,229,15,244,5,247,..,1137,279,1424,60,1480,..,29,0,24,0,24,..,46,25,73,0,73,..,2294,721,3012,43,3060,..,222,11,235,7,248,..,36,6,41,0,41,..,114,17,133,4,141,..,21,0,28,0,28,..,24,0,21,0,21,..,380,84,461,11,477,..,90,5,95,4,95,..,62,0,61,0,61,..,207,12,218,3,218,..,39,3,43,0,43,..,391,17,414,6,421,..,576,104,675,7,686,..,28,3,35,0,35,..,88,23,110,0,110,..,266,55,325,8,327,..,227,101,329,3,333,..,1499,463,1964,43,2011,..,10042,2462,12497,273,12772,..,211,32,239,3247,3485,59098,10246,2489,12743,3522,75354
10702,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,7,0,0,0,0,8
10703,..,314,40,356,7,362,..,12,0,12,0,12,..,61,3,62,0,62,..,27,7,30,3,30,..,26,0,26,0,26,..,63,5,63,0,63,..,21,0,20,0,20,..,201,18,216,0,220,..,593,68,665,9,676,..,59,7,64,0,61,..,25,23,51,0,51,..,1299,231,1527,19,1552,..,228,15,246,4,252,..,31,8,38,0,42,..,105,14,118,0,118,..,33,5,44,0,44,..,29,0,29,0,29,..,244,50,292,0,292,..,66,0,66,4,62,..,28,0,28,0,28,..,122,12,133,5,140,..,44,0,44,0,45,..,258,12,268,6,274,..,664,150,815,7,819,..,8,0,8,0,8,..,136,28,167,0,167,..,259,53,313,3,315,..,128,35,167,0,167,..,809,190,1003,33,1031,..,6794,1123,7923,112,8032,..,217,29,247,4468,4718,77094,7017,1153,8167,4577,89837
10704,..,943,165,1104,15,1121,..,114,8,125,0,125,..,317,10,323,4,329,..,84,3,86,0,86,..,142,3,145,0,145,..,227,10,234,0,234,..,229,8,241,0,241,..,1108,45,1158,5,1163,..,1884,285,2164,29,2196,..,185,21,206,0,204,..,177,64,241,0,244,..,1353,341,1693,12,1706,..,52,3,56,0,56,..,330,47,374,0,376,..,214,30,247,3,250,..,134,20,153,0,154,..,41,0,41,0,41,..,726,216,940,5,947,..,131,3,131,3,137,..,197,30,230,0,232,..,230,4,241,0,239,..,111,16,122,0,127,..,674,58,726,8,733,..,804,89,896,0,892,..,149,8,150,0,154,..,296,78,373,3,373,..,477,110,588,0,590,..,609,188,802,0,805,..,2179,488,2666,50,2710,..,17780,3571,21347,177,21521,..,307,58,368,6190,6556,100216,18085,3626,21710,6371,128301
10801,..,21,0,21,0,21,..,9,0,9,0,9,..,9,0,9,0,9,..,16,0,16,0,17,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,39,0,39,0,40,..,66,3,71,0,68,..,3,0,5,0,5,..,3,10,14,0,14,..,0,0,0,0,0,..,13,0,17,0,17,..,0,3,3,0,3,..,17,0,19,0,19,..,10,0,12,0,12,..,0,0,0,0,0,..,6,3,7,0,7,..,15,0,15,0,15,..,15,0,14,0,14,..,33,0,33,0,33,..,3,0,3,0,3,..,71,0,72,0,72,..,42,5,51,0,51,..,0,0,0,0,0,..,17,8,21,0,21,..,5,0,5,0,5,..,7,0,6,0,8,..,95,12,106,12,118,..,725,76,800,20,814,..,82,3,84,2193,2279,28174,808,77,879,2209,31272
10802,..,16,5,21,0,21,..,4,0,4,0,4,..,24,0,27,0,25,..,22,0,17,0,17,..,11,0,13,0,13,..,4,0,4,0,4,..,9,3,9,0,9,..,76,5,86,0,83,..,31,3,36,3,42,..,11,0,15,0,15,..,0,4,8,0,8,..,3,0,3,0,3,..,9,3,17,0,17,..,0,0,0,0,0,..,13,4,15,0,15,..,8,0,11,0,12,..,7,0,7,0,7,..,3,0,3,0,3,..,26,0,26,0,26,..,17,0,17,0,17,..,52,0,53,0,56,..,10,0,10,0,10,..,105,0,109,0,109,..,58,6,64,0,59,..,0,0,0,0,0,..,36,6,45,4,47,..,0,0,0,0,0,..,17,3,17,0,21,..,194,30,220,4,229,..,953,129,1087,21,1108,..,146,15,153,4299,4459,42564,1098,141,1241,4319,48127
10803,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,11,0,11,..,17,3,22,0,22,..,0,0,0,39,39,321,17,3,22,39,382
10804,..,54,3,56,0,54,..,15,0,12,0,12,..,39,3,46,0,46,..,25,4,26,0,26,..,7,0,7,0,7,..,10,0,10,0,10,..,70,7,74,0,72,..,165,14,177,0,178,..,114,9,127,3,131,..,51,3,59,0,59,..,24,12,38,0,38,..,11,0,11,0,11,..,18,0,17,0,17,..,7,0,9,0,9,..,33,0,33,0,35,..,18,3,27,0,27,..,4,0,4,0,4,..,14,0,14,0,14,..,63,4,64,0,71,..,22,0,22,0,22,..,68,0,72,0,69,..,8,0,8,0,8,..,161,4,167,0,169,..,141,8,154,0,154,..,6,0,10,0,10,..,69,8,75,0,75,..,17,0,17,0,17,..,49,15,65,0,65,..,376,55,434,28,462,..,2114,229,2346,55,2401,..,215,9,215,4665,4881,71283,2324,238,2559,4721,78567
10805,..,38,0,38,0,36,..,9,0,9,0,9,..,17,0,20,0,20,..,24,3,25,0,25,..,7,0,8,0,8,..,12,0,12,0,12,..,29,4,33,0,33,..,100,7,108,0,108,..,58,4,57,0,64,..,42,0,42,0,42,..,20,6,27,0,27,..,0,0,0,0,0,..,22,0,22,0,22,..,8,0,8,0,8,..,17,0,17,0,17,..,7,0,7,0,7,..,0,0,0,0,0,..,6,0,6,0,6,..,31,0,31,0,31,..,18,0,21,0,21,..,53,0,53,0,53,..,9,0,12,0,12,..,115,0,122,0,122,..,46,4,48,0,48,..,6,0,6,0,6,..,36,10,48,3,52,..,0,0,0,0,0,..,22,3,25,0,25,..,249,44,289,16,303,..,1181,123,1307,44,1347,..,138,10,148,3572,3716,48799,1321,132,1452,3610,53856
10901,..,129,12,144,0,152,..,83,9,91,0,91,..,138,11,146,0,143,..,226,39,264,7,271,..,61,4,68,0,68,..,28,13,39,0,39,..,348,267,620,4,626,..,884,338,1222,15,1232,..,100,11,108,0,108,..,31,11,37,0,37,..,24,6,30,0,30,..,13,0,13,0,13,..,4,0,4,0,4,..,26,6,29,0,29,..,19,6,27,0,27,..,27,4,30,0,30,..,0,0,0,0,0,..,42,4,49,0,49,..,90,0,92,0,96,..,13,0,13,0,13,..,120,3,123,0,122,..,21,0,20,0,20,..,246,4,250,3,254,..,67,5,73,0,73,..,41,0,36,0,40,..,60,11,74,0,76,..,0,0,0,0,3,..,20,13,34,5,36,..,532,122,655,13,666,..,2938,663,3602,51,3649,..,140,14,150,3999,4151,53468,3080,674,3752,4046,61271
10902,..,16,3,22,0,22,..,0,0,0,0,0,..,7,0,7,0,7,..,9,4,7,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,34,4,37,0,39,..,155,23,181,3,181,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,18,0,20,0,20,..,9,0,9,0,9,..,5,0,5,0,5,..,5,3,9,0,9,..,5,0,6,0,6,..,0,0,0,0,0,..,78,15,89,3,96,..,429,58,492,13,505,..,52,0,59,1348,1407,10640,484,61,543,1366,12547
10903,..,29,3,34,0,34,..,15,0,15,0,15,..,14,3,13,0,13,..,21,5,32,0,32,..,18,0,19,0,19,..,9,4,14,0,14,..,22,0,21,0,21,..,106,17,119,0,119,..,117,4,123,3,124,..,11,7,12,0,12,..,21,10,31,0,31,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,3,0,3,..,4,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,36,4,40,3,38,..,10,0,10,0,10,..,49,4,52,0,52,..,14,0,19,0,19,..,112,5,117,3,118,..,26,0,32,0,32,..,23,0,23,0,23,..,25,4,33,0,33,..,0,0,4,0,4,..,8,0,15,0,16,..,168,25,196,8,207,..,922,151,1073,22,1096,..,94,3,96,3557,3658,37224,1022,153,1177,3584,41980
11001,..,37,5,42,0,42,..,53,5,66,0,66,..,44,0,44,0,44,..,52,0,52,0,52,..,41,3,44,0,44,..,25,0,25,0,25,..,170,9,181,0,178,..,391,17,411,0,406,..,31,0,36,0,34,..,44,3,44,0,43,..,12,3,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,44,5,43,0,43,..,12,0,10,0,10,..,19,0,16,0,16,..,0,0,0,0,0,..,9,0,9,0,9,..,45,0,45,4,45,..,33,0,34,0,34,..,63,3,66,3,65,..,18,0,18,0,18,..,158,4,162,8,167,..,63,5,65,0,65,..,19,0,19,0,19,..,43,8,50,0,50,..,3,0,3,0,3,..,50,14,65,0,65,..,380,49,428,8,442,..,2101,330,2431,31,2461,..,82,4,88,2690,2776,31854,2186,336,2517,2715,37090
11002,..,14,0,13,0,13,..,0,0,0,0,0,..,14,0,17,0,17,..,13,3,16,0,16,..,10,0,10,0,5,..,4,0,9,0,9,..,14,0,12,0,19,..,58,6,67,3,63,..,66,9,73,0,73,..,22,3,24,0,24,..,11,14,26,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,5,0,5,..,3,0,4,0,4,..,0,0,0,0,0,..,54,0,60,0,56,..,7,0,7,0,7,..,99,3,104,9,108,..,4,3,12,0,12,..,168,9,174,10,185,..,11,3,13,0,13,..,0,0,0,0,0,..,22,0,23,0,23,..,4,0,4,0,4,..,20,9,31,0,31,..,159,32,195,10,202,..,777,129,902,22,924,..,120,11,129,3551,3680,33739,897,132,1036,3572,38345
11003,..,4,0,8,0,8,..,10,0,13,0,13,..,28,4,30,0,30,..,4,0,4,0,4,..,16,0,16,0,16,..,4,0,4,0,4,..,22,3,20,0,20,..,87,6,90,0,90,..,22,0,22,0,22,..,5,3,5,0,5,..,0,3,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12,..,8,0,8,0,8,..,24,5,29,0,29,..,24,0,24,0,24,..,0,0,0,0,0,..,49,0,51,0,48,..,12,0,12,0,12,..,78,0,79,0,79,..,14,0,14,0,14,..,21,5,28,0,28,..,7,8,10,0,13,..,7,0,7,0,7,..,5,0,5,0,5,..,118,13,135,0,134,..,606,78,676,11,684,..,78,7,85,2889,2979,21959,682,82,762,2903,25622
11004,..,30,0,33,5,35,..,40,0,47,0,47,..,79,11,87,3,90,..,79,19,96,0,93,..,23,0,25,0,25,..,45,3,46,0,46,..,60,3,62,0,62,..,322,39,357,7,363,..,59,8,66,0,63,..,13,6,19,0,19,..,57,102,161,0,168,..,3,0,3,0,3,..,16,0,16,0,11,..,12,0,12,0,12,..,17,0,19,0,19,..,24,5,28,0,28,..,10,0,10,0,10,..,4,0,4,0,4,..,117,3,117,0,117,..,12,0,15,0,16,..,241,5,255,0,253,..,7,0,7,0,7,..,380,10,392,5,399,..,38,6,43,3,40,..,34,8,42,0,37,..,38,9,50,0,50,..,3,0,3,0,8,..,48,18,68,0,73,..,331,85,421,12,432,..,2095,475,2571,50,2618,..,216,17,236,5986,6221,71661,2310,491,2799,6039,80496
11101,..,208,18,226,0,226,..,38,3,38,0,38,..,131,11,140,0,140,..,65,4,74,3,76,..,37,4,41,0,41,..,29,4,31,0,31,..,62,3,67,0,69,..,364,35,393,4,396,..,347,33,381,7,390,..,76,9,88,0,88,..,73,31,102,3,100,..,341,46,389,9,395,..,17,3,20,0,20,..,23,7,31,0,31,..,161,8,176,0,176,..,52,5,57,0,60,..,88,4,93,7,95,..,70,7,77,3,76,..,78,3,75,3,81,..,65,7,74,0,75,..,159,3,164,0,164,..,32,3,33,0,33,..,329,17,350,7,351,..,207,14,224,3,229,..,63,7,67,0,69,..,130,31,160,7,166,..,19,3,17,0,17,..,81,21,102,0,109,..,699,150,853,31,881,..,4712,644,5349,85,5436,..,283,13,292,4714,5002,109574,4991,653,5643,4802,120014
