SA3_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
10304,0,0,0,4,0,0,0,0,0,5,2043,3856,3046,5603,2933,2815,2093,1067,339,23791,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,4,7,24,16,13,10,4,0,76,0,0,0,0,3,4,4,8,4,22,0,4,0,3,0,0,3,0,0,12,0,23,17,56,87,106,111,75,18,487,0,0,0,14,3,0,0,0,0,23,0,0,0,4,0,0,0,0,0,9,0,0,0,4,5,15,30,4,3,72,0,0,0,5,3,0,7,8,0,22,0,0,0,4,0,6,4,0,0,20,5,15,13,141,13,10,3,4,0,198,0,3,0,0,3,0,0,0,0,7,0,0,3,6,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,5
10401,0,0,0,0,0,0,0,0,0,0,1217,2784,2346,3828,2665,3273,2862,1469,474,20915,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,8,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,10,4,50,87,132,197,104,37,621,0,0,0,8,0,3,5,0,0,13,0,0,0,0,3,3,3,0,0,12,0,0,0,3,8,21,27,7,3,70,0,0,0,0,0,0,0,3,0,10,0,0,0,0,5,8,0,0,0,12,0,3,0,28,4,5,3,3,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
10402,0,5,28,16,11,0,0,0,0,61,2184,4908,4025,6830,4079,4893,3626,1822,614,32978,0,0,0,13,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,23,7,19,16,3,0,69,0,0,0,3,0,3,3,0,0,7,0,0,12,11,10,9,7,0,0,48,0,0,0,0,0,3,3,5,0,16,0,5,0,9,3,3,9,4,0,34,3,47,43,167,254,297,389,238,79,1519,0,0,0,16,8,12,3,0,0,37,0,3,3,5,5,7,8,3,3,38,0,9,3,19,15,36,75,49,9,218,0,0,0,0,4,3,3,0,0,13,0,0,3,5,6,10,3,0,0,35,7,25,47,275,60,63,37,13,9,534,0,0,0,3,3,3,3,0,0,13,0,6,6,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4
10501,0,0,0,0,0,0,0,0,0,0,779,1463,1127,2209,1348,1396,982,453,131,9882,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,9,0,0,0,0,3,3,8,8,0,17,0,0,0,3,0,0,0,0,0,3,0,0,0,11,13,27,25,10,0,96,0,3,0,6,4,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,18,11,0,32,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,27,0,0,0,0,0,33,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10502,0,0,0,0,0,0,0,0,0,0,557,1033,1040,1945,1123,1310,947,445,158,8551,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,16,21,23,22,10,3,98,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,6,3,0,20,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,5,3,3,0,16,5,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10503,0,0,4,0,0,0,0,0,0,7,2186,4441,3725,6401,3581,3640,2752,1535,526,28785,0,3,0,29,7,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,4,7,51,14,7,9,0,0,82,0,0,0,0,0,0,3,3,0,8,3,3,0,12,4,0,0,0,0,23,3,9,7,40,54,75,118,62,19,386,0,0,0,18,9,3,3,0,0,27,0,0,3,6,3,0,5,0,0,18,0,0,0,9,6,10,21,7,3,66,0,0,0,4,0,0,11,6,0,21,0,0,0,0,0,3,0,0,0,8,7,11,6,155,18,8,3,0,0,222,0,0,0,3,0,0,3,0,0,14,0,0,0,14,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,9
10601,0,0,0,9,0,0,0,0,0,9,2756,5706,5217,9426,4837,4616,3203,1427,411,37601,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,6,5,0,0,24,0,0,0,5,3,3,0,0,0,12,0,3,3,7,8,3,0,3,0,33,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,3,0,0,0,7,0,20,24,85,170,179,217,103,22,813,0,3,4,11,4,10,3,0,0,35,0,0,0,0,3,3,4,0,0,18,0,0,0,5,12,26,51,16,3,114,0,0,0,0,0,3,0,4,0,8,0,0,0,3,6,6,0,0,0,17,0,0,3,47,3,7,10,0,0,77,0,0,3,4,0,3,0,0,0,10,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
10602,0,0,6,0,0,0,0,0,0,6,2756,5149,4304,8372,3763,3427,2319,1039,319,31437,0,0,0,18,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,10,9,3,3,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,6,19,12,8,9,3,0,66,0,0,0,0,3,3,0,3,0,11,0,3,0,3,3,4,5,0,0,16,0,33,22,100,121,140,167,70,24,679,0,5,3,16,8,0,0,0,0,35,0,0,0,0,3,0,0,0,0,8,0,0,0,8,15,22,74,8,3,131,0,0,0,0,0,3,9,0,0,11,0,0,0,6,3,6,0,0,0,22,0,17,4,123,30,14,10,0,0,192,0,0,3,3,0,0,4,0,0,17,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8
10603,0,0,0,0,0,0,0,0,0,0,1785,4139,3556,5923,3675,3759,3521,1714,453,28529,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,4,8,14,12,10,3,0,56,0,0,0,5,0,3,6,0,0,26,0,0,0,14,12,5,3,3,0,36,0,0,0,0,4,8,10,17,0,42,0,0,0,0,0,8,7,5,3,20,8,45,41,140,192,245,408,216,74,1370,0,0,0,12,0,0,3,3,0,19,0,0,0,7,0,3,8,7,0,19,0,0,0,12,13,28,68,40,9,172,0,0,0,3,4,10,12,10,0,32,0,4,0,7,9,4,0,0,0,24,0,4,7,32,7,4,3,5,0,59,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6
10604,0,0,0,6,0,0,0,0,0,6,1006,2031,1517,3153,1691,1535,1074,505,150,12662,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,0,3,4,3,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,3,29,9,5,3,0,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,16,36,47,45,67,21,7,243,0,0,0,11,0,0,0,0,0,9,0,0,0,3,0,0,4,0,0,10,0,0,0,0,3,5,10,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,3,3,3,31,8,5,6,0,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
10701,0,0,0,0,0,0,0,0,0,0,2258,4575,4320,7303,3293,2729,1694,886,289,27359,0,0,0,5,0,3,0,0,0,11,0,0,8,17,18,13,3,7,0,66,0,0,0,3,0,0,0,0,0,8,0,3,3,5,3,3,0,0,0,21,0,0,0,26,21,19,25,15,0,105,0,4,15,43,10,13,4,4,0,91,0,0,3,13,23,23,39,58,9,164,0,0,0,3,4,3,5,3,0,22,6,24,29,114,343,331,389,234,75,1549,0,0,0,11,0,3,3,0,0,18,0,0,0,3,11,6,12,0,4,35,0,0,3,5,20,55,66,51,11,206,0,0,0,0,18,21,32,31,8,117,0,0,0,9,3,3,3,0,0,18,0,10,5,66,14,15,5,6,0,130,0,3,3,8,4,3,3,0,0,25,0,0,0,9,3,3,0,0,0,21,3,8,6,11,3,0,3,3,0,31
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,0,0,0,0,0,0,0,0,3,2692,5618,5328,8423,4172,3884,2646,1253,404,34426,0,0,0,0,3,0,0,0,0,0,0,0,4,7,8,6,7,3,0,32,0,0,0,7,3,0,3,0,0,11,0,0,11,19,8,6,6,4,0,51,0,0,0,16,35,14,31,14,0,102,0,3,13,30,7,9,9,0,0,73,0,0,0,8,20,22,16,33,10,106,0,8,0,13,9,8,13,7,0,57,5,39,45,190,439,452,482,306,93,2045,0,0,0,21,3,3,3,0,0,28,0,0,0,5,13,5,5,0,0,28,0,0,3,12,24,73,105,62,20,302,0,0,0,4,5,18,18,18,3,62,3,3,0,8,3,7,4,0,0,21,5,9,3,55,6,4,8,3,3,106,0,0,0,5,0,3,0,0,0,14,0,0,0,9,6,0,3,0,0,15,0,0,0,0,4,0,3,0,0,10
