SA3_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
10102,2265,60,0,2327,23,4,0,3,32,0,0,0,30,0,0,30,23,7,0,0,30,0,0,3,27,0,0,27,48,5,0,3,58,0,0,5,65,0,0,65,2080,157,29,28,2296,26,7,37,2332,60,0,2389,347,33,17,16,411,10,0,9,418,50,0,473,3,0,0,5,5,0,0,0,5,0,4,10,2424,190,40,53,2706,38,11,49,2754,110,7,2870,650,53,16,12,726,10,0,7,731,25,0,759,473,56,9,5,547,4,3,8,555,19,0,569,18,8,3,0,25,0,0,0,25,0,0,30,9,0,0,7,19,0,0,0,19,0,0,19,1152,114,27,25,1318,14,3,13,1328,51,3,1377,8,0,0,3,13,0,0,0,12,0,0,12,10,3,0,0,14,0,0,0,15,0,0,15,13,6,0,3,18,0,0,3,23,0,0,23,1163,118,27,27,1333,15,3,17,1350,51,3,1404,160,11,0,7
10103,666,23,0,690,6,0,0,0,5,0,0,0,5,0,0,9,10,4,0,0,13,0,0,0,13,4,0,18,16,4,0,0,19,0,0,0,19,6,0,23,588,74,11,11,685,0,0,0,683,27,0,716,91,18,3,7,118,6,0,6,125,31,0,156,0,0,0,3,3,0,0,0,3,0,5,6,684,89,11,21,807,9,0,9,816,58,7,881,178,21,10,0,205,0,0,0,205,10,0,214,137,24,4,3,170,0,0,0,170,9,4,177,5,0,3,0,12,0,0,0,12,0,0,12,10,0,0,0,14,0,0,0,14,0,0,14,334,44,12,4,396,0,0,0,396,14,4,408,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,335,44,13,4,398,0,0,0,398,15,4,414,39,20,0,0
10104,1651,106,6,1763,12,0,0,0,12,3,0,6,18,3,0,18,27,12,0,3,38,8,0,8,47,0,0,47,39,12,0,3,53,11,0,7,61,3,0,67,1297,317,39,17,1666,33,16,46,1717,110,6,1832,327,77,13,13,434,31,4,37,471,97,8,573,7,3,0,0,7,0,0,0,7,0,14,18,1632,400,58,25,2110,65,20,82,2191,204,21,2424,322,67,8,0,396,9,3,11,407,30,0,433,435,116,18,3,573,9,4,11,585,36,3,624,21,3,7,0,35,0,0,0,35,0,0,31,3,0,0,7,8,0,0,0,8,3,0,15,789,187,30,9,1009,18,6,21,1035,67,3,1105,8,0,0,0,8,0,0,0,6,3,0,12,15,5,0,0,21,0,0,0,20,0,0,20,20,5,0,0,29,0,0,0,35,3,0,35,809,191,33,9,1042,17,6,27,1063,74,3,1143,156,52,5,3
10105,1032,41,5,1079,14,0,0,0,17,0,0,0,17,5,0,23,26,4,0,0,30,0,0,0,30,0,0,33,41,10,0,0,46,0,0,0,50,3,0,53,905,120,17,23,1060,11,7,19,1084,45,5,1134,241,41,11,10,299,8,3,12,316,52,4,369,0,0,0,0,0,0,0,0,0,0,0,3,1145,163,27,29,1365,23,11,31,1399,106,8,1507,258,22,0,7,292,4,0,8,300,8,0,308,292,45,0,5,343,3,0,3,353,11,0,358,7,3,4,0,19,0,0,0,19,3,0,21,0,0,0,4,3,0,0,0,3,0,0,9,563,78,6,15,660,8,0,8,670,19,0,694,7,0,0,0,7,3,3,8,9,3,0,19,11,0,0,0,16,4,0,5,22,0,0,20,17,0,0,0,21,9,5,13,30,8,0,33,580,79,6,15,678,13,3,24,701,27,0,729,136,18,3,3
10106,1334,43,3,1384,10,3,0,0,11,4,0,4,13,3,0,19,14,4,0,0,15,0,0,0,17,0,0,17,24,7,0,0,29,4,0,4,36,3,0,34,1157,150,27,21,1351,17,0,14,1372,48,3,1422,290,32,12,9,341,9,3,13,356,62,0,418,0,0,0,0,0,0,0,0,0,0,9,10,1445,180,39,32,1698,27,3,30,1728,107,12,1845,307,35,3,0,350,3,0,3,352,17,0,370,379,39,9,0,422,3,0,5,433,10,0,439,11,4,3,0,14,0,0,0,14,0,0,22,6,3,0,5,17,0,0,0,17,0,0,19,704,78,12,11,804,9,0,7,814,29,0,838,3,0,0,0,9,3,0,3,13,3,0,10,7,0,0,0,11,0,0,0,12,0,0,15,12,3,0,0,13,3,0,3,21,3,0,26,712,80,12,13,823,10,3,17,836,27,0,869,130,15,6,3
10201,5336,222,12,5563,47,3,0,0,51,5,0,4,57,4,0,62,165,23,3,3,194,10,0,10,203,6,0,207,204,29,3,7,239,11,0,14,254,7,0,268,4762,562,86,91,5505,64,26,94,5592,226,12,5834,1308,147,39,38,1525,52,3,58,1579,155,0,1733,14,3,0,4,26,0,0,0,26,3,11,34,6077,711,126,133,7052,118,28,143,7199,384,17,7606,1015,129,10,13,1171,15,6,20,1188,67,0,1253,1699,184,17,12,1916,17,6,26,1940,48,0,1990,46,3,17,0,67,0,4,4,70,4,0,71,13,0,0,17,29,0,0,0,29,3,0,35,2776,320,48,42,3189,33,13,47,3230,123,0,3350,18,4,3,3,29,0,0,0,33,7,0,34,68,10,0,3,79,12,0,12,92,3,0,94,95,10,3,7,111,12,0,12,123,12,0,133,2873,333,47,46,3298,44,13,53,3351,131,0,3486,602,75,20,16
10202,4526,204,9,4741,39,11,0,0,45,7,0,7,56,13,0,66,166,14,5,0,181,8,0,9,191,7,0,202,201,24,5,0,226,19,0,23,247,20,0,269,4063,443,96,52,4660,99,16,119,4777,226,9,5012,1294,187,43,32,1558,47,8,53,1611,256,6,1877,10,0,0,4,15,0,0,0,15,0,7,21,5365,629,142,88,6224,147,24,173,6397,483,26,6905,835,105,15,7,969,18,3,21,989,66,0,1052,1408,139,24,18,1589,20,12,24,1618,71,3,1689,38,4,11,0,55,3,0,5,61,0,0,63,13,0,0,10,29,0,0,0,29,0,3,31,2298,253,50,32,2638,39,17,52,2692,141,8,2837,37,0,0,0,43,3,0,6,44,3,0,50,78,8,0,0,85,0,0,0,85,12,0,98,119,7,0,0,129,3,0,8,134,16,0,146,2416,266,52,32,2770,41,15,59,2821,151,8,2983,596,101,15,17
10301,1531,70,0,1599,17,0,0,0,21,0,0,0,18,3,0,23,28,3,0,0,29,3,0,3,31,0,0,32,44,6,0,0,47,3,0,3,49,0,0,51,1382,134,30,14,1566,20,0,22,1582,69,0,1654,317,44,12,10,382,25,0,27,407,74,3,483,0,0,0,0,0,0,0,0,0,0,4,4,1694,177,43,24,1939,43,5,43,1985,144,13,2141,403,36,5,4,453,3,0,3,456,18,0,477,377,45,3,3,429,7,3,8,434,11,0,452,23,0,8,0,32,0,0,0,32,0,0,31,3,0,0,6,11,0,0,0,11,0,0,13,806,80,18,13,917,7,3,11,927,39,0,970,10,0,0,0,10,0,0,0,10,0,0,10,13,0,0,0,11,0,0,0,11,0,0,14,18,0,0,0,23,0,0,0,23,0,0,25,828,82,18,13,940,7,0,11,954,36,0,990,134,24,3,4
10302,1787,73,0,1867,9,0,0,0,12,8,0,8,18,3,0,18,17,0,0,0,18,4,0,4,17,7,0,26,25,6,0,0,22,10,0,10,36,9,0,45,1558,163,25,52,1791,33,7,36,1824,85,0,1913,410,51,11,23,485,31,9,35,525,95,3,620,3,3,0,5,6,0,0,0,6,5,0,11,1970,209,35,74,2284,57,11,71,2358,185,3,2544,370,28,0,3,397,3,0,7,406,12,0,416,507,56,3,12,576,0,0,3,580,20,3,599,14,5,3,0,17,0,0,0,17,0,0,19,6,0,0,14,19,0,0,0,19,0,0,17,894,88,13,25,1011,8,3,9,1018,32,3,1058,3,0,0,0,6,8,0,8,12,3,0,14,8,0,0,0,15,3,0,3,13,3,0,20,16,6,0,0,21,10,0,10,32,3,0,35,907,92,13,22,1029,20,3,22,1050,40,3,1092,151,19,3,10
10303,1287,53,3,1341,15,0,0,0,19,4,0,4,18,6,0,30,46,3,4,0,49,3,0,3,59,0,0,59,60,3,4,0,72,11,0,11,77,9,0,85,1174,111,27,27,1340,21,3,27,1367,58,3,1430,357,62,8,15,443,29,6,32,479,105,0,580,5,0,0,0,5,0,0,0,5,0,4,13,1539,172,35,38,1788,54,13,62,1851,165,6,2022,234,22,4,0,254,3,0,3,260,8,0,269,394,40,0,3,435,5,3,7,443,12,0,458,13,4,0,0,18,0,0,0,18,0,0,18,3,0,0,6,17,0,0,0,17,0,0,17,644,62,9,12,726,14,3,15,744,22,0,760,10,0,0,0,10,5,0,5,18,3,0,21,22,0,0,0,23,3,0,3,21,0,0,21,31,0,0,0,32,13,0,13,38,3,0,44,675,66,9,12,757,26,3,28,778,21,0,803,170,28,3,0
