SA3_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
10304,384,1351,218,1948,196,1144,118,1457,510,2545,259,3315,731,2504,263,3506,800,2486,334,3617,748,2450,273,3470,638,1788,242,2670,277,985,188,1440,56,320,77,456,4339,15569,1967,21884,449,1209,212,1868,268,1171,121,1560,698,2733,234,3667,1069,2363,246,3681,941,2593,277,3811,865,2406,223,3499,856,1745,254,2857,377,1086,226,1690,76,618,114,807,5606,15923,1915,23439,837,2554,429,3821,461,2317,237,3016,1213,5282,494,6988,1799,4874,513,7183,1738,5078,610,7433,1611,4857,497,6968,1495,3534,498,5526,652,2067,417,3131,138,937,194,1262,9943,31496,3886,45320
10401,240,1059,220,1517,143,800,131,1076,286,1492,260,2037,472,1720,259,2451,617,2283,306,3204,809,2882,368,4058,786,2587,355,3722,309,1334,265,1904,31,474,96,608,3699,14625,2259,20584,226,1004,188,1417,153,732,79,962,421,1480,172,2083,753,1687,218,2658,815,2379,243,3439,1044,2828,332,4204,1024,2264,345,3628,438,1315,314,2059,78,786,145,1009,4951,14481,2022,21456,470,2063,404,2940,297,1533,209,2035,712,2971,432,4120,1226,3406,474,5110,1438,4662,546,6640,1848,5709,696,8259,1808,4848,694,7351,744,2648,576,3967,108,1261,239,1614,8656,29098,4283,42036
10402,458,1909,265,2633,287,1624,192,2097,553,3261,371,4180,894,3300,351,4539,1137,3777,413,5323,1371,4409,565,6346,1149,3477,451,5072,481,1801,372,2654,69,637,222,924,6393,24184,3193,33767,512,1694,241,2450,365,1479,155,1999,773,3371,309,4453,1301,3416,312,5038,1511,4240,449,6199,1611,4610,456,6679,1557,3194,456,5205,595,1957,525,3079,93,1009,413,1518,8314,24971,3337,36619,964,3607,510,5080,652,3098,350,4096,1327,6627,683,8633,2193,6720,666,9576,2647,8014,862,11522,2987,9025,1021,13028,2704,6669,907,10281,1074,3757,900,5730,157,1640,639,2437,14709,49159,6524,70390
10501,115,375,138,628,93,451,119,665,247,1018,239,1506,344,772,189,1301,412,1048,253,1713,369,1139,276,1789,243,868,220,1331,98,409,134,637,19,111,42,171,1938,6197,1607,9742,115,372,104,597,118,461,95,671,340,1020,197,1550,416,742,188,1349,488,928,245,1654,377,858,201,1429,269,643,189,1105,173,356,137,670,31,188,55,269,2328,5560,1407,9297,236,748,244,1229,209,915,217,1337,586,2032,439,3058,758,1511,377,2646,893,1970,502,3367,742,1999,474,3219,511,1513,407,2432,272,767,269,1308,51,300,96,444,4266,11754,3018,19041
10502,66,449,69,576,55,429,73,554,161,856,173,1196,227,713,138,1071,231,965,165,1366,294,1086,140,1524,252,792,136,1183,74,411,68,555,21,139,41,203,1386,5848,995,8236,79,377,59,516,95,404,60,558,212,919,130,1258,271,717,105,1085,292,932,103,1320,342,1032,136,1510,310,695,127,1136,128,513,103,749,29,327,72,418,1758,5915,884,8556,145,824,127,1092,150,833,130,1110,373,1774,306,2452,495,1426,241,2160,524,1896,268,2689,638,2120,270,3029,565,1490,266,2321,210,929,172,1307,48,467,114,625,3141,11769,1883,16795
10503,343,1485,295,2129,246,1499,298,2050,581,2921,618,4124,890,2469,484,3839,1039,2788,467,4293,882,3064,462,4411,773,2349,426,3551,355,1251,300,1905,74,467,119,653,5192,18293,3461,26949,418,1384,256,2060,295,1479,179,1955,863,3107,403,4370,1227,2430,358,4009,1288,2856,408,4561,1094,3085,467,4646,1056,2061,404,3526,553,1317,356,2228,113,741,166,1016,6902,18463,3000,28368,764,2871,553,4188,550,2975,480,4001,1447,6028,1021,8492,2116,4897,839,7851,2327,5647,883,8854,1975,6149,925,9050,1827,4411,837,7072,911,2568,650,4131,189,1202,281,1677,12096,36756,6465,55318
10601,355,2264,309,2932,277,2177,333,2787,606,4082,713,5392,871,3987,635,5496,950,4350,550,5854,899,4298,476,5670,815,2958,467,4240,275,1317,278,1869,35,398,91,527,5075,25828,3857,34761,420,2055,284,2755,338,2000,175,2509,886,4171,429,5483,1371,3711,367,5449,1201,4201,423,5819,1179,4076,459,5714,900,2747,462,4105,345,1418,327,2089,73,789,186,1052,6702,25178,3103,34986,771,4324,595,5684,610,4178,506,5302,1484,8255,1139,10876,2241,7703,1002,10940,2150,8556,970,11672,2078,8373,941,11386,1711,5703,933,8346,620,2740,601,3961,111,1187,278,1581,11777,51002,6965,69748
10602,316,1956,183,2453,237,1874,114,2228,513,4093,270,4885,778,3773,294,4851,738,3524,260,4525,617,3248,242,4117,543,2226,215,2981,192,1008,174,1378,31,330,74,430,3964,22032,1832,27831,431,1718,134,2286,338,1927,117,2376,760,4271,272,5309,1159,3565,233,4963,967,3803,234,5005,804,3316,217,4334,672,2314,260,3242,288,1251,218,1754,52,612,161,819,5475,22769,1844,30089,746,3677,319,4736,575,3798,228,4603,1273,8367,550,10188,1936,7347,530,9816,1711,7321,498,9525,1428,6567,459,8447,1215,4536,470,6217,479,2265,392,3132,74,936,231,1248,9436,44802,3680,57916
10603,284,1624,222,2134,212,1429,187,1831,402,2567,302,3270,638,2909,294,3838,774,3486,374,4633,826,3643,396,4862,1046,3481,475,5005,444,1719,355,2515,72,522,129,728,4690,21382,2738,28808,329,1529,211,2064,275,1327,126,1734,556,2527,251,3334,1028,2763,257,4049,992,3491,342,4827,1048,3786,386,5215,1312,3257,488,5061,487,1737,392,2612,72,868,179,1115,6098,21281,2634,30006,610,3152,438,4200,490,2764,309,3561,959,5094,549,6604,1667,5675,549,7884,1763,6971,719,9459,1865,7424,785,10079,2361,6736,962,10062,929,3454,745,5134,142,1390,305,1840,10788,42657,5368,58816
10604,155,649,103,905,99,617,94,807,265,1438,271,1974,427,1272,247,1955,436,1421,215,2077,375,1340,197,1909,290,951,154,1395,114,435,103,652,25,134,43,201,2192,8256,1427,11878,164,592,131,884,117,635,65,815,351,1462,155,1963,585,1152,144,1880,526,1350,167,2046,412,1186,145,1744,367,801,130,1300,158,510,131,797,39,250,69,355,2722,7923,1144,11789,319,1233,240,1791,219,1253,153,1622,618,2901,426,3938,1018,2428,396,3838,968,2767,388,4122,790,2523,342,3654,657,1753,287,2695,263,943,243,1450,65,378,111,553,4907,16180,2578,23662
10701,339,1933,170,2449,276,1967,117,2364,515,3598,238,4356,700,3618,255,4577,747,3868,286,4904,623,3613,286,4516,550,2742,255,3541,203,1686,283,2171,19,582,112,717,3984,23601,2007,29596,391,1788,177,2352,375,1696,129,2203,634,3721,196,4552,1007,3544,210,4768,872,3929,245,5050,768,3734,254,4752,682,2789,281,3748,311,2056,334,2700,37,957,226,1225,5079,24211,2057,31350,727,3719,345,4796,654,3663,245,4562,1153,7316,438,8906,1712,7160,472,9345,1627,7798,534,9956,1395,7341,534,9269,1229,5529,531,7289,514,3744,615,4876,61,1539,344,1940,9065,47818,4068,60943
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,3,4,0,8
10703,464,2379,225,3063,315,2264,162,2738,566,3914,294,4769,926,4063,300,5291,1005,4427,369,5794,1057,4342,350,5750,917,3271,376,4565,365,1659,302,2318,53,563,166,785,5665,26872,2537,35073,562,2142,207,2908,408,2050,133,2592,784,4049,258,5091,1326,4048,286,5663,1201,4731,330,6265,1183,4671,353,6208,1130,3215,450,4794,436,1916,400,2747,93,905,295,1294,7114,27721,2724,37556,1025,4516,432,5967,726,4310,294,5330,1349,7963,553,9860,2257,8110,585,10955,2201,9153,700,12063,2245,9018,704,11957,2046,6481,823,9358,795,3570,702,5071,145,1470,457,2076,12783,54593,5258,72628
10704,899,3047,260,4207,1028,4390,344,5762,1264,6896,588,8749,1648,6052,461,8153,1785,5944,463,8194,1425,5385,435,7244,1242,3794,431,5472,483,2403,331,3211,104,970,146,1222,9876,38882,3466,52223,1061,2689,252,4003,1295,3583,324,5198,1550,6328,505,8385,2298,5679,368,8343,2131,5772,412,8315,1635,5684,437,7761,1410,4025,487,5917,582,2882,444,3909,132,1687,281,2092,12087,38328,3509,53923,1962,5736,516,8214,2321,7972,666,10963,2809,13227,1096,17133,3943,11731,828,16496,3911,11714,881,16507,3058,11070,875,15003,2649,7817,923,11395,1067,5282,770,7123,232,2659,427,3312,21959,77218,6970,106148
10801,121,584,108,811,54,420,44,515,136,807,91,1034,245,982,100,1334,369,1348,173,1892,453,1792,192,2434,592,1935,265,2799,265,1103,238,1608,51,396,132,580,2287,9370,1345,13007,124,519,85,727,66,416,47,530,188,862,78,1128,384,983,101,1464,429,1399,129,1955,570,1844,177,2594,734,1834,252,2823,303,1140,291,1738,58,612,198,870,2847,9616,1371,13831,248,1100,194,1541,120,840,86,1043,328,1671,167,2168,631,1966,197,2796,796,2742,309,3849,1016,3634,370,5026,1324,3774,518,5619,568,2241,531,3339,112,1009,333,1449,5139,18985,2712,26840
10802,214,912,251,1376,124,817,182,1119,277,1400,375,2051,424,1516,313,2252,567,2086,359,3013,808,2759,396,3962,769,2458,392,3611,283,1181,304,1767,45,415,150,607,3511,13537,2725,19763,220,865,209,1291,135,749,95,975,381,1485,209,2079,652,1517,210,2385,720,2154,295,3166,962,2770,354,4089,879,2199,375,3456,375,1122,314,1816,69,649,246,967,4396,13512,2312,20220,441,1774,460,2669,262,1559,279,2101,652,2886,591,4129,1075,3039,523,4633,1289,4237,655,6183,1773,5536,753,8055,1646,4658,770,7067,652,2307,624,3580,115,1059,398,1573,7903,27049,5038,39985
10803,0,4,0,4,0,5,0,9,0,16,3,27,15,14,8,37,6,17,4,28,8,18,4,29,5,4,0,7,3,9,0,18,3,3,0,3,44,95,18,165,0,3,0,4,3,11,0,9,12,7,3,20,13,19,3,36,15,8,0,25,12,19,3,27,7,13,0,19,3,6,0,12,0,4,0,7,58,87,17,163,3,7,0,12,3,13,0,18,11,26,5,47,28,36,12,71,22,25,6,51,20,38,7,58,9,16,0,30,9,19,4,26,3,10,0,10,100,186,39,327
10804,440,1592,229,2256,210,1215,123,1550,426,2468,257,3152,803,2815,240,3866,1028,3421,343,4786,1114,3826,378,5311,1245,3912,528,5683,530,2277,446,3251,101,862,186,1145,5887,22384,2724,30999,555,1445,187,2177,281,1152,114,1541,617,2637,229,3482,1125,2879,235,4239,1312,3721,336,5370,1450,4145,365,5964,1660,3842,593,6099,745,2472,533,3751,118,1413,299,1830,7874,23704,2880,34460,991,3034,415,4438,490,2358,239,3090,1043,5108,483,6634,1934,5691,479,8109,2338,7145,678,10156,2561,7971,737,11272,2903,7757,1117,11784,1281,4748,978,7001,219,2279,483,2981,13764,46084,5610,65458
10805,234,1130,176,1538,154,888,103,1137,301,1573,162,2029,479,1741,183,2404,684,2367,264,3320,881,2972,362,4217,953,2867,407,4220,369,1449,253,2077,60,470,159,687,4112,15450,2061,21623,297,1004,198,1499,207,844,84,1136,413,1708,141,2265,797,1735,175,2697,911,2486,277,3672,1122,3043,325,4489,1154,2689,377,4215,466,1424,347,2238,77,715,255,1045,5435,15640,2186,23254,538,2127,377,3042,357,1730,183,2269,708,3275,303,4288,1274,3470,353,5102,1594,4849,543,6992,2004,6010,685,8706,2106,5553,781,8435,831,2877,600,4309,132,1192,409,1734,9549,31091,4246,44882
10901,446,1325,193,1959,325,1411,183,1923,628,2672,309,3604,816,2399,259,3476,1015,2533,299,3845,904,2616,303,3821,699,2003,279,2980,297,1024,219,1534,56,417,120,594,5181,16402,2158,23741,547,1248,163,1961,408,1405,166,1974,797,2698,274,3767,1147,2381,263,3790,1168,2640,255,4063,1108,2684,306,4091,933,1922,294,3151,405,1219,307,1929,81,733,181,997,6591,16919,2211,25715,991,2570,353,3914,738,2815,346,3899,1423,5366,585,7373,1968,4783,523,7268,2183,5173,551,7906,2004,5298,605,7915,1633,3928,572,6131,695,2240,525,3466,134,1146,308,1587,11768,33327,4367,49454
10902,88,233,74,399,57,235,33,323,109,413,105,622,206,391,77,664,242,574,114,928,213,659,133,999,188,476,117,772,77,244,86,408,5,71,17,91,1177,3282,749,5211,99,185,54,339,63,197,44,310,171,389,82,644,261,341,71,678,276,491,89,859,247,577,96,917,217,366,117,696,96,219,78,392,12,111,28,153,1445,2863,671,4982,190,413,131,734,120,434,76,629,276,801,188,1260,469,729,144,1343,519,1058,206,1779,461,1230,233,1919,402,836,230,1476,173,462,165,796,20,174,45,245,2618,6146,1423,10189
10903,276,709,178,1157,160,675,103,939,363,1308,154,1822,624,1239,201,2062,767,1495,233,2496,821,2120,323,3266,719,2043,393,3158,330,1089,286,1706,66,380,130,580,4126,11053,2008,17187,303,641,150,1096,168,595,86,842,497,1277,175,1948,860,1128,180,2167,905,1519,237,2661,909,2000,319,3224,874,1752,344,2965,452,1025,333,1821,85,544,167,799,5053,10476,1994,17526,573,1348,331,2251,329,1266,188,1785,859,2582,333,3779,1484,2360,378,4229,1674,3014,471,5157,1724,4124,639,6487,1589,3795,737,6122,788,2118,622,3525,152,924,302,1373,9176,21530,4004,34709
11001,363,908,168,1442,328,1045,146,1526,402,1416,178,1992,525,1195,155,1870,682,1429,199,2308,645,1480,193,2325,597,1130,186,1914,231,553,124,909,49,189,54,288,3827,9344,1398,14568,468,890,172,1529,401,1011,152,1564,521,1411,170,2105,664,1245,158,2065,812,1452,208,2471,752,1497,187,2441,720,993,189,1906,293,673,182,1144,50,394,90,538,4684,9570,1513,15763,829,1792,339,2965,730,2059,298,3094,929,2825,343,4098,1190,2440,310,3940,1496,2880,404,4779,1399,2983,386,4759,1318,2124,374,3815,525,1222,305,2059,98,579,144,825,8512,18911,2908,30334
