SA3_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
10304,3,0,0,0,1942,1948,57,4,0,0,1398,1457,1316,71,65,3,1866,3315,2161,139,195,8,1001,3506,2244,173,429,24,743,3617,2234,163,543,68,459,3470,1864,118,363,133,184,2670,987,34,125,203,97,1440,254,6,16,167,11,456,11119,702,1745,614,7699,21884,7,0,0,0,1860,1868,123,10,5,3,1415,1560,1672,105,95,11,1786,3667,2254,196,307,25,902,3681,2315,248,594,65,588,3811,2190,155,638,199,320,3499,1696,105,446,449,153,2857,703,30,147,773,46,1690,128,12,39,613,21,807,11082,863,2269,2130,7095,23439,5,0,0,3,3805,3821,186,15,5,4,2809,3016,2987,179,161,11,3651,6988,4415,332,499,30,1902,7183,4562,429,1024,90,1326,7433,4426,315,1178,267,780,6968,3563,224,809,582,341,5526,1687,58,269,977,138,3131,377,12,63,777,36,1262,22201,1565,4014,2741,14797,45320
10401,0,0,0,0,1517,1517,46,3,0,0,1026,1076,599,47,34,3,1350,2037,1186,107,159,12,991,2451,1678,206,449,31,843,3204,2310,232,750,88,684,4058,2479,176,621,197,253,3722,1289,58,198,254,105,1904,337,17,27,183,32,608,9933,841,2240,771,6799,20584,5,0,0,0,1406,1417,69,13,0,0,879,962,775,73,64,3,1168,2083,1340,192,259,17,842,2658,1860,215,623,84,650,3439,2494,257,816,264,363,4204,2259,107,542,571,149,3628,912,38,159,887,57,2059,184,6,45,744,32,1009,9897,905,2517,2583,5554,21456,5,0,0,0,2930,2940,109,17,0,0,1904,2035,1372,121,98,7,2519,4120,2531,297,416,31,1828,5110,3537,415,1076,117,1491,6640,4805,486,1566,353,1048,8259,4734,285,1160,767,398,7351,2202,101,362,1144,164,3967,520,26,71,930,72,1614,19830,1743,4754,3351,12359,42036
10402,7,0,3,0,2620,2633,72,8,3,0,2013,2097,1394,91,84,3,2611,4180,2465,220,293,16,1544,4539,3017,311,696,40,1264,5323,3663,362,1217,112,986,6346,3409,229,864,236,338,5072,1808,71,333,344,100,2654,510,21,41,316,34,924,16344,1309,3535,1066,11509,33767,13,0,4,0,2430,2450,134,18,6,0,1840,1999,1848,173,96,16,2326,4453,2681,298,510,67,1481,5038,3302,468,1146,178,1109,6199,3768,378,1469,348,718,6679,2989,186,1023,770,235,5205,1410,50,383,1183,60,3079,247,8,78,1155,29,1518,16385,1573,4722,3715,10224,36619,20,0,4,0,5046,5080,210,23,9,3,3852,4096,3239,266,184,18,4932,8633,5150,519,803,79,3022,9576,6319,776,1842,211,2378,11522,7433,741,2692,458,1710,13028,6396,417,1889,1004,577,10281,3213,121,716,1529,159,5730,754,29,124,1475,59,2437,32727,2885,8256,4782,21728,70390
10501,0,0,0,0,630,628,26,0,0,0,639,665,437,28,20,0,1019,1506,607,49,69,8,555,1301,804,71,177,19,644,1713,895,112,283,41,451,1789,705,100,209,101,212,1331,345,26,83,106,75,637,89,0,17,60,6,171,3902,399,860,343,4230,9742,3,0,0,0,590,597,32,4,0,0,635,671,568,39,21,5,926,1550,647,59,62,11,568,1349,834,91,208,45,474,1654,839,78,199,93,230,1429,600,51,128,242,84,1105,256,20,50,333,19,670,36,6,10,203,17,269,3810,337,672,930,3543,9297,3,0,0,0,1220,1229,55,4,0,3,1278,1337,1006,70,40,10,1945,3058,1257,111,139,20,1123,2646,1643,160,384,67,1119,3367,1734,188,476,133,680,3219,1304,154,333,340,300,2432,594,46,135,441,96,1308,124,10,25,263,26,444,7713,740,1530,1273,7779,19041
10502,3,0,0,3,573,576,17,3,0,0,544,554,295,20,27,0,849,1196,473,68,67,0,471,1071,649,81,188,10,442,1366,852,99,268,35,263,1524,717,59,222,72,112,1183,367,16,56,79,37,555,102,3,17,69,13,203,3472,355,844,275,3288,8236,0,0,0,0,508,516,31,0,3,0,517,558,382,43,17,7,808,1258,523,75,96,5,387,1085,636,99,228,28,335,1320,826,80,320,118,168,1510,642,39,178,227,51,1136,314,16,54,355,20,749,67,0,19,322,11,418,3416,349,922,1053,2814,8556,3,0,0,3,1085,1092,49,3,3,0,1057,1110,680,69,41,7,1664,2452,991,138,166,10,855,2160,1282,180,416,40,769,2689,1680,183,591,152,431,3029,1354,102,403,295,162,2321,677,29,112,438,53,1307,168,3,40,392,28,625,6883,705,1773,1328,6105,16795
10503,9,4,0,0,2117,2129,91,8,0,3,1953,2050,1470,88,61,9,2496,4124,2223,160,214,11,1239,3839,2444,250,543,32,1016,4293,2761,232,645,94,674,4411,2391,169,521,208,258,3551,1254,61,184,274,124,1905,363,10,33,233,22,653,13006,977,2200,861,9896,26949,3,0,0,6,2056,2060,139,16,5,3,1789,1955,1802,145,103,9,2312,4370,2259,237,323,25,1174,4009,2677,296,669,110,802,4561,2839,271,769,285,472,4646,2080,141,496,646,157,3526,923,31,180,1021,77,2228,171,4,43,771,33,1016,12884,1147,2590,2868,8881,28368,8,4,0,3,4168,4188,228,20,5,5,3741,4001,3266,237,164,18,4808,8492,4478,393,538,34,2409,7851,5122,551,1217,144,1825,8854,5601,508,1421,381,1149,9050,4474,306,1022,855,418,7072,2179,91,366,1297,196,4131,534,15,75,998,56,1677,25889,2128,4793,3732,18776,55318
10601,11,5,0,0,2915,2932,105,8,7,3,2670,2787,1874,153,96,4,3266,5392,3021,301,364,16,1795,5496,3330,341,854,41,1287,5854,3726,286,910,113,633,5670,2950,157,606,240,276,4240,1263,46,169,290,98,1869,245,5,37,208,31,527,16521,1308,3050,916,12969,34761,3,7,0,0,2748,2755,175,18,0,3,2312,2509,2359,246,151,17,2711,5483,3193,358,494,49,1362,5449,3480,365,984,127,868,5819,3634,264,1052,356,412,5714,2489,101,651,712,156,4105,872,29,179,955,60,2089,137,0,53,819,38,1052,16335,1395,3554,3034,10666,34986,15,9,0,3,5662,5684,276,30,9,3,4983,5302,4230,398,253,19,5976,10876,6214,661,854,60,3158,10940,6808,710,1837,169,2155,11672,7358,553,1957,475,1049,11386,5441,260,1259,949,429,8346,2135,82,349,1244,161,3961,384,10,93,1024,71,1581,32860,2699,6605,3952,23634,69748
10602,3,0,4,0,2447,2453,85,7,3,3,2127,2228,1965,143,98,3,2670,4885,2935,254,326,13,1324,4851,2894,246,563,30,791,4525,2839,165,609,95,401,4117,2212,88,374,159,150,2981,1018,22,106,176,55,1378,236,10,18,138,28,430,14188,938,2104,622,9981,27831,3,0,0,0,2285,2286,169,16,8,0,2182,2376,2468,220,172,19,2430,5309,3096,313,471,28,1062,4963,3032,316,896,96,659,5005,2751,208,842,258,285,4334,1969,86,513,543,124,3242,754,18,168,764,54,1754,125,0,35,630,31,819,14358,1178,3101,2341,9106,30089,5,0,3,0,4728,4736,253,27,9,4,4310,4603,4438,364,269,22,5098,10188,6027,566,791,44,2381,9816,5928,564,1464,124,1446,9525,5588,369,1454,353,682,8447,4181,176,886,702,273,6217,1776,33,277,947,110,3132,358,10,57,765,56,1248,28550,2114,5202,2962,19084,57916
10603,3,0,0,3,2124,2134,59,6,0,0,1770,1831,1078,94,66,3,2025,3270,2150,190,252,10,1235,3838,2696,248,649,47,987,4633,3156,228,819,106,547,4862,3615,177,742,231,237,5005,1818,63,235,328,75,2515,412,12,30,249,13,728,14987,1023,2800,977,9014,28808,5,0,0,0,2058,2064,99,8,5,0,1613,1734,1479,128,88,11,1627,3334,2335,228,421,38,1024,4049,2871,338,864,99,646,4827,3370,225,1019,293,316,5215,3312,133,766,715,137,5061,1298,34,240,990,47,2612,208,3,51,838,20,1115,14978,1110,3452,2979,7486,30006,9,0,3,3,4186,4200,160,13,7,0,3382,3561,2558,224,157,12,3653,6604,4479,422,676,54,2255,7884,5569,589,1515,145,1632,9459,6521,459,1842,393,863,10079,6927,312,1502,945,376,10062,3122,98,471,1321,125,5134,627,17,80,1085,32,1840,29966,2129,6258,3958,16500,58816
10604,3,4,0,0,894,905,27,5,0,3,777,807,705,38,39,0,1195,1974,1078,124,132,6,617,1955,1213,128,252,17,467,2077,1210,104,290,42,260,1909,924,59,206,78,126,1395,436,33,60,85,37,652,96,3,11,74,17,201,5691,489,980,315,4397,11878,4,0,0,0,881,884,59,4,0,3,751,815,843,83,46,0,988,1963,1158,100,156,17,460,1880,1238,129,308,54,310,2046,1110,93,307,109,122,1744,773,41,188,248,45,1300,318,18,56,388,21,797,43,3,15,277,15,355,5554,469,1072,1092,3602,11789,6,3,0,0,1777,1791,84,9,0,6,1528,1622,1548,116,80,6,2184,3938,2236,223,288,21,1076,3838,2452,260,562,75,777,4122,2324,193,592,157,386,3654,1703,102,394,323,175,2695,754,48,118,472,63,1450,139,3,23,350,32,553,11245,964,2060,1406,7990,23662
10701,0,0,0,0,2447,2449,85,3,4,0,2272,2364,1580,79,63,0,2628,4356,2732,179,284,12,1368,4577,2819,236,614,37,1203,4904,2878,227,729,91,602,4516,2558,127,470,178,204,3541,1527,48,172,348,80,2171,396,12,21,268,16,717,14574,910,2363,935,10813,29596,3,0,0,0,2347,2352,157,12,5,3,2027,2203,2082,131,111,11,2207,4552,2871,276,466,36,1119,4768,2992,293,851,118,796,5050,2893,227,923,325,382,4752,2274,121,563,708,87,3748,1167,48,193,1246,49,2700,193,9,42,964,15,1225,14617,1114,3158,3416,9038,31350,4,0,0,0,4791,4796,239,15,5,4,4297,4562,3667,214,175,18,4832,8906,5603,458,759,43,2486,9345,5809,529,1466,155,1999,9956,5767,454,1655,416,982,9269,4827,249,1036,888,294,7289,2692,93,368,1595,130,4876,587,14,67,1239,36,1940,29191,2022,5521,4348,19853,60943
